br.com.objectos.args	parent	0.1.0		N/A
io.github.atsushieno.multiplatform-library-template-nexus-publisher	library-jvm	0.0.1		de94817081b79e1d01178d308bc8dbe0c3551ced
io.github.atsushieno.multiplatform-library-template-nexus-publisher	library-jvm	0.0.2		de94817081b79e1d01178d308bc8dbe0c3551ced
io.github.shangeethsivan.kmplibrarysample	library-iosarm64	0.0.1		N/A
io.github.shangeethsivan.kmplibrarysample	library-iosarm64	0.0.1	metadata	b94551dc9294bf8051394f2279823f41b10255f6
io.github.somaiasaeed	pf4j-generic-plugin	1.0.0		98a5e12030931c628691165370070f0e948e9a86
io.github.somaiasaeed	pf4j-generic-plugin	1.0.1		4cb52c4d19b87fc6f68c80bb968a8f358c3f4e31
io.github.somaiasaeed	pf4j-generic-plugin	1.0.2		7a002ba7f0375897372ac9f9ef103484b1fc632e
io.kevinlee	extras-concurrent_sjs1_2.11	0.10.0		3fce9ca57dd6cf1c8843ef0f5bf6b37c62920344
io.kevinlee	extras-concurrent_sjs1_2.11	0.11.0		9bc69a0c5d8272dffd6541dd2edb0d75104f1356
io.kevinlee	extras-concurrent_sjs1_2.11	0.12.0		7101eef63d22d4cc5d5ec38204896d302aafae7c
io.kevinlee	extras-concurrent_sjs1_2.11	0.13.0		5aabb2bbeff6ffa1adc9d786b26c564c58d04642
io.kevinlee	extras-concurrent_sjs1_2.11	0.14.0		7c4cb5388209a6a630cf9f3e9dd6fa8799be570e
io.kevinlee	extras-concurrent_sjs1_2.11	0.15.0		5493c8af36604254abd62053223f4a65409802c3
io.kevinlee	extras-concurrent_sjs1_2.11	0.16.0		52917425cf26e38f52d6a104ad4269c37fd9186e
io.kevinlee	extras-concurrent_sjs1_2.11	0.17.0		cf5a1196c2fde4a75963d3a531db2f0022bc65d1
io.kevinlee	extras-concurrent_sjs1_2.11	0.18.0		4982161ceca484d53bea40ee6b02d509059e9935
io.kevinlee	extras-concurrent_sjs1_2.11	0.19.0		7d9afe71ef82f0f02644d86c14e46438586d99f4
io.kevinlee	extras-concurrent_sjs1_2.11	0.20.0		6e60b93db4dcb3abae166f92fbe643ae39a63184
io.kevinlee	extras-concurrent_sjs1_2.11	0.5.0		d3f117bab92a56027cb2c0410e9647ec038e6035
io.kevinlee	extras-concurrent_sjs1_2.11	0.6.0		0d5b34aa6afdecda28dc937bdca348817a652d04
io.kevinlee	extras-concurrent_sjs1_2.11	0.7.0		8123ecb535a2c7c3c58e1e455487d2d3c84497ea
io.kevinlee	extras-concurrent_sjs1_2.11	0.8.0		dd80ae14b7e62a4289075f2fae87791ace07c5c6
io.kevinlee	extras-concurrent_sjs1_2.11	0.9.0		c5d3ada8ac904cf4dce29175d3e13f8083b73078
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.10.0		5c3d2b0104445742f4aa526b929345f20805dadf
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.10.1		f204980bc4c56c8282eb44ca961958c8ef91b173
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.10.2		44318ef2d9f421e660fa3ad906e976d6a102d0b2
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.11.0		3f5208036659d936570fceedf3a18177c9c73720
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.12.0		87e57d590d0b2c0b74122633ed0da78e6deea034
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.15.0		bd08d2f054b475206c675a374c18ddf87235510f
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.17.10		9ab11bf35ab29cda2cd345d7e3b9504421546b79
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.17.11		3e8e0430a4e80114b5470969b2cf12bb99475992
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.17.12		eb661a0e2681c1a929fc7ba369924f8401ea0a30
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.17.13		27fdb0bc3fc424c6bf5ed717c02d924596c5f28f
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.17.14		73f3416956b16961b87dd513de772f8e2eb00b05
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.17.15		3097384b5e174435797ecce969873e0b79b77304
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.17.16		e55067af7af8da137ce3c81e59bef37166665aa2
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.17.18		9a106b299f1deb62b9388a9754460714d54cf60d
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.17.20		7d66598d9a80a7a6462b3d0ed1a3743c5abddd8b
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.17.21		389c8f735f4b0fc558e684e3bcf76001eec44a93
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.17.22		8c1f196155558256daad62702d7e35d8ac659755
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.17.9		1d8cce011a1a03428ac2c80d7d64d4b955959286
io.muenchendigital.digiwf	digiwf-spring-cloudstream-utils-core	0.18.0		66b604ceefc35d57d885247d001859c6f90802eb
io.openjob.worker	openjob-worker	1.0.0		N/A
io.openjob.worker	openjob-worker	1.0.1		N/A
io.openjob.worker	openjob-worker	1.0.2		N/A
io.openjob.worker	openjob-worker	1.0.3		N/A
io.openjob.worker	openjob-worker	1.0.4		N/A
io.openjob.worker	openjob-worker	1.0.5		N/A
io.openjob.worker	openjob-worker	1.0.6		N/A
io.openjob.worker	openjob-worker	1.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	20.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	20.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	20.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	20.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	20.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	20.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	20.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	20.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	20.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	21.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	21.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	21.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	21.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	21.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	21.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	21.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	21.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	21.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	21.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	21.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	21.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.13		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	22.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	23.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	23.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	23.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	23.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	23.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	23.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	23.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	23.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	23.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	23.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	23.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	23.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	24.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	24.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	24.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	24.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	24.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	24.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	24.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	24.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	24.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	24.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	24.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	24.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	25.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	25.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	25.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.metrics-2.3	25.0.0.4		N/A
net.contextfw	web	0.5.0		N/A
net.contextfw	web	0.5.1		N/A
net.contextfw	web	0.6.0		N/A
net.contextfw	web	0.6.1		N/A
net.contextfw	web	0.6.2		N/A
net.contextfw	web	0.7.0		N/A
net.contextfw	web	0.7.1		N/A
net.contextfw	web	0.8.0		N/A
net.contextfw	web	0.8.1		N/A
net.contextfw	web	0.8.2		N/A
net.contextfw	web	0.8.3		N/A
net.contextfw	web	0.8.4		N/A
net.contextfw	web	0.8.5		N/A
net.hasor	hasor-dataql	3.2.0		ea655a46e71014c93f2ffa965bc513e0754ba1ed
net.hasor	hasor-dataql	3.2.1		74bda4a0a9b8b1b4a000bc75ca69fcec9e7b40db
net.hasor	hasor-dataql	3.2.2		1c629214ac2515a27f6cf117901047ecd57990ac
net.hasor	hasor-dataql	3.2.2-fix20191118		4efbc0fece88d7e8185713c1244fa4aed760fe30
net.hasor	hasor-dataql	4.1.0		583cb5593b08e6e741ccec81e0f9d6282ec196b0
net.hasor	hasor-dataql	4.1.1		3b36c5fb38439d558981e60d513830d65f18346d
net.hasor	hasor-dataql	4.1.10		1eb28634dc4d76aa8694a1544f011a25e51f49fd
net.hasor	hasor-dataql	4.1.11		f21357d14ad88192f8ef655396029a1f9d8622e1
net.hasor	hasor-dataql	4.1.12		0e01772f2e38f6e00b4380a62e5ceb3ae86ad122
net.hasor	hasor-dataql	4.1.13		4460f5e3e74665ad0def7d16e576f36de70c6bb4
net.hasor	hasor-dataql	4.1.2		e889ee97b706f38c2bb66b56501037e4d0b20d32
net.hasor	hasor-dataql	4.1.3		30f4e2d7c49ed3f890d4346ce137dcf65592b8b7
net.hasor	hasor-dataql	4.1.4		2525061b11cd2274e27f343298e254b690f9aa25
net.hasor	hasor-dataql	4.1.5		f6459c00ab1b7c1439319f789ae0e7779fad5d48
net.hasor	hasor-dataql	4.1.6		1daca5619aefabb34ad841399e2ec88cad6106ad
net.hasor	hasor-dataql	4.1.7		cdaa766264019e1a8bfed182e8d9933ca7efd884
net.hasor	hasor-dataql	4.1.8		24b5d560237e298816678f0cb7b543aed2b9b02d
net.hasor	hasor-dataql	4.1.8-fix20200611		c7009384291b6d6b537ac8cef7c77ad318b197d8
net.hasor	hasor-dataql	4.1.9		3d3c6584ecddd5c1a0243664d08ead299a606022
net.hasor	hasor-dataql	4.2.0		9afe1af088ee44dfcf1103e0272853e7b7381bf4
net.hasor	hasor-dataql	4.2.1		4a501e0a10f1c800e22687b0eec477d3a5349a1c
net.hasor	hasor-dataql	4.2.2		42cf5211c0217f7498c9a42d8074321862c3719d
net.hasor	hasor-dataql	4.2.3		0004d967c5ef4cffc2c0c3048d8c807f36756dab
net.hasor	hasor-dataql	4.2.4		9b0c92923835d7c38164af3ae4bd7a0feac27f4b
net.hasor	hasor-dataql	4.2.5		8e44c0c5c07e0083e5a107fbef19887f21d101ce
net.optionfactory.spring	authentication-bearer-token	10.0		2c5b3a3cecae2f99c50fe0362616b4be0d9d2345
net.optionfactory.spring	authentication-bearer-token	10.1		cb5e8a7e428ec5cb239648801174e689f073834c
net.optionfactory.spring	authentication-bearer-token	10.2		02837af78af4b91e57aad295b7adb2e9a366c5a8
net.optionfactory.spring	authentication-bearer-token	10.3		acb3411585c417886c74b6d558026dfb8f2083a0
net.optionfactory.spring	authentication-bearer-token	11.0		44d42ee6d5339c1de27266e75daa4352bcd6d507
net.optionfactory.spring	authentication-bearer-token	11.1		8d8d82b9eeff5d11b05df7d17034bba615e638d4
net.optionfactory.spring	authentication-bearer-token	11.2		dcb7b69de2de6e126e6c9a673c6e12cb0cb052f7
net.optionfactory.spring	authentication-bearer-token	11.3		ddf579112e1858f96b506ece35a696e809907299
net.optionfactory.spring	authentication-bearer-token	12.0		6d2f835d63d810a6c9b6a14954c32b695ba1d093
net.optionfactory.spring	authentication-bearer-token	12.1		d5fbb1d3dc6b5d129aae0f23803dd8597d8263e4
net.optionfactory.spring	authentication-bearer-token	12.2		77905aa4a44d9b799d7a2aad7b5b6e09756e4047
net.optionfactory.spring	authentication-bearer-token	13.0		3c66ba957d25864ebe59176732b628d69a1bb6f9
net.optionfactory.spring	authentication-bearer-token	13.2		0a14d07888671c125f4481ed2a4f278800c463b4
net.optionfactory.spring	authentication-bearer-token	13.3		3d06ea52778e49a7e155b01b1b82e0b46a204fcf
net.optionfactory.spring	authentication-bearer-token	13.4		cb6c87d74c2d72a658ea8cee2e9cacaae95bf3aa
net.optionfactory.spring	authentication-bearer-token	13.6		79c6aeb0202288fa04bec5a55b36373ea7d1bd76
net.optionfactory.spring	authentication-bearer-token	13.7		fca03bb071528154103ca7846c9fed7afd7eb43f
net.optionfactory.spring	authentication-bearer-token	13.8		7179c2d8fb2f2f58f3f719546082c81d4468dfe5
net.optionfactory.spring	authentication-bearer-token	14.0		7c9d849a7732fa62eefd5286a38e153a63da2507
net.optionfactory.spring	authentication-bearer-token	15.0		1d60f8d19251983ab991192c01ccb8cf4ea29e67
net.optionfactory.spring	authentication-bearer-token	16.0		f1f47d2efc9fd0b3f36a2622cf7b63a416b9d94d
net.optionfactory.spring	authentication-bearer-token	16.1		1ff9be7f304c9beb5456d51de841211b63c32dfc
net.optionfactory.spring	authentication-bearer-token	16.2		136b8415d5ea249f8bf9478e55c1d5f6abeb13b5
net.optionfactory.spring	authentication-bearer-token	18.0		191f62428bebbb07e37d0ebb558731ea24b37ac9
net.optionfactory.spring	authentication-bearer-token	18.1		ca98004f1227b13bae8da28f1e4473be72aa3b8e
net.optionfactory.spring	authentication-bearer-token	18.2		fc503025995de8a91f2c647c7146269594e37a69
net.optionfactory.spring	authentication-bearer-token	18.3		94b519af924e799b756fca471c08b62dcada38e1
net.optionfactory.spring	authentication-bearer-token	18.4		00d91407c680d3585bfd16c639e2e784007db10c
net.optionfactory.spring	authentication-bearer-token	18.5		facc903162fadfa6267dc3317c184f0bbe20184e
net.optionfactory.spring	authentication-bearer-token	19.0		d20274fd1b4ed9335f9813702d67a9b62551a1aa
net.optionfactory.spring	authentication-bearer-token	19.1		a92b63c5b565fc105825c775c4109f68bd807cea
net.optionfactory.spring	authentication-bearer-token	19.10		683670fe27e5a855d35e218471cc588a7c0b6fbd
net.optionfactory.spring	authentication-bearer-token	19.11		5602edfcbafab2a0e5fdb7142fd457ae1e4e14e8
net.optionfactory.spring	authentication-bearer-token	19.12		ea893872a04b9081292758171ca58905d766ce01
net.optionfactory.spring	authentication-bearer-token	19.2		b82610fa47180ff3b3fdf5c88505216250db281f
net.optionfactory.spring	authentication-bearer-token	19.3		f3575ceaeb2239ab835797f520e4597a59e949a6
net.optionfactory.spring	authentication-bearer-token	19.4		12895c3295bb9248ae2dd71976cbf07818c9d153
net.optionfactory.spring	authentication-bearer-token	19.6		c627d7f47c324786a6df22235fce935d2ff84096
net.optionfactory.spring	authentication-bearer-token	19.7		a2efaddac8b2fee9dad060f01b41137b4ca13fae
net.optionfactory.spring	authentication-bearer-token	19.8		ddfbe0708abc4cc62a56106a0373b35a2a9f70e1
net.optionfactory.spring	authentication-bearer-token	19.9		6bb59b679da47e07e6ab2a2da190d26eef893a41
net.optionfactory.spring	authentication-bearer-token	20.0		cf93580f3a3738cb3cb0ed26a4b7b31026185f21
net.optionfactory.spring	authentication-bearer-token	20.1		3e8fb7111c0eb2858e64ae18960196501a5a69bd
net.optionfactory.spring	authentication-bearer-token	20.2		da09344abb0a20d7eab8e1e73243e3f745ead9ba
net.optionfactory.spring	authentication-bearer-token	20.3		63156bd8a3036f8584c58935fedd54b0b9466f7d
net.optionfactory.spring	authentication-bearer-token	20.4		3508f67b580ba7691704eed0d5fffc6a96a8fa21
net.optionfactory.spring	authentication-bearer-token	20.5		325851f72f19fda3ac513c0d4f346eeba5b13664
net.optionfactory.spring	authentication-bearer-token	21.0		03bc7821aea96b4d0c05149f151fb098abe50bb7
net.optionfactory.spring	authentication-bearer-token	21.1		81e3e62a0ed0eeda064089747a26e801c0d251a0
net.optionfactory.spring	authentication-bearer-token	21.2		7e6676b7c0ff877530ae902add33d1c5ff258457
net.optionfactory.spring	authentication-bearer-token	21.4		ca56d3ae10eb859e7ab6d729eef6988e8491bd95
net.optionfactory.spring	authentication-bearer-token	21.5		4323d59e48cf64ef1106dbef4a42081eaa6d0ca1
net.optionfactory.spring	authentication-bearer-token	3.0		29d15176d7193dfd96678535fe4293d10a755638
net.optionfactory.spring	authentication-bearer-token	4.0		8016f7310c2affc574250a278d9498463524bc7b
net.optionfactory.spring	authentication-bearer-token	4.1		bdb823700cae484124e99ea1f00e8915889d42dd
net.optionfactory.spring	authentication-bearer-token	4.2		fa980172bd4ce7844cc30307c03b26cc41c0599d
net.optionfactory.spring	authentication-bearer-token	4.3		96e06a8d35defd6d09910affccad63e8c79e9561
net.optionfactory.spring	authentication-bearer-token	4.4		3e1f46c778eb38b38339718658a393e1ed735ff3
net.optionfactory.spring	authentication-bearer-token	4.5		a33484a2523efddda53ccac67b5dd099f6b5f41e
net.optionfactory.spring	authentication-bearer-token	4.6		049f74cb51205c63f72a946441326046ffdf8a33
net.optionfactory.spring	authentication-bearer-token	4.7		dd7f96877cae705a256cc78cfdab9345cf0a25ac
net.optionfactory.spring	authentication-bearer-token	4.8		aadaabfa814daaac9c1f472d81814e475d77db85
net.optionfactory.spring	authentication-bearer-token	5.0		6549f1fb0c96cfad0ac02ac424fb6d6b2a464408
net.optionfactory.spring	authentication-bearer-token	5.1		79c65016298bb13d477cfb1cff5f7993674f8ae5
net.optionfactory.spring	authentication-bearer-token	5.10		74b5549a54f3127c5080f56c6d0a7a21d4857f85
net.optionfactory.spring	authentication-bearer-token	5.11		c162fe053c9a2fd624b582921e5e638b43a8d472
net.optionfactory.spring	authentication-bearer-token	5.12		c7257011af293f5407ad9f47909ed4218de49266
net.optionfactory.spring	authentication-bearer-token	5.13		652e621e887119aacac90147ce3c8c6d682cde14
net.optionfactory.spring	authentication-bearer-token	5.2		0a1815cff126362ac308ca43fb6f86070df94f87
net.optionfactory.spring	authentication-bearer-token	5.3		9605f70b804eea989348deb8c3dde4c83087fc33
net.optionfactory.spring	authentication-bearer-token	5.4		87f48d80d3f17f9567e600121687c4e2ce058458
net.optionfactory.spring	authentication-bearer-token	5.5		bd3de137445b831be031523d83487686d4ad11c6
net.optionfactory.spring	authentication-bearer-token	5.6		8f96fac1c450ca7a000ec6fbcc1add6099cefdd9
net.optionfactory.spring	authentication-bearer-token	5.7		99b7e3f8c97cf3e098b59ba3287d4b89fccd173f
net.optionfactory.spring	authentication-bearer-token	5.8		befaa40c8c91d73b9cb33351d34ce512e8c75cdb
net.optionfactory.spring	authentication-bearer-token	5.9		0a5cde588932da42c373a6ff4515d8369985e971
net.optionfactory.spring	authentication-bearer-token	6.0		924cd613892d556dfa473b40b5511b7eda47ed5b
net.optionfactory.spring	authentication-bearer-token	6.1		29d5a0386801479557ee80f2692b68b80333c7c3
net.optionfactory.spring	authentication-bearer-token	6.2		928e751ffa2d54ebe08acd6cd51135ac64c960c4
net.optionfactory.spring	authentication-bearer-token	6.3		08fd902483be3042fcf9f5e4692632ef996ce566
net.optionfactory.spring	authentication-bearer-token	6.4		d5d16a054ed5d85f082299dc0e97afb69ec0ead1
net.optionfactory.spring	authentication-bearer-token	7.0		7b6c2af61a75843313b9534991f1894e0e5f4cd8
net.optionfactory.spring	authentication-bearer-token	7.1		c7ba4f8bf29803af56b460077d5bc88368944939
net.optionfactory.spring	authentication-bearer-token	7.10		15339b32f2dd911ace96518535391571701f5b40
net.optionfactory.spring	authentication-bearer-token	7.11		95e57e9fe98b9146440f1c9854905806ff0f157b
net.optionfactory.spring	authentication-bearer-token	7.13		e924d256c8f3e5376f5e289d05fda93aec610575
net.optionfactory.spring	authentication-bearer-token	7.14		a6d616a83edc4983d6fc35c2f1528ea965b1c612
net.optionfactory.spring	authentication-bearer-token	7.15		9f7790a4eeea911200f5f41a5d13f9d27fbe93c6
net.optionfactory.spring	authentication-bearer-token	7.16		f3e42f0b9b5e333b9185589ea9b65ff8985ca343
net.optionfactory.spring	authentication-bearer-token	7.2		c838f2842184c715d01c3823b4181fab6b6895ae
net.optionfactory.spring	authentication-bearer-token	7.3		3713f9ce08efc3ad09050be817d8f31e93646c85
net.optionfactory.spring	authentication-bearer-token	7.4		22db741bc28d388f121699442643cb62ef554950
net.optionfactory.spring	authentication-bearer-token	7.5		94974608138f9364876ebfb8c854ce39b417e3b3
net.optionfactory.spring	authentication-bearer-token	7.6		8e3b5408a8763dcafb9ecf446b1ceababa374a53
net.optionfactory.spring	authentication-bearer-token	7.7		157ac993102791febefd3f363dd0e14a3ece5936
net.optionfactory.spring	authentication-bearer-token	7.8		fec9ab74989c7dfa01c46c78fc4c6cd98d6e6689
net.optionfactory.spring	authentication-bearer-token	7.9		9686ca0efdd7087eda622e0cf677d233859e170b
net.optionfactory.spring	authentication-bearer-token	8.0		4b08fa944c953a69e2ba8d184ab383d0fdba7f0a
net.optionfactory.spring	authentication-bearer-token	8.1		a2f06251e0a7524cb17f5bc34f20d057cd701c22
net.optionfactory.spring	authentication-bearer-token	8.2		67d2a49a5c0103f81d0f3b5b18d14d0bcc2fc5c0
net.optionfactory.spring	authentication-bearer-token	8.3		e3b4cba7407c94f853c520d9c13a12986158da4d
net.optionfactory.spring	authentication-bearer-token	9.0		bd6683703519cedee0b95f4c297859c94abfaf70
net.optionfactory.spring	authentication-bearer-token	9.1		a98a340f0eeb194928f524d7b3e44a547ed1ac95
net.optionfactory.spring	authentication-bearer-token	9.2		1ffe36df045baa4c062cf7d92f0ade1e1597498a
net.optionfactory.spring	authentication-bearer-token	9.3		d93c31633e0d373bcec84b0d236f540206d115e8
net.optionfactory.spring	authentication-bearer-token	9.4		878ca8088a40793f3abf833cf9251d63a82dea31
net.optionfactory.spring	authentication-bearer-token	9.5		91d8b3a292c3a7ed6e337ffe7c085fc83f7bfca6
net.optionfactory.spring	authentication-bearer-token	9.6		ebe65e7bc59e5dbc868dbb402eaa96ee7c7cf113
net.optionfactory.spring	authentication-bearer-token	9.7		4b485c4d76ab07a59d27743d6a4e212318cf5f51
net.optionfactory.spring	authentication-bearer-token	9.8		4601b4feb88b73d39bdf740ba1d962f58730e367
net.sourceforge.kivu4j	job	1.0		N/A
net.sourceforge.ota-tools.schema.jaxb	ota-tools-schema-jaxb-2010a-ping	1.0.1		ebaaf87c294c9c9d59d29259eb1972702132d953
net.sourceforge.ota-tools.schema.jaxb	ota-tools-schema-jaxb-2010a-ping	1.1.0		8a10ae00efd060b80181a65fd091783963307fb8
net.sourceforge.ota-tools.schema.jaxb	ota-tools-schema-jaxb-2010a-ping	1.1.1		7c2ecd3d01eb38b05f42558f441b2201b0c8edd7
net.sourceforge.ota-tools.schema.jaxb	ota-tools-schema-jaxb-2010a-ping	1.1.2		017fafef04f64efb177f8a0ebd31c4152fa441d5
net.sourceforge.ota-tools.schema.jaxb	ota-tools-schema-jaxb-2010a-ping	1.1.3		fad30d3aabcf9cda4af3640814b986847d099c5a
net.sourceforge.ota-tools.schema.jaxb	ota-tools-schema-jaxb-2010a-ping	1.1.4		53fc36b6d340b60699da1c3318271b0f88f47831
net.sourceforge.ota-tools.schema.jaxb	ota-tools-schema-jaxb-2010a-ping	1.1.5		82efeccd4e5dda8b92a784cd4357af217cc95d54
net.sourceforge.ota-tools.schema.jaxb	ota-tools-schema-jaxb-2010a-ping	1.1.6		68c8be44631617e52526c901171fbe34fe127799
