app.cash.treehouse	compose	0.1.0		13457b612d3c0e3c3a3b31856f7e7e9224fbb4dd
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.2.0-alpha		8737810f3a1def64b2fe809851a21ec76177b302
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.3.0-alpha		480b7d6cd92b42f67bb5142569892dca14e4a5b8
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.4.0-alpha		9dac77d73e947fab8722391c3dcf74e2bf3ada82
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.5.0-alpha		76f395c78778c0af647cdde5e8dc2b53ee4622aa
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.6.0-alpha		73c7a09ce0e7b555907763cb68f92b6fa1bb179f
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.7.0-alpha		0bfc52df368ed89723fbc8e193b1bb45c0429024
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.8.0-alpha		51f40d1ca8eda62ba1d75bcbe04409f8f4417317
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.9.0-alpha		13e977c0c0529db047c655544c18c202d89ae7c7
io.rocketbase.commons	sample-api	3.0.1		cc21fcb2dbdfe6612591b792f28c16c76cb8ed6d
io.rocketbase.commons	sample-api	3.0.2		20a41f83d4c4f28d9167187bfec89bcaef0dc0c8
io.rocketbase.commons	sample-api	3.0.3		0b116ab3b440b388fca423d97e5b99dda4abef97
io.rocketbase.commons	sample-api	3.0.4		c8c6cb26e961f5158dcb5e93cdb32657cb54784d
io.rocketbase.commons	sample-api	3.0.5		56fdc134491cdfcb51a06482c858442d9a7bb6cf
io.rocketbase.commons	sample-api	3.0.6		c4507a2a3a80446e38158c1e37156ca12e70d965
io.rocketbase.commons	sample-api	3.0.7		3a8b2534ed42505369eb90fbfed627caa06e0ae6
io.rocketbase.commons	sample-api	3.0.8		7ca299b5ce5d5f7ab3a8210684f05ec8e7888883
io.rocketbase.commons	sample-api	3.1.0		879f6bcdd8e2303fe19fb805dc3db9d09e8f171d
io.rocketbase.commons	sample-api	3.1.1		4835985f90ff9a173bee18c881c478c3af75c0c1
io.rocketbase.commons	sample-api	3.1.2		77c99fdf2cc27665d1be363cc5701b7ad8db0e4d
io.rocketbase.commons	sample-api	3.2.0		5aacbd28cd3d1b2b0a8f7d5a24e67ec8fb7abf63
io.rocketbase.commons	sample-api	3.2.1		6eca33bf101b8ffdb4a01efa63669183a19e8662
io.rocketbase.commons	sample-api	3.3.0		10c5fdc39b7a1bbad219e5dc42f1e892ec356af5
io.rocketbase.commons	sample-api	3.3.1		35c230be3462ddd489af4652c834226e7d2a068b
io.rocketbase.commons	sample-api	3.3.2		696233bc839368ed2b4c022fe5302f628d905f65
io.ruck	jgrok	2.1.8		c09bcf93f7a684b8b965cf0d74faafd252f3efb9
io.ruck	jgrok	2.2.2		593db77dee47fac7bd242a19ecd7b8c084ba3891
io.ruck	jgrok	2.2.3		d2d55588fc7f67a27e7f8b40cf8cc3b74cd72b22
net.anzix.android	callcosts	1.5		d34119ac2e6256e5334243ae30b6189234b6c9a5
net.liftmodules	ng_2.6_2.9.1	0.2.0		01d2f08a4d7935a618dad334553d06bbbcfa8ec0
net.liftmodules	ng_2.6_2.9.1	0.2.1		a7afe3bcc3c64a10138eab1e3b116c03da4dcb5c
net.liftmodules	ng_2.6_2.9.1	0.2.2		a3dd853fdecde8bfc7a4a72d4a3b611c50bc996a
net.liftmodules	ng_2.6_2.9.1	0.2.3		1cb8c59e5d72c367cfdaa69ce6ef9e751b009bdb
net.liftmodules	ng_2.6_2.9.1	0.3.0		c49a2253305a52f310ca7730985ca2bce57dfd30
net.liftmodules	ng_2.6_2.9.1	0.3.1		85059c8a198778c6b48468dbe717e630ccea6fab
net.liftmodules	ng_2.6_2.9.1	0.4.0		d3cae1b70a4159ca8071315b6cc4cf5876888c9c
net.liftmodules	ng_2.6_2.9.1	0.4.1		6b3e15deba6856fd0550ae91992ffb69317b536a
net.liftmodules	ng_2.6_2.9.1	0.4.2		9724d2f1dfb96c639c0e665acd4181e7e26a9f6e
net.liftmodules	ng_2.6_2.9.1	0.4.3		7fc313263c8db3dc13f46e837906276d8212d824
net.liftmodules	ng_2.6_2.9.1	0.4.4		bbb36417c2d817619606932c98f0406560b82e0b
net.liftmodules	ng_2.6_2.9.1	0.4.5		2c9914792a111891eedeb86319a4e791fe018ccf
net.liftmodules	ng_2.6_2.9.1	0.4.6		6f9e62bc71a58c8d5fee3d9fd3bbdaceee0b8c3f
net.liftmodules	ng_2.6_2.9.1	0.4.7		6551614449582f636b5f36de2fc08fb4e549a6b8
net.liftmodules	ng_2.6_2.9.1	0.5.0		3746b936886ad750e5ecbf349c61ff09aa529a87
net.liftmodules	ng_2.6_2.9.1	0.5.1		2013202797eabc6b65e18dc75c5321a72dd5aaab
net.liftmodules	ng_2.6_2.9.1	0.5.2		191fd49b644db3f0d7916bd173ed5c1ed47c61eb
net.liftmodules	ng_2.6_2.9.1	0.5.3		9a6ff9b7d16ce5c29013cbbe01613079d0bfde35
net.liftmodules	ng_2.6_2.9.1	0.5.4		f82ed83caaee548bb10ba4a13f5e709843df4001
net.liftmodules	ng_2.6_2.9.1	0.5.5		0bf538b1e0100e54549c8c562f5a9f71e5b88742
net.liftmodules	ng_2.6_2.9.1	0.5.6		d0bb3b3d9c708b47522a5a51f781095c80487add
net.liftmodules	ng_2.6_2.9.1	0.6.0		1c8875a68bc492f9573bdc0044d5a3ea9dfa777c
net.liftmodules	ng_2.6_2.9.1	0.6.1		b917ba99aacbfee48e87654b44768b6940265c4f
net.liftmodules	ng_2.6_2.9.1	0.6.2		59374ffa8e7fbe6b8fe59426287211053ec9d0b7
net.liftmodules	ng_2.6_2.9.1	0.6.3		627aa096665080cc1ceb097b3eedb25d54c55e43
net.liftmodules	ng_2.6_2.9.1	0.6.4		dd58ac3a91105cd41b3f19bb61c9c33889d7c88e
net.liftmodules	ng_2.6_2.9.1	0.7.0		582620905a2e59ba54aef54edf3cf7e5e2369a75
net.liftmodules	ng_2.6_2.9.1	0.8.0		a89559f650b1cc0f7f48f84e6800828ad291ef74
net.liftmodules	ng_2.6_2.9.1	0.9.0		76ef716163ad510e3a89017212279c22efc22b1e
net.liftmodules	ng_2.6_2.9.1	0.9.1		e3d1842dab6b613d29cbcec5700645acad6b4b60
net.liftmodules	ng_2.6_2.9.1	0.9.2		03f4b0160e9f7567b4b31421168d5256296cfe30
net.liftmodules	ng_2.6_2.9.1	0.9.3		7ccd7705803bd4cbf72a8364ea082437eb67c4f3
net.solarnetwork.node	net.solarnetwork.node.hw.yaskawa	3.0.0		5b1af5781e675ff8238ea983a8598ab6bf083318
net.solarnetwork.node	net.solarnetwork.node.hw.yaskawa	3.1.0		7458f558e7b99177e7fff9b6d9b8a258518a2301
net.solarnetwork.node	net.solarnetwork.node.hw.yaskawa	3.2.0		37a6908cf4b23fa33ea87aabd717349fa8791694
net.solarnetwork.node	net.solarnetwork.node.hw.yaskawa	3.2.1		28605cd05c3bd30802c270a7d6df889903eb9c48
one.jpro.platform.jpms	openjfx-monocle	17.0.10-jpms		0d3e4b2bc8c615bd467896990078d134c182f382
one.jpro.platform.jpms	openjfx-monocle	21.0.2-jpms		e2bf3e4d62154dc755f24dad07d0ff12b177caff
org.apache.geronimo.configs	jetty8-deployer	3.0-M1		N/A
org.apache.geronimo.configs	jetty8-deployer	3.0-beta-1		N/A
org.apache.geronimo.configs	jetty8-deployer	3.0.0		N/A
org.apache.geronimo.configs	jetty8-deployer	3.0.1		N/A
org.apache.hop	hop-databases-snowflake	2.10.0		8ff9029cb4097251c423f628bee3a81bf4579b24
org.apache.hop	hop-databases-snowflake	2.11.0		a240d667c6808e02c196d334b6b566d68f49cea8
org.apache.hop	hop-databases-snowflake	2.12.0		6abc6f8313bad491b2cc8e3a436d6e024db4597b
org.apache.hop	hop-databases-snowflake	2.13.0		40f14f44e4c67ecd4b6a2a388a42aeb3d243ffc3
org.apache.hop	hop-databases-snowflake	2.2.0		429fd45ddb0f403dad63853831bed92bfde48ab1
org.apache.hop	hop-databases-snowflake	2.3.0		96dd4b89e6270610a49907f3247e552f5e270324
org.apache.hop	hop-databases-snowflake	2.4.0		3d803e9215cde978b2a42b073a71ae7908acd53d
org.apache.hop	hop-databases-snowflake	2.5.0		25cf9d6b496b7dbedf4d201719848daf56af5c25
org.apache.hop	hop-databases-snowflake	2.6.0		6fbe5383e84347ac9b4a0e551ecd4c9d76782b9a
org.apache.hop	hop-databases-snowflake	2.7.0		861c8a28c6638f5e411ea2800488df62b1b399ac
org.apache.hop	hop-databases-snowflake	2.8.0		d57c91b0540fd4719daa37647e76f8f2ec146c75
org.apache.hop	hop-databases-snowflake	2.9.0		c04576187f4a016bbd2d8e2016d66ae9c05f89a4
org.arquillian.extension	arquillian-droidium-screenshooter	1.0.0.Alpha5		8eb0702cb27a6b3dc35c939e75dcc63db664f018
org.arquillian.extension	arquillian-droidium-screenshooter	1.0.0.Alpha6		4c335a99120e35e952cdd9b407e9e0c52ad2c2f7
org.arquillian.extension	arquillian-droidium-screenshooter	1.0.0.Final		246fdeba064fd7f5c6078255521dd6f47a3a32f0
org.arquillian.extension	arquillian-droidium-screenshooter	1.0.1.Final		906f5666eed81649e4670355755a8195c9cc063c
org.drewcarlson	objectstore-secure-android-debug	0.0.1		N/A
org.drewcarlson	objectstore-secure-android-debug	0.0.2		N/A
org.drewcarlson	objectstore-secure-android-debug	0.1.0		N/A
org.drewcarlson	objectstore-secure-android-debug	0.2.0		N/A
org.ehrbase.openehr	service	0.11.0		8e1b72ed28b2e142ea776c485a297448621b0bd7
org.ehrbase.openehr	service	0.12.0		7b71e1cc817ee6e5e478bd66d46fae0d44c0fc37
org.ehrbase.openehr	service	0.18.0		9e35966f2230749a7145840bc2d75ae26d0412f1
org.ehrbase.openehr	service	0.18.1		b19aa6bc10d7076da6ba9303dc9f899dc02e9f79
org.ehrbase.openehr	service	0.18.3		3ea084297521841444eaa1fcf80161f6294a2ee3
org.ehrbase.openehr	service	0.19.0		1ae45fd893b28af5205bbbf3e868a2b21aec2f2b
org.ehrbase.openehr	service	0.20.0		6a1357cde5b68ef6da7964814059077eb85842a2
org.ehrbase.openehr	service	0.21.0		cb7f3fcf76e7951c5b1eec2a58e8a2aa3436f185
org.ehrbase.openehr	service	0.21.1		23502008d653526d1f7cd1a5ecde88da50fa9119
org.ehrbase.openehr	service	0.22.0		0625659c06846d71ac8b2bddd7a2c8f36f55078a
org.ehrbase.openehr	service	0.23.0		1fb43003f76c33553cf383fe37cd679edc79c155
org.ehrbase.openehr	service	0.24.0		c6cbaf29c6f3179101a4f94481a4da26ad04d032
org.ehrbase.openehr	service	0.25.0		803d70a900194df99a10ea554c5fbb97a44344f5
org.ehrbase.openehr	service	0.26.0		4ccc5e6fd91677457aa2c5e938cdae65b002892c
org.ehrbase.openehr	service	0.27.0		bae621a98efb92ad1df77b13ba148929746b7c63
org.ehrbase.openehr	service	0.27.1		374b2f7388f84db0dae8856ff777e77c503fea1f
org.ehrbase.openehr	service	0.27.2		761a2a95843ca6a6caf6b2d652c76185c78b46bf
org.ehrbase.openehr	service	0.27.3		92aae56542b102e52a91b267fd538bc414260c6e
org.ehrbase.openehr	service	0.27.4		76672fcbf93de2dd05c5951240204f2fb06d94a9
org.ehrbase.openehr	service	0.28.0		753c3c872c9af3d7bf96f3f6d263a02ae33997e9
org.ehrbase.openehr	service	0.29.0		23b374bad13a8c7934d09651e9376cbb83de86f2
org.ehrbase.openehr	service	0.30.0		e739c06d02669d3bc6edd99f9d4879652c9554e9
org.ehrbase.openehr	service	0.31.0		e43f4abf23e82fc2427a3871c3ea076351cfdec0
org.ehrbase.openehr	service	0.32.0		6879818b3311737135911f3e58a91230a073db06
org.ehrbase.openehr	service	2.0.0		ee65936cf64abe2cd5f439fdcbad39e60d647a59
org.ehrbase.openehr	service	2.1.0		9a6ad4acce160c5e1962d20f6548cdc896e222aa
org.ehrbase.openehr	service	2.10.0		53282294008940f54b6b2972a33e3dac51313cb7
org.ehrbase.openehr	service	2.11.0		fda7da9f8763dd7e46a8db44c7adede304ba63bf
org.ehrbase.openehr	service	2.12.0		4a220e8c07de1d517bb67bb105a4e8bff2499d66
org.ehrbase.openehr	service	2.13.0		1cfbb6d4c79491edbb06ebc2da538563f7b7d33c
org.ehrbase.openehr	service	2.14.0		b7409e8397eca1a78fbeba5cb814c23e6ab87252
org.ehrbase.openehr	service	2.15.0		609ef8b3ffd9be41dc1524666f39b5ba89bc556f
org.ehrbase.openehr	service	2.15.1		ea14ad2fe055be536b6db22393e89870ae0447b2
org.ehrbase.openehr	service	2.16.0		a6b10bc0ccd7c4687ed01a67eb3be405f59f7dd8
org.ehrbase.openehr	service	2.2.0		2f8aaafdd5d78bb1367b1ccb5186d13f77ab69bd
org.ehrbase.openehr	service	2.3.0		b3e1d6f4f802ce6b878075aab1671dfe13bf6192
org.ehrbase.openehr	service	2.4.0		afb905223bfd2352537ce05fc28711378ff87646
org.ehrbase.openehr	service	2.5.0		e3161c02d6ce04be507cba5804c2a4779d7fa63a
org.ehrbase.openehr	service	2.6.0		2aa915867c663d203ad6ce697f6e29d6d50088a6
org.ehrbase.openehr	service	2.7.0		d7280637e49eaa6da3d4a365fe2e33e40151a482
org.ehrbase.openehr	service	2.8.0		fd8bee4bf26d4ee62db27659be2ca87c6779b11b
org.ehrbase.openehr	service	2.8.1		be0f526be00d3238b7eac04e6f8bb0390cc15d04
org.ehrbase.openehr	service	2.9.0		c1285c984d2f53aa1670919cb5d29fa802fc3395
org.glassfish.main.deployment	deployment-javaee-core	3.1.2		c6073b9ee6e5d13b1b1201472e2c91c5be099f8b
org.glassfish.main.deployment	deployment-javaee-core	3.1.2.2		4d10deb69e4bddfaf5905190fc18678c3eae5651
org.glassfish.main.deployment	deployment-javaee-core	4.0		1b3b029e2a70171bee81a91e597a50f97a5ef5d3
org.glassfish.main.deployment	deployment-javaee-core	4.0-b33		c23e920a9061896290a83632a95d88bd31db292b
org.glassfish.main.deployment	deployment-javaee-core	4.0-b72		ed2a48c98b225637249a09fef4a4d395aa4dd8c2
org.glassfish.main.deployment	deployment-javaee-core	4.0-b90		1d349891b779fc44858e655e28d06d51fc774b5c
org.glassfish.main.deployment	deployment-javaee-core	4.1		8a552475bd89f8a48f9555f9ab705d83db9eb93f
org.glassfish.main.deployment	deployment-javaee-core	4.1.1		6c2fb646b06918e35eb68f190a0681ebb8a0e9ba
org.glassfish.main.deployment	deployment-javaee-core	4.1.2		2287437bfd9105a37d57cacd6297ef67f2e2d144
org.glassfish.main.deployment	deployment-javaee-core	5.0		894201cf96794523510d2f5b82bd46dd23796988
org.glassfish.main.deployment	deployment-javaee-core	5.0.1		8c8705a64e3efbc9398edfc2e8db118d922a0935
org.glassfish.main.deployment	deployment-javaee-core	5.1.0		c99db97d676b783c88524831ce8d47bd699eaa20
org.glassfish.main.deployment	deployment-javaee-core	5.1.0-RC1		45efeb1868b1b6cb71b60030a3fd1ac5a3d90482
org.glassfish.main.deployment	deployment-javaee-core	5.1.0-RC2		f7c55251a1671bf89ff10b0acf7388474114ff2d
org.glassfish.main.deployment	deployment-javaee-core	6.0.0		a5f76540236c826791aeea4ccfd564f3601f2bd6
org.glassfish.main.deployment	deployment-javaee-core	6.0.0-M1		a5c4d9d0b276ab0a0eafc049413087860576788c
org.glassfish.main.deployment	deployment-javaee-core	6.0.0-RC1		63308f9526d98bb138d28d9c85e6c859083b6b60
org.glassfish.main.deployment	deployment-javaee-core	6.0.0-RC2		9b92546641871cf2311746b4d42bffb727ce3b84
org.glassfish.main.deployment	deployment-javaee-core	6.0.0-RC3		e1b1d9b4b40c888870558f3659f8d819e510b342
org.glassfish.main.deployment	deployment-javaee-core	6.0.0-RC4		8c57294e987c480f47384e2859c738f4b2baa2d6
org.glassfish.main.deployment	deployment-javaee-core	6.1.0		c45fd1524db63ee06a24d96771a25a8ccd2cbddf
org.glassfish.main.deployment	deployment-javaee-core	6.2.0		f58f33e0be59e85b85e77b4e4d8e6f9b6ded086e
org.glassfish.main.deployment	deployment-javaee-core	6.2.1		0043c79dd09874b79c1b617bfb98c0a7a922e5d3
org.glassfish.main.deployment	deployment-javaee-core	6.2.2		b58612a6dbe17da295d6f6722475a965615dde3b
org.glassfish.main.deployment	deployment-javaee-core	6.2.3		424d3a6efbce78120a71c51f3ea11783366513d6
org.glassfish.main.deployment	deployment-javaee-core	6.2.4		49d614d70ecd21ba43491f19906aaf04acc46f54
org.glassfish.main.deployment	deployment-javaee-core	6.2.5		21a35b2a86677c3ee61e452f4965e5c0d7dc0029
org.glassfish.main.deployment	deployment-javaee-core	7.0.0-M1		6631562bd1d0fc65893f5661a5586ed418ed1a3f
org.glassfish.main.deployment	deployment-javaee-core	7.0.0-M2		74b670bad10d1c331b2dcd565ffd82a1c2e781f6
org.glassfish.main.deployment	deployment-javaee-core	7.0.0-M3		723500ecdf1ff5af86f0214ac22a86c22b510614
org.glassfish.main.deployment	deployment-javaee-core	7.0.0-M4		66dee34692d0f6d9e20248ad0f61c1b8b8c98166
org.graalvm.python	python-isolate-linux-amd64	24.1.0		485779e495f56dfea37f03d484bd71d40cb6f14d
org.graalvm.python	python-isolate-linux-amd64	24.1.1		8f4ed5666acf4619e131b68fecb9569224f1e3f1
org.graalvm.python	python-isolate-linux-amd64	24.1.2		397b81e08c76dbcc662e4a89adba5835992bc9da
org.graalvm.python	python-isolate-linux-amd64	24.2.0		57a07c8387bf308ba2896c277fa8ec5e360dc5d1
org.graalvm.python	python-isolate-linux-amd64	24.2.1		fcca18524219ab3117adfcc1d1a9e5f95c141e1f
org.infrastructurebuilder.pathref	ibcore-pathref-uri	0.30.0		7781e00e3145328311072909e0da6eaa6abbf920
org.jacodb	jacodb-core	1.0.0		a6c0cb76cd7a59c333db9b0d24473caf2208b52e
org.jacodb	jacodb-core	1.1.0		e8664e9d9e7feab0f0942faa1505106950f5b4b5
org.jacodb	jacodb-core	1.1.1		7f234569d07de84f45fd8faaae10f64a042b5d02
org.jacodb	jacodb-core	1.1.2		e142a6da39c8d09b57586583b8106e57a7d8c029
org.jacodb	jacodb-core	1.1.3		988224f6049473036b8be51c2cc77faa6cd422c4
org.jacodb	jacodb-core	1.1.4		ead1e65ffc6efab0f10bf32ba11740bd9c234f7d
org.jacodb	jacodb-core	1.1.5		6ff11ee4f003db36c4b53022e4ff33fa143eda1c
org.jacodb	jacodb-core	1.2.0		b3cadb6ffb64f99a24b34274f40387fc9e067867
org.jacodb	jacodb-core	1.2.1		eabbf9ae7b6df9e5515a8107f9aa76dfb5ef0bd3
org.jacodb	jacodb-core	1.3.0		409a6f5d8cbe35338857d91e7f1fd639437c9f16
org.jacodb	jacodb-core	1.3.1		c26e6f22a8f9697e84e3430ab32347506217418f
org.jacodb	jacodb-core	1.4.0		b1c760fb1837712fad057663d93d42221cfc8e55
org.jacodb	jacodb-core	1.4.1		3562efceffb904b2692adb187fc14e2d20343ca8
org.jacodb	jacodb-core	1.4.2		dd8a9cc95be59a71738ae42238a1492af5643692
org.jacodb	jacodb-core	1.4.3		8de2233be647f0e7af6e2ff3577641ae52727e90
org.jacodb	jacodb-core	1.4.4		2be2cc37f9c5ae797e899901e1ac2378032c2d72
org.jacodb	jacodb-core	1.4.5		555409fb61418136b6a8b5f9b015675b5704f069
org.jasig.portal	uPortal-security-xslt	5.0.0		e79ceb29c7bbf3d4cb5b7c3d2ee6c73669bf6568
org.jasig.portal	uPortal-security-xslt	5.0.0-M1		a15a8bc85758d41f563858ed4d980afdbff3619f
org.jasig.portal	uPortal-security-xslt	5.0.0-M10		1405b5cabb2c5a372a98abbd1af6724cbe333b3f
org.jasig.portal	uPortal-security-xslt	5.0.0-M2		474f96c9bc128ad3ee4e276e1a1733738f4ed6a0
org.jasig.portal	uPortal-security-xslt	5.0.0-M3		4ad476182a063bc2f93387dd06c56c6e03ae0a64
org.jasig.portal	uPortal-security-xslt	5.0.0-M4		3e25a89c9971c0a287673cb53bf3559babaab18f
org.jasig.portal	uPortal-security-xslt	5.0.0-M5		5b29277b5629769c4df983a50317db547a869001
org.jasig.portal	uPortal-security-xslt	5.0.0-M6		e399adde9fc470a636887a9fc28c908f6f00d141
org.jasig.portal	uPortal-security-xslt	5.0.0-M7		48520846dc9ad8e4723f70f6d5732ec5e46a1a34
org.jasig.portal	uPortal-security-xslt	5.0.0-M8		ad338f17acfc83a0583a470629bd145f1eb8ff5e
org.jasig.portal	uPortal-security-xslt	5.0.0-M9		8e5fa2bc58bfc777c39d87fac8775713b89cd0f9
org.jasig.portal	uPortal-security-xslt	5.0.0-RC1		72ed65ccd42039b7e61ff611dcbc26a3d3570812
org.jasig.portal	uPortal-security-xslt	5.0.1		064ca3571d44b70751756e03283218f383ccb641
org.jasig.portal	uPortal-security-xslt	5.0.2		d2612ccc5c781c38514b86923f663fc256666455
org.jasig.portal	uPortal-security-xslt	5.0.3		b7a950b08ccef44c8be1e3e62d0e28ef1db1b318
org.jasig.portal	uPortal-security-xslt	5.0.4		c7d2766f0099e531a3f62187d313651deb4e4315
org.jasig.portal	uPortal-security-xslt	5.0.5		924d0e7c2f734c227c360e487bff59f6f34523dd
org.jasig.portal	uPortal-security-xslt	5.0.6		722a64a12e28847f49b5a313c87d929ea9b49dc7
org.jasig.portal	uPortal-security-xslt	5.0.7		ec890eb130b9d377e79c75813f2ceb5130461863
org.jasig.portal	uPortal-security-xslt	5.0.8		e46afc88fe34edfb81826e93b64235d375e411ca
org.jasig.portal	uPortal-security-xslt	5.1.0		1479dc0bf8bd5b1b92b49f5b9909f32f7d8a5422
org.jasig.portal	uPortal-security-xslt	5.1.0-M1		0127bcb32b0ba760b647856f6fc1335547eb7a93
org.jasig.portal	uPortal-security-xslt	5.1.0-M2		50c024ef15bd1c930d641152827f776297b2dc3c
org.jasig.portal	uPortal-security-xslt	5.1.0-M3		05957fede6f90195756dc48925006ac35c92ef8d
org.jasig.portal	uPortal-security-xslt	5.1.0-M4		8bb2bcd012048f1e3c000064fe0d1b8bdfac830e
org.jasig.portal	uPortal-security-xslt	5.1.0-M5		442b95818e9429ff1a1ad00ed35a471a8857cc2a
org.jasig.portal	uPortal-security-xslt	5.1.0-M6		8587e70f62bbf0d7bbf82eb7b670d8a81ccacef2
org.jasig.portal	uPortal-security-xslt	5.1.1		3ca546bb7c2558ce67fbbb04e17d09d5e3278f4b
org.jasig.portal	uPortal-security-xslt	5.1.2		ef3ca6de84e1df1c6d8baa13bb272d50c71a5769
org.jasig.portal	uPortal-security-xslt	5.10.0		fb6aa764ffa51fa0124b61e95064b974a4b63432
org.jasig.portal	uPortal-security-xslt	5.11.0		74d7d74251a87e911c97e3d701abf9a7ac9ca714
org.jasig.portal	uPortal-security-xslt	5.11.1		b760d1bf8596ef4c52124e90662cea75ba3e1543
org.jasig.portal	uPortal-security-xslt	5.12.0		505da7a8042950b76086a4aff72fb5e9636fc5c1
org.jasig.portal	uPortal-security-xslt	5.13.0		c7168a737bb21c2ec0582cdb069bb5fef8cce70a
org.jasig.portal	uPortal-security-xslt	5.13.1		3fb59c7fa239f7a25b7895b4daa11fbbca32b55c
org.jasig.portal	uPortal-security-xslt	5.14.0		66cc46c46dc9327c420e0ed219dc30266d00ad3d
org.jasig.portal	uPortal-security-xslt	5.15.0		df2a42d3a1d29cf271d3a8559f5d2273894b2fed
org.jasig.portal	uPortal-security-xslt	5.15.1		9516927afbda404bd33dbba097367e237e5f668a
org.jasig.portal	uPortal-security-xslt	5.16.0		80bf2b93cee13d0445937cdc7cc5560321b838cc
org.jasig.portal	uPortal-security-xslt	5.16.1		1e3ba7d140597c0fe13a2a51ace5fe7385ee92cf
org.jasig.portal	uPortal-security-xslt	5.17.0		403544efa0d65d89816f267bd6c27a480d98d52a
org.jasig.portal	uPortal-security-xslt	5.17.1		6b9587055da30beaa37117431c9c7d7cb6c5655f
org.jasig.portal	uPortal-security-xslt	5.2.0		1581ef20310b70dc661b39716497c602e0997fe1
org.jasig.portal	uPortal-security-xslt	5.2.1		3af46b4013d5be63f35de901318d1c5460b550bf
org.jasig.portal	uPortal-security-xslt	5.2.2		70490072c2aec13b5fd605a1d1f8e65ef4d83ecf
org.jasig.portal	uPortal-security-xslt	5.2.3		663e632f89cd83a257099b5e5703356fe422b80a
org.jasig.portal	uPortal-security-xslt	5.3.0		0abfae045e49fe855ee8e6fe1749a865dceef03e
org.jasig.portal	uPortal-security-xslt	5.3.1		1b1c34ff2fa0dd72229ce4953bc291b2f128dd10
org.jasig.portal	uPortal-security-xslt	5.3.2		b9c7172455c1183d43167d43a41e60418c8347e0
org.jasig.portal	uPortal-security-xslt	5.4.0		8bbd7b5cf3534dac889894096a00a10946cbfb85
org.jasig.portal	uPortal-security-xslt	5.4.1		b2b4a873c10dea0ed8f99cfbf8c96894cb5b8f41
org.jasig.portal	uPortal-security-xslt	5.5.0		c94fd7dbcc689780be9ec9a031235c00d866490f
org.jasig.portal	uPortal-security-xslt	5.5.1		d79dd9aae755fc1692b5f70e397b427bf6b9f0c8
org.jasig.portal	uPortal-security-xslt	5.6.0		060c8dea026dbeacf81ed42b374cce76075d479d
org.jasig.portal	uPortal-security-xslt	5.6.1		b8660036b4ca6fad1117466dc21efc8938f1fb29
org.jasig.portal	uPortal-security-xslt	5.7.0		e8617e7dcd475e5361e137b8251855b751a835d0
org.jasig.portal	uPortal-security-xslt	5.7.1		791a209ce77e510d8cdfbdadd09ae2ab7894b2cd
org.jasig.portal	uPortal-security-xslt	5.8.0		6d8ffb50d5203774e50cb7cab3887a809f6dda17
org.jasig.portal	uPortal-security-xslt	5.8.1		b1eb2b4c90a16d372d93ad83c7b62d3d7687a913
org.jasig.portal	uPortal-security-xslt	5.8.2		86bc32574a642db94e6cf6c9335446d203f69498
org.jasig.portal	uPortal-security-xslt	5.9.0		ddfaa9e700da1ae6d8c2b7c33317aa7cb8af8dee
org.jberet	jberet-wildfly-cluster-jms	1.3.0.Beta7		c933701714093206b0c515045b09ae391c205aa8
org.jberet	jberet-wildfly-cluster-jms	1.3.0.Final		935a9e189ecbb456a0c129ea278ef2c49c7dd697
org.jberet	jberet-wildfly-cluster-jms	1.3.1.Final		95aad2c39f2a18aed73f434675df991a45702d4e
org.jberet	jberet-wildfly-cluster-jms	1.3.9.SP3		3d38a2b5df12a5283f8636240dca6bdf76638ff4
org.jetbrains.compose.ui	ui-backhandler-uikitsimarm64	1.8.0-alpha03		N/A
org.jetbrains.compose.ui	ui-backhandler-uikitsimarm64	1.8.0-alpha03	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jetbrains.compose.ui	ui-backhandler-uikitsimarm64	1.8.0-alpha04		N/A
org.jetbrains.compose.ui	ui-backhandler-uikitsimarm64	1.8.0-alpha04	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jetbrains.compose.ui	ui-backhandler-uikitsimarm64	1.8.0-beta01		N/A
org.jetbrains.compose.ui	ui-backhandler-uikitsimarm64	1.8.0-beta01	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jetbrains.compose.ui	ui-backhandler-uikitsimarm64	1.8.0-beta02		N/A
org.jetbrains.compose.ui	ui-backhandler-uikitsimarm64	1.8.0-beta02	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jetbrains.compose.ui	ui-backhandler-uikitsimarm64	1.8.0-rc01		N/A
org.jetbrains.compose.ui	ui-backhandler-uikitsimarm64	1.8.0-rc01	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.0.0		N/A
