ca.gosyer	voyager-navigator-js	1.0.0-rc08		N/A
com.webforj	webforj-dialog	24.00		bfdd8215548cbff7d424bc2795de8eb5110fd6ee
com.webforj	webforj-dialog	24.01		e9d0185ce0d01d22fd056eeb147a36eac68a436d
com.webforj	webforj-dialog	24.02		960936f894967485e48d66bb11e3e0dc9c6ef5a3
com.webforj	webforj-dialog	24.10		7bbbd94e59e5b227f07d6a0663646abe03a3c8ef
com.webforj	webforj-dialog	24.11		53ff69543441795bf0de38238eccb0c4c6d212f1
com.webforj	webforj-dialog	24.12		020f6627d43e4fb3c7301c2dacf88b1d9a507e40
com.webforj	webforj-dialog	24.20		d3693fbd95eb6da423b2406b037d61e2ec1cc8ff
com.webforj	webforj-dialog	24.21		25b0119bf76502d9f9b8b06367c1ff71c5c5c935
com.webforj	webforj-dialog	24.22		7d90e0316d7639edf359c0fcae8e4b45ab322b80
com.webforj	webforj-dialog	25.00		6744b9785aa4fcbc53c728574122c92bd834e89b
com.willowtreeapps.assertk	assertk-watchosarm32	0.25		N/A
com.willowtreeapps.assertk	assertk-watchosarm32	0.25	metadata	be5d18928d66991ae88f19f56a7ee4091006f8fa
com.willowtreeapps.assertk	assertk-watchosarm32	0.26		N/A
com.willowtreeapps.assertk	assertk-watchosarm32	0.26	metadata	14daf2a1efb32541bc0ce7693dbe7476a23f5ccf
com.willowtreeapps.assertk	assertk-watchosarm32	0.26.1		N/A
com.willowtreeapps.assertk	assertk-watchosarm32	0.26.1	metadata	ec58d5c236c61616f5bf19397dd745efceaa3f48
com.willowtreeapps.assertk	assertk-watchosarm32	0.27.0		N/A
com.willowtreeapps.assertk	assertk-watchosarm32	0.27.0	metadata	944d07414f53f68a77b1aee3101c8c1ca88ca897
com.willowtreeapps.assertk	assertk-watchosarm32	0.28.0		N/A
com.willowtreeapps.assertk	assertk-watchosarm32	0.28.0	metadata	84af30a6959d64c08188d3451aea0de58e458f80
com.willowtreeapps.assertk	assertk-watchosarm32	0.28.1		N/A
com.willowtreeapps.assertk	assertk-watchosarm32	0.28.1	metadata	8ea21e3d11f6cd764f3d4180c2b904a821d98ee4
de.carne.common	java-swt-gtk-linux-x86_64	3.0.0		2a3f82af26c29d72df36747352f2cdb5a0de4d48
de.carne.common	java-swt-gtk-linux-x86_64	3.1.0		8c56af7becf89030c46f1514af5ea8cca7c8802d
de.carne.common	java-swt-gtk-linux-x86_64	3.2.0		75463b9452aeb2e2b3dd79395e06301928752da1
de.carne.common	java-swt-gtk-linux-x86_64	4.0.0		71d5022a5bf3eab026099f65bfb0c2f80debc287
de.samply	common-mdrvalidator	3.0.0		942d00a6ff395da7490ef7e04c29200027092a9f
de.samply	common-mdrvalidator	3.1.0		4ddfd055a1f514cf97bf68d1dee1b2c530fe523b
de.schrieveslaach.nlpf	plumbing	1.0-beta05		dbf2d10e5176b3697d5d7bc2e177ee9b5d5f1bce
de.schrieveslaach.nlpf	plumbing	1.0-beta06		5cc5c70641ad89e58e19d0e369eb9868a6c12188
de.schrieveslaach.nlpf	plumbing	1.0-beta07		c7c0a23310528b370141a8f2694451e2d519041f
de.schrieveslaach.nlpf	plumbing	1.0.0		5086f3d0b8409aeda26953cc2436557e1bc3b375
de.schrieveslaach.nlpf	plumbing	1.0.1		c8f65c4af6a97de41df60cebb803e7c4551bfcf6
de.turnertech	taktische-zeichen	1.0		a097add440e8ddf0f2427a986011879759fa5d58
de.turnertech	taktische-zeichen	1.1		b69e9095190ff08b2c3d30dbfdd0f8c9012392b3
de.turnertech	taktische-zeichen	1.2		cc2dc21a81c253e8dfed3695bd25e648c8a1a385
de.turnertech	taktische-zeichen	1.3		97e2ff23d4e08f77cf56d19bf13286a4cfcd877d
de.turnertech	taktische-zeichen	1.4		370b33949d2a8b0f1c5597e63a1850f3f5ae673c
de.turnertech	taktische-zeichen	1.5		ccdb48c8511719bcd91150fad6df124a2a70185d
dev.guardrail	guardrail-scala-akka-http_2.12	0.65.0		2f5a311aabc0203c57ddff2afb7e6f1c3188fb2b
dev.guardrail	guardrail-scala-akka-http_2.12	0.65.1		a9873192844788c817881f9ad9602ff612ca1d56
dev.guardrail	guardrail-scala-akka-http_2.12	0.65.2		533e8f7bdf79ce953259f810a75a6f94a43b1cdd
dev.guardrail	guardrail-scala-akka-http_2.12	0.66.0		4592913fb0f409ae1d5b31465e01cf7701840c33
dev.guardrail	guardrail-scala-akka-http_2.12	0.67.0		3ce4d35539536a82e92640f7f290d44e5179a9b1
dev.guardrail	guardrail-scala-akka-http_2.12	0.68.0		194016ceb3f044882a6e044509da725a75175753
dev.guardrail	guardrail-scala-akka-http_2.12	0.69.0		5c8fe6d35e638cf842fff21ef326501044e4c290
dev.guardrail	guardrail-scala-akka-http_2.12	0.70.0		18a98936b87a89f821c3e2ebf7ddf4adda4dd85b
dev.guardrail	guardrail-scala-akka-http_2.12	0.71.0		7f168b725d942c1cb742c813dec129e869481808
dev.guardrail	guardrail-scala-akka-http_2.12	0.72.0		152a257bcc3c19995fff2bf37d83fae9fada7623
dev.guardrail	guardrail-scala-akka-http_2.12	0.72.1		e94e22ecf8a111ab0c5fcf04e71ef2243cfcce26
dev.guardrail	guardrail-scala-akka-http_2.12	0.73.0		effc5aba1c05c8a713ddbb2f34e4ffae7b3302dc
dev.guardrail	guardrail-scala-akka-http_2.12	0.74.0		30e43e69fa4313b33c51dd13fd2a57f7841d7abd
dev.guardrail	guardrail-scala-akka-http_2.12	0.75.0		eab507e45a041f9f730207ef48391816a42fba45
dev.guardrail	guardrail-scala-akka-http_2.12	0.76.0		f32497c62d55f194d54bd23210167ac989bfa10c
dev.guardrail	guardrail-scala-akka-http_2.12	1.0.0-M1		c6c3b801ec9b8e3ae93e865730eee553a92a7dd5
dev.programadorthi.routing	kodein-iosarm64	0.0.19		N/A
dev.programadorthi.routing	kodein-iosarm64	0.0.19	metadata	2bbe5efd76e1783441c8cf789675e3114ca7f13a
dev.programadorthi.routing	kodein-iosarm64	0.0.20		N/A
dev.programadorthi.routing	kodein-iosarm64	0.0.20	metadata	4d87584ed7af4d1d9364c8f71bf3c623bfc96bbe
dev.programadorthi.routing	kodein-iosarm64	0.0.21		N/A
dev.programadorthi.routing	kodein-iosarm64	0.0.21	metadata	da41dad9ee005cba87bfdfab046abd6af375ec40
dev.programadorthi.routing	kodein-iosarm64	2.0.0-alpha01		N/A
dev.programadorthi.routing	kodein-iosarm64	2.0.0-alpha01	metadata	edf86ffc12f16a04cdd2387e77778c5d3bb0e929
dev.programadorthi.routing	kodein-iosarm64	2.0.0-alpha02		N/A
dev.programadorthi.routing	kodein-iosarm64	2.0.0-alpha02	metadata	e831f01e0538b4ed9e9b99f6108f5b0953cf4a08
dev.programadorthi.routing	kodein-iosarm64	2.0.0-alpha03		N/A
dev.programadorthi.routing	kodein-iosarm64	2.0.0-alpha03	metadata	dbba3b363d71c78c0b1269cbc933f495adfa7933
dev.whyoleg.cryptography	cryptography-core-watchosx64	0.3.0		N/A
dev.whyoleg.cryptography	cryptography-core-watchosx64	0.3.0	metadata	fc32ff8ae0ae66065858e9f709f38f6afb057a34
dev.whyoleg.cryptography	cryptography-core-watchosx64	0.3.1		N/A
dev.whyoleg.cryptography	cryptography-core-watchosx64	0.3.1	metadata	a3999a9f8c1ff975bfa713a16807e4fa81e6689a
dev.whyoleg.cryptography	cryptography-core-watchosx64	0.4.0		N/A
dev.whyoleg.cryptography	cryptography-core-watchosx64	0.4.0	metadata	1e1a50ec174532a394dc32b18a9c648db1ed7dba
io.arrow-kt	arrow-exact-watchossimulatorarm64	0.1.0		N/A
io.arrow-kt	arrow-exact-watchossimulatorarm64	0.1.0	metadata	c4747d244db01f8a648f2092e508007805c8a90a
io.choerodon	choerodon-starter-message	0.10.1.RELEASE		8637cfee6b509485c6966bd589c26f9aa3e67d90
io.choerodon	choerodon-starter-message	0.11.0.RELEASE		a6716f05042ef6e0e9223ef65bdaca52aef45909
io.choerodon	choerodon-starter-message	0.11.1.RELEASE		3b7657e65cf3bec77ce669dcb95950e88433a7f0
io.choerodon	choerodon-starter-message	0.9.3.RELEASE		bd98f006bcdc567673d1391dbcd03dffd470396a
io.edurt.datacap	datacap-jdbc-doris	1.10.0		59cb3905c850e1589417688e842b45ea14986a98
io.edurt.datacap	datacap-jdbc-doris	1.10.0	plugin	ece5962830e9744639e92feaaaf898808fb98e72
io.edurt.datacap	datacap-jdbc-doris	1.11.0		b835a25129795b026f15757bdc05eda9e828773d
io.edurt.datacap	datacap-jdbc-doris	1.12.0		8d022ac76b96b1ea1a9b8a66191cdc5fbb907bcd
io.edurt.datacap	datacap-jdbc-doris	1.13.0		a960291dbf7d15724367e8daf4ffc52744d2b516
io.edurt.datacap	datacap-jdbc-doris	1.14.0		86d38a3e13e96f7912ac6a9de3af548eaf2458c5
io.edurt.datacap	datacap-jdbc-doris	1.15.0		f5436bab029ceeb8e52560cdacab8f2ae0259ca8
io.edurt.datacap	datacap-jdbc-doris	1.16.0		5a6bbda67d22ef84fb79d783f45110aaf157d931
io.edurt.datacap	datacap-jdbc-doris	1.17.0		30f6482d3fce4f096f6239a6766de236566ce389
io.edurt.datacap	datacap-jdbc-doris	1.18.0		60605b73101f9d4532601e0aa30c82e7fa202a18
io.edurt.datacap	datacap-jdbc-doris	1.9.0		fb9145163c76e234af0e3e2ea2a879b8edb8deaa
io.edurt.datacap	datacap-jdbc-doris	1.9.0	plugin	b23263b8afc6fd123d9141d6b2e88ce32cb4d1f8
io.edurt.datacap	datacap-jdbc-doris	2024.01.1		109e7b19823631bf1e47fb1c469ebab69256f060
io.edurt.datacap	datacap-jdbc-doris	2024.02.1		35b26ba44754d3d779ee04ee4d7e637c96c1c564
io.edurt.datacap	datacap-jdbc-doris	2024.03.1		23d298931ec4edee528a11febcf1bf529e3ce1e4
io.edurt.datacap	datacap-jdbc-doris	2024.03.2		1d99785f41d6197d8715f39358c9e20d746cdc65
io.edurt.datacap	datacap-jdbc-doris	2024.03.3		a7b7aee07afbca75b7134776a909e653b3b30fc5
io.edurt.datacap	datacap-jdbc-doris	2024.03.4		cf9cce5bb54331a42a8d5eba02c17f4c9a9842b3
io.edurt.datacap	datacap-jdbc-doris	2024.03.5		f5000d96dc9d9d3142ed94bc2411c3797c1fef85
io.edurt.datacap	datacap-jdbc-doris	2024.03.6		83909ad23030165a29cb98fe1ab9440e89386e85
io.edurt.datacap	datacap-jdbc-doris	2024.03.7		e4564c84a49502fd7f6cb4b45942f3f3474be502
io.edurt.datacap	datacap-jdbc-doris	2024.03.8		c4c16c5f8dbc6da4281ec68fa0c24e3b036b1edd
io.edurt.datacap	datacap-jdbc-doris	2024.03.9		819d1e5c2c055836fbec7bbf5f33dcc8c4107890
io.edurt.datacap	datacap-jdbc-doris	2024.3.10		29f0811a7846f28e15724c8b4e9646467ac485b9
io.edurt.datacap	datacap-jdbc-doris	2024.3.11		4f4ea73c68a90e11f7b393896076ecdf442b772f
io.edurt.datacap	datacap-jdbc-doris	2024.3.9		72f1db93f5da08811569b537d95655e645c86fc5
io.enoa	yosart-ext-yemgr	1.6-beta.2		49181d7bfbbcb5742ac7f4fcc67d60a305130490
io.enoa	yosart-ext-yemgr	1.7.0-beta		50f5ae496a8385b4a77234d692e6f46c4dc80a03
io.enoa	yosart-ext-yemgr	1.7.2-rc		ccceda2ab37ba86730a5751202f0d92eecaee072
io.eqoty.secretk	deploy-utils	2.0.0		46dbc4510559c0ea12e1a482d81302f67a227364
io.eqoty.secretk	deploy-utils	2.1.0		96b03abbc4037739d8478fbdd59ac39047fe294d
io.eqoty.secretk	deploy-utils	2.2.0		96b03abbc4037739d8478fbdd59ac39047fe294d
io.eqoty.secretk	deploy-utils	2.3.0		96b03abbc4037739d8478fbdd59ac39047fe294d
io.eqoty.secretk	deploy-utils	2.4.0		96b03abbc4037739d8478fbdd59ac39047fe294d
io.eqoty.secretk	deploy-utils	2.5.0		96b03abbc4037739d8478fbdd59ac39047fe294d
io.eqoty.secretk	deploy-utils	2.6.0		96b03abbc4037739d8478fbdd59ac39047fe294d
io.eqoty.secretk	deploy-utils	3.0.0		11095d3b879b4e2e828c7f2bff42ed958d9a6e51
io.eqoty.secretk	deploy-utils	3.0.1		2423fe188c123669990d5dac33422ea5405a2d35
io.eqoty.secretk	deploy-utils	3.0.2		2423fe188c123669990d5dac33422ea5405a2d35
io.eqoty.secretk	deploy-utils	3.0.3		2423fe188c123669990d5dac33422ea5405a2d35
io.eqoty.secretk	deploy-utils	3.0.4		2423fe188c123669990d5dac33422ea5405a2d35
io.eqoty.secretk	deploy-utils	3.0.5		2423fe188c123669990d5dac33422ea5405a2d35
io.eqoty.secretk	deploy-utils	3.1.0		077549cef2914ee6cdaba7ede96e32312f082b2a
io.eqoty.secretk	deploy-utils	3.1.1		077549cef2914ee6cdaba7ede96e32312f082b2a
io.eqoty.secretk	deploy-utils	3.1.2		077549cef2914ee6cdaba7ede96e32312f082b2a
io.eqoty.secretk	deploy-utils	4.0.0		bd253a64d5aa7193f4047b928a982ddeed462d4f
io.eqoty.secretk	deploy-utils	5.0.0		bd253a64d5aa7193f4047b928a982ddeed462d4f
io.eqoty.secretk	deploy-utils	5.0.1		6caa7e955ef70163ccb3b8de36d4c63665cbe60f
io.eqoty.secretk	deploy-utils	5.1.0		1ace345ac5a73967595d12f92f24900aef65c4b6
io.eqoty.secretk	deploy-utils	5.1.1		f38bd4a1a601d07b7055ce649f95ea78c3554d88
io.eqoty.secretk	deploy-utils	6.0.0		f38bd4a1a601d07b7055ce649f95ea78c3554d88
io.eqoty.secretk	deploy-utils	6.0.2		f38bd4a1a601d07b7055ce649f95ea78c3554d88
io.eqoty.secretk	deploy-utils	6.0.3		e223f5dd7f526f5a8437fd240877270a07f31e8e
io.eqoty.secretk	deploy-utils	6.1.0		e223f5dd7f526f5a8437fd240877270a07f31e8e
io.eqoty.secretk	deploy-utils	6.2.0		443420f8a94296b40666e3132e5c39fdacdf845a
io.eqoty.secretk	deploy-utils	6.2.1		443420f8a94296b40666e3132e5c39fdacdf845a
io.eqoty.secretk	deploy-utils	6.2.2		443420f8a94296b40666e3132e5c39fdacdf845a
io.eqoty.secretk	deploy-utils	6.3.0		f2896ae66daa12e25445d8ff8228ca2aebe04167
io.eqoty.secretk	deploy-utils	6.4.0		bd3a83be42ad4abf61b01c38c5ff64cb9b1416a0
io.eqoty.secretk	deploy-utils	6.4.1-rc		b01c399241c8d771ab8915857bad6330f16fec06
io.github.c-fraser	proxi	1.0.0		216bc173a1ca0bd57be1feb97afce9a1dd0744e5
io.github.c-fraser	proxi	1.0.1		e5434872f551eeb01886ccfbef93d4b1e94473a1
io.github.c-fraser	proxi	1.0.2		c4582f7cb6b2a97de344e442520d2bd71737c57e
io.github.c-fraser	proxi	1.0.3		f294bc4ee3d4678e342dd64d0ad5d86e67c351e8
io.github.c-fraser	proxi	1.1.0		a611766e06c34332aae2351c08276515cb87b2a3
io.github.c-fraser	proxi	1.2.0		5752b8a151d4954d15c29ea2824d64e47bad4615
io.github.c-fraser	proxi	1.2.1		3cc37092bc5e4aef0aa2d593729e4a6d1cb29c93
io.github.c-fraser	proxi	1.3.0		84a175027a18715776c0063b86d07a665f6eae3f
io.github.c-fraser	proxi	1.4.0		fdd632bfc7be25fb10cdd95da245d2a70eeb7229
io.github.c-fraser	proxi	1.4.1		3db22a3be0384de517fb30bc8108f59ec49215f0
io.github.c-fraser	proxi	1.5.0		8b66be3113722526482c8e4cd9afbeddc4f2b9a9
io.github.c-fraser	proxi	2.0.0		2306401e80a2a29d1ba0fe7d679f47557a831828
io.github.c-fraser	proxi	2.1.0		c356a0fd8721928032d9bbf5a6594babb71e8971
io.github.c-fraser	proxi	2.1.1		96383382bc802bfa16b64c6dc69b322424017344
io.github.c-fraser	proxi	2.1.2		c25bdf3cd09ce8bc5bfcc1aa18a9a1eb0f265b29
io.github.c-fraser	proxi	2.1.3		1b1d85cf7bf913b8bb19739e753928f69d46043d
io.github.c-fraser	proxi	2.1.4		fdd10461c001ce4a3c02e4156e486fc8695898a1
io.github.c-fraser	proxi	2.1.5		871acd72b610a5b3eaca70bb64018321b3cd1f1f
io.github.casually-blue	cucm	1.5		814f39f82a5300e8ae06efc995adfb5353c9c641
io.github.casually-blue	cucm	1.6		0c8dc46dfe18d5daffa7d09c1aa1d335aa9f1c63
io.github.casually-blue	cucm	1.7		179a3999657745f414026d810a91c5ddc996f5ff
io.github.charlietap.chasm	type-system-jvm	0.7.0		18ca31235774d1e0643331b22874fd91feb04385
io.github.charlietap.chasm	type-system-jvm	0.7.1		18ca31235774d1e0643331b22874fd91feb04385
io.github.charlietap.chasm	type-system-jvm	0.9.0		d35936b5085e0ffa786942a32b79b33996a863e2
io.github.charlietap.chasm	type-system-jvm	0.9.1		8e23a01550ee5bb2e4844becefa1bc64ab2fa671
io.github.charlietap.chasm	type-system-jvm	0.9.2		1d947db48a8cdd12ca413a6365cf1491aa484160
io.github.charlietap.chasm	type-system-jvm	0.9.3		0fca855177433cd303c62fb94e3f7e07b7837d57
io.github.charlietap.chasm	type-system-jvm	0.9.4		4c05cc389b62813c31482a9cfcf6d874ed6af01e
io.github.charlietap.chasm	type-system-jvm	0.9.41		107afb2a495f966d51384826019f43041c1432b2
io.github.charlietap.chasm	type-system-jvm	0.9.42		1d026917a033ddaacb9cd40711c6203a13060075
io.github.charlietap.chasm	type-system-jvm	0.9.5		1d026917a033ddaacb9cd40711c6203a13060075
io.github.charlietap.chasm	type-system-jvm	0.9.51		6804ee084db64296fc12d9103d51d47dd1c84336
io.github.charlietap.chasm	type-system-jvm	0.9.52		6804ee084db64296fc12d9103d51d47dd1c84336
io.github.charlietap.chasm	type-system-jvm	0.9.53		6804ee084db64296fc12d9103d51d47dd1c84336
io.github.charlietap.chasm	type-system-jvm	0.9.6		970236725c361ba9a3d061402fc354a66abf86ab
io.github.charlietap.chasm	type-system-jvm	0.9.61		970236725c361ba9a3d061402fc354a66abf86ab
io.github.charlietap.chasm	type-system-jvm	0.9.62		970236725c361ba9a3d061402fc354a66abf86ab
io.github.charlietap.chasm	type-system-jvm	0.9.63		c8df1197662627925c3a9fb84680ab6c542d2982
io.github.charlietap.chasm	type-system-jvm	0.9.64		e54574871faa8341c753a00a4a2dd623f095262c
io.github.charlietap.chasm	type-system-jvm	0.9.65		90d527d159d0159c6e7787419197111413d44a22
io.github.charlietap.chasm	type-system-jvm	0.9.66		81a9ccf034648b679b0b0c19552e292b4d57e5c3
io.github.ci-cmg.wod	wod-iquod-qc-spark-parent	1.0.0		N/A
io.github.ci-cmg.wod	wod-iquod-qc-spark-parent	1.0.1		N/A
io.github.ci-cmg.wod	wod-iquod-qc-spark-parent	1.0.10		N/A
io.github.ci-cmg.wod	wod-iquod-qc-spark-parent	1.0.2		N/A
io.github.ci-cmg.wod	wod-iquod-qc-spark-parent	1.0.3		N/A
io.github.ci-cmg.wod	wod-iquod-qc-spark-parent	1.0.4		N/A
io.github.ci-cmg.wod	wod-iquod-qc-spark-parent	1.0.5		N/A
io.github.ci-cmg.wod	wod-iquod-qc-spark-parent	1.0.6		N/A
io.github.ci-cmg.wod	wod-iquod-qc-spark-parent	1.0.7		N/A
io.github.ci-cmg.wod	wod-iquod-qc-spark-parent	1.0.8		N/A
io.github.ci-cmg.wod	wod-iquod-qc-spark-parent	1.0.9		N/A
io.github.ci-cmg.wod	wod-iquod-qc-spark-parent	1.2.0		N/A
io.github.grisha9	declarative-bytecode-patcher	0.1		ffa8a7c5ac8f9429b3985bb8174ca3b6fab879cf
io.github.grisha9	declarative-bytecode-patcher	0.2		b35895ee49f18e7ce534dc435a3662e463cb40fe
io.github.grisha9	declarative-bytecode-patcher	0.3		0d64c1e63316a4b2b00856f68c0471c63290b0e5
io.github.hansanto	kault-native	1.0.2		N/A
io.github.hansanto	kault-native	1.1.0		N/A
io.github.hansanto	kault-native	1.1.1		N/A
io.github.hansanto	kault-native	1.2.0		N/A
io.github.hansanto	kault-native	1.2.1		N/A
io.github.nomisrev	saga-jvm	0.0.1000		cb545ce1ac528bdbe484b4f2cc3716405e4d84eb
io.github.nomisrev	saga-jvm	0.0.999		c4922455ac15e96a24dd0f46bd63e2832011621c
io.github.olegych	enumeratum-scalafix_2.11	0.0.2		afea864d182617362a92f112fe79273cc0801983
io.github.proto4j	proto4j-swing	0.0.1		2d6eec820b382f3cd825791942a6e10cfde2e835
io.github.proto4j	proto4j-swing	0.0.2		000772c2f55de4d8af822959a0fa4110452bd846
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.0		N/A
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.0	metadata	8b1c103ae0505ea7fe8c786201534f20f9fb4a9d
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.1		N/A
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.1	metadata	e53f905a70c29a1a9a7b47552dc93c0528080486
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.2		N/A
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.2	metadata	c49f4087d4b2c94055259a78726572b742fda780
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.3		N/A
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.3	metadata	1c84a8f41502029172c0a43b79806060bd6867e2
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.4		N/A
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.4	metadata	24d406e737d828591cce08b1651a29e1bbb126d6
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.5		N/A
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.5	metadata	e259ca2398c4e67a6a7bc56e40d02a2982f12097
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.5.1		N/A
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.5.1	metadata	aac2d764735909995d494ef2126a649ec6535f96
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.6		N/A
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.6	metadata	b50c16956a1fde12bcb5393825ee567d21f83213
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.7		N/A
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.7	metadata	987ef1eca0249f1764a5225f5a2154a976863389
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.8		N/A
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.8	metadata	ab97a62e8aab015e9b0f1e4056ee98208eb48f2e
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.9		N/A
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.0.9	metadata	3c83fc52967287d2afab1ac22268d9e66d82e4b8
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.1.0		N/A
io.github.qdsfdhvh	precompose-annotation-iossimulatorarm64	1.1.0	metadata	0583e24b041e5a109071124a45ec1b73930dce2b
io.github.thugrzz	arch-test-android	1.0		N/A
io.ktor	ktor-server-test-base-tvosarm64	3.0.0		6266f30282d870d9e122cde61eadff6abe79ce02
io.ktor	ktor-server-test-base-tvosarm64	3.0.0	metadata	f9f5bae598add019b60b604f14e6b5acf969f2c9
io.ktor	ktor-server-test-base-tvosarm64	3.0.0-rc-2		a6b077348c8f551bd57625ce4beca9bea7ee3419
io.ktor	ktor-server-test-base-tvosarm64	3.0.0-rc-2	metadata	cc705b9d9fed4991ddac8866fad36f87fe314d01
io.ktor	ktor-server-test-base-tvosarm64	3.0.1		5526e88667ee3592a8f7910a4cb6df1319500cc7
io.ktor	ktor-server-test-base-tvosarm64	3.0.1	metadata	d0c9e6d5b3a4ba32bfb10bc32df5bc56d9029f3b
io.ktor	ktor-server-test-base-tvosarm64	3.0.2		6e40bb2d26fd8093443a06988fd0cc00b37f338e
io.ktor	ktor-server-test-base-tvosarm64	3.0.2	metadata	69f3d1884533acd6aefc93231dc6bbe8e9d933aa
io.ktor	ktor-server-test-base-tvosarm64	3.0.3		62029a07239bd17390e4375778d0192ec4bbecda
io.ktor	ktor-server-test-base-tvosarm64	3.0.3	metadata	7e26ac794e2d9cbee7e80255303b24481c01caf1
io.matthewnelson.kmp-tor	resource-lib-tor-linuxx64	408.12.0		N/A
io.matthewnelson.kmp-tor	resource-lib-tor-linuxx64	408.13.0		N/A
io.matthewnelson.kmp-tor	resource-lib-tor-linuxx64	408.13.1		N/A
io.matthewnelson.kmp-tor	resource-lib-tor-linuxx64	408.13.2		N/A
io.matthewnelson.kmp-tor	resource-lib-tor-linuxx64	408.14.0		N/A
io.matthewnelson.kmp-tor	resource-lib-tor-linuxx64	408.15.0		N/A
io.matthewnelson.kmp-tor	resource-lib-tor-linuxx64	408.16.0		N/A
io.staminaframework.runtime	io.staminaframework.runtime	0.1.0		N/A
io.vertx	vertx-rx-junit5-providers	4.0.0		N/A
io.vertx	vertx-rx-junit5-providers	4.0.0.Beta1		N/A
io.vertx	vertx-rx-junit5-providers	4.0.0.Beta2		N/A
io.vertx	vertx-rx-junit5-providers	4.0.0.Beta3		N/A
io.vertx	vertx-rx-junit5-providers	4.0.0.CR1		N/A
io.vertx	vertx-rx-junit5-providers	4.0.0.CR2		N/A
io.vertx	vertx-rx-junit5-providers	4.0.1		N/A
io.vertx	vertx-rx-junit5-providers	4.0.2		N/A
io.vertx	vertx-rx-junit5-providers	4.0.3		N/A
io.vertx	vertx-rx-junit5-providers	4.1.0		N/A
io.vertx	vertx-rx-junit5-providers	4.1.0.Beta1		N/A
io.vertx	vertx-rx-junit5-providers	4.1.0.CR1		N/A
io.vertx	vertx-rx-junit5-providers	4.1.0.CR2		N/A
io.vertx	vertx-rx-junit5-providers	4.1.1		N/A
io.vertx	vertx-rx-junit5-providers	4.1.2		N/A
io.vertx	vertx-rx-junit5-providers	4.1.3		N/A
io.vertx	vertx-rx-junit5-providers	4.1.4		N/A
io.vertx	vertx-rx-junit5-providers	4.1.5		N/A
io.vertx	vertx-rx-junit5-providers	4.1.6		N/A
io.vertx	vertx-rx-junit5-providers	4.1.7		N/A
io.vertx	vertx-rx-junit5-providers	4.1.8		N/A
io.vertx	vertx-rx-junit5-providers	4.2.0		N/A
io.vertx	vertx-rx-junit5-providers	4.2.0.Beta1		N/A
io.vertx	vertx-rx-junit5-providers	4.2.0.CR1		N/A
io.vertx	vertx-rx-junit5-providers	4.2.1		N/A
io.vertx	vertx-rx-junit5-providers	4.2.2		N/A
io.vertx	vertx-rx-junit5-providers	4.2.3		N/A
io.vertx	vertx-rx-junit5-providers	4.2.4		N/A
io.vertx	vertx-rx-junit5-providers	4.2.5		N/A
io.vertx	vertx-rx-junit5-providers	4.2.6		N/A
io.vertx	vertx-rx-junit5-providers	4.2.7		N/A
io.vertx	vertx-rx-junit5-providers	4.3.0		N/A
io.vertx	vertx-rx-junit5-providers	4.3.1		N/A
io.vertx	vertx-rx-junit5-providers	4.3.2		N/A
io.vertx	vertx-rx-junit5-providers	4.3.3		N/A
io.vertx	vertx-rx-junit5-providers	4.3.4		N/A
io.vertx	vertx-rx-junit5-providers	4.3.5		N/A
io.vertx	vertx-rx-junit5-providers	4.3.6		N/A
io.vertx	vertx-rx-junit5-providers	4.3.7		N/A
io.vertx	vertx-rx-junit5-providers	4.3.8		N/A
io.vertx	vertx-rx-junit5-providers	4.4.0		N/A
io.vertx	vertx-rx-junit5-providers	4.4.1		N/A
io.vertx	vertx-rx-junit5-providers	4.4.2		N/A
io.vertx	vertx-rx-junit5-providers	4.4.3		N/A
io.vertx	vertx-rx-junit5-providers	4.4.4		N/A
io.vertx	vertx-rx-junit5-providers	4.4.5		N/A
