com.axzae	swipelayout	1.3.0		N/A
io.ktor	ktor-http-androidnativex64	3.0.3		a13d2b7365487ee3fdea4d3b8b9be0e10c46b7f5
io.ktor	ktor-http-androidnativex64	3.1.0		09fcdd848f4992fb3e300fc99a86501049499b11
io.ktor	ktor-http-androidnativex64	3.1.1		472a9a69732ae927ff259fbbd5d5391045afd769
io.ktor	ktor-http-androidnativex64	3.1.2		dc9824e1810f82414ff1fa5406b7128fc7fd6c99
io.ktor	ktor-http-androidnativex64	3.1.3		4a2491d6f69b79618581e5a398626ff8868d384b
io.laserdisc	tamer-db_3	0.20.1		59e1a2e770c4bc3f8a9639d14da3166dd6690f37
io.laserdisc	tamer-db_3	0.20.2		93a331296afec06cc84e99e71ad0c3dcb4c048a8
io.laserdisc	tamer-db_3	0.21.0		af2e3e718aad940ec3ecde06df7cd0473bfe2bd6
io.laserdisc	tamer-db_3	0.21.1		cd213d342a38b1e832da63d8adcf6007dda7d97b
io.laserdisc	tamer-db_3	0.21.2		4ad164ec2b4a0462ffcfc2232aa1f2e2d9073b4f
io.laserdisc	tamer-db_3	0.21.3		553041f694b88dfcb9971e53f52b729130344f67
io.laserdisc	tamer-db_3	0.22.0		07ce2123c29eadf708cde44bdb5f38f61c6c2d13
io.laserdisc	tamer-db_3	0.22.1		bf188ad2c6477f5c4dcdf14e022282c68b6c1b37
io.laserdisc	tamer-db_3	0.23.0		01e2b89d7bdd6d9f8592d29afe5f49929ff555c6
io.laserdisc	tamer-db_3	0.24.0		5e95ae7867e14ca16c26181457532e525731c1fa
io.laserdisc	tamer-db_3	0.24.1		363b048d0e2668d7b6004dddb91e807614ab062f
io.laserdisc	tamer-db_3	0.24.2		0c5b006bbcd492a523f8beddaa59d2609e852ce7
io.laserdisc	tamer-db_3	0.24.3		1a7e27b0c13866b0f4ab76c2f67f67e66670a4e6
io.liftwizard	liftwizard-config-clock	0.1.0		567a6c0e334b695f9aa1d55cba39a48a09fdaf6e
io.liftwizard	liftwizard-config-clock	0.10.0		34263f185b17b7b8265d16f925ad36310567ec45
io.liftwizard	liftwizard-config-clock	0.11.0		aae65dc73726a9f26a1d45c2152ec423d91d81c0
io.liftwizard	liftwizard-config-clock	0.12.0		7a7f784ea5c6b5ca59e9ae5b9fe644c8fd6b60bc
io.liftwizard	liftwizard-config-clock	0.13.0		dce8ae6ddf18fca420f4ac732fd5da78fd3d2eb9
io.liftwizard	liftwizard-config-clock	0.14.0		9b83851f1ebdec52c4ab60be909761aca3384bd9
io.liftwizard	liftwizard-config-clock	0.15.0		9f574f98ca2b75350c5b9b327bbd0b47c08a9387
io.liftwizard	liftwizard-config-clock	0.16.0		cad705e6617e63942f2542e028cfab6091fb01a7
io.liftwizard	liftwizard-config-clock	0.17.0		c6ce804e33e709931417a7cc7213362d96dc9f4f
io.liftwizard	liftwizard-config-clock	0.18.0		3d019c889253973f93b18fe69ea4261cd21b5f59
io.liftwizard	liftwizard-config-clock	0.19.0		90122ca19ce01cbe45100fa80e30bc33f9086c36
io.liftwizard	liftwizard-config-clock	0.2.0		d386848e991bebb160985859e8cc700daf7c3892
io.liftwizard	liftwizard-config-clock	0.20.0		9e234be0535d0ef47d5ac4843ce90db83f6b2156
io.liftwizard	liftwizard-config-clock	0.21.0		14572044355f5d02209d661bbd87175be4a56987
io.liftwizard	liftwizard-config-clock	0.22.0		140ee64db4f27410c90c16623e79a83ebbf9fd91
io.liftwizard	liftwizard-config-clock	0.23.0		b1a35b7227ec28d060f7991357be766159ed7091
io.liftwizard	liftwizard-config-clock	0.24.0		ad9c54e2e6f03f4c1b5c7851ce8b3bf8aea1447a
io.liftwizard	liftwizard-config-clock	0.25.0		8776e2696926c6aef9ef64ee268e0248f226a5e6
io.liftwizard	liftwizard-config-clock	0.26.0		4a8dc2c3a998fddd983b4dcb8b4aadbcd8ac002b
io.liftwizard	liftwizard-config-clock	0.27.0		ac63cd820ee7bac64a9d22de92cc730aa002a7ba
io.liftwizard	liftwizard-config-clock	0.28.0		c71948304ffcc84854ce86e4584c7dc570dd67e4
io.liftwizard	liftwizard-config-clock	0.29.0		c1a2c8eadcb4378d733a1280c4aacc73ae858fef
io.liftwizard	liftwizard-config-clock	0.3.0		8aa558a74302d4d95d55b3b221c6596b4d114b65
io.liftwizard	liftwizard-config-clock	0.30.0		809aa99dabfb9e1f9dea25dc82cd8802f6926165
io.liftwizard	liftwizard-config-clock	0.31.0		9ad43baa7434550d1cdd166488ae6ac89c4e232d
io.liftwizard	liftwizard-config-clock	0.32.0		791ee846ff3b97d769872af61809c2726556c919
io.liftwizard	liftwizard-config-clock	0.33.0		6c595a57c0541359d722e0cf4241abd07fa08c28
io.liftwizard	liftwizard-config-clock	0.34.0		f5b7de1123f9ba8d4b79e0df84eff5216ed9a500
io.liftwizard	liftwizard-config-clock	0.35.0		47ef657bd5aafb1502a8ee5736b3a5f022426e43
io.liftwizard	liftwizard-config-clock	0.36.0		12a9de777dbc2af732204975fe7eee156c333adf
io.liftwizard	liftwizard-config-clock	0.37.0		4f5a7dabd6e78f7640ed8ba725eac5697455610a
io.liftwizard	liftwizard-config-clock	0.4.0		cf87dcbfee0733695b8fca3f91c72d51aff784a5
io.liftwizard	liftwizard-config-clock	0.5.0		7321e62b980c73bc01b58ac500be3d549645ae77
io.liftwizard	liftwizard-config-clock	0.6.0		bf0d143754cd0d306c5472601505309b1abb2619
io.liftwizard	liftwizard-config-clock	0.7.0		f726fd08968cd5b96de08ad625350a4c890a0532
io.liftwizard	liftwizard-config-clock	0.8.0		9c6cebaf56f914fdc7b6b82644fc3983398ae534
io.liftwizard	liftwizard-config-clock	0.9.0		2d19efbd3adb7a9a9d5268262fb804361c9424f6
io.liftwizard	liftwizard-config-clock	1.0.0		f6f34f82461b9a31cf79f3b12fd885ed14d90546
io.liftwizard	liftwizard-config-clock	1.0.1		82afb6374ecaaf3dc85b83d3c2f49f0619e43e6c
io.liftwizard	liftwizard-config-clock	2.0.0		c6fb79e0f54abe5ccd1b01a39e10fbceb62f75b5
io.liftwizard	liftwizard-config-clock	2.0.1		fea60ded6fe66693694a3cd0585948caeb48cf41
io.liftwizard	liftwizard-config-clock	2.1.0		b2e2c9e84da9c8fff2da5eeaa7f5be02991a481c
io.liftwizard	liftwizard-config-clock	2.1.1		86c1be7f067f3c7de51af8b21fa9cf40c4c64299
io.liftwizard	liftwizard-config-clock	2.1.10		6a09292d1f00bea5ebbee98539340d5a271d43a3
io.liftwizard	liftwizard-config-clock	2.1.11		01634e96edc3258cea5d098e255ada909ed4cd42
io.liftwizard	liftwizard-config-clock	2.1.12		7fd9b6e85f84c0782c2bf3631a5205c244bc1785
io.liftwizard	liftwizard-config-clock	2.1.13		03d43a310cc9bd75aeece4347c6edffde0d8bdf7
io.liftwizard	liftwizard-config-clock	2.1.14		e2fb0044cc8f7237e7801d6510e33acd8e809365
io.liftwizard	liftwizard-config-clock	2.1.15		ddea54d04442cf1e2c084fcd86c5a47aeeafa130
io.liftwizard	liftwizard-config-clock	2.1.16		3b46dc9b7c2ee210304e7525d4efeae6fd024eb0
io.liftwizard	liftwizard-config-clock	2.1.17		9a1fb5e3493ed9cc8430f5461429a41109ec241a
io.liftwizard	liftwizard-config-clock	2.1.18		71f22248da2e9357150576b4cb94424e4ed9bee0
io.liftwizard	liftwizard-config-clock	2.1.19		594ce4b942dc5b345d37ab76d8f31c0f7a5fa799
io.liftwizard	liftwizard-config-clock	2.1.2		2b21eeded9dbc48940e9e3703c59239ba887f792
io.liftwizard	liftwizard-config-clock	2.1.20		a063f60906e68bdc1af830476556af3663674496
io.liftwizard	liftwizard-config-clock	2.1.21		7b3f107eeb3b4da089b1edf16799de349a3a1fbf
io.liftwizard	liftwizard-config-clock	2.1.22		c7b589a5cc457fded8154ad987bffa1f9dbd5ac5
io.liftwizard	liftwizard-config-clock	2.1.23		b6813e5f0544c35c6c91e9440804c3deed8c8665
io.liftwizard	liftwizard-config-clock	2.1.24		dd488677783c3aab18ce6775db90eae3a92a3c54
io.liftwizard	liftwizard-config-clock	2.1.25		27a1e2fba9b31e3e40d4078e3f89dc589f18b28c
io.liftwizard	liftwizard-config-clock	2.1.26		fd2c4f43c18d08a477f0f5690a3cbdf6da8bda50
io.liftwizard	liftwizard-config-clock	2.1.27		d540bdce945edeb253bca8a7bd8140a031d04b90
io.liftwizard	liftwizard-config-clock	2.1.28		675d92ee27dc9edf46a292d939b9dd3eb561af02
io.liftwizard	liftwizard-config-clock	2.1.29		b113b852145b6164e99e7375ff56fc2ce9c8d518
io.liftwizard	liftwizard-config-clock	2.1.3		9e85da9632778d51a290d8040a85540727c91997
io.liftwizard	liftwizard-config-clock	2.1.30		96698672d6dbcfe3c67848e32435aceb67ad2e05
io.liftwizard	liftwizard-config-clock	2.1.31		180f4fc1192b6d4025e8d2cc97180aa4b1e0adc0
io.liftwizard	liftwizard-config-clock	2.1.4		2c7e8e2379d8998a3f69f23140fb056e6aa081f9
io.liftwizard	liftwizard-config-clock	2.1.5		31a4de8fe2a1d7f9b3651af3ea1d832514a90bdd
io.liftwizard	liftwizard-config-clock	2.1.6		873ad646abc8a5217ff48f4bf12ddb567410d08c
io.liftwizard	liftwizard-config-clock	2.1.7		42a5eac5c35e4f546264de47281100153e8ec782
io.liftwizard	liftwizard-config-clock	2.1.8		4e1e73bdddaaf713dee7839a498dd588094954ca
io.liftwizard	liftwizard-config-clock	2.1.9		d0f1e1ebe8c0a5f59e5d1ce5a8edc86cd8f90bca
io.mosip.authentication	authentication-childauthfilter-impl	1.2.0		9df77f6ada80769ad2a13aa25119699d635ec6c3
io.mosip.authentication	authentication-childauthfilter-impl	1.2.0-rc1		7d0f83ed59d35f10d658e89ae53a6720dc9e95f9
io.mosip.authentication	authentication-childauthfilter-impl	1.2.0.1		85b95732d7197486ad145e19c7584d991b3b353b
io.mosip.authentication	authentication-childauthfilter-impl	1.2.0.1-B1		9c9fdb5bcde966bbf40a82a03798c55ee0f36673
io.mosip.authentication	authentication-childauthfilter-impl	1.2.0.1-B2		670af707ca17237abf7d5e2af69819ff685a5338
io.mosip.authentication	authentication-childauthfilter-impl	1.2.0.2		8fd7957b3fd709be8d63c3fa08f82dc7a51d407e
io.quarkus.fs	quarkus-fs-util	0.0.1		2b4e1554b5df4d09d274986bd228d6dc0274ce87
io.starburst.openjson	openjson	1.8-e.10		d4cba0c347125d7c1caa481cf6dfec3213ba8d4a
io.starburst.openjson	openjson	1.8-e.11		f839f0fa3ea40c208f174e3605ab4ed0a87e7161
io.starburst.openjson	openjson	1.8-e.12		889a827d771984f9735701164c7c2646b9475dcb
io.starburst.openjson	openjson	1.8-e.8		e4929f7270bdd453d1aa210d9e7fe2770638f172
io.starburst.openjson	openjson	1.8-e.9		cd34ca56f67b63f7d5b7383a32d15afc8374e5e3
net.databinder	unfiltered-scalate_2.9.1.RC1	0.4.1		02a25722afab34c38af55c55a99313b4df9afc4b
net.exogeni.orca	site-skin	5.4.5		ba481cc32cb5f4290cb612ae3a8e219b998ae89a
net.liftmodules	imap-idle_2.5_2.9.1-1	1.0		40dd461f3f26a8f344f3094072a67b3727178500
net.sourceforge.jeuclid	jeuclid-swt	3.1.5		ec0f31fd28702b62b1905c770f5007b3319c8359
net.sourceforge.jeuclid	jeuclid-swt	3.1.7		928e1e3a3abb9765c3d6f6f6019485442acae93a
net.sourceforge.jeuclid	jeuclid-swt	3.1.8		19f3a2850b0eac5ab96c6b94ae8c86a0fdf6b53c
net.sourceforge.jeuclid	jeuclid-swt	3.1.9		54723f2db53399b1e2ea57889bc2fa7dfaac3a43
net.streamok	streamok-lib-download	0.0.5		174dde8f92a6846d843ce32bc344cae1dab8548a
net.streamok	streamok-lib-download	0.0.6		a9fbc2ce31818bc0db81722df5b29e44332d0d25
net.streamok	streamok-lib-download	0.0.7		f0b36cc5994bb3c8de2dc43e95ccfaad1f899df7
net.swiftzer.semver	semver-watchosarm32	2.0.0		N/A
net.swiftzer.semver	semver-watchosarm32	2.0.0	metadata	a3429f3c128d1e8c32ab6b1fa4ecd387f5c86831
net.swiftzer.semver	semver-watchosarm32	2.1.0		N/A
net.swiftzer.semver	semver-watchosarm32	2.1.0	metadata	2b13a9ad292d8cf5094605c24fd83849a3a48038
net.xdob.pf4boot	pf4boot-core	0.10.0		b148f729b9476d1ab86c99596e18bbdbc75feb8e
net.xdob.pf4boot	pf4boot-core	0.11.0		832149418a0187188fd44dc8ae3a970fd0652434
net.xdob.pf4boot	pf4boot-core	0.11.2		734bcace75cd9734a5b323aeb42fc70fddd9f4eb
net.xdob.pf4boot	pf4boot-core	0.12.0		db2b420b153dc1e318a92f85742ef8f3074c0965
net.xdob.pf4boot	pf4boot-core	0.13.0		369a13ae22300fd8c9817bfeb8507bbe56da8da5
net.xdob.pf4boot	pf4boot-core	1.0.0		ef0211befcc5628da624a5a8f22066b4db75257b
net.xdob.pf4boot	pf4boot-core	1.1.0		066892159d9864eae0aa286bf4757d9a19ab703a
net.xdob.pf4boot	pf4boot-core	1.2.0		9ecf7fd27b84bc68ec1293c872a4ea947e1c8b0c
net.xdob.pf4boot	pf4boot-core	1.3.0		adc7ed50ffa73c40cd9926f8b8e60b5fd579ce6a
net.xdob.pf4boot	pf4boot-core	1.4.0		a2053e9b940e7966051246bae6acaca41f658b33
net.xdob.pf4boot	pf4boot-core	1.5.0		67ce34ceffdeacda7c9cfafc97ba4dd1604c8574
net.xdob.pf4boot	pf4boot-core	1.6.0		7ecde41f8fa11cf97636210f9b5a8af82443f5f6
net.xdob.pf4boot	pf4boot-core	1.7.0		76af633f17d06ee52b2244dc940a6292e9d10a14
net.xdob.pf4boot	pf4boot-core	1.8.0		d46c9170bb6ed0c14b46a7d58dd8d4b0e64e5462
net.xdob.pf4boot	pf4boot-core	1.9.0		916b6ef095c7f019db3ab97bc1af902bf1d919c9
org.apache.airavata	airavata	0.10		N/A
org.apache.airavata	airavata	0.11		N/A
org.apache.airavata	airavata	0.12		N/A
org.apache.airavata	airavata	0.13		N/A
org.apache.airavata	airavata	0.14		N/A
org.apache.airavata	airavata	0.15		N/A
org.apache.airavata	airavata	0.16		N/A
org.apache.airavata	airavata	0.17		N/A
org.apache.airavata	airavata	0.2-incubating		N/A
org.apache.airavata	airavata	0.3-incubating		N/A
org.apache.airavata	airavata	0.4-incubating		N/A
org.apache.airavata	airavata	0.5		N/A
org.apache.airavata	airavata	0.6		N/A
org.apache.airavata	airavata	0.7		N/A
org.apache.airavata	airavata	0.8		N/A
org.apache.airavata	airavata	0.9		N/A
org.apache.camel	camel-fop-starter	2.18.0		506b6836c7ef9e59f5f35d5463ebad5b0b390e05
org.apache.camel	camel-fop-starter	2.18.1		2953a81dc46011879b31d50fa079cf5e4d8621db
org.apache.camel	camel-fop-starter	2.18.2		e8fae0e09a438cba24efd6781e431eb5a6fae279
org.apache.camel	camel-fop-starter	2.18.3		c8b36a13a24a5c9d41dbb008d532bb93b8f85252
org.apache.camel	camel-fop-starter	2.18.4		ef063955ece9e382ff29d29873c14a16c3fd72d4
org.apache.camel	camel-fop-starter	2.18.5		2a43ce7914ab09cacfadc5da0df49d40a41806f6
org.apache.camel	camel-fop-starter	2.19.0		f51f815970be5eccc43d96d54d6d4de4b2bff998
org.apache.camel	camel-fop-starter	2.19.1		c5e7a332c9e8bb4c2283797c46cce69fd0fadc6d
org.apache.camel	camel-fop-starter	2.19.2		2f6df29a8e9b310fd0ccaa27b9559ec0cf2fb00a
org.apache.camel	camel-fop-starter	2.19.3		48afcce27ee669453bf30b3e675c92ee47e59b1a
org.apache.camel	camel-fop-starter	2.19.4		76cdb0dc831643d12cc4f9a3510d16ec76cf4924
org.apache.camel	camel-fop-starter	2.19.5		a72c88b95ec943ba34b428d2521ab042144cb9c3
org.apache.camel	camel-fop-starter	2.20.0		519841db626e66870ab55a5a3a9b7e8bed16732b
org.apache.camel	camel-fop-starter	2.20.1		75997f3ee9465d738c206c446c9693f3f7816332
org.apache.camel	camel-fop-starter	2.20.2		bceba7ca2f37735e93c617a1d73a9e40aad40fb4
org.apache.camel	camel-fop-starter	2.20.3		dcabc3f0882ae4048da59db520e579a48427335e
org.apache.camel	camel-fop-starter	2.20.4		584c880af7db30c115f46c0fcd939eea069e1508
org.apache.camel	camel-fop-starter	2.21.0		23071fca762cdd6b08cd2b28b4397cbbce151553
org.apache.camel	camel-fop-starter	2.21.1		1f03d5d8ded691112032d902c41f08cc4e94e571
org.apache.camel	camel-fop-starter	2.21.2		10bd031d67627dd16ccaa5c6be3f45b2ea099c1b
org.apache.camel	camel-fop-starter	2.21.3		a0338b97d13792f02c781b23cefbef0c49eaf65b
org.apache.camel	camel-fop-starter	2.21.4		3c54537ecd45f656d79416aeaea67399399623be
org.apache.camel	camel-fop-starter	2.21.5		129ee3db8d6d59d552c2e1ec38aa62804f5f3d1c
org.apache.camel	camel-fop-starter	2.22.0		075a38a2655908d4565958272d56d3b4d0a10850
org.apache.camel	camel-fop-starter	2.22.1		abb34ac7abc158fc955614a76551eef797ddf240
org.apache.camel	camel-fop-starter	2.22.2		e819d3f3f1f3be476e9c408a1bb655a94be3c398
org.apache.camel	camel-fop-starter	2.22.3		99e511f8c0fce3f33aa360d5766eff7ba6591b45
org.apache.camel	camel-fop-starter	2.22.4		15bfc7524cea37d54feb9b2b2e7486458a4ca616
org.apache.camel	camel-fop-starter	2.22.5		ca1d19ef4fdd58a7b8845fa8cfaa3f7130b75250
org.apache.camel	camel-fop-starter	2.23.0		d2416711e1b168974769d4d38676277dc49796c7
org.apache.camel	camel-fop-starter	2.23.1		8f6a54b0f588033d9e1e130465133b6b62f1fa8f
org.apache.camel	camel-fop-starter	2.23.2		d0e8f10fd887487489cc3915a3074262e316f3ee
org.apache.camel	camel-fop-starter	2.23.3		20040c36f45b25f5f997ae5b67f5ebc57f4762a0
org.apache.camel	camel-fop-starter	2.23.4		946ac4c2b61a9799d885bcacea8a07a22bc9f319
org.apache.camel	camel-fop-starter	2.24.0		aa91c6247761e7715a7c202c061ec8b6e0787295
org.apache.camel	camel-fop-starter	2.24.1		e53e6db1ceb6df9708af12f352b8d59e12b914b8
org.apache.camel	camel-fop-starter	2.24.2		4f0bade35cee6e26eefa8ce5ac30c4a133cf5503
org.apache.camel	camel-fop-starter	2.24.3		e17a7235a1c742bd5e0445700a935e573ae3912e
org.apache.camel	camel-fop-starter	2.25.0		82e1f8395fd8bbbc9a6b3632a6dc2fa15e690423
org.apache.camel	camel-fop-starter	2.25.1		bb95597ce6b117b119fff6637394953f35ca4b19
org.apache.camel	camel-fop-starter	2.25.2		4cd38da902a414b9788d362f5475e01103f7a086
org.apache.camel	camel-fop-starter	2.25.3		cf7efc7a84a8d1f3ea924ed93748d488bd962e66
org.apache.camel	camel-fop-starter	2.25.4		424a15ed70884331204f24970284b6449a3c85e7
org.apache.camel	camel-fop-starter	3.0.0-M1		1f177ca96d71056711cdc1c0b6c97e86212be1cb
org.apache.camel	camel-fop-starter	3.0.0-M2		1d4d77cca7fc764bba8bda5637021d744bd2715e
org.apache.camel	camel-fop-starter	3.0.0-M3		905e521b01d5a84a5b9c3a66bdc14f1926fc9ed4
org.apache.camel	camel-fop-starter	3.0.0-M4		89ae15c3992be672c0ec78ba0d18248d01e8c92a
org.apache.camel	camel-fop-starter	3.0.0-RC1		38c83cd7a543d6550d64e0589846da2f521d5a81
org.apache.camel	camel-fop-starter	3.0.0-RC2		81f703c9e7c5b6f4132c133fedd7a19517d23ca8
org.apache.camel	camel-fop-starter	3.0.0-RC3		ca02d8e1404b10b9ea2aa0c8dc9347919825649e
org.apache.geronimo.samples.javaee5	calculator-ejb	3.0-beta-1		0b716955d5b1d52a5afbdb86a6f4525f4d6b8440
org.apache.geronimo.samples.javaee5	calculator-ejb	3.0.0		02f739ee65d48f494cd47acb9abdcb9e7af5525e
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.0.1		6000c52e1428f12b7f4ff36d58ce2eecd1cada4f
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.0.2		e2f63408580e742fc5758faec31291bce373c975
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.0.3		454a8e93325da4b3adf3da5e863f459582589ca4
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.0.4-BETA-1		8cb3a1c4861bf98e51dbb9e368d84111d8c482bc
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.1-BETA-1		64d3c196bb35fd55c9a2b46504645f20d511a84a
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.1.0-RELEASE		2f8e3f800691db3e5eefff492558ac5f07b5df72
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.2.0-RELEASE		7af8736a627cc812a74403bd2b364a95567960fb
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.2.1		99bdd26e87e50b2a15411c3407510d488554800a
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.2.2		26108224a782fc11c7b12a30f965db55fe711a14
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.2.3-RELEASE		35002e3086c4cd8c6c3b8963e673026d86930d91
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.2.4-RELEASE		c4c1d7908f146e4219d5766165e5c7f016993c67
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.2.5-RELEASE		bbd42ec99060981b4283d284a61e24fa554a02e6
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.3-RELEASE		c28c5bd99a304ef5d83b6d2c25c2ca9d5065546f
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.4-MILESTONE_1		3746cfad3bf69f5704d3155bd3e0b5f192b18c67
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.4-RELEASE		f706f6137d30ce3891bfce1fa76f81c0401838dd
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.4.1-MILESTONE_2		6e7f0ec3a68b588750da84a2d8443036c484db7d
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.5.0-RELEASE		b853b881de5ac737738f4841d8daf341281e3f9a
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.5.1		3e70287668b6ded7aca987299ed5a1faaec9992c
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.5.2-RELEASE		518662eb82a54d65a8bb73e9995eace1011fabcc
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.5.3-RELEASE		d91ca14eabcacc70e68afdce9e9f7b08af509922
org.appverse.web.framework.modules.backend.reporting	appverse-web-modules-backend-reporting	1.5.4-RELEASE		372306b18b45573e28e29ec5e476cb866a3c4754
org.caffinitas.ohc	ohc-jmh	0.2		ad57d0511a56c5c2c6207c69e2d87b2df2c820af
org.caffinitas.ohc	ohc-jmh	0.2.1		df7111dde753cce8b9ac31c51a157834bac76445
org.caffinitas.ohc	ohc-jmh	0.3		fc59b3af5b461c73c1f69b1de001bcf39c847378
org.caffinitas.ohc	ohc-jmh	0.3.1		6b9e3444b277190b88d603494117df11a92d201d
org.caffinitas.ohc	ohc-jmh	0.3.2		c94b4b92e3663b64eb2b91942b5fa6c2c1380fba
org.caffinitas.ohc	ohc-jmh	0.3.3		c9d73e12c6cfda89f5d446f2ff0772f03957a1f2
org.caffinitas.ohc	ohc-jmh	0.3.4		1e15c335f129d4f34eab32457bfa8f1761e99701
org.caffinitas.ohc	ohc-jmh	0.3.5		7e764ce19f912b63ed47883079bba7605fde57c2
org.caffinitas.ohc	ohc-jmh	0.3.6		271fffb2cc05c1c602e59fc0b9090da9e0a7a463
org.caffinitas.ohc	ohc-jmh	0.4		defd005c9d4e556ed56526becd8e14956c9bac7c
org.caffinitas.ohc	ohc-jmh	0.4.1		48ce2601668141f6020c7b72c21627c50378d550
org.caffinitas.ohc	ohc-jmh	0.4.2		b492d446fd816be0845e87caa9e6068d0afe501f
org.caffinitas.ohc	ohc-jmh	0.4.3		4e867c664f87a00e9097d7c13b1d2a1959608608
org.caffinitas.ohc	ohc-jmh	0.4.4		c7926d959c60bfc79065ced0349ea3944ea97208
org.caffinitas.ohc	ohc-jmh	0.4.5		d83cf899cada1aec1b5fdc007cfd094ce4e5b755
org.caffinitas.ohc	ohc-jmh	0.5.0		019b685ccf81a5b8db7075930ffadd6118ec9ecb
org.caffinitas.ohc	ohc-jmh	0.5.1		4ab9553a255e18b1768db38b2d273e696150242a
org.caffinitas.ohc	ohc-jmh	0.6.0		098d3bcd2ed30ab579dc2bdd76f54ff9b3dd40ef
org.caffinitas.ohc	ohc-jmh	0.6.1		0eb2af532114a2338a00c682ec2745f2f19c758a
org.caffinitas.ohc	ohc-jmh	0.7.0		a447bb5ac8ad18a3d310f43058438df53ec87183
org.caffinitas.ohc	ohc-jmh	0.7.1		0bdcebff22f4012b179b96801fd0e42472abe21f
org.caffinitas.ohc	ohc-jmh	0.7.2		e93dec5325ccdbf05723b193779e74e1ba1dad3e
org.caffinitas.ohc	ohc-jmh	0.7.3		272a26af6fba281431b70d09a1f712a330235f88
org.caffinitas.ohc	ohc-jmh	0.7.4		ea9040750ae48f783db3bcf4965bd3a75944e58c
org.caseine	QuelquesExpressionsBooleennesTest	0.0.29		2e523ada19d96e8e4e35f93b937a43b6eedd5f47
org.cdmckay.coffeedom	coffeedom	1.0-beta1		eea310c9765b9c79cc23fa73bcb600f2db3cd5c5
org.cdmckay.coffeedom	coffeedom	1.0-beta2		abc77011a9ce76d4eb3f92e15296c68b88d022ed
org.cdmckay.coffeedom	coffeedom	1.0.0		28cb83dda6eb5832931b287291740a9347b82ada
org.devocative	demeter	1.1		N/A
org.eclipse.dirigible	dirigible-engine-job	3.1.0		85e2ab75c958a29bb9bb87f9690c9f069b41509a
org.eclipse.dirigible	dirigible-engine-job	3.1.1		827112df32edc0a266b63dbe30b0904431f2485d
org.eclipse.dirigible	dirigible-engine-job	3.1.2		d8eb519a590deb168d22edced1ccaff3cc955f35
org.eclipse.dirigible	dirigible-engine-job	3.1.3		56fb354e3ee2938edf990e50d366ead40663934a
org.eclipse.dirigible	dirigible-engine-job	3.1.4		0b8e9c31d6e8213951d813da0612fe91a9696d5d
org.eclipse.dirigible	dirigible-engine-job	3.2.0		8fe024539cfc866f76f951bd6e3c12397a655e86
org.eclipse.dirigible	dirigible-engine-job	3.2.1		a60756f3a03a3ec717abdb7254a534a6ba89492c
org.eclipse.dirigible	dirigible-engine-job	3.2.2		36934cb71d1496fd623a83699cb10e4cffa895bc
org.eclipse.dirigible	dirigible-engine-job	3.2.3		519d14140d5871910da4185538d5e5cf874cfdf8
org.eclipse.dirigible	dirigible-engine-job	3.2.4		6f92f381ce9425be60f658a3c9cbfc00716ffdd8
org.eclipse.dirigible	dirigible-engine-job	3.2.5		9f558a2bfca52f6091098052561f6323baeff9b4
org.eclipse.dirigible	dirigible-engine-job	3.2.6		9f3dc7c944464e4ce568e45637d5d0104783f364
org.eclipse.dirigible	dirigible-engine-job	3.2.7		8271a896d05e8d0c3807efa95f1ad732e3a67711
org.eclipse.dirigible	dirigible-engine-job	3.2.8		be3834b5eb448c1d622ab51a2013cd28bcbe1320
org.eclipse.dirigible	dirigible-engine-job	3.2.9		ef7a8beb7c77b709f70a7330a99caeef4c7cfd39
org.eclipse.dirigible	dirigible-engine-job	3.3.0		3e4cea4b8c3d415ce50757e6663c7a87fdbbafed
org.eclipse.dirigible	dirigible-engine-job	3.3.1		35b8413bf8a4588c8ad1ef6991b07029cece85f9
