at.asitplus	kmmresult-android	1.9.1		N/A
io.dropwizard	dropwizard-jackson	2.0.0-rc5		c91fbc0bf7b901a5defe772973880a83e2949960
io.dropwizard	dropwizard-jackson	2.0.0-rc9		2444e999bc77318404e84f62ac6cba1518156f39
io.dropwizard	dropwizard-jackson	2.0.1		752edcd79a3516d79954de5b98437fe60a7903fe
io.dropwizard	dropwizard-jackson	2.0.10		21228eaa58ec34465dc38dce2e406c0a13264d0e
io.dropwizard	dropwizard-jackson	2.0.11		6d5e75cca1af82bdd4e7d276612a71a8c289507b
io.dropwizard	dropwizard-jackson	2.0.12		f46dbfa9a272486a0a651ba79ec256ecd46386cd
io.dropwizard	dropwizard-jackson	2.0.13		7140ab66f6abe15033b00d34ee25f002eaca9494
io.dropwizard	dropwizard-jackson	2.0.14		c7ead2b7f5e01839da0b58bda977c89f8185c37f
io.dropwizard	dropwizard-jackson	2.0.15		e348913e5c67b584ebc53cc86b64ffa6b1c0c674
io.dropwizard	dropwizard-jackson	2.0.16		4f1fc7d79234eebbc42ab5ae52e2b5065a146631
io.dropwizard	dropwizard-jackson	2.0.17		50fb0da49a702f833ead19079592efb6adda7a42
io.dropwizard	dropwizard-jackson	2.0.18		620cfc3d4f3a0f5367f9ed5c418b25fbb75a415d
io.dropwizard	dropwizard-jackson	2.0.19		d2151bb462dc38f72668bbacd9136ce2cd82cf62
io.dropwizard	dropwizard-jackson	2.0.2		97daa88fe43f013795c8dc01893153d8a9f2edee
io.dropwizard	dropwizard-jackson	2.0.20		46c6f9d569d427dcffc75601a6fe3dda8de604f5
io.dropwizard	dropwizard-jackson	2.0.21		6d71092e8772d91cd504d16590099264382aa7f3
io.dropwizard	dropwizard-jackson	2.0.22		038eeab789910c3c6d358614d012fcdf5daf2727
io.dropwizard	dropwizard-jackson	2.0.23		deeeceec5333927e6d3963eaf1df451c075a1828
io.dropwizard	dropwizard-jackson	2.0.24		6b81c2e4697fe7aaaa778d3acb507cb129ccf85d
io.dropwizard	dropwizard-jackson	2.0.25		51328c5d5e85bc96dc965318c48c4560259d982d
io.dropwizard	dropwizard-jackson	2.0.26		61afce4d906e4742213b9365b6cf9b4c9ef4618e
io.dropwizard	dropwizard-jackson	2.0.27		14cce5b400b3fa22307fdbac159dc1b1eea01f02
io.dropwizard	dropwizard-jackson	2.0.28		e8e3fcb59c8895405cd0a428463340eb0a4227f1
io.dropwizard	dropwizard-jackson	2.0.29		c8e392c9c3de93195e8e2682764c1ef018ec5b00
io.dropwizard	dropwizard-jackson	2.0.3		1e6d4ebb0f14ac8764b5254f9ec992715b3fef1e
io.dropwizard	dropwizard-jackson	2.0.30		f52fd490db669d3ddfb0db90f1e89a46bbafc74e
io.dropwizard	dropwizard-jackson	2.0.31		fe3c7eb4b2110966bf9368f8e0a3b0e61c504b18
io.dropwizard	dropwizard-jackson	2.0.32		d1099e9db0fc31a96ed860f45165cb6586c6dc5c
io.dropwizard	dropwizard-jackson	2.0.33		40f70547ede51a2b00711b212565f507559fc964
io.dropwizard	dropwizard-jackson	2.0.34		e79116d56b3aa789b7bcaf4867c0e1504518b498
io.dropwizard	dropwizard-jackson	2.0.35		d7e2dc7e3f546bc8ea5090486b7c1b8f7dc1bf2d
io.dropwizard	dropwizard-jackson	2.0.4		37a8afb4ecca99bb7d7ed62f0f086b91276161a0
io.dropwizard	dropwizard-jackson	2.0.5		6448b060197c036015d2fac2723df258e95d478b
io.dropwizard	dropwizard-jackson	2.0.6		41997033fef569b3d54893ce0ee04601d5c0de5f
io.dropwizard	dropwizard-jackson	2.0.7		879199f5c477f3f37b88532604677fdad0eaedf2
io.dropwizard	dropwizard-jackson	2.0.8		19ca43012cb04e17168f64aa4a0133f8f55d719e
io.dropwizard	dropwizard-jackson	2.0.9		c11e33f289196511ec56724a3fdaae9274e18ada
io.dropwizard	dropwizard-jackson	2.1.0		218902c09ec01b7058e5137dc029b9491fa43ad0
io.dropwizard	dropwizard-jackson	2.1.0-beta.1		a60f2a269e159a12a1b2ba9c684fb89a9578909d
io.dropwizard	dropwizard-jackson	2.1.0-beta.2		7abd7f56f16d679232af72c934b48a34259c7e0f
io.dropwizard	dropwizard-jackson	2.1.0-beta.3		9209845495b94e6c3c4fd5949a516aa3f3165203
io.dropwizard	dropwizard-jackson	2.1.0-beta.4		2d82356930a04c1e48784126f14c593d67b5dfbe
io.dropwizard	dropwizard-jackson	2.1.0-beta.5		1720563a387a7356ea782b0977e6b67c61596890
io.dropwizard	dropwizard-jackson	2.1.0-beta.6		76bb6318ed7ba2aa80b1baa00e1ec061cd08111e
io.dropwizard	dropwizard-jackson	2.1.0-beta.7		3c77a8c6db0ae4b59daa5c8bca1e1b8ba6cec4f6
io.dropwizard	dropwizard-jackson	2.1.0-beta.8		b91432f938dce8bb5dd1236eb97f0bfadde995bd
io.dropwizard	dropwizard-jackson	2.1.0-beta.9		84a7acb6ff984ef843e0ec5428e5ba11d2cec1a0
io.dropwizard	dropwizard-jackson	2.1.1		9317f2466ad0f975445ed47b9e050b4070a8d0f0
io.dropwizard	dropwizard-jackson	2.1.10		a39bc3478bcd83d7a336b3f637e5cc67dbc48fa7
io.dropwizard	dropwizard-jackson	2.1.11		c22a6ff321cc4906499415e39d6d414cf17f2d29
io.dropwizard	dropwizard-jackson	2.1.12		e63636c4309784c21b1f7506539f62d237f9541c
io.dropwizard	dropwizard-jackson	2.1.2		82fbb798591b8580b8402eb2f76f06e2bdafd3a9
io.dropwizard	dropwizard-jackson	2.1.3		671ce78d0ca627efdda16315e93a59bc3da58127
io.dropwizard	dropwizard-jackson	2.1.4		0df9d077e4925c0639cfd93bd4e8dffe0cbb6c1e
io.dropwizard	dropwizard-jackson	2.1.5		21193352881d0305bc867f28dbfc0069328fab04
io.dropwizard	dropwizard-jackson	2.1.6		ee9966c91ad1a53cf622842e316e324132d24cb6
io.dropwizard	dropwizard-jackson	2.1.7		0d2c1a1947132ac859ca675d35841437bc04e17d
io.dropwizard	dropwizard-jackson	2.1.8		d03e9636fe6890b1396bee63b8b3a96847460657
io.dropwizard	dropwizard-jackson	2.1.9		c7469c14474bbf1422c6f18892ffc695c329a3ad
io.dropwizard	dropwizard-jackson	3.0.0		33482746ded76d6b7bcec1b755d8ade79d597c70
io.dropwizard	dropwizard-jackson	3.0.0-beta.1		6d7eb8f7e3861fb3eaef73e0dbbbd045bf357498
io.dropwizard	dropwizard-jackson	3.0.0-beta.2		434dd267a49feff47625117814103988114cb12f
io.dropwizard	dropwizard-jackson	3.0.0-beta.3		0823b7a21fb4130712ee10209070df53cccf6d20
io.dropwizard	dropwizard-jackson	3.0.0-beta.4		03ac207224b01d3696a8f883b4be4dd744b01151
io.dropwizard	dropwizard-jackson	3.0.0-beta.5		eb7dff3cffc27310e091dbf106fe7db3f3686ddf
io.dropwizard	dropwizard-jackson	3.0.1		e54d4199cb535c3f4c1feb2033f3e3b035916be6
io.dropwizard	dropwizard-jackson	3.0.10		9520bd3b0cdbd50747d9db04bd42f2de2198db73
io.dropwizard	dropwizard-jackson	3.0.11		fa1cdf005145fb855588db681dc0b73923dac888
io.dropwizard	dropwizard-jackson	3.0.12		97940e81de824072164413df7d368775cd398059
io.dropwizard	dropwizard-jackson	3.0.13		390fe6bb759b9b004fd337c0986837fef19e781e
io.dropwizard	dropwizard-jackson	3.0.2		2e8daa8ae97146f90b22c742e0c688d239b3b2da
io.dropwizard	dropwizard-jackson	3.0.3		acb57e6e51b8c0171c594a09d9f1dc3579876a5d
io.dropwizard	dropwizard-jackson	3.0.4		7b4cda02f88a2013b746f7b301cbec07c8926595
io.dropwizard	dropwizard-jackson	3.0.5		a9a9e01dcf64b6794bb3acee17c0a1bebfc3da63
io.dropwizard	dropwizard-jackson	3.0.6		213f95e81e69500f5ffeab8b47d2abf61aa093c0
io.dropwizard	dropwizard-jackson	3.0.7		d14e3375ae61df71c00d0b272e8288f05f49afbb
io.dropwizard	dropwizard-jackson	3.0.8		6be4b8ffcb68f6145b9762c2bf684d04a9e7736b
io.dropwizard	dropwizard-jackson	3.0.9		99ab430dc5fcbff072c8c4f4ab5d53e98c04280a
io.dropwizard	dropwizard-jackson	4.0.0		e2a376946657b90702b07792a9454302da73e9c2
io.dropwizard	dropwizard-jackson	4.0.0-beta.1		c2ba865c3ed3aded6a1a2d843aa48d71c79855f8
io.dropwizard	dropwizard-jackson	4.0.0-beta.2		12812ff9796fcfb09f9eac78487a34a20fd601b7
io.dropwizard	dropwizard-jackson	4.0.0-beta.3		7712056e940611d44a7fc4ac92fc6975e30266ba
io.dropwizard	dropwizard-jackson	4.0.0-beta.4		d4d71d9f6060aa45f292f14b018a97120d2b2397
io.dropwizard	dropwizard-jackson	4.0.1		1f09f8ee5a47658a3dcf74c67b431b2b7be7860a
io.dropwizard	dropwizard-jackson	4.0.10		661c8ceae87ff7e4a39853fc84a65fe88223d88d
io.dropwizard	dropwizard-jackson	4.0.11		22ee7f71fadcdfc6f61e0cd95ad3d51e5c9da275
io.dropwizard	dropwizard-jackson	4.0.12		434310ce059e93a375965525b5b59185d91c8b4f
io.dropwizard	dropwizard-jackson	4.0.13		f04544b885a51732bd81764269e92c05b124e391
io.dropwizard	dropwizard-jackson	4.0.2		65aa2ca51dfab9973f6be7ddda261dd5a29cfd9c
io.dropwizard	dropwizard-jackson	4.0.3		9aef479d623cd441515e62ece8d709f49f01b92a
io.dropwizard	dropwizard-jackson	4.0.4		c5c1dc004bd60a3232be3ceec8dce7a1ff02d9ce
io.dropwizard	dropwizard-jackson	4.0.5		4cfcce2821d119173054d9b4f50433f8550b9949
io.dropwizard	dropwizard-jackson	4.0.6		813ff302223a4c1b90707410d092fdd5ceed66b0
io.dropwizard	dropwizard-jackson	4.0.7		3b96367dff77f18bac7fdb5363aff84afc0b25dd
io.dropwizard	dropwizard-jackson	4.0.8		c6f26bf3a7d9541d742abbc3151efd6efcd43e44
io.dropwizard	dropwizard-jackson	4.0.9		9d2b8e104300c61ad772f3aa901f4d7c2eb96d4b
io.dropwizard	dropwizard-jackson	5.0.0-alpha.1		6b330a5b8e775a511411ab0319b7c8d6403bdf58
io.dropwizard	dropwizard-jackson	5.0.0-alpha.2		f6fd318a9b96988c685f8fbad382217bc37f6c21
io.dropwizard	dropwizard-jackson	5.0.0-alpha.3		c90755571aa7ca1caec982898f8441600c1ee157
io.dropwizard	dropwizard-jackson	5.0.0-alpha.4		8ea93349fe1560b23c05db552ab84a62651a5e10
io.dropwizard	dropwizard-jackson	5.0.0-alpha.5		cb57a7190e04f7a2ab72a547c6aaff8242166bb0
io.dropwizard	dropwizard-jackson	5.0.0-rc.1		bbacd4cdba37ad156ae24c683358c94d5f31b960
io.dropwizard	dropwizard-jackson	5.0.0-rc.2		47fd925bd4d93cd4348ec35a4a07b0e23394d71d
io.github.fuookami.ospf.kotlin.core.plugin	ospf-kotlin-core-plugin-gurobi11-jdk8	1.0.34		b402d632c1d0edd25a6ffa0a65d228c6e073e6bd
io.github.fuookami.ospf.kotlin.core.plugin	ospf-kotlin-core-plugin-gurobi11-jdk8	1.0.34	dokka	7a91b1a0605338bfd1647c94eec1f53be88c4e8a
io.github.fuookami.ospf.kotlin.core.plugin	ospf-kotlin-core-plugin-gurobi11-jdk8	1.0.36		32331988c9bbcb5f7b276d07d6db62b8b8b7da0c
io.github.fuookami.ospf.kotlin.core.plugin	ospf-kotlin-core-plugin-gurobi11-jdk8	1.0.37		56da77881fe78f036eb23ebbdcb38b2b0417c17b
io.github.fuookami.ospf.kotlin.core.plugin	ospf-kotlin-core-plugin-gurobi11-jdk8	1.0.38		65a1a30efa6ff393d826b2710c160b0079348dd6
io.github.fuookami.ospf.kotlin.core.plugin	ospf-kotlin-core-plugin-gurobi11-jdk8	1.0.39		e6770b51f5d1f80d83efd97fc8c134f59e39a7cc
io.github.fuookami.ospf.kotlin.core.plugin	ospf-kotlin-core-plugin-gurobi11-jdk8	1.0.40		e57ffa42cab72fd0d70e0692b527416ef2d8b337
io.github.fuookami.ospf.kotlin.core.plugin	ospf-kotlin-core-plugin-gurobi11-jdk8	1.0.42		1d481d378667b53df9c754763bd99a203c074073
io.github.fuookami.ospf.kotlin.core.plugin	ospf-kotlin-core-plugin-gurobi11-jdk8	1.0.43		c9d70ffc43fa45be613715c4d59a5d65ab0ad1bf
io.github.iltotore	iron-decline_3	2.4.0		3ea828aab7f423b69b51ed3ea0196a590d145406
io.github.iltotore	iron-decline_3	2.5.0		2004acfc258b3bf3debce24c7692a4053d904c66
io.github.iltotore	iron-decline_3	2.6.0		01d343645e102cd7f47c60eac4ce51b2e7c60295
io.github.iltotore	iron-decline_3	2.6.0-RC1		61110769b0b8dc9765151b333d165e77d10c763a
io.github.iltotore	iron-decline_3	3.0.0		fd959506f899f2cb9c66ad25a2c1c4e6bc6d8919
io.github.iltotore	iron-decline_3	3.0.0-RC1		18bdb294454f738f03c7e0840eb94313df59a8b3
io.github.scala-loci	retypecheck_2.12	0.10.0		7c5750fbe7a5d4b4a5258afd03e4db0b2960ef70
io.github.scala-loci	retypecheck_2.12	0.9.0		8a1dd9eb8954804b914831d9498bf59e87b79426
io.github.suwasto	kmp-capturable-compose-iosarm64	0.1.0		N/A
io.github.suwasto	kmp-capturable-compose-iosarm64	0.1.0	metadata	3a8ece65e178ebaf4cf8c3588bd28732a600a68c
io.github.zhoujunlin94	meet-framework	1.0.0		N/A
io.github.zhoujunlin94	meet-framework	1.0.1		N/A
io.github.zhoujunlin94	meet-framework	1.0.2		N/A
io.github.zhoujunlin94	meet-framework	1.0.4		N/A
io.github.zhoujunlin94	meet-framework	1.0.5		N/A
io.github.zhoujunlin94	meet-framework	1.0.6		N/A
io.github.zhoujunlin94	meet-framework	1.0.7		N/A
io.github.zhoujunlin94	meet-framework	1.0.8		N/A
io.github.zhoujunlin94	meet-framework	1.1.0		N/A
io.github.zhoujunlin94	meet-framework	1.1.1		N/A
io.github.zhoujunlin94	meet-framework	1.1.10		N/A
io.github.zhoujunlin94	meet-framework	1.1.2		N/A
io.github.zhoujunlin94	meet-framework	1.1.3		N/A
io.github.zhoujunlin94	meet-framework	1.1.4		N/A
io.github.zhoujunlin94	meet-framework	1.1.5		N/A
io.github.zhoujunlin94	meet-framework	1.1.6		N/A
io.github.zhoujunlin94	meet-framework	1.1.7		N/A
io.github.zhoujunlin94	meet-framework	1.1.8		N/A
io.github.zhoujunlin94	meet-framework	1.1.9		N/A
io.github.zhoujunlin94	meet-framework	1.2.0		N/A
io.github.zhoujunlin94	meet-framework	1.2.1		N/A
io.github.zhoujunlin94	meet-framework	1.2.2		N/A
io.github.zhoujunlin94	meet-framework	1.2.3		N/A
io.github.zhoujunlin94	meet-framework	1.2.5		N/A
io.github.zhoujunlin94	meet-framework	1.2.6		N/A
io.github.zhoujunlin94	meet-framework	1.2.7		N/A
io.github.zhoujunlin94	meet-framework	1.2.8		N/A
io.github.zhoujunlin94	meet-framework	1.2.9		N/A
io.github.zhoujunlin94	meet-framework	3.0.1		N/A
io.github.zhoujunlin94	meet-framework	3.0.10		N/A
io.github.zhoujunlin94	meet-framework	3.0.11		N/A
io.github.zhoujunlin94	meet-framework	3.0.12		N/A
io.github.zhoujunlin94	meet-framework	3.0.2		N/A
io.github.zhoujunlin94	meet-framework	3.0.3		N/A
io.github.zhoujunlin94	meet-framework	3.0.5		N/A
io.github.zhoujunlin94	meet-framework	3.0.6		N/A
io.github.zhoujunlin94	meet-framework	3.0.7		N/A
io.github.zhoujunlin94	meet-framework	3.0.8		N/A
io.github.zhoujunlin94	meet-framework	3.0.9		N/A
io.takari.orchestra.it	parent	0.0.1		N/A
io.takari.orchestra.it	parent	0.1.0		N/A
io.takari.orchestra.it	parent	0.1.1		N/A
io.takari.orchestra.it	parent	0.1.2		N/A
io.takari.orchestra.it	parent	0.1.3		N/A
io.wcm.maven	io.wcm.maven.parent	1.0.0		N/A
io.wcm.maven	io.wcm.maven.parent	1.0.10		N/A
io.wcm.maven	io.wcm.maven.parent	1.0.12		N/A
io.wcm.maven	io.wcm.maven.parent	1.0.14		N/A
io.wcm.maven	io.wcm.maven.parent	1.0.16		N/A
io.wcm.maven	io.wcm.maven.parent	1.0.18		N/A
io.wcm.maven	io.wcm.maven.parent	1.0.2		N/A
io.wcm.maven	io.wcm.maven.parent	1.0.4		N/A
io.wcm.maven	io.wcm.maven.parent	1.0.6		N/A
io.wcm.maven	io.wcm.maven.parent	1.0.8		N/A
io.wcm.maven	io.wcm.maven.parent	1.1.0		N/A
io.wcm.maven	io.wcm.maven.parent	1.1.2		N/A
io.wcm.maven	io.wcm.maven.parent	1.1.4		N/A
io.wcm.maven	io.wcm.maven.parent	1.1.6		N/A
io.wcm.maven	io.wcm.maven.parent	1.2.0		N/A
io.wcm.maven	io.wcm.maven.parent	1.2.2		N/A
io.wcm.maven	io.wcm.maven.parent	1.2.4		N/A
io.wcm.maven	io.wcm.maven.parent	1.2.6		N/A
io.wcm.maven	io.wcm.maven.parent	2.0.0		N/A
io.wcm.maven	io.wcm.maven.parent	2.0.2		N/A
io.wcm.maven	io.wcm.maven.parent	2.0.4		N/A
io.wcm.maven	io.wcm.maven.parent	2.1.0		N/A
io.wcm.maven	io.wcm.maven.parent	2.1.10		N/A
io.wcm.maven	io.wcm.maven.parent	2.1.2		N/A
io.wcm.maven	io.wcm.maven.parent	2.1.4		N/A
io.wcm.maven	io.wcm.maven.parent	2.1.6		N/A
io.wcm.maven	io.wcm.maven.parent	2.1.8		N/A
io.wcm.maven	io.wcm.maven.parent	2.2.0		N/A
io.wcm.maven	io.wcm.maven.parent	2.2.2		N/A
it.rebase	rebot-sed-plugin	0.1		646a07f0ea7f50e325bf0a4d6ea20fe1b53c7f9e
it.rebase	rebot-sed-plugin	0.2		6e33dc360d95e345198e2b16cca309baa4ca150d
it.rebase	rebot-sed-plugin	0.3		8bc70ddb5e79c0ad744c53430daacf4e210d85d1
net.osgiliath.samples	net.osgiliath.sample.webapp.model.entities	0.3.1		9357a689024e8d8ef8172b0f1e4fff5c00ecd1db
net.osgiliath.samples	net.osgiliath.sample.webapp.model.entities	0.3.2		0a44c259ae99fce426e30923a79d5d364c626d65
net.osgiliath.samples	net.osgiliath.sample.webapp.model.entities	0.3.3		1270ab88fd65d2db4638df3720b2d74871efd0b8
net.osgiliath.samples	net.osgiliath.sample.webapp.model.entities	0.3.4		4186787e5a06dde518350b86b5bdaccefd1d2756
net.osgiliath.samples	net.osgiliath.sample.webapp.model.entities	0.3.6		5e361afd57b19e3aabd77565ae9ebcaabb16cf5e
net.osgiliath.samples	net.osgiliath.sample.webapp.model.entities	0.3.7		e5627a23872399ad17464d86840237440c88f030
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	0.3.1		c50ff4942c902a7c7294401f5235db8eb78f45a6
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	0.4.0		7d5ade70ab8eba4b5126f96a0034d9a062524062
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.0.0		609e0b609493af89fd5e5f95a37d8fceaca0f0be
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.0.0-CR2		7cebc40717fdbf8998fd1d8ac919ad74e27dfd6d
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.0.0-CR3		7a462be2387fde105833a288235fd223439591db
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.0.0-M1		372a5edc82b1162e7c80c40b1e4a12c31641bf7f
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.0.0-M2		c7a5539058a1011646bf00b10e4c95ef387f176d
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.0.0-M3		e8d1605e65ff6d3cfb0da2001c3dac45aa85220d
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.0.0-M4		05b740a2ccf0c779f2b7f2ef565738d33c852ca9
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.0.0-M5		670f95a213e820369198dd5c3830206dd7492285
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.0.0-M6		7caa9981f54d53df3775b15318137574112a73b0
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.0.0-M7		69d21e9c175fc9e657336da6ad5bbac625922dbc
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.0.1		9b5a57aca67a86f70eef4ac0a0b92892e3cbd318
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.1.0		7c44109ef35011cae8576d7b22dae0f820787815
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.2.0		d2fa42f57f6702e5ae3185ffd7b4e6275e6e372e
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.3.0		de0b52cb486305fee1c5f884b05aa8f764525040
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.4.0		d4831365688fefe5a25a6a8f892717ceec5b02f0
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.5.0		18f216e6ff8443cd1e86084cc35f37aa08acf912
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.6.0		113bd9ad399de242125b02a794572b46b412bf3a
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.7.0		d4a7e509fbc678ac9353d45d471165b6f38529e3
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.8.0		7d767808d7422c97ca00562558de2e76df9701b7
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	1.8.1		2430a4dd30c1e9b66cae5fb31769f62930ce659d
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.0.0		b423f655dd4c14c14a092ea972e7b192e13e70e6
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.0.0-M1		3daf6f747035e069815c5d0dc445d29a8b186427
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.0.0-M2		59c69081cd290037c7180d57f3f0d33ff7fee323
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.1.0		decfed16bbf864b1f81fcb4588a0993c9212e50a
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.10.0		ce2780b43046e603f8c7b1520d80040f8f90adf5
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.11.0		9ed0e1043c6c876ab2730cf9c63db244710fd7c9
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.12.0		fd688d6eb758e64ba92fa67932cc6aeda8aaade0
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.13.0		ca0bdb4ede23712b8617c4c95d7039e033b49b17
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.13.1		1756b5a80353ebc937670da8fa417298180b504f
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.13.2		e78092c7cfdf60716ac5657308e7ef94a6fa3c7b
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.13.3		c0c0519aac8f805c76bf91b081e92048d0128218
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.14.0		2539120609d9cfdb24ac31da09f950b37b5e287b
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.15.0		b05ee664eb62b7e823a52685b1b63c9e3ccb621f
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.16.0		1d8821c33c0a78af68fc6eb72eb8edfe4d0af6bd
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.2.0		3dc6242b26ed746883517c06e849e753e11418a8
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.2.1		d8dfc51869a54eb522e4a8e803fff5e20da45a67
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.3.0		00c03fd6dfdaee5368e7691c95ffe3d39a9f53c2
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.4.0		27d58e5fc7f7280f5f889f62671d154aa6a019a3
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.5.0		bf039ce0d62019604c03fa015d587c027a2125b0
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.6.0		234f93cf4bc29e4c9a7a2466373db08cdc53d441
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.7.0		fa62592d699660eca84709a01707b9fe69757830
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.7.1		7ca8727b9d7403580e1559b3dfc2ee1bcf4b3d96
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.7.2		2f6cf7c551616a36828f45347d248216a52fb137
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.8.0		08b6d076caee1ba720d16e7e607def19e7d056ca
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.8.0-M1		4443aa056a07be2c550c94d4946d025570813f62
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	2.9.0		d478fe06146d7f236b63a0efcf835b10638bbfdc
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.0.0-M1		2d206062e2c395da7705b29fca43aecb27b2b36b
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.0.0-M2		b81ba33f683f43246150a36de7e7e362f1bb310d
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.0.0-RC1		9bb483a48d59d77fd13700bed302082858c88b49
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.0.0-RC2		c9e07bb0a6795c9c5c5b13e4b427618ddf7640b5
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.10.0		55d613884c839e65786bb0baad447bfc9a0e97f3
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.11.0		5ed5c55fcda9534960389ef6ba6b0fd9fbf2eb5f
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.12.0		fdf432230d3f386514ac17a4d9c6725a121626dc
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.13.0		58ddfa4fc88f3a97324dbe392f1eefc1296cd928
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.14.0		10db8508806999b38ad235a43e20eeb37aff8630
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.15.0		6780f13fc4c9e888e7f42a5d85bcefc0098e8803
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.15.1		d28a3172f7a16154191b97623bfca5217f0680a6
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.15.2		2202e4e00b8bbebce375558d6ce5038a8eb1ad3f
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.15.3		d32c51e609bd6d0ec6a1a734346062f1b9a6b60e
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.16.0		afe8a50e9d6673b395f812c74802bc0088f4f6c3
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.17.0		ab60e9035339a00fc42e5cde1e00eda676c54c0b
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.18.0		f6fc04551011fb96d412bebb4c81c6368b94ab80
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.19.0		daac5352c75d02f1a9d2972d6bcc8d98fba0096c
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.2.0		24dfad4b6baab01f5d1b58e4c3bc4010e6987b86
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.2.1		6f24e014580a1699d55a4dc1b437ddb3d9af264f
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.2.2		78cc3c01be2ed9e0d138c816a55e24404b37a945
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.2.3		7865f414d4cbb6f7913f2e52b13523c8425395dc
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.20.0		9a6868570e9c085f7993cf101ecef2d393deeac3
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.22.0		4492b805ffcc6866554c9855adc49806bfbe904d
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.4.0		971c699179a4dec76d9678902bdc299b068511f9
org.apache.camel.quarkus	camel-quarkus-pdf-deployment	3.5.0		a41adcc2bd9fcd143ce922e1aa8ae2e5e4bac874
