cloud.keveri.dev	keveri-gateway-plugin-global	1.0		c2459ce8478a3c652ddd3303c28942ab6f17eaaf
io.arkitik.radix	radix-development-operation	v2.4.3		c601f954416b35620cdf824009869c591bf31d71
io.arkitik.radix	radix-development-operation	v2.4.4		c5c9010bb25aaa7e7c29bb59fafa47f507509aed
io.github.bxkftechteam	geomesa-sql-jdbc_2.12	0.1.0		6c2dac66cd0dd044bb924d392b7540846cbc8793
io.github.cruisoring	jsonTuples	1.0.0		0a5dfbb0cba28bd945c11ac9d6e244e2bfdd3c1c
io.github.danicma	connectivity-core	1.1.4		7a94d2e58babd980359ea601a10b6e4f273ec18d
io.github.lionh	releasedemo	1.0.0		N/A
io.github.lionh	releasedemo	1.0.0	plain	7b2fe33b398373249634f3632e1ca0628dfa98f6
io.github.pchain-org	integration-tests	1.0.1		7729b0ae330b2016629a8353370ba0302388af10
io.github.project-openubl	xml-builder-lib	1.0.0.Beta1		f3edd81deaf6d3913057a025b4c37228f1f42dab
io.github.project-openubl	xml-builder-lib	1.0.0.Beta2		ce3d32000e7df7931fb0c500a6bca99caa5d9128
io.github.project-openubl	xml-builder-lib	1.0.0.Beta3		4aca43b4434f9d09735ae414fc8ac1ffcbbefe2a
io.github.project-openubl	xml-builder-lib	1.0.0.Beta4		1421941062b1a2095d54b1658a58b11dd02f76f9
io.github.project-openubl	xml-builder-lib	1.0.0.Final		1d21aec567768590745ac4687c0ad01a12ceaeae
io.github.project-openubl	xml-builder-lib	1.0.1.Final		b4b7170bcbe4f419c2e2e1c4a5a4260ec8421b78
io.github.quickmsg	smqtt-spring-boot-starter	0.3.1		36f82b79abb4280bc300680a801c78c32f1c293a
io.github.quickmsg	smqtt-spring-boot-starter	1.0.8		613a82d4ab96ee74aa2594c2750f41698b01e4cb
io.github.quickmsg	smqtt-spring-boot-starter	1.0.9		916937b771de860338e8c474ef2a9b5b51389376
io.github.quickmsg	smqtt-spring-boot-starter	1.1.0		0e96166b00f23579857080870e68aafb41cc40a7
io.github.quickmsg	smqtt-spring-boot-starter	1.1.1		0f60bd2917bc4f0458f275aa48f9ccc174d69621
io.github.quickmsg	smqtt-spring-boot-starter	1.1.2		306e7de00ecf6dd483bf0c9926b6a0bcc52cd1e1
io.github.quickmsg	smqtt-spring-boot-starter	1.1.3		f5e581a03958572af86868a74eef70754b46905d
io.github.quickmsg	smqtt-spring-boot-starter	1.1.4		55adae11f415e042eb8d769de82a5a26a9c01f8f
io.github.quickmsg	smqtt-spring-boot-starter	1.1.5		a24724c40295a915ad2ccb340b791fe1b3730b06
io.github.quickmsg	smqtt-spring-boot-starter	1.1.6		25d72faf436944ea4a4f78f2cb718df60f757e74
io.github.quickmsg	smqtt-spring-boot-starter	1.1.7		9bcf8c4c36d7820b318777172b864317877937a3
io.github.valdo404	osm4scala-core_2.13	1.0.11		d1f611ab24cc4110b2a03a25bc43ac89ceb126d0
io.stargate	microbench	2.0.16		b33bc26ad285b028a37f2ee59bb3a68d303a35c9
io.stargate	microbench	2.1.0-ALPHA-1		a59b830b766638ecc1b3fdec17333a108e35cb21
io.urf	urf-cli	0.3.0		632d028ece091742913dab7c000eeb8fe57b9a44
io.urf	urf-cli	0.3.0	exe	c95c3cb2b5c6a4f0947c39d13801cf4ec5b37b84
io.urf	urf-cli	0.3.1		f9fe31326aa511c8e8873dc7b5407dd85b7ab409
io.urf	urf-cli	0.3.1	exe	0e5de08720a29f968953b47e8378de542a62010a
io.urf	urf-cli	0.3.2		d553143a0c0265c6ea66771f899756d8c9eb94a4
io.urf	urf-cli	0.3.2	exe	451abc206c805121fb98af01a035a7c8e12589c4
io.urf	urf-cli	0.3.3		f84eab94f30154b8d18d6893cfa6e6472c5cbad1
io.urf	urf-cli	0.4.0		8e55b69eb4ef06c92f9361c0ed48dd848125ef16
io.urf	urf-cli	0.4.1		f0b14c35577eedc2516f7fd399ab2b2caf4f17f6
io.urf	urf-cli	0.4.2		77ac14b5a220a14b5d8218f9f1874c88c143d485
io.urf	urf-cli	0.4.2	exe	c3a276239ca3e09d4bfe23d878e9d5d5aba70d04
it.czerwinski	kotlin-util-tvosx64	1.4.20		N/A
it.czerwinski	kotlin-util-tvosx64	1.4.21		N/A
it.czerwinski	kotlin-util-tvosx64	1.4.30		N/A
it.czerwinski	kotlin-util-tvosx64	1.4.30	metadata	7a47378b0fe28546184a240e53b722b61afc81ae
it.czerwinski	kotlin-util-tvosx64	1.4.31		N/A
it.czerwinski	kotlin-util-tvosx64	1.4.31	metadata	34ed76e59f353d50f725cebf205c05bb03bfe013
it.czerwinski	kotlin-util-tvosx64	1.4.32		N/A
it.czerwinski	kotlin-util-tvosx64	1.4.32	metadata	0fe54887f9e3a15c1dcc6aa27581e574ac2c5355
it.czerwinski	kotlin-util-tvosx64	1.5.0		N/A
it.czerwinski	kotlin-util-tvosx64	1.5.0	metadata	a9ede4cc5079bc604c6437ce6a58b688907b5279
it.czerwinski	kotlin-util-tvosx64	1.5.10		N/A
it.czerwinski	kotlin-util-tvosx64	1.5.10	metadata	3301ec9e7b5e4abc7c928463684406b67b759b6d
it.czerwinski	kotlin-util-tvosx64	1.5.20		N/A
it.czerwinski	kotlin-util-tvosx64	1.5.20	metadata	6b091df56d3c641a23c166c6b7e50e6d14c0c5b1
it.czerwinski	kotlin-util-tvosx64	1.5.30		N/A
it.czerwinski	kotlin-util-tvosx64	1.5.30	metadata	1ff84d90bbe61daea62e7280057385b124da759c
it.czerwinski	kotlin-util-tvosx64	1.6.0		N/A
it.czerwinski	kotlin-util-tvosx64	1.6.0	metadata	51b35b0297a00e19fffdbd64d1b55ab2063ebf06
it.czerwinski	kotlin-util-tvosx64	1.7.0		N/A
it.czerwinski	kotlin-util-tvosx64	1.7.0	metadata	9417c2042d9fc05571028e5f81c0381e5ea4c70b
it.czerwinski	kotlin-util-tvosx64	1.7.0-RC		N/A
it.czerwinski	kotlin-util-tvosx64	1.7.0-RC	metadata	1167b7d60becbc23c1fdcaa72ce1b1227ce263e4
it.czerwinski	kotlin-util-tvosx64	1.7.1		N/A
it.czerwinski	kotlin-util-tvosx64	1.7.1	metadata	2ca0919b7b73da7c9c5feed868da1ddbddfef3e0
it.czerwinski	kotlin-util-tvosx64	1.8.0		N/A
it.czerwinski	kotlin-util-tvosx64	1.8.0	metadata	2cb5e34f6e0a025fb0b477e734ce9d6aea9fd912
it.czerwinski	kotlin-util-tvosx64	1.9.0		N/A
it.czerwinski	kotlin-util-tvosx64	1.9.0	metadata	df2c5eb92ac5b472c0c8277daf891521e6c0b7e6
it.czerwinski	kotlin-util-tvosx64	1.9.1		N/A
it.czerwinski	kotlin-util-tvosx64	1.9.1	metadata	86ca0959c70708c7e6d71ae9a754080349e15ff2
it.czerwinski	kotlin-util-tvosx64	2.0.0		N/A
it.czerwinski	kotlin-util-tvosx64	2.0.0	metadata	a001ce60f2e259051ae4f2cc05839d6398cf0680
it.czerwinski	kotlin-util-tvosx64	2.1.0		N/A
it.czerwinski	kotlin-util-tvosx64	2.1.0	metadata	d04407dfcf8615a8687ec098a540e933dc5df2e2
it.revarmygaming.ragcore	common-api	2.0		ecf55d1c173ffa0149913b39fa84bad33c358e4e
it.revarmygaming.ragcore	common-api	2.1		45de3e184d59c258081d05d8448d27977ee68b45
li.strolch	li.strolch.tutorialapp	1.3.0		da6d9daa85ca677087fbbf22f91aaeb53749000e
li.strolch	li.strolch.tutorialapp	1.4.0		34383077f20270818adcdb45b7bcc948bfaaa89e
li.strolch	li.strolch.tutorialapp	1.4.2		ee319309692bfa39930810b9bdf7e25a0a1dbc78
li.strolch	li.strolch.tutorialapp	1.4.3		4f44cdc819f4e56e15ddbc474102fdd8bd8a5cf5
li.strolch	li.strolch.tutorialapp	1.4.4		f7e5f4124d0a0d6062ddb9ea574f8e8d7c80d848
li.strolch	li.strolch.tutorialapp	1.4.5		74468291ae3c0cac398df6434396bce0c5a2c654
net.codecadenza.runtime	codecadenza-server	1.0.0		41915607af8ee208b2f677dfe2298d8a5db1c5ed
org.apache.camel	camel-geocoder-starter	2.18.0		869b715e8cbddc84db1c02227df8da7fcc2fcf9c
org.apache.camel	camel-geocoder-starter	2.18.1		fc58c7e710299fb948bec088f9fa79c5e8960cab
org.apache.camel	camel-geocoder-starter	2.18.2		1a140f9609a6baf4e2f291d67e39d65afb0776fd
org.apache.camel	camel-geocoder-starter	2.18.3		d15857d65646d7b06eee4cc376bc176a9129bbf1
org.apache.camel	camel-geocoder-starter	2.18.4		9bd4b8fbce63062fa44a029207275cac27acbab4
org.apache.camel	camel-geocoder-starter	2.18.5		240c51aeb26be3913226c369b65d125e6e47a01e
org.apache.camel	camel-geocoder-starter	2.19.0		38781cae492bf2ad0ac85c3319730aa33e326c45
org.apache.camel	camel-geocoder-starter	2.19.1		9c82d32719d505b8e4bac292522fc4ecfdabc8f9
org.apache.camel	camel-geocoder-starter	2.19.2		81ed6c3067dd71ee379181511f99778c8eb22db3
org.apache.camel	camel-geocoder-starter	2.19.3		dc3798afe8953299772c5f61c62db6307d95cab0
org.apache.camel	camel-geocoder-starter	2.19.4		941e0a265804b2f8c940363487ee2738ac8b61a6
org.apache.camel	camel-geocoder-starter	2.19.5		a2e73acca2362fdd329a6991ef99f6f6a28a4222
org.apache.camel	camel-geocoder-starter	2.20.0		b39a38bf883099cfea82fb73b2f377bb2cf1c9fe
org.apache.camel	camel-geocoder-starter	2.20.1		59ac084b9859e3e31640082c4d6a636bbfda161f
org.apache.camel	camel-geocoder-starter	2.20.2		73ad493ff283ed4d06fcf49cee35b2648050ac7d
org.apache.camel	camel-geocoder-starter	2.20.3		f600e635e20788e7017637c35d9a2888635c3846
org.apache.camel	camel-geocoder-starter	2.20.4		5f63f530453b8a9a92e25a75e29c6ee9e55669c2
org.apache.camel	camel-geocoder-starter	2.21.0		16ea2113ceb03db27a659de8fd54de79041357c4
org.apache.camel	camel-geocoder-starter	2.21.1		491ce5f7a2ddee3d27fa694af594dfbe894b4aa0
org.apache.camel	camel-geocoder-starter	2.21.2		c815c2cd057d3d90d53c8a188a4ce3d1f6142557
org.apache.camel	camel-geocoder-starter	2.21.3		86855e475ad2a06f333829ad2749481791767416
org.apache.camel	camel-geocoder-starter	2.21.4		af0edc6aeea4789f1cb66575dd39ffb325333a71
org.apache.camel	camel-geocoder-starter	2.21.5		61ca19c63bcfe51688fc1d7a0ebb214a4d00e45e
org.apache.camel	camel-geocoder-starter	2.22.0		be59c955bff9dd505137723116d41103e8f0f999
org.apache.camel	camel-geocoder-starter	2.22.1		7cb0e954a204cd35da8c11576057e7023e9733c9
org.apache.camel	camel-geocoder-starter	2.22.2		631e1991cb4331f01c254df60a382d20e70d9e51
org.apache.camel	camel-geocoder-starter	2.22.3		b1d529a01076b9409268ce2ca9904c458360025d
org.apache.camel	camel-geocoder-starter	2.22.4		0c2a5e2000132ac64c572d0ddc0fed9860bf8041
org.apache.camel	camel-geocoder-starter	2.22.5		efb8405fe7a406d51f9d10bb714742c9d4a61b7c
org.apache.camel	camel-geocoder-starter	2.23.0		60baf9c79ae5ccece0fc250a9b72b2ce27fbcdb1
org.apache.camel	camel-geocoder-starter	2.23.1		946537f54bd6a0c2ffa12997da338a7d406da4a5
org.apache.camel	camel-geocoder-starter	2.23.2		fcf3ccb4d40de09dc9a609ae9ac4d7ce939e5121
org.apache.camel	camel-geocoder-starter	2.23.3		10c9c730e2790846b001ae0ae4877cb573893687
org.apache.camel	camel-geocoder-starter	2.23.4		337e43f0339f108e626d566db02214cac9235e6e
org.apache.camel	camel-geocoder-starter	2.24.0		776ccaabfeaa67d3b7e63b1957c9cba5b6a9fac4
org.apache.camel	camel-geocoder-starter	2.24.1		ffaaf271424b7d29766f9f63fd8209c564a22a61
org.apache.camel	camel-geocoder-starter	2.24.2		71c6b4c448b5ba13f0925f5227dbdbcbe7da20c8
org.apache.camel	camel-geocoder-starter	2.24.3		917a94a2bb7135225a3e4156ef2692021e6412b1
org.apache.camel	camel-geocoder-starter	2.25.0		1e9602eecbb932c4f370fb1d6e65c22949efe31a
org.apache.camel	camel-geocoder-starter	2.25.1		dea9f789386b059625cb928d15bb64ac54d129cd
org.apache.camel	camel-geocoder-starter	2.25.2		8c12bad743ddcb326a0a40e187c2eafa6e782573
org.apache.camel	camel-geocoder-starter	2.25.3		ad019f1bad4117d9aa7fac27f3997860dec50f6a
org.apache.camel	camel-geocoder-starter	2.25.4		135c1466c02bca8329da771465b1c1d673508325
org.apache.camel	camel-geocoder-starter	3.0.0-M1		46a8c5cb9957737efd8ae64cba609fb272cf8f7f
org.apache.camel	camel-geocoder-starter	3.0.0-M2		11b32cafb85fb5a9e65e515f537f4e886b608720
org.apache.camel	camel-geocoder-starter	3.0.0-M3		bfbec5675fc6fbed439df599aa773f94aa46a9fc
org.apache.camel	camel-geocoder-starter	3.0.0-M4		29c5c6e4d3c7010f8e7118b1bf1432915200b445
org.apache.camel	camel-geocoder-starter	3.0.0-RC1		c728e299a8b0b744d379a805134a9af8b5fbd811
org.apache.camel	camel-geocoder-starter	3.0.0-RC2		a7d841e95754c7f6f2bcb75657d7f88bf9207d02
org.apache.camel	camel-geocoder-starter	3.0.0-RC3		c0c41058b24f960b313bea84945a10c7a1c4030c
org.apache.datasketches	datasketches-pig	1.0.0-incubating		b460fae24d412963f63f42cbdb63ab5c1d21fdab
org.apache.datasketches	datasketches-pig	1.1.0		a8e69e3bf2708a18a04582024b1f50fe0421bbdb
org.apache.whirr	whirr-voldemort	0.5.0-incubating		7cd1152204122dcb380fb9b4f8e58ae34d4bae92
org.apache.whirr	whirr-voldemort	0.6.0-incubating		b3cc2592d7762fdcb8406858536261d3f32dc80f
org.apache.whirr	whirr-voldemort	0.7.0		119cbf6279511df8b872c9b8b621c17f17ab8460
org.apache.whirr	whirr-voldemort	0.7.1		080427b05faa991e81a667b8c1692e649b3d6039
org.atteo	evo-janino	0.6		3fecaf661a22f53400fc9f7958dd1b7f08cf77bc
org.atteo	evo-janino	1.0		a41647e2739ba89ef53431645d70536820fbe8b2
org.atteo	evo-janino	1.1		00ad98e9194252ad06c115bf2d8d4ab917c46603
org.axonframework	axon-messaging	4.0		4b7e0d83e6fb5377e21866afa7b6b10f68040fd8
org.axonframework	axon-messaging	4.0-RC1		a4c1fffd263e3a01250c2b0a7782b1649d96ac06
org.axonframework	axon-messaging	4.0-RC2		a7c400c29969d4d1222c58ad42d405c38b527e2b
org.axonframework	axon-messaging	4.0.1		87a8a203b6ae29a1de273acc439f3296f8d7c5fa
org.axonframework	axon-messaging	4.0.2		3bb40349f728d7b63bed485642670c4986891774
org.axonframework	axon-messaging	4.0.3		56d7aa39ab430a5ce8499369fa0cea2db73991cd
org.axonframework	axon-messaging	4.0.4		1524cf0fd4d786dc438ec717d449cd42784524f6
org.axonframework	axon-messaging	4.1		0d077bf1cec32c6100ecf8a08bb24fcf1b80422b
org.axonframework	axon-messaging	4.1.1		2126fc1cbcd6ec569a31d1a93aa4afdca1dbdd70
org.axonframework	axon-messaging	4.1.2		2ac9c75715cf81c8715d436b0442b7fbd7d540b4
org.axonframework	axon-messaging	4.10.0		bf1aad8c2076ada0d0a2ea0e97dbf193aa7bf8be
org.axonframework	axon-messaging	4.10.1		2ddbc810a3c4a4b0e6e78741be11060da0282f68
org.axonframework	axon-messaging	4.10.2		9f2306569d6a756de8aa47e9c48d70bb7341ed73
org.axonframework	axon-messaging	4.10.3		6720fb876d9a2e36d8e6f2f329446ad016875a9f
org.axonframework	axon-messaging	4.11.0		550b44e8b7973a06e2935c37003d6695b938bbab
org.axonframework	axon-messaging	4.11.1		358f247bbd983d8829d4e0fb6921b39d0b7e6c0b
org.axonframework	axon-messaging	4.11.2		b26fd27253b40d0e3cd7390e4432ae109ef088d1
org.axonframework	axon-messaging	4.2		90204fd094492b37b9511bde81ef3142de65b11c
org.axonframework	axon-messaging	4.2.1		5c845d8ce4169009c3b4fe6ad666b06a36ceaeba
org.axonframework	axon-messaging	4.2.2		eb874b901c84b1e89500f3f11166fa011151b07b
org.axonframework	axon-messaging	4.3		9a60ac7052e278e1bb76d3f06953c4bbc6ddb62a
org.axonframework	axon-messaging	4.3.1		ed00ef8a54bb1151d85f2148ae61e56cfb2ca9b5
org.axonframework	axon-messaging	4.3.2		0473de4ffb2c46e4047a5b0b41a6dd70a374cfad
org.axonframework	axon-messaging	4.3.3		c0cc42ef660bc5f315b4d4e5a9cd567105f4e203
org.axonframework	axon-messaging	4.3.4		09cad7eec143021aba39ee5759b86f24016d6836
org.axonframework	axon-messaging	4.3.5		52841b75a6348a3147036ed7f3cd3fb99d56add3
org.axonframework	axon-messaging	4.4		76282accb39c5bc017c64ffeb779bf38722fc2ec
org.axonframework	axon-messaging	4.4.1		b3ecb15baa457fe00a98068df51ea1f13f55b4b3
org.axonframework	axon-messaging	4.4.2		a197020daf671052493af29cc48a4893a45b5c61
org.axonframework	axon-messaging	4.4.3		855188b1f95a03cbcc1bd4992c029afd11e17b4a
org.axonframework	axon-messaging	4.4.4		319f4f0828718b82abc8322d087fba1a7e8b77c1
org.axonframework	axon-messaging	4.4.5		dc6936fb31f1938b5c80f5bbe95b939c1bb36e71
org.axonframework	axon-messaging	4.4.6		394b1c060301e7c2fb580265cf8288b7cc1394db
org.axonframework	axon-messaging	4.4.7		06b56623cabd11219a3324768218d47b9d0bd517
org.axonframework	axon-messaging	4.4.8		ad2d4373008c940f32bbcf6903c831f42c6df195
org.axonframework	axon-messaging	4.4.9		aa68e9dc75391ebd80b9ae2308dda4d36252a934
org.axonframework	axon-messaging	4.5		e159fc83da72fb2ab731351ba2f5459bd2adc042
org.axonframework	axon-messaging	4.5.1		39e83cb82a648eb20ea51b50ba64f792f504c926
org.axonframework	axon-messaging	4.5.10		0638a9e5e7d729e4f65da1c133dc76ac94c89bff
org.axonframework	axon-messaging	4.5.11		9ab2288d8006ac593ef1f1adfb335c6913939e63
org.axonframework	axon-messaging	4.5.12		631a7903f755036143a9f779af18a53953f95f15
org.axonframework	axon-messaging	4.5.13		7289c17b280293ab2a030a2f9357e3a73d1d275d
org.axonframework	axon-messaging	4.5.14		1158279563fbc27ea4dbb441544158b828a0c951
org.axonframework	axon-messaging	4.5.15		3880ed21aac29f4841420e5924b60102d0f45538
org.axonframework	axon-messaging	4.5.2		6722120cb666ce150d4e27ad94aeacc99ea05a90
org.axonframework	axon-messaging	4.5.3		5a896c7dd8a505f3c5b5607cdb798dae081ada6e
org.axonframework	axon-messaging	4.5.4		7601eb169f13e279454d492481972ce85701be35
org.axonframework	axon-messaging	4.5.5		4687d0802348f4e7148033628396194ca65d5669
org.axonframework	axon-messaging	4.5.6		901250d284dbb2542b8b408b75a4b2a6c8681e6f
org.axonframework	axon-messaging	4.5.7		28c9f2187ab472ce4ca6542c7badc22336e0f7a5
org.axonframework	axon-messaging	4.5.8		c1632507c39a7b3c346c45afd116f62779d1465e
org.axonframework	axon-messaging	4.5.9		9677cb4d3c47d2f22e8fe7f6a52c145d9ab5e638
org.axonframework	axon-messaging	4.6.0		0428317fb5287a63a105116ee6142be5ec7244fc
org.axonframework	axon-messaging	4.6.1		4d9aa2d9e252b03fcf3378b031103c756a7144aa
org.axonframework	axon-messaging	4.6.2		48cfa719a9d9e4407eccd0d40ab125afebd5d66c
org.axonframework	axon-messaging	4.6.3		e7fbaa788d6aab730165391467e186c8dfb562a0
org.axonframework	axon-messaging	4.6.4		e8549baa4f456a7f8c6f277346e074b2b0c62c56
org.axonframework	axon-messaging	4.6.5		07a54a65a8ba50c4b13e122a96233779f1bc7452
org.axonframework	axon-messaging	4.6.6		f461e208d34b66a5e29bb6ea634661c1c7db82ca
org.axonframework	axon-messaging	4.6.7		f0b744b956bc8180e148045b89aeea497e0b0580
org.axonframework	axon-messaging	4.6.8		76e067658783c88bcc4219167704deb0cc512d8d
org.axonframework	axon-messaging	4.7.0		2a1f3eb5ff83473a26cb2da9377d8d731fcbb363
org.axonframework	axon-messaging	4.7.1		1868ce854d75a34e740b0c8c2ab102e35b56ec0d
org.axonframework	axon-messaging	4.7.2		8ad6d507433680a8efab67dfdd3d7a803e77426a
org.axonframework	axon-messaging	4.7.3		47845d99d4c13395d4b362bc9d6262ebd70914db
org.axonframework	axon-messaging	4.7.4		92afab14e8ce7446d862fe4cbdfcf09631a43d1f
org.axonframework	axon-messaging	4.7.5		49612b7af363edd27f732048a6b0e114eb665c4d
org.axonframework	axon-messaging	4.7.6		16ec78050f4d04bd50b1349027cd9feee3cae6ba
org.axonframework	axon-messaging	4.8.0		e3550a0c734b76b2ba23756f7464e5b67770e55e
org.axonframework	axon-messaging	4.8.1		6cd4ef05b01f078d7c48e3419cfd0ecaa062ca80
org.axonframework	axon-messaging	4.8.2		5bbc0e02c740f42a0a2402ba00d99be6afb25b3b
org.axonframework	axon-messaging	4.8.3		3488d42723d80ac430537054b3aa23c02b73018b
org.axonframework	axon-messaging	4.9.0		a95efd9dbc73add769024cdb370a7b1652a4009f
org.axonframework	axon-messaging	4.9.1		48da4bd9b417750b2242a23cac278b5a11688a21
org.axonframework	axon-messaging	4.9.2		92bac19d3b1ca7ca1f4084a84c30b87f43382588
org.axonframework	axon-messaging	4.9.3		542b1fcffe6d4575026965c79da30a0c5c736e02
org.axonframework	axon-messaging	4.9.4		99ff0591f06c8ed7f985c996123d99d29dddcbbd
org.axonframework	axon-messaging	5.0.0-M1		456b94b8a8bdd6b2c46284fca46cf0c36f431363
org.backuity	matchete-json_2.13	1.29.1		ae6e427361a2c10b95d15287dccc9b229ac0baa9
org.clulab	reach-exe_2.12	1.6.1		339bf542e402534ab978263637424d987fdefa4e
org.clulab	reach-exe_2.12	1.6.2		50525faf8a9af206ec64eca85589163b8b5a810e
org.eclipse.che.plugin	org.eclipse.ui.ide	6.10.0		df32535a299a33ae39776408caca4d447d50720f
org.eclipse.che.plugin	org.eclipse.ui.ide	6.11.0		9794b3e608e9eb76ae4d4880d0d2170c297d1f29
org.eclipse.che.plugin	org.eclipse.ui.ide	6.11.1		e82a29638890a6d6523bbc481f44d0415af7fe4e
org.eclipse.che.plugin	org.eclipse.ui.ide	6.12.0		5313047b09d0bcd2673198e51f8b030c7c7c6148
org.eclipse.che.plugin	org.eclipse.ui.ide	6.12.1		1b1c439c976939c440ace67319943c8d71e80e42
org.eclipse.che.plugin	org.eclipse.ui.ide	6.12.2		f8f707890d5cfe166e44791210935b9a1681c302
org.ektorp	org.ektorp.android	1.2.2		63c5dcdb3c383eb035001aa216b28b38e4ddd9a4
org.ektorp	org.ektorp.android	1.3.0		1ebe54eb38c7bacea9a9f3bfefc3654b7343d2b7
org.ektorp	org.ektorp.android	1.4.0		54b91795f117973983916a571146b7be257a0cf8
org.ektorp	org.ektorp.android	1.4.1		5dc8ffa5f5645e320ba8af9b0cca26fa0ef860b2
org.ektorp	org.ektorp.android	1.4.2		362e0126e5117bf33630cf2b0340000c4d51e0f2
org.ektorp	org.ektorp.android	1.4.4		4bcf18cbbb7248f1495e410a18268b5a6b88e9c8
org.ektorp	org.ektorp.android	1.5.0		5788e9a1f225a52515a2a2c1de2bb1166cfdb826
org.extrema-sistemas	loom-tests	2.0		63fa82c52a7fd8f81f50ff06a3502a8bbe13e9c4
org.extrema-sistemas	loom-tests	2.1		135fa5947de5b7e9f7bc5edf10700f21e4b49900
org.extrema-sistemas	loom-tests	2.2		fa06f8040f497ab688dfd80eccf0bd52b860eaf5
org.extrema-sistemas	loom-tests	2.3		212c6bc4baa90e209b9b0aa5b13386c7f372a1f7
org.extrema-sistemas	loom-tests	2.4		164f80006148732346a603d047cedf38a58a9f03
org.finos.morphir	morphir-toolkit-codec-zio-json_native0.4_3	0.4.0-RC02.REV01		8a594f8df61cd4dad1fb1b01b3d49c69de5e7271
org.finos.morphir	morphir-toolkit-codec-zio-json_native0.4_3	0.4.0-RC03		53a346144bec7083a92452f6b4dd01dbc0c29dc8
org.glassfish.admin	launcher	10.0-b28		599550f2987c987fc8a7f10685c7515df846826a
org.glassfish.admin	launcher	3.0		c408c0bab0733020b949e53518ccd75e2e05e707
org.glassfish.admin	launcher	3.0-Prelude		c451730937de345dfd8e6b1d888a1c859ecf18bf
org.glassfish.admin	launcher	3.0-Prelude-Embedded-b10		cdc122e40fb3c0e6618e68732e5cd3814dafddb6
org.glassfish.admin	launcher	3.0-Prelude-Embedded-b11		3936f783bf43af7a97b39cea5671a3ed80e98a8f
org.glassfish.admin	launcher	3.0-Prelude-Embedded-b12		b13d18d0fd6a9af3cfd0f1446c2c57880d1c6879
org.glassfish.admin	launcher	3.0-Prelude-Embedded-b13		27ebba8a0bf9766838572f87da0ba568ff9b4939
org.glassfish.admin	launcher	3.0-Prelude-Embedded-b14		ebd6ac802971decd2355671ee9951703244494c3
org.glassfish.admin	launcher	3.0-Prelude-Embedded-m2		9b29ee5e8b7c289f4352907de221a93a995f918e
org.glassfish.admin	launcher	3.0-Prelude-b28b		d23202bd30dc018645064b9880ace354bcd5120e
org.glassfish.admin	launcher	3.0-Preview		1554573471cdf446cc3731558a0b0982deb9bcb1
org.glassfish.admin	launcher	3.0-Preview-b47a		e3444c6f7483feb6a6aefe3a0328fc845675a4d8
org.glassfish.admin	launcher	3.0-Preview-b47b		e47744bcd67239c9da95ff0153de52f3851cc262
org.glassfish.admin	launcher	3.0-Preview-b47c		089ca0da7036d54c2438403a0ec62ab55c1a8900
org.glassfish.admin	launcher	3.0-b29		209f873a5ffc46bd2b919113acfc1997a6816d2e
org.glassfish.admin	launcher	3.0-b30		57898da57f4d2d57a6ad63d6e7e8f971d686247a
org.glassfish.admin	launcher	3.0-b31		3104361f9062cc869d8f15d3895e0db6485a2c67
org.glassfish.admin	launcher	3.0-b32		e1c613785aafb7bd30183731792ee11290378f00
org.glassfish.admin	launcher	3.0-b33		5e278c0ff06f08d98c8523743eba3abf21f606db
org.glassfish.admin	launcher	3.0-b34		349a0bcf16103a74c57233cdec0a2e0a15c08183
org.glassfish.admin	launcher	3.0-b35		f58c2cd5bb6421595b5477de339dd9fa34bbdd40
org.glassfish.admin	launcher	3.0-b36		414b408e811459870af8110e2e90e1bf6a048ce6
org.glassfish.admin	launcher	3.0-b37		84c88a53a5ea3716e12296ec3be867fada95c1f4
org.glassfish.admin	launcher	3.0-b38		61efe13defd86215b07a8e875e200c6f738982bb
org.glassfish.admin	launcher	3.0-b39		80a0dfc66a3422a6f9d9bba9585d08b54696a50a
org.glassfish.admin	launcher	3.0-b40		a5d0ad11019e99368020575d35a3fb76772c4883
org.glassfish.admin	launcher	3.0-b41		fadaceae56d6fb8d57381f56b1f29db0e241d1e6
org.glassfish.admin	launcher	3.0-b42		7f3fbf1f339533ac5710c2422e6377a84b881add
org.glassfish.admin	launcher	3.0-b43		67eb80df2a1adadea1e04678da5beca378e3fa8a
org.glassfish.admin	launcher	3.0-b44		5af34eea1ce77175bbb8a6127f7311797b309cef
org.glassfish.admin	launcher	3.0-b45		8fb52c2f299f310244f5f131ad48ac6e37b1a949
org.glassfish.admin	launcher	3.0-b46		1882deba5a316269839667755475f91d561cae77
org.glassfish.admin	launcher	3.0-b47		c3b185bcbb0e0ad02efb5b152792137a8b59ebbb
org.glassfish.admin	launcher	3.0-b48		9d592e9cf1a7d6ed675b850e1100acf20d065528
org.glassfish.admin	launcher	3.0-b49		117d9e59db65caeb9db4a017ed1f19d41d2cbe3c
org.glassfish.admin	launcher	3.0-b50		d52e24c134a6382d7c0b4242e775787568fececf
org.glassfish.admin	launcher	3.0-b51		718663b66d4c34d31150026c7d22403aecc48b0a
org.glassfish.admin	launcher	3.0-b52		c09899d1c4b288a63c8a4d745ea2fab9c37c4915
org.glassfish.admin	launcher	3.0-b53		75b4f484b9b20ec1cd1078d7d3edda31ca8f0ed8
