app.softwork	routing-compose-wasm-js	0.4.0		N/A
dev.inmo	micro_utils.mime_types	0.20.33		a45135e9118236f2a1a8b3dcc063312bf6e528c3
dev.inmo	micro_utils.mime_types	0.20.34		a45135e9118236f2a1a8b3dcc063312bf6e528c3
dev.inmo	micro_utils.mime_types	0.20.35		a45135e9118236f2a1a8b3dcc063312bf6e528c3
dev.inmo	micro_utils.mime_types	0.20.36		a45135e9118236f2a1a8b3dcc063312bf6e528c3
dev.inmo	micro_utils.mime_types	0.20.37		a45135e9118236f2a1a8b3dcc063312bf6e528c3
dev.inmo	micro_utils.mime_types	0.20.38		a45135e9118236f2a1a8b3dcc063312bf6e528c3
dev.inmo	micro_utils.mime_types	0.20.39		4b42431c1138d0d204c73418d3679fe479cd6ff8
dev.inmo	micro_utils.mime_types	0.20.4		219b659d9d95552a171689ae3b4ff98fb0565d55
dev.inmo	micro_utils.mime_types	0.20.40		4b42431c1138d0d204c73418d3679fe479cd6ff8
dev.inmo	micro_utils.mime_types	0.20.41		4b42431c1138d0d204c73418d3679fe479cd6ff8
dev.inmo	micro_utils.mime_types	0.20.43		4b42431c1138d0d204c73418d3679fe479cd6ff8
dev.inmo	micro_utils.mime_types	0.20.45		4b42431c1138d0d204c73418d3679fe479cd6ff8
dev.inmo	micro_utils.mime_types	0.20.46		4b42431c1138d0d204c73418d3679fe479cd6ff8
dev.inmo	micro_utils.mime_types	0.20.47		4b42431c1138d0d204c73418d3679fe479cd6ff8
dev.inmo	micro_utils.mime_types	0.20.48		4b42431c1138d0d204c73418d3679fe479cd6ff8
dev.inmo	micro_utils.mime_types	0.20.50		5896205925f9994ede8dfc335152f863ce326603
dev.inmo	micro_utils.mime_types	0.20.51		5896205925f9994ede8dfc335152f863ce326603
dev.inmo	micro_utils.mime_types	0.20.6		219b659d9d95552a171689ae3b4ff98fb0565d55
dev.inmo	micro_utils.mime_types	0.20.7		dadce45a15b8379154e0590c567984f1a538694d
dev.inmo	micro_utils.mime_types	0.20.8		4ad4015df2946d808fddb05db9a5ec6e7a5af809
dev.inmo	micro_utils.mime_types	0.20.9		d61da466ea46d784971239788c34d5efccffa7cf
dev.inmo	micro_utils.mime_types	0.21.0		5896205925f9994ede8dfc335152f863ce326603
dev.inmo	micro_utils.mime_types	0.21.1		5896205925f9994ede8dfc335152f863ce326603
dev.inmo	micro_utils.mime_types	0.21.2		5896205925f9994ede8dfc335152f863ce326603
dev.inmo	micro_utils.mime_types	0.21.3		5896205925f9994ede8dfc335152f863ce326603
dev.inmo	micro_utils.mime_types	0.21.4		5896205925f9994ede8dfc335152f863ce326603
dev.inmo	micro_utils.mime_types	0.21.5		5896205925f9994ede8dfc335152f863ce326603
dev.inmo	micro_utils.mime_types	0.22.0		154d1ac7d31996e54f3c806c57da578293556e41
dev.inmo	micro_utils.mime_types	0.22.1		9a58da1b3d773f768e6f7532a5db84c8f79049a5
dev.inmo	micro_utils.mime_types	0.22.2		9a58da1b3d773f768e6f7532a5db84c8f79049a5
dev.inmo	micro_utils.mime_types	0.22.3		9a58da1b3d773f768e6f7532a5db84c8f79049a5
dev.inmo	micro_utils.mime_types	0.22.4		9a58da1b3d773f768e6f7532a5db84c8f79049a5
dev.inmo	micro_utils.mime_types	0.22.5		9a58da1b3d773f768e6f7532a5db84c8f79049a5
dev.inmo	micro_utils.mime_types	0.22.6		9a58da1b3d773f768e6f7532a5db84c8f79049a5
dev.inmo	micro_utils.mime_types	0.22.7		d1982990c151ec4a79d7b28031dd239a64111e69
dev.inmo	micro_utils.mime_types	0.22.8		d1982990c151ec4a79d7b28031dd239a64111e69
dev.inmo	micro_utils.mime_types	0.22.9		d1982990c151ec4a79d7b28031dd239a64111e69
dev.inmo	micro_utils.mime_types	0.23.0		d1982990c151ec4a79d7b28031dd239a64111e69
dev.inmo	micro_utils.mime_types	0.23.1		d1982990c151ec4a79d7b28031dd239a64111e69
dev.inmo	micro_utils.mime_types	0.23.2		6ac236aa6a34d98770a77b26a1b7581374e0f0d0
dev.inmo	micro_utils.mime_types	0.24.0		6ac236aa6a34d98770a77b26a1b7581374e0f0d0
dev.inmo	micro_utils.mime_types	0.24.1		6ac236aa6a34d98770a77b26a1b7581374e0f0d0
dev.inmo	micro_utils.mime_types	0.24.2		6ac236aa6a34d98770a77b26a1b7581374e0f0d0
dev.inmo	micro_utils.mime_types	0.24.3		6ac236aa6a34d98770a77b26a1b7581374e0f0d0
dev.inmo	micro_utils.mime_types	0.24.4		6ac236aa6a34d98770a77b26a1b7581374e0f0d0
dev.inmo	micro_utils.mime_types	0.24.5		37cf28797f33271fa2ffad09bdf601607947661e
dev.inmo	micro_utils.mime_types	0.24.6		37cf28797f33271fa2ffad09bdf601607947661e
dev.inmo	micro_utils.mime_types	0.24.7		37cf28797f33271fa2ffad09bdf601607947661e
dev.inmo	micro_utils.mime_types	0.24.8		37cf28797f33271fa2ffad09bdf601607947661e
dev.inmo	micro_utils.mime_types	0.24.9		37cf28797f33271fa2ffad09bdf601607947661e
dev.inmo	micro_utils.mime_types	0.25.0		37cf28797f33271fa2ffad09bdf601607947661e
dev.inmo	micro_utils.mime_types	0.25.1		37cf28797f33271fa2ffad09bdf601607947661e
dev.inmo	micro_utils.mime_types	0.25.2		37cf28797f33271fa2ffad09bdf601607947661e
dev.inmo	micro_utils.mime_types	0.25.3		c92ce5b362158ac7f0baeed1dea21fe36533ca0a
dev.inmo	micro_utils.mime_types	0.25.4		c92ce5b362158ac7f0baeed1dea21fe36533ca0a
dev.inmo	micro_utils.mime_types	0.25.5		2e5bde365bd1b222a289e551ea50e49195ac5559
dev.inmo	micro_utils.mime_types	0.4.24		7a68146662bf99ee6eecca7baa504bc0323d97c9
dev.inmo	micro_utils.mime_types	0.4.25		b340f5a6d94121cd7b478e94506de4c52e65f6a6
dev.inmo	micro_utils.mime_types	0.4.26		790dbce7ad90e6a3b47800814886c38b01ee829d
dev.inmo	micro_utils.mime_types	0.4.27		16ac8bab4c591c43b3363c3b82c8f29a7ed92756
dev.inmo	micro_utils.mime_types	0.4.28		547e9dc1e38b449dc62c2420dd978cba1ac851a7
dev.inmo	micro_utils.mime_types	0.4.29		36d86d6816834094ff8e53de7574ca40f4085974
dev.inmo	micro_utils.mime_types	0.4.30		18286e51771a228b5573399f58c33af36d0a0502
dev.inmo	micro_utils.mime_types	0.4.31		329da18bf30a49215c68b0478cf2487c92de0652
dev.inmo	micro_utils.mime_types	0.4.32		01be8d0ed28f884530e477a3797cd4827465b166
dev.inmo	micro_utils.mime_types	0.4.33		fb5b5b32a01bf2abdac2b16ceb74219b2b355936
dev.inmo	micro_utils.mime_types	0.4.34		5ec7ae1468fa19a7f5ba797e335e4fb14d8ec50f
dev.inmo	micro_utils.mime_types	0.4.35		d1d0d648c97627e7edf3cd64626f9a633ef3b631
dev.inmo	micro_utils.mime_types	0.4.36		2f2e582a63cc19d8be849d44f7a056545aa3d590
dev.inmo	micro_utils.mime_types	0.5.0		d49e11a4f975d694f6437e300b14cf490ecd4bd6
dev.inmo	micro_utils.mime_types	0.5.1		6fb8fe4d8297a9af2d916cdd17ce145789f7abf3
dev.inmo	micro_utils.mime_types	0.5.10		386eee36baffe2d4f597d552a859b92b55a74080
dev.inmo	micro_utils.mime_types	0.5.11		8c5af415b7f7b0fa07500481b0c133c55736806d
dev.inmo	micro_utils.mime_types	0.5.12		31760d3df3c415afce9d13f394897c5bebd713e3
dev.inmo	micro_utils.mime_types	0.5.13		d6ea7a2a7a654671304e34f17fa0e19f630b6b6e
dev.inmo	micro_utils.mime_types	0.5.14		85f1222cb41df68eea014788e4070d4e094240d0
dev.inmo	micro_utils.mime_types	0.5.15		f4dff63587bf5fa9b1cefa80df943de337366b94
dev.inmo	micro_utils.mime_types	0.5.16		b0224501370f46783ab306352c28ab8b5374d76e
dev.inmo	micro_utils.mime_types	0.5.17		2ce658756f8d44899b0d29f3fbf877d79f73b074
dev.inmo	micro_utils.mime_types	0.5.18		cc835ea0c5ff094637c5cc130500372ca093603c
dev.inmo	micro_utils.mime_types	0.5.19		ab0866afcfbeca177fe99ed398c20629f8faecaf
dev.inmo	micro_utils.mime_types	0.5.2		a6323adae404191b2102515f1098a06b4aa20247
dev.inmo	micro_utils.mime_types	0.5.20		05531aef2f7e06171bfd36994301f850fd766759
dev.inmo	micro_utils.mime_types	0.5.21		c5bd0d2337561b8081be0552f2f967de3cd2bb05
dev.inmo	micro_utils.mime_types	0.5.22		f648e03e4e6ca19defb630b599d81b62186066b8
dev.inmo	micro_utils.mime_types	0.5.23		53aea8e05dec04eb158fac50204ac8a21f4f5bb7
dev.inmo	micro_utils.mime_types	0.5.24		dcf508305984ab3371412df651de4e7c512887fe
dev.inmo	micro_utils.mime_types	0.5.25		4a53356a61070fcefda5e913d14c6d794a920abf
dev.inmo	micro_utils.mime_types	0.5.26		be96b5fd71cca0052153a4ecad07ba12d4d70834
dev.inmo	micro_utils.mime_types	0.5.27		a8ad85fc8e6bb02e6013acddf5440615626dcc68
dev.inmo	micro_utils.mime_types	0.5.28		a99b72ffa236922e5769d5d9bd68f87faf903653
dev.inmo	micro_utils.mime_types	0.5.29		383bdfcfba2dc7db0ec9151cd681c82e6bf343f9
dev.inmo	micro_utils.mime_types	0.5.3		12cd2b4eb4d86e6eba44944d7d2748efda7d429a
dev.inmo	micro_utils.mime_types	0.5.30		e9b167ff6e6ed797d37b65d4dfc6ad799a1f1871
dev.inmo	micro_utils.mime_types	0.5.31		c83f9ee4cb7495d093b3bfb19e9e7460182e1d40
dev.inmo	micro_utils.mime_types	0.5.4		864e253f9f77e27b3877794e00d7900ef5080766
dev.inmo	micro_utils.mime_types	0.5.5		87ae06b33ceaaf8b954f2a9c3e7f19462b0ca2d2
dev.inmo	micro_utils.mime_types	0.5.6		d09ae5b53207a8219ea7c136f381da57c8d02d6e
dev.inmo	micro_utils.mime_types	0.5.7		1b52ce6414758b96762edf0f5619fa4b79cd4d11
dev.inmo	micro_utils.mime_types	0.5.8		3103ca035a14de82e40779154fdabc9dffefb18b
dev.inmo	micro_utils.mime_types	0.5.9		080164500e832e2987e41a7e2dc438e0d79c1f03
dev.inmo	micro_utils.mime_types	0.6.0		8e60a741f82de4ef62f7e761758ef605163cfeff
dev.inmo	micro_utils.mime_types	0.7.0		ecfb1e0b0d7f62f9559d5445d7b0715d0785ef38
dev.inmo	micro_utils.mime_types	0.7.1		7a943f078e6a93f0efc458c77e34367b144be557
dev.inmo	micro_utils.mime_types	0.7.2		a6535e8d1096bd9101eada501f7bfe8b472045cc
dev.inmo	micro_utils.mime_types	0.7.3		d2bacb00bf0ac14a632758c48c0b91d05df9528a
dev.inmo	micro_utils.mime_types	0.7.4		c981559ba4f1fa4edb577873ee57cde359b7bd78
dev.inmo	micro_utils.mime_types	0.8.0		ac2f3a933a75379225ce57f1ff4f209dde25674d
dev.inmo	micro_utils.mime_types	0.8.1		7acc0b69ea1631f5233bfd874fff405cd41c51d7
dev.inmo	micro_utils.mime_types	0.8.2		4cb3e07c8bbdc8fbe706d01e4de8315f185b432a
dev.inmo	micro_utils.mime_types	0.8.4		d47a253865f39e96d689d9b95c3f777cc0d96c35
dev.inmo	micro_utils.mime_types	0.8.5		e298aeedab549424847aef7f32153602401dec25
dev.inmo	micro_utils.mime_types	0.8.6		5bb62a5c9499b156bb47288faa2e77f1abb11c31
dev.inmo	micro_utils.mime_types	0.8.7		0bd848ed556839ac7c637e249db396465273e375
dev.inmo	micro_utils.mime_types	0.8.8		bb088e1dc599453e9570d783287dd5bf07c3b882
dev.inmo	micro_utils.mime_types	0.8.9		26f8ecd6270cf348fd9b7d6edaecad74ec466959
dev.inmo	micro_utils.mime_types	0.9.0		c6568ada885249a48016f3c2ff8b32b025285585
dev.inmo	micro_utils.mime_types	0.9.1		02e3b42b3d1874364d667c7481e1c30bb2e3556f
dev.inmo	micro_utils.mime_types	0.9.10		b84caf6d5781719a976198b1556e0c840cda6544
dev.inmo	micro_utils.mime_types	0.9.11		f7f9ea1a83d0a4688947437d47c7778122967f55
dev.inmo	micro_utils.mime_types	0.9.12		3c1447bae349706cfd688c2713f749e00e9dd6c4
dev.inmo	micro_utils.mime_types	0.9.13		39423622ae1b25c71eeb9fdb33183a13b30517f0
dev.inmo	micro_utils.mime_types	0.9.14		09a2e5d2c2516fdd53d46945bd33f440cb0513bd
dev.inmo	micro_utils.mime_types	0.9.15		cf28d3f2a4a77e8844e35bb7af6a60accbdbdca2
dev.inmo	micro_utils.mime_types	0.9.16		3c5f39909a7aa78e6d22ad6dc06d30479ebd3aaa
dev.inmo	micro_utils.mime_types	0.9.17		f317a3a4099d8dbfe2e1a1c5267ae2a6642c3161
dev.inmo	micro_utils.mime_types	0.9.18		a8214a5a5fdb20529bf0e57c83774465da248e6a
dev.inmo	micro_utils.mime_types	0.9.19		f1b5ebebb1fd5eb784af3d031cfaf4e7cf3e2257
dev.inmo	micro_utils.mime_types	0.9.2		e4ee8ca3d8542467716743279721f3e456edac35
dev.inmo	micro_utils.mime_types	0.9.20		e888f2454ea1b2e7b05112d026dd489836a6335f
dev.inmo	micro_utils.mime_types	0.9.21		b50972fa72f163cef171a9e8a56e55fbf6e5d8b7
dev.inmo	micro_utils.mime_types	0.9.22		7b6521deaff4d75af7348c6a57bd67691c1fb4a7
dev.inmo	micro_utils.mime_types	0.9.23		ac04a640555c10b73556f4dbe1c9f8c4808a538f
dev.inmo	micro_utils.mime_types	0.9.24		4e483d8f5d669d19c9151d4baf9ff3f20f4dbf83
dev.inmo	micro_utils.mime_types	0.9.3		cf6870cc9510314091ca816bc9c59d87613bc365
dev.inmo	micro_utils.mime_types	0.9.4		f6641ad589c1ff659ef19eddc5ff0944e6936635
dev.inmo	micro_utils.mime_types	0.9.5		fb58ad8012a15b2247707abb548224eefcd7d691
dev.inmo	micro_utils.mime_types	0.9.6		ae34ae70d0c0f5a897158e046310afa1ddee7b7f
dev.inmo	micro_utils.mime_types	0.9.7		1f24ab790172e86d95f0e17aab6df39ab2fbfc62
dev.inmo	micro_utils.mime_types	0.9.8		e1c9305e88e27ae0b470d51e66e7bcd59d7dd24d
dev.inmo	micro_utils.mime_types	0.9.9		51aec9c330f77dd5b335396adcc8e9cb4ef30f02
dev.kotbase	couchbase-lite-iosx64	3.0.12-1.0.0		N/A
dev.kotbase	couchbase-lite-iosx64	3.0.12-1.0.0	metadata	f3e4f152ad34af5f98dc733cadf3e2353c5b52b3
dev.kotbase	couchbase-lite-iosx64	3.0.15-1.0.1		N/A
dev.kotbase	couchbase-lite-iosx64	3.0.15-1.0.1	metadata	3f33997bcaa5f062104bc020bdccb4a94ee769f6
dev.kotbase	couchbase-lite-iosx64	3.1.3-1.1.0		N/A
dev.kotbase	couchbase-lite-iosx64	3.1.3-1.1.0	metadata	1c238373c90a845d6b6df46c17fb3eb36265f214
dev.kotbase	couchbase-lite-iosx64	3.1.9-1.1.1		N/A
dev.kotbase	couchbase-lite-iosx64	3.1.9-1.1.1	metadata	8f2736e517a859e64409d68e2bc57052decac6a5
dev.spiralmoon	maplestory-openapi	1.0.0		9e99fb7a0bcad9e1893bd07887cb5332948c212b
dev.spiralmoon	maplestory-openapi	1.0.1		3e7a4103116d971da0852c01aa1b2cbf658ac534
dev.spiralmoon	maplestory-openapi	1.1.0		c9c0d5fce45b6852d068dd6593afdd2e460eb262
dev.spiralmoon	maplestory-openapi	2.0.0		277d663c18a986ffcadff7d80a2414b70be9f392
dev.spiralmoon	maplestory-openapi	2.1.0		50e2d2a7e22cca93a9f47b273a8b3153552485b5
dev.spiralmoon	maplestory-openapi	2.1.1		15bcfc07cfdf6efaaccfb35abbe39b9c08e314de
dev.spiralmoon	maplestory-openapi	2.10.0		ab35c8d84ee2d128a829ac5cce29c2af26dbc2ec
dev.spiralmoon	maplestory-openapi	2.11.0		e5cb3ee4fdcb58b3397dc9da81b88802b7de5356
dev.spiralmoon	maplestory-openapi	2.12.0		ded412a39763fa236f513ab5e8cc985ad02cdc8c
dev.spiralmoon	maplestory-openapi	2.12.1		76b659e709d4ef9580b5c4f107988d4ede922894
dev.spiralmoon	maplestory-openapi	2.13.0		6296cbe9a1843e845b5c72fd75d9e7aad6cb7400
dev.spiralmoon	maplestory-openapi	2.2.0		cc74e9f11d09bf871eb00d105aed927db41e3edf
dev.spiralmoon	maplestory-openapi	2.3.0		7fe5637d65b30ed7c38335a58e2e8e01cda719d8
dev.spiralmoon	maplestory-openapi	2.3.1		2f0ef6c56caf6a0c9654a7be59be174e92a8391e
dev.spiralmoon	maplestory-openapi	2.3.2		35c8498451db7fa490703b8134e581abb128b109
dev.spiralmoon	maplestory-openapi	2.3.3		3f8236686ff42c5d55812c014d9c84df08d17237
dev.spiralmoon	maplestory-openapi	2.4.0		c6142315297927361129609f1a31a36cb69335aa
dev.spiralmoon	maplestory-openapi	2.4.1		a7c9c96ca97cd8f24f110832334621bddf8269ee
dev.spiralmoon	maplestory-openapi	2.5.0		10b5f5ff2ff978dcc0fb96d54e842328ee1fee13
dev.spiralmoon	maplestory-openapi	2.6.0		8a7072a8db0e6000411fb6887190dc4223e6329b
dev.spiralmoon	maplestory-openapi	2.6.1		17d6cc2c87fa37127a38194fbaff7eb05d5cb24c
dev.spiralmoon	maplestory-openapi	2.7.0		13314cf638fce21b3affd6a772a1c23b06179b4d
dev.spiralmoon	maplestory-openapi	2.7.1		9121d090df9a4a5b5422532b430ac16fac891428
dev.spiralmoon	maplestory-openapi	2.7.2		6fd136786860cd76d1ef8fb73b8019a03bf8eccc
dev.spiralmoon	maplestory-openapi	2.8.0		54319dcad524c610062bb58225529657abeed935
dev.spiralmoon	maplestory-openapi	2.9.0		9c51bf19c29a461b25ec5d20347a43bfaff9e251
eus.ixa	ixa-pipe-ml	0.0.1		79b3622c9e8c8aabf865e4e9756b9f7d55f38283
eus.ixa	ixa-pipe-ml	0.0.1	exec	aed593865c4d2535068fb3a6e7c1f685418c38ce
eus.ixa	ixa-pipe-ml	0.0.2		16f0bcca171657fdb54fa7b877ddc469dfa67234
eus.ixa	ixa-pipe-ml	0.0.2	exec	7126f89e760579a67007672001dc25ff5d06adaf
eus.ixa	ixa-pipe-ml	0.0.3		33f192df71e8ac84f0d99f4e783237086c6179b1
eus.ixa	ixa-pipe-ml	0.0.3	exec	fc9ea0297c9068f7a842afc31878d3d5a0d69947
eus.ixa	ixa-pipe-ml	0.0.4		dadf0e2aa704b1e5c352c807271add6cb513e153
eus.ixa	ixa-pipe-ml	0.0.4	exec	cd72983fe22863ef02fe614aa3f8dc6d8450ea09
eus.ixa	ixa-pipe-ml	0.0.5		f0c2b1930b22fb41ebe16e7717ccbf4af395dce1
eus.ixa	ixa-pipe-ml	0.0.5	exec	124b5b205e72467eb1387cbeb788fe2f5dd48fd8
eus.ixa	ixa-pipe-ml	0.0.6		af68b82d1697c0dd7cd2ede9221eca17f13c5ebf
eus.ixa	ixa-pipe-ml	0.0.6	exec	471482c60ad261d2835395bf6b7da9bfee4ee93e
eus.ixa	ixa-pipe-ml	0.0.7		aa9f3d22fa10f627d4062c4bae5160c71b028644
eus.ixa	ixa-pipe-ml	0.0.7	exec	ac9c229994c2e263049ca5b436d1990238d21d50
eus.ixa	ixa-pipe-ml	0.0.8		cbd6c7d9941c81e67ad1ed416b6941089fb5afd6
eus.ixa	ixa-pipe-ml	0.0.8	exec	532549486d0dd5970d9fd3f8336319db29bfd806
im.zego	zpns-xiaomi	0.2.0		N/A
im.zego	zpns-xiaomi	2.7.0		N/A
im.zego	zpns-xiaomi	2.7.1		N/A
in.virit	spring-boot-starter-flow	1.0.0		f7bcce1fb70414afaa1bcb20680a1ce0126c329f
in.virit	spring-boot-starter-flow	1.0.1		b696fe59549cbe434cafae6392f7490a0452875c
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.1.0		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.2.1		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.2.2		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.2.3		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.3.0		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.3.1		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.3.2		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.3.3		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.3.4		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.3.5		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.3.6		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.3.7		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.4.0		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.4.1		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.5.0		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.5.1		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.5.2-alpha.1		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.5.2-alpha.2		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.5.2-alpha.3		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.5.2-alpha.4		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.5.2-alpha.5		N/A
io.arrow-kt.arrow-gradle-config-jvm	io.arrow-kt.arrow-gradle-config-jvm.gradle.plugin	0.5.2-alpha.6		N/A
io.burkard	aws-cdk-scala-iotfleethub_2.12	0.1.2		0f6b76ed266d30c52c34367b10409551b42bedd9
io.burkard	aws-cdk-scala-iotfleethub_2.12	0.1.3		92ed2c50815454c9c110c3e2890f4dbe45c2dade
io.burkard	aws-cdk-scala-iotfleethub_2.12	0.1.4		0b852490a1573520026fe8c7369d3cc3b62f95cb
io.burkard	aws-cdk-scala-iotfleethub_2.12	0.1.5		a4d507f1f51f62664a5e01e1c727a81c018ee4a5
io.burkard	aws-cdk-scala-iotfleethub_2.12	0.1.6		95b2d2f41bdcddd3e11ccba9e4f434b4be79bd68
io.burkard	aws-cdk-scala-iotfleethub_2.12	0.1.7		6790deae25f92cd5838068aa7472aaaf7489cccc
io.burkard	aws-cdk-scala-iotfleethub_2.12	0.2.0		9976fd800d8569a3b604f0e1f48d97c7f0a26084
io.burkard	aws-cdk-scala-iotfleethub_2.12	0.3.0		7d321cc20fa23c32e98892bfca98fc09530b8a90
io.burkard	aws-cdk-scala-iotfleethub_2.12	0.4.0		21f6d7ff64cd9f509870a99b01516e0b847a7e97
io.burkard	aws-cdk-scala-iotfleethub_2.12	0.4.1		e3dfbe09bf73055fedf19b8ff55780f1f72711c3
io.burkard	aws-cdk-scala-iotfleethub_2.12	0.5.0		bf9b19008460f71b3f1e803a8dd386b51ccc8799
io.gitee.gzcltech.mvp	errors-library	2.0.0-RC3		2b1d95aea161d2df4b5d976c9cd27e5ffefce5c8
io.gitee.gzcltech.mvp	errors-library	2.0.0-RC4		df2a1ad2d363bf0011a109fc5ccdc99d440e9197
io.gitee.gzcltech.mvp	errors-library	2.0.0-RC5		6c28892dd1b8f4b9baed0854f9ca3870c427a13a
io.gitee.gzcltech.mvp	errors-library	2.0.0-RC9		57d59033fd92cbd7429dbdfa1eaa60680cc3f6c6
io.github.hnistzdk	upyun-spring-boot-starter	1.0.0		687e08bf09d410fb00c5a22d9d039580b5bed949
io.github.hnistzdk	upyun-spring-boot-starter	1.0.1		1f0f5b358218f5834bdb60d05d297d9e5ba49204
io.github.hnistzdk	upyun-spring-boot-starter	1.0.2		6e2dab79c5491dfdfe3b4ffb86c8555939b35e16
io.github.hnistzdk	upyun-spring-boot-starter	1.0.3		f87ff160484e40bcfa2cd622cf141480d97a5963
io.github.hnistzdk	upyun-spring-boot-starter	1.0.3.1		bb4813f733e75ec7f7ea66cebe0dd9787726bfde
io.github.hnistzdk	upyun-spring-boot-starter	1.0.3.2		be5d2a5f5e379177548e670607d444c0b969369b
io.github.hyfsy	hot-refresh-parent	1.0.0		N/A
io.github.hyfsy	hot-refresh-parent	1.0.1		N/A
io.github.hyfsy	hot-refresh-parent	1.1.0		N/A
io.github.hyfsy	hot-refresh-parent	1.2.0		N/A
io.github.hyfsy	hot-refresh-parent	1.2.1		N/A
io.github.hyfsy	hot-refresh-parent	1.2.2		N/A
io.github.hyfsy	hot-refresh-parent	1.2.3		N/A
io.github.hyfsy	hot-refresh-parent	1.2.4		N/A
io.github.hyfsy	hot-refresh-parent	1.2.5		N/A
io.github.open-accelerators	tradeand-price-reporting-common	1.0.2		7dfece5b48b23a89048b533d8c0065f12331e69c
io.github.panpf.tools4j	tools4j-zip	1.0.0		e340a886afcad38014f42e5fbb82e6e549609d6d
io.github.panpf.tools4j	tools4j-zip	1.0.0-rc02		d2dde455abc913d2eb5ffe356aff85bd034af715
io.github.qsy7.java.modules.file.modules	apache-directory-copier	0.1.0		a57b7c0842d329d6bed699c4932b32bea0d48ebb
io.github.qsy7.java.modules.file.modules	apache-directory-copier	0.1.2		27c5b2c59309b61d8d5da493fc16aa9da2527adb
io.github.qsy7.java.modules.file.modules	apache-directory-copier	0.3.2		df2c693014b24c2bd511e3c58b4a38b2c54490b8
io.github.qsy7.java.modules.file.modules	apache-directory-copier	0.3.3		8d04e2d7357f6c18fcb85c333234e9a6d81e3001
io.github.railian.data	data-result-safe-core-androidnativearm64	0.3.0-alpha04		N/A
io.github.railian.data	data-result-safe-core-androidnativearm64	0.3.0-alpha05		N/A
io.github.railian.data	data-result-safe-core-androidnativearm64	0.3.0-alpha06		N/A
io.github.toxicity188	BetterHud-bukkit-api	1.10		cbb01f4de37afa18ef3d8e18e7579c3597619706
io.github.toxicity188	BetterHud-bukkit-api	1.10.1		69784b41785bcd052b608767afdb549eefae757e
io.github.toxicity188	BetterHud-bukkit-api	1.10.2		3551e46def943ae70d6d79d8bf8ef39d818da91e
io.github.toxicity188	BetterHud-bukkit-api	1.10.3		bcc5cc358a0ae6f5231524506345a6a19d2b2297
io.github.toxicity188	BetterHud-bukkit-api	1.11.1		4df8efc8687e1c7fcba7d3262ccdb36dd5c6dd77
io.github.toxicity188	BetterHud-bukkit-api	1.11.2		5950c15410d78cbf6d9e2c5ec9755bd6ec866c5b
io.github.toxicity188	BetterHud-bukkit-api	1.11.3		c953ff051f113a28cb648ba95ca8fd3b541120bb
io.github.toxicity188	BetterHud-bukkit-api	1.11.4		c4a9f6293c9d3e85d4eaf7c8791da4ef76cb29a5
io.github.toxicity188	BetterHud-bukkit-api	1.12		06a278cefe6aebc9f51068bf6d916e1cc04c1549
