br.com.devsrsouza.compose.icons	erikflowers-weather-icons-wasm-js	1.1.1		N/A
software.amazon.awssdk	aws-query-protocol	2.10.39		1b7f92847e5443b900a3467b1c1e68f5eccfdf02
software.amazon.awssdk	aws-query-protocol	2.10.4		7320ea9b4c1573dac63f5d067d0df28141389d5c
software.amazon.awssdk	aws-query-protocol	2.10.40		87d117c3aac48755282d4372f0cb26f5cc4e324d
software.amazon.awssdk	aws-query-protocol	2.10.41		4a6a374ea8ea8caa9153206f57693aff55f91025
software.amazon.awssdk	aws-query-protocol	2.10.42		de2ed6f8b0b04e9d706581f582003ddb7efc6cee
software.amazon.awssdk	aws-query-protocol	2.10.43		959311972fc91775a205227a3a28188ab0b99d03
software.amazon.awssdk	aws-query-protocol	2.10.44		665f01cf853c51c7b8a1c39427f33c11d5fe45c5
software.amazon.awssdk	aws-query-protocol	2.10.45		7de0861bf260dd7c5ed73a623b4265bbda2d69c6
software.amazon.awssdk	aws-query-protocol	2.10.46		e7f8e468ccba289b142f90adca0e7ec7e024420b
software.amazon.awssdk	aws-query-protocol	2.10.47		4d4db22cd9166eaba04c299fe153e0132f5d5185
software.amazon.awssdk	aws-query-protocol	2.10.48		01d00229504eca0d425e7227c36b869f6ff8a26b
software.amazon.awssdk	aws-query-protocol	2.10.49		be647d12f2dba997fe4d93edccf4c14226032faa
software.amazon.awssdk	aws-query-protocol	2.10.5		d0cecc7859b11f000d3ff1e5e064d325efd59bc6
software.amazon.awssdk	aws-query-protocol	2.10.50		3c62e67317b4eb1535218f0013da38691aaea69b
software.amazon.awssdk	aws-query-protocol	2.10.51		7467628bbea09aba2565871e064535281748f9fb
software.amazon.awssdk	aws-query-protocol	2.10.52		4b498ef5f44602e0c7e76e15cb698d411fba0228
software.amazon.awssdk	aws-query-protocol	2.10.53		09d7c182f5d17dcc2b8fea43a468be69cca6b569
software.amazon.awssdk	aws-query-protocol	2.10.54		44a5e5b3085771c55f66c0b4abca2e15f40bc050
software.amazon.awssdk	aws-query-protocol	2.10.55		49cc905481315b1eaef01b39233fc6556c332f20
software.amazon.awssdk	aws-query-protocol	2.10.56		37b1414698b3b5581fb1ace2d21250912e1191c9
software.amazon.awssdk	aws-query-protocol	2.10.57		8dfc0918e569103a29056b8c4625055cf2438595
software.amazon.awssdk	aws-query-protocol	2.10.58		516a6ef677b03c05623bccb3ced7be3306ae1dda
software.amazon.awssdk	aws-query-protocol	2.10.59		4b55e4e63fa370db43c38acef69498ad77740c42
software.amazon.awssdk	aws-query-protocol	2.10.6		03f90a909aa84e8e1dbd8fa41ba5194c00149667
software.amazon.awssdk	aws-query-protocol	2.10.60		34436a18d1d602326a3f759a5d42dd3716dc703d
software.amazon.awssdk	aws-query-protocol	2.10.61		fbe9efd3f2ea6053957e0929bab3457b8dd47805
software.amazon.awssdk	aws-query-protocol	2.10.62		f95b5eb674e7cfef0fb9aa77f646c209530a4793
software.amazon.awssdk	aws-query-protocol	2.10.63		b7595136c57b36c39772b6f648a5adde9a166f70
software.amazon.awssdk	aws-query-protocol	2.10.64		8b2d486022fa41414ba6ace440d9c3c428c19d46
software.amazon.awssdk	aws-query-protocol	2.10.65		e2f533d562288fa12a82a1394e6e6d6ec773e3be
software.amazon.awssdk	aws-query-protocol	2.10.66		1cf33576e90ad01e7ba05ae1ab5d48d2136b5028
software.amazon.awssdk	aws-query-protocol	2.10.67		74483ec88ddf21213becc0eb41829fedd84b74f4
software.amazon.awssdk	aws-query-protocol	2.10.68		af078d1b70de6dc6aa2aded9dffb0f9d06b4fb77
software.amazon.awssdk	aws-query-protocol	2.10.69		302ac3165953d240540a95e41a79f63d3fcef25b
software.amazon.awssdk	aws-query-protocol	2.10.7		01fe73c6ffef7bc42094673bffa20fdc81aaac84
software.amazon.awssdk	aws-query-protocol	2.10.70		ff4beee93e76dfc3d05e4d436a0ae18f1a6d2be5
software.amazon.awssdk	aws-query-protocol	2.10.71		a28960f41b77a14ab168ff50a0abeb6acd8e32cc
software.amazon.awssdk	aws-query-protocol	2.10.72		186007f893ad06f61c312f1182d16231d7e0a084
software.amazon.awssdk	aws-query-protocol	2.10.73		07cdef8c2c8360b026aa704a73a686171be01836
software.amazon.awssdk	aws-query-protocol	2.10.74		567d0084755e4b299c4425e85d1998648eb00df9
software.amazon.awssdk	aws-query-protocol	2.10.75		a1eaa18e21d12f86a406c5e968f9dc1fc2a23c53
software.amazon.awssdk	aws-query-protocol	2.10.76		78e2e2872323b9be87ce4f4cd2b30f1cdf3c9483
software.amazon.awssdk	aws-query-protocol	2.10.77		0d0281cab3f8f315205a85c424e3b6fe0cd70e42
software.amazon.awssdk	aws-query-protocol	2.10.78		f6838cfa87197ccb5ec39933ddcd789e7b543fc5
software.amazon.awssdk	aws-query-protocol	2.10.79		fca2fb30367c9366d817ccbb0223fdbcd698eecf
software.amazon.awssdk	aws-query-protocol	2.10.8		22141f02a258411c82666ed1b5833bd6472cfc7f
software.amazon.awssdk	aws-query-protocol	2.10.80		217b35878f07588f7f0911505bfe58089f95bd1b
software.amazon.awssdk	aws-query-protocol	2.10.81		92fee4232639370ee8229a4b213189f8650f041f
software.amazon.awssdk	aws-query-protocol	2.10.82		7e0c089cc7b51630b83983218a2a96f3c5209c2e
software.amazon.awssdk	aws-query-protocol	2.10.83		8b7bb9e5b701c8655a0e18507a83b0e7a46757e7
software.amazon.awssdk	aws-query-protocol	2.10.84		2dde51a60ed60ff7c58bd00312434dab6951364f
software.amazon.awssdk	aws-query-protocol	2.10.85		f227ec1a3c8d8e8dacab07b2cf28257a3e2f1687
software.amazon.awssdk	aws-query-protocol	2.10.86		b2d79b2e305b6e86a4ce15801b704aef65308e12
software.amazon.awssdk	aws-query-protocol	2.10.87		1d45eadb5aec4d6bcf028500064d6aab8023a9c8
software.amazon.awssdk	aws-query-protocol	2.10.88		c6245935e0e1882a485fb98f6e9864ac4e2e33f1
software.amazon.awssdk	aws-query-protocol	2.10.89		96c9696dbf8dc65d4de25b31805febd961166a1b
software.amazon.awssdk	aws-query-protocol	2.10.9		da7e69359d4473ac9a112e8c371c0c86c01112b4
software.amazon.awssdk	aws-query-protocol	2.10.90		8f2fd4fd036deb8cdfc253a1da28bb887f8d8666
software.amazon.awssdk	aws-query-protocol	2.10.91		a91caf03043118e33ee95e679735560aadb40d55
software.amazon.awssdk	aws-query-protocol	2.11.0		a7f91efa53989cec25850d141f9be0781be77b28
software.amazon.awssdk	aws-query-protocol	2.11.1		ed503b12d705a3264816d5afcebee49451a6b81d
software.amazon.awssdk	aws-query-protocol	2.11.10		885d68ca135a020194d55dc623697bbc02a48901
software.amazon.awssdk	aws-query-protocol	2.11.11		f643f2cf293a10be6f3f30dc00ef7ed4c00d3484
software.amazon.awssdk	aws-query-protocol	2.11.12		875aa88d0da6c2b7f7a964b2d6a94e0c8167e756
software.amazon.awssdk	aws-query-protocol	2.11.13		21a7149aef4cf16a9e1ac0a1834a8c0b48c14ba8
software.amazon.awssdk	aws-query-protocol	2.11.14		5151e4f4e65a95a28f5d026690f8790afdc4a88d
software.amazon.awssdk	aws-query-protocol	2.11.2		d996a53e789939a9ce231e5850fe2bb86caa02f3
software.amazon.awssdk	aws-query-protocol	2.11.3		7dac827bed0e5cc4fa513dad6f031d3b6f13d90a
software.amazon.awssdk	aws-query-protocol	2.11.4		b1531250e40c293dea7530fa949ce31685a2ef16
software.amazon.awssdk	aws-query-protocol	2.11.5		95d9cd45e1882b240bcb66fac9013504b053dabb
software.amazon.awssdk	aws-query-protocol	2.11.6		9f4ea479a0cb2c976e2d5b363e914316fabfb701
software.amazon.awssdk	aws-query-protocol	2.11.7		da0018a20231017422799b697527a382cd34045e
software.amazon.awssdk	aws-query-protocol	2.11.8		7c3e5356b6cfdd6a726d101ecd72fad4fb2f4c3e
software.amazon.awssdk	aws-query-protocol	2.11.9		f68511d62954ce0a59f8f310d1436064d11c285b
software.amazon.awssdk	aws-query-protocol	2.12.0		051f11725a04c08601da44eafe8afe7daaabfaa0
software.amazon.awssdk	aws-query-protocol	2.13.0		46de5a449468f560d12fb05791d7ccab53011abd
software.amazon.awssdk	aws-query-protocol	2.13.1		ccb171c243e55745c152d5897534597ecfbe4dcd
software.amazon.awssdk	aws-query-protocol	2.13.10		505efd896fdc667513dcefd6c3ddb99c1163b734
software.amazon.awssdk	aws-query-protocol	2.13.11		921c3ae735bb81a9bddf48260d260ef1a1336c52
software.amazon.awssdk	aws-query-protocol	2.13.12		6e38852ac9635143d037288bf42af2d2c8d2fd9e
software.amazon.awssdk	aws-query-protocol	2.13.13		8ec5bd26dbc1941ac4b91ea53417b148dc6be10b
software.amazon.awssdk	aws-query-protocol	2.13.14		1678a706b61c6c00bbad83809a644acfaa555c4e
software.amazon.awssdk	aws-query-protocol	2.13.15		2e5c9f0d1b2c8f3aa9c2cabc917547a40efe8ea4
software.amazon.awssdk	aws-query-protocol	2.13.16		c1492e78b10ac36d41d89f49f870530784ff8b71
software.amazon.awssdk	aws-query-protocol	2.13.17		1cbdeb4dcd10031fff1204e66c3ce77b5d41047d
software.amazon.awssdk	aws-query-protocol	2.13.18		f42d848e7f7052a6603e0bcbf62f38dceed9cee2
software.amazon.awssdk	aws-query-protocol	2.13.19		a7f3b1638e1dae2df93ef9b17d388644563fb7f0
software.amazon.awssdk	aws-query-protocol	2.13.2		0220d774518c87c80e0e654811bc3358cdfe960e
software.amazon.awssdk	aws-query-protocol	2.13.20		e0fbf986d39c8785fb722f0100513d72a308cdea
software.amazon.awssdk	aws-query-protocol	2.13.21		732ec9d89c74842e0d4e21e9999e5a2588592216
software.amazon.awssdk	aws-query-protocol	2.13.22		f4b8e6688d7f4e4f4969eb30d254324f451d93de
software.amazon.awssdk	aws-query-protocol	2.13.23		59ef2005747757915e1e5468a4ab8e3aefae9f5e
software.amazon.awssdk	aws-query-protocol	2.13.24		afafa5186150ecc7607f08e7631a950fbee9a659
software.amazon.awssdk	aws-query-protocol	2.13.25		7712ac23fe17ff63e64bd0eb938a04ead92d9f1c
software.amazon.awssdk	aws-query-protocol	2.13.26		4cb448bac6ad11a7bfbfc30c1d49d717ae47e4aa
software.amazon.awssdk	aws-query-protocol	2.13.27		95024186f82e901fa8b5ccd412efe9f1d7fd9bdc
software.amazon.awssdk	aws-query-protocol	2.13.28		f413b6f60015433ac96318bc4ceeee03dcd25c49
software.amazon.awssdk	aws-query-protocol	2.13.29		a0b67e4d843f3e982649b218b1ec0268fe7ff244
software.amazon.awssdk	aws-query-protocol	2.13.3		aac12710db5789b4ac538ac53d6f290e9c302551
software.amazon.awssdk	aws-query-protocol	2.13.30		249e3f88c0630231c58602146f5daf1f462ae468
software.amazon.awssdk	aws-query-protocol	2.13.31		f21614fe9bff003893092fce1c353c18b87f7311
software.amazon.awssdk	aws-query-protocol	2.13.32		26ce2364a8fa177c25e5112f2c735860ede26dad
software.amazon.awssdk	aws-query-protocol	2.13.33		cc4ddfc2438c3f8f173ea6bd47734669123e85d8
software.amazon.awssdk	aws-query-protocol	2.13.34		de4639dfd834fc3248a861851a5815196c788a71
software.amazon.awssdk	aws-query-protocol	2.13.35		91626fff84e64093346e38dd91ea98b207fb7396
software.amazon.awssdk	aws-query-protocol	2.13.36		72989ec489b4da0deddeb4dbd09802616ef41d6d
software.amazon.awssdk	aws-query-protocol	2.13.37		51547cd12345f9419d5e7670d84e626d96c07aa3
software.amazon.awssdk	aws-query-protocol	2.13.38		efb806b2979fe7269b768b6111919ed651ba187a
software.amazon.awssdk	aws-query-protocol	2.13.39		7f8ff4ddb41739c761c9c91217c9b0599af5d94b
software.amazon.awssdk	aws-query-protocol	2.13.4		adce01aec3e70c14f5a8017a21fa03adaa65c203
software.amazon.awssdk	aws-query-protocol	2.13.40		b71ce3f2b0b59dd1c8bd48faaa893fa4c8da3ff6
software.amazon.awssdk	aws-query-protocol	2.13.41		c6db30690ec2367277cf9bd3364715a8ccc234eb
software.amazon.awssdk	aws-query-protocol	2.13.42		efb32b7d59bf7a871466e56e1ceb148d7789b68d
software.amazon.awssdk	aws-query-protocol	2.13.43		5cf78e8fb98272191ee190986cef30e6d491ea24
software.amazon.awssdk	aws-query-protocol	2.13.44		fe02c8b68c3d3c013dd0ce322fc4242b122e568e
software.amazon.awssdk	aws-query-protocol	2.13.45		364d1adfec39c141e042c973f391c5be7984da4e
software.amazon.awssdk	aws-query-protocol	2.13.46		bff1d76c62940c02f759a7afeff897e0bb87cfdd
software.amazon.awssdk	aws-query-protocol	2.13.47		877196f3d691f1275e5f3667568c1550d9e6128a
software.amazon.awssdk	aws-query-protocol	2.13.48		b2908038bce8278412ad5e18f92ced03a6458e51
software.amazon.awssdk	aws-query-protocol	2.13.49		50c87f5955870c9f09f320480217fbed2fa1f146
software.amazon.awssdk	aws-query-protocol	2.13.5		b79052e4853b151cd7b8fe43ee18715497ebd155
software.amazon.awssdk	aws-query-protocol	2.13.50		4b38fe5b693d1fc0129f1324ee548fc4680ba786
software.amazon.awssdk	aws-query-protocol	2.13.51		d566f05eaab2f87b3f53436fc37916f78864c27d
software.amazon.awssdk	aws-query-protocol	2.13.52		376e49bbf820e9990ba1c74ce7a3216025c01f6b
software.amazon.awssdk	aws-query-protocol	2.13.53		f7b97ce14859d38be66420d58551010ac6c33228
software.amazon.awssdk	aws-query-protocol	2.13.54		2145252d0352b89ee59d3a4fab6b6ea03b032eb1
software.amazon.awssdk	aws-query-protocol	2.13.55		6c1232e154d90acefcaa729de202f0a6fe518ec1
software.amazon.awssdk	aws-query-protocol	2.13.56		a79444157bc3e90cf9bf9c24b2a42d2cbf5667f1
software.amazon.awssdk	aws-query-protocol	2.13.57		e7f4a52790a8c4bd48fba43d4675b58b54aa6242
software.amazon.awssdk	aws-query-protocol	2.13.58		5350f36c870cfca15f7e266b42e6ec9e27f635d1
software.amazon.awssdk	aws-query-protocol	2.13.59		a3719f98f4fe16dd502a01979c5cee1d8cdbe38e
software.amazon.awssdk	aws-query-protocol	2.13.6		a16e7a041dbd9411941968c19d8d8ad1dcdc1dc4
software.amazon.awssdk	aws-query-protocol	2.13.60		9c7bae3ca45ce5fb1310b2920fee6b2871abb955
software.amazon.awssdk	aws-query-protocol	2.13.61		a54202b46aec0db644cccdb9e90f37fbada3a234
software.amazon.awssdk	aws-query-protocol	2.13.62		5b2c0793044deb169fa898b55ea54b6b5815c7ce
software.amazon.awssdk	aws-query-protocol	2.13.63		cfbe360a8f9deff7cb7da14e402a41b70db88463
software.amazon.awssdk	aws-query-protocol	2.13.64		4a21f33c9d14eb4665eb13444938fb1b997c7ced
software.amazon.awssdk	aws-query-protocol	2.13.65		cd717919b43617ec2ce92611ad91e0637f6e1e89
software.amazon.awssdk	aws-query-protocol	2.13.66		3ec1e072b757728c2f7c8427085036042c8aff58
software.amazon.awssdk	aws-query-protocol	2.13.67		00e61fec3d7ead09fab1804270fdaabfd0bf49ab
software.amazon.awssdk	aws-query-protocol	2.13.68		22d05ace564fdb5fb021d586beef83c8507f0585
software.amazon.awssdk	aws-query-protocol	2.13.69		92afaebeeb4c128bc2fbe875ae78c84de06c3593
software.amazon.awssdk	aws-query-protocol	2.13.7		8c18ffde6754cecf6bfc8668e9dc140619630c20
software.amazon.awssdk	aws-query-protocol	2.13.70		6c8ac738c2384421cec154caabc958ac5c9e226a
software.amazon.awssdk	aws-query-protocol	2.13.71		9a6496f8aa7676143ef77965a8c9e0ccf3f62a43
software.amazon.awssdk	aws-query-protocol	2.13.72		754857080bdc2a54cdb6e6a333d71b0f9163be3c
software.amazon.awssdk	aws-query-protocol	2.13.73		ff278f81950b8b0a179b1b0258a880f166401460
software.amazon.awssdk	aws-query-protocol	2.13.74		5c8c306020e1233a53a275ea0c0a20100b45983b
software.amazon.awssdk	aws-query-protocol	2.13.75		8b7b091cc3aead0868909112dc52bbf99702ade0
software.amazon.awssdk	aws-query-protocol	2.13.76		aca4bdc5871c74ffcfbacd19c9c7fda2c58639a5
software.amazon.awssdk	aws-query-protocol	2.13.8		c210b75a3c9ccfbc37d136f03ce257dfe9da9742
software.amazon.awssdk	aws-query-protocol	2.13.9		1b52e5a560ad0f2282f8ac773c8de1d201c03894
software.amazon.awssdk	aws-query-protocol	2.14.0		5e3b1ea478c0ed9e48f33ce75b14d721d4e42a96
software.amazon.awssdk	aws-query-protocol	2.14.1		48535e8073ff8253e95df2e48b49f9ac71a740ee
software.amazon.awssdk	aws-query-protocol	2.14.10		2a0291a3005ce3ddf09215f11f65bf39f13b8deb
software.amazon.awssdk	aws-query-protocol	2.14.11		b58e12c87300e55fa9131ccf46f2fecb4fcb0177
software.amazon.awssdk	aws-query-protocol	2.14.12		dea32c62ca6d99f9dd6ef206bd01c53bac37b97b
software.amazon.awssdk	aws-query-protocol	2.14.13		cf310dc8904da67e4b3a712535d2d70125295f5b
software.amazon.awssdk	aws-query-protocol	2.14.14		b6a40f53ba44632078d935b928c2cf5b27cc7d92
software.amazon.awssdk	aws-query-protocol	2.14.15		2ccd773839ba5b9c4b0ec11dfe0862543a0251a1
software.amazon.awssdk	aws-query-protocol	2.14.16		8152532a526a1a89ae312856ca71761fadfdb62f
software.amazon.awssdk	aws-query-protocol	2.14.17		4786eceeb6e3a1fef65b54e7d16c2b80ee7ad24a
software.amazon.awssdk	aws-query-protocol	2.14.18		006fc8b6c14750799e4435339cca847190d1f56e
software.amazon.awssdk	aws-query-protocol	2.14.19		2f316fa300f347175da45d0a544d94e5d8a75b81
software.amazon.awssdk	aws-query-protocol	2.14.2		ae69959608c140fce54babb12a7e4f0ccae67a31
software.amazon.awssdk	aws-query-protocol	2.14.20		3efd1520f07992220c73c7aa3c8b82a1b3cf29ae
software.amazon.awssdk	aws-query-protocol	2.14.21		fe54f0a4271e9d593c0eab4f1751a3802d74e558
software.amazon.awssdk	aws-query-protocol	2.14.22		b3675e797b2019f936e67c02330a7be271b61bc4
software.amazon.awssdk	aws-query-protocol	2.14.23		8a17fb0bdc53097b3e7eb8ddc9925111f00c0e09
software.amazon.awssdk	aws-query-protocol	2.14.24		b4a2e044195b57d6b1220e0cd70073e0d05a65f5
software.amazon.awssdk	aws-query-protocol	2.14.25		e32b92925c2f1611baec1d0da8f33f9923cb6b06
software.amazon.awssdk	aws-query-protocol	2.14.26		829a36062b91056114bba743a1fc61d007202144
software.amazon.awssdk	aws-query-protocol	2.14.27		54637df63359833c5c205b80250b7589f52966d2
software.amazon.awssdk	aws-query-protocol	2.14.28		b0ea30d86a2d5a6c62d134d169e83c1063cf06fd
software.amazon.awssdk	aws-query-protocol	2.14.3		3801e97c9b01142c907e890ed4b8a1ec1eef9588
software.amazon.awssdk	aws-query-protocol	2.14.4		204cd20664a1fd0ef48ec4a473677ffceb236ccd
software.amazon.awssdk	aws-query-protocol	2.14.5		9358f3aceb8431a55f65018b45d5371b19c1e628
software.amazon.awssdk	aws-query-protocol	2.14.6		a3ea06f1ab73f7e640894fdf41845a968947385e
software.amazon.awssdk	aws-query-protocol	2.14.7		7fce81b4542d0fcf01c211f79ce724cfcdc7138c
software.amazon.awssdk	aws-query-protocol	2.14.8		ffbafb55ff168a653353b951036a00956977ccc9
software.amazon.awssdk	aws-query-protocol	2.14.9		25b0dd4f63ec2aa7c5af87b9560fc7f7fb7ed1d6
software.amazon.awssdk	aws-query-protocol	2.15.0		b4626b4106cb8d177bceb225c4e51ff66a7f0101
software.amazon.awssdk	aws-query-protocol	2.15.1		2e770eb40f9ff69361449ced9100a7fa283354f0
software.amazon.awssdk	aws-query-protocol	2.15.10		818ea525ed9afa7c5473bda1a88835a34bc2d422
software.amazon.awssdk	aws-query-protocol	2.15.11		e56b6651f2985f692613f1103c8d2dad269df7f6
software.amazon.awssdk	aws-query-protocol	2.15.12		28a23c90f9caba600f3b67f3db1961f1e3f5ce90
software.amazon.awssdk	aws-query-protocol	2.15.13		65e8b78ee1149225dc00c8eb0a4a2530444a10be
software.amazon.awssdk	aws-query-protocol	2.15.14		e119b60c79f0e38691b72dac755117fc8e1719d1
software.amazon.awssdk	aws-query-protocol	2.15.15		54d05aab387365a2ac9ddbbbc3a0787b2c37af39
software.amazon.awssdk	aws-query-protocol	2.15.16		3ac4f728d7a7000b97a144451d1dcbaae14536e8
software.amazon.awssdk	aws-query-protocol	2.15.17		4fb8d6c8228314315d5b6fc8a2032aad48b88243
software.amazon.awssdk	aws-query-protocol	2.15.18		e706a7fcaf045459ee225ff289624fa1b89b94e3
software.amazon.awssdk	aws-query-protocol	2.15.19		b397117d1019e8bd705dca9e97e9486a15860afb
software.amazon.awssdk	aws-query-protocol	2.15.2		c4d664578df6fd36069172a374e8ee974dd12223
software.amazon.awssdk	aws-query-protocol	2.15.20		a6f66d10bdf5ae461f8b689d8916022c224d01d8
software.amazon.awssdk	aws-query-protocol	2.15.21		1f5e06ee413a5771d817ef3b3bd7171d15f2a9e5
software.amazon.awssdk	aws-query-protocol	2.15.22		a3b7e3c38c3e23b6d78d7451a8eee5a24d12b062
software.amazon.awssdk	aws-query-protocol	2.15.23		8b4884ccf5fbcb0ea81f289e385e4f48a0c1850f
software.amazon.awssdk	aws-query-protocol	2.15.24		65c81ec28882c40dcb3d38967338a37ef8889d69
software.amazon.awssdk	aws-query-protocol	2.15.25		4e1d16023fed22fa921c203e5457f9a5c1f0407f
software.amazon.awssdk	aws-query-protocol	2.15.26		9e6626d5e68ddc25719a189cf3cb14850fbd246c
software.amazon.awssdk	aws-query-protocol	2.15.27		41923d6ff025d790bde708721820ce5d5e38ad8c
software.amazon.awssdk	aws-query-protocol	2.15.28		ce9f7835fe7f50d9d905a427d35b8fd4fb4776be
software.amazon.awssdk	aws-query-protocol	2.15.29		1a3d14adfc49c207a413fd3ef1b56e4563e8cd29
software.amazon.awssdk	aws-query-protocol	2.15.3		a09a2e3aff818683eb0960fed5d130f417aee741
software.amazon.awssdk	aws-query-protocol	2.15.30		0fa35abbe35d319973228de54d77c80626bdef4c
software.amazon.awssdk	aws-query-protocol	2.15.31		1baa74ff3009d045aa1c24b6c00bf93a75e209f9
software.amazon.awssdk	aws-query-protocol	2.15.32		1c98e55feeedd8e7fb47fe534778114153489d12
software.amazon.awssdk	aws-query-protocol	2.15.33		8acb9af044c1395ab5d7ff9369c86daee0edb571
software.amazon.awssdk	aws-query-protocol	2.15.34		637e1bc4bf3122cdbbe864467a298d1365716550
software.amazon.awssdk	aws-query-protocol	2.15.35		14e233ac94dc3d05f90e4c6fe853163d2a6c3595
software.amazon.awssdk	aws-query-protocol	2.15.36		7a4bd45d72311b44504b91894dc6140a911984f0
software.amazon.awssdk	aws-query-protocol	2.15.37		e07ae62fbb32f2102bfa1a68397eb19d7d9e4c47
software.amazon.awssdk	aws-query-protocol	2.15.38		890db70c30a16ccc68fce4d846e66daf7c56689f
software.amazon.awssdk	aws-query-protocol	2.15.39		3a85b5e500ced4182114563ed1947f22e2036cc1
software.amazon.awssdk	aws-query-protocol	2.15.4		a5028c3cf92c6a92ac74ee6c6b20a5e5f01a5440
software.amazon.awssdk	aws-query-protocol	2.15.40		c878daaf8d841f58e7b9011b898a0ba26bb1a831
software.amazon.awssdk	aws-query-protocol	2.15.41		ce2890c5a9dd86ec4fcd2eb425df08984d151f45
software.amazon.awssdk	aws-query-protocol	2.15.42		cdf98a303313027856c9a9a24915a3c3caf9c953
software.amazon.awssdk	aws-query-protocol	2.15.43		441c63d275d125704cbd8a7b9244760c0a11cc1a
software.amazon.awssdk	aws-query-protocol	2.15.44		5b24c5dda1d83024b73abdab664c067e7506e3b4
software.amazon.awssdk	aws-query-protocol	2.15.45		fd9693d0db0c97368d6462182cdcdd4675628cbd
software.amazon.awssdk	aws-query-protocol	2.15.46		2111d86eb01e6cb32b6bd4ccb8d3d247c1a186aa
software.amazon.awssdk	aws-query-protocol	2.15.47		56cc589ba7d88e088965fa32a883ed4dab80601f
software.amazon.awssdk	aws-query-protocol	2.15.48		7010fef7c0b1096556ffcd6a2252497c6315bcba
software.amazon.awssdk	aws-query-protocol	2.15.49		229ba7c48bfc5f1ba844f87c31a2aae1b362f9b5
software.amazon.awssdk	aws-query-protocol	2.15.5		08c164c4bf0eef28701b540b5403ad66cb84533a
software.amazon.awssdk	aws-query-protocol	2.15.50		85b741ab40cb82222e5836cab9a3cfa19c2c1a34
software.amazon.awssdk	aws-query-protocol	2.15.51		e340496e6c48a0fcb05d71c7b701c037710b4c92
software.amazon.awssdk	aws-query-protocol	2.15.52		50ded29db0d24f41c618569e16c533b6d81d1c05
software.amazon.awssdk	aws-query-protocol	2.15.53		75e3a803537a4c90b004f9c3c75518a5d56577a2
software.amazon.awssdk	aws-query-protocol	2.15.54		669150757318c8812ed6b96026b99dededdcfd52
software.amazon.awssdk	aws-query-protocol	2.15.55		5ea8d66d2226676feff60b43b8f57c3762483199
software.amazon.awssdk	aws-query-protocol	2.15.56		33967aab7bddd9a9362b6cded59020fde59a3713
software.amazon.awssdk	aws-query-protocol	2.15.57		8aacdf4732ef54d97cc3c030900a38400b90ec7c
software.amazon.awssdk	aws-query-protocol	2.15.58		07bdd367db01e8ee6e1bf05726f99e4c405b9912
software.amazon.awssdk	aws-query-protocol	2.15.59		bc1cecd8fa73765334a3b38fc3e84795a8376cb7
software.amazon.awssdk	aws-query-protocol	2.15.6		2a96b79d332ee30832f0e9f5ab9f7e8034610bad
software.amazon.awssdk	aws-query-protocol	2.15.60		85fb3006bbff6a3b277a254ae29b07d29e79e131
software.amazon.awssdk	aws-query-protocol	2.15.61		73682cd7f5e8d0114d0f631142ca1ab74b0770c2
software.amazon.awssdk	aws-query-protocol	2.15.62		f231ebe59b709e11be327e91decc949978fab34a
software.amazon.awssdk	aws-query-protocol	2.15.63		cf5ef149cfe2a91528449f2b222700f2b0426459
software.amazon.awssdk	aws-query-protocol	2.15.64		0af6eb3590eddd1c6b3529d048c1afe5cbc071b0
software.amazon.awssdk	aws-query-protocol	2.15.65		a9cddfad549004ac7f0e5402dfd5ce114ca52128
software.amazon.awssdk	aws-query-protocol	2.15.66		55953bdff4b84c2eef82f602eb545e07c702dd9e
software.amazon.awssdk	aws-query-protocol	2.15.67		9dab38bae28f31b15d2333fd78e430508d183392
software.amazon.awssdk	aws-query-protocol	2.15.68		8b1be3fcd926b0570b9edbdd8e99598ac47f7b9f
software.amazon.awssdk	aws-query-protocol	2.15.69		cfd88cdb54ee0e6d20f77b12887e93185451ba19
software.amazon.awssdk	aws-query-protocol	2.15.7		ce3872dedecc019fc78d00a4530aefe3b95f981a
software.amazon.awssdk	aws-query-protocol	2.15.70		32723a1fdc9edffe55f7ae1830c346d851b99658
software.amazon.awssdk	aws-query-protocol	2.15.71		67364d67a095aaef2719472601c8d2ac10018caa
software.amazon.awssdk	aws-query-protocol	2.15.72		75b49a746a7a7482819f11157d9fd265d0689d0e
software.amazon.awssdk	aws-query-protocol	2.15.73		b1d965f9e88fca088a046d462538c49e237d74f4
software.amazon.awssdk	aws-query-protocol	2.15.74		2eeec4915155498348166b8580ebb37405fc0175
software.amazon.awssdk	aws-query-protocol	2.15.75		261f9d42ca4d56d2a9daa9277d11b99aea78bfe7
software.amazon.awssdk	aws-query-protocol	2.15.76		abbaa5f003c3e8dc963f9c6fc9032c25af6800c2
software.amazon.awssdk	aws-query-protocol	2.15.77		1e44f2c2827677cd7245fde9544428d8d6748b86
software.amazon.awssdk	aws-query-protocol	2.15.78		91ffe51598149160ccca0579b4257ba09827ae21
software.amazon.awssdk	aws-query-protocol	2.15.79		27e9f44d7fa34c9e1a4e57270126ad90fe752040
software.amazon.awssdk	aws-query-protocol	2.15.8		38f4a1e9d0f8977e6c7eb31079c25300d9fab1b1
software.amazon.awssdk	aws-query-protocol	2.15.80		fe12c2c898beb8b398bf948345a7a77774d39776
