am.highapps.parallaxtoolbar	compose-parallax-toolbar-kmp-android	1.0.0		N/A
io.github.luca992.getenv-kt	getenv-watchosarm32	0.2.0	metadata	9800689dcd38b6e0e682ee0ee26f1943478973b7
io.github.luca992.getenv-kt	getenv-watchosarm32	0.3.0		N/A
io.github.luca992.getenv-kt	getenv-watchosarm32	0.3.0	metadata	454d0c52357e3f0c934fe06c9b7acdae71ff979f
io.github.luca992.getenv-kt	getenv-watchosarm32	0.4.0		N/A
io.github.luca992.getenv-kt	getenv-watchosarm32	0.4.0	metadata	2b030bb9544c5ee12c8f41cc7d02e0c704d006d6
io.github.lunasaw	api-spring-boot-starter	2.1.0		9476f0bb9b8eecae8ed03df56e433834c4306297
io.github.lunasaw	api-spring-boot-starter	2.2.0-RELEASE		d03e5e42b0d757595d3d7e2e3df2b49d38a32d1c
io.github.lunasaw	api-spring-boot-starter	2.2.1-RELEASE		fd5fbcfff13d3135a73122838206e65b515e2813
io.github.lunasaw	api-spring-boot-starter	2.2.3-RELEASE		48b09eaf645ecaf77e2f70cff35c41c7f1b99d41
io.github.lunasaw	api-spring-boot-starter	2.2.4-RELEASE		f3fb3c22b0ee75a1472413eef6d3222a6c7fcb26
io.github.lunasaw	api-spring-boot-starter	2.2.6-RELEASE		5a90c63d7ce82429df2cde6d974c1a3815d31bcf
io.github.lunasaw	api-spring-boot-starter	2.2.7-RELEASE		1573dd22c73095f4a785fbded7459fcf3f3de3ff
io.github.lunasaw	api-spring-boot-starter	3.0.0		98dd2a29f9f0b0c0165a479c6f56645acc564dab
io.github.lunasaw	api-spring-boot-starter	3.1.2		36de6e423781fe79ad8023a7a8de10f6bfdf287c
io.github.lunasaw	api-spring-boot-starter	3.1.3		ba1e276484de1004fd6847023b546cd9add09c53
io.github.lunasaw	api-spring-boot-starter	3.1.4		2957271309ce3540acad29064fed02cd8900daf6
io.github.lunasaw	api-spring-boot-starter	3.1.5		94199fa667cb334371cf765d96b92c380a125ef7
io.github.lunasaw	api-spring-boot-starter	3.1.6		002165529173c62bc9f416dba5dd3e2692009ad5
io.github.lunasaw	api-spring-boot-starter	3.1.7		699afd4d9e8fc2ea9d62ed6292f07de192615733
io.github.lunasaw	api-spring-boot-starter	3.1.8		5fa33d6f1d2a972635ad13a4ba941e937a3cf62e
io.github.lunasaw	api-spring-boot-starter	3.2.0		e7e6e5935dc0056a0bd1d074ae5742ac3d6d66ac
io.github.mjhaugsdal	er-m2-2017-12-01	1.0.0		6cdcfb152ae3d55cd2d5ee46053abde612c1bdd5
io.github.mjhaugsdal	er-m2-2017-12-01	1.1.0		7b2fee905b1202820eb56edced461e98064aad53
io.github.mjhaugsdal	er-m2-2017-12-01	1.2.0		d3260e34eac11384961b198e3cd597e7d88c62cf
io.github.mjhaugsdal	er-m2-2017-12-01	2.0.0		4843038848d0e3f5a45cb9ab7f9c8b999b828db9
io.github.mjhaugsdal	er-m2-2017-12-01	2.1.0		58e33dc4395a3cc45f7ee35caeb2c4356cf0f072
io.github.mjhaugsdal	er-m2-2017-12-01	2.1.1		aa758716f1dbd6660103787ca191f8e14bbc002c
io.github.mjhaugsdal	er-m2-2017-12-01	2.2.0		8a2d69683c704a9402b4542ba20291e66871f940
io.github.mjhaugsdal	er-m2-2017-12-01	3.0.0		88fdc81890dcca57b8e0fb302e534714a9de6bfb
io.github.mjhaugsdal	er-m2-2017-12-01	3.1.0		c744d6ae6bc81a3bec104c43d3714840e551c9e9
io.github.mjhaugsdal	er-m2-2017-12-01	4.0.0		e3e2b646dc9ff865f84348a4225bbe5bc59c038a
io.github.mjhaugsdal	er-m2-2017-12-01	4.0.1		b8853573396d86255b2c94d616c74065e1bbc6c7
io.github.mjhaugsdal	er-m2-2017-12-01	4.1.0		6687263515827d976224eaec6dfd9942d6303aad
io.github.mjhaugsdal	er-m2-2017-12-01	4.2.0		95a655cbb3fcc4406206908a73fc16f4deb37278
io.horizen	sparkz-util_2.12	0.0.1-RC3		9386ff838ab9e73487ee67b838d9a8fcd2ca5515
io.horizen	sparkz-util_2.12	0.0.1-RC4		76386e82c3b54ed52bf3a39bb9192bbaebd2c8fe
io.horizen	sparkz-util_2.12	2.0.0-RC10		c5a36604919282948ee69340412892dbfcd3d29e
io.horizen	sparkz-util_2.12	2.0.0-RC11		776befe94f618330afaecab8b72ad2f58f35b501
io.horizen	sparkz-util_2.12	2.0.1		58976b79e34e4a45e8d31104423aefbca21e8af1
io.horizen	sparkz-util_2.12	2.0.2		d34597d5e3bf5cd6c9ded8f94aa20ad1d7230ad1
io.horizen	sparkz-util_2.12	2.0.3		9d1535cc4f45e09f85680671c42a92704df017ae
io.horizen	sparkz-util_2.12	2.1.0		64bcd6a6f5a9bb631f9fd1fbfa0620d52bdb2847
io.horizen	sparkz-util_2.12	2.2.0		83332085c8ef26fa2eb1bfc66079ad5c5b323011
io.horizen	sparkz-util_2.12	2.3.0		863b56e10b3f9c6088d79814125be6b2960fc3e9
io.horizen	sparkz-util_2.12	2.4.0		a26a1c4d1ef8bafa39123b05956de8a10724a170
io.horizen	sparkz-util_2.12	2.4.0-RC1		a45e470dc0a8037f0f0b3efbf34d04f8583cb706
io.knotx	knotx-databridge-adapter-http	1.4.0		6bdd56149e9afe82e7766d0afe052b2d4a3afb66
io.knotx	knotx-databridge-adapter-http	1.5.0		8dbd615c0e3be07c78362e71e84e131d14280703
io.knotx	knotx-databridge-adapter-http	1.6.0		15bd993bcfa45627a42d149e46b0213a748ef9eb
io.kotest	kotest-assertions-api-watchosdevicearm64	5.9.0		N/A
io.kotest	kotest-assertions-api-watchosdevicearm64	5.9.0	metadata	b8dad8346d424079d37c17f0e7a348cf67542adf
io.kotest	kotest-assertions-api-watchosdevicearm64	5.9.1		N/A
io.kotest	kotest-assertions-api-watchosdevicearm64	5.9.1	metadata	420016ebe40b09c93be7826403d698b61cb05720
io.kotest	kotest-property-linuxarm64	5.6.2		N/A
io.kotest	kotest-property-linuxarm64	5.7.0		N/A
io.kotest	kotest-property-linuxarm64	5.7.1		N/A
io.kotest	kotest-property-linuxarm64	5.7.2		N/A
io.kotest	kotest-property-linuxarm64	5.8.0		N/A
io.kotest	kotest-property-linuxarm64	5.8.1		N/A
io.kotest	kotest-property-linuxarm64	5.9.0		N/A
io.kotest	kotest-property-linuxarm64	5.9.1		N/A
io.kotest	kotest-property-linuxarm64	6.0.0.M1		N/A
io.kotest	kotest-property-linuxarm64	6.0.0.M2		N/A
io.kotest	kotest-property-linuxarm64	6.0.0.M3		N/A
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.0.0		6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.0.0	metadata	14abd0c42ac60cf790b0876d253f543229a405ee
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.0.0-beta-1		0f3e18d62aa5da22e8b78f0bdebae6d6eae51cd2
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.0.0-beta-1	metadata	39086d02a5d6db0c23127c2924875589ce6b0836
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.0.0-rc-1		1416ac478587314ca17b8f106464a7b29afa03aa
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.0.0-rc-1	metadata	104044124c82662b2d6a5a7ea2a04a4e755b8ae2
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.0.1		8c4001b169d3cacc1257b93f4f56b4a5f6feeb57
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.0.1	metadata	adfdbdb71e5d9ec432c0676ad1fbb2d6239e59f3
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.0.2	metadata	f156b6d216eb32dccaa48596544caf754c165230
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.0.3	metadata	164ee59d006871eb4faa56a8011c8c3eae217079
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.1.0		26c49685163fc87f688c0f2bdf2d80776f6c06b7
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.1.0	metadata	b59cef1f2e1b207a83d643cf201a9abb607c2053
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.1.1		cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.1.1	metadata	7c50a7efb6603e4cd9c1ffc19e39d999208cb4b6
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.1.2		4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.1.2	metadata	fc9a233281b957952d835d07f479c96fd2ae0a4a
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.1.3		d2339b14399ce67b33bb806895f6d6bdd6296147
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.1.3	metadata	ecdc019c8f14a93a469b7a2877c9128b99f14c99
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.2.0	metadata	26cfa53db3af1090596f4c8c80d465a9e78943f6
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.2.1	metadata	ca47b50f2ea2cdbce156325aac8cb43618e2acf5
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.2.2		9b04dbb0e71eb12cbe1f4837254005a884199dc2
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.2.2	metadata	95030d6d19745c36b78a8f93dd68f003662bde08
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.2.3		5a45960bd557fafb5aeeac0195947a717796b4d8
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.2.3	metadata	d240b659c3961be06d7f1867e95f85dedd17f0ae
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.2.4		13f4ec1de76bc49ec397e4edfcc7c35ea1e7ab58
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.2.4	metadata	81bddfba8d04438b69e59873e82f95105c0db516
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.0		613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.0	metadata	2d771b59004b3ac5ae81265d234acf92721c236e
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.1	metadata	3e9400562305ebf1bd8cde07a05a4e587d3204b2
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.10		85975b28fceefb82c9d77320f8f00a09f9b4e8ff
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.10	metadata	6640c6681720aa1969c29e2831c5c80f05669537
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.11		c3a25903168a902db6e87b011b54933e3ebfb993
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.11	metadata	ef3ccb68a462d35123b4f10782e0e46ba38d7ab2
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.12		63ca4f663bc24853638523b8d6cede60f207eaef
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.12	metadata	c7e7c6dce62c0a8b3888309d17a0ad47bae43bbf
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.13		03cee199be1c2a5f42d7a505d2481de478011b88
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.13	metadata	5256ddd7014c73775d1a7ad458484f293497758c
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.2	metadata	23829286ec2a4e508eaef38b5b5ca6d68c61f473
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.3		c1699da3589b0266a8938c43e4dc275ef78ace26
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.3	metadata	ff6a218456132ca5e3c3875f7534da52f23a702d
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.4	metadata	2e80ab5ea6280ab835936d10bee6302f05e2e0c2
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.5	metadata	4694037780513aff74caead18d5d374f8fef061d
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.6		ff0f49dca32c752359c0013fb131f1ab7a3eb7a0
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.6	metadata	c45d3a2e291979238ff3ee2d6f490b250dec4b41
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.7		5aa2ea3b0b67eaa4bc1bd62b76aa99603da13ffd
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.7	metadata	3117cf02b361eed52ff6693d197cc1fa93e9e994
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.8		2b688a93d83b21836e9a9b827f498644d98382e1
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.8	metadata	6f85b983873afa295ad13b55f00a7b7a0f0a2ffa
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	2.3.9	metadata	c034eb722f2547c11718310b8653f8412101af5e
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.0		76e247334822b26b6495ca200d2b63cca1bcbdd2
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.0	metadata	bcfb4210a29615cb67d5371dbcffc6e62b52778d
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.0-beta-1		f916c7ff85c351c289bec1f60043c8bc3326b77f
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.0-beta-1	metadata	4d75a1e29d6090b9395035219c2346c76ae399fc
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.0-beta-2		786aff96137b9bd753e6d6d464cc6b9d49f2d506
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.0-beta-2	metadata	0ef74bf2094a530b73cdb2ecf5f16d401b5fd101
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.0-rc-1		312532150ed6807ffef2fedc4339bd150ccd9e98
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.0-rc-1	metadata	850d83daca4f02021a4fb3187bed08809a8e0f8b
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.0-rc-2		1bf0bbad940c2db34029015ce3d64cc92e4c0f1d
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.0-rc-2	metadata	3b0fc739a39ca74112743d2286bfb8edf8e26a8e
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.1		1ed3e91083470cdd7be2c22e0f774de071361cb9
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.1	metadata	19f4ef46ba487cb1ed719af529387a59a47e2afb
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.2		bf124fa625dc437fc6c84ee2f60e0647e763c2cd
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.2	metadata	2183f34206fb56c0d8d6dc88b6bc126cd24d3061
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.3		907ca160b89476cf10408eac12dfba72c2f1a10b
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.0.3	metadata	128536ba86f6d2dba0f8989cac419f94aaf87396
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.1.0		ae99f85f247fa1e11f4708928352caa41e08b6f6
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.1.0	metadata	f10fdab5cc2c87eb2f6ed9ff2f60ef4c01c64bc8
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.1.1		acecd92ecd22c1b787e902f8e93d4a17692949c2
io.ktor	ktor-serialization-kotlinx-tests-macosarm64	3.1.1	metadata	9c459db59b71f3886a2b05c91cc8f3ac06f2cc87
io.ktor	ktor-utils-tvosx64	1.3.0		760b4e1778118c6bae4d421153d4ea0f799796e5
io.ktor	ktor-utils-tvosx64	1.3.0-rc		64ea1023750a3eef3c07411f9b5ba5c9abafa727
io.ktor	ktor-utils-tvosx64	1.3.0-rc2		656057235cce394cae8ce1e944daf09f9011d416
io.ktor	ktor-utils-tvosx64	1.3.1		ad19749733040c2396eded26ca84c0fa076af42d
io.ktor	ktor-utils-tvosx64	1.3.2-1.4.0-rc		60a95d9e2bb2a38f1a27ec7295ca1f92a8d45bd0
io.ktor	ktor-utils-tvosx64	1.3.2-1.4.0-rc	metadata	dd0443870716e703b8d47fbeb9dfe28caf052a52
io.ktor	ktor-utils-tvosx64	1.4.0		898d8d377e932cb1edf36c9643956dd72314776a
io.ktor	ktor-utils-tvosx64	1.4.0	metadata	ec89d87ea618c5031902978fc90c2f0685a89f0b
io.ktor	ktor-utils-tvosx64	1.4.1		1fa7f3b84af44a8a10a835acbad56d1149ec7f58
io.ktor	ktor-utils-tvosx64	1.4.1	metadata	924acfab3e85020fdcee77ea2b52526c4a08b1b8
io.ktor	ktor-utils-tvosx64	1.4.2		2fc39a7a8987ed06c637b7bbca63f78c4a8137d2
io.ktor	ktor-utils-tvosx64	1.4.2	metadata	3d50f5771e803719c8534c7961aaa59e52ca5a72
io.ktor	ktor-utils-tvosx64	1.4.3		9a5cd1aeef398c2a75965cf4c78c42c9bb430f47
io.ktor	ktor-utils-tvosx64	1.4.3	metadata	d0e4e93c4c30519f9d8db9431904a3502e595538
io.ktor	ktor-utils-tvosx64	1.5.0		097f3cc219ab7e1404ccb595b79d512d7ac87f7c
io.ktor	ktor-utils-tvosx64	1.5.0	metadata	aa5f15788976c45fea9d0edc82c5d149ecbfb447
io.ktor	ktor-utils-tvosx64	1.5.1		a8e313b7fb5bcf3ac74884966e37659e17a64bfe
io.ktor	ktor-utils-tvosx64	1.5.1	metadata	588922bb76d3c4580f1d6488e8ca06343ec0d78c
io.ktor	ktor-utils-tvosx64	1.5.2		a154eb6016443c74882f09ef4166cd0170f32d2a
io.ktor	ktor-utils-tvosx64	1.5.2	metadata	5fd00f40fdcd66d5e3aeb050dd0d872201772afb
io.ktor	ktor-utils-tvosx64	1.5.3		21ad9db75e893446a3b159cb5c1e17913a908e7b
io.ktor	ktor-utils-tvosx64	1.5.3	metadata	8e17583cc7afb4b80c08b2f355ed77e0e9f148ee
io.ktor	ktor-utils-tvosx64	1.5.4		a9db264cb7260fa508eb610df438a1c652b8d134
io.ktor	ktor-utils-tvosx64	1.5.4	metadata	186f42a9bfcabe87d47a9cc5151e12f9273f1b65
io.ktor	ktor-utils-tvosx64	1.6.0		59ce3e0300a0eaa6b57fdd0935399ff46bdc3ec3
io.ktor	ktor-utils-tvosx64	1.6.0	metadata	7012373d9bbc874f5d352c060c311a5ca3240f7f
io.ktor	ktor-utils-tvosx64	1.6.1		81d667edcbb353039b536dd4ec4052eefecbc571
io.ktor	ktor-utils-tvosx64	1.6.1	metadata	72a79ef1f93ac72a7f2441a87de53dd374b15009
io.ktor	ktor-utils-tvosx64	1.6.2		7fea66bc5fc835b5766155d6e160240abcf8b29d
io.ktor	ktor-utils-tvosx64	1.6.2	metadata	319b54289b184bf0fbc5ff16eea56c38202613c9
io.ktor	ktor-utils-tvosx64	1.6.3		60292e2cbf9ad6a5ecda8434bb5ded1209295bf5
io.ktor	ktor-utils-tvosx64	1.6.3	metadata	a697973a5e3ca3d3208b436e233744a8fb61421d
io.ktor	ktor-utils-tvosx64	1.6.4		28bdfd8ce737639288123d7bed16e079e350bc91
io.ktor	ktor-utils-tvosx64	1.6.4	metadata	202867447276947709a9280c88fd83bcd9114731
io.ktor	ktor-utils-tvosx64	1.6.5		6184d96e0a8ed14d5be621231f5e0d89e3904f70
io.ktor	ktor-utils-tvosx64	1.6.5	metadata	6184d96e0a8ed14d5be621231f5e0d89e3904f70
io.ktor	ktor-utils-tvosx64	1.6.6		de5b6072ab78e3e05fb817e00b013a76fd6ae486
io.ktor	ktor-utils-tvosx64	1.6.6	metadata	13297c65dc3f16fc8d9fd85a6f09a80b67f50380
io.ktor	ktor-utils-tvosx64	1.6.7		90fb9fbb1f43b4cba6c1647617a1405e9de759c8
io.ktor	ktor-utils-tvosx64	1.6.7	metadata	323bee7b00e9ffb535c7efca466299a5be1213f3
io.ktor	ktor-utils-tvosx64	1.6.8		c334053ed923b52102c4a22eb7a17e603ec8d0b4
io.ktor	ktor-utils-tvosx64	1.6.8	metadata	0b069cfcae88fd89e12a8a8cdf2274cb820bc606
io.ktor	ktor-utils-tvosx64	2.0.0		b0b76ef99da30e2e95580334f5b634bed1cee359
io.ktor	ktor-utils-tvosx64	2.0.0	metadata	1fae8e41134867706372e09461555467829e7dc9
io.ktor	ktor-utils-tvosx64	2.0.0-beta-1		9828c8e51f98b3af135fe1d13e20c4cc93ff8464
io.ktor	ktor-utils-tvosx64	2.0.0-beta-1	metadata	37f1e90d6de6ccd7cdb2fb7190462146505815e2
io.ktor	ktor-utils-tvosx64	2.0.0-rc-1		dc79bdf993c4e5ee72cd0d386da055401a5191b7
io.ktor	ktor-utils-tvosx64	2.0.0-rc-1	metadata	65adbf17aedba0286625e0f2ea4deb3169dca315
io.ktor	ktor-utils-tvosx64	2.0.1		b3ca58e19d1439c1fdd263b54277091d8b6e68df
io.ktor	ktor-utils-tvosx64	2.0.1	metadata	6893e5a8a91a42f7bb55bca3e23e0b2c4a9fe03f
io.ktor	ktor-utils-tvosx64	2.0.2		7d6ba66ff5dc06b2cda1ed430a93dac74641deb0
io.ktor	ktor-utils-tvosx64	2.0.2	metadata	cfac0bf8b2df389671eb904e318be9006b50193d
io.ktor	ktor-utils-tvosx64	2.0.3		4206da8bca4c75e95afa5c8cc43d861052923d4f
io.ktor	ktor-utils-tvosx64	2.0.3	metadata	a762cbe834d33f90b21995eba42e16a6247465b8
io.ktor	ktor-utils-tvosx64	2.1.0		6dff47da05235f11dfec8f301b7b936b5685d66d
io.ktor	ktor-utils-tvosx64	2.1.0	metadata	5e29561b0f51df624bd9d6b7ddcbbc4766b3429b
io.ktor	ktor-utils-tvosx64	2.1.1		93d873c9204d0c85a7b6c99448cbbc068f512581
io.ktor	ktor-utils-tvosx64	2.1.1	metadata	a5e4b8a0220476667ae0435faa553e3c7b1a9d7a
io.ktor	ktor-utils-tvosx64	2.1.2		980257df4cd95bded6cf6db6303558f2aa8e4d2a
io.ktor	ktor-utils-tvosx64	2.1.2	metadata	d77ff1a731d804af1ba11cb831e8c9d242ab14d0
io.ktor	ktor-utils-tvosx64	2.1.3		2aad61a38cda6e602a89436e537be861230eaaef
io.ktor	ktor-utils-tvosx64	2.1.3	metadata	80529933c82ce8c5c51c1bbb7a4639b45975afd6
io.ktor	ktor-utils-tvosx64	2.2.0		b565dafb393586d8c6454611586f7a988ade568e
io.ktor	ktor-utils-tvosx64	2.2.0	metadata	e81447f38632421c74c8a585b11bdffea8bda8ba
io.ktor	ktor-utils-tvosx64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-utils-tvosx64	2.2.1	metadata	826bfdc5232318f418baeaf88a301722ba125438
io.ktor	ktor-utils-tvosx64	2.2.2		5ae6c72a8edf5aa2f4c7c0b5dc1d973bd9cd4cb7
io.ktor	ktor-utils-tvosx64	2.2.2	metadata	50f09aadd1355fc0d110fbe27301a1ef5252f714
io.ktor	ktor-utils-tvosx64	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-utils-tvosx64	2.2.3	metadata	ba71173d6a09601e629f3ad8cd83449b0c5de9dd
io.ktor	ktor-utils-tvosx64	2.2.4		37e94ed991c061d6dc2d1ddc3d8e620e29e906af
io.ktor	ktor-utils-tvosx64	2.2.4	metadata	db7f3c3e76badfec87b6f99835addf206026cd4f
io.ktor	ktor-utils-tvosx64	2.3.0		60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-utils-tvosx64	2.3.0	metadata	089ec074c28c386fd1b8b8be69ad8354aed2a00f
io.ktor	ktor-utils-tvosx64	2.3.1		15efc70f2c6da24075097f9b8f3af18191b1f21a
io.ktor	ktor-utils-tvosx64	2.3.1	metadata	a2a455430bb49d150f41593aa28bb670412b695b
io.ktor	ktor-utils-tvosx64	2.3.10		11ccf6306f5b27cbee658d25083443b9c01b60c4
io.ktor	ktor-utils-tvosx64	2.3.10	metadata	e3edf487b57c35e16d442b05a98e8d94dd8eedce
io.ktor	ktor-utils-tvosx64	2.3.11		bcf870b6d57c9a7d3fce1dbe42eceff15f5dbb46
io.ktor	ktor-utils-tvosx64	2.3.11	metadata	74b98088a1db7c280661a2270a13581d1566d0ef
io.ktor	ktor-utils-tvosx64	2.3.12		00f57f70306318ae1c1be9cfc8c3404f9e1672ff
io.ktor	ktor-utils-tvosx64	2.3.12	metadata	8d2b211178972c5e3ff1dc764194375d58613a20
io.ktor	ktor-utils-tvosx64	2.3.13		8efd7ac11eb3608829f9059ef55f4a85d46eb1e0
io.ktor	ktor-utils-tvosx64	2.3.13	metadata	0a74585eba99d2e1923255da8c746da7734168a0
io.ktor	ktor-utils-tvosx64	2.3.2		a22a83824f703146da64331d1f45eaf35507c8cc
io.ktor	ktor-utils-tvosx64	2.3.2	metadata	b17d94f876be9dfdb5204760f41cb380f4f63021
io.ktor	ktor-utils-tvosx64	2.3.3		addac3b5f50942cf4a2d24b8c7e1b2ba0d63125f
io.ktor	ktor-utils-tvosx64	2.3.3	metadata	fa49076d42221fb4085b531cbe7c83e30ccaa8ef
io.ktor	ktor-utils-tvosx64	2.3.4		d730af52ef74c69a4b475bec3b4c42692fa4f92d
io.ktor	ktor-utils-tvosx64	2.3.4	metadata	356f65599bfab4321db91b05d6e3ff446cfeda9e
io.ktor	ktor-utils-tvosx64	2.3.5		b4f96f9a5d6bbbfc376e4b7061e5aaadb7355849
io.ktor	ktor-utils-tvosx64	2.3.5	metadata	0fbfc9049c48c88201eb7ccfd8841ce61500f7de
io.ktor	ktor-utils-tvosx64	2.3.6		22290964bde34aa9b2275dd3070b73acadf3bed5
io.ktor	ktor-utils-tvosx64	2.3.6	metadata	b9643ba143532adb1346f02bf4995a54d6a3ebf8
io.ktor	ktor-utils-tvosx64	2.3.7		470f7210680417026101726bbbd6b7517021b151
io.ktor	ktor-utils-tvosx64	2.3.7	metadata	c26f0f945efa97f0537ae84d054e8db61f80bb14
io.ktor	ktor-utils-tvosx64	2.3.8		6d2beff81644de942159d28b7ceb0e0a732b5a7d
io.ktor	ktor-utils-tvosx64	2.3.8	metadata	c49f6a57eb47f1b345b0e2346c563e55ad920323
io.ktor	ktor-utils-tvosx64	2.3.9		4740987f7da09082b2b11fc0df583636bc3c2aee
io.ktor	ktor-utils-tvosx64	2.3.9	metadata	8f4e1c097fe24ce2cab3b83ae2bfea79ebd0cffe
io.ktor	ktor-utils-tvosx64	3.0.0		c12f23c2801a2131cccb410ad1933e504a3628e9
io.ktor	ktor-utils-tvosx64	3.0.0	metadata	65e00221ef5b5f89e13881f392a09a4919ea27a4
