ai.systema	systema-sdk-android-debug	0.1.0-alpha		N/A
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.2.4.RELEASE		6f0e2e1f45364a3588c19b8c4deb4211c4692249
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.2.5.RELEASE		f8e7d1f3d79c11fa4970b16723db20299a9151b1
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.2.6.RELEASE		c835d550c3499ee7398469f05212249e356741cb
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.2.7.RELEASE		0fe39a7ea76048bd73658a98f1fd65d8a7177e6a
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.2.8.RELEASE		cd3341c768128c586996422b48fa8cd4dc877457
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.3.0.RELEASE		408d79ef0f52cb1eafe72e944f9c0e9cbfbea1c6
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.3.1.RELEASE		85d74a5717cb3efe874045fdb1914185361cce47
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.4.0.RELEASE		95237dc34e3df918a83313ec4860928bc5abc026
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.5.0.RELEASE		46e489456e8a20c854b33cf0d6fd4175593691a4
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.5.1.RELEASE		bbd6b67d143237deca483d4b89e870a9e4323b4e
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.5.2.RELEASE		1465beec3ab2f1902e2c7d0c7f29b79d2b4e5774
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.6.0.RELEASE		dcbf472c019d34e0a3e7c4832dfc1e53e3410d9e
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.6.1.RELEASE		d0fb03ce8843ecaf5d538ccd434d8dc1df8f03de
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.6.2.RELEASE		8a785776c40ff5d44cd7f8fb6f269dda2e6d35f1
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.6.3.RELEASE		589578254cbe7521d423784bce1104ac139f83ce
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.6.4.RELEASE		7b4b3cf07b37a57f987d95e2b88916789c2b4ff7
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.6.5.RELEASE		383daf51cae507dac7206eb246d2267daff86939
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.6.6.RELEASE		455620d04e848f5b5bddf542e7485a5371552f2a
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.6.7.RELEASE		8f5cae95edec01dd2df08d81b1cd75204db3ef08
link.thingscloud	freeswitch-esl-spring-boot-starter-example	1.7.0		d6235cbb0af98c3b495548bfba2b54deadcf46c1
link.thingscloud	freeswitch-esl-spring-boot-starter-example	2.0.0		53cb0db63b2cfba68fe345f7b4f9be6937fa3684
link.thingscloud	freeswitch-esl-spring-boot-starter-example	2.1.0		6f381b2f7c1a766806c1bec073b0fbdad653d3b0
link.thingscloud	freeswitch-esl-spring-boot-starter-example	2.2.0		3178ecd874d89f17f24b8347f638e2830e08af99
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0		7cc393cb5b79f7b301d099342b0a7b04aedfe987
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-RC1		64ffa7443a82b8ab61cad8e21adc05b2f21503b8
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-RC2		b5ac57f06ad99d65d7e5e0975e2e8bb8424ef269
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-RC3		c3eff65bcae94a720d488b15452817b54373538d
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-beta1		38c1d1c67b68e679418a6eab0bf4575731773d1a
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-beta2		c75d0f3d177bab52a7de44b7829450fde51ed361
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-beta3		6c07180b4b0a15974786fd3550428cc58d8a0656
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev1		e812e2c886942c01c47c9b33af05f6a7b4c9d24f
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev10		30a700ca006655ce3b92cc220ef2c30a66068d90
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev11		a6e675f4a50c03cc1759c0d0f4563dbf8f7551bd
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev12		c48e369cd3806e0a081654218b263e218f460360
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev13		fb296e6ba21f2cd63e677aabd9f7ad4303081e22
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev14		e0ab8bdd31ed5efba336fad82157a020f75e5574
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev15		ed0dd8da19591f7a8c8baac0001018fd111bdb4a
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev16		6fd109fd146bfc07a90c614c11b109c7e1d61f3c
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev17		e5408dfa24815660e6c0855870fc02c01ddde294
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev18		f7f26863e0c5fbe42280ed5592dbe1f76430c38a
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev2		f28c75512eea70624d97ec9a472c9bc810663887
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev3		b27f4a33d869dbd66ca33607931809915d5780b2
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev4		846638ea54fe5a861351b6e6d3b021497dcf6014
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev5		44cc1d2b626c01c7224074d60c11da94e29cacee
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev6		5410d9c5709e55ee34b5d7de62a0a64751c217a5
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev7		4c8c8d3f2e3cb6ce981b1f50774b80246b64ebf9
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev8		511080da544c7eb232307631d72b845d5d2945f5
love.forte.simbot	simbot-core-spring-boot-starter	4.0.0-dev9		adf6e4708568d2d11b8c8988af8702d8ca8bfedc
love.forte.simbot	simbot-core-spring-boot-starter	4.0.1		50033aa5a3cb8cbce38b622947e08c8d7c0cf3b7
love.forte.simbot	simbot-core-spring-boot-starter	4.1.0		f4d98f21a3aed48aedef5426ca0cf100b68a5a92
love.forte.simbot	simbot-core-spring-boot-starter	4.10.0		f149dbfa3885722914928a1f19d370c9c788fd07
love.forte.simbot	simbot-core-spring-boot-starter	4.11.0		c4f6ae6125609a4c85c7dc3a7b2b8ee1c8119e39
love.forte.simbot	simbot-core-spring-boot-starter	4.11.1		5dfcc73accec6d2cbfc4943ea335de44b152f40b
love.forte.simbot	simbot-core-spring-boot-starter	4.12.0		05369d342b4bb065cce9fe427ae873742ff7c6bb
love.forte.simbot	simbot-core-spring-boot-starter	4.2.0		9467230ae7a6741a0f282297e8a4f66b139d1728
love.forte.simbot	simbot-core-spring-boot-starter	4.3.0		868a3fe1b2979f6d9cbdb25e903150f94c10ee73
love.forte.simbot	simbot-core-spring-boot-starter	4.3.1		a0955857ded99175960b2c55f361789af87d5d9d
love.forte.simbot	simbot-core-spring-boot-starter	4.4.0		70de608dd68e09fd2c8ae3909a3a0093f19411d4
love.forte.simbot	simbot-core-spring-boot-starter	4.5.0		c307429cf967ee5c9d8c3e3ff275dd225380020a
love.forte.simbot	simbot-core-spring-boot-starter	4.6.0		ef73c5e7a5f8da19aeefc4d320d094713c434771
love.forte.simbot	simbot-core-spring-boot-starter	4.6.1		bf59e02e719e3a4d75ce3e985d72ff8f29efd91e
love.forte.simbot	simbot-core-spring-boot-starter	4.7.0		cd2cfaf19cdfb4352e07a29d4421665c5146ffb2
love.forte.simbot	simbot-core-spring-boot-starter	4.7.0-beta1		90139af7abff5bc58fdc9b872f3d590272012ca4
love.forte.simbot	simbot-core-spring-boot-starter	4.8.0		c0f3377762aeb36284b8a4e87d8c92769563d937
love.forte.simbot	simbot-core-spring-boot-starter	4.9.0		b841edcb42167106895e2566554c186433f12893
me.liuwj.ktorm	ktorm-jackson	1.0		8bd01daadbfbf8a2b12cd7cc1d30fffc4d8cd573
me.liuwj.ktorm	ktorm-jackson	1.0-beta		98c7d91e7130812fe560bc9b64aaaa7372021fc5
me.liuwj.ktorm	ktorm-jackson	1.1		23d9f2dcc435405bd54dd859903b2253637e31b0
me.liuwj.ktorm	ktorm-jackson	1.1.final		db6d0d5d4061fe05a62220edca8085e1d892da85
me.liuwj.ktorm	ktorm-jackson	1.2		2999d0eaa2491ede822dd727754540c436d4d978
me.liuwj.ktorm	ktorm-jackson	1.3		5ac8f7fe319c3b140d6a817aad834f5dfb3c97fc
me.liuwj.ktorm	ktorm-jackson	2.0		142bd0cb778fa5e9ffd3ef50c6e020e7626e2619
me.liuwj.ktorm	ktorm-jackson	2.1		8fd23c94688cb2353d71506281f7c3dbf5d289ca
me.liuwj.ktorm	ktorm-jackson	2.2		1c2b306e58b0345caa478557f9a02be43fab79e2
me.liuwj.ktorm	ktorm-jackson	2.3		6812490a32992e9f94875be998f14a2b2a584470
me.liuwj.ktorm	ktorm-jackson	2.4		bf347a79cd474cdd8fe850330627877674a90a85
me.liuwj.ktorm	ktorm-jackson	2.5		2387b6ec471f2297ff8892ff72fa64e581f22ee3
me.liuwj.ktorm	ktorm-jackson	2.6		63c0bc158032814a0130a16b31a8a7975eba3e6a
me.liuwj.ktorm	ktorm-jackson	2.6.1		1823145550a0aaf09a8d88fa9febb688fecacf93
me.liuwj.ktorm	ktorm-jackson	2.7		64024ec7378aefd1cfe5f88f8b32dff7cffb393d
me.liuwj.ktorm	ktorm-jackson	2.7.1		2b404e90bf859f2b71f53dd9f5c5b56ac4e8998a
me.liuwj.ktorm	ktorm-jackson	2.7.2		5167c400aa30b631c3ebd8d13f47689123737a84
me.liuwj.ktorm	ktorm-jackson	3.0.0		22ce5d24d9a43c7d041ce92c6baf2c15c41d898a
me.liuwj.ktorm	ktorm-jackson	3.1.0		8a114dde96fce45f6f669289e5e7af3f3a757fef
ml.dmlc.mxnet	libmxnet-scala-linux-x86_64-gpu	0.1.1		N/A
ml.dmlc.mxnet	libmxnet-scala-linux-x86_64-gpu	0.9.3a		N/A
net.dempsy	lib-dempsyapi	0.6		a7aefaa68d39949c427495a91f21d85ed234dfe4
net.dempsy	lib-dempsyapi	0.7		70d0faab5ffcce3312eb649e42550d9f1dad527f
net.dempsy	lib-dempsyapi	0.7.1		bb0abedc828507d8083af1ebd05508670133713f
net.dempsy	lib-dempsyapi	0.7.2		ca3d44f6bd6d0e80bd6d4e39053af8e94c1c1715
net.dempsy	lib-dempsyapi	0.7.3		72ba2c07509e95f45d9d2af699c0d1bfd2f1f125
net.dempsy	lib-dempsyapi	0.7.4		4889376c9b2ed32d7920242211b131758cc78324
net.dempsy	lib-dempsyapi	0.7.5		f5ebf68fa3bdaf17491cd66e8aeea6f0d4ae7b81
net.dempsy	lib-dempsyapi	0.7.6		e58354296ba75f8a3b05e440343105d30d9bbcb7
net.dempsy	lib-dempsyapi	0.7.7		c64c6418ac6b2ce1e2cf5af509d608397c983aa9
net.dempsy	lib-dempsyapi	0.7.8		de2dd1d710d3bd4025575ee237f8ca11c1af0cca
net.dempsy	lib-dempsyapi	0.7.9		10ecd6f79ec7b820210c42a9dcbe68b0df48c834
net.mamoe	kotlin-jvm-blocking-bridge-intellij	1.10.3		f20914d5ba0be2ac56fe84c85ed46027ea9536b4
net.mamoe	kotlin-jvm-blocking-bridge-intellij	1.10.3-dev-2		da5d8a473f72d0af8b10885ebf9d3e48a6f5b7df
net.mamoe	kotlin-jvm-blocking-bridge-intellij	1.10.4		7fbd060e4397a22773f25fc0bbf53df5a70132f1
net.mamoe	kotlin-jvm-blocking-bridge-intellij	1.10.6		b138738938d2f80b6e862bc8410a09ce9513c563
net.mamoe	kotlin-jvm-blocking-bridge-intellij	1.10.6-1530		a942cf1c97659e7416f4f6c19a245c4cf09bcc74
net.mamoe	kotlin-jvm-blocking-bridge-intellij	1.10.6-1530.2		6de848bbf1ea8475c4dd54798240f51ac585ede0
net.mamoe	kotlin-jvm-blocking-bridge-intellij	1.10.6-160.1		af81f3ae33182ebd856b313c59b4a2839c1f55c8
net.minidev	parent-legacy	1.0.7		N/A
net.wetheinter	xapi-core-io	0.3		c0e8bbebc89c1a57c043671646bfb6529707d79b
net.wetheinter	xapi-core-io	0.4		99e82acdc29871df413cc93eecd69caa6f350d1a
net.wetheinter	xapi-core-io	0.5		dd9214c0de62900deaf9dfdef4e9c418ddb807dc
nl.talsmasoftware.context.managers	context-manager-opentelemetry	2.0.0-RC1		c343d779568b07572009b8a9bbb7de61bf401ab2
nl.talsmasoftware.context.managers	context-manager-opentelemetry	2.0.0-RC2		86cbe07f31fa6a4b1c9fd323a380c94bcb42688f
org.apache.aries.application	org.apache.aries.application.utils	0.1-incubating		f234088d0c812d342e4bedc483f7a51db57f8044
org.apache.aries.application	org.apache.aries.application.utils	0.2-incubating		6e395df5a6eab145323ab4b4313643875edcb343
org.apache.aries.application	org.apache.aries.application.utils	0.2.1		fd3223b9b0789bf166819145f0594174ab27717c
org.apache.aries.application	org.apache.aries.application.utils	0.2.2		2b0433185b9ece0b55a86e875007c4eae428598c
org.apache.aries.application	org.apache.aries.application.utils	0.3		3be466a3db48557627b5622bf6331f071c72fdab
org.apache.aries.application	org.apache.aries.application.utils	1.0.0		ddc84fd8a055a0ad9f6f03d4e564bdb428071b07
org.apache.geronimo.gshell	gshell-api	1.0-alpha-2		c49c5348e18afda5e9062497accc20bff3efb1fc
org.apache.rave	rave-components	0.10.1		N/A
org.apache.rave	rave-components	0.11		N/A
org.apache.rave	rave-components	0.12		N/A
org.apache.rave	rave-components	0.14		N/A
org.apache.rave	rave-components	0.15		N/A
org.apache.rave	rave-components	0.16		N/A
org.apache.rave	rave-components	0.18		N/A
org.apache.rave	rave-components	0.19		N/A
org.apache.rave	rave-components	0.20		N/A
org.apache.rave	rave-components	0.20.1		N/A
org.apache.rave	rave-components	0.21.1		N/A
org.apache.rave	rave-components	0.22		N/A
org.apache.rave	rave-components	0.23		N/A
org.apache.rave	rave-components	0.4-incubating		N/A
org.apache.rave	rave-components	0.5-incubating		N/A
org.apache.rave	rave-components	0.6-incubating		N/A
org.apache.rave	rave-components	0.7-incubating		N/A
org.apache.rave	rave-components	0.8-incubating		N/A
org.apache.rave	rave-components	0.9-incubating		N/A
org.apache.servicemix.servicemix	apache-servicemix-web	3.1.2		N/A
org.apache.servicemix.servicemix	apache-servicemix-web	3.2		N/A
org.apache.servicemix.servicemix	apache-servicemix-web	3.2.1		N/A
org.apache.servicemix.servicemix	apache-servicemix-web	3.2.2		N/A
org.apache.servicemix.servicemix	apache-servicemix-web	3.2.3		N/A
org.apache.servicemix.servicemix	apache-servicemix-web	3.3		N/A
org.apache.servicemix.servicemix	apache-servicemix-web	3.3.1		N/A
org.bdware.mockjava	mockjava	0.5.0		ed484108b1d5e2f10afde7669bb62910e83f5532
org.bdware.mockjava	mockjava	0.5.0	jar	450d884941a74b592a8a445c819abcff46d1a244
org.crazyyak.demo	yak-demo-jersey-app	3.1.0		N/A
org.crazyyak.demo	yak-demo-jersey-app	3.1.1		N/A
org.crazyyak.demo	yak-demo-jersey-app	3.2.0		N/A
org.crazyyak.demo	yak-demo-jersey-app	3.2.1		N/A
org.crazyyak.demo	yak-demo-jersey-app	3.2.2		N/A
org.crazyyak.demo	yak-demo-jersey-app	3.2.3		N/A
org.crazyyak.demo	yak-demo-jersey-app	4.0.0		N/A
org.danbrough.kotlinx	kotlinx-coroutines-core-linuxx64	1.6.3-native-mt		N/A
org.danbrough.kotlinx	kotlinx-coroutines-core-linuxx64	1.6.4		N/A
org.easybatch	easybatch-bench	2.2.0		9f4257374edf7b0952941ec648cf6178b5f07ad5
org.easybatch	easybatch-bench	3.0.0		e99cef07a57057f634c798de5582a4a2f205fe3c
org.fitframework.service	fit-http-classic	3.5.0-M1		91898597bd9485e2f91f3a650ba12c0e895c590c
org.fitframework.service	fit-http-classic	3.5.0-M2		82f2405159731cd89c2168aa47383f129153d593
org.gjgr.pig	pig-chivalrous-model	0.0.1.20200202G		1f58b7384addf701dba93a9fea05373d15a13057
org.gjgr.pig	pig-chivalrous-model	0.0.1.20201207G		02635706f29fdfa91c1491a7859998e254eb7e5f
org.glassfish.jersey.media	jersey-media-sse	2.0		5f0ed3009eda841385552da33503a46e6c9a1f5f
org.glassfish.jersey.media	jersey-media-sse	2.0-m04		a41b7d98efad6c49dcd5c1b6ed20a80bcf99a8f0
org.glassfish.jersey.media	jersey-media-sse	2.0-m04-1		4e9c9d4acd63e3b9fe86a7badd5bb60ccab63c45
org.glassfish.jersey.media	jersey-media-sse	2.0-m04-2		070990339a645b5fea747370ba549d534d4cae3e
org.glassfish.jersey.media	jersey-media-sse	2.0-m05		a007b989e4ea66fc740d8f89a95d09ba04fee933
org.glassfish.jersey.media	jersey-media-sse	2.0-m05-1		afcb29aa0851549811c933845bbeefa9595364d2
org.glassfish.jersey.media	jersey-media-sse	2.0-m05-2		d1398d129ab5476766408b8bfe3844c762975984
org.glassfish.jersey.media	jersey-media-sse	2.0-m06		343431eafa748fa990ee61086ba39b2408a9a70f
org.glassfish.jersey.media	jersey-media-sse	2.0-m07		05f3fd2a61e9067d61041c03dd481a116c558d1e
org.glassfish.jersey.media	jersey-media-sse	2.0-m07-1		f3b6677d37015511a0e0b1fbc34d5706bae32c6c
org.glassfish.jersey.media	jersey-media-sse	2.0-m08		013c765e4b191bfcd21b950e38bc0f3f5b169214
org.glassfish.jersey.media	jersey-media-sse	2.0-m08-1		99387d9b9bc41703c4f8d2c282bea249406940c9
org.glassfish.jersey.media	jersey-media-sse	2.0-m09		5a268aea08e01827dab7869e02b1b8a5d512807f
org.glassfish.jersey.media	jersey-media-sse	2.0-m09-1		0c397f3e9c2be7342c5b10902349e062782265e5
org.glassfish.jersey.media	jersey-media-sse	2.0-m10		45ccaf8a7cddf0a544960d583ebeb5f9d2895db9
org.glassfish.jersey.media	jersey-media-sse	2.0-m11		0adfdf6a12448c07323cb2e27fa860cb406e86c7
org.glassfish.jersey.media	jersey-media-sse	2.0-m12		cea2a9303bc418b507b22143c02e53813b48781b
org.glassfish.jersey.media	jersey-media-sse	2.0-m12-1		3064d56ee271abcd4d06759ef2a32f344e667cb5
org.glassfish.jersey.media	jersey-media-sse	2.0-m13		5ed69fe3d659b12e23c88a96a21b5db3532ecd6e
org.glassfish.jersey.media	jersey-media-sse	2.0-m13-1		6417444a48ad260efdd8c993682716dd0873bbb8
org.glassfish.jersey.media	jersey-media-sse	2.0-m13-2		8e2592bc6fd96dda9e50e8391836a34ff261b82f
org.glassfish.jersey.media	jersey-media-sse	2.0-m13-3		d85cf6216a61da4b92a1c1b055610762b359da26
org.glassfish.jersey.media	jersey-media-sse	2.0-rc1		c4463c7fe28986b382f1ab0d1e65ffd03b27f9c7
org.glassfish.jersey.media	jersey-media-sse	2.0.1		920787f695e7d312f10c3e255e02a32445a82d0c
org.glassfish.jersey.media	jersey-media-sse	2.1		4f4144bf0a539d2952e84d678b0d559644750504
org.glassfish.jersey.media	jersey-media-sse	2.10		882661b703c5238414de2868cdbf1c3111c02401
org.glassfish.jersey.media	jersey-media-sse	2.10.1		6264bcfe83d0f5132d5566e5ffc9d75ec1d2d681
org.glassfish.jersey.media	jersey-media-sse	2.10.2		5378e1f3d9951e8c25d7a02915e7bf4ad22f6a67
org.glassfish.jersey.media	jersey-media-sse	2.10.3		8ae028f8d114bace641f09bb7891d911e7d11110
org.glassfish.jersey.media	jersey-media-sse	2.10.4		9ed1321e7f771165a6fd301b4ec0ad2004fc3922
org.glassfish.jersey.media	jersey-media-sse	2.11		5f98040e90cc7d3b55ca024a9ccead7558dafbd6
org.glassfish.jersey.media	jersey-media-sse	2.12		22ce8be46937b9ce629b3faa59d1ab3b351b42da
org.glassfish.jersey.media	jersey-media-sse	2.13		2af07ce29cfeea033a46e1cd331874035ced6172
org.glassfish.jersey.media	jersey-media-sse	2.14		f0836cf6b1f97ee9231f64fc4016b72a21b757db
org.glassfish.jersey.media	jersey-media-sse	2.15		47514b6c5439ddc9f8ee8a1c99ebb42811c1627f
org.glassfish.jersey.media	jersey-media-sse	2.16		75a103028841c1df3eaac7c7c06047b0baa12611
org.glassfish.jersey.media	jersey-media-sse	2.17		b7423b15cad856e640a5aa674326d68d7c46c802
org.glassfish.jersey.media	jersey-media-sse	2.18		b1d10700bb037bd54b9cbb38b5791078670ab600
org.glassfish.jersey.media	jersey-media-sse	2.19		d70f0af173439c948ea243662eb0b34b4e107401
org.glassfish.jersey.media	jersey-media-sse	2.2		5396ef7f8036a435cb8931fb02c66b1d842f3f47
org.glassfish.jersey.media	jersey-media-sse	2.20		d4fc3e8b4f358443ad2eb2698ed150c728dfdffb
org.glassfish.jersey.media	jersey-media-sse	2.21		476bbbd1a174fb56279ad340ba427200e7252546
org.glassfish.jersey.media	jersey-media-sse	2.21.1		9fa4a4433716405dd9ac4209b751a1ffce5263f0
org.glassfish.jersey.media	jersey-media-sse	2.22		e1e26f74bc98eb611f6380aac778879b43615501
org.glassfish.jersey.media	jersey-media-sse	2.22.1		9c5f5e7c6ddf2dcfd49b420ce65be14fa12bb581
org.glassfish.jersey.media	jersey-media-sse	2.22.2		14dfb821819c22e4fad13c179310262600aa3410
org.glassfish.jersey.media	jersey-media-sse	2.22.3		7cea0c485394278a520f3ababe7d4c21617983ce
org.glassfish.jersey.media	jersey-media-sse	2.22.4		92eb4519f526b7e0044f3d995bd5529edb40585a
org.glassfish.jersey.media	jersey-media-sse	2.23		6b60400f9d9a53305ec113a74c71d7d9e2e50a9f
org.glassfish.jersey.media	jersey-media-sse	2.23.1		b419246875ed6033817c2160712eb0bd38612764
org.glassfish.jersey.media	jersey-media-sse	2.23.2		e45ccd3ce7c4f28b6a85a87aa0e2239b1b95a1bf
org.glassfish.jersey.media	jersey-media-sse	2.24		87531a123d146418637ed0d91d3fd32767abe7fa
org.glassfish.jersey.media	jersey-media-sse	2.24.1		03ee3ff2212b072f13ec8a40ffffa4cb501612c4
org.glassfish.jersey.media	jersey-media-sse	2.25		7f908b2dbf2a6f0ec7c9cf9e31d671f137c32d87
org.glassfish.jersey.media	jersey-media-sse	2.25.1		7baf8579bb860c13ec0839541c2f2eed9613b129
org.glassfish.jersey.media	jersey-media-sse	2.26		61cfeb0df911585140f64f3369eb524e0e02f534
org.glassfish.jersey.media	jersey-media-sse	2.26-b01		9aca144b49ad7f00d61cb615d3e79a8826421a9b
org.glassfish.jersey.media	jersey-media-sse	2.26-b02		e123fced028f9f63f5d1b760d42141c0b6f04b0e
org.glassfish.jersey.media	jersey-media-sse	2.26-b03		4d31cdf85ad4ee4b13699a4d5ae56fad68c1f0a6
org.glassfish.jersey.media	jersey-media-sse	2.26-b04		3beac94be60e2c8ed903c125f6a0b68832ac3d8b
org.glassfish.jersey.media	jersey-media-sse	2.26-b05		4cbc51c93eb6fc99123e91b5e3e95da07e644d66
org.glassfish.jersey.media	jersey-media-sse	2.26-b06		9e1a68f58de6e19f712e9ab7afcd4c43057fb65c
org.glassfish.jersey.media	jersey-media-sse	2.26-b07		54fa2ecd6280d621384e6e4c8d51c4c08e33a07f
org.glassfish.jersey.media	jersey-media-sse	2.26-b08		7c03b371ea6491c2781c044ef1bd04c96ba3bd55
org.glassfish.jersey.media	jersey-media-sse	2.26-b09		d3fba02de583c826f7a8948d56f81ac258db8b6b
org.glassfish.jersey.media	jersey-media-sse	2.27		959e4d06060a545d057f4c85983850294f707227
org.glassfish.jersey.media	jersey-media-sse	2.28		c801cc15cf2b68ef1d0e9ffb6ccf82d1ee2d38b2
org.glassfish.jersey.media	jersey-media-sse	2.28-RC4		5b687dcf93b76a97d76be861d409b82c939db29a
org.glassfish.jersey.media	jersey-media-sse	2.29		daa785e6a85977931d1fc54cf5c5f542dd9c8a7d
org.glassfish.jersey.media	jersey-media-sse	2.29.1		7356771f140f7caaf649a350fab56acaa31a2957
org.glassfish.jersey.media	jersey-media-sse	2.3		f354a400309452a33b9fcfd8093041e8d9e79ab8
org.glassfish.jersey.media	jersey-media-sse	2.3.1		ddeb9469e3ff3794d888a77d969dc8fb41fa69c2
org.glassfish.jersey.media	jersey-media-sse	2.30		4e2aaa26134585473241140eb3d16f8cf84cb0f7
org.glassfish.jersey.media	jersey-media-sse	2.30.1		b207e0b45c5dc84263fe51997982a8e5a870fbad
org.glassfish.jersey.media	jersey-media-sse	2.31		92b27cc1db7c8245641ded8c852352c296fe4552
org.glassfish.jersey.media	jersey-media-sse	2.32		155e649fdcf9d9bd8f94750a18c7ec5467e72722
org.glassfish.jersey.media	jersey-media-sse	2.33		52f0f74dde589c63d8a42a5220ef0e04af1ec62d
org.glassfish.jersey.media	jersey-media-sse	2.34		489215e4275d6bd0891ad69eb89507eaca5c20a6
org.glassfish.jersey.media	jersey-media-sse	2.35		626aa90cdfabe9dbb40fb7655ae102d62893db5e
org.glassfish.jersey.media	jersey-media-sse	2.36		b23ad9602be21be2dc2bda7c6e683a84381f4856
org.glassfish.jersey.media	jersey-media-sse	2.37		10976c30dc60a7b1efc75d7487cc24aef4031df9
org.glassfish.jersey.media	jersey-media-sse	2.38		e19c22f36f5a97c339719f3672b6caf57b75bc47
org.glassfish.jersey.media	jersey-media-sse	2.39		a570a3a2e6ab099b97c07adf219bdd7d2ab92aef
org.glassfish.jersey.media	jersey-media-sse	2.39.1		6107309d8ea283bb6d1bd3d464c4c70d813d94a4
org.glassfish.jersey.media	jersey-media-sse	2.4		d88aaaa9845fc076289544c7ffcc17104d309b93
org.glassfish.jersey.media	jersey-media-sse	2.4.1		70c4c54ac677b6a9608b562fda95ff9aa5204a6d
org.glassfish.jersey.media	jersey-media-sse	2.40		086a15a2744d20ccca395e075cafca442a7c7bf1
org.glassfish.jersey.media	jersey-media-sse	2.41		864556970c331e6b803e48d8762289e2b5d76f77
org.glassfish.jersey.media	jersey-media-sse	2.42		1ca60837d442ae3472c59e4706555444205f7a23
org.glassfish.jersey.media	jersey-media-sse	2.43		dfadfd2c596fb4478479f9c1a7256627ac96bb40
org.glassfish.jersey.media	jersey-media-sse	2.44		601495c2d66c4fd9b6e8ad0cb8f8caf3aebab830
org.glassfish.jersey.media	jersey-media-sse	2.45		b8e3e7443c6caecd4487b3a9933780eca141ecb1
org.glassfish.jersey.media	jersey-media-sse	2.46		241503a48b2a966a5bf8731b8dfcb52a5eccde30
org.glassfish.jersey.media	jersey-media-sse	2.5		7c5aaf7798ddac9e6095e67e056a8ceea59972c1
org.glassfish.jersey.media	jersey-media-sse	2.5.1		cb946908bd6a20cfa969d857b2a47842a7917c12
org.glassfish.jersey.media	jersey-media-sse	2.5.2		374affc652c761250c74636afcebc5cdf2cb4cd0
org.glassfish.jersey.media	jersey-media-sse	2.6		176460009956cabc9565c1b19fc17357b7bc0924
org.glassfish.jersey.media	jersey-media-sse	2.7		77bce780956feec77fbbd92cfe8d839c3e297bd0
org.glassfish.jersey.media	jersey-media-sse	2.8		b658f1cdb36f4d18776d1db2e828a0bfbca14d97
org.glassfish.jersey.media	jersey-media-sse	2.9		8f7f8f38fee4a93b44576413aca2d0ff7b2fd313
org.glassfish.jersey.media	jersey-media-sse	2.9.1		6b0a31aa1071830e5989c214b2223148d9dae5b6
org.glassfish.jersey.media	jersey-media-sse	3.0.0		7f3c7cf8baac85a6cd67ea684ca867f8c8abe497
org.glassfish.jersey.media	jersey-media-sse	3.0.0-M1		af3b261917ed965676cfd7aad2d4f30de463f7f5
org.glassfish.jersey.media	jersey-media-sse	3.0.0-M6		a0e59c8010116dafaf22997543e8bb63fb8688d5
