cn.org.faster	faster-framework-admin-spring-boot-autoconfigure	1.1.0.RELEASE		29f1481387ed4dae6ad358318691778d686c8b08
com.google.cloud	google-cloud-dlp	3.59.0		61e73800cf2cfc05ee60f9a4755ec7863c77fcf8
com.google.cloud	google-cloud-dlp	3.6.0		0ceb4d006be00806906ab5e0a8c360b2413009e2
com.google.cloud	google-cloud-dlp	3.6.1		664521274017e8ccb02e06e1c2bcd3486a0a79c5
com.google.cloud	google-cloud-dlp	3.6.2		62f781971905dd5d8f33ebf16afd5633e206fbe7
com.google.cloud	google-cloud-dlp	3.6.3		544bb024e56d59695be044657c94fea460e3179c
com.google.cloud	google-cloud-dlp	3.6.4		e3f7b1252eb171559c39fb05b09a423b5d5f1d89
com.google.cloud	google-cloud-dlp	3.6.5		a3d16a92739f1949a5e0fb535f403a5d4277e734
com.google.cloud	google-cloud-dlp	3.6.6		f7ae1196ac900f6e8fb2b74c1caae125273ae0f3
com.google.cloud	google-cloud-dlp	3.6.7		29b63648ccdc25f2ec92cd43d29f1b57e09060cf
com.google.cloud	google-cloud-dlp	3.60.0		b738a9bd3567d70cda4ba1fe44355b789a59ec9c
com.google.cloud	google-cloud-dlp	3.61.0		3efbf2b0fc313319aa984f675f2097f1094e3b81
com.google.cloud	google-cloud-dlp	3.62.0		88d056359457a54ca61759ed06af9564bdea059b
com.google.cloud	google-cloud-dlp	3.63.0		0696b8aae3aa94b8570a10137e9654da9167036a
com.google.cloud	google-cloud-dlp	3.64.0		e5eb2fb98bfeec2aa11309b89a50cb710a4bf48f
com.google.cloud	google-cloud-dlp	3.65.0		f29e86491ecd3dc5618119826491492c8b26f87f
com.google.cloud	google-cloud-dlp	3.7.0		deee7240f7a1dea11774a716bbde8ce1f8d9c6c3
com.google.cloud	google-cloud-dlp	3.7.1		d3858dd33b190ee7861f25542e3347b64950bb16
com.google.cloud	google-cloud-dlp	3.7.2		b13322063048bf11027d743b927eea3807450898
com.google.cloud	google-cloud-dlp	3.7.3		45e2b4a0f7bad14cc50e6d9f12ef2e82f23e1d5a
com.google.cloud	google-cloud-dlp	3.7.4		b0615b25552df0aece5e6adff642edee0e223237
com.google.cloud	google-cloud-dlp	3.7.5		99a19f31277abfd06e5df12513aa61d765290601
com.google.cloud	google-cloud-dlp	3.7.6		f50d8b1995866d7cb664465d01e23b376bdee183
com.google.cloud	google-cloud-dlp	3.8.0		dc700c8502e160fed0898c61277a459b0f96f8fc
com.google.cloud	google-cloud-dlp	3.9.0		0e15c697dc9e15b61ef5fa9172b434944dbf0cad
com.lihaoyi	requests_2.11	0.1.0		556515ef7a4e6379ccb3555fb968a1d40a64447e
com.lihaoyi	requests_2.11	0.1.1		88775b9b91bc2a9b8d990a7e1711142b89198731
com.lihaoyi	requests_2.11	0.1.2		a6cb76591ac6319450be5daffd5efae849bf6741
com.lihaoyi	requests_2.11	0.1.3		ea5cfdc4006f23ad42ed1691fab14f3b88b43d08
com.lihaoyi	requests_2.11	0.1.4		00401d921ad0e9f93b263c1bf9788a17bd5cdf88
com.lihaoyi	requests_2.11	0.1.5		6ae933734c9ad6e3b377ef61163b4cc7d2895a4a
com.lihaoyi	requests_2.11	0.1.6		ef79028f8a3b9d79db369ffd9dbc04b4fc779aaa
com.lihaoyi	requests_2.11	0.1.7		fc2fff433aa3ba121d8019b308fe871092baef22
com.lihaoyi	requests_2.11	0.1.8		97ca38e0179647bed30cb72abbcb2197b0cdd716
com.lihaoyi	requests_2.11	0.1.9		fe5931a445535635c436e59c99ab33888d7ada40
com.lihaoyi	requests_2.11	0.6.6		6bfdc957e71ab59e323f99df39dbfd8f722962eb
com.lihaoyi	requests_2.11	0.6.7		932dc68193536c5ad2174b109f5a8944d044e4ee
com.lihaoyi	requests_2.11	0.6.8		9901c813db72eaadb7dda5b040d06191af17f7d9
com.lihaoyi	requests_2.11	0.6.9		ed171dece715d1526335c7bdad357eab186e3f57
com.lihaoyi	requests_2.11	0.7.0		af82c1b2a1bb35c61bdb065f71fd40c514f8ab14
com.lihaoyi	requests_2.11	0.7.1		ab276f423b1d02ae9feffe53c4be8d4e0fe992c5
com.lihaoyi	requests_2.11	0.8.0		de5d83edceb8dbd5b717a36775efa3559186390d
com.lihaoyi	requests_2.11	0.8.2		40bce0db89d0a74166f3464656ff3445d095762c
com.lihaoyi	requests_2.11	0.8.3		52597722a2ee3d9ea870bcc4e8e244fa65937ff4
com.lihaoyi	requests_2.11	0.9.0		e3558d8cf1cbd49ecb3df52a9679c97d9f8f2550
com.lihaoyi	requests_2.11	0.9.0-RC1		e6adc8df6019aa5e5022ac6f7c788b508534aa7a
com.nablarch.integration	nablarch-jackson-adaptor	1.0.1		f98cb621b33c730f31805a168eed09f4938e45e2
com.nablarch.integration	nablarch-jackson-adaptor	1.0.2		949d3ff8715f8136233c510b183dfb9fed853564
com.nablarch.integration	nablarch-jackson-adaptor	1.0.3		5f69606cb5ae4405708c354003afe10dfb05f33e
com.nablarch.integration	nablarch-jackson-adaptor	1.0.4		2ce192f378d4c3ea3e49ae411b7186a3c5a454b7
com.nablarch.integration	nablarch-jackson-adaptor	1.0.5		f03b983350f3b40d2ea2c636418a99801f257ff3
com.nablarch.integration	nablarch-jackson-adaptor	1.0.6		f6c9b2af50db0afb72942f2aca6c6b90a1d1de26
com.nablarch.integration	nablarch-jackson-adaptor	1.0.7		cf0bc03fbfd3dc027cf80630aa30ad348162d486
com.nablarch.integration	nablarch-jackson-adaptor	1.0.8		e0c2f3d79f3dd1083afeab2140faae8e4dcfe610
com.nablarch.integration	nablarch-jackson-adaptor	1.1.0		58aa5991808dc69e0190f2ea18a852674a40c65b
com.nablarch.integration	nablarch-jackson-adaptor	2.0.0		80c4ff9acf3faf53b5908a47e198eb615b292da0
com.nablarch.integration	nablarch-jackson-adaptor	2.1.0		6cf8eafca3fc64aed75a2bfe478f64cb8ab1c3c8
com.nablarch.integration	nablarch-jackson-adaptor	2.2.0		5dafae8ddb0cde8fbd7be42308633d0dd9968f44
com.pauldijou	jwt-upickle-legacy_2.12	0.10.0		a229952a83449598b8812209bfe2eaa948b149ed
com.pauldijou	jwt-upickle-legacy_2.12	0.11.0		c5484bcd84c57e1175e3cd8b161e45b0da5887ab
com.pauldijou	jwt-upickle-legacy_2.12	0.12.0		20397ff2aa10ae0371beb5a911fc63f1deb69f93
com.pauldijou	jwt-upickle-legacy_2.12	0.12.1		19cbe9a5e5828f6dc262e9aa00548e05637ea403
com.pauldijou	jwt-upickle-legacy_2.12	0.13.0		52bdd9bd9b4c5418b4d017daa972bf1810a5c93e
com.pauldijou	jwt-upickle-legacy_2.12	0.14.0		f6f2911a517682c03cdfe989cfe55207243ce216
com.pauldijou	jwt-upickle-legacy_2.12	0.14.1		fdba8ab1cdcb04001ecf76b1481569bb9681fffc
com.pauldijou	jwt-upickle-legacy_2.12	0.15.0		1e27d38a8fead0a10d2747c834626897ba7fee8a
com.pauldijou	jwt-upickle-legacy_2.12	0.16.0		b4ec4159c35c015130b43fdb844355b77ed7b29a
com.pauldijou	jwt-upickle-legacy_2.12	0.17.0		7127c00e33b64ba9686ef82024c4ffccf7bbcad3
com.pauldijou	jwt-upickle-legacy_2.12	0.18.0		e972b5b1a50a6b57f9c624c34b732c1e9b2dd293
com.pauldijou	jwt-upickle-legacy_2.12	0.19.0		b3eb4172ec792eb859aae29c99afd3f28c2a50d0
com.pauldijou	jwt-upickle-legacy_2.12	1.0.0		1038c4f1854bfb896980f22bedf10d17df1ed77b
com.pauldijou	jwt-upickle-legacy_2.12	1.1.0		d50cc7785a769100a4d43dec4420bc1828631387
com.pontusvision	dynamodb-janusgraph-storage-backend	100-3.0		5955380b8a35e1e52e1b8b9562a86ae80c4bf784
com.softwaremill.sttp.client3	armeria-backend-cats_3.0.0-RC2	3.3.0-RC1		5455e7a16ef2eef59016ababce31e2b4a6941d52
com.softwaremill.sttp.client3	armeria-backend-cats_3.0.0-RC2	3.3.0-RC2		34bac182bfcf682438c01a35133c91f009ea5ba7
com.softwaremill.sttp.client3	armeria-backend-cats_3.0.0-RC2	3.3.0-RC3		2bba177b47dddf9d752b5a3ef5e5f9fd99d74848
com.softwaremill.sttp.client3	armeria-backend-cats_3.0.0-RC2	3.3.0-RC4		3d21777149fc1b564d0c53aaeb98a25792e9c724
com.softwaremill.sttp.client3	armeria-backend-cats_3.0.0-RC2	3.3.0-RC5		c9252b0f51d49322db76edf4be2d78093ddc87cd
com.soil-kt.soil	lazyload-iosx64	1.0.0-alpha10		N/A
com.soil-kt.soil	lazyload-iosx64	1.0.0-alpha10	metadata	3fed2a23d431d0310510a75be399096f6796b8b4
com.sparkutils	dmn-4-spark_15.4.dbr_3.5_2.12	0.0.1-RC2		cc9aaf1470a00e75908524e5b9cd01bc0147af89
com.sparkutils	dmn-4-spark_15.4.dbr_3.5_2.12	0.0.1-RC3		5892493d690ed31e9a239bad73c4c823a16a26d3
com.sparkutils	dmn-4-spark_15.4.dbr_3.5_2.12	0.0.1-RC4		b6572b89c5255b68b54b60a2ab31d246fa4b15b9
com.sparkutils	dmn-4-spark_15.4.dbr_3.5_2.12	0.0.1-RC5		dce3b6be3ddb36df36e9c43137c0e8c04af3c4f5
com.squareup.leakcanary	plumber-android-core	2.10		N/A
com.squareup.leakcanary	plumber-android-core	2.11		N/A
com.squareup.leakcanary	plumber-android-core	2.12		N/A
com.squareup.leakcanary	plumber-android-core	2.13		N/A
com.squareup.leakcanary	plumber-android-core	2.14		N/A
com.squareup.leakcanary	plumber-android-core	2.8		N/A
com.squareup.leakcanary	plumber-android-core	2.8.1		N/A
com.squareup.leakcanary	plumber-android-core	2.9		N/A
com.squareup.leakcanary	plumber-android-core	2.9.1		N/A
com.squareup.leakcanary	plumber-android-core	3.0-alpha-1		N/A
com.squareup.leakcanary	plumber-android-core	3.0-alpha-2		N/A
com.squareup.leakcanary	plumber-android-core	3.0-alpha-3		N/A
com.squareup.leakcanary	plumber-android-core	3.0-alpha-4		N/A
com.squareup.leakcanary	plumber-android-core	3.0-alpha-5		N/A
com.squareup.leakcanary	plumber-android-core	3.0-alpha-6		N/A
com.squareup.leakcanary	plumber-android-core	3.0-alpha-7		N/A
com.squareup.leakcanary	plumber-android-core	3.0-alpha-8		N/A
de.fau.cs.osr.hddiff	hddiff-perfsuite	1.0.0		c3de76ae3fe906e98adf78beeab2de21a2c7c9e1
de.fau.cs.osr.hddiff	hddiff-perfsuite	1.1.0		db2c4e4aec8cb5d8ed47844e7bdc660879f46546
de.fau.cs.osr.hddiff	hddiff-perfsuite	2.0.4		f9035f99187860254fe09ed4493eec19f066d72a
de.fau.cs.osr.hddiff	hddiff-perfsuite	2.0.5		5d3bf4405ca855cd5db8902fe02892e4554ad56e
dev.kylesilver	result-type-jvm	0.1.2		b4864a69b4413325406ee4c9e24a8abecbafbd50
dev.loqo71la	graph-theory	0.0.1		2cc8173f417ced3ef98bb52c00bcf25ffa7905cb
eu.fbk.twm	twm-utils	1.4		f202416154f37c564df62b8ce5e99ca6fda6a807
io.burkard	aws-cdk-scala-codestarconnections_2.12	0.1.2		8b2bb4bb96523c5c052ee63b403f980853ac097e
io.burkard	aws-cdk-scala-codestarconnections_2.12	0.1.3		24c7f78e6266491d06bc96ef1190af41c8a9fb37
io.burkard	aws-cdk-scala-codestarconnections_2.12	0.1.4		0f94a2f3c2f86792190110f7dc2db41d141dd5a2
io.burkard	aws-cdk-scala-codestarconnections_2.12	0.1.5		d16392566f4ede08bdd84cd7022269f8de42e795
io.burkard	aws-cdk-scala-codestarconnections_2.12	0.1.6		ad4483733a3504c51051ed0fd058d9e38f206f33
io.burkard	aws-cdk-scala-codestarconnections_2.12	0.1.7		ce5885cb733f50536693a9a067dd04deafe3fdbb
io.burkard	aws-cdk-scala-codestarconnections_2.12	0.2.0		66e9f1d4676e7e5bf3717d9cf44deb4d21673d34
io.burkard	aws-cdk-scala-codestarconnections_2.12	0.3.0		200fffda8d75c82cf071003d75b855648e5bdd2a
io.burkard	aws-cdk-scala-codestarconnections_2.12	0.4.0		a6a000c051d9fc677199302d27020abc1631a52f
io.burkard	aws-cdk-scala-codestarconnections_2.12	0.4.1		7982a310b2898375e2c05765e62e33918edb2979
io.burkard	aws-cdk-scala-codestarconnections_2.12	0.5.0		a77b90bac05720e91eed4188bcf1b7b6b2285f7b
io.github.leeway-kmp	kmp-context	1.0.0		51fb010635d88bd575ff032f0c25b45a1e94faff
io.github.pavelicii	allpairs4j	1.0.0		090b0d8bd3dff914858a455cc441c5df34a20f0b
io.github.pavelicii	allpairs4j	1.0.1		662f790753b15a204c40793ca5ac6d09cad00b95
io.github.rzo1.org.apache.cxf	cxf-rt-transports-http-undertow	4.1.0-tomee-M1		df6d231b156032116fea4a8ce54e16aa9358ad51
io.github.rzo1.org.apache.cxf	cxf-rt-transports-http-undertow	4.1.0-tomee-M2		70d8ea7080d0e8301da4c3e57f41056cb4466aae
io.github.tochy-open	Validator	1.0.4		N/A
io.github.yandroidua.kroute	lifecycle-koin	0.0.3-alpha		c10c9394103e0caeb4b6ae367f601618bd00cb36
io.github.yandroidua.kroute	lifecycle-koin	0.1.0		87a58631a0a9a3984903a9f4f00235443767911c
io.openliberty.features	io.openliberty.internal.versionless.jaxrsClient-2.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.internal.versionless.jaxrsClient-2.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.internal.versionless.jaxrsClient-2.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.internal.versionless.jaxrsClient-2.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.internal.versionless.jaxrsClient-2.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.internal.versionless.jaxrsClient-2.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.internal.versionless.jaxrsClient-2.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.internal.versionless.jaxrsClient-2.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.internal.versionless.jaxrsClient-2.0	25.0.0.4		N/A
io.streamthoughts	azkarra-worker	0.5.0		e41554d26dcc15effcb0e3099186acceb122a774
io.streamthoughts	azkarra-worker	0.6.0		631195a5a5c87537eb96271fe3d9d259f644a82a
io.streamthoughts	azkarra-worker	0.6.1		84a0e6a05d523e1c865b473736733dc3d0444e2a
io.streamthoughts	azkarra-worker	0.7.0		6d485fdaf02ecdcd5dfe2be8e1d5cad321b62335
io.streamthoughts	azkarra-worker	0.7.1		e8ac811cc8a567f1e89d7785337a7523dfaab0a3
io.streamthoughts	azkarra-worker	0.7.2		f0cb84245159cade91baebea946cd32e953202ed
io.streamthoughts	azkarra-worker	0.7.3		d90f9aec2f6014b50509cff6dd8bad135825759b
io.streamthoughts	azkarra-worker	0.7.4		c749ff7a59b6467734a207a1d703d47dba7aaa81
io.streamthoughts	azkarra-worker	0.8.0		b685b41ad166384afeea1d53615bb93f4afac04d
io.streamthoughts	azkarra-worker	0.9.0		035b769433352b813a155c9b5b61ecc4035c19f3
io.streamthoughts	azkarra-worker	0.9.1		0b54b0799fd059817e6d3e6f5975d4667a6238bc
io.streamthoughts	azkarra-worker	0.9.2		3160e4ffc2be94aabd7a01a599eeadc58c93ba56
io.wepin	wepin-android-sdk-core-v1	1.1.1		N/A
it.unimi.dsi	fastutil-core	8.5.11		790ac854a8316bb4896662d02c53dd30d769ed53
it.unimi.dsi	fastutil-core	8.5.12		d07afc8c78d4ab62240fc53cc4809f07af8b72b8
it.unimi.dsi	fastutil-core	8.5.13		dd3d3ed477b7c1aee8176f6684813f48304769f9
it.unimi.dsi	fastutil-core	8.5.14		e073072876aa3b45580bcec271b6aea888a2b328
it.unimi.dsi	fastutil-core	8.5.15		b1c877e4cc3618aa3ba34f9a44520b5f8fdbb5f7
it.unimi.dsi	fastutil-core	8.5.3		f09d1169068c3bffa92561dba2fc133e176b8be5
it.unimi.dsi	fastutil-core	8.5.4		c693557ee87e311340eb0f8a811b8bca027af421
it.unimi.dsi	fastutil-core	8.5.5		3453a8eed3d3d655456b003b6d12cbf75d70870f
it.unimi.dsi	fastutil-core	8.5.6		8dc380385178feba4d1ca62f7d5e58da91c425ef
it.unimi.dsi	fastutil-core	8.5.7		f1c1db591e319ca5fb25f71f0a8c6a162ed9f022
it.unimi.dsi	fastutil-core	8.5.8		6750d5da7a9f41b51b55aa1df5e6f996ad0d9e3f
it.unimi.dsi	fastutil-core	8.5.9		de966ed26043ac53aed7ea5208466405a9e64547
jakarta.servlet.jsp	jakarta.servlet.jsp-api	2.3.4		8d0654828fc393ff2c2d5d18072cd6faca7fde3c
jakarta.servlet.jsp	jakarta.servlet.jsp-api	2.3.5		fe0dd0bcdddae64230028d308ebc69c5de9e00a5
jakarta.servlet.jsp	jakarta.servlet.jsp-api	2.3.6		ee48550ece1af1e0d8bd4877dbc6da5c29c5496b
jakarta.servlet.jsp	jakarta.servlet.jsp-api	3.0.0		d81ef945bf14a3a5cce1b9ccac0f840f64607f9a
jakarta.servlet.jsp	jakarta.servlet.jsp-api	3.0.0-M1		15743cddc2745c14a6142385f3727044b577ebb9
jakarta.servlet.jsp	jakarta.servlet.jsp-api	3.0.0-RC2		3458176ef859f7ceaeee57d90e3037d0f95d2719
jakarta.servlet.jsp	jakarta.servlet.jsp-api	3.1.0		ea5fe947c87c9603db997f708587270593164a1e
jakarta.servlet.jsp	jakarta.servlet.jsp-api	3.1.1		47d30c6abf7ad834f21a0e45593bff25dbf7d7ee
jakarta.servlet.jsp	jakarta.servlet.jsp-api	4.0.0		a8de3741b91ba7427306104979ab2f084e831438
jakarta.servlet.jsp	jakarta.servlet.jsp-api	4.0.0-M1		646576a7fda0c973205d30486d2b34d41221f558
jakarta.servlet.jsp	jakarta.servlet.jsp-api	4.0.0-M2		91dbfcd7848b2477bd348a6e858e87aaf0fc32ca
li.rudin.mavenjs	mavenjs-lib-bootstrap-cyborg	1.2		db4116aa2d0c8dd2780d9205c19788c419ac3a4f
li.rudin.mavenjs	mavenjs-lib-bootstrap-cyborg	1.3		4b670c13aae6b0955f44882081aab115f757ff64
net.conquiris	conquiris-core	3.5.0		27cf94e32bcee82ccb1b019ff6addfd205ed0c23
net.conquiris	conquiris-core	3.5.1		155d49050d8e53e9e0e8e6e1262466629dd53b64
net.conquiris	conquiris-core	3.5.2		6b57d84a6e45a4b4246e42a8fb6a134cbdaafda6
net.conquiris	conquiris-core	3.5.3		a3216f8e0cc7c602ea4e070a385c29869c2079a9
net.conquiris	conquiris-core	3.5.4		9a0093e834bd31ec7ca2f6faffdf99ee1e34c89b
net.conquiris	conquiris-core	3.5.5		2812671d3b08f1acf6c9d9e931d56fa81d6b4725
net.conquiris	conquiris-core	3.5.6		1a63633a2f3f3e9dc66153b029b3e7d4d19dc5fd
net.conquiris	conquiris-core	3.5.7		a8b3ce9ffb4be5a04cae7e901c2b7e1df01733f7
net.conquiris	conquiris-core	3.5.8		cc565be5ed1b0be381eaf09a005645b092aff69a
net.conquiris	conquiris-core	3.5.9		a861b469f0c876bc07c12790d1100d6748b71037
net.conquiris	conquiris-core	3.6.1		9de83c158ad882198ee0825a5fcf24d384c3c184
net.conquiris	conquiris-core	3.6.2		ce280f7a8f2ecace07c19712d6b22a706958c645
net.conquiris	conquiris-core	3.6.3		25f3c069fea3b08b4c5d903f706ebb50baa2f48a
net.conquiris	conquiris-core	3.6.4		0c3512360a06161fbbbd1c7be9ece55fa071e864
net.conquiris	conquiris-core	3.6.5		93d3b1736272f8ce6f92b56ed0ea05dfdb2e2292
net.conquiris	conquiris-core	3.6.6		aacd5540c9945258151096d5d1321ce01e8a12d2
net.conquiris	conquiris-core	3.6.7		9b1ad2a7668f1ce96ac2e965f4c3c09b81728c7b
net.conquiris	conquiris-core	3.6.8		b846645363908e9d5c51ee44b028e07836282b4a
net.deechael	khl	1.00.0		ebad2b818b07cc91c4d37a008a0aaedff4c14b49
net.deechael	khl	1.01.0		453bfde9f8bf49f15b2c809006aac7c13fe54df6
net.deechael	khl	1.02.0		d6cd96997fc3cbd262c39443dd405d8e9a43291a
net.deechael	khl	1.03.0		1134ecadd7caba1acb4b6b39b2b97b79a9548560
net.deechael	khl	1.04.0		d630c46c59c697177be0f4e8713f7876eaf421ac
net.deechael	khl	1.05.0		ef8e991c9a5b8162cca41653b1ea1ed0e758c599
net.deechael	khl	1.06.0		092f175e729ee31f940a241221846b5e64791b24
net.deechael	khl	1.07.0		7aac833ddee87552521c1145756b18052bfd3ab1
net.deechael	khl	1.08.0		625f9cd1481933cad275afcfb881fc264ba5ddbe
net.deechael	khl	1.09.0		7bb9a09be0d18623efadf43a0306debf40623d80
net.hasor	cobble-bytebuf	4.5.0		c4d65a6c8ce98e76be6eac9df4463e0f57f4a809
net.hasor	cobble-bytebuf	4.5.1		551104c6e62b10d244f98d8a365f42dd895f7ad7
net.hasor	cobble-bytebuf	4.5.2		a28365b39c18d48ec6e6c3b714afc94e7b991fcf
net.hasor	cobble-bytebuf	4.5.3		bdf8a5701811955ddd81dd4255b49f143b89fc6a
net.hasor	cobble-bytebuf	4.5.4		a63f67c8a47f2c69b2412f657e73d3cb244fb3fb
net.hasor	cobble-bytebuf	4.6.0		93db45c6e41e9bc3f9afc697de76bdeb3472c0a8
net.hasor	cobble-bytebuf	4.6.1		7b5c13d80ab78475cad45965c96483c1c2dc0d68
nl.gn0s1s	base64_2.13.0-RC1	0.2.2-RC1		a51ff55d9d067ab4d28d350b7550c7a8fc35f859
no.fiken.oss.junixsocket	junixsocket-demo	1.0.0		c7357e341eb3a067d121d6fa33027bf36589e4ee
no.fiken.oss.junixsocket	junixsocket-demo	1.0.1		0cc054a8a4150de482d9a02e63c13bdc52e39328
no.fiken.oss.junixsocket	junixsocket-demo	1.0.2		47587036a0f239bd17cd29e3936d2189aba32047
org.apache.db.torque	generator	3.3-RC1		560eb9b89c5ac898e208447cb075cc1374886d84
org.apache.db.torque	generator	3.3-RC2		d84b70a6652c00d2278b98c22d17e91e9868a98d
org.apache.gobblin	buildConfig	0.15.0		5e8b3c7dd29c87d660654152a5ba61eed9c45082
org.apache.gobblin	buildConfig	0.16.0		88b80593702ae3af31378d781d688c2363f61a48
org.apache.skywalking	apm-protocol	5.0.0-GA		N/A
org.apache.skywalking	apm-protocol	5.0.0-RC2		N/A
org.apache.skywalking	apm-protocol	5.0.0-alpha		N/A
org.apache.skywalking	apm-protocol	5.0.0-beta		N/A
org.apache.skywalking	apm-protocol	5.0.0-beta2		N/A
org.apache.skywalking	apm-protocol	6.0.0-GA		N/A
org.apache.skywalking	apm-protocol	6.0.0-alpha		N/A
org.apache.skywalking	apm-protocol	6.0.0-beta		N/A
org.apache.skywalking	apm-protocol	6.1.0		N/A
org.apache.skywalking	apm-protocol	6.2.0		N/A
org.apache.skywalking	apm-protocol	6.3.0		N/A
org.apache.skywalking	apm-protocol	6.4.0		N/A
org.apache.skywalking	apm-protocol	6.5.0		N/A
org.apache.skywalking	apm-protocol	6.6.0		N/A
org.apache.skywalking	apm-protocol	7.0.0		N/A
org.apache.skywalking	apm-protocol	8.0.0		N/A
org.apache.skywalking	apm-protocol	8.0.1		N/A
org.apache.skywalking	apm-protocol	8.1.0		N/A
org.apache.skywalking	apm-protocol	8.2.0		N/A
org.apache.skywalking	apm-protocol	8.3.0		N/A
org.apache.skywalking	apm-protocol	8.4.0		N/A
org.apache.skywalking	apm-protocol	8.5.0		N/A
org.apache.skywalking	apm-protocol	8.6.0		N/A
org.apache.skywalking	apm-protocol	8.7.0		N/A
org.danbrough.ktor	ktor-server-method-override	2.1.1		d68b20a1c5d2bdf0a8be32eabd7a0d453ecd1de3
org.danbrough.ktor	ktor-server-method-override	2.1.1	all	d2e3e2bccc060394e6584f35f0363628810215c5
org.danbrough.ktor	ktor-server-method-override	2.1.1a		57909898572485b5d30dcab67b5d642ccd6b463e
org.danbrough.ktor	ktor-server-method-override	2.1.1a	all	79b74f61e6539685cd663aa98f919c80c931d226
org.danbrough.ktor	ktor-server-method-override	2.2.3		e15f7687f810b3b5496b5c897aca0af4a87769f1
org.danbrough.ktor	ktor-server-method-override	2.2.3	all	b0c94b5b43bd5b9ab2af85408ca903c213f54263
org.danbrough.ktor	ktor-server-method-override	2.2.4		fb9ada1f7808c14cf0a3110106c62b82e00d565f
org.danbrough.ktor	ktor-server-method-override	2.2.4	all	b0c94b5b43bd5b9ab2af85408ca903c213f54263
org.finos.symphony.toolkit.tools	symphony-maven-build-reporter	7.20.0		c6a51d50591a97ea40dae89f1356f4d578d77c0b
org.finos.symphony.toolkit.tools	symphony-maven-build-reporter	7.20.0	jar-with-dependencies	967f9b00bf1640157f4a8ba4d11c9e60dcabdd71
org.finos.symphony.toolkit.tools	symphony-maven-build-reporter	7.20.1		30011f83e11b1eae81eb29a57486e6bdf84f591d
org.finos.symphony.toolkit.tools	symphony-maven-build-reporter	7.20.1	jar-with-dependencies	11b9676bc2745f992f21836b47c0480a2701fe7a
org.finos.symphony.toolkit.tools	symphony-maven-build-reporter	7.20.2		82b30e58e39fc873514b58f3c6bd52a4fcab0001
org.finos.symphony.toolkit.tools	symphony-maven-build-reporter	7.20.2	jar-with-dependencies	5072ebae4dec6959ee724d94e8462cb2af51ea69
org.finos.symphony.toolkit.tools	symphony-maven-build-reporter	7.20.3		aa9c1b49f158aa667ba87106f2b08e72cb6504c8
org.finos.symphony.toolkit.tools	symphony-maven-build-reporter	7.20.3	jar-with-dependencies	2d0407cd6c8b1c0137ec4c04507ac8a96623cd32
org.finos.symphony.toolkit.tools	symphony-maven-build-reporter	7.20.4		8cf8cf806ef52a5679862bfb00d98cf50a863742
org.finos.symphony.toolkit.tools	symphony-maven-build-reporter	7.20.4	jar-with-dependencies	39613fe30e45fd69796764970798e4378819ae52
org.jboss.pnc.dingrogu	rest-adapter	0.1.2		865a18a88c1670b446e3b7ab810bb34a9c284dd2
org.kevoree.corelibrary.android	org.kevoree.library.android.p2pSock	2.0.2		c9a0482d5d795903b74224a39069b36ee8bded77
org.kevoree.corelibrary.android	org.kevoree.library.android.p2pSock	2.0.3		99367882a16fcfb3e15fa7eef19c38ebf82d5773
org.kevoree.corelibrary.android	org.kevoree.library.android.p2pSock	2.0.4		eb76830c561967989252eef3e8a4c008acfeefce
org.kevoree.corelibrary.android	org.kevoree.library.android.p2pSock	2.0.5		463db9dfc18e9f37f594ad6dc5c51be2fd12c4c6
org.kevoree.platform	org.kevoree.platform.base	2.0.10		ccdcf649e6ef0f7a8ac400e1e16c6b81d38a8044
org.kevoree.platform	org.kevoree.platform.base	2.0.11		0a71e93f0477f8a9999e2cdac55539486f10bfc7
org.kevoree.platform	org.kevoree.platform.base	2.0.12		e7e6425215629d7e39eb73a02e07240a27dff597
org.kevoree.platform	org.kevoree.platform.base	2.0.13		9b95910cb3467e91831d66de4c4a730f6ce4ed52
org.kevoree.platform	org.kevoree.platform.base	2.0.3		26dbef21ce99f6c1dbb5372a4036cd122045ef88
org.kevoree.platform	org.kevoree.platform.base	2.0.4		0b6862a947e254a145b93b26189746d06391a7cf
org.kevoree.platform	org.kevoree.platform.base	2.0.5		8181caa375da44c1d0fd3832fa5aa6b5427712c8
org.kevoree.platform	org.kevoree.platform.base	2.0.6		37adae4418c2b2a45808f3641d0ee29949947160
org.kevoree.platform	org.kevoree.platform.base	2.0.7		da1ebacd4708aba9bb94fea50e846e32037a8a33
org.kevoree.platform	org.kevoree.platform.base	2.0.8		de91abfd3208826f2928080372d4075611fefbce
org.meruvian.yama	yama-social	2.0.0.Beta1		655db779f094ba4e5e494afb0b257ba5ef413592
org.meruvian.yama	yama-social	2.0.0.Beta2		7bb186520b1ba0b52d5a35c9bdb1726ca589ba19
org.mvnpm	obliterator	2.0.4		af2fecdaf1763f7fbb40e379e34060e573344946
