cn.jdevelops	jdevelops-aop-exception	2.0.7		7194a219beb0d8658fcad1216ee555b130acc34e
com.soywiz	korlibs-crypto-iossimulatorarm64	6.0.1	metadata	0b3feecbb5d8e1941f83c789acf64b1edbf27a89
com.typesafe.akka	akka-http2-support_2.13.0-RC2	10.1.8		bd4dd0fb4207f12156e1ff561ab946afc58fb6d7
com.typesafe.genjavadoc	genjavadoc-plugin_2.13.0-M3	0.11		b2f12ab16fa078859f3b9b633ed6d2b688375874
com.vanniktech	sparsebuilders	0.1.0		N/A
com.xqbase	tuna-mux	0.1.0		74794f128b331dba49f7c503fcc769903dce0e52
com.xqbase	tuna-mux	0.1.1		61f0ba1fb20599a574f4f16ecb2dc1a1ad3ca2b9
com.xqbase	tuna-mux	0.1.2		d7fb1514a45da92dcf0858228c88ebdd4ab5472e
com.xqbase	tuna-mux	0.1.4		0138cffe86082a0b18e78f36b22df3d812edc69c
com.xqbase	tuna-mux	0.1.5		3d5eaff23eb46e2a40aed71614c13afba7a5bfb8
de.adorsys.psd2	event-service-rest-client	10.0		f6e1b1b8dd87df7998566277b9020ebb991fc036
de.adorsys.psd2	event-service-rest-client	10.0.1		9c6d63f31aacc69caa2058a8abb2fdcf21be5cf9
de.adorsys.psd2	event-service-rest-client	10.0.2		9803774fa3c3041aaaa25415ba52c2f4cff6ec26
de.adorsys.psd2	event-service-rest-client	10.1		66c0bfc0dd0750d1ddb14b47cb3888baf75e1eaa
de.adorsys.psd2	event-service-rest-client	10.10		13778e1114c8b6367822920b2c85a88abe60ba3b
de.adorsys.psd2	event-service-rest-client	10.11		33509ccf9649d4082578e0377615488927c5977a
de.adorsys.psd2	event-service-rest-client	10.2		1e387141f116b2f4f69fda3019602fa31d076fa2
de.adorsys.psd2	event-service-rest-client	10.3		0348243e34170a331eff4bf0366a5c0d90ad922e
de.adorsys.psd2	event-service-rest-client	10.4		05072812ff174b8ef26e99f6839ff99e8626ec03
de.adorsys.psd2	event-service-rest-client	10.5		e80919bf8374e4dfb0a30aeff27187a6a6e0d717
de.adorsys.psd2	event-service-rest-client	10.6		fa3618e65b6e6e1036609766a8663fcebd679317
de.adorsys.psd2	event-service-rest-client	10.7		4ed7e15d6fc9cdf361584e222a87572b9b4a65b6
de.adorsys.psd2	event-service-rest-client	10.8		d2b48691199a7ddb5c102d3743564de048c5150e
de.adorsys.psd2	event-service-rest-client	10.9		001e9ab633e3a1e0b105fba55e40b05aef68fcc6
de.adorsys.psd2	event-service-rest-client	11.0		a1157169d6b6ca8c8b24f3f48b3440f7088879ec
de.adorsys.psd2	event-service-rest-client	11.1		7db481ab411e2333c29550e53c2c54dc6f9917b2
de.adorsys.psd2	event-service-rest-client	11.10		587621df0aca7454097507339d9fde03ee8efab1
de.adorsys.psd2	event-service-rest-client	11.11		068e45212531bf0b2a7597e9e5d5296beae7312b
de.adorsys.psd2	event-service-rest-client	11.2		70c0ada529f18db232383b724865246415738276
de.adorsys.psd2	event-service-rest-client	11.3		13b030a1728172d01c0b0bbf774e36d34e1893f3
de.adorsys.psd2	event-service-rest-client	11.4		8adfafbf26105d7b2a4e9fac67be3e3571846c98
de.adorsys.psd2	event-service-rest-client	11.5		a080bf17daccfc836b63fdfc2d98f31099db8ca8
de.adorsys.psd2	event-service-rest-client	11.6		0e8a6b7e2fce14a635d65d7989400908d05e268b
de.adorsys.psd2	event-service-rest-client	11.7		cd110655a26cd9f4f7e82f72390658106638887c
de.adorsys.psd2	event-service-rest-client	11.8		b5a6af11e77ef71fcb91fcb6b6f9246f2dbb11ca
de.adorsys.psd2	event-service-rest-client	11.9		becb46986e4d6f6c5d430c3eb4291ea7e43cd757
de.adorsys.psd2	event-service-rest-client	12.0		0e8e169c9d24223d46efceb086ae5800aca6308a
de.adorsys.psd2	event-service-rest-client	12.1		89ab6f6f3986ce90959e5d9c862d914083d60d81
de.adorsys.psd2	event-service-rest-client	12.2		8c9da67de13b9f54ad16908ad5c8442a22d50762
de.adorsys.psd2	event-service-rest-client	12.3		72c214882ce01d4444b909972ee73e41e7156b29
de.adorsys.psd2	event-service-rest-client	12.4		3ab956ac137e8c3f5e2fe78bc70151907d765a69
de.adorsys.psd2	event-service-rest-client	13.0		a9defa2b91768f46a08f31da3d0c38dcce1f8542
de.adorsys.psd2	event-service-rest-client	13.1		b7abf1cba34d3c18130702c562af98ea2be3eb69
de.adorsys.psd2	event-service-rest-client	13.2		a17434c1a27eb10cf019937b1aeb556f3cffff0d
de.adorsys.psd2	event-service-rest-client	13.3		9b19cabda01f6effd8081663929bd1356ab490ca
de.adorsys.psd2	event-service-rest-client	13.4		a6e59940681ba6d46022e6cbdb7d0f54b891bf31
de.adorsys.psd2	event-service-rest-client	3.10		7c9959c5878ee1a263abaf249149a1a5e7fe8413
de.adorsys.psd2	event-service-rest-client	3.11		e5bc2491570dbd276323b98336bf27120bc9a34a
de.adorsys.psd2	event-service-rest-client	3.8		07099fcae0f4d8cc2f15db644b37a464cfa3142e
de.adorsys.psd2	event-service-rest-client	3.9		c88cb13637b228fa78c18dbced98672eb00bbd09
de.adorsys.psd2	event-service-rest-client	4.0		5bea6f7ba2b251ebc9eb16ceadacf0501b6f88c1
de.adorsys.psd2	event-service-rest-client	4.0.1		4e0c05e363e3ee9a2fc680fdd25d566d9794de58
de.adorsys.psd2	event-service-rest-client	4.1		ea95dd018362faa3570898c26e1140b490bf817c
de.adorsys.psd2	event-service-rest-client	4.10		42dabaa964d7ed7def14cf7db2cd265a0ade3ef8
de.adorsys.psd2	event-service-rest-client	4.11		abc0b9d9a728c31756dd48a81a7662f1233fe073
de.adorsys.psd2	event-service-rest-client	4.2		0194aaab1d827bd7c8e1560442f31a4e174444df
de.adorsys.psd2	event-service-rest-client	4.2.1		3327029de75b1ae700af43c917dd8d30638601ff
de.adorsys.psd2	event-service-rest-client	4.2.2		c26b76d8a69012513f9f1abf856626f16d6d3c3b
de.adorsys.psd2	event-service-rest-client	4.3		86f39f51029b5338823b84b2740445295a57dd7f
de.adorsys.psd2	event-service-rest-client	4.4		d597ca6c3a823ccc4bca5143604fe713972bc0b4
de.adorsys.psd2	event-service-rest-client	4.5		267f69102effa8069b38d9799ce12e0e48296d1e
de.adorsys.psd2	event-service-rest-client	4.6		944cef4f4ccfce5c568b821ae0d4f2b637dbe139
de.adorsys.psd2	event-service-rest-client	4.7		30ece15330189e1dfa90fa5a53975be7ec11e37e
de.adorsys.psd2	event-service-rest-client	4.8		7d753086ba0c342ee83b94d0f839a0a08991f374
de.adorsys.psd2	event-service-rest-client	4.9		5383e7739c10b0de1ec178ba0653a32a81d40036
de.adorsys.psd2	event-service-rest-client	5.0		05a56486124f736e08fa8aa32220fdf4a59f45c2
de.adorsys.psd2	event-service-rest-client	5.0.1		b37fc856a0dd152b11bbb64e459541a4515bfad9
de.adorsys.psd2	event-service-rest-client	5.1		c6f53eddd83132678984043c06b6ef36b32c6fe3
de.adorsys.psd2	event-service-rest-client	5.1.1		7289e4347d817247596e2a13f8fba0574d655f2a
de.adorsys.psd2	event-service-rest-client	5.10		4bdda121d9df9966104c5597c0b6b551f431c141
de.adorsys.psd2	event-service-rest-client	5.10.1		7382bb1b63676010b4da45d16c7795091cc44ddf
de.adorsys.psd2	event-service-rest-client	5.10.2		ee7ea1f4ffbfe00951779dd8bda3097ec8e19f3d
de.adorsys.psd2	event-service-rest-client	5.10.3		5187ea4460f1ea065e44b5eda9e9476bc86c68c4
de.adorsys.psd2	event-service-rest-client	5.10.4		8741febba793dcd8817294e700d3632daca0d346
de.adorsys.psd2	event-service-rest-client	5.10.5		725247288af8884f103732a5e01f7d3b3e1b06f7
de.adorsys.psd2	event-service-rest-client	5.11		74bfd518d8ee20ba1078ebc03991ca3928308309
de.adorsys.psd2	event-service-rest-client	5.2		53ae73ef7ed31ba74bfb21f26bf8d7d3fc8b6fab
de.adorsys.psd2	event-service-rest-client	5.3		c2dbd2d8b53dabfd8ebf4ec207ef1569dcc2cb7a
de.adorsys.psd2	event-service-rest-client	5.4		de8bd589b78460d41fcdbfbab37ad5868b8e8289
de.adorsys.psd2	event-service-rest-client	5.5		1786990cedf0f556da6ddb73dcf1c3a266c2e2b9
de.adorsys.psd2	event-service-rest-client	5.6		bec96fa1f2d0c4177d5b87b73a5139ccf22e3983
de.adorsys.psd2	event-service-rest-client	5.7		e115ba346f3fa87d01a55928dd10314b68e06b8d
de.adorsys.psd2	event-service-rest-client	5.8		516adf8dc24ab39786fda6255caf924befb84b44
de.adorsys.psd2	event-service-rest-client	5.8-RC2		fb49827a200705d18673f714d4cfd78913a5a05d
de.adorsys.psd2	event-service-rest-client	5.9		65f714b7c9f2e2037ad270792a1bd5a1e3a24b77
de.adorsys.psd2	event-service-rest-client	6.0		c0f85329ba86aec5d99b032bc83ae82d7cc14bee
de.adorsys.psd2	event-service-rest-client	6.1		fba743045258a77af288d9a50cb5b0598aba2a8a
de.adorsys.psd2	event-service-rest-client	6.10		43a66ffb5523fb5c0498b22e91107d332e1906f5
de.adorsys.psd2	event-service-rest-client	6.2		76ba1aab3ae02fd2d8cf595422d0a6294bebf4a8
de.adorsys.psd2	event-service-rest-client	6.3		233514774e8dbac65937423d3c32aff5b08fff3c
de.adorsys.psd2	event-service-rest-client	6.4		774577d76127f808487994eb5de612ab9bf05911
de.adorsys.psd2	event-service-rest-client	6.4.1		1695c6058fbbfd6d97fbeb2bc96c48222783eefe
de.adorsys.psd2	event-service-rest-client	6.5		89503ba5e5cffbd8bd5cd16325cd1020384ec054
de.adorsys.psd2	event-service-rest-client	6.6		888ff0f3b6fcdae96730d5206a6aa6013988bc4b
de.adorsys.psd2	event-service-rest-client	6.7		124c42d9dea52f9d5d6edf9c7f45031e7b5bae48
de.adorsys.psd2	event-service-rest-client	6.8		d6ebfb09203be1e1d23f8e8cb81b2dd2250d3600
de.adorsys.psd2	event-service-rest-client	6.9		8efbbf1e7cba08534a37f46b78b717b4020736ef
de.adorsys.psd2	event-service-rest-client	7.0		32a4d50c87d48335a28e6c54df2cadcfcb8922f1
de.adorsys.psd2	event-service-rest-client	7.1		71ea7e34c424951bea932f59347c317e27e0bed7
de.adorsys.psd2	event-service-rest-client	7.2		66fe798add87820abb45dc48e482441721400950
de.adorsys.psd2	event-service-rest-client	7.3		50a2a085d49e4162ef1c85aef12c23e3bda0ba43
de.adorsys.psd2	event-service-rest-client	7.4		7c918a38c2b202a17ae32e3a15474db58848107a
de.adorsys.psd2	event-service-rest-client	7.4.1		20d0fed4e2baa77611ece971bf4c5ebf4a245d04
de.adorsys.psd2	event-service-rest-client	7.5		9faa8157066e4ae193631603e71ed5f2c9d4257a
de.adorsys.psd2	event-service-rest-client	7.5.1		df01f3c7c848905723cf9702dfd4c0172917b685
de.adorsys.psd2	event-service-rest-client	7.6		f3bbe04ae7c9b6a912de9b1676bdcfa8bbe7a16b
de.adorsys.psd2	event-service-rest-client	7.6.1		2e2ee1fdbd823a5c6fd0280102e063744d7ae1a7
de.adorsys.psd2	event-service-rest-client	7.6.10		21c41378b47479b6a281ba9768b93b15d2aab7b6
de.adorsys.psd2	event-service-rest-client	7.6.11		271a403e8c496a0a99ad13f152522e54783241d5
de.adorsys.psd2	event-service-rest-client	7.6.12		15fec768a97a5575992cc648ea7ef1ba6fa39f90
de.adorsys.psd2	event-service-rest-client	7.6.13		c57c5a08089eb25c79ad70ae926796e5e4743147
de.adorsys.psd2	event-service-rest-client	7.6.14		a376a87d96696387c820ba2f31ad6b743a263f99
de.adorsys.psd2	event-service-rest-client	7.6.15		f9fc03cdd0581bf89bb4fe3c4f9c479703e9112f
de.adorsys.psd2	event-service-rest-client	7.6.2		f4717c0a6d2916637c629e4ba029ccc2a53ae02f
de.adorsys.psd2	event-service-rest-client	7.6.3		31098a4cbecf2f27fec751d045bbb48e2df5c018
de.adorsys.psd2	event-service-rest-client	7.6.4		fdfebabb5e24bf01255ec53e8d7e5c7c9c76d5a4
de.adorsys.psd2	event-service-rest-client	7.6.5		85695e50a874e6a8f9ec042e19550031be59df01
de.adorsys.psd2	event-service-rest-client	7.6.6		91e5d88f193be67c0909f1ea5525d84819ebd83a
de.adorsys.psd2	event-service-rest-client	7.6.7		f0534d9f2578a06150dfe1474d8d1b468cd23e41
de.adorsys.psd2	event-service-rest-client	7.6.8		aa9d3588703e348208c20ccf9c379ab0066062dc
de.adorsys.psd2	event-service-rest-client	7.6.9		bda9fa7f8f2d9a5319ff892e93d2ebfe1a384f74
de.adorsys.psd2	event-service-rest-client	7.7		fb750c5b0011b916eaf48ed7fe3794336fea955b
de.adorsys.psd2	event-service-rest-client	7.8		9b90aee40a0ceca2c377f1a01976c39945b02ae9
de.adorsys.psd2	event-service-rest-client	7.9		e487e1b4e460ae68ff275f79882ce71cae39156c
de.adorsys.psd2	event-service-rest-client	8.0		fa9f9b6808167e1e91ac9e7c8e6afb1ba917e8f3
de.adorsys.psd2	event-service-rest-client	8.0.1		f071acfcad8813db01716aff425523d75703f9be
de.adorsys.psd2	event-service-rest-client	8.1		92513a64718dfdac9d82011546d783a5e7a4b723
de.adorsys.psd2	event-service-rest-client	8.10		bb3dc9854d72b20a804ca8913208027cb8bd984b
de.adorsys.psd2	event-service-rest-client	8.11		46dfd7d0ad7d042a7d5d21c5185adc25aedae200
de.adorsys.psd2	event-service-rest-client	8.12		24e57da0a099fa4c4095f33e471ad21033a99e03
de.adorsys.psd2	event-service-rest-client	8.13		f15e90beba6bf8334ce8d8c4ffb135cfc3d10445
de.adorsys.psd2	event-service-rest-client	8.2		5c6b408516f5275c7cc83b6c4fd7355544d9a65d
de.adorsys.psd2	event-service-rest-client	8.3		040bc135184bb3d2f3a63800486c2041fbd4e53a
de.adorsys.psd2	event-service-rest-client	8.4		00b0d7c4eb40efc8b7e5b85ec96a8858057d2162
de.adorsys.psd2	event-service-rest-client	8.5		0cd5762c115064be915acce204791908c4ab4653
de.adorsys.psd2	event-service-rest-client	8.6		abea7be7fe171f6dd3763e1437be52b3cbaf0d1d
de.adorsys.psd2	event-service-rest-client	8.7		1d079eb0fd0a7237d11931e9226f61f291a74cf5
de.adorsys.psd2	event-service-rest-client	8.8		b0e7c6701677717a089d59200b7152b009afc962
de.adorsys.psd2	event-service-rest-client	8.9		d9a9f188414d640f1fc1d02a2cdca60183d21dfc
de.adorsys.psd2	event-service-rest-client	9.0		326790c914cc75e38e8728fa3764fd1f1136120d
de.adorsys.psd2	event-service-rest-client	9.1		e3103934010e96e9b94d8b4c34d325d0d7777be3
de.adorsys.psd2	event-service-rest-client	9.10		6e94025ac3f45772120b379b7bbfc8e14392b128
de.adorsys.psd2	event-service-rest-client	9.2		718f0bf9c33c32db60dc61cd45565f70342ba30c
de.adorsys.psd2	event-service-rest-client	9.3		3a38653f51b4ef7a74191b08f0c14c9986a0e317
de.adorsys.psd2	event-service-rest-client	9.4		c8654dacf12d824c45b807c598efbb6c8ad2f1c9
de.adorsys.psd2	event-service-rest-client	9.5		4ddb0742a3811b0e3e983164d88a1c1719140cd8
de.adorsys.psd2	event-service-rest-client	9.6		b6b4c8f14da3b8635d1d878fcfef0c82cacf3bc3
de.adorsys.psd2	event-service-rest-client	9.7		36bfd0ce20b2392bb9861aa575333de0e7b7638d
de.adorsys.psd2	event-service-rest-client	9.8		58ce7f8143988ec8e337e2bfecb5fec1d1a52ecc
de.adorsys.psd2	event-service-rest-client	9.9		707655a31f1ad28c75faa29eb1ec1ef99a21eb45
dev.ikm.jpms	activej-types	6.0-rc2-r1		1c91daa7514910bd95075bb2eaff2b420d305f6b
dev.ikm.jpms	activej-types	6.0-rc2-r2		2138c3becd50172d2dce92484c4daecd5260e156
dev.optics	monocle-macro_native0.4_2.13	3.2.0		5086376c4297324a31ad44e08b1dd25c75d18cdc
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	1.0.6		067bf854a5e580cb962c5042bb47d64164d22e04
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	1.0.7		9f3c48c77232df69a0c50246f721a07dd63f7857
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	1.1		8c1d5c51f4e625d612bf0b5f9c3dc81b99db0b04
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	1.1.1		f65f12aad0ef0eb409f6272b56019bb63b9766bb
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	1.1.2		35393dfea69818db9338648f4ca8673c547b832d
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	1.1.3		890ceece51fa61c7319dfe4d51435f3cc731ec55
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	1.2		e2ff30cee4c0a783ee932cd2038b90fa57c83e1b
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	1.2.1		1f7b2917576b33d1ba28c9f89eb7d4ff1f394f5a
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	3.0		70b9537d6269a69dde6ab7426f1f75eda5740a3b
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	3.1		65a85edf21c17162b6814049a078f43c8cf9b1cf
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	3.1.1		946e0521993f3cf66f8e7b5199c9b033433c6550
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	3.1.2		e3a33ae9feda8df6d4a5f0d5cea7ff263fae951c
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	3.2		704d243e6890a1b8493f6619291ff5b562260547
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	3.2.1		1d4aaf4d9e5b4861a1328c03c75146da943b7608
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	3.3		4e0f3a7a29dc4b4db6575f7fb8710ccfb8d3749a
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	3.3.0.2		f33827b66a29428695f18b56d28fd3ba480f0e88
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	3.4		2d33756bb52204f6987de3fb501c2cf92d016f5b
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	4.1		cf79f3470169482207aaa4c6e938f51e5ef5ed18
edu.uiuc.ncsa.security.delegation	ncsa-security-delegation-common	4.3		1ed12044180fb2a883d2ee7070da0690646647f5
fr.baechler-craftsmanship	chainsaw_3	0.1.0		bead5db94489baf84a5f97674b413056208dbdec
hu.simplexion.adaptive	adaptive-lib-email-jvm	2024.07.19		d10c226d9cec72ea745dc22f07abbb5f851d507d
io.chrisdavenport	single-fibered_native0.4_2.12	0.1.1		0ced1a1cd238abfa06ce7927f815e84662ea04fd
io.eventuate.tram.core	eventuate-tram-common-spring-in-memory	0.27.0.RELEASE		d6f6c0c8f39f7c81d2eccfc2e285343dd1a39666
io.eventuate.tram.core	eventuate-tram-common-spring-in-memory	0.28.0.RELEASE		695790718525c29d1e47e235bd0c2da3823dec03
io.eventuate.tram.core	eventuate-tram-common-spring-in-memory	0.29.0.RELEASE		9c40eb011051194f30d0b90d5edf15a7b7d85b7e
io.eventuate.tram.core	eventuate-tram-common-spring-in-memory	0.30.0.RELEASE		6761b597578b3eff5532eada1ba49edecb8ca9c1
io.eventuate.tram.core	eventuate-tram-common-spring-in-memory	0.31.0.RELEASE		726415d6fe64462c403ddca963e518cc40f61538
io.eventuate.tram.core	eventuate-tram-common-spring-in-memory	0.32.0.RELEASE		7755839f6faca58868fa7eeff19af74ee520f10a
io.eventuate.tram.core	eventuate-tram-common-spring-in-memory	0.33.0.RELEASE		ee59bf4408978ad25a7e5f278cc879c1647fe133
io.eventuate.tram.core	eventuate-tram-common-spring-in-memory	0.34.0.RELEASE		667455bd2139854d8d45799e449d50838d1b3287
io.eventuate.tram.core	eventuate-tram-common-spring-in-memory	0.35.0.RELEASE		31be67e9d8c839e49afa9b6d829c664888dec414
io.eventuate.tram.core	eventuate-tram-common-spring-in-memory	0.36.0.RELEASE		2198261f2fc8c5ae7dee6dfcffc6fbfac052a90f
io.frees	frees-rpc-netty-ssl_2.12	0.11.0		495c4e83260fa3d883eeb7bdc1ece2138e919090
io.frees	frees-rpc-netty-ssl_2.12	0.11.1		8e6fa768ecd0cac59f13c0c47336a467efa46e94
io.frees	frees-rpc-netty-ssl_2.12	0.12.0		d7dfc3c677b348c77e3f9575e303f58cc6b937c1
io.frees	frees-rpc-netty-ssl_2.12	0.13.0		48dbaa04a62433ad73018eca18ac9ea0617bf8b6
io.frees	frees-rpc-netty-ssl_2.12	0.13.1		c3d9bbe058a8926363fe461281219d50af11ec10
io.frees	frees-rpc-netty-ssl_2.12	0.13.2		a4a3d2a0b05881b1cfbcbdcad6fbb4c5bd850a57
io.frees	frees-rpc-netty-ssl_2.12	0.13.3		5507c4cb22fd158ac8c71c9610e702f20d9717ba
io.frees	frees-rpc-netty-ssl_2.12	0.13.4		f89b3e8c14bde8271b1c60da0090482303d410d6
io.frees	frees-rpc-netty-ssl_2.12	0.13.5		7b898e30c171db76cf0b772b65bf6995335fe804
io.frees	frees-rpc-netty-ssl_2.12	0.13.6		894ed369aa1dd984554509e6dbe2b9f7f5c76c3d
io.frees	frees-rpc-netty-ssl_2.12	0.13.7		f6d76b1b7e5ed8b2d837a3d7018c528b48dbd74e
io.frees	frees-rpc-netty-ssl_2.12	0.14.0		b2db8ceddeb6232390b71be789ee574b785cfdaf
io.frees	frees-rpc-netty-ssl_2.12	0.14.1		51fb03c4a8d1c9bfb9013a6634c8a95163760ab8
io.frees	frees-rpc-netty-ssl_2.12	0.15.0		372a2d151f49ecacaef495836c53a552d1925c9c
io.frees	frees-rpc-netty-ssl_2.12	0.15.1		bf014026990e30953503aa7ba951ecb70616ef3f
io.github.quickmsg	smqtt-common	0.3.1		17258662ecccf6dc9cfa331295abf81b3b59885c
io.github.quickmsg	smqtt-common	1.0.3		8a5b305ea3e46334abb11b43cf46ffb2d0b94579
io.github.quickmsg	smqtt-common	1.0.4		80a8d1508d9c968a920c6faef1fd06bb7cba9a7e
io.github.quickmsg	smqtt-common	1.0.5		c1f65a475103d5762182a2e5cebba401d2108f20
io.github.quickmsg	smqtt-common	1.0.6		8061314aa03e186f4eb5cd4125753e0311638cf6
io.github.quickmsg	smqtt-common	1.0.7		db6261ce8f81dcf7a9a4171b075ee2558502c517
io.github.quickmsg	smqtt-common	1.0.8		404f2680b1f255e46d2447f7084cbc10ce54a6ce
io.github.quickmsg	smqtt-common	1.0.9		949f49efcaa391a9b62e6ef0c3637af765ee375e
io.github.quickmsg	smqtt-common	1.1.0		a976357f7fcb4c79470b6f9b6347588934f900c5
io.github.quickmsg	smqtt-common	1.1.1		5205dc322c118b10a369e32c56442ce40fb7eb2a
io.github.quickmsg	smqtt-common	1.1.2		fb01b0ac1314b2a39af6a11e19845221c7245a07
io.github.quickmsg	smqtt-common	1.1.3		778847dd31fd536cbd0a0c7a8a7d56beeed60a72
io.github.quickmsg	smqtt-common	1.1.4		76c140eb87392ee9dd802e127d176530b3e030dd
io.github.quickmsg	smqtt-common	1.1.5		fce81d6dbef24874fba67ba8ca91a7a08d0e32c7
io.github.quickmsg	smqtt-common	1.1.6		1ef23e320bb5d0d17361a603c945c605d367134d
io.github.quickmsg	smqtt-common	1.1.7		8197249242481d929b8a8c14443d656f28696994
io.github.shuigedeng	taotao-cloud-starter-lock	1999.10		c06da6954b29973001a46445388d39871cf20362
io.github.shuigedeng	taotao-cloud-starter-lock	2022.09		d814640fdf2264649a2d76862222867b817b139c
io.github.shuigedeng	taotao-cloud-starter-lock	2022.10		9675028dd9f47b533a08c873a9af5fbd711a0c48
io.github.shuigedeng	taotao-cloud-starter-lock	2022.11		54c936c3a6e129de656764da8bef3d722fa47fb6
io.github.shuigedeng	taotao-cloud-starter-lock	2022.12		55dd6120ae1b72dfe505869dbaa273d1d07d60af
io.github.shuigedeng	taotao-cloud-starter-lock	2023.02		4c9dcfc96deebdc0deee17c154a2dc67f3916387
io.github.shuigedeng	taotao-cloud-starter-lock	2023.03		7a5aea83eb070a6a6102c33ad1647ef832750f82
io.github.shuigedeng	taotao-cloud-starter-lock	2023.04		faa75ab27d2ca0875e24290b257991d4324e6db7
io.github.shuigedeng	taotao-cloud-starter-lock	2023.05		1f9d5dd67ef378ace784e1a32d5b036b2b19435b
io.github.shuigedeng	taotao-cloud-starter-lock	2023.06		b3017cc6d91b168b29c6ea820814e338d4f68f39
io.github.shuigedeng	taotao-cloud-starter-lock	2023.07		8025fc9f17c219213990d883efa1104c58feb1d2
io.github.shuigedeng	taotao-cloud-starter-lock	2023.08		d3211a2953bf813e5104690c831c2dbe9a435d9d
io.github.shuigedeng	taotao-cloud-starter-lock	2023.09		065f69ba3e61ddfdb95963fd4a82d1c339c65e1c
io.github.shuigedeng	taotao-cloud-starter-lock	2023.10		9f6213c9a5868a7e4ab5daed84ec5f43a5d0d99e
io.github.shuigedeng	taotao-cloud-starter-lock	2023.11		31549378094ca17cc535f126c2c8d7cac967c61b
io.github.shuigedeng	taotao-cloud-starter-lock	2023.12		5ba96f72cb337f7297e3568ff9ca068e72c2afd4
io.github.shuigedeng	taotao-cloud-starter-lock	2023.2.01		d82732d6fc2d42a40a0bbf738c5df77c8a7c4f46
io.github.shuigedeng	taotao-cloud-starter-lock	2023.3.01		11a1239ace1f6ffd012d12aabe344886d1bb770b
io.github.shuigedeng	taotao-cloud-starter-lock	2024.01		802302afad3685be7a9dc4ef12dd96cbb41c6dee
io.github.shuigedeng	taotao-cloud-starter-lock	2024.02		4bb8ef10b3e9e8e76f0565d203f8e5830fde3c99
io.github.shuigedeng	taotao-cloud-starter-lock	2024.03		fe1bec976a7795991a7b1d14b2cd99e63c44bfaa
io.github.shuigedeng	taotao-cloud-starter-lock	2024.04		ca9a41c1f600084c4ad5bc190983ea1797f5a29a
io.github.shuigedeng	taotao-cloud-starter-lock	2024.05		e56529a762d0295298154fbc6d5aa786c453d4ac
io.github.shuigedeng	taotao-cloud-starter-lock	2024.06		c69d41a0701e8e180a02aa10fd25e343941ac48a
io.github.shuigedeng	taotao-cloud-starter-lock	2024.07		f32c0a571a0f6107857693795ef09f2a462a5006
io.github.shuigedeng	taotao-cloud-starter-lock	2024.08		f5c33b82c40a4a26f2ac348fad73b9346c28a15b
io.github.shuigedeng	taotao-cloud-starter-lock	2024.09		5c411e9afb5cc6d9e7cea3112bcfc40cba294ce4
io.kinoplan	utils-redisson-codec-circe_sjs1_2.13	0.0.43		a53a8b8377b49c3c540aa2c258d935627de6754b
io.kinoplan	utils-redisson-codec-circe_sjs1_2.13	0.0.44		520e12228ef97044558d82a29c1c7fcd99591621
io.kinoplan	utils-redisson-codec-circe_sjs1_2.13	0.0.45		bdfe525a5433545c1d7345fe1fc63e5f6eea2fa3
io.kinoplan	utils-redisson-codec-circe_sjs1_2.13	0.0.46		61855000f326b80e4de56ca27b956419f3504d71
io.komune.im	im-user-core-domain-js	0.15.0		N/A
io.komune.im	im-user-core-domain-js	0.16.3		N/A
io.komune.im	im-user-core-domain-js	0.16.4		N/A
io.komune.im	im-user-core-domain-js	0.16.5		N/A
io.komune.im	im-user-core-domain-js	0.17.0		N/A
io.komune.im	im-user-core-domain-js	0.18.0		N/A
io.komune.im	im-user-core-domain-js	0.19.0		N/A
io.komune.im	im-user-core-domain-js	0.20.0		N/A
io.komune.im	im-user-core-domain-js	0.21.0		N/A
io.prestosql	presto-docs	300		N/A
io.prestosql	presto-docs	301		N/A
io.prestosql	presto-docs	302		N/A
io.prestosql	presto-docs	303		N/A
io.prestosql	presto-docs	304		N/A
io.prestosql	presto-docs	305		N/A
io.prestosql	presto-docs	306		N/A
io.prestosql	presto-docs	307		N/A
io.prestosql	presto-docs	308		N/A
io.prestosql	presto-docs	309		N/A
io.prestosql	presto-docs	310		N/A
io.prestosql	presto-docs	311		N/A
io.prestosql	presto-docs	312		N/A
io.prestosql	presto-docs	313		N/A
