co.adcel.android	ads-base	2.0.1		N/A
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.0-RC4		bad0a7cbd8ba19fb70ed85d38f74b465d97a0680
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.0-RC4	resources	e174008ecff4863c2222b6acf97d2553b4e8dc4a
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.0-RC5		f73ed558a347d838616fc7997096da70abe84742
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.0-RC5	resources	ec83f6fd4972a0da41645049ddd1fdb561ff1b8b
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.0-RC6		fae05a904ac19d741ca76e486c9c4db3faa74ce8
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.0-RC6	resources	f50fa8da87bf543ba09366e9dc9009b20c5236da
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.0-RC7		4713ba1f03f9863011485db6c44be23e3393019e
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.0-RC7	resources	9066a0315106c5a2e59e64b687171c4004188546
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.0-RC8		9c33d541d3640773f92f90ed1c57ccf379c2953f
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.0-RC8	resources	19170bfde13c56ace7d6758f556360cee434f840
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.0-RC9		637b934805541162937166ae424504ea37e52629
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.0-RC9	resources	4021b1e0390f9d558bf86de395170d90ff970f3a
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.1		96d0130aacf5dcf545dbebd9afc72cbef24810e3
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.1	resources	bc5b9fa9fad08cf9d5f1fddce864a7b010e22875
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.10		bb3d12e37e3afdfeff9fb9cc57804fdb3a89692c
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.10	resources	be94cce836e56ff8af876d1e80786b1288107413
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.10.1		6ff6b4d9c3715d87a4e503a8eed43a1d1eb7553d
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.10.1	resources	6c9b66bb63534061e5016178828600a864e441b7
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.2		fa59109cbc31ad55c319660c91ce413396085294
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.2	resources	52c7d4bb3567339065cb646ab89fbba25e067d18
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.3		58f5e1f73086f3ce74d65795b0aace16d159b420
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.3	resources	bf8c7501e78d66a093e75466e89776a1e723d40f
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.4		dcdda24d8e0b2588244270e3523e4452a8f47797
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.4	resources	4f6dc4bf041b89ef646904b14a6da7dea5a10583
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.4.1		f618602dd947d65352ab6fe7d45f8c337d48c4b4
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.4.1	resources	3ecc8b49c02ef4bd2df976ad734475647916cccc
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.5		971bcad5f84e09ece00be25e16ba41b6a70cd093
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.5	resources	cf9502e4331365cb3790644927c17f0caa85923a
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.5.1		815d2512d3da7d307fb0d90cd22bd1bf4e026fe1
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.5.1	resources	93390f811fe9b6b970ad8c39259388c42e112d7e
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.6		749394673998c1a5a880c7b4550e9ea5dfb7d5af
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.6	resources	e7012328b94049f93291f7d5972ac1f48850ef06
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.7		4e2aa8509c4f94599bc1c72cbe5c43b59bff4f80
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.7	resources	4afff95bd8f726f616004a549b88a54c795cdfdb
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.8		40b0034b6b7e12fa2ab03e34b21826027795ec7f
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.8	resources	bc771016b85ba33f9d7ec417c1ebe139f2c57e31
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.9		0173ed5b2c48c31e410220b0b4f8d3723c164192
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.0.9	resources	8e98c7f9c0bdccd9af644f0820bb5ea422448ecc
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0		9ba19e3b99d062534f0e91f6259fb02bfe829c4d
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0	resources	41d48f8b4d4e8a04505975492fde679fc45f4580
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0-RC1		184521c8b193ffadf083db57f0d797c6c2d6bffc
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0-RC1	resources	20e06ebe59ce3c9278f40f287e24cd8fcd9c6b89
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0-RC2		ae1b5b4177737f9cdd7a2b34aa7f0b3eb7c08329
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0-RC2	resources	edc8202ebeded8227cceded1920a186252e1ad8d
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0-RC3		c664a9ea9b8f3e2af5b8d0f9c83793853daa5e4e
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0-RC3	resources	1fa49ba242ded480686ac86261c2a9a18a36faaa
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0-RC4		ca6c5779a5c7ce1d8170e43488b6a203b23355b2
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0-RC4	resources	202b7442564412e35214417769d766799acdedf0
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0-RC5		f170b72f4833bf35ee8a6081151ef937ddfbd95b
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0-RC5	resources	e8afdedf5f9246c188a776f0e0faf74d28717549
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0-RC6		c5851aa16aa2bc4c6336cbfb1fed579687961e52
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.0-RC6	resources	1000bfb6a00732839dbdabcfbd0d9838f7e0d1e7
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.1		d11ed4d7140e2690b3c989476cbec9c0f18ded96
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.1	resources	637405301709b26a2141512b40cba9ee84c1cb12
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.2		99274e23cd11c891590e6dd48134ff11438d1da4
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.2	resources	94c97220e2a9f315670735052bd01945dca0d2db
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.3		4cc7ae40b99814bab9d916a78561a74231033f96
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.3	resources	c984f18b25bab3c9f7a81af30e017f12d6742ee2
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.4		3fbf8b2302d08e3a6f0d205c46748d4a4fda8de5
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.4	resources	e220f7a561369f8c34345572928a89f64179c1cb
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.5		16a6936e62cb603c794a5e20edbc71ef9e36fc8f
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.5	resources	51f88aed6b3d7c8796f4694136ac0609e1c3be68
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.6		437b61125edc928250d37e95c9b8062bfd350842
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.1.6	resources	769a8886bcef1dd0e1c78794b282cb5341ec213a
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0		8e52e59356b18530ee8ba55752fc487238972a26
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0	resources	64c4d3ea437fa786dcacc2274e2e3c9d50b287e3
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0-RC1		e746c910ebf5644aa73a2b89e746c659996d0de3
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0-RC1	resources	b73085a4aa40b2e02932eeefcf27bddb47f79967
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0-RC2		7fc8d8117079ba555b24240d2165fa13b1ccb826
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0-RC2	resources	e3e313782a3c3fc2e970e15ae37c5ddea1ddea33
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0-RC3		d6de00f314ba410138c187b5832dead7cd4779b4
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0-RC3	resources	fbfa94937d04bda129ed768e883cdd4aebfeff5e
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0-RC4		ceec082d4847c8733efa025a702bcc8262d862a8
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0-RC4	resources	cc2d3c1a3111ec3d5fd1abe699432940f5a5a80e
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0-RC5		1c38b94cb7f447cbc2710a65cfc18b824776ccd6
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0-RC5	resources	6e4809d300a1cd04dba535723a6ab4d4692d0ec8
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0-RC6		d42d43c1e1f13292cbeeb11a575cb85a43c95a8b
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.0-RC6	resources	821a97cdacdabcd6dc011a7752099b63594da292
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.1		d3ff20ba119e458cf3cf5f3ee39ef865657b8b5a
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.2.1	resources	18c598ef204a6edee27c3a698e41411897df2503
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.3.0-RC1		e754d736eca3db9f29dc518430d787a5dd61e5d3
org.apereo.cas	cas-server-support-yubikey-dynamodb	7.3.0-RC1	resources	88e71efd1730b65c143522cc10a72a2bfa332ccc
org.apereo.cas	cas-server-support-yubikey-dynamodb	v6.4.0-RC5		5ff1e4e989e4a74a50b47a9f38ace1ac67858a53
org.apereo.cas	cas-server-support-yubikey-dynamodb	v6.4.0-RC5	resources	4f0cd527ae6b6d9713af5c36aecb607f2444d45e
org.apereo.cas	cas-server-support-yubikey-dynamodb	v6.4.0-RC6		a8bba58b8ffdc0cf7f364a3ee8f02db10884466e
org.apereo.cas	cas-server-support-yubikey-dynamodb	v6.4.0-RC6	resources	388ebcacd71ffc9fa82c7e6f4efa2fe08ae26bc5
org.brillien	Brillien	11.04		N/A
org.brillien	Brillien	11.09		N/A
org.brillien	Brillien	12.01		N/A
org.brillien	Brillien	12.05		N/A
org.brillien	Brillien	12.10		N/A
org.codehaus.plexus.redback	redback-authorization-api	1.0		61af083168964f164ca724e4131f0a33c9b40f07
org.codehaus.plexus.redback	redback-authorization-api	1.0-alpha-1		2f11fccaf5e26e016db096d20ae81a0d21257548
org.codehaus.plexus.redback	redback-authorization-api	1.0-alpha-2		494746b1ac6b011e0efd41fb275f2017b3e164f8
org.codehaus.plexus.redback	redback-authorization-api	1.0-alpha-3		1f4c8dc0be76b4bbaf4e0a8627c7369540922128
org.codehaus.plexus.redback	redback-authorization-api	1.0-alpha-4		d3a95e48d71010ac5fba473cf0b1755f20cfb5cb
org.codehaus.plexus.redback	redback-authorization-api	1.0.1		dcc52fe086f25ec7d9a7d83e91f60ccbae691765
org.codehaus.plexus.redback	redback-authorization-api	1.0.2		3a0a40d3332d0816f0c0fdec428c293c6ee3e0f4
org.codehaus.plexus.redback	redback-authorization-api	1.0.3		8b1b6aae218492c96c2c990c98cfaeaf7a1206f8
org.datasyslab	JFreeSVGplus	0.1.0		e64477245dc7baa4caa414cd94f361d229aa26ae
org.dromara	hmily-tac-sqlparser-shardingsphere	2.1.2		21251272935411cfb32bdc60df5ec68e076435a0
org.eclipse.pass	pass-indexer-checker-integration	0.1.0		58c77c093de773e3c1e7b906453de4a519374054
org.fabric3	fabric3-recovery	2.5.0		6a4f9dda013670c2d1a64c98b8824c4c1c143f50
org.fabric3	fabric3-recovery	2.5.1		6ecac8d6cf885531d4374a9266da62594265adb6
org.fabric3	fabric3-recovery	2.5.2		198a7eb56ffe7a65a495d77bfb2108e07ce2156b
org.fabric3	fabric3-recovery	2.5.3		7e506dfab418d155f5b26851895422a5d1e9fe0c
org.glassfish.metro	wsmc-api	2.1		c505d22438c0a5ee7560ef61482de463ecb1adee
org.glassfish.metro	wsmc-api	2.1-20		201b14e03a443e1fb7dd7384de335c1cfd686e69
org.glassfish.metro	wsmc-api	2.1-b16		620d844611d876f2e277d71c2f60c5f4e48d3f55
org.glassfish.metro	wsmc-api	2.1-b17		7babe3c050d136878bb750fb865d35b8e33e529d
org.glassfish.metro	wsmc-api	2.1-b18		80a940c79677cb4b5f15f992b3ecaa446cdae6ea
org.glassfish.metro	wsmc-api	2.1-b19		e0cb1fdae01eaeb3131eab628a0627dc491fe1df
org.glassfish.metro	wsmc-api	2.1-b20		b1ed8bf70ba38d2dd4bf839edf161fb5b1839345
org.glassfish.metro	wsmc-api	2.1-b21		7d9d009bed061a75a2f4d7787edf914f9f06ab0f
org.glassfish.metro	wsmc-api	2.1-b22		543b041ee9e51e2a8d2fdaa559edd10472f8b23c
org.glassfish.metro	wsmc-api	2.1-b23		bdb9b85faf00bef3ef0a61b11a583bb3e5b1b8ef
org.glassfish.metro	wsmc-api	2.1-b24		283e052c9b30658c220fc2a0916dec8d3ad4f7d7
org.glassfish.metro	wsmc-api	2.1-b25		69dc010455175450de577f6f1ba2fac83210dfb9
org.glassfish.metro	wsmc-api	2.1-b26		f243e4fe3553ea76a8af30d53a623974a2d97977
org.glassfish.metro	wsmc-api	2.1-b27		3eb73c6ca39ee33b9d7bbc0974575830509fca66
org.glassfish.metro	wsmc-api	2.1-b28		7e68f5e3d1787022e823569ebdb23332005e1d52
org.glassfish.metro	wsmc-api	2.1-b29		7d636f640e890260cf64169b70e866a255e2c426
org.glassfish.metro	wsmc-api	2.1.1		388190954c7df573b12e4672e99d4596694acc93
org.glassfish.metro	wsmc-api	2.1.1-b01		46ce77aa2bf5b60a792aee49bd8b5fa14f5a4b89
org.glassfish.metro	wsmc-api	2.1.1-b02		d863be81790ae6bf329c975fc96d4528a90552c1
org.glassfish.metro	wsmc-api	2.1.1-b03		a51801bc6f297dffbbea812051468b60f5f789ab
org.glassfish.metro	wsmc-api	2.1.1-b04		fb39cbf3e5dd540c18c44d09abb60c2d3db25849
org.glassfish.metro	wsmc-api	2.1.1-b05		13799896240b31cf28cb8ad77039e61685385087
org.glassfish.metro	wsmc-api	2.1.1-b06		a6bd13b2192a2c5b7da060069a6ddb46fb2566f0
org.glassfish.metro	wsmc-api	2.1.1-b07		a5a164f392b45c32c48bb254a29181ad0d1fcf7c
org.glassfish.metro	wsmc-api	2.1.1-b08		e62fe31751c8d12c2c922f8807035fc915c98217
org.glassfish.metro	wsmc-api	2.1.1-b09		ef9f0650a77147a9e2a170317c9a0c2251d2e22e
org.glassfish.metro	wsmc-api	2.1.2-b01		c76cb23ab5bfa42c082719b1a34ffd4e7c09f075
org.glassfish.metro	wsmc-api	2.2		a0328da89d0e7440263f939cfbe657f0a26a7957
org.glassfish.metro	wsmc-api	2.2-b01		b49d0349c22de3f60ced1155c4fe7b0c8aa54d7e
org.glassfish.metro	wsmc-api	2.2-b02		404ed76517651799822ec9dc0171e2d50bb4e838
org.glassfish.metro	wsmc-api	2.2-b03		92a048f2d6691fc9ef78e25dbda05e4f50641454
org.glassfish.metro	wsmc-api	2.2-b04		45c2d51cf15588242f99c17cefcfd174180e212f
org.glassfish.metro	wsmc-api	2.2-b05		d7a40a272465f6ce208c7b3bbe803eba24ff8e1d
org.glassfish.metro	wsmc-api	2.2-b06		1dfde2c016faff4d83c2c1e9580fe9b9c99bff9e
org.glassfish.metro	wsmc-api	2.2-b07		4024d3c90d623b3dce8d69a91957815b6d226848
org.glassfish.metro	wsmc-api	2.2-b08		b9d0280e55fdbf96aca240eb1abf11ae8c099091
org.glassfish.metro	wsmc-api	2.2-b09		728e157022f3dbba84731257c720c0fce950bd6e
org.glassfish.metro	wsmc-api	2.2-b10		19bbd06425793a12459ad7d292fb1032bc68ef11
org.glassfish.metro	wsmc-api	2.2-b11		6bd9ab623db2d5f1f2a6801ca3508e5234b614b5
org.glassfish.metro	wsmc-api	2.2-b12		bbd202a7f1fcc6052a3d96db59f93edeba2fe771
org.glassfish.metro	wsmc-api	2.2-b13		12382543cedaa70eb62659a523c51a3581b316c7
org.glassfish.metro	wsmc-api	2.2.0-1		95299141e58fa6854174ce2b97348f4422ccfccd
org.glassfish.metro	wsmc-api	2.2.0-2		dd2905cb9e8dd328e09bc4175682e4c86c8db9cc
org.glassfish.metro	wsmc-api	2.2.0-3		276680bda51f715c14fff2e7649da1fffb9a76fe
org.glassfish.metro	wsmc-api	2.2.0-4		52053975f19e736195c7bab94dd70ccc5961a2f6
org.glassfish.metro	wsmc-api	2.2.0-5		eaa30beaee8b2d03e977461d6cd39bd76012d86b
org.glassfish.metro	wsmc-api	2.2.1		e1e000e186ddce1d16e100f6eb665ccf75ee54e1
org.glassfish.metro	wsmc-api	2.2.1-1		9e5336e7ac0c002fc65af6c1be3fd05bd6fbffd1
org.glassfish.metro	wsmc-api	2.2.1-b144		8f97b980fce5ea3745ac297015eb0ad094e71b41
org.glassfish.metro	wsmc-api	2.3		9672a399866d749487f4aa99e898d1ca561a5833
org.glassfish.metro	wsmc-api	2.3-b02		9fde330a111582987f4da53b23cd4ebb462b4198
org.glassfish.metro	wsmc-api	2.3-b03		accf221d81c0be8070f93b1e4048f28fd9a82583
org.glassfish.metro	wsmc-api	2.3-b04		4872c2b403450c62ef7c61b5a97b1b9092d78973
org.glassfish.metro	wsmc-api	2.3-b05		b30f7b859d39d2559653c5a2e391aa4d267b17ca
org.glassfish.metro	wsmc-api	2.3-b06		97f30bca359096caa0548da0a1d1d750c8aabc75
org.glassfish.metro	wsmc-api	2.3-b07		7e2d81ef399401ed3267f50f2b880e87ca2e3fb3
org.glassfish.metro	wsmc-api	2.3-b08		37f4d9a620b5eaa46a9fda8e765449f0ff3477e4
org.glassfish.metro	wsmc-api	2.3-b09		3e1cbc165bc7ee0222b3d7e790b5392903e5d677
org.glassfish.metro	wsmc-api	2.3-b10		9675670c961c65a1c2fe8a6f85caf57fcccc51d9
org.glassfish.metro	wsmc-api	2.3-b100		8a145c215ee8dbf520d00f2ef315125d16d1d3aa
org.glassfish.metro	wsmc-api	2.3-b189		501d34f503169e85b7a091baa0c70765cabc47dc
org.glassfish.metro	wsmc-api	2.3-b202		b28ff60d622c2afa8b1ee3a1650f2c1c3a012a7a
org.glassfish.metro	wsmc-api	2.3-b210		d68eacaa73dc311e928434dddcce74967d390e3d
org.glassfish.metro	wsmc-api	2.3-b229		4ba6bd5785197249ace4a828d555da19166d6524
org.glassfish.metro	wsmc-api	2.3-b24		04512068fd24a29807020a9bbd1e0972de024c71
org.glassfish.metro	wsmc-api	2.3-b240		f192a1e5402aa467caf474cd182768bf2d7a5257
org.glassfish.metro	wsmc-api	2.3-b259		f4c400ff235850e33aa1bdf5d48a67bbbe9fe45f
org.glassfish.metro	wsmc-api	2.3-b55		b792cb0c70e90ab6b96a57901c673669f56e771f
org.glassfish.metro	wsmc-api	2.3-b77		036591e08e448fcdc397249c597910ede5228f66
org.glassfish.metro	wsmc-api	2.3.1		ca45c894d1d1d9ed06aef214082925c7cf562387
org.glassfish.metro	wsmc-api	2.3.1-b104		f9f4edf20f3372cbc8ed8fc7ea4080889d807584
org.glassfish.metro	wsmc-api	2.3.1-b411		74e20c99c340f3fb302fa52a78c0c4b16d426708
org.glassfish.metro	wsmc-api	2.3.1-b419		85bf002586b8cf960b66d57c802f9d84b810600e
org.glassfish.metro	wsmc-api	2.4.0		3c94d0a2df27b04c92cd2a644e7c11a81f625b85
org.glassfish.metro	wsmc-api	2.4.1		bf7a569b8c4ba0474aae2890b0ba7e74eab1aec6
org.glassfish.metro	wsmc-api	2.4.10		5852b7ca7d4cf53bfb55795c0c63dd1d074ff58f
org.glassfish.metro	wsmc-api	2.4.2		a7984a7201eaef305656a1aa61c420826b54c7da
org.glassfish.metro	wsmc-api	2.4.3		bc9d367f8e331f9c11a3e15c3fd6d6e92a7a56ee
org.glassfish.metro	wsmc-api	2.4.4		58f77e571d42571b1a8940cb4c7a47a9d6ee5177
org.glassfish.metro	wsmc-api	2.4.4-b01		b833698bf0a752b6493edd69d6442434dbb1d9c3
org.glassfish.metro	wsmc-api	2.4.5		725fa75f55bfee7e1970a395255bd177b46cffa1
org.glassfish.metro	wsmc-api	2.4.6		219b6ec39b7e613e52703f6a8611b324270fd605
org.glassfish.metro	wsmc-api	2.4.7		6d1ec3933e2cbd8a1b106ac28da38f79122ba6d3
org.glassfish.metro	wsmc-api	2.4.8		ba344f6a71b35366894fe65c8e987d3db2f50298
org.glassfish.metro	wsmc-api	2.4.9		46caea058cd6e2f8bfaa0358f1154e1713aa2aab
org.glassfish.metro	wsmc-api	3.0.0		da84138910d3a18af1691a884fa0f2b11711df8b
org.glassfish.metro	wsmc-api	3.0.0-M1		b558c178270b4416d392f536e4f0ac02517d66ef
org.glassfish.metro	wsmc-api	3.0.0-M2		dc84f6ee7dc45f1b87100b826d94b1493c4fb9e1
org.glassfish.metro	wsmc-api	3.0.0-M3		e2c92831406eb177dfaab0990bbdf65be2f0232c
org.glassfish.metro	wsmc-api	3.0.1		c5b6bc62cdd1188721b6a2063b0e4970dee72c06
org.glassfish.metro	wsmc-api	3.0.1-b02		7a223b1e9447c31d97ed88ec03e5ca8245e393ec
org.glassfish.metro	wsmc-api	3.0.2		9bc0fbf618c8941470f8cffb5ac9362d17688fc7
org.glassfish.metro	wsmc-api	3.0.3		f7a10b252e27abf85f3f1cc292740ed158922e5f
org.glassfish.metro	wsmc-api	4.0.0		5a49f832603ad5d481a0da8118610ff8181787f9
org.glassfish.metro	wsmc-api	4.0.0-M1		2a08b492c238c5990f25f3d01a4213c9e517f5d8
org.glassfish.metro	wsmc-api	4.0.0-M2		f11f03066ffd41e0a6de7eeb24638c9613e52238
org.glassfish.metro	wsmc-api	4.0.0-M3		4d910ac1af8a116eb4b971ce43e67e10b1ae5c51
org.glassfish.metro	wsmc-api	4.0.0-M4		71391e2dee9e5262e0288d7a59a0344f85ca0c5c
org.glassfish.metro	wsmc-api	4.0.1		9c36247d2d1e51d5536d07ca759668e8ff76d09d
org.glassfish.metro	wsmc-api	4.0.2		f1797b68cc164eaaa3b446722ab8a52aca55775c
org.glassfish.metro	wsmc-api	4.0.3		8f278ca2a311e9652396d545271b0b81894d3229
org.glassfish.metro	wsmc-api	4.0.4		a25d40cb07fc3d7637dc4974bbd0ff0ef89f5713
org.gwizard	gwizard-healthchecks	0.10		c833a2e2aa5cf9cad9fd32f7e436ea8a9bf07623
org.gwizard	gwizard-healthchecks	0.11		3e63ab30a5bcd7778e39cf8b321e4f1315757b43
org.gwizard	gwizard-healthchecks	0.5		119cf3bcf590892fe86d8c2b8e82352ff4f29142
org.gwizard	gwizard-healthchecks	0.6		5d23d7c6751280d698ca2f84c945b9f27f9706ee
org.gwizard	gwizard-healthchecks	0.7		354c5dc617ae934b0c8e0a5524470a0702e7bc45
org.gwizard	gwizard-healthchecks	0.8		1879c9b7948d6d989fae3c0883bbd2a029d70c80
org.gwizard	gwizard-healthchecks	0.9		c977670962ca778adbe0f1e2efd3ea1ae4ffa980
org.gwizard	gwizard-healthchecks	1.0-rc1		3a877b4b002be263a21ac42d25545c1709470c4f
org.gwizard	gwizard-healthchecks	1.1		5a04bb9c1caf64cbeb1b0f4618f1b55dde9bb544
org.gwizard	gwizard-healthchecks	1.1.1		6aa27fd610133d8f1876a5800197a94aeb5cedf5
org.gwizard	gwizard-healthchecks	1.1.2		bd4eebbfe9f5fd001366ce3c1356353dd1e0d365
org.gwizard	gwizard-healthchecks	1.1.3		9a2e294d68a3d81738736d8a70b54f11ab941b77
org.gwizard	gwizard-healthchecks	1.1.4		c85d6012618c5f0bc16dc68f9cafdbc175fc7b85
org.gwizard	gwizard-healthchecks	1.1.5		8ba24dd34b01109da0a0adc87dcf539614a4b267
org.gwizard	gwizard-healthchecks	1.1.6		499a558cb57496101e2dd94fee4f60ea5fff4104
org.gwtopenmaps.openlayers	gwt-openlayers-showcase	0.5		445353ef4e3dc7c9221b2d20fdb0e0fd3d68467a
org.gwtopenmaps.openlayers	gwt-openlayers-showcase	0.6		98d49617332685f931684defb093857ec05a3673
org.gwtopenmaps.openlayers	gwt-openlayers-showcase	0.7		72a3f7b1e1253f4c80126f31b130b29808e8017c
org.gwtopenmaps.openlayers	gwt-openlayers-showcase	0.8		N/A
org.gwtopenmaps.openlayers	gwt-openlayers-showcase	0.9		N/A
org.gwtopenmaps.openlayers	gwt-openlayers-showcase	1.1.0		N/A
org.jasig.cas	cas-server	3.1		N/A
org.jasig.cas	cas-server	3.1-rc3		N/A
org.jasig.cas	cas-server	3.1-rc4		N/A
org.jasig.cas	cas-server	3.1.1		N/A
org.jasig.cas	cas-server	3.1.1-rc1		N/A
org.jasig.cas	cas-server	3.1.1-rc2		N/A
org.jasig.cas	cas-server	3.1.2		N/A
org.jasig.cas	cas-server	3.2		N/A
org.jasig.cas	cas-server	3.2-RC1		N/A
org.jasig.cas	cas-server	3.2-RC2		N/A
org.jasig.cas	cas-server	3.2-RC3		N/A
org.jasig.cas	cas-server	3.2-RC4		N/A
org.jasig.cas	cas-server	3.2-RC5		N/A
org.jasig.cas	cas-server	3.2.1		N/A
org.jasig.cas	cas-server	3.2.1-RC1		N/A
org.jasig.cas	cas-server	3.2.1-RC2		N/A
org.jasig.cas	cas-server	3.2.1.1		N/A
org.jasig.cas	cas-server	3.2.2-RC1		N/A
org.jasig.cas	cas-server	3.3		N/A
org.jasig.cas	cas-server	3.3-RC2		N/A
org.jasig.cas	cas-server	3.3-RC3		N/A
org.jasig.cas	cas-server	3.3.1		N/A
org.jasig.cas	cas-server	3.3.2		N/A
org.jasig.cas	cas-server	3.3.3		N/A
org.jasig.cas	cas-server	3.3.4		N/A
org.jasig.cas	cas-server	3.3.5		N/A
org.jasig.cas	cas-server	3.4		N/A
org.jasig.cas	cas-server	3.4-RC1		N/A
org.jasig.cas	cas-server	3.4-RC2		N/A
org.jasig.cas	cas-server	3.4.1		N/A
org.jasig.cas	cas-server	3.4.10		N/A
org.jasig.cas	cas-server	3.4.11		N/A
org.jasig.cas	cas-server	3.4.11-RC1		N/A
org.jasig.cas	cas-server	3.4.12		N/A
org.jasig.cas	cas-server	3.4.12.1		N/A
org.jasig.cas	cas-server	3.4.2		N/A
org.jasig.cas	cas-server	3.4.2.1		N/A
org.jasig.cas	cas-server	3.4.3		N/A
org.jasig.cas	cas-server	3.4.3.1		N/A
org.jasig.cas	cas-server	3.4.4		N/A
org.jasig.cas	cas-server	3.4.5		N/A
org.jasig.cas	cas-server	3.4.6		N/A
org.jasig.cas	cas-server	3.4.7		N/A
org.jasig.cas	cas-server	3.4.8		N/A
org.jasig.cas	cas-server	3.4.9		N/A
org.jasig.cas	cas-server	3.5.0		N/A
org.jasig.cas	cas-server	3.5.0-RC1		N/A
org.jasig.cas	cas-server	3.5.0-RC2		N/A
org.jasig.cas	cas-server	3.5.1		N/A
