at.yawk.logging	logging-parent	1.0		N/A
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.7.0		dd0079ccf9b219815e5caa33d65d426144dec167
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.8.0		fc05d219fa3113ff84ea5873915d8f8d8b767af7
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.8.1		4bd6d601246f450e5530432e49742acb45f639af
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.0.0		fa6012c89e9e4f489ceac14cbd09eca4f306ab48
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.0.0-M1		107baccf24d2be6dc864a3e199b9c7eb3f56a102
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.0.0-M2		b697c1101eb707f0bcb58f76e934a44fde8caacc
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.1.0		5ee105a8f229c1842eac4f3a04ea1da3e1ece1fd
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.10.0		6fd40e75c4c935dbd880d66407e36c57cd77425f
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.11.0		6e6c3c37dc32cd5502978427fc746dbbc9d31c63
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.12.0		29139667bb8d62d4614fc29203e948220bc6eec5
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.13.0		fad9b39a02d5ca092bcdea3c7330659505698746
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.13.1		0743245abb8fb5bf5aeb547dec66f87fbd3b46dc
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.13.2		df51f1fe52f859541408d9e47231104b07f5720b
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.13.3		57ac6af044a18a91c4908a477335a4e444b56ec0
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.14.0		70d6fd9ddd34dbf03d9827fb47146629370d7bc7
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.15.0		f287cb1a5839b163daea90cdb5eb9b9bff9903d1
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.16.0		5a2ffdbeb79b24d729db69fb828fe357e574a4a8
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.2.0		369629ece71f0fdf344142123f937b7bb2af0740
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.2.1		56181e3c5244b5d580258f51164a475c140d6044
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.3.0		896ff864170f66e30fd9c2b20e360eb90d5d1461
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.4.0		b9b4214c1287a6bf5907e9ff275e066607ebaffc
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.5.0		1c0a1566c44f65e712c41057be146ba1ccc6eded
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.6.0		72af4a4d88e3d31b0ceb739570025c00019ebd03
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.7.0		48ebeb59145f9870e65fd23aecbd95adaaaa1ef7
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.7.1		bed382a40aba53a2f3340cf1a18de47856ef3ef2
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.7.2		e6a4fb2b45c67791f033c56ad680008b4ccabe28
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.8.0		a56d40222ea129ac2110cee9dd930c98f81ae73d
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.8.0-M1		83f8f3bd0aa05968da870c319ffe62074a3d576a
org.apache.camel.quarkus	camel-quarkus-rabbitmq	2.9.0		21ff785216252c917fe5fc2496b1720fc23edb17
org.apache.isis.subdomains	isis-subdomains-excel-applib	2.0.0-M3		bd4da7c8feb5cecce67ef11633b467637149ff65
org.apache.isis.subdomains	isis-subdomains-excel-applib	2.0.0-M4		e5a5aaf375298bb302f12837c6e9a3d4ed884156
org.apache.isis.subdomains	isis-subdomains-excel-applib	2.0.0-M5		658d3b496752b756031ae8036ba22d01cac46d13
org.apache.isis.subdomains	isis-subdomains-excel-applib	2.0.0-M6		4a0fe4a3a820a8e9889bcaed3d4076d1370ca41c
org.apache.isis.subdomains	isis-subdomains-excel-applib	2.0.0-M7		71153c35326f13fc906a1158690d25cc4e4df86f
org.avaje	java8-parent	1.1		N/A
org.avaje	java8-parent	1.2		N/A
org.avaje	java8-parent	1.3		N/A
org.avaje	java8-parent	1.4		N/A
org.camunda.community.process_test_coverage	camunda-process-test-coverage-spring-test-platform-8	2.0.0		482bd4f9d34e41e69cfed0855ac74f320d26759d
org.camunda.community.process_test_coverage	camunda-process-test-coverage-spring-test-platform-8	2.1.0		78ea403b6f02f7390a386103f5094733a4e30d21
org.camunda.community.process_test_coverage	camunda-process-test-coverage-spring-test-platform-8	2.2.0		2ae38e1b89c983cd3b033f9d2f62ac3b0c026402
org.camunda.community.process_test_coverage	camunda-process-test-coverage-spring-test-platform-8	2.3.0		e53f2ec261624e695de1775468057697b0fb3df1
org.camunda.community.process_test_coverage	camunda-process-test-coverage-spring-test-platform-8	2.3.1		e8fdd18c87673109855abaef8590f1239ad45da2
org.camunda.community.process_test_coverage	camunda-process-test-coverage-spring-test-platform-8	2.3.2		5aa7201ebf424340188b2b92d6149d2c3f8a3820
org.camunda.community.process_test_coverage	camunda-process-test-coverage-spring-test-platform-8	2.4.0		4b4c114fe1c0e3f4e6019de2ae7e4586c0b5db44
org.camunda.community.process_test_coverage	camunda-process-test-coverage-spring-test-platform-8	2.5.0		0b91e65ec2f20e4a9fab53d967677103d2386236
org.camunda.community.process_test_coverage	camunda-process-test-coverage-spring-test-platform-8	2.6.0		3400ffb8b47ebf1dd70e39950f7a1e056ddd2ece
org.camunda.community.process_test_coverage	camunda-process-test-coverage-spring-test-platform-8	2.7.0		b85ae53b2dd8e2aa0bcd4215a6514ce1f403b59b
org.camunda.community.process_test_coverage	camunda-process-test-coverage-spring-test-platform-8	2.8.0		c707f8691094d2840d3582b19d1619666462eb45
org.camunda.community.process_test_coverage	camunda-process-test-coverage-spring-test-platform-8	2.8.1		3ed082b3df3ee2e57c7b5f0c3e0699b9a9517505
org.cloudhoist	tomcat	0.4.0		7a61cacccb881244ea94d88517f418b34789406f
org.cloudhoist	tomcat	0.4.0-beta-1		fb0064a84bbdfcbe57b7f4d5199fd446f6987705
org.cloudhoist	tomcat	0.4.1		e2c19269c238e20a9f42f2c7f41bad476d4ef912
org.cloudhoist	tomcat	0.4.2		f7f70420d2304220706635a96063f24471d0ecad
org.cloudhoist	tomcat	0.4.3		523aac9776d7d19a315f328e11d808eb32b43aa9
org.cloudhoist	tomcat	0.5.0		26252dd8e36a84199a8765fe6d5f3c0888036a91
org.cloudhoist	tomcat	0.6.0		f35e2366d04cf9c4fedcbfacc3f6e58cf756789a
org.cloudhoist	tomcat	0.6.1		47212eacc89209f09cdd74c497c02d64c640c892
org.cloudhoist	tomcat	0.7.0-beta.1		7315b5fb83dc0772b5f2524b845176f4b0000b75
org.dhallj	dhall-imports_2.13	0.1.0		8bee268ba47094fcb79e7a339621dd59aee0a6a0
org.dhallj	dhall-imports_2.13	0.1.1		32efa3a6731e8299a66a257c7c2cf1a987a1a28a
org.dhallj	dhall-imports_2.13	0.10.0-M1		472c743f7f7497251d793dabefa11926a6d77b99
org.dhallj	dhall-imports_2.13	0.10.0-M2		cac93e99e2ee3bea0034f7c170d44d5b817f4bff
org.dhallj	dhall-imports_2.13	0.2.0		dd19adfb3ce551e3e2c4642ce6cb601044d6cc7a
org.dhallj	dhall-imports_2.13	0.3.0		90aa32d1e3859161712a956666ece02451241f0d
org.dhallj	dhall-imports_2.13	0.3.1		3251f8f9a8a767c51afa61661607c785c46bc102
org.dhallj	dhall-imports_2.13	0.3.2		24fd1532bdb94b3cd7516b8830221a46575d57ea
org.dhallj	dhall-imports_2.13	0.4.0		cee4b541fdcfc9d08af4487db1909fdc90f1390a
org.dhallj	dhall-imports_2.13	0.5.0-M1		d6688898bb7a5987520bc72a5f62e660191a3b1f
org.dhallj	dhall-imports_2.13	0.6.0-M1		ea5adfea8eb8795ccc8ccac3caace280f6727b84
org.dhallj	dhall-imports_2.13	0.7.0-M1		6a12428ae80cbcb1bf7477ec6a241f48de114eb8
org.dhallj	dhall-imports_2.13	0.8.0-M1		7967ce15ddaab13dfcce8a6b528249679a79a8d8
org.dhallj	dhall-imports_2.13	0.9.0-M1		5a57feb10e6e62e31abeda4618d5b51b7e69a201
org.dhallj	dhall-imports_2.13	0.9.0-M2		0c5f11bfa2d1b459d8f5110504ac3e08729b3336
org.everit.osgi	org.everit.osgi.ecm.annotation.metadatabuilder	1.0.0		4f6f629ab9dd574498e60a3e095b434dacad4751
org.everit.osgi	org.everit.osgi.ecm.annotation.metadatabuilder	2.0.0		3860d2bb055efb38bfeaa39fae24a3dde5cc53f0
org.everit.osgi	org.everit.osgi.ecm.annotation.metadatabuilder	2.1.0		eb28da13290b810a77565fbbb678ca9e5c863686
org.everit.osgi	org.everit.osgi.ecm.annotation.metadatabuilder	3.0.0		f48a41df02e836b6194b0a375d07e91b7bed46c6
org.everit.osgi	org.everit.osgi.ecm.annotation.metadatabuilder	3.1.0		05afbba320e57d1ee947c7f7d03b1ba262d90c51
org.everit.osgi	org.everit.osgi.ecm.annotation.metadatabuilder	3.1.1		e1a30b65ac5dece384ac543752379d561df4fa16
org.finos.legend.depot	legend-depot-notifications-api	2.15.0		8de4af0e8e1b07735143a3684ce8fd7dbd401a9c
org.finos.legend.depot	legend-depot-notifications-api	2.16.0		77777adfb689baffe0b4de47e1ec1c5d48721ee3
org.finos.legend.depot	legend-depot-notifications-api	2.17.0		2f2b9d17c69a2d45769d6167595a6727b1fb0a0d
org.finos.legend.depot	legend-depot-notifications-api	2.18.0		98f814a0f0871f9d5ebdeab397b6062c1f83e267
org.finos.legend.depot	legend-depot-notifications-api	2.19.0		715a2b6db930eb13dcf8d6994d7488a077f714fc
org.finos.legend.depot	legend-depot-notifications-api	2.20.0		b42fd3fe3c9a037bdeaef9a807df20e9ba87a1fc
org.finos.legend.depot	legend-depot-notifications-api	2.21.0		af4c6721ca4e4dde1c6c3b69aaf4bda431eeb962
org.finos.legend.depot	legend-depot-notifications-api	2.21.1		799df154ee3184f5aeaecde9b1936e3786ee2355
org.finos.legend.depot	legend-depot-notifications-api	2.22.0		c8ec106d9cf7b90b8596bfe11b5df421f2f4c3d6
org.finos.legend.depot	legend-depot-notifications-api	2.22.1		c08eec1d254987aa39f73a20cfa12eb17c36bec1
org.finos.legend.depot	legend-depot-notifications-api	2.23.0		e80aed8373392cc4dc8cc85b8c15275abfb70fc5
org.finos.legend.depot	legend-depot-notifications-api	2.23.1		f975f4d082862fd4a83adfe5b4e850d626a0c643
org.finos.legend.depot	legend-depot-notifications-api	2.23.2		f99c1fe71fb278114ad3e97ec0a62227e2ab2f6c
org.finos.legend.depot	legend-depot-notifications-api	2.24.0		61205ec4bbac419cfa009eca3a0fc6b1cc72443e
org.finos.legend.depot	legend-depot-notifications-api	2.25.0		8250ce259ac44999e3b05cabae4494bd20601aef
org.finos.legend.depot	legend-depot-notifications-api	2.26.0		f38d3635f4abffda8d5ee925aeb1b0d0350dd897
org.finos.legend.depot	legend-depot-notifications-api	2.27.0		d3d9fee106a686fa3151532310e885281113e2ec
org.finos.legend.depot	legend-depot-notifications-api	2.28.0		8bbfe370406bd72445f6661cf7d764e2f637353d
org.finos.legend.depot	legend-depot-notifications-api	2.28.1		656b15c97a42e60a400f149159c29c75c5af514b
org.finos.legend.depot	legend-depot-notifications-api	2.28.2		e9ba22f554057a4449d7bd5426306c130992972c
org.finos.legend.depot	legend-depot-notifications-api	2.29.0		01429bbe57f99370c28d199d8ad828d24b7cbb78
org.finos.legend.depot	legend-depot-notifications-api	2.30.0		0aff931c6fb662894a3a3b2119c9d6d5ef99be97
org.finos.legend.depot	legend-depot-notifications-api	2.31.0		0105ddac1328829768ad1fef7e905f4c947cd3a9
org.finos.legend.depot	legend-depot-notifications-api	2.32.0		7fc286c44265ed5cb57218e6f548d03e86c20acd
org.finos.legend.depot	legend-depot-notifications-api	2.32.1		5bf350277b34de65ddb9b4a42db08ffd2d9916fb
org.finos.legend.depot	legend-depot-notifications-api	2.33.0		f85faf53d2c402f8e190385d92391ac7ae49be06
org.finos.legend.depot	legend-depot-notifications-api	2.34.0		44f025aa53476c8af0a74d9dfbb1eec1eef02797
org.finos.legend.depot	legend-depot-notifications-api	2.35.0		39418fa5a6ee42c052ccc7993c9f0f17a46e437a
org.finos.legend.depot	legend-depot-notifications-api	2.35.1		fefcf801087ec4b1a56b9a18c06d6fd0d5077705
org.finos.legend.depot	legend-depot-notifications-api	2.37.0		3abbfa23a9cb527a70f6234ceaf847fcc0ea8359
org.finos.legend.depot	legend-depot-notifications-api	2.38.0		447e35e91adb46f5a298b279619dd36f4a2f29e1
org.finos.legend.depot	legend-depot-notifications-api	2.38.2		ddffeef51436b757a5fb37b88e4c5a99db3634f7
org.finos.legend.depot	legend-depot-notifications-api	2.39.0		87acd0128d9ae7c438a8ef155dd5a1959857845f
org.finos.legend.depot	legend-depot-notifications-api	2.39.1		f082ca9fbd46a83511dbfddcfba1dd896a884e14
org.finos.legend.depot	legend-depot-notifications-api	2.40.0		10e8e014755c6eac24f1346c6679181c8733b00e
org.finos.legend.depot	legend-depot-notifications-api	2.41.0		42097607fed61d3a3fb588331b1b22df9b018e33
org.finos.legend.depot	legend-depot-notifications-api	2.41.1		c6ada7e3474c26d5f40cbf8ff9bc0570cc74c108
org.finos.legend.depot	legend-depot-notifications-api	2.42.0		e2d77458af4cc382a2f5caee3f04102974345eea
org.finos.legend.depot	legend-depot-notifications-api	2.43.0		e22cfc81230086c8751df4f6a9bbeda064877fec
org.finos.legend.depot	legend-depot-notifications-api	2.44.0		4df6c05a3a10496086a8cb7d72dee7bd3a794788
org.finos.legend.depot	legend-depot-notifications-api	2.45.0		cdf09ba12545826cdf85a3522d3f2b223a62f490
org.finos.legend.depot	legend-depot-notifications-api	2.46.0		6548047c7f0046cc1005e613ba1546f82737b4c4
org.finos.legend.depot	legend-depot-notifications-api	2.46.1		23dc4f05728b3fbf2238fb623d0424f8980860b7
org.finos.legend.depot	legend-depot-notifications-api	2.47.0		bb403547d3cbfda49e62fc74fad306be05fca850
org.finos.legend.depot	legend-depot-notifications-api	2.47.1		48b89587b4c68c7789f579889e320aa4aea50988
org.finos.legend.depot	legend-depot-notifications-api	2.48.0		759c822a0aa4b140cae0a0ab39d1b1fa8990211f
org.finos.legend.depot	legend-depot-notifications-api	2.48.1		14b0c87d8be71c7c3796e69a4ffc8c3e18bd5338
org.finos.legend.depot	legend-depot-notifications-api	2.48.2		4fc1583a66637ef6bdc6c587db773f81393e18dd
org.finos.legend.depot	legend-depot-notifications-api	2.48.3		6893ce685f20bb3ff8634627a8313cee625cbf51
org.finos.legend.depot	legend-depot-notifications-api	2.48.4		dc673e91f18a6f7846a8e0cba5590b2dc9999f11
org.finos.legend.depot	legend-depot-notifications-api	2.49.0		c0300d92794fedb12c0fc7828fb8edfed1f528bd
org.finos.legend.depot	legend-depot-notifications-api	2.50.0		e431625a4ff17e30ca014f426886692237b876c6
org.finos.legend.depot	legend-depot-notifications-api	2.60.0		f407e7f5be671d6e8539d22593dca55ecd4128e4
org.finos.legend.depot	legend-depot-notifications-api	2.61.0		15e3a82345aebd709e682696c3e34f536da58bdf
org.finos.legend.depot	legend-depot-notifications-api	2.62.0		7994b0741eb42ea36d0a3a09455220f1e1e5272c
org.fuzzydb	org.fuzzydb.io.packet	1.0.0.M1		a1929444c4495a365294a9675b41c2c28cccc811
org.fuzzydb	org.fuzzydb.io.packet	1.0.0.M2		c672e77bb0c08fb624ef5d21a0a8471d07a8b907
org.fuzzydb	org.fuzzydb.io.packet	1.0.0.M3		93a7e70fc21643601084aa439658741fda14c567
org.fuzzydb	org.fuzzydb.io.packet	1.0.0.M4		92cbdf37b671a1ec93e4632f3102d9eb88d3a5f3
org.fuzzydb	org.fuzzydb.io.packet	1.0.0.RELEASE		ae54beb37b88c2cdcbbf43daba6bfbd635e020ba
org.fuzzydb	org.fuzzydb.io.packet	1.0.1.RELEASE		1f48003c258b189e1d05c75432d3d01630afb448
org.fuzzydb	org.fuzzydb.io.packet	1.1.0.M1		4b63e24861db2de2054bb607783a31425e459d1f
org.fuzzydb	org.fuzzydb.io.packet	1.1.0.RELEASE		a06944f546ae35e8bcbc19d8f7ea3993284a36cc
org.glassfish.common	amx-impl	10.0-b28		71c323c05c3c06ecc0f9644b5f2feabf29bec5a6
org.glassfish.common	amx-impl	3.0-Prelude		72d3906d22d7df2232bc490cc4ed0471cb8827df
org.glassfish.common	amx-impl	3.0-Prelude-Embedded-b10		a2faccd3b76ccf7d1c30014f784d7ee09f8971c7
org.glassfish.common	amx-impl	3.0-Prelude-Embedded-b11		1e150cf591051c641443b854ec035bf8745c5bef
org.glassfish.common	amx-impl	3.0-Prelude-Embedded-b12		31988cbd2b4dfbbf1b75a8ba317d7eb3440b5061
org.glassfish.common	amx-impl	3.0-Prelude-Embedded-b13		2e2ca1035b48491582d7dba188a5ab04962a903a
org.glassfish.common	amx-impl	3.0-Prelude-Embedded-b14		29c308478eae11a6542efc0c276048edcda6e6c0
org.glassfish.common	amx-impl	3.0-Prelude-Embedded-m2		a49f7b62057e7af911e12d2965135a18b42c434a
org.glassfish.common	amx-impl	3.0-Prelude-b28b		f35384d7ab8aa4be862f9bbeb62c399f6dc03247
org.glassfish.common	amx-impl	3.0-Preview		21b79d97bba5bfa262c6914c2512846fa5f43d05
org.glassfish.common	amx-impl	3.0-Preview-b47a		6253b01b4292854f2e37b5deaf28792037a904ca
org.glassfish.common	amx-impl	3.0-Preview-b47b		9efa1e42061026bc0a28ae5dd829dc49f81d9fbd
org.glassfish.common	amx-impl	3.0-Preview-b47c		f9171329c8c7926da2d821b6c66b786950b54bef
org.glassfish.common	amx-impl	3.0-b29		eafd918b108bf70bf6612a0961c1709ff3cbb293
org.glassfish.common	amx-impl	3.0-b30		a60c3434bd65795f02ea69a4dd8591d4742209fd
org.glassfish.common	amx-impl	3.0-b31		badb58606ebb482a90e6b05a22c89e51b3348ef9
org.glassfish.common	amx-impl	3.0-b32		51a54b5a5baccccfc822eb2d1a5a02e6dbdcfa56
org.glassfish.common	amx-impl	3.0-b33		b8417548754ed8f52dd005b81a1211c70717633a
org.glassfish.common	amx-impl	3.0-b34		728800213f35b19690c30d2c61f25f536aab592a
org.glassfish.common	amx-impl	3.0-b35		81c6b5e5a31ff1eb25c97336431fc9487b9e8c28
org.glassfish.common	amx-impl	3.0-b36		bf4645a1c687e108d1eefe504f3bc0ae595c400c
org.glassfish.common	amx-impl	3.0-b37		6bddd7a7651cfa1ffcc80c2e25ee7d92661a19fc
org.glassfish.common	amx-impl	3.0-b38		24ee2bb76690e8e559f81b25e6b75d2a0c8b1ad1
org.glassfish.common	amx-impl	3.0-b39		6241eea6ee8b008b3f9027a082c913147c5b57ed
org.glassfish.common	amx-impl	3.0-b40		a054553b82f4b400d3f732e872a8c9bb9173cd31
org.glassfish.common	amx-impl	3.0-b41		39ac751eb447d78f846fcf489647585d197cf6fe
org.glassfish.common	amx-impl	3.0-b42		26931a75897f598a99606245c48e3be93fac74f0
org.glassfish.common	amx-impl	3.0-b43		f0e185fa7020c55b7461af773156c6c050832d15
org.glassfish.common	amx-impl	3.0-b44		22631ce915275b22b7ee43672f4473c4d35f304c
org.glassfish.common	amx-impl	3.0-b45		56c8bee0562e342e33b5d01bd06c74454b4c8b9d
org.glassfish.common	amx-impl	3.0-b46		9f4581d59744cb0f14fc3cb454b88f9d8c9f726b
org.glassfish.common	amx-impl	3.0-b47		a886d9f67ebe11d5268e7acbbd21d1c45b795d51
org.glassfish.common	amx-impl	3.0-b48		f68d6e350b2d3d423a7148df5eeccc591231e4b9
org.glassfish.common	amx-impl	3.0-b49		a4df776d653d094a867c18b4fbb966aafe383f43
org.glassfish.common	amx-impl	3.0-b50		7e2182e78fa8ab867f0da0aa3c4c2d18f3f878dc
org.glassfish.common	amx-impl	3.0-b51		253bcf89e456085c48341f66bb7816cbc6ba6742
org.glassfish.common	amx-impl	3.0-b52		461469504d4a05ca2adda4a7a5d450190cc4cc28
org.graphfoundation.ongdb	ongdb-graph-algo	1.0.0		fc2b1cd15b9149b0978364c7693844b805cb0e35
org.graphfoundation.ongdb	ongdb-graph-algo	1.0.0-beta01		664849ae5f8e9c0b6e1396566ef3e69757377617
org.graphfoundation.ongdb	ongdb-graph-algo	1.0.1		2376c38b4604293f467fa73eb9abd31e4176ab00
org.graphfoundation.ongdb	ongdb-graph-algo	1.0.2		88d62ec6739d901160a827478ab1b32f39ee0ae3
org.graphfoundation.ongdb	ongdb-graph-algo	1.0.3		a89c224493892f846d61290668857c6f2c427a9c
org.graphfoundation.ongdb	ongdb-graph-algo	1.0.4		776979c085fa630dbe7ba63b240982aa60085f77
org.graphfoundation.ongdb	ongdb-graph-algo	1.0.5		ed3ec77dd71820cce7a01d9abc8c4b2903977e69
org.graphfoundation.ongdb	ongdb-graph-algo	3.6.0		7eb2ec967e1ae80ca45186b3ea1e5c5cb73f6802
org.graphfoundation.ongdb	ongdb-graph-algo	3.6.0.M2		4eafa6ae100564c973043dcd825d1f6dc400f748
org.graphfoundation.ongdb	ongdb-graph-algo	3.6.1		e4781538ffb2dcda2fac10ac2b00c2f96174c5bf
org.graphfoundation.ongdb	ongdb-graph-algo	3.6.2		6399561a4836922e7d3a24e0c000b0ff080233c6
org.hibernate	hibernate-search-testing	3.2.0.CR1		139673c2088d90ba17113d3c966a9d4b8f414459
org.hibernate	hibernate-search-testing	3.2.0.Final		90b0fc651c5ba6df22daa4953a1a6f673f7a3e45
org.hibernate	hibernate-search-testing	3.2.1.Final		66032862048201088007596a8042edc6a278c0f1
org.hibernate	hibernate-search-testing	3.3.0.Alpha1		6c1455ff9e477e5e34b0e31544f3ae125bf826e4
org.hibernate	hibernate-search-testing	3.3.0.Beta1		6974037f4132d6da3dbae6ad9aade033a005eeae
org.hibernate	hibernate-search-testing	3.3.0.Beta2		0926ebdc9d2dc9e0705a1432c4a824d61eeb14d4
org.hibernate	hibernate-search-testing	3.3.0.Beta3		84c636b85060b1abef50693862b7f1e0c82b1428
org.hibernate	hibernate-search-testing	3.3.0.CR1		00004220bab3d755d9baad1d4c81491cba640735
org.hibernate	hibernate-search-testing	3.3.0.CR2		98438aa612bdfa8ddc702fce979729a3f74369f7
org.hibernate	hibernate-search-testing	3.3.0.Final		9aac6cbfa89ec49d8e4202c6531693cbc18d99dd
org.hibernate	hibernate-search-testing	3.4.0.Alpha1		ca0c0fea0f43c0c52782ec50890b01734a993fdc
org.hibernate	hibernate-search-testing	3.4.0.Beta1		e65eb72de84326f8847af17548988c466a3014a5
org.hibernate	hibernate-search-testing	3.4.0.CR1		371553a40d3a7b63f1058ed9ac042da092f5e461
org.hibernate	hibernate-search-testing	3.4.0.CR2		a96b54874c54540a115076f248bffd74f892638b
org.hibernate	hibernate-search-testing	3.4.0.Final		105590753763e16993bee85e3b220a337b49d435
org.hibernate	hibernate-search-testing	3.4.1.Final		6b281a0c5c8c0a26bbfce7abb1d6dbfe5ae61402
org.hibernate	hibernate-search-testing	3.4.2.Final		2c740a45c047b4bec5ff392baf968ef20aab049e
org.hibernate	hibernate-search-testing	4.0.0.Alpha1		13b901b555f21dd7345fb24dcfa1e8a0c8326d1d
org.hibernate	hibernate-search-testing	4.0.0.Alpha2		7ac338ea0cea56699f22c91c768f34eb3b9991a5
org.hibernate	hibernate-search-testing	4.0.0.Beta1		fa89d6e284a2f8f79ff6765673ea77907d5feeeb
org.hibernate	hibernate-search-testing	4.0.0.Beta2		26baebe1dce21803261536e1c3c29bce4ace6a3a
org.hibernate	hibernate-search-testing	4.0.0.CR1		928f3f4c1aa1efb9345fecd95ae428347b6a2a5d
org.hibernate	hibernate-search-testing	4.0.0.CR2		4a14bf5b9c72376fa81eb9f61e49a7c51bf4b843
org.hibernate	hibernate-search-testing	4.0.0.Final		8eaea934ef5497d096016247fece360360bdb88a
org.hibernate	hibernate-search-testing	4.1.0.Alpha1		14bb276e86244e7e085f20d18b70b47fc4ac3d8e
org.hibernate	hibernate-search-testing	4.1.0.Beta1		fc5e4dabfd18722b3f2455349d52396edebbcb7b
org.hibernate	hibernate-search-testing	4.1.0.Beta2		15c7c44932ea17821d00c0294ef2feac143f7398
org.hibernate	hibernate-search-testing	4.1.0.CR1		35febd4a6574b3c48078a721ebfcd35392796c10
org.hibernate	hibernate-search-testing	4.1.0.CR2		9bd5c4377b48ba57265e6f063f1b919e5d482dae
org.hibernate	hibernate-search-testing	4.1.0.CR3		eb6436ec75d239a409a64090ee6c219516d07dc0
org.hibernate	hibernate-search-testing	4.1.0.Final		57fc77c5fa00214077caa20834ee49c8e4bac256
org.hibernate	hibernate-search-testing	4.1.1.Final		bf51f077ed9ee4101134cb6fc12ff6b6902ac657
org.hibernate	hibernate-search-testing	4.2.0.Beta1		9561a17f39a77ad708c2002e59afbb12732fedc3
org.hibernate	hibernate-search-testing	4.2.0.Beta2		7ee084b02a676e44ee0a9caeb8cbfec30d9b74b7
org.hibernate	hibernate-search-testing	4.2.0.CR1		a87d10da26823cd00a67a52befcdc814cb783634
org.hibernate	hibernate-search-testing	4.2.0.Final		00bbd40d115becc6f04735d2357df8497c28d853
org.hibernate	hibernate-search-testing	4.3.0.Alpha1		05e226c118c96115a97755f6f8aa43bb0d0e214c
org.hibernate	hibernate-search-testing	4.3.0.Beta1		d64cf3b4c825253d1b0c8835253c75d1459d8452
org.hibernate	hibernate-search-testing	4.3.0.CR1		6bfd08b5923f3d3dfa12a8a435748f469aa35efd
org.hibernate	hibernate-search-testing	4.3.0.Final		71b1db603ee7a8c55f843a6eb894db395453da43
org.hibernate	hibernate-search-testing	4.4.0.Alpha1		b203f37e6b9018d1da7472611d417b07422f7c27
org.hibernate	hibernate-search-testing	4.4.0.Alpha2		e698a99b50285e7adbfe97f1fe2778e845613e0a
org.hibernate	hibernate-search-testing	4.4.0.Beta1		2e146b438dd5321ec7494433b5e1000985530eb2
org.hibernate	hibernate-search-testing	4.4.0.CR1		e6261fa3e6c0ca9fa9c1de4a147446cf89af640b
org.hibernate	hibernate-search-testing	4.4.0.Final		d3d1bfd7aa660465bc11df12c83e0cf20e213bfa
org.hibernate	hibernate-search-testing	4.4.1.Final		cb9e426d99d4be9ba1fea38c8b4ae63e6db95b03
org.hibernate	hibernate-search-testing	4.4.2.Final		88f4b38eaea5d81fd2143effee8eac44735fea58
org.hibernate	hibernate-search-testing	4.4.3.Final		1ade2a246a1c2ca7de80262dcc4b44f07534376d
org.hibernate	hibernate-search-testing	4.4.4.Final		88e94de6ebc19383e0656a0e8ddc3a35b69e5f20
org.hibernate	hibernate-search-testing	4.4.6.Final		801b2b25d65fdde9acae24141452b8191af6e108
org.hibernate	hibernate-search-testing	4.5.0.Alpha1		a4d49a5656166aa84e62b4858abdeb2c7a355607
org.hibernate	hibernate-search-testing	4.5.0.Alpha2		fb58444a3ab4337b77a36c93bef24329cc0d6004
org.hibernate	hibernate-search-testing	4.5.0.CR1		8958bead7d99bd78d6f77ffead2390f9a5517270
org.hibernate	hibernate-search-testing	4.5.0.Final		e6c3bdca823003e9135150ba35ce7945f4275c9b
org.hibernate	hibernate-search-testing	4.5.1.Final		6a1b69578a4d953f95174eb58aa08b87518d1e78
org.hibernate	hibernate-search-testing	4.5.2.Final		876d5fb1a86e4136afdc80aee28f9d4d77b304fb
org.hibernate	hibernate-search-testing	4.5.3.Final		deec0d1e01c960ef0a1a9087464e69bc344ebaf5
org.hibernate	hibernate-search-testing	5.0.0.Alpha1		5bb185cbb96b40bfcc2abe8092912159b7a6cbb2
