church.i18n	spring.webmvc.platform	0.3.0		N/A
io.quarkus	quarkus-config-yaml	3.18.1		43e12facaf0ecdb0ef1a0c7adf1744a8d747bce0
io.quarkus	quarkus-config-yaml	3.18.2		9b2115122229b4b99a27b1113098e5ecf33fbb39
io.quarkus	quarkus-config-yaml	3.18.3		5986f5321588e797ce9a4c2c426a250998530a56
io.quarkus	quarkus-config-yaml	3.18.4		f1cc22a8486924013997f0778aed112fda901f27
io.quarkus	quarkus-config-yaml	3.19.0		4ae171c289ca27d360bef42e157d62f7a94ac9c5
io.quarkus	quarkus-config-yaml	3.19.0.CR1		0338ab1b61edc0e5ccfb6510866701ed2d778afa
io.quarkus	quarkus-config-yaml	3.19.1		286c58292cde9a7f500c2e9b7239392553f273dc
io.quarkus	quarkus-config-yaml	3.19.2		ab14a01f211664881999c492a7a4aa099b8fda27
io.quarkus	quarkus-config-yaml	3.19.3		06dfcaf2141b87b09ab98d920b1f94b7172fa663
io.quarkus	quarkus-config-yaml	3.19.4		ee6ec072097a67c6f6fceece07b8503cee5a10e3
io.quarkus	quarkus-config-yaml	3.2.0.CR1		417540c099a86033ee6c4879571a40fe2d7153dc
io.quarkus	quarkus-config-yaml	3.2.0.Final		f5c6cf8f9faf3e5bc01e96239a9ea076c4868c79
io.quarkus	quarkus-config-yaml	3.2.1.Final		bab8e1390863df1999aea462a42bb46cbd079c4d
io.quarkus	quarkus-config-yaml	3.2.10.Final		2e8b90d09edb0b12dd47f5e7b796243685423b43
io.quarkus	quarkus-config-yaml	3.2.11.Final		17c18bb1cc7d745846503efbd051662e3ee1d3b8
io.quarkus	quarkus-config-yaml	3.2.12.Final		f77264123491b35848ffe2cc48b844819c5c2b30
io.quarkus	quarkus-config-yaml	3.2.2.Final		5245248d509e65de06c97a28d04c51532a5e6688
io.quarkus	quarkus-config-yaml	3.2.3.Final		e2e0a69077cacb6082d8d72522c84508cf1f2554
io.quarkus	quarkus-config-yaml	3.2.4.Final		357cdb94b4afb790445c0426e1d4235d2f98e1f2
io.quarkus	quarkus-config-yaml	3.2.5.Final		e51551a204168930444ad56f19ae384bb1299456
io.quarkus	quarkus-config-yaml	3.2.6.Final		bdfe6591df26dea8abcece266163879034027e6f
io.quarkus	quarkus-config-yaml	3.2.7.Final		97dccdf3ef9bd798972d8c6cae211818b32f11f4
io.quarkus	quarkus-config-yaml	3.2.8.Final		be37ee393cf6aa155627d7501db6ba81d05f9bec
io.quarkus	quarkus-config-yaml	3.2.9.Final		39b8aca079f1e530b8a11ce7ec8a65c21ed99b27
io.quarkus	quarkus-config-yaml	3.20.0		bfb7507b88d781a5a3e8f3f6ccf3c43db643133d
io.quarkus	quarkus-config-yaml	3.20.0.CR1		a9b4688caa2f9da71ee082e20a07b9f1d6301994
io.quarkus	quarkus-config-yaml	3.20.1		62c4ceb29996d4569ddcd1feeaa6fccb8a60139c
io.quarkus	quarkus-config-yaml	3.21.0		e1e014639417b2bceb404c0738b5fa136b75241b
io.quarkus	quarkus-config-yaml	3.21.0.CR1		1c2f9bf65196120b6f7268588971760078dd2ead
io.quarkus	quarkus-config-yaml	3.21.1		58829aefd1fae69ec6bfbb9b0622b31bc8ec21ce
io.quarkus	quarkus-config-yaml	3.21.2		e493b4c1291f777a60d9cea2e9a7be9b0224a905
io.quarkus	quarkus-config-yaml	3.21.3		82d7814c54e7da7c21b12d1b3c6b3ca3d632542b
io.quarkus	quarkus-config-yaml	3.21.4		f59840e9530d3207d37d5fc97e2b84e20940ea34
io.quarkus	quarkus-config-yaml	3.22.0		ab66edb3df27ea1f25cb87b8a82006b23f9ccd2c
io.quarkus	quarkus-config-yaml	3.22.0.CR1		4c7a648cb6d2d8f4526890c7f68b3fc06aff0bd9
io.quarkus	quarkus-config-yaml	3.22.1		5285b9f603e115d26ca5cfdcea8b4f45b9b862f9
io.quarkus	quarkus-config-yaml	3.22.2		d08165063c65e3ecd3d13d043ca0b47b28e048bc
io.quarkus	quarkus-config-yaml	3.22.3		dd129530ae7ec36976a8cdc19b1e0d4fcfa43561
io.quarkus	quarkus-config-yaml	3.23.0.CR1		c40682e4c2305f6c37be5303d31072a5a5b64ca3
io.quarkus	quarkus-config-yaml	3.3.0		d638f7b4f4cd48e7d99e07a416ad4c4c7350cc15
io.quarkus	quarkus-config-yaml	3.3.0.CR1		13ab7eb2cc1b9283c778102120fbd543f858ece5
io.quarkus	quarkus-config-yaml	3.3.1		4867872813ae6a6c778e5b35da105df5cbb48739
io.quarkus	quarkus-config-yaml	3.3.2		9a5e0d547da341fdab0a56a0050085db174dab99
io.quarkus	quarkus-config-yaml	3.3.3		de4d816a53d8a3de582ad7627e6c8931d58c91af
io.quarkus	quarkus-config-yaml	3.4.0		490f8bef3ca36aa8317b0a9ef36973d45cfbc192
io.quarkus	quarkus-config-yaml	3.4.0.CR1		b3acb915e34bb3b8a1c7edd2602e45e6c3f491b2
io.quarkus	quarkus-config-yaml	3.4.1		8b7254de45b13b74e44f3a0e0fbfbd95e4d78955
io.quarkus	quarkus-config-yaml	3.4.2		906fa3d59d4495e665a5e4d4c49e28fe038900fb
io.quarkus	quarkus-config-yaml	3.4.3		d058fc85024eb6cfd6b5278862e98732e09b7124
io.quarkus	quarkus-config-yaml	3.5.0		1282c6f9e050c78482bf74f89e106071e3bb14e5
io.quarkus	quarkus-config-yaml	3.5.0.CR1		63f6e964182073957b63fd4476ead3c0f56bdb66
io.quarkus	quarkus-config-yaml	3.5.1		4d2a38806b23fc7f17b76aef40257a39476dd31c
io.quarkus	quarkus-config-yaml	3.5.2		a13c51bc68b108c35f3470795e50f5573caad8b2
io.quarkus	quarkus-config-yaml	3.5.3		71ea8063ef913e7df1462a5bd604fb7a20d65662
io.quarkus	quarkus-config-yaml	3.6.0		8facaad08cb1a0598ef1a3eff51dfd8d646bc903
io.quarkus	quarkus-config-yaml	3.6.0.CR1		51ab1fa66a65a79c5cff42af9396aba7acf157ea
io.quarkus	quarkus-config-yaml	3.6.1		4cae4447ef73e5372f4c8b5dd8c4e00a49756dcf
io.quarkus	quarkus-config-yaml	3.6.2		74b37389817603322c068c33b28a2f9dacbf9e7f
io.quarkus	quarkus-config-yaml	3.6.3		1d0c830f52336f23600f819be1e6f72b32530663
io.quarkus	quarkus-config-yaml	3.6.4		cf6b5bfe79d06c0e7da2bdf69a222676b17e47e5
io.quarkus	quarkus-config-yaml	3.6.5		639cac8714b99a34220fd58ed613fd8c451d93ab
io.quarkus	quarkus-config-yaml	3.6.6		ce1445f34b7c31d2895bc9541ed61945f1142f2c
io.quarkus	quarkus-config-yaml	3.6.7		3af1fbceed74ecde3d94d681d3a25a21b4d56721
io.quarkus	quarkus-config-yaml	3.6.8		8baa1d7b656ea0b556f65a4e761a0c0f7407475b
io.quarkus	quarkus-config-yaml	3.6.9		8309024ea723a5d9cbfb48b8360cfa93e21ae19e
io.quarkus	quarkus-config-yaml	3.7.0		95eecef5a08303857512fc2135eab38ebdc8ef59
io.quarkus	quarkus-config-yaml	3.7.0.CR1		c2257fb853b40031416c930c843dc9140f6dfb18
io.quarkus	quarkus-config-yaml	3.7.1		01d1a06e4047cf9165313186067f4df952c68163
io.quarkus	quarkus-config-yaml	3.7.2		bef54319313e91a9d0afed8d62c47f8e182a8f70
io.quarkus	quarkus-config-yaml	3.7.3		69e40b4f3f3632856aad745702f482ed472c111a
io.quarkus	quarkus-config-yaml	3.7.4		2a23aba0ba587fa4ff093e39e6195f220f0d06b7
io.quarkus	quarkus-config-yaml	3.8.0		a41460fd7482794507a4445cdc4b0512a82ce4d8
io.quarkus	quarkus-config-yaml	3.8.0.CR1		a42e26d52202429ca10965a0a021c28f0fa9dba3
io.quarkus	quarkus-config-yaml	3.8.1		aa93c3afe6b6f97bae92e7b885779bed22713da6
io.quarkus	quarkus-config-yaml	3.8.2		46ef3fd123210f9aa9b2f593fd06055a246feb74
io.quarkus	quarkus-config-yaml	3.8.3		7e3564b732b25864e07b9eb5a5d227a41133aad4
io.quarkus	quarkus-config-yaml	3.8.4		c365c5f80b67adbaf2d21192953efb890becf255
io.quarkus	quarkus-config-yaml	3.8.5		81b1281d459ec23d930e8649be8514b6a487b123
io.quarkus	quarkus-config-yaml	3.8.6		e058c63bc00b1447515328792bc787b349ebc1e8
io.quarkus	quarkus-config-yaml	3.8.6.1		36022219d25d3e2fe2c539f0031af427a1e1b904
io.quarkus	quarkus-config-yaml	3.9.0		4d2664240c34e329bf95b6664150d2f90b79a238
io.quarkus	quarkus-config-yaml	3.9.0.CR1		26754326d0f06c21eed6862bcd8a9c7262535bfc
io.quarkus	quarkus-config-yaml	3.9.0.CR2		8ab952c5a0f7814adf97fccd09757ce491f5952e
io.quarkus	quarkus-config-yaml	3.9.1		249b9015d2320f200aa21de51dfbb1435ffa5299
io.quarkus	quarkus-config-yaml	3.9.2		06acb3bbe87d6e9b2b3507f59e0d8eec65b7124b
io.quarkus	quarkus-config-yaml	3.9.3		19352e84c4012ddc979544effc855eed29530d7b
io.quarkus	quarkus-config-yaml	3.9.4		56ef211f89fd60c079893dcf0d42bf1e68863553
io.quarkus	quarkus-config-yaml	3.9.5		7ef275514c1020cf1d91461b1367229bf599d019
io.springboot	knife4j-openapi3-ui	3.0.3		62c30250042db732791c07efd92545eed6a6b00c
io.springboot	knife4j-openapi3-ui	3.0.3.tmp		6491cf60d9da0b0686f6b41e1e7503dd3fd54554
io.springboot	knife4j-openapi3-ui	3.0.4		75935313bf993205813f397acc874d822740a9fa
io.springboot	knife4j-openapi3-ui	3.0.5		61c3bd95d9c65ceab6f6976c0c92f2d4808cf352
io.springboot	knife4j-openapi3-ui	3.1.0		0053bd939d2ed89fe831b587ced3d00b5536ff00
io.springboot	knife4j-openapi3-ui	4.5.0		21569da770c21bb2a0bfc5d4687bed5bba3e54fa
io.swaydb	serializers_2.12	0.1		58020745d5b73c5a9b5fe4448721d88a1aa3db83
io.swaydb	serializers_2.12	0.1.1		7a74d8ca85770e085b31fdbd6adc9c1f94438602
io.swaydb	serializers_2.12	0.10		69a5539ff2b0160e133e05cb3af4526399810eef
io.swaydb	serializers_2.12	0.10.1		c2c5dffd21c0b1b6d9cb65147cf6103a54612882
io.swaydb	serializers_2.12	0.10.2		a69c413815a91c7cbbbb386e7116ff5800059623
io.swaydb	serializers_2.12	0.10.3		99bcc18b28561427c4671dac8be708bda3772775
io.swaydb	serializers_2.12	0.10.4		e3b82223e58dfd1efe776e506ce990f667d88893
io.swaydb	serializers_2.12	0.10.5		794685bdf508aaf85fc8ed467830211b8ff69adb
io.swaydb	serializers_2.12	0.10.6		de5e6d6bf74f7b4158765a6c10c16017997f6788
io.swaydb	serializers_2.12	0.10.7		db38b59077aabfe2eb3585bb98a424940f2be953
io.swaydb	serializers_2.12	0.10.8		a449ca9c1ee8889d749d83e3c29e06e35065371d
io.swaydb	serializers_2.12	0.10.9		f8c7e892545af25e4bb62361ba393b3976179a91
io.swaydb	serializers_2.12	0.11		40340ef6e7b44a0de84891528581fb3ff9aaffcc
io.swaydb	serializers_2.12	0.12		4c27b6908f20161690115963279e5849ea0b56b9
io.swaydb	serializers_2.12	0.12-RC1		46f41ea0a0c16177080cfbdfbb226edeeb7bafe7
io.swaydb	serializers_2.12	0.12-RC2		956ebe6c51f5b60d73ccaf4df248a81123204fe1
io.swaydb	serializers_2.12	0.12-RC3		aee3f66ae566090a702e07c977475cacef14e230
io.swaydb	serializers_2.12	0.12.1		c653d61a374f7ce409363beca4e287386222818e
io.swaydb	serializers_2.12	0.12.2		08916377ae20c8eec901f0c3dda1bf9081d092e7
io.swaydb	serializers_2.12	0.12.3		2b562a9e5463ae920a7c28bae7907cd010fc9b93
io.swaydb	serializers_2.12	0.12.4		98bc24140c54fb6c778bbdc53355bf59205a4186
io.swaydb	serializers_2.12	0.12.5		ca17b284491a4f51e448ef4f3173a4804fe77976
io.swaydb	serializers_2.12	0.13		7ce5f86318062db90b6390c6cbe29653a1e63aac
io.swaydb	serializers_2.12	0.13.1		15b04ca32487e8bd5a9a4381664e8d0494f03992
io.swaydb	serializers_2.12	0.13.2		79f90db88639910d853a04e7b010207192f93cf5
io.swaydb	serializers_2.12	0.13.3		29bacd2ff2486a1ec93f76ac51c0dbb4389e5864
io.swaydb	serializers_2.12	0.13.4		b0a95f1419aa8d2b25c6f06c081896ebf3faef78
io.swaydb	serializers_2.12	0.14		91c957bd00c584d5d7e6480baffb2e871a7c29aa
io.swaydb	serializers_2.12	0.14.1		8936fecb9acc0fb3cf32645bc289a777b5c35f21
io.swaydb	serializers_2.12	0.14.2		1751841b0e20484f2b7bab2f85d1aa0aeed370a8
io.swaydb	serializers_2.12	0.14.3		8d3b82bcdf73be317a0a8fb9d38a1a5db48fb332
io.swaydb	serializers_2.12	0.14.4		88d1d5d936c2c350f8f3bf3534dbe4a2c9602662
io.swaydb	serializers_2.12	0.14.5		da02f1c4c79ec3afce98ab4d19681f4eb8bbb58a
io.swaydb	serializers_2.12	0.14.6		2ce3cb02ab9a8d50300fe9054eb03652edf1fe5a
io.swaydb	serializers_2.12	0.14.7		3c0cea29853c5513c8c7bf7dfeef82a771c787c6
io.swaydb	serializers_2.12	0.15		2bef5600b02860f4878006e1da378d7bcd18a1b7
io.swaydb	serializers_2.12	0.16		a086a3db91f1bd56b9fe09ebe5f1afc9cb92d8f1
io.swaydb	serializers_2.12	0.16.1		7b7f1ab44fb280bddcc9e7596f1218f0de6322e6
io.swaydb	serializers_2.12	0.16.2		98558707774ca05737682a486406923dc8b5787e
io.swaydb	serializers_2.12	0.2		34ca4ae8949f3b42dc3c92bb7e581e15748c4d8f
io.swaydb	serializers_2.12	0.2.1		38cefdfd625ae5c78abbf0fa5675003c602fbded
io.swaydb	serializers_2.12	0.3		1749014174d30761d0f9bb6de172cda8d708c3a5
io.swaydb	serializers_2.12	0.4		d2ad0ebe8708c04ac9365960808da46657153a2e
io.swaydb	serializers_2.12	0.5		0fb3c65521c636b7235f1b1b90eb4acd797f6b72
io.swaydb	serializers_2.12	0.6		b6a90111c67a0f13a79de8dc21a142f666718018
io.swaydb	serializers_2.12	0.7		ec0032d1ab43d7d13384ece35701153752d0a4bb
io.swaydb	serializers_2.12	0.7.1		22c840ae1017ea243f1aec74d886912ed2a79f26
io.swaydb	serializers_2.12	0.8-beta.1		a2f2a365ee2595c28d1c8062b0a31f7fd5dee2ad
io.swaydb	serializers_2.12	0.8-beta.2		5fc2be440fca0a6eb6afe0f41a55841a4de1a8c2
io.swaydb	serializers_2.12	0.8-beta.3		89384c9aad4a13d7a20bf549d2af8c98d3866f1d
io.swaydb	serializers_2.12	0.8-beta.4		15f727f122c5e67d89dec994cc2bc0cb4e9c0935
io.swaydb	serializers_2.12	0.8-beta.6		23c082cb4b23ac5da9b5575cdb6112eb31617825
io.swaydb	serializers_2.12	0.8-beta.7		33c91810801461688505057af94eb9dde79821b0
io.swaydb	serializers_2.12	0.8-beta.8		78f4b7a6ac4f5c02c38c44740512245220148ebb
io.swaydb	serializers_2.12	0.9-ALPHA.1		855c7849299475984b3a6279d27929cfa9877743
io.swaydb	serializers_2.12	0.9-ALPHA.2		b79d827c49380eb27a47dd125cac5b0ebe823eab
io.swaydb	serializers_2.12	v0.8-beta.5		531bdb1e8a4cc7263bf6eaa7f5fe736333653332
io.thorntail	camel-mllp	2.0.0.Final		b12e31a862ad968956aab18311f9d1f521d45cb1
io.thorntail	camel-mllp	2.1.0.Final		b9687d2c4fe84180b9617eb3bb168252eab60ccb
io.thorntail	camel-mllp	2.2.0.Final		7cffc8fe43fea52a07a1c04d189ce368974b9b75
io.thorntail	camel-mllp	2.2.1.Final		50de0d54f53aca038e421268db107de5adffb2aa
io.trino.benchto	benchto-driver	0.13		806597f8c48b35252b061698468c1030e49fb113
io.trino.benchto	benchto-driver	0.14		c337246411dbfa67e79fd88ba2fad1d6a5fbf968
io.trino.benchto	benchto-driver	0.15		510bdd01bad3e6cdff8c98c964f8e9fa69c165ed
io.trino.benchto	benchto-driver	0.16		8d4e2db2b917160f249be028e82d1e3cc7cd5eea
io.trino.benchto	benchto-driver	0.17		442688dfdde7dbaa4ade60832699b5304b2b9f82
io.trino.benchto	benchto-driver	0.18		334f8b015b41fd2346f54b0560df3c7ce4d1c47d
io.trino.benchto	benchto-driver	0.19		0ef26b50efd40a426bfb005c8ba2843f81855c0c
io.trino.benchto	benchto-driver	0.20		3b72b3aabb3d25f7e86d4559195b88a141142b7e
io.trino.benchto	benchto-driver	0.20	exec	d6b25bfef63741e62a08d7414a6f049692a3eec1
io.trino.benchto	benchto-driver	0.21		961e83c3e370c5b6067b07afffd8dd9279362ce8
io.trino.benchto	benchto-driver	0.21	exec	c3bd10b3400264fc70288ae02b3a7cb5657f4429
io.trino.benchto	benchto-driver	0.22		9a12f94d91c6ad72be74c2f293a392cedd32c4b8
io.trino.benchto	benchto-driver	0.22	exec	438ee4b496c0a6ba4fb750bf575baa5ecba06934
io.trino.benchto	benchto-driver	0.23		a47340192c18c74be70e961753012e02e42be3b1
io.trino.benchto	benchto-driver	0.23	exec	1e09970a3111292643c71bfc8a28d4587f8c9db4
io.trino.benchto	benchto-driver	0.24		196f3298de1f2eaa33fd34b48424a3ba31fd22d7
io.trino.benchto	benchto-driver	0.24	exec	817627bf633917f2117de2eb1f71037eb85507ec
io.trino.benchto	benchto-driver	0.25		c1b9005e208ed3eb54704438918a1b5f9e8d4699
io.trino.benchto	benchto-driver	0.25	exec	442b6c4600768dee2060599119747a57a22f70ae
io.trino.benchto	benchto-driver	0.26		23c450ea141c485a60e37612f1dc8d4fb3d84a8f
io.trino.benchto	benchto-driver	0.26	exec	d9218ad5cc0cb43d84e7d6c35f15447e213bf01f
io.trino.benchto	benchto-driver	0.27		98c055ffd28cb4eaa0da1f1483adf2ad1428bd86
io.trino.benchto	benchto-driver	0.27	exec	a225c48c907add7e5647d4d01ae28787f2ba76cf
io.trino.benchto	benchto-driver	0.28		759c4a45c44a3ec0db035dcb519b1ac28ccca4a7
io.trino.benchto	benchto-driver	0.28	exec	50051121020d9c53e92c653897999135b11a785f
io.trino.benchto	benchto-driver	0.29		de1a0d009cbdc10c37c666778c4fe0429f1507a2
io.trino.benchto	benchto-driver	0.29	exec	d75f8d464e2e31273966ee1dd6c70278426573df
io.trino.benchto	benchto-driver	0.30		eee8c3f71c9ec70eac2a6acf856615c2e1dc347e
io.trino.benchto	benchto-driver	0.30	exec	3c29e981800e3b9bdf8e35f3016aac1cdde223fe
io.trino.benchto	benchto-driver	0.31		ecfe42b093eecb9f7e89675ab6deda8360ad8479
io.trino.benchto	benchto-driver	0.31	exec	288e4e514a61b7df8e6428620aa8693068399706
io.trino.benchto	benchto-driver	0.32		a05f0e52fef5a0bc43b08d544b2ed2c6e3c7f2a3
io.trino.benchto	benchto-driver	0.32	exec	557e690fe4776e5331dbe666f0a7c7dffa62865a
io.trino.benchto	benchto-driver	0.33		eb90e1ca98a152314d6b28a51f2092c4f6c98aaf
io.trino.benchto	benchto-driver	0.33	exec	820f24761c39e2a65af2a74168f7097ccbc896db
io.trino.benchto	benchto-driver	0.34		93e2f67d35b0bca2e9d6708a188586586abf4363
io.trino.benchto	benchto-driver	0.34	exec	d3b14ec8aa8bc72c53b99acca4afbb3e281bab48
net.codinux.log	quarkus-log-formatter	1.0.0		32ff114c341cc38bb1018111b011b1e4511710d1
net.sourceforge.htmlunit	htmlunit-android	2.58.0		c12d3b28bf0f4f665095f9caceb7bb6e050d6f38
net.sourceforge.htmlunit	htmlunit-android	2.59.0		d62dfa4011c7fdcb61a697e4ae625a3e493622d0
net.sourceforge.htmlunit	htmlunit-android	2.63.0		5442c0f2d2af64eb54bb214933bb96c932014ea8
net.sourceforge.htmlunit	htmlunit-android	2.64.0		5dd5914c5577fb744c5ebcc4b26e1f6ffe4d57f0
net.sourceforge.htmlunit	htmlunit-android	2.65.0		17ce76d472102f0df5db327d6ac37aaf890e75c9
net.sourceforge.htmlunit	htmlunit-android	2.66.0		4833e32c93fd079e19c1dd54fb890de559836046
net.sourceforge.htmlunit	htmlunit-android	2.67.0		N/A
org.aeonbits.owner	owner-examples	1.0.10		N/A
org.aeonbits.owner	owner-examples	1.0.11		N/A
org.aeonbits.owner	owner-examples	1.0.12		N/A
org.aeonbits.owner	owner-examples	1.0.7		N/A
org.apache.activemq	apollo-jmx	1.6		56807ddcdaf5318affb19ec21c9fc43c6dde0f92
org.apache.activemq	apollo-jmx	1.6	scaladoc	5a04d2084af7b61998f310b65c620644abbec1a2
org.apache.activemq	apollo-jmx	1.7		7321b99f14ca25c728ff9ce9373e5cf62d680fc7
org.apache.activemq	apollo-jmx	1.7	scaladoc	f69f86f01880509dc7029a8c1f46ae2b3925cd7c
org.apache.activemq	apollo-jmx	1.7.1		fed98487d1b258eee6f9793530ba4d9031c280e6
org.apache.activemq	apollo-jmx	1.7.1	scaladoc	38a9e996ca76b54d8bf73eb183bdd7008bf752f4
org.apache.camel	camel-castor-starter	2.18.0		5a96ed41b9daafdd3edb61a97dfcf3b5cb21ac79
org.apache.camel	camel-castor-starter	2.18.1		7508958ff4c249e3716bbd54ca62cca503d555f3
org.apache.camel	camel-castor-starter	2.18.2		1de8570809c5c5ca4d0ef49bfc7ec0e35387ad70
org.apache.camel	camel-castor-starter	2.18.3		7836298a267139bebaf53746c4d0b52cdfcfdaba
org.apache.camel	camel-castor-starter	2.18.4		12e7e616d7eb6bb366e6c2ec29b68f87537098ac
org.apache.camel	camel-castor-starter	2.18.5		47c05c6eb423b7f8052313a8aa5b5f1e3b7de65b
org.apache.camel	camel-castor-starter	2.19.0		aa0efcbf291f6b9718b31af287fb2fb3a147bd39
org.apache.camel	camel-castor-starter	2.19.1		2d4898147d74283b2d1f2a6925a493560c14d67e
org.apache.camel	camel-castor-starter	2.19.2		d9352e8835c44ec80529366ab0d4564590397382
org.apache.camel	camel-castor-starter	2.19.3		2882d93646aab2b5f4c31e13f945bfd8583f56d5
org.apache.camel	camel-castor-starter	2.19.4		4c967ac068dbfb91e991c0fbff2a887675c6a490
org.apache.camel	camel-castor-starter	2.19.5		dbee7226b3cb3a6b896a531123c98e47aef3819c
org.apache.camel	camel-castor-starter	2.20.0		92c8e58a4386ae69fa7f3ce7c0396374f3138799
org.apache.camel	camel-castor-starter	2.20.1		6283dab34839451b54e5378a3091935c10ed3d76
org.apache.camel	camel-castor-starter	2.20.2		0a107d7feb445d083577cc29487a36f26079cec4
org.apache.camel	camel-castor-starter	2.20.3		7217d09dade1b2afc9be17a1d18ae32c9cfd8c0d
org.apache.camel	camel-castor-starter	2.20.4		fb816c9cba584d318dbf2fe1845600b4a12b534c
org.apache.camel	camel-castor-starter	2.21.0		4bbd9c16e052887ed0ddd64d7ce48cf1d435880a
org.apache.camel	camel-castor-starter	2.21.1		c1faefcc5dbe965d02ada45bdedee1e8c3e8f83e
org.apache.camel	camel-castor-starter	2.21.2		f1d99d305c7b6099d353685adb0463d0bd59a1ba
org.apache.camel	camel-castor-starter	2.21.3		ddf5a4f42ae141b4cbb4032a4214049fbfa16e6c
org.apache.camel	camel-castor-starter	2.21.4		492e52de57b9e48b12eb82f9973dcc699b672f3e
org.apache.camel	camel-castor-starter	2.21.5		051c2bf0f5ece25206760b629bcff1ff124eed3c
org.apache.camel	camel-castor-starter	2.22.0		b412522f0e8d2031ae818b310956235f35ef704d
org.apache.camel	camel-castor-starter	2.22.1		be409749d902a4f7bc012d904bad779904b717a6
org.apache.camel	camel-castor-starter	2.22.2		35c0ba267622976c9fe17d0862072820c2332882
org.apache.camel	camel-castor-starter	2.22.3		4438fec250b22495a4f9b0e161e85c41f7e261f3
org.apache.camel	camel-castor-starter	2.22.4		cc7a6a4d889946a87bcf92e5ae0e025c37a2903c
org.apache.camel	camel-castor-starter	2.22.5		ede7d7a2206840cebcd5af128236c6bcb7ce715e
org.apache.camel	camel-castor-starter	2.23.0		f4b839b0b0326e56258c3fa27d16dbba5d1794c3
org.apache.camel	camel-castor-starter	2.23.1		393e92dae776445bf134a7c17b2854dda428a35c
org.apache.camel	camel-castor-starter	2.23.2		ea4d518a1a98a471a0547dc64a257b6921fb00eb
org.apache.camel	camel-castor-starter	2.23.3		240c9556d6dc09ecb41680e42dbe63bed1030407
org.apache.camel	camel-castor-starter	2.23.4		2868996c076767aa7fc99a36e65d8778f86539b9
org.apache.camel	camel-castor-starter	2.24.0		5519703f2dbaf3f8416682ce62a04367ce55d558
org.apache.camel	camel-castor-starter	2.24.1		b77ebd33f3dfe7aff665081ef4fc213148af765a
org.apache.camel	camel-castor-starter	2.24.2		c49e7c07a37c8333655a1070ffa96751c6778f34
org.apache.camel	camel-castor-starter	2.24.3		7275a7f3e6490e8f1a582f7090c876e8e3e1bc8b
org.apache.camel	camel-castor-starter	2.25.0		d156f84ace1a6c4a747114930e8edfc4daa3d27c
org.apache.camel	camel-castor-starter	2.25.1		503b504a86bce79b500ba1d945d8c73dd74760f0
org.apache.camel	camel-castor-starter	2.25.2		29c059a9d0a10b55efa8e3cdd3a607cd86f28b79
org.apache.camel	camel-castor-starter	2.25.3		3e8b9b1aaa0df34e165660929a2bbe761384d31c
org.apache.camel	camel-castor-starter	2.25.4		afba385d582e2d4edc50b714fd9bdda309f40435
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.1.0		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.1.13.1		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.1.13.2		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.1.13.3		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.1.13.4		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.1.13.5		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.1.13.6		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.1.13.7		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.1.14.0		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.1.15.0		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.1.15.1		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.1.15.2		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.2.0.0		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.2.0.1		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.2.0.2		N/A
org.arquillian.universe	arquillian-ape-nosql-mongodb	1.5.0.0		N/A
org.bahmni.module	medication-administration	1.0.0		N/A
org.beangle.notification	beangle-notification-core	3.0.0		a61ae7c3a274bfbdd858c1813cb9858a3a72d94b
org.beangle.notification	beangle-notification-core	3.0.1		6f67881562948a4e50635a7e422cbfa778bad4fe
org.beangle.notification	beangle-notification-core	3.0.2		7b1c18e8ebfa35b920f42f3e80746a80f368af7d
org.codehaus.xdoclet	xdoclet-plugin-castor	1.0.5		5b1252dc2505b2b2590b8049a7a564a3486c3de5
org.cryptomator	integrations-mac	1.0.0		93ed0acdafe08dad772df11ed9735b1c2f4578ec
org.cryptomator	integrations-mac	1.0.0-beta2		450dd7a06c953ea6034df486c09da6e0b49b930a
org.cryptomator	integrations-mac	1.0.0-rc1		23ba64db1f38c728687b4a3e2300f67c7615c0fe
org.cryptomator	integrations-mac	1.1.0		f26b704d37c8fa7dd968cdc3c7f14676eab7bee5
org.cryptomator	integrations-mac	1.1.0-beta1		296572aab9bfee51c71aaad8d59978a8c3974188
org.cryptomator	integrations-mac	1.1.0-beta2		b5f9e3308d1150c07909c22d1c25a6bce1a880df
org.cryptomator	integrations-mac	1.1.1		ba5b4952f86d79b1685f6cec00cf1250b8092d9d
org.cryptomator	integrations-mac	1.1.2		165baafc6ae54c634a68186d23af610631b09ce4
