ai.nextbillion	nb-gestures	0.1.0		N/A
com.pulumi	cloudamqp	3.17.0-alpha.1700612603+efd86e2c		2996dfa953e827e118c989f02a118bf46f73e1a6
com.pulumi	cloudamqp	3.17.0-alpha.1701790243+c896b38e		d560549145f722bd64f6b986bf7fe9d6588f290f
com.pulumi	cloudamqp	3.17.0-alpha.1701840021+39a44f3e		8d54c4bd16fe73648ecf351a1de38911d745528d
com.pulumi	cloudamqp	3.17.0-alpha.1702347373+ac3a7701		18174446065ddeff32c3dca22ca9517716350136
com.pulumi	cloudamqp	3.17.0-alpha.1702348985+969aae8c		cb831a6752163e0074701f879b8cd3e73cfc61e9
com.pulumi	cloudamqp	3.17.0-alpha.1702444824+6e39501d		5e260831c59a8ecd181d33aa7a725f3b7348e265
com.pulumi	cloudamqp	3.17.0-alpha.1702588087+966b8db6		6616879319265cd02e23afff680e6983b19c4f84
com.pulumi	cloudamqp	3.17.0-alpha.1703010898+b2454ae8		67474d9e207af5148d46c7379cbe61ddadd33852
com.pulumi	cloudamqp	3.17.1		deb70b79e3598e4c8b216a9653d9f0e1f3e260f3
com.pulumi	cloudamqp	3.17.2		6cd3954fb7277616fee59559081b96c282eabec5
com.pulumi	cloudamqp	3.17.3		006605409b6a6840c7bfd0704ef99d5f80abc8f4
com.pulumi	cloudamqp	3.17.4		df8b6a09ea8f84057a4f29a28aaa9fcd9b5d88c5
com.pulumi	cloudamqp	3.17.6		e83a23e60b3b958e60e3cbaf1e9509ec1fc8dd3f
com.pulumi	cloudamqp	3.17.6-alpha.1717540449		588379b9b198d0d417ab896e996da3506214c8c3
com.pulumi	cloudamqp	3.18.0		6628fd1b6b233549eb3761214b60cfaff2b52c27
com.pulumi	cloudamqp	3.18.0-alpha.1703039845+199af0d2		e5debc6e52626b2ec53d0480feeb9cbc9ca18362
com.pulumi	cloudamqp	3.18.0-alpha.1703136255+658b8116		976a511e7ce9cbaa2427b853d8bb93bbff42c3cd
com.pulumi	cloudamqp	3.18.0-alpha.1703266508+69365eba		b2b6472b37b4e0afe13fbece54d3187d083aaa58
com.pulumi	cloudamqp	3.18.0-alpha.1703654737+e7fc1168		382210e1cd28b97be51007faa192f9e2b2ed940a
com.pulumi	cloudamqp	3.18.0-alpha.1703827559+9f1a1842		eafd4e5671d247f698f72562797bc879f4b1abb3
com.pulumi	cloudamqp	3.18.0-alpha.1704211695+75e98c85		14b9e781a61d6eac285315f0d28f36843d903fd9
com.pulumi	cloudamqp	3.18.0-alpha.1704259539+d33b9638		adac340a75c88e41971ea6c7ca46beca15ed568f
com.pulumi	cloudamqp	3.18.0-alpha.1704345914+7dfdacec		746001a9de51ac4cfadebd76574ddac236e61863
com.pulumi	cloudamqp	3.18.0-alpha.1705200348+bbdb3a40		2f9f1cb06056d2ff302ec8b510600c89d2b33ade
com.pulumi	cloudamqp	3.18.0-alpha.1705470056+ca9e9236		1cfb8aea8530b793e0aceb2d7a332cbe2eaa82fd
com.pulumi	cloudamqp	3.18.0-alpha.1705602074+a54f603a		b283c1409ad9126ae8ec04e91e505e0bdf6008c7
com.pulumi	cloudamqp	3.18.0-alpha.1705642762+e2b44f98		e37bade2e39627df829bbe6ccd5b13956428ae23
com.pulumi	cloudamqp	3.18.0-alpha.1705988383+b5d8d366		2fa18e0a72608c847146a3e9459c3a587b5a1d92
com.pulumi	cloudamqp	3.18.0-alpha.1706307074+5617a4f2		d3138137443f85005c7978fe15219eb7b0fa8e0d
com.pulumi	cloudamqp	3.18.0-alpha.1706523434+d0de8bfa		015932b4171ba2bbcf7db6bbfe10ac42c0070725
com.pulumi	cloudamqp	3.18.0-alpha.1706745082+0ce62b01		fe5bd2d2551d52bd04d06566502712c2837dbd05
com.pulumi	cloudamqp	3.18.0-alpha.1706811711+ebbae88a		88f95326ef8492652b8f1077e6299c66d1272913
com.pulumi	cloudamqp	3.18.0-alpha.1706827164+9593d392		f03753d9520a4c259851fa8af3097ed8d617800f
com.pulumi	cloudamqp	3.18.0-alpha.1707284716+d47c4192		da2594b8fc927541c6ede46a0d818f67a5508911
com.pulumi	cloudamqp	3.18.0-alpha.1707543808+6908658a		4791a665fe3fc3c9dee675dede36b81e62e1e948
com.pulumi	cloudamqp	3.18.0-alpha.1707889478+a90ea4e9		2245960fd39713cfc8ba930f4a2a2a4072c0feef
com.pulumi	cloudamqp	3.18.0-alpha.1707975863+1e026484		0458dd456f8b9d6d17e39873d8b6d25b87418e68
com.pulumi	cloudamqp	3.18.0-alpha.1708062229+83cb43fc		777466139ff939be22d5feb7a4be793158ff059c
com.pulumi	cloudamqp	3.18.0-alpha.1708333468+75dabafb		07f3133e7588e9ac83a22f1567cedb8995b3c130
com.pulumi	cloudamqp	3.18.0-alpha.1708494216+7fca52b0		188720f19baf8ed60b93ab70563dffdaf96fe99f
com.pulumi	cloudamqp	3.18.0-alpha.1708667071+7679123f		d14a64799a1319968f58f7518c7afd0cc7c65416
com.pulumi	cloudamqp	3.18.0-alpha.1708726373+e00ceced		980fe35135830ba4eb419c9ed645fd0f0ad5ad47
com.pulumi	cloudamqp	3.18.0-alpha.1709012564+70b5ea67		9380240949e1716860f655cf149d7a330deb5247
com.pulumi	cloudamqp	3.18.0-alpha.1709041193+fa7a81a2		a9206ec3eea843c5a153230036f632e8c1fcd4ef
com.pulumi	cloudamqp	3.18.0-alpha.1709099098+0ab8b9ac		4104b3632bc9c6cf29c5ecc1be593e0e2e39a508
com.pulumi	cloudamqp	3.18.0-alpha.1709210727+47ab7123		64b05bfb0cdb7bd8c8b52e1f5665d4098830c664
com.pulumi	cloudamqp	3.18.0-alpha.1709359306+fe89a6d4		0cd0959864f78f42d6fc6a406189268d515f5b87
com.pulumi	cloudamqp	3.18.0-alpha.1710156088+01e54e6a		dad9ffee0af20a62cdc070d86ee013be157d0041
com.pulumi	cloudamqp	3.18.0-alpha.1710914595+1e740698		a0b2bf75f16c306c1578907ea91b653391bbbdba
com.pulumi	cloudamqp	3.18.0-alpha.1711026976+b85069cb		c409251f7320dee7d32d5679081f86abe4a1d17c
com.pulumi	cloudamqp	3.18.0-alpha.1711516905+20fb51f7		4019ebc89ebbddd56fb11a7dd365d3dc1e51cc80
com.pulumi	cloudamqp	3.18.0-alpha.1711735014+ef447a8b		578051d5ccee69487ae6700d6d717bbf04b0c83d
com.pulumi	cloudamqp	3.18.0-alpha.1712318184+20d30ee6		85be1c2e9c90d9320b1495516f64cc5815c3cad0
com.pulumi	cloudamqp	3.18.0-alpha.1712578672+44f5d51d		38fcf62ef96300a65fb3b351d138e3e355db3d5d
com.pulumi	cloudamqp	3.18.0-alpha.1712617263+cb5c2078		778fee28c371cdfa9a0e89c086ac6050d198bd57
com.pulumi	cloudamqp	3.18.0-alpha.1712726621+3ff4a735		076a3d9fb1d4ffb0b782a2df466f63e824be4b96
com.pulumi	cloudamqp	3.18.0-alpha.1712985748+1958b70b		28b966f10ae6ce97e2a65fb9242c8713c2553116
com.pulumi	cloudamqp	3.18.0-alpha.1713331232+cdc90de2		a25e452b07a9b973910ad2d61224507cb1c7566c
com.pulumi	cloudamqp	3.18.0-alpha.1713897271+14de2a7f		8a5c90a2851faf984b17d44c680edf8f08e147a7
com.pulumi	cloudamqp	3.18.0-alpha.1714108865+d0814a9f		3e0906d63003c0e52837f1db2c8decd8dade4353
com.pulumi	cloudamqp	3.18.0-alpha.1714454462+d981c9ac		888cca984921d00faf190d6bf51df0ae34f7fef9
com.pulumi	cloudamqp	3.18.0-alpha.1714540745+23fb1b2		dd1c5a34a94b424c4356cb20b46a4ae17f2a761b
com.pulumi	cloudamqp	3.18.0-alpha.1714562463+30f55ac		ebdc763f64497c8c25d7a6dbaa94060be8aedba3
com.pulumi	cloudamqp	3.18.0-alpha.1715059300+fff0f03		f621f0d815a1d8f6d476b2dce5ce7aaf496cbda5
com.pulumi	cloudamqp	3.18.0-alpha.1715232091+fce026d		2a8742a04d65c6815f69a4cc809de7efa4d710d6
com.pulumi	cloudamqp	3.18.0-alpha.1715303424+d733655		13e177636345f194e0075496aa6827820cc44f7c
com.pulumi	cloudamqp	3.18.0-alpha.1715335897+6a802c3		eb0980d9418c1354e87580f4480b00b6973508f2
com.pulumi	cloudamqp	3.18.0-alpha.1715886665+d68c83a		94980788aeb982927db15b473f3bcbe54afbf516
com.pulumi	cloudamqp	3.18.0-alpha.1715923392		bb5652c539d8ec5b42d0858e3a2dc7332e020e39
com.pulumi	cloudamqp	3.18.0-alpha.1716505040		98c81383134290d73c79e8ecea7e69a4b37d9038
com.pulumi	cloudamqp	3.18.0-alpha.1716959937		98064bfafd6aa19820ac5d550fee679fda7f5dae
com.pulumi	cloudamqp	3.18.0-alpha.1717132704		fc727c81efeb8cbd6227a5279ba27ccceea91a58
com.pulumi	cloudamqp	3.18.0-alpha.1717478373		81353a6efc771e49151eb38d8544df286df8ec67
com.pulumi	cloudamqp	3.18.0-alpha.1717713424		e67da9f9bc5b452af37991bfd01d28279a8abb21
com.pulumi	cloudamqp	3.18.0-alpha.1718083093		44c0f2e4b7ee963658798a67b0df6775c12f5195
com.pulumi	cloudamqp	3.18.0-alpha.1718169430		7a6a3d8b7fedec01ead94bc8c65f8a54dfd37094
com.pulumi	cloudamqp	3.18.0-alpha.1718244895		7d340738f3daf5ced30eb2a5f8aaaff632bbd7c6
com.pulumi	cloudamqp	3.18.1		d11d309c5202d724d1a5cd8b6c9ebea35eb8136b
com.pulumi	cloudamqp	3.18.1-alpha.1722508708		08fbeb1976d0f5951de25afe815d1fdcdabaa552
com.pulumi	cloudamqp	3.19.0-alpha.1718255852		2d4399794af0362eb3fbfa107a2d2e8be4e80838
com.pulumi	cloudamqp	3.19.0-alpha.1718342190		56c5ad17815111d0c3744c523cf2b2044760371d
com.pulumi	cloudamqp	3.19.0-alpha.1718428572		f8b93e655bfb7135139b6f36c751f099ac08aecf
com.pulumi	cloudamqp	3.19.0-alpha.1722057587		fb3049341bcf4f957190a610d3d7dd9cbe22c4af
com.pulumi	cloudamqp	3.19.0-alpha.1722921913		cf30c7b8d3cd9a249ddc7c8eb460e98b11fb095c
com.pulumi	cloudamqp	3.19.0-alpha.1723008169		d779b20885d6ca203b6dea097dda50e4565ad3f5
com.pulumi	cloudamqp	3.19.0-alpha.1723453700		eded45bd4544f19979c26a049ded605400e7a874
com.pulumi	cloudamqp	3.19.0-alpha.1723819514		22b29a9282c668991a7c65d2e9c46fdfe11ee32e
com.pulumi	cloudamqp	3.19.1		b36eccda16d6105d129ef8790490b5ad5d4634f7
com.pulumi	cloudamqp	3.19.1-alpha.1724698784		2e5d84040a6b6f6af9d3e759a47242791a76ad1e
com.pulumi	cloudamqp	3.20.0		e143a998b2050d67a66c35a426beb5d719cca13b
com.pulumi	cloudamqp	3.20.0-alpha.1724476776		4e12cb17d0a0ab2728132a28f05d807d3d0c792b
com.pulumi	cloudamqp	3.20.0-alpha.1724909120		675e5361bc72b4b4a73e2d36682343245f7f8c62
com.pulumi	cloudamqp	3.20.0-alpha.1724995519		8284e3bbf1fd02cc80fc25119d015825222563a0
com.pulumi	cloudamqp	3.20.0-alpha.1725549739		2685ec824ba965ea98770a57b43556f4a364129e
com.pulumi	cloudamqp	3.20.1		f59e6eb4f2fe0a6fd4acf837e71ef8bec84b716b
com.pulumi	cloudamqp	3.20.2		88c32b795f9444634e9b03684b594dd0a10aa0e3
com.pulumi	cloudamqp	3.20.2-alpha.1730190919		578a8999081c4959593624830c0725c3f853af8f
com.pulumi	cloudamqp	3.20.3		e80625a9f84f6aa7f0efcc1bd98ad5e0597e9a32
com.pulumi	cloudamqp	3.20.4		a4ec4f9b96cacf50078b57f0cb90ef792b1bfba8
com.pulumi	cloudamqp	3.21.0		74e562666f417e4fd0a5ab89f0458582d427a49f
com.pulumi	cloudamqp	3.21.0-alpha.1725600315		c1532cf0f22cebc5a101eac4ba9c78474123de6d
com.pulumi	cloudamqp	3.21.0-alpha.1725644237		77562b8388807f521013dc3359495cfe4962351e
com.pulumi	cloudamqp	3.21.0-alpha.1725686399		f73ac2f51d132502b47c081ab61bb995cf7579a1
com.pulumi	cloudamqp	3.21.0-alpha.1725945915		e6eeb502312c0a81f20b5888750c684e3cffc230
com.pulumi	cloudamqp	3.21.0-alpha.1726032249		a741bf0739f1763bf2cdd3826e9c848949a9843e
com.pulumi	cloudamqp	3.21.0-alpha.1726205095		625fc9794aef776144b1f21115ad456df680421c
com.pulumi	cloudamqp	3.21.0-alpha.1726723492		5f752ef7897a2e26a5cfcc0f6f3af6524bc7ffa1
com.pulumi	cloudamqp	3.21.0-alpha.1727107201		fec3d905efbe4bf321de87e849051d7252d38b22
com.pulumi	cloudamqp	3.21.0-alpha.1727221104		a4a0a36c32bd8f1b02c52a6ff8f5acad1eeb5066
com.pulumi	cloudamqp	3.21.0-alpha.1727846257		d6a305402641913d0de8db0d49337faab43e6b65
com.pulumi	cloudamqp	3.21.0-alpha.1727872469		ff879a8db3047daa2f0e4757c03d3cae54f319ae
com.pulumi	cloudamqp	3.21.0-alpha.1728105619		a7347926b2208960c72bbc3e32652b130190ce71
com.pulumi	cloudamqp	3.21.0-alpha.1728364768		0f21287d4f87b13bb3be60e988dc2a75374d02af
com.pulumi	cloudamqp	3.21.0-alpha.1728590331		a65d7e7ec704293b95a929de9f56aeb4b53350c2
com.pulumi	cloudamqp	3.21.0-alpha.1729055977		9b3cdbabcff2ace43c04401dee42a3623e755b48
com.pulumi	cloudamqp	3.21.0-alpha.1729186371		a379693924c5e37a65d40d4aaa5c73312ed4f832
com.pulumi	cloudamqp	3.21.0-alpha.1729195197		58bec70893848ed40524ff702178939036a1b720
com.pulumi	cloudamqp	3.21.0-alpha.1729894467		9193505cbaea164708dd4bfd1fa32b3a38ac12b7
com.pulumi	cloudamqp	3.21.0-alpha.1730179095		d9073847e9d654319367810335fc32d104ce1bb8
com.pulumi	cloudamqp	3.21.0-alpha.1730524692		a2ad1d8070056d4c961de1c9b6cf88632b878dbb
com.pulumi	cloudamqp	3.21.0-alpha.1730783950		cd3f0d01c6511ea8c9b03a959f89ea12c2732f54
com.pulumi	cloudamqp	3.21.0-alpha.1730870304		098f74fdc95e9b97cff7f96bc6dae5d5f70d648c
com.pulumi	cloudamqp	3.21.0-alpha.1731129882		a50df0ed9dc6aeeb6015f72c71f3d565c7c9bea6
com.pulumi	cloudamqp	3.21.0-alpha.1731360986		7beb40ef30461ea37ca8ae4cf29390363509e937
com.pulumi	cloudamqp	3.21.0-alpha.1731389100		bdc7bb87b0db097509e0f8dd42bd0c49a3f78fc5
com.pulumi	cloudamqp	3.21.0-alpha.1731648413		2cd6df02e788917b2ad835458e54a775f02ad59c
com.pulumi	cloudamqp	3.21.0-alpha.1731734558		7082d8aa37caaebef962579df8648c53e4d332dc
com.pulumi	cloudamqp	3.21.0-alpha.1732598638		38e323c55dc37e8c989ca6699238a51ebaa5b99c
com.pulumi	cloudamqp	3.21.0-alpha.1732684917		f6fde59be942e1685dc5307fe573c34f49a1995e
com.pulumi	cloudamqp	3.21.0-alpha.1732771276		a16ae73ddbb7faf2d31d286bda21d0ab5bd00cce
com.pulumi	cloudamqp	3.22.0		d6f1f85123fc24f6ed3dec4000698fd22189aa00
com.pulumi	cloudamqp	3.9.1		75c4c100532c74aafbddc85b2f49c582210f0f0c
com.pulumi	cloudamqp	3.9.2		a680e5f9989f8967929c5e3ca0fab92fd019f2bc
com.soywiz	korlibs-compression-zip	6.0.0-alpha2		a2258ec1e00d2b0638d0d1e554021b0549b12086
com.stephenn	scalate-maven-plugin_2.12	0.0.1		5e9d9a6d4b0e9a9462df41288ff192fb779c9ac5
com.stephenn	scalate-maven-plugin_2.12	0.0.2		941ddd97a019710927dd2234b808790269dde02b
com.sun.phobos	phobos-webapp	0.5.10		2330c5d4231f4c3fe932fa63fb9c8d212328a5d5
com.sun.phobos	phobos-webapp	0.5.11		bae45c4d50263991887b0730b20ed32010934071
com.sun.phobos	phobos-webapp	0.5.12		fa7d46b92dfe82941c093a90bc2b06d01a5853c0
com.sun.phobos	phobos-webapp	0.5.13		a620003b5583efb17a2aa545fbb0ee10384ca13b
com.sun.phobos	phobos-webapp	0.5.8		22af41ffb7dcd1787bab643829e3bbac91a2a0d5
com.sun.phobos	phobos-webapp	0.6.0		27a4f9c54aa7faa56b6336a6598d8225828a5662
com.sun.phobos	phobos-webapp	0.6.2		59c1da089f67b07699bb321eea13f1b1c2ea7007
com.teambytes.handy	handy-dynamo-core_2.11	0.3		5a4ac95ca9c0128cf46f507314138d1c29067f97
com.teambytes.handy	handy-dynamo-core_2.11	1.0.0		701238c627a6ae104824df0d51561b29ff190cfe
com.tencent.bk.base.datahub	iceberg-spark-extensions-3.2_2.12	0.13.1-bkbase.1		c684d1a522a816504f150f909ae0ef6b574a32d1
com.tencent.bk.base.datahub	iceberg-spark-extensions-3.2_2.12	0.13.1-bkbase.2		c684d1a522a816504f150f909ae0ef6b574a32d1
com.tencent.bk.base.datahub	iceberg-spark-extensions-3.2_2.12	0.13.1-bkbase.3		c684d1a522a816504f150f909ae0ef6b574a32d1
com.tencent.bk.base.datahub	iceberg-spark-extensions-3.2_2.12	0.13.1-bkbase.4		c684d1a522a816504f150f909ae0ef6b574a32d1
com.walterjwhite.java.examples	tensorflow	0.0.17		8b820bff1a04b491e6eca80cf9b196fd874467dd
com.xemantic.template	xemantic-ai-tool-schema-jvm	0.2.0		caf9d7ab6d3cf7dd46aadd22c852f541cbb55c6d
de.alpharogroup	randomizer-address	6.5		21fba51efaedb996e3c6871e3ecbe32babfbe48b
de.alpharogroup	randomizer-address	6.6		f3bfe8ca69b5a23eb0f90ca50ecff2de6d68bd47
de.alpharogroup	randomizer-address	6.7		da2f59fe68899ffa357c64579e7510f2dc894d8e
de.alpharogroup	randomizer-address	6.8		e863ab352b5e2070a0d62ae6ef66212a04050a1d
de.alpharogroup	randomizer-address	6.8.1		e8e6d90cb10850bae047b89fa523c5eacc33f9fc
de.alpharogroup	randomizer-address	6.9		d85d3303ec0bc7ba68a9fc759e5a6af37ad3ec6a
de.alpharogroup	randomizer-address	8		169170794b9afdfecd0c61c0630f7ad07dea3e2b
eu.codlab	kotlin-viewpager-android	1.10.0		N/A
eu.codlab	kotlin-viewpager-android	1.11.0		N/A
eu.codlab	kotlin-viewpager-android	1.11.1		N/A
eu.codlab	kotlin-viewpager-android	1.12.0		N/A
eu.codlab	kotlin-viewpager-android	1.13.0		N/A
eu.codlab	kotlin-viewpager-android	1.13.3		N/A
eu.codlab	kotlin-viewpager-android	1.14.0		N/A
eu.codlab	kotlin-viewpager-android	1.14.1		N/A
eu.codlab	kotlin-viewpager-android	1.14.2		N/A
eu.codlab	kotlin-viewpager-android	1.7.0		N/A
eu.codlab	kotlin-viewpager-android	1.8.0		N/A
eu.codlab	kotlin-viewpager-android	1.8.2		N/A
eu.codlab	kotlin-viewpager-android	1.9.0		N/A
hm.binkley	binkley-mixin	0.3		b8dbdf043e476c91b8528e23196b3785ba68d73c
hm.binkley	binkley-mixin	0.4		677afdd88b632ccfb8a7b014e342511d3e4ed4ce
hm.binkley	binkley-mixin	0.5		77b2ca851fe4949407af71ddabb5c86a823f99ef
hm.binkley	binkley-mixin	6		8bf2038b0da347eca3a03a3365582c4602b500c6
io.github.alabalei	tronsdk	1.0.1		0af2d789e29cbe206599f9bbef1d301744949879
io.github.anass-abea	TimeAgo	1.0.0		1709860f49535f9290a93430b11ff269ada761a4
io.github.anass-abea	TimeAgo	1.0.1		b83e34a42f3e638e292a93fab49dc6b6165f9e76
io.github.anass-abea	TimeAgo	1.0.2		109a0f1543bf8903dd908325c05b12208d598cbf
io.github.bytebeats	anr	1.0.0		N/A
io.github.bytebeats	anr	1.0.0.1		N/A
io.github.crudzilla	crudzilla	1.0.0		2fbaba39be3082022a19674acfdd1e3ee88496af
io.github.fabiozumbi12.UltimateChat	UltimateFancy	1.9.2		bffe5f9c5454589afacec2c0006a4fb9bc4dac0f
io.github.reporting-solutions.nl	org.eclipse.birt.report.data.oda.jdbc.dbprofile.nl1	4.8.0		fce0eccc7738d2c4e000b30590362d437b339e5e
io.github.tokuhirom.kdary	kdary-jvm	0.0.7		987a2905fed635168c4b2b899eac137bfc7d55d4
io.github.tokuhirom.kdary	kdary-jvm	0.9.1		4ddd707a1875c7efb3139722edea4438f3e6dca6
io.github.tokuhirom.kdary	kdary-jvm	0.9.2		3090b5e973da6be783f1f463cb21a38eae5167a4
io.github.tokuhirom.kdary	kdary-jvm	0.9.3		3090b5e973da6be783f1f463cb21a38eae5167a4
io.github.tokuhirom.kdary	kdary-jvm	1.0.0		3090b5e973da6be783f1f463cb21a38eae5167a4
io.youi	youi-server-example_2.12	0.1.0		83af34b7e9c638ffe3d9742c357ea437b6c73b42
io.youi	youi-server-example_2.12	0.2.0		05422a60d00c217e4330397593538307c5dc45a5
io.youi	youi-server-example_2.12	0.2.1		de71d1f4fdb67692a12ca46f51c296681b835067
io.youi	youi-server-example_2.12	0.2.2		ab3d6c4465857b71323673a59ec3519210bbc88f
io.youi	youi-server-example_2.12	0.2.3		1cac31b8a507d0b425f4b21befa6cede717294c7
io.youi	youi-server-example_2.12	0.2.4		0d45c6fcb9cb533318ad57a79d4be035189b7201
io.youi	youi-server-example_2.12	0.2.5		11591a7b787614750746e3d10e2790f670f53b1b
io.youi	youi-server-example_2.12	0.2.6		64475bacaf4090dafdf145450b78d0de2f37598d
io.youi	youi-server-example_2.12	0.2.7		d4c2b3b9849c05fa762b17c977746af35c3908ca
io.youi	youi-server-example_2.12	0.2.8		d49d32c3424ae756eda97eb0b2bd834eb453b3bc
io.youi	youi-server-example_2.12	0.3.0		21d28d7eaf278b1b32c527ebd19b9fe60e427431
io.youi	youi-server-example_2.12	0.3.1		db5e5ace98a5de39074a03959bd7b85df5b66b43
io.youi	youi-server-example_2.12	0.3.2		d43a1653951c00effe8c4d9c979c79b4eb240a28
io.youi	youi-server-example_2.12	0.3.3		78f54e4d0d616f9a13f0562d523719cf75f28481
io.youi	youi-server-example_2.12	0.3.4		0e9ace0d592f74696076e1c45e1f32e7ef21e9ae
net.databinder	unfiltered-filter_2.8.1.RC2	0.2.1		38e362afdd419784ef4facc8b8216c4a24788442
net.samystudio.rxlocationmanager	rxlocationmanager-nmea	0.3.0		N/A
net.samystudio.rxlocationmanager	rxlocationmanager-nmea	0.5.0		N/A
net.samystudio.rxlocationmanager	rxlocationmanager-nmea	0.6.0		N/A
net.samystudio.rxlocationmanager	rxlocationmanager-nmea	0.7.0		N/A
net.samystudio.rxlocationmanager	rxlocationmanager-nmea	0.7.1		N/A
net.swiftzer.semver	semver-iosarm64	2.0.0		N/A
net.swiftzer.semver	semver-iosarm64	2.0.0	metadata	65343dfd4bba0277ccf0060f35f7ee0dd385f485
net.swiftzer.semver	semver-iosarm64	2.1.0		N/A
net.swiftzer.semver	semver-iosarm64	2.1.0	metadata	d0deca123f21c2db8255b0af31ea54d9e01ef7ba
one.xingyi	sqlandparams	1.0.10		9c50cc3f8ac606ceb1262a2e9f3e37281bb59e64
one.xingyi	sqlandparams	1.0.11		9c1c77613a45909c8d0accfff2dc068abd794b8d
one.xingyi	sqlandparams	1.0.12		1895413f58c534fc122d9cb0f48373ba996ca796
one.xingyi	sqlandparams	1.0.13		00d8a3ccddeda2f36a2ed951481d9359c7a49d28
one.xingyi	sqlandparams	1.0.15		fd0b069ffd7fce5721ce9e444776c6768ac18582
one.xingyi	sqlandparams	1.0.16		c749d52e81835ab9674e8dd05bb93b0425d991af
one.xingyi	sqlandparams	1.0.17		30e44ac4c739bb6091c43f9364c6fef54334b2b1
one.xingyi	sqlandparams	1.0.18		61b9993f5b70c5d40444d6038f063ceaa4a93c9f
one.xingyi	sqlandparams	1.0.9		652d5eb07de35bee864303c7688cb8df945180ff
one.xingyi	sqlandparams	1.1.0		c31f8ce09bfb5525753df55b1e56ee3b65eec154
one.xingyi	sqlandparams	1.1.1		9e02eff4cb905c4164e1f5564ae7893fd65012f9
one.xingyi	sqlandparams	1.1.2		939899213cef26d3eb636880f1086b5ff46685bc
one.xingyi	sqlandparams	1.1.3		b58cf624c57525ada1a6d437202d3e66be6a8c00
one.xingyi	sqlandparams	1.1.4		bdb3e3fe03bd8e21547320903bad6f8de24d9155
one.xingyi	sqlandparams	1.1.5		da68218470e8588ec68fa5d959d07dda519de454
one.xingyi	sqlandparams	1.2.0		18080aca178f26985b6e04b9b5c4c33679ebb1aa
one.xingyi	sqlandparams	1.2.1		5df109177cc01e15731ef0008b230fd72935e945
one.xingyi	sqlandparams	1.2.2		c77fe325f30664b8dd6c5af6ca59a0c6ce6092b7
one.xingyi	sqlandparams	1.2.3		46003f326c1b04c1d850ca72b24f72d71ebe4716
one.xingyi	sqlandparams	1.2.4		4515da8043c0ca418d27c3bc12d02e10cf043c33
one.xingyi	sqlandparams	1.2.5		fe21f3477d6a4a41d60819a05bbb0b4af3c6060b
one.xingyi	sqlandparams	1.2.6		5aeb0e0d6aed444fdc1d8ab87e4494d4727dd3c6
one.xingyi	sqlandparams	1.2.7		ddc07625fafb04667da7249a43df61b32e693ff8
one.xingyi	sqlandparams	1.2.8		76297de2a127b06698654fa85a7121bb58ef2e7f
one.xingyi	sqlandparams	1.3.1		3df3c69325dbd6fcce821a58277f967d33fd0532
one.xingyi	sqlandparams	1.3.10		9f703ae0c7018a3023ae154439a16cad9eb3a500
one.xingyi	sqlandparams	1.3.11		f9fdaba6b0b943f2fd3baac2642676756549cbcd
one.xingyi	sqlandparams	1.3.2		66f7bbd2ab19e46ca091d4f5ca0eed5845328489
one.xingyi	sqlandparams	1.3.3		e1441ed94557a5f232d3d4f665042936642d51c1
one.xingyi	sqlandparams	1.3.4		0c3307d1d5954a7cd4abdf51f336ee47d9c0f8ad
one.xingyi	sqlandparams	1.3.5		21a2b5ee43fc3402e801a49d0ab5a856b9df9571
one.xingyi	sqlandparams	1.3.6		e0457c8a85b032a93f70d358fa34a4468df24b41
one.xingyi	sqlandparams	1.3.7		d6ebd6dfc15add7ccf5025069801644cf2fd305d
one.xingyi	sqlandparams	1.3.8		d413cdb77f50d350f132b3ff42d9c6563c10b49b
one.xingyi	sqlandparams	1.3.9		0e7e2ebb5f56177ea29d70ef2f6f9d57fa93f711
one.xingyi	sqlandparams	1.4.0		a09ccc57b1576c19648a111f36c0350792eed3b0
one.xingyi	sqlandparams	1.5.0		b2a3e80804337108cd7e496e12e105b07e6523f6
one.xingyi	sqlandparams	1.5.1		ec301a06dee8eb34c335d07c0b79f5e663662688
one.xingyi	sqlandparams	1.5.2		748d46b37709b23ed322374877359730a4afa795
one.xingyi	sqlandparams	1.5.3		4eff9ca2d219247cc52b0bfdd8f81991b5706ee7
one.xingyi	sqlandparams	1.5.4		71ac1727c5943f0bb45280cccda1935d1576cc32
one.xingyi	sqlandparams	1.5.5		08efaae9fa0327b1fcbce761b07e277d2258c960
one.xingyi	sqlandparams	1.5.6		9da060702500301c71107050e97cc999c3b9143b
one.xingyi	sqlandparams	1.5.7		cbe0b68cdb4f20e6edc7ace431f02598d035114c
one.xingyi	sqlandparams	1.5.8		5bbd79a4c4f989c4728b16a6763deb7b1fc3a751
one.xingyi	sqlandparams	1.5.9		81f1d0a5f526514fe758bdbf8be12e91b9ea7a91
org.apache.camel.quarkus	camel-quarkus-integration-test-huaweicloud-smn	2.10.0		dd75d1decafe4fefda7cc5d591a658dec81eccff
org.apache.camel.quarkus	camel-quarkus-integration-test-huaweicloud-smn	2.11.0		3d388cc621e399bffa3ddc59389a4109e0cb78f3
org.apache.camel.quarkus	camel-quarkus-integration-test-huaweicloud-smn	2.12.0		a19bffe3b4706beff98a54ca2c67d29cdf1bd89a
