avalon-phoenix	avalon-phoenix-loader	4.0.4		d22f2fd3e0277552af4e8b737cfa7ae6d3ea6eb5
com.squareup.misk	wisp-token	0.25.0-20220606.1435-15bc758		bec4af49a69f7859c4ce3f37abf11ee2c3578d1b
com.stabrise	spark34_2.12	0.1.11		33566b62fa136903d93ea8e0acd647d7a173c6d1
com.tethys-json	tethys-jackson211_3	0.28.0		f1202645d3896b0e22f1f9dd095a2e324b59f2fc
com.tethys-json	tethys-jackson211_3	0.28.1		4621b21bbeffc6a263015808bb080b6ff0496986
com.tethys-json	tethys-jackson211_3	0.28.2		826f047c21aa5b71f8678826ee2b9b960e031e4b
com.tethys-json	tethys-jackson211_3	0.28.3		348ea8c10becb012081d1d8cbcddf0add4b7cdc1
com.tethys-json	tethys-jackson211_3	0.28.4		932733502d47c1c4d3ab8205d6db262157efa8d2
com.tethys-json	tethys-jackson211_3	0.29.0		c2dc20d66c30e3ee1c482674c92970fe533544a4
com.tethys-json	tethys-jackson211_3	0.29.1		e01a749cc5dc43850da26fff88c19a65fd0d0589
com.tethys-json	tethys-jackson211_3	0.29.2		6a8e283b3d9faf8422a2a43e8e0769b264173b41
com.tethys-json	tethys-jackson211_3	0.29.3		ac7a9b8a72337e5634613009771d5e2c2605af31
com.tethys-json	tethys-jackson211_3	0.29.4		edd0037899bdcd984a706adf2eb53daa9c71ffcf
com.websudos	phantom-jdk8_2.10	1.25.4		0f75406cb2b865809009a83c9217aec9188a59c6
com.websudos	phantom-jdk8_2.10	1.26.0		c1040b37fdff6c336c858965309aff67598d3bbf
com.websudos	phantom-jdk8_2.10	1.26.1		f041bffc77b25dbc71d5153be70d0d1fbf0f2661
com.websudos	phantom-jdk8_2.10	1.26.4		8606faaeac3f2839b50ad60c6a487ee2d17269dc
com.websudos	phantom-jdk8_2.10	1.26.6		981a9e96610f77fa36d3ff26d9a9d858614cef2f
com.websudos	phantom-jdk8_2.10	1.27.0		f3947d0c3a090732bfed1911b40f9d80320a9a9c
com.websudos	phantom-jdk8_2.10	1.28.11		61311568deb25407f49d03fe64eeb39ad214a146
com.websudos	phantom-jdk8_2.10	1.28.12		60cef6d156de1fbf8c4db131095a4494ac1cff57
com.websudos	phantom-jdk8_2.10	1.28.13		ca9533e97745a2f9b8d266aa01c5c07d1e5a0750
com.websudos	phantom-jdk8_2.10	1.28.14		f2d49222fafcee53cc49ec8beecd28d01bb38303
com.websudos	phantom-jdk8_2.10	1.28.15		366b125d35694999bd6c50b40aa3e9e0db88eaac
com.websudos	phantom-jdk8_2.10	1.28.16		57484a5f61cd40fc96cee431495ac0b7700e6ebc
com.websudos	phantom-jdk8_2.10	1.29.1		38e8f75c5200a00bca907237f32791aca065b189
com.websudos	phantom-jdk8_2.10	1.29.2		ebdb247319f39b74b48a6ff438c665f1c7cfdd12
com.websudos	phantom-jdk8_2.10	1.29.3		174adef52a7aaabab36e4f6718eb7a1a35a8e15d
com.websudos	phantom-jdk8_2.10	1.29.4		a210f6d333585bbcb94116c1bcea4b8359aee36b
com.websudos	phantom-jdk8_2.10	1.29.5		7862c5692de544eb9b8e154b93566eb2318d78c8
com.websudos	phantom-jdk8_2.10	1.29.6		8d588111f08f0e05da3c16067febf18d0c1a674f
com.zusmart	zusmart-plugin-cache	1.0.6		03ccda69135be509a3e88dfbcde75b197d311cc8
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.1.0		dd9312e5659eabdadc8c4f9557302eedc89fb351
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.1.1		c5dd8d1c5be144f29c3cfbc5477e93a01ff0708a
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.10.0		c582659105677047bd970a2a58b48a5edae8ff81
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.10.1		cca0376b233423b2b37edfbb5f2b1c92525fab0a
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.10.2		ef4e7458eaaf193db62ded5ccb07cfe0318a436b
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.11.0		0127002aa3684b757be9ec36453c7eec316054ab
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.11.1		bf7c942d7a1a3d0d5fad2db2464ae7280820611e
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.12.0		5f805a62a0d83d70cabc6a48c2c29e0c57b01df3
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.12.1		af7703ee364d929bd522717afec3f7c3ccf35a2f
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.12.2		a0cc85bb13ba777b287ebdac1c4c163aec898ef2
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.12.3		c4e269416b77896cd9d337b4a99e3d9683c08c86
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.13.0		9d1484181dd0aacf37f4e14f80931e53c5384af0
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.13.1		118504dd3de332f0b3c92e688663173c3d5ba80d
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.13.2		6adf0df0781bb906889dc7a8f18c808e9a759d55
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.14.0		ac522e111c8f365dd978cc647fd49bb8c7f9fa9d
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.14.1		d7d52da7150963a54122e429f952430c8af63f45
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.14.2		0e39df746150935e7cac9f84bd0e544ed778fe18
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.14.3		7de02a006881cee97c6a15af540a764f69c94a54
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.15.0		868eab1e4f0cc4bc6357412834a11461c0573f68
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.15.1		48e58755c893626b238db98895335fabc6403627
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.15.2		11b2c1cba0a5749d1d4feb9027c821f99a2da41a
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.15.3		82303b0b70fea0674a73ed6abcd4066ffc0a8016
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.15.4		7468febeebbbd982dd0020a44ff404ad1fedeb8d
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.2.0		19daf265d7bc342a8d75f8fe6c46467318fb7de8
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.2.1		2aff29efa55a7a0ece7949f4201ec0854453aa26
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.3.1		53356fd726672c0af0635dbe17a5edc795e3b734
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.3.2		7171101641b4b8fa68c9d625408d064c5e93de50
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.3.3		ba3ab5ad2f3d2b2e6a203e4a7236fef60553ebc8
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.3.4		b50496b2105141d72c736d064f5420bca9a88783
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.3.5		947e3f983d9d9c746f2e5ccf44114de84b6fe2ee
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.3.6		b944ceb593b8432df29b6e963def1751abfde7e1
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.3.7		006391e418311ce5f7b847cc8e27459b2e9c2e56
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.3.8		f9c28408ee2e31b9e719c5342575793bec34bddf
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.4.0		f32b3ef78ba5ff75ccfcc7f57eda764ac49b6bbb
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.5.0		906fe4b736316fcb782870c3298150748e0a5846
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.5.1		e92dbb72b409de637c3ae7f6df1d6d0f4c296f69
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.6.0		9c5da0e1dd29b854a1d7fc084bbc7426e421394a
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.7.0		6721448f6c3a58d58f013a1d0fa1893818a449bc
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.7.1		3af4e214085e0ce2ed31bff3f9f61fd5260a6fb8
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.8.0		bf82d84ad6f9d83fcda02593adf132e9117d47a3
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.8.1		e2c8721f14e1476670df7d17081d0952a24fa42a
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.8.2		d52f52413bf2ff60577148e412cc0339d3651f5f
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.8.3		f4d262d787691ffe9318cd9060f288dca0facf42
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.8.4		8fa043c6c5bede7e620cecc0cca9f948d40b2a5f
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.8.6		581b3144a697c916c3951bc0f9ba27aff506b6ce
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.8.7		7ded72dee9ae42c098907a48a1ebbaaed21341ef
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.8.8		840798d21fa81ddb4bef90c9969739bbb1bb329f
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.8.9		30325ee6acbd84ef773ea6f1403ba00875fb31cd
cz.cvut.kbss.jsonld	jb4jsonld-jackson	0.9.0		bf5b21d5ea27dbe9a43fedbd1e2adcb9d365689b
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.13.1-alpha		d1224d1514a19318ed2603d14633dbb9357ba369
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.13.2-alpha		78b69378a1385958193c0c2fd677febee0edf35d
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.13.3-alpha		e2c37cc8685f13fb37441e8ad623626046eefc23
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.13.3-beta		eb7e507b76e4a6dab35db1b93be15e542b41adfb
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.14.0-beta		30948a7523c2900d65526b91bd251404691597e5
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.15.0-neo4j-3.4		bbc3738cf4bdbcc7188dd9752bfe660925653973
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.15.0-neo4j-3.5		a485348e80ad836dbd02347ea799b3ec51cfc2d4
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.15.0-neo4j-4.0		9667595a80cac592197f8fe92e700cc7846ef400
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.15.0-neo4j-4.1		969baf420ad12b3175617e7c7c3d0ff4dcd68241
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.16.0-beta-neo4j-3.4		5c2603b8b3437a8b3acff0790e3886bbba0165ba
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.16.0-beta-neo4j-3.5		9634e2850afe69a24da2cc6c367fb175ad445d4b
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.16.0-beta-neo4j-4.0		e86019922a33023ae005fbf7c797f8cc5b424206
de.derivo.graph-app	semspect-neo4j-plugin-distribution	3.16.0-beta-neo4j-4.1		686101e2e1d6d40c7b7f4757890435ea5ba4324a
de.xwic.cube	cube-core	5.2.0		b81b2c392c76e3a9f758aebddf5f036318b28979
de.xwic.cube	cube-core	5.2.1		108d87a623dc92368bdd3076e61014b2e2209ea5
de.xwic.cube	cube-core	5.2.10		8a1734295cfbbc4e32379af651853b52096df92d
de.xwic.cube	cube-core	5.2.11		1a8b1b290f948130ee16ab696d65fb08b015b8ff
de.xwic.cube	cube-core	5.2.12		f8cc35e971ed286343b0ab7be1c5e6b55d609730
de.xwic.cube	cube-core	5.2.13		33f90340e29bf64e62a59f8cab2c5011e49244e4
de.xwic.cube	cube-core	5.2.14		a3e18fe00c25096ab5b7ae2e3e44b030429ec746
de.xwic.cube	cube-core	5.2.15		3e15dba939b31bfa34fe1fbb3d9093d9e089d4b1
de.xwic.cube	cube-core	5.2.2		65e107c5b6371df02e8be98df57e887b62b0f519
de.xwic.cube	cube-core	5.2.3		443b8ca35fc6e93df654c64e3c78f26f6b7e212d
de.xwic.cube	cube-core	5.2.4		8a23e9da59db59a2da380e702eb645164a039155
de.xwic.cube	cube-core	5.2.5		7af540daab2723522161a808babd79dbcb07ef21
de.xwic.cube	cube-core	5.2.6		6b07ca539fb575c73ddbc00911d63605740a45dd
de.xwic.cube	cube-core	5.2.7		7577aa2ef4226a0a25bd18887f3e27732c5171a5
de.xwic.cube	cube-core	5.2.8		ec2a940bf47643dd9123608bfac0cb0cca7664fa
de.xwic.cube	cube-core	5.2.9		93d934fa5328736c5c01dcddc3d813b90fe40292
de.xwic.cube	cube-core	5.3.0		51fccbf8bedaa09dc1f72d66fd885ad41a152f44
de.xwic.cube	cube-core	5.3.0.1		6c8b53d887613470dd50a7ea4e4c724faf1cba3b
de.xwic.cube	cube-core	5.3.1		64bc98df24d33d687f20d4efd701c6a2e01a5ec0
de.xwic.cube	cube-core	5.3.2		2f56006d9f618b78b6e10fda4d9f6c3723eb440c
de.xwic.cube	cube-core	5.3.3		647bbdb1074016e9e6c086397d3d06f6231b65bc
de.xwic.cube	cube-core	5.3.4		c340d2f8482b4eb0773e2b1eeefc01c52d0de72c
de.xwic.cube	cube-core	5.3.5		3338ecd42e418ad63967de8e486f2a8bc13f7386
de.xwic.cube	cube-core	5.3.6		826e9c8b37d9faf5618521499baaf2380bc52dbb
dev.mccue	guava-xml	0.0.1		382b59c4608a8da6e85556090a68dc629a8fb398
dev.mccue	guava-xml	0.0.2		46a0f44e26e2daa7374c0db9fa0bbd4cf3572c97
dev.mccue	guava-xml	0.0.3		19146738147736ae838201edfbc0095b3be1b119
dev.mccue	guava-xml	0.0.4		b9df1bd364d76dd46ef49facefd4d6343099edaf
dev.mccue	guava-xml	0.0.5		de048c556835d86cfef6899d6c60314e01912584
dev.mccue	guava-xml	33.1.0		17fbde3f34f0db12fa9962cd741c20fbdf43e89a
dev.mccue	guava-xml	33.2.0		961c4ac26b3fad005ce151eb75df2a01989ddbd4
dev.mccue	guava-xml	33.4.0		0acc4763bef48b38849c4e3f0dda1201bca4ef99
ee.fhir.fhirest	auth-openid	1.0.0		b1a9473a06e50c31a26351c4a25f9214bc8f38c6
ee.fhir.fhirest	auth-openid	1.0.2		509028f13d6ccceb5bf3011877395018845fdfa6
ee.fhir.fhirest	auth-openid	1.0.3		adc1f370b6a579c4687dd8ae6d82128c29994573
ee.fhir.fhirest	auth-openid	1.0.4		3376919341b6df5e06ff5d5fbb834e8609a5017c
ee.fhir.fhirest	auth-openid	1.0.5		d94b356b02cfe1288befd6011d451bf8d7a6df64
ee.fhir.fhirest	auth-openid	1.0.6		6e901e28df8f8b511e3cc03d1a271a3067bffa6b
ee.fhir.fhirest	auth-openid	1.1.0		9accd2f10ab21f9dd0c222f1c954127e49150f15
ee.fhir.fhirest	auth-openid	1.2.0		64df6afb4606423a9c842bb918b961982731504a
ee.fhir.fhirest	auth-openid	1.2.1		dee16de477e024473e5ea153213df7307255dbd9
ee.fhir.fhirest	auth-openid	1.2.2		fb4b48aca80dc4ba1dad53e44504aa1e7bb2e698
ee.fhir.fhirest	auth-openid	1.2.3		b5d33c9e7941233d9867ad4ad70d0816c4d8c693
ee.fhir.fhirest	auth-openid	1.2.4		42db8d83106e686778979c9052e4ecc28567e8ce
ee.fhir.fhirest	auth-openid	1.3.0		4af8ba7e01a18be616504609f8e24284a3130fc9
io.burkard	aws-cdk-scala-iotfleethub_3	0.1.2		e3be227de482e85e6aa6db8b077b9efa5cfdb120
io.burkard	aws-cdk-scala-iotfleethub_3	0.1.3		7d1d2f0a1d3bef356c6bd939d55873d07d8e82c0
io.burkard	aws-cdk-scala-iotfleethub_3	0.1.4		48b7ce93eaad7a0e9d2f1c541ec9472c214d1943
io.burkard	aws-cdk-scala-iotfleethub_3	0.1.5		0a546197d9b4f3d2c0310246a949021904bb081b
io.burkard	aws-cdk-scala-iotfleethub_3	0.1.6		24274935131ab3bd06e9630176a508c5a8f13e56
io.burkard	aws-cdk-scala-iotfleethub_3	0.1.7		33f6a470fe2f620674a83338cbd752ee06668f91
io.burkard	aws-cdk-scala-iotfleethub_3	0.2.0		e3b242faaebfb6f5d16da1486ebe9530e52e40cc
io.burkard	aws-cdk-scala-iotfleethub_3	0.3.0		5c25604ee1e264705b5a7bc0a9472eafcce8061c
io.burkard	aws-cdk-scala-iotfleethub_3	0.4.0		4a4c9d5032ca3ab930f0e715cb6fd4ae75fe690a
io.burkard	aws-cdk-scala-iotfleethub_3	0.4.1		8f344d4d129544ccfbf9b9d5314c00a83061485c
io.burkard	aws-cdk-scala-iotfleethub_3	0.5.0		d63f078013a2a719bda5e423e9a8476e33cf3a24
io.github.Leomrlin	calcite-server	1.18.0-geaflow_1.0		2e78e3a48e5a20f6e399bcb5d21cb630c44707de
io.github.benas	jpopulator	1.0.0		fa6810a61d3ac3c0a789182fc2a4f56ec8b9deba
io.github.benas	jpopulator	1.0.1		ebb5019775d2a521a749ddeb3e81e2e2ec052c7a
io.github.benas	jpopulator	1.1.0		e7a6515514300ec66f12b2e218e6bd129d93efb1
io.github.benas	jpopulator	1.2.0		e1c6b782500f938b1991850ee079bfc0cc676f16
io.github.cwfc-ccfb	repicea-mathstats	1.1.4		3e04151c3dccc44899e4c268c5c1ab9f927a06c1
io.github.cwfc-ccfb	repicea-mathstats	1.1.5		89bce1fba9f62d4b0d90e117d1af44d4c8027620
io.github.cwfc-ccfb	repicea-mathstats	1.2.1		bf5db5c5efc9f949d67fcbec12be5f3264619175
io.github.cwfc-ccfb	repicea-mathstats	1.2.2		45657860391ebc7cf77a0b294e3ab47f3e040eeb
io.github.cwfc-ccfb	repicea-mathstats	1.2.3		2e7be63ee677b54b80d0b928d18c270a3408fc5d
io.github.cwfc-ccfb	repicea-mathstats	1.2.5		a6bc973f155dc8ae75fc20dd6bb898731569aff0
io.github.cwfc-ccfb	repicea-mathstats	1.3.1		5c685ba715bee837b0c7b5b63bac0a4a1758af37
io.github.cwfc-ccfb	repicea-mathstats	1.3.10		30f52ac0627d29847ab8d47c2a5e3eddabaacaf2
io.github.cwfc-ccfb	repicea-mathstats	1.3.11		640673cb4d1f5ef4bdbbe5b5b46dd17f6935dd54
io.github.cwfc-ccfb	repicea-mathstats	1.3.12		b1671ebd9dc9565d0c6f6e67e42c8edbdef35bd7
io.github.cwfc-ccfb	repicea-mathstats	1.3.13		c8f456ca68e8ce9af70e2de5e6311e949a83df50
io.github.cwfc-ccfb	repicea-mathstats	1.3.2		7cdd632e1f414697c2b13116b4b185842916f19f
io.github.cwfc-ccfb	repicea-mathstats	1.3.3		abd2a7d71eeca92302d345b0272d13befc075c2e
io.github.cwfc-ccfb	repicea-mathstats	1.3.4		5ccbc1bdb7d8474aaa7c8eaf5be7e5e60853b2f6
io.github.cwfc-ccfb	repicea-mathstats	1.3.5		acd769719f4d794735b1ee870a4b93d407801ff9
io.github.cwfc-ccfb	repicea-mathstats	1.3.6		092f079ca43966118eb2ef2ef1cbd7a037e7a571
io.github.cwfc-ccfb	repicea-mathstats	1.3.7		9a077c7a6fc3f8493bb173f5272a12b413882d92
io.github.cwfc-ccfb	repicea-mathstats	1.3.8		05658c562e3257750bae1e5f02f419cc6a88712c
io.github.cwfc-ccfb	repicea-mathstats	1.3.9		fb7c27f2aa95a8eb1f364ac5285326289630a829
io.github.cwfc-ccfb	repicea-mathstats	1.4.0		1283a2b20232396e0b099a1fa698455c5266f980
io.github.cwfc-ccfb	repicea-mathstats	1.4.1		11b62b6c412baeae29611599276fe99c1a4e9eb7
io.github.cwfc-ccfb	repicea-mathstats	1.4.2		1573078541d5fb927ba030c0e1c2d10029cb7cc3
io.github.cwfc-ccfb	repicea-mathstats	1.4.3		d2760f97ec9bcbcfd0650ecc123d006ff6350527
io.github.cwfc-ccfb	repicea-mathstats	1.5.3		60f3dd591155675fd7de5600f17e1ffe595d0632
io.github.cwfc-ccfb	repicea-mathstats	1.5.4		2838bbc476a30d34167bfd924f96b657cbdbf17a
io.github.cwfc-ccfb	repicea-mathstats	1.5.5		4196cfa86ee6477c29f832eaca07043eb46e25eb
io.github.cwfc-ccfb	repicea-mathstats	1.5.6		e1a431144865f7031bb211083248469d8c037f53
io.github.cwfc-ccfb	repicea-mathstats	1.6.0		ab64add5eb0f2b6b4df29829275aff209e2363fb
io.github.cwfc-ccfb	repicea-mathstats	1.6.1		d5f116f239a999f72d7163fa51c282eba83141b7
io.github.cwfc-ccfb	repicea-mathstats	1.7.0		9c166a783c53414b96f95fa4e40dc52a3cf081a6
io.github.cwfc-ccfb	repicea-mathstats	1.7.1		97e88dcf70fd1b187f9fd954c2baa135c9059250
io.github.cwfc-ccfb	repicea-mathstats	1.7.2		fab0b362347bc135d3d335edf38b9acf7f3dadf7
io.github.cwfc-ccfb	repicea-mathstats	1.7.3		80858c4239020a49494dfc6db80a90e0a5b22b98
io.github.cwfc-ccfb	repicea-mathstats	1.7.5		4687c56c236d0d6415179e96ca8c345220f5f30a
io.github.cwfc-ccfb	repicea-mathstats	1.7.6		d82730e3fc371084c744de46503c1c7c65cdaf00
io.github.hnhtxx	open-sdk	1.0.0		defd30b55671708dba667204a5df8c52d854d84c
io.github.jianjianghui	best-response-v1	1.0.0		5ffb0a75a378e4fe179ebe1a824c858fd43643fa
io.github.jianjianghui	best-response-v1	1.0.1		031dbafc201e9446fcc34a3bd475fa1f23921d7b
io.github.jianjianghui	best-response-v1	1.0.2		b6696537cf2425f080601e55c09b01122869a6cc
io.github.jianjianghui	best-response-v1	1.2.0		45a2061a0052c4cb34a2af9c1a0437ee1b2b80df
io.github.lazygamer1111	lmgtElec	1.0		73d3deb42c67482238c188f4fb2a0ece6e04c844
io.github.lucchetto.zoomimage	zoomimage-core	1.0.3-beta01		546b2116294fc3308eaf33cf2604638ff5c627b5
io.github.lucchetto.zoomimage	zoomimage-core	1.0.3-beta02		546b2116294fc3308eaf33cf2604638ff5c627b5
io.github.lucchetto.zoomimage	zoomimage-core	1.1.0		4b0a8c0bdc7685212a0e4c6110866a971d97d97f
io.github.martinschneider	aws-java-helper	1.0		260776aa716652359deb48327c3295459e92a5c4
io.github.sabaurgup	common	1.0		598bd985393ce3650cb7f0a4ec0761909dbe4ad3
io.github.sabaurgup	common	1.0.1		a02a7cc8893ab4ff39d2260a7b6cd4ce4693d7f0
io.github.shuigedeng	taotao-cloud-starter-ddd-application	2024.02		890e2ef40092f182864a95925cdac8611512aee6
io.github.woody230	ktx-comparator	4.0.1		725cebf17c416fbe5d02e06dacf1ea6b8a4cbd62
io.gs2	gs2-java-sdk-stamina	0.0.1		02b41a15c7e029b270aa360a5f573d373b800e44
io.gs2	gs2-java-sdk-stamina	0.1.0		e1cef06b839d66384b8b8b2345ce56f3fd8e1d4e
io.gs2	gs2-java-sdk-stamina	0.2.0		a0eb5c6514405c94c332c5243b0a376a282fbda4
io.gs2	gs2-java-sdk-stamina	0.2.1		e8a8f0e0ad3987a4d8b7b75783149b3978cd6b3d
io.gs2	gs2-java-sdk-stamina	0.3.1		77ec9a780d035afc8db52ab24be102580ab01532
io.gs2	gs2-java-sdk-stamina	0.4.0		c39908e7a7fae6836c01ece1ddd8f0f164b18da2
io.gs2	gs2-java-sdk-stamina	0.5.0		cdcd8b77c919af9198c3309a0a1bc4765b6df0ac
io.gs2	gs2-java-sdk-stamina	0.5.2		6679c34f1b99fb1d462ff9ebf278263e0013de69
io.gs2	gs2-java-sdk-stamina	0.5.4		64b0b849441d5857d2c29eb882297f94e17baefe
io.gs2	gs2-java-sdk-stamina	2.0.1		265caf14ce86716c8a41d4760bbb5f401d787cee
io.micronaut	inject-java	1.0.0.M4		85554b431b6fb1062f298ecda4192440127941f4
io.micronaut	inject-java	1.0.0.RC2		1c84c0510c621ec0cb2ae013ce1718a3ce7d29c1
io.skullabs.kikaha	kikaha-db	1.6.0		7d374b9e2515ca0ef3a82b69a0bfe9b666c2da0c
io.skullabs.kikaha	kikaha-db	1.6.1		491bd3be3239d813e079ffdac77d02a1b74490d7
io.skullabs.kikaha	kikaha-db	1.6.2		93a15bb482ed12291a16bda89849c6e6de28f425
io.skullabs.kikaha	kikaha-db	1.6.3		fbfa9e091fc0a524b2c71a25b8249145e736fbd4
io.skullabs.kikaha	kikaha-db	1.6.4		febd214b1f4cd540a032d69823c8e61c47b66fb1
io.skullabs.kikaha	kikaha-db	2.0.0		a09c13136ed6bd7da07bd4e60228e8c9381b7864
io.skullabs.kikaha	kikaha-db	2.0.0-beta1		0f61d905459c90c79b71db087f7a73b5320b36f5
io.skullabs.kikaha	kikaha-db	2.0.0-beta2		a7fcd90e7618b439f0fedf228b55069e6b503567
io.skullabs.kikaha	kikaha-db	2.0.0-beta2a		d0b514528142457301556f59c50d3d51bd008c4f
io.skullabs.kikaha	kikaha-db	2.0.0-beta3		ba6a85eb5e60b838071804c162e97a085e0bdada
io.skullabs.kikaha	kikaha-db	2.0.0-beta4		1531f26f3794db464a97910286c9a7f135650c5d
io.skullabs.kikaha	kikaha-db	2.0.0-beta5		84e72e56f83a94b77fecd774222beb6e4ad142af
io.skullabs.kikaha	kikaha-db	2.0.1		5d12904ab6d7f82d5877bd271ecdc20a5edd94f8
io.skullabs.kikaha	kikaha-db	2.0.2		e86ee61e8e1ee7312f99b3aa31b65bedc27d7ea4
io.skullabs.kikaha	kikaha-db	2.0.3		7787678ee561f01a5c737cb16a3abb8b23bc5bd2
io.skullabs.kikaha	kikaha-db	2.0.4		508a4bad2aa5e62cc3b9f0736b18080409f03dd4
io.skullabs.kikaha	kikaha-db	2.1.0-alpha1		18ff746a8e1aeba54cc5f3d146366eedb64b5776
io.skullabs.kikaha	kikaha-db	2.1.0-alpha10		b9211fa32703acc79b45cba2a38dfb76bff2788f
io.skullabs.kikaha	kikaha-db	2.1.0-alpha11		4e9f8236cc76644e417d2140b27c7b1f07f6ef73
io.skullabs.kikaha	kikaha-db	2.1.0-alpha12		2dc211e2df87573cd6fb4196840a42ff7bc9211a
io.skullabs.kikaha	kikaha-db	2.1.0-alpha13		308a78dfdabe75b35e4b4817c51bb2136e82b43b
io.skullabs.kikaha	kikaha-db	2.1.0-alpha14		c8746c60a8949f2e6727fa283d7463f31cae8098
io.skullabs.kikaha	kikaha-db	2.1.0-alpha15		ed21bbe1476dd75f7f861eaf3fde7e215e69d800
io.skullabs.kikaha	kikaha-db	2.1.0-alpha16		1a73546dd72bd1067f336b511572efce462bde1c
io.skullabs.kikaha	kikaha-db	2.1.0-alpha17		edced0d4fca1c68886cf5b04336a9759352993ba
io.skullabs.kikaha	kikaha-db	2.1.0-alpha18		3fdf438a4a223924663850ac3158444f62ea8aa5
io.skullabs.kikaha	kikaha-db	2.1.0-alpha19		66a6a82ef0627848df9c36204418e4dd0c082887
io.skullabs.kikaha	kikaha-db	2.1.0-alpha2		a4a48a873c523a8f8705d5bc5d360d66ce2cd6c2
io.skullabs.kikaha	kikaha-db	2.1.0-alpha20		22ba84b41153ae77ea958c99de6b871298290012
io.skullabs.kikaha	kikaha-db	2.1.0-alpha21		14c5a660d3e64341330e999921da958824c50be8
io.skullabs.kikaha	kikaha-db	2.1.0-alpha22		a91aaa787f5e273a5f6cf4ba7bca88bd4a026c9c
io.skullabs.kikaha	kikaha-db	2.1.0-alpha23		81e2c88bdf3cb5a99381ccfd8e6f9db6909ad6ce
io.skullabs.kikaha	kikaha-db	2.1.0-alpha3		e501b5a6655e8feb1b191d9c1780c86441ca7101
io.skullabs.kikaha	kikaha-db	2.1.0-alpha4		d61c6127bffecb83492a015fa1c529deecc58b5e
io.skullabs.kikaha	kikaha-db	2.1.0-alpha5		c2a855a5a44b56ef396af302d67518b6ad4d3527
io.skullabs.kikaha	kikaha-db	2.1.0-alpha6		8ceb06297cc0551c89d7c91acd3a92b0c8974ae5
