am.ik.tsng	tsng	0.1.0		73ba4e1b65c13440b14ac1082e69b7e710c2271c
org.apereo.cas	cas-server-support-generic	5.0.2	resources	f55387f96fd0295b7e24ec223c6de9a1dbdaf2f0
org.apereo.cas	cas-server-support-generic	5.0.3		6a2cb5fe7bdec363bd38caaaa2630901a2eafaf8
org.apereo.cas	cas-server-support-generic	5.0.3	resources	11f9cc0a44553824bb1f518fece146d0d065fd2b
org.apereo.cas	cas-server-support-generic	5.0.3.1		6c824452649d7571e7ca154369fdc98a9ddd79ff
org.apereo.cas	cas-server-support-generic	5.0.3.1	resources	ddc0ec978152ea1d739f32e3e50c072ef6d870de
org.apereo.cas	cas-server-support-generic	5.0.4		96ec7171b97857d012e5a78c625cb1599ed27b93
org.apereo.cas	cas-server-support-generic	5.0.4	resources	c24d655d27a890934eb17cd2bd2d20bb90f03ba9
org.apereo.cas	cas-server-support-generic	5.0.5		82264e10bf9cc2cd5124ef2709163280d7d7bdd0
org.apereo.cas	cas-server-support-generic	5.0.5	resources	7722a57466b92ccfe907c6b1976d44b68919da49
org.apereo.cas	cas-server-support-generic	5.0.6		9db12be0f1a22e539c0cef3fcb19c76bae026812
org.apereo.cas	cas-server-support-generic	5.0.6	resources	cc7b2af6106d68bd927ccc98514abe9d663d9835
org.apereo.cas	cas-server-support-generic	5.0.7		f1a145e04dd620ee5c0d5224103822d2384cae8e
org.apereo.cas	cas-server-support-generic	5.0.7	resources	ec9dea1033a53b1cb3e6152b779323a144f70b42
org.apereo.cas	cas-server-support-generic	5.0.8		803d70bb848898bb1b4e54370cad7862e30632c9
org.apereo.cas	cas-server-support-generic	5.0.8	resources	93dfcf5d93b40c6a07578c3aa9bf710087677e41
org.apereo.cas	cas-server-support-generic	5.0.9		cfcc1fad3c77ca52adebda97daa5ee58441e9b47
org.apereo.cas	cas-server-support-generic	5.0.9	resources	1c8742f4d89a609a73c3b2c9370794904a397c48
org.apereo.cas	cas-server-support-generic	5.1.0		ce7e1e5c0894b6527d8095827028c285f87622b5
org.apereo.cas	cas-server-support-generic	5.1.0	resources	93ef95f79cefe93e5c62896ead5eb4d302489347
org.apereo.cas	cas-server-support-generic	5.1.0-RC1		30ad4187b1a6a3f8708ee8fa652531da6d1991ec
org.apereo.cas	cas-server-support-generic	5.1.0-RC1	resources	65ca89b2167c9e6af99c5a6216f09525a921b28d
org.apereo.cas	cas-server-support-generic	5.1.0-RC2		0ff4602de8dac1c646d1f09089946450cbbfc727
org.apereo.cas	cas-server-support-generic	5.1.0-RC2	resources	6f71cb34afc48447c6d164ecb862fe00d42723b0
org.apereo.cas	cas-server-support-generic	5.1.0-RC3		54241d9f69abd849bb021bb05ac0172d9f860b8e
org.apereo.cas	cas-server-support-generic	5.1.0-RC3	resources	5525bd713449f761558ca6d03820a9ff83ed7bae
org.apereo.cas	cas-server-support-generic	5.1.0-RC4		03490997e4a8f0737b708d7924bf685814a1bf04
org.apereo.cas	cas-server-support-generic	5.1.0-RC4	resources	839f68ac463fe3dac36f1669c8c82881559e1ded
org.apereo.cas	cas-server-support-generic	5.1.1		5bf40bcabda009600dcb75070eb3279e59de90b5
org.apereo.cas	cas-server-support-generic	5.1.1	resources	730836e2885165a8d83ab1bfe9308039f9bda4cc
org.apereo.cas	cas-server-support-generic	5.1.2		cb159967aea9b2c7dd294e94e401bacb1e29e1c3
org.apereo.cas	cas-server-support-generic	5.1.2	resources	e7d0065a80d464eb89ffaff02b0a27a3643da8ce
org.apereo.cas	cas-server-support-generic	5.1.3		757094dac11045a339d752b154b021e3dcf697ea
org.apereo.cas	cas-server-support-generic	5.1.3	resources	d3457b3ece0997735692df5249d57a822b17aaae
org.apereo.cas	cas-server-support-generic	5.1.4		d2890a727280b7181e864d79027caf79331d3ef5
org.apereo.cas	cas-server-support-generic	5.1.4	resources	6c7e2865a919822f062e8b6a91538a211249268f
org.apereo.cas	cas-server-support-generic	5.1.5		f44d8a8450256a22e51b48c9e3fae80c6bd5eaa6
org.apereo.cas	cas-server-support-generic	5.1.5	resources	7833c06a95c8fbb3122b88456ad30bd1a40dfc63
org.apereo.cas	cas-server-support-generic	5.1.6		429fa24daba7142bec7a24aa178a42e6032ae04e
org.apereo.cas	cas-server-support-generic	5.1.6	resources	9071f7e1b594abe3819ffb9b5c4557fda3ef0c82
org.apereo.cas	cas-server-support-generic	5.1.7		e4ccd68b1b523e25fda4a711203bf44f31bf2399
org.apereo.cas	cas-server-support-generic	5.1.7	resources	13ee446a74950ca4aab70cd5a68c796a58abdbc5
org.apereo.cas	cas-server-support-generic	5.1.8		4f184806df8c2dd6823c41c67d77ecd37ec27718
org.apereo.cas	cas-server-support-generic	5.1.8	resources	05a5f9abbc427e952e51ddd5ab88401690d8492b
org.apereo.cas	cas-server-support-generic	5.1.9		d9841c1cd77f1c89dc9b80403b27f07ef2c818b4
org.apereo.cas	cas-server-support-generic	5.1.9	resources	5b1edefd990eb649bbf51e6859173cd24fbf34b2
org.apereo.cas	cas-server-support-generic	5.2.0		69484a1e86dc2e399b894475d8c55af1bd0cff9b
org.apereo.cas	cas-server-support-generic	5.2.0	resources	490bb11ca270f963b5aabf1484cd28a898824cc1
org.apereo.cas	cas-server-support-generic	5.2.0-RC1		e54769ecff6cc87089d3264c733cb0224e303fd3
org.apereo.cas	cas-server-support-generic	5.2.0-RC1	resources	c5c8a80425880147bf96ab7807bbab53991281eb
org.apereo.cas	cas-server-support-generic	5.2.0-RC2		3f31f3e1c61116c67db5ff9e967401c8c5b747bc
org.apereo.cas	cas-server-support-generic	5.2.0-RC2	resources	0feeb517f48b2222d2316870a4f656c6aa553146
org.apereo.cas	cas-server-support-generic	5.2.0-RC3		bc2a64d3f45f8f4a7cba7bf716ccd6b723537f05
org.apereo.cas	cas-server-support-generic	5.2.0-RC3	resources	334292573c88f2175b6b85393f34967ea4ce31ad
org.apereo.cas	cas-server-support-generic	5.2.0-RC4		30b26f5266e823264f028f914ace4e6a165d4a59
org.apereo.cas	cas-server-support-generic	5.2.0-RC4	resources	b425362445a23006a44afbed0d4d609abea61ff8
org.apereo.cas	cas-server-support-generic	5.2.1		b85e86eacc6edac726378e89a6b387ac5d83c00a
org.apereo.cas	cas-server-support-generic	5.2.1	resources	fb3d09eb9f89cdd59659484117e8f0bda4aad7c7
org.apereo.cas	cas-server-support-generic	5.2.2		28d0528a402f18d256997ed1f64e08df2cebb9a9
org.apereo.cas	cas-server-support-generic	5.2.2	resources	9ad8577e00e7e5c485c29ccb8afe22e764e7d6dc
org.apereo.cas	cas-server-support-generic	5.2.3		e6f543f75b40f97ac4826ed98947b106ef0a615e
org.apereo.cas	cas-server-support-generic	5.2.3	resources	789e174b0de2c1210fd147b7b4787ca4ab6ed4d3
org.apereo.cas	cas-server-support-generic	5.2.4		3743e4b6cbdd5e11f7756fada8fbab968b2992f0
org.apereo.cas	cas-server-support-generic	5.2.4	resources	d94efe35e942e7df0552326bfe565606810407d8
org.apereo.cas	cas-server-support-generic	5.2.5		2d0261fd9d5d129b507c4135ca58b331188a07d2
org.apereo.cas	cas-server-support-generic	5.2.5	resources	373c17ab28159a05c45439e22a00ea647889a827
org.apereo.cas	cas-server-support-generic	5.2.6		5bb44de03d1ae47426590231ce434e9c2363a46b
org.apereo.cas	cas-server-support-generic	5.2.6	resources	8ea70499e4077af381cb24f5d06deea5beddb4ec
org.apereo.cas	cas-server-support-generic	5.2.7		f5286c33f322ab9f10186b7b6cf7f6f995a212a2
org.apereo.cas	cas-server-support-generic	5.2.7	resources	b100eb5362452ffd2d7e55bc4299f2613d662540
org.apereo.cas	cas-server-support-generic	5.2.8		f7e825f2186590ac0ae7c45627083362135d77bb
org.apereo.cas	cas-server-support-generic	5.2.8	resources	64f66e25284e8251d7cefec2753fbb0b11ab3b12
org.apereo.cas	cas-server-support-generic	5.2.9		3a33044b7988551d736fabbb52f7529f60c69644
org.apereo.cas	cas-server-support-generic	5.2.9	resources	4e0a91a9ed87e624d02ec080fbdf9e3661521f38
org.apereo.cas	cas-server-support-generic	5.3.0		3231af5ae0cdf4bcda040aa4e46dfa759d6c71cb
org.apereo.cas	cas-server-support-generic	5.3.0	resources	7377a36732e5c07c15187793d6f0cf6d3f0bcf9d
org.apereo.cas	cas-server-support-generic	5.3.0-RC1		3d42e69bfbd7d63bf41425d1a9fc4f903a90e074
org.apereo.cas	cas-server-support-generic	5.3.0-RC1	resources	5ab16dbe17cadbb093897c815e962de36bf28167
org.apereo.cas	cas-server-support-generic	5.3.0-RC2		cfdd90a51af4138ba09c1c5090a0463ad2dcb8cd
org.apereo.cas	cas-server-support-generic	5.3.0-RC2	resources	8a792b10700c9117da9f120a606530bce612c035
org.apereo.cas	cas-server-support-generic	5.3.0-RC3		63767f4890dfa4ca7fcfd7160f7883c427d8e13c
org.apereo.cas	cas-server-support-generic	5.3.0-RC3	resources	ebdbf8066a340e458f41d66e8d29d3898fd69bbe
org.apereo.cas	cas-server-support-generic	5.3.0-RC4		69293c7cd41c06ab6883f5f0c56e63257241cdd7
org.apereo.cas	cas-server-support-generic	5.3.0-RC4	resources	d7edb3c070b2fc724846c6a7b2796d6acebf2183
org.apereo.cas	cas-server-support-generic	5.3.1		5f5e67cadaa461b08ec6f8c81bab4a17f0b8a402
org.apereo.cas	cas-server-support-generic	5.3.1	resources	360ebf38f08e9720b214e9b7d705ed8768949328
org.apereo.cas	cas-server-support-generic	5.3.10		576ccce371b883e3e7173559b8fcb88147b38741
org.apereo.cas	cas-server-support-generic	5.3.10	resources	8d8827aca7baef3d362820dc83f82b9949558307
org.apereo.cas	cas-server-support-generic	5.3.11		34f40911e3fbf13da1b51e098ca1bbe3b2dfc1d7
org.apereo.cas	cas-server-support-generic	5.3.11	resources	8ae71f3d886c2dc44c02846aef3a9b929f4c3853
org.apereo.cas	cas-server-support-generic	5.3.12		da018b59c3afab477304e97cfa264e1921bceb1b
org.apereo.cas	cas-server-support-generic	5.3.12	resources	0e3b3828f5ed12f86cffa04e36513035dacecfa6
org.apereo.cas	cas-server-support-generic	5.3.12.1		1ab6301b9408e964200c93a13ad3248f2faebba6
org.apereo.cas	cas-server-support-generic	5.3.12.1	resources	a4f06d17db760d810b06ded3b875dda4c4d869fc
org.apereo.cas	cas-server-support-generic	5.3.13		8570dbf5c8a4f136fdaf12cd1c229380d6adfebd
org.apereo.cas	cas-server-support-generic	5.3.13	resources	6c1ff03014563b2369035ee8c68675b45ad267a0
org.apereo.cas	cas-server-support-generic	5.3.14		642c8407c90c4c81d988e201638abb6e9156f411
org.apereo.cas	cas-server-support-generic	5.3.14	resources	640e29460e6aea7ce19fd1f0779fee0398c5a507
org.apereo.cas	cas-server-support-generic	5.3.15		cf78e526d9c5fe71fd399d2eb2a8477d844949f6
org.apereo.cas	cas-server-support-generic	5.3.15	resources	dc23c601d898d11b705ddbd6af2ed7fd90d2dd9f
org.apereo.cas	cas-server-support-generic	5.3.15.1		c084aeb46b046803eb2362f6e0ec91ecc887d62b
org.apereo.cas	cas-server-support-generic	5.3.15.1	resources	3afcae8f8595e0df56b21241170442f27a287f6a
org.apereo.cas	cas-server-support-generic	5.3.16		a8ae75797d9765a0ecf8617a1f37a3332d2a072c
org.apereo.cas	cas-server-support-generic	5.3.16	resources	08329e06732e53efb3f082e8fe0ac36007f51197
org.apereo.cas	cas-server-support-generic	5.3.2		f69c398442fe8391013d959f844e8ffc9cc53665
org.apereo.cas	cas-server-support-generic	5.3.2	resources	20a93d26e096382b8d376ff923d2b5673ffbebb9
org.apereo.cas	cas-server-support-generic	5.3.3		adf0d062fe22d364f302c1319a93e08d55cab3d4
org.apereo.cas	cas-server-support-generic	5.3.3	resources	e97d87c92928b8d8b331c5089cc1c1fe8c3e716c
org.apereo.cas	cas-server-support-generic	5.3.4		bb4b49763144874bc9719f0e7fc6466cf2598156
org.apereo.cas	cas-server-support-generic	5.3.4	resources	80bb602b1fcb1af49be9de7d32af8c4bfda0a6b1
org.apereo.cas	cas-server-support-generic	5.3.5		56691575c21a38fca59c15a9c0f3cf43fe87a901
org.apereo.cas	cas-server-support-generic	5.3.5	resources	23bad9602a8d255c591a2f9fd8413590f82e0e2f
org.apereo.cas	cas-server-support-generic	5.3.6		9e20ee227065e504e0d4c239247c2662da75a912
org.apereo.cas	cas-server-support-generic	5.3.6	resources	624dda53c7d5690bc3d7b3d1cf30ea1d433099ad
org.apereo.cas	cas-server-support-generic	5.3.7		0cd8c3f2e8ef1e0bb2397dba5aa9a27c405732dc
org.apereo.cas	cas-server-support-generic	5.3.7	resources	7449d01ca34dbc198f5eeebc71e6a3a9ece8c1cb
org.apereo.cas	cas-server-support-generic	5.3.8		fbec555395d0f91bd1bc3714f9aa5aab9ae0b0ab
org.apereo.cas	cas-server-support-generic	5.3.8	resources	78fc65e94635cb84c99ee0d2434b4abd64232539
org.apereo.cas	cas-server-support-generic	5.3.9		1572cb33d7f173fadeadc67369dc17790240211d
org.apereo.cas	cas-server-support-generic	5.3.9	resources	6bbe53df67854f772bcc0617b0e6890ca4d91927
org.apereo.cas	cas-server-support-generic	6.0.0		13b01a2af4effdd12cc94e4ed45550836dee274a
org.apereo.cas	cas-server-support-generic	6.0.0	resources	ab2dd0e8b91ca1d9d3b2ec6c3c9a38e92f1a9204
org.apereo.cas	cas-server-support-generic	6.0.0-RC1		6406ecabb61991e35cec1101ba9bbd95f45e49f7
org.apereo.cas	cas-server-support-generic	6.0.0-RC1	resources	e861191385b2b495c6d2cd790719eecc055c2b01
org.apereo.cas	cas-server-support-generic	6.0.0-RC2		182cce02208473d952535836943fec42e1cc8fa0
org.apereo.cas	cas-server-support-generic	6.0.0-RC2	resources	cea1129e57acf542a87bf3d00e6f403ad146e450
org.apereo.cas	cas-server-support-generic	6.0.0-RC3		8ca03a3803c8e0c54111bccea61cdcb67557ab5b
org.apereo.cas	cas-server-support-generic	6.0.0-RC3	resources	082dc73236bc0f970c4d3309751dc7937a945b69
org.apereo.cas	cas-server-support-generic	6.0.0-RC4		7a77828300cb43f1cbb2165d64a593a821636afe
org.apereo.cas	cas-server-support-generic	6.0.0-RC4	resources	fd91cef5c02e108459f12962be0c8221c4eb518a
org.apereo.cas	cas-server-support-generic	6.0.1		8e1602a9db9d42c1d42ea24dd152e35763ea81d2
org.apereo.cas	cas-server-support-generic	6.0.1	resources	63dae0584d9eeae1625d3631ab79d58eda597e96
org.apereo.cas	cas-server-support-generic	6.0.2		57b961a1c1429b5311b7e35f9d78aa6f5321fbf1
org.apereo.cas	cas-server-support-generic	6.0.2	resources	849cd5b952382d230ffd7273c8c9bee5d13a3c4b
org.apereo.cas	cas-server-support-generic	6.0.3		7fd7b58749e105553def6ce4f19d79bb828d9bd6
org.apereo.cas	cas-server-support-generic	6.0.3	resources	c6fcaee5fb60c4b5840a097560b88edd57aa8242
org.apereo.cas	cas-server-support-generic	6.0.4		165b637722e362c7d68d0e132e0f9e8a86d21270
org.apereo.cas	cas-server-support-generic	6.0.4	resources	901d782d2b9d6705715a7cf5bbfc78876b39e046
org.apereo.cas	cas-server-support-generic	6.0.5		d80ba27a6032709901fa281ddd6b55deae864935
org.apereo.cas	cas-server-support-generic	6.0.5	resources	40fc8e6321f06cfd837ecf15711153e005ff10ea
org.apereo.cas	cas-server-support-generic	6.0.5.1		079ba65f9d2cf07fff07b57ef5aeb2d35dd94ef2
org.apereo.cas	cas-server-support-generic	6.0.5.1	resources	2216f4ba7ab3abb1f24c4b0df486f50bc5f76458
org.apereo.cas	cas-server-support-generic	6.0.6		872ccb45bf75b2135355cb46529e1fd18ed4b71d
org.apereo.cas	cas-server-support-generic	6.0.6	resources	ca46c89ed512ce415bab2879dfa43724c4ea5a7f
org.apereo.cas	cas-server-support-generic	6.0.7		e7958f7827b6799adaba90fd259df243241aa33e
org.apereo.cas	cas-server-support-generic	6.0.7	resources	bc25977f7511d95fc12074d94eb07838e0113996
org.apereo.cas	cas-server-support-generic	6.0.8		118aef1cb1719b04dc78322cb4d96e19189891f9
org.apereo.cas	cas-server-support-generic	6.0.8	resources	d7270f6f7e63558c51f3871141af7d29a630b930
org.apereo.cas	cas-server-support-generic	6.0.8.1		2f6b7e5aaaee19c68dada4b0f1b62d24d753302a
org.apereo.cas	cas-server-support-generic	6.0.8.1	resources	63525be7d7f02b3c16099e35f68adba4f8304f5f
org.apereo.cas	cas-server-support-generic	6.1.0		9395f5fb89660140dbaf1167a0cabf738e676a0c
org.apereo.cas	cas-server-support-generic	6.1.0	resources	1f1c302dfafd806da4bc1dc3e47e4e4074579109
org.apereo.cas	cas-server-support-generic	6.1.0-RC1		d712da4990223e12002523b409e23ad6d84264c0
org.apereo.cas	cas-server-support-generic	6.1.0-RC1	resources	ff7ce16608642e6dffcb06b276e0dc1a12953eeb
org.apereo.cas	cas-server-support-generic	6.1.0-RC2		e883d85bad06b4ccfa7e22dcf9fe4c5f29f28550
org.apereo.cas	cas-server-support-generic	6.1.0-RC2	resources	2270fdb293728117f859ea371c53cf5cf4dac1a2
org.apereo.cas	cas-server-support-generic	6.1.0-RC3		1d1e8b67415185d83595d985af75e89bce0572f2
org.apereo.cas	cas-server-support-generic	6.1.0-RC3	resources	9f3b9fe947f03ddb245893cf178155d40acf6a52
org.apereo.cas	cas-server-support-generic	6.1.0-RC4		6a5e376cbf2f509c4822daff2dbbaaf34ba9800a
org.apereo.cas	cas-server-support-generic	6.1.0-RC4	resources	3c86381abec6255649c2c2f6a4a46eafc0492e4a
org.apereo.cas	cas-server-support-generic	6.1.0-RC5		2697d7d54442d8a1d2311a3f884b833e161393bd
org.apereo.cas	cas-server-support-generic	6.1.0-RC5	resources	69a93c7cd25554a82f9aca5729d68c69e0f256df
org.apereo.cas	cas-server-support-generic	6.1.0-RC6		d45acd2a32c4695b94da43152cb44683e876bec6
org.apereo.cas	cas-server-support-generic	6.1.0-RC6	resources	4a34086381dec31cb1ab224e91edbabeed86bdc1
org.apereo.cas	cas-server-support-generic	6.1.1		ef45fc8c063bd40de03ae438d1b148596f4520b5
org.apereo.cas	cas-server-support-generic	6.1.1	resources	a01c5fba18d2ab1492e749ae318ab9c931ea11c2
org.apereo.cas	cas-server-support-generic	6.1.2		c0cfb325bc341661bdc4ca746e4fdc9641c9c713
org.apereo.cas	cas-server-support-generic	6.1.2	resources	78c7c049fcbd335913e54ca872d9bd53b703f270
org.apereo.cas	cas-server-support-generic	6.1.3		3d14a5dd3182c9ea90d5d4215a332d9268aaab38
org.apereo.cas	cas-server-support-generic	6.1.3	resources	cfca3adcb3c6fb39b9ae4d7ad221e9a2058f1f7d
org.apereo.cas	cas-server-support-generic	6.1.4		17f61b0720934708711ea91168bb31493489dc74
org.apereo.cas	cas-server-support-generic	6.1.4	resources	02079ffc0a36bcb8b9e54b2d8b03e377b1d6ded3
org.apereo.cas	cas-server-support-generic	6.1.5		8f67e039cfb07a4e540e114b911e3846a929a3ce
org.apereo.cas	cas-server-support-generic	6.1.5	resources	edfb1dfe5e2def3b5d83d722131a141fa1898172
org.apereo.cas	cas-server-support-generic	6.1.6		4599cff2cde865fc7925aacc6e70a8433e5d39bc
org.apereo.cas	cas-server-support-generic	6.1.6	resources	843d449472185c81741e760ab6dadad13ecfc8d4
org.apereo.cas	cas-server-support-generic	6.1.7		1be5722f1eb0a39759668f6d40dc7246b8252513
org.apereo.cas	cas-server-support-generic	6.1.7	resources	e4c4f26deeca8b00d7a0a44eb3df3061afc3099c
org.apereo.cas	cas-server-support-generic	6.1.7.1		dac11b73cc23e0c280e7c4e55de7504a3d8fa14a
org.apereo.cas	cas-server-support-generic	6.1.7.1	resources	1caadfa49c0a8217b6301c6698cb6f46f587047b
org.apereo.cas	cas-server-support-generic	6.1.7.2		c594cfb9d2476a56d005fd99f147e606543997bd
org.apereo.cas	cas-server-support-generic	6.1.7.2	resources	00b0034da4a4647010898e6e2ff5b718ffc7894a
org.apereo.cas	cas-server-support-generic	6.2.0		94631cf0e98197a32fb364a3ed52e701483ddcda
org.apereo.cas	cas-server-support-generic	6.2.0	resources	56b79962b14027caf2e863d58793391b25e1e5dc
org.apereo.cas	cas-server-support-generic	6.2.0-RC1		90f4b2f412af82cf143cb089d2b469e2a093529b
org.apereo.cas	cas-server-support-generic	6.2.0-RC1	resources	a49b5668959ddf0dd39c4a3c0e523857c07944d1
org.apereo.cas	cas-server-support-generic	6.2.0-RC2		9260aa9f139a34a3c65a94265b3e8d0ae1d817ab
org.apereo.cas	cas-server-support-generic	6.2.0-RC2	resources	dd74e0a2946598f68cf77407846fac722a24f156
org.apereo.cas	cas-server-support-generic	6.2.0-RC3		75b8891c737ce0e3fdd09705d00fa255d5acb2ec
org.apereo.cas	cas-server-support-generic	6.2.0-RC3	resources	093a5c0d33ab95180a6b25cadfd857be48965afe
org.apereo.cas	cas-server-support-generic	6.2.0-RC4		89a9ff3591834a0d24ae3df3ef0386987a9b69a7
org.apereo.cas	cas-server-support-generic	6.2.0-RC4	resources	9c058dd8101a1f33584b3af33f35d6a11396b104
org.apereo.cas	cas-server-support-generic	6.2.0-RC5		ad937447651ef40ac58512eb9b20b1b9785bd127
org.apereo.cas	cas-server-support-generic	6.2.0-RC5	resources	dd23f5a0a0bf34ceb2d9adedabd0c760344e5bf3
org.apereo.cas	cas-server-support-generic	6.2.1		02c259338b48bc26fe0e8bd805217fba3aa5c5e4
org.apereo.cas	cas-server-support-generic	6.2.1	resources	9a395f122b5aedcb9fe6abe3297063608dbbfad3
org.apereo.cas	cas-server-support-generic	6.2.2		8b65db232b658a591ffc93290e477bfc2e91afc5
org.apereo.cas	cas-server-support-generic	6.2.2	resources	6073576fc2a636b7e446cdd17a749083d8b62a33
org.apereo.cas	cas-server-support-generic	6.2.3		22ea741992f9912558fd063d82132a1fd76c7e05
org.apereo.cas	cas-server-support-generic	6.2.3	resources	c78646126f83093027c9e04def66fb0fe353cf38
org.apereo.cas	cas-server-support-generic	6.2.4		f8a19d9d993bb1a3a392aa5357480753bec0254e
org.apereo.cas	cas-server-support-generic	6.2.4	resources	bf645bf702daa943c379a0f96e0f149aaed892eb
org.apereo.cas	cas-server-support-generic	6.2.5		00b17847f5f323da4356008e215dfb979929e674
org.apereo.cas	cas-server-support-generic	6.2.5	resources	b3ae1a9294cac8c7cf1b11d06fccaada3069fbfc
org.apereo.cas	cas-server-support-generic	6.2.6		dacc14e85d2cf2ec79608431e3a525d48571ade2
org.apereo.cas	cas-server-support-generic	6.2.6	resources	8af5e7a434c0c27d61b2e9a793619faa4b53351f
org.apereo.cas	cas-server-support-generic	6.2.7		90a65f737995274d00999cd6ae209fcb062ae937
org.apereo.cas	cas-server-support-generic	6.2.7	resources	56f9bbcfa99a9ed0f69922ecbd418344b1449cb7
org.apereo.cas	cas-server-support-generic	6.2.8		9a4f319f309f3f4192e12f19de43e100bfcdc1ab
org.apereo.cas	cas-server-support-generic	6.2.8	resources	f45215278643771e57548af9baaa01f321ec6cf0
org.apereo.cas	cas-server-support-generic	6.3.0		e60bc9cb69522d920ff9c0ebca1e40bde236b9dc
org.apereo.cas	cas-server-support-generic	6.3.0	resources	5a0df40611fad9c54d20b469c943511fe46468ea
org.apereo.cas	cas-server-support-generic	6.3.0-RC1		04dc69616f00daab2538861a4529904a6549cd1a
org.apereo.cas	cas-server-support-generic	6.3.0-RC1	resources	3e44000fedc7dd52c356b7b58ab23ef7389c518b
org.apereo.cas	cas-server-support-generic	6.3.0-RC2		280726d7401c83ae7c589d305811cd01f24ece34
org.apereo.cas	cas-server-support-generic	6.3.0-RC2	resources	df36634982ac678dacd4f2e8e9dfccb22a12fef6
org.apereo.cas	cas-server-support-generic	6.3.0-RC3		ed8c3d5591603f868f4c376c0048b91e230dfe18
org.apereo.cas	cas-server-support-generic	6.3.0-RC3	resources	1a1ec3a7ac166c5a458d944c9ff7e8f23b1fe39a
org.apereo.cas	cas-server-support-generic	6.3.0-RC4		c18c8bfd428ec710e09e2fbbc5c41d42cc0158f7
org.apereo.cas	cas-server-support-generic	6.3.0-RC4	resources	591822054492a065a12f86aadc36491d26faf01f
org.apereo.cas	cas-server-support-generic	6.3.0-RC5		fad33af401cfcdd3a83700d42785844ea13e473e
org.apereo.cas	cas-server-support-generic	6.3.0-RC5	resources	db7a0517bc485dd277380cfe925a0a98529b870c
org.apereo.cas	cas-server-support-generic	6.3.1		202ee9269717b129cf45acd3e00948c0f9320f9c
org.apereo.cas	cas-server-support-generic	6.3.1	resources	cf83b6d6a0188af300fdef3e6c32551ae41a73bd
org.apereo.cas	cas-server-support-generic	6.3.2		040e3cf3a0925432040428103e913348e8119d4a
org.apereo.cas	cas-server-support-generic	6.3.2	resources	7d989aeb43288bc7a7ec43cac0aab437857770ce
org.apereo.cas	cas-server-support-generic	6.3.3		eabd5604b5ad68ade17cf7b9a26278e82557df82
org.apereo.cas	cas-server-support-generic	6.3.3	resources	21c819f488666a1ed8fdbf0e865588388481932e
org.apereo.cas	cas-server-support-generic	6.3.4		c2eb05070b450d88c1b13b40e94ebefe483e6042
org.apereo.cas	cas-server-support-generic	6.3.4	resources	332730ead6183a093c46a3890926b93ceb0b85f8
org.apereo.cas	cas-server-support-generic	6.3.5		86dc59fc0670aaa5be3fffa5d884ba5868599f2a
org.apereo.cas	cas-server-support-generic	6.3.5	resources	217d5eabbdc248c3c600eb5bb288b3a2b3fe53ba
org.apereo.cas	cas-server-support-generic	6.3.6		51f148f3a14b73e6d51b11ba4863653dfc72c48c
org.apereo.cas	cas-server-support-generic	6.3.6	resources	8472bf7115e3f04dddef6f216034a547857b0db2
org.apereo.cas	cas-server-support-generic	6.3.7		f48dbb3c8d7f33232178c633feeb71b4736d74c6
org.apereo.cas	cas-server-support-generic	6.3.7	resources	ed090d0f579793e7da675df50703c910498f9229
org.apereo.cas	cas-server-support-generic	6.3.7.1		1c79da34b2a1a423f1b704299793396243268842
org.apereo.cas	cas-server-support-generic	6.3.7.1	resources	760c54622e25883ee8cb0f91f73967d61c22e11e
org.apereo.cas	cas-server-support-generic	6.3.7.2		592e24fe843d9c641fc07927b720c82e9af2f6aa
org.apereo.cas	cas-server-support-generic	6.3.7.2	resources	48bb28ab56cd100017d32b9e7ecf22f8651375bd
org.apereo.cas	cas-server-support-generic	6.3.7.3		0db278a24619baea2651f79e78628137a49d8a69
org.apereo.cas	cas-server-support-generic	6.3.7.3	resources	19872956db9679a0bfa3a91a48177d2ec3d954f0
org.apereo.cas	cas-server-support-generic	6.3.7.4		9b2bfb6350e3543a605e9ffad9582f92a895fbc8
org.apereo.cas	cas-server-support-generic	6.3.7.4	resources	3580aee084c7f223a23ea0710b8850fc911809e9
org.apereo.cas	cas-server-support-generic	6.4.0		1288afd45aea893eef10492c794139ee555d04b8
org.apereo.cas	cas-server-support-generic	6.4.0	resources	aebeef15e03372c8c8e94e16404133f5d829bad8
org.apereo.cas	cas-server-support-generic	6.4.0-RC1		c5e7c4df3eeef255c88548afd52a16dff2644122
org.apereo.cas	cas-server-support-generic	6.4.0-RC1	resources	1b2d903e991254cdf61f41c39c873c259c1f0388
org.apereo.cas	cas-server-support-generic	6.4.0-RC2		82db4927b639d0b3919b8386fbb14d843b0fe10b
org.apereo.cas	cas-server-support-generic	6.4.0-RC2	resources	d0de9a27e6d5458ce91cdfdd8b4451ed5e342080
org.apereo.cas	cas-server-support-generic	6.4.0-RC3		b3ed5be14c4d6a75e3042d9de78e2d4592bd243e
org.apereo.cas	cas-server-support-generic	6.4.0-RC3	resources	9fd8f822cd00b412b3299bd465792f242ce4333f
org.apereo.cas	cas-server-support-generic	6.4.0-RC4		86dd7a19c9e57ead27dc74c2f79a28996a471227
org.apereo.cas	cas-server-support-generic	6.4.0-RC4	resources	3928329e31e6ccc96a1c5f06a49da10c982b0d8e
