ai.wanaku	core-runtime-camel	0.0.4		ac44d7cabd200008b8d23fdd833cf78f223e3a21
org.apache.geode	geode-core	1.13.7		694d5ac4db48b6d0258ee0d46434ce828a381d5a
org.apache.geode	geode-core	1.13.8		a7342d962aa0498a0f60adc6e0c28dc21326e93b
org.apache.geode	geode-core	1.14.0		e7e03792cde5c9db3abfc70f9b643a032d922f9c
org.apache.geode	geode-core	1.14.1		83491d6192587933e95e684b9cd080283edd9764
org.apache.geode	geode-core	1.14.2		d8e1418f9b32139032b47e3d1ea25539232eea4e
org.apache.geode	geode-core	1.14.3		087ae2dc71ca0921423af647c2b2129c06d6e19d
org.apache.geode	geode-core	1.14.4		df2e1ac6a4bb75245c9c53f496d5a01fb3048b82
org.apache.geode	geode-core	1.15.0		337113a250ddcfa9e1b7e8bbe045fe7739b3778a
org.apache.geode	geode-core	1.15.1		e21428cb48e4588a3f0620a203e5a253843dde68
org.apache.geode	geode-core	1.2.0		d6cb1f1aa8db8c6212560bbeafba80e752f640a9
org.apache.geode	geode-core	1.2.1		fe853317e33dd2a1c291f29cee3c4be549f75a69
org.apache.geode	geode-core	1.3.0		4f1777eab14acf35e32b6abdcc6b73c5399158f3
org.apache.geode	geode-core	1.4.0		b50d3f354093d5631d51d1ba3715eca8411a5124
org.apache.geode	geode-core	1.5.0		36e4bfe34fd7c4652888f1905a6e5901a609f892
org.apache.geode	geode-core	1.6.0		c8b1e5f79510542e5bfd3a82afbcf13a457c62a1
org.apache.geode	geode-core	1.7.0		275672cc6df576e3e3d6cf934039e9c03986b9bc
org.apache.geode	geode-core	1.8.0		3508fc20590ebd825568ded134b27124684f6917
org.apache.geode	geode-core	1.9.0		bbfbdf8bbdabed419e095caeaeb4ecbb272beef3
org.apache.geode	geode-core	1.9.1		3cf99cb3f0f4e143cb4dc5565bfa29876c825f2c
org.apache.geode	geode-core	1.9.2		f6b88a9e925f134c6087fbf3b9892921e1020b9d
org.apache.rocketmq	test	5.0.7		a93511713e2589a524452caeecf31f75f6a4082b
org.apache.sedona	sedona-spark-3.4_2.12	1.5.0		4c148f3d1d0d23c707fd115979dd0ea19d1695c3
org.apache.sedona	sedona-spark-3.4_2.12	1.5.1		eb720829b475e9009eec5559b90a5cfbc524c446
org.apache.sedona	sedona-spark-3.4_2.12	1.5.2		44e28e35be48509377e0b9375ea1e882831c2c13
org.apache.sedona	sedona-spark-3.4_2.12	1.5.3		e59168c4414d82a33c7d156df418f57f9564f53b
org.apache.sedona	sedona-spark-3.4_2.12	1.6.0		fc499e1482543e21f4d401785eb5e58b629ad344
org.apache.sedona	sedona-spark-3.4_2.12	1.6.1		c40cbddd8bd428084c4a57002e225e04e7d6b3c8
org.apache.sedona	sedona-spark-3.4_2.12	1.7.0		f4a88898d8fa5440deae174b77131b12bd80f84e
org.apache.sedona	sedona-spark-3.4_2.12	1.7.1		fb6c52d49add0d2315557b146ac5bb0f99210e32
org.finos.tracdap	tracdap-lib-annotations	0.4.10		fab7a5f9177328eb42c8b403231cbc98ba31f9cb
org.finos.tracdap	tracdap-lib-annotations	0.4.3		9fced17af8a206c2140c60e53ed70abcb630e32c
org.finos.tracdap	tracdap-lib-annotations	0.4.4		6b6b67db00ef08d7c6f65565e040ddb0ec80bae4
org.finos.tracdap	tracdap-lib-annotations	0.4.5		41a5318535c7887dc0d2252f6619c6e2b7ea8712
org.finos.tracdap	tracdap-lib-annotations	0.4.6		1017a29a8c69d393769f718b66f6b5e59a01261a
org.finos.tracdap	tracdap-lib-annotations	0.4.7		23f894305af9856089c6f9eaed8bf787c7574837
org.finos.tracdap	tracdap-lib-annotations	0.4.8		649fbb47c9a6b6c9a7f312e4edce3b4d3bcfc27e
org.finos.tracdap	tracdap-lib-annotations	0.4.9		afd25dd34f1d9046b30a892588e442f24f9a40d8
org.finos.tracdap	tracdap-lib-annotations	0.5.0		6fde3a95e466df13442e634bc2af269320ed97a7
org.finos.tracdap	tracdap-lib-annotations	0.5.0-rc.1		6eec3ee00bc2acc81f2ccc70388a27170a1d0fab
org.finos.tracdap	tracdap-lib-annotations	0.5.0-rc.2		924a6fcdf66820ec7745e4347d8b832fd4499536
org.finos.tracdap	tracdap-lib-annotations	0.5.0-rc.3		b121fba6a3d8574acd39fd92b5c4d2c5faff0d67
org.finos.tracdap	tracdap-lib-annotations	0.5.0-rc.4		20ca5f8c92922bbcd5141ef8f2a1e60e099da0a8
org.finos.tracdap	tracdap-lib-annotations	0.5.1		22837512f1eae0943c7d208e4c1b4408a0872701
org.finos.tracdap	tracdap-lib-annotations	0.5.10		13695a235761e9e65a33b59477da89aa9c63dca9
org.finos.tracdap	tracdap-lib-annotations	0.5.11		bed5723f854e4b2a2e07bbca05d0a7fcc33c1de9
org.finos.tracdap	tracdap-lib-annotations	0.5.18		42b7d50a87a4a0ab4c3ea4fde71d445b4c996e57
org.finos.tracdap	tracdap-lib-annotations	0.5.19		7539dff5c085af387cd8f0e8b94b3b8e314a746a
org.finos.tracdap	tracdap-lib-annotations	0.5.2		3482180ac9c57a908045d59c7d05a3e68938446b
org.finos.tracdap	tracdap-lib-annotations	0.5.20		4e93cf79c5260bf1e49683e8a6977a8dc0d2d41e
org.finos.tracdap	tracdap-lib-annotations	0.5.21		e2852df59edac0009c18080d799b5ccb5a064c5f
org.finos.tracdap	tracdap-lib-annotations	0.5.22		541128ad0a0b423fcfccccd417a14a16011a02eb
org.finos.tracdap	tracdap-lib-annotations	0.5.23		c8e8dcc2abffacae27439e67b23ed94463f29cb2
org.finos.tracdap	tracdap-lib-annotations	0.5.24		0f2c9f671993f9755713b955663a6f52447f7842
org.finos.tracdap	tracdap-lib-annotations	0.5.25		2339509994bb3560ae99767bdacff8991487e453
org.finos.tracdap	tracdap-lib-annotations	0.5.27		6c32843ffb9ab5da936fe8a22f9e7fe6b2a3f5c2
org.finos.tracdap	tracdap-lib-annotations	0.5.28		716c7d4716ad3fdf0688c9b74d51a0f13478e831
org.finos.tracdap	tracdap-lib-annotations	0.5.29		31c424c2e2e722bf3ad29fa68d26235c2c758e22
org.finos.tracdap	tracdap-lib-annotations	0.5.3		db6c835161726c72430d0f1034e2978108692ea6
org.finos.tracdap	tracdap-lib-annotations	0.5.30		c53abf577cb85f4a1ede71d9f05632bf656e08d8
org.finos.tracdap	tracdap-lib-annotations	0.5.4		6007951cc4f5da665018fb62994cabdf710a57bc
org.finos.tracdap	tracdap-lib-annotations	0.5.5		ce622d38b34886dd23a72bc1eeee02c61bb0c8da
org.finos.tracdap	tracdap-lib-annotations	0.5.6		3b371d4a27832a1a8ce5a636e9e4cdb741312566
org.finos.tracdap	tracdap-lib-annotations	0.5.7		602cfb5dcdae430302833543b633f7e4979a19c4
org.finos.tracdap	tracdap-lib-annotations	0.5.8		993b7a062e0fa81488952eb90dca04e7ee5aa11b
org.finos.tracdap	tracdap-lib-annotations	0.5.9		168f2d9c673a3b4b34d02657c3d1480d207442ad
org.finos.tracdap	tracdap-lib-annotations	0.6.0		7e85d4a395bd8b7fb79db1dbb973bc1a181e2510
org.finos.tracdap	tracdap-lib-annotations	0.6.0-rc1		be788460ed51cdf26ac7906766c5032ed37437da
org.finos.tracdap	tracdap-lib-annotations	0.6.0-rc2		5a575986dbd2470828abc207cb297b28a0585d36
org.finos.tracdap	tracdap-lib-annotations	0.6.0-rc3		d03050105457f238492ca13f4c70fe2685bde779
org.finos.tracdap	tracdap-lib-annotations	0.6.1		ad2e9f2ad9effc3e8b9b978a72f74e7a6f34609f
org.finos.tracdap	tracdap-lib-annotations	0.6.1-dev2		f4c2ba4cf63d48723bc317a12bb4151bff145f0d
org.finos.tracdap	tracdap-lib-annotations	0.6.1-dev3		eedea01c450f35160ef0bfe4259366de583904e9
org.finos.tracdap	tracdap-lib-annotations	0.6.2		f3f68fb80b1e428c7d9fc5822132231c98751ef7
org.finos.tracdap	tracdap-lib-annotations	0.6.3		d2501119f470f1605e4098b47818eb0a253b8f32
org.finos.tracdap	tracdap-lib-annotations	0.6.4		edb98aa601ca71f39380ed5742a4c8cf437e21a1
org.finos.tracdap	tracdap-lib-annotations	0.6.5		2932c640b5eaae02fd9ccb2f8cd8eda1249656b3
org.finos.tracdap	tracdap-lib-annotations	0.6.6		7f996c1d05572c133b15dfa99b870c7c2cc58fb7
org.finos.tracdap	tracdap-lib-annotations	0.7.0		3aa77571a5c9a698eba1ae4bd023de8f64e12e19
org.finos.tracdap	tracdap-lib-annotations	0.7.0-rc1		2cabc555ee37e7eea2d2330ac4784f5c3f35a22d
org.finos.tracdap	tracdap-lib-annotations	0.7.1		79fca2a77ff2295432c9da767b3e5b0ec4682889
org.hansken.plugin.extraction	hql-lite	0.6.1		50d99aeee3167c8b496d0ee613b6dc8f6235f809
org.hansken.plugin.extraction	hql-lite	0.6.2		d02a59083d48118d7ef7510585eefd93c38d0bd4
org.hansken.plugin.extraction	hql-lite	0.6.3		1f0aba743917e593f9fed31f300583df0b8fc5e4
org.hansken.plugin.extraction	hql-lite	0.7.0		420b73991b77f6d5ee7f910953b6c05299cb7a38
org.hansken.plugin.extraction	hql-lite	0.7.1		dda139416a94b153e05fdd14ddc0e1cc0a963bdb
org.hansken.plugin.extraction	hql-lite	0.7.2		090f054976e405c75354166f15e4ca4923659868
org.hansken.plugin.extraction	hql-lite	0.7.3		a6996cdcc7a62a9cb6d1feb74b1a5f16639db1bb
org.hansken.plugin.extraction	hql-lite	0.7.4		e196e9f92e706cfd214861859e86bd109d529d68
org.hansken.plugin.extraction	hql-lite	0.8.0		e962ce7567e5db6e324f9d861bdb3581b3b7ecbf
org.hansken.plugin.extraction	hql-lite	0.8.1		e6947f270ffccd0303f77f18203c8104d5a94cc0
org.hansken.plugin.extraction	hql-lite	0.8.2		95a816176874dca4e5361eb2aa457df31e3dce11
org.hansken.plugin.extraction	hql-lite	0.8.3		3a3f82148d2abc3f56a773eb50e4694037342af1
org.hansken.plugin.extraction	hql-lite	0.9.0		6e0f8f8c4e382daa35e46f8915cd6dbb36ed0b4b
org.hansken.plugin.extraction	hql-lite	0.9.1		97c6d30e5b4be8280c63c607cc7aef56957df4f9
org.hansken.plugin.extraction	hql-lite	0.9.2		24c53404bebcc753f1ec480339ea48d73e72e334
org.hansken.plugin.extraction	hql-lite	0.9.3		cb3e66e391640f2b5df4fe9d683c8561e18dc9b4
org.hansken.plugin.extraction	hql-lite	0.9.4		b50b74c56404469fdc1cf7acd0e0d4eec72b6086
org.hansken.plugin.extraction	hql-lite	0.9.5		7574662b5b6a67b662ed35b530a50e9da4f427fd
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.12		fc32402464512cb35df47cfdde5c88a8b10c5c34
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.13		bb628097f39769c6b176c8c389c58c9e4e164c14
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.14		6dd2922bc70b5f86b92f6df258d8f6e433c12ea5
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.15		7d5f6b5b9686abe80e7b411e3bf540af26d54c50
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.16		3e4f66e14224d78c3436e59e36cedb5bf7cfd3c3
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.17		a1a7c4cce9e0a3336f4fecb8cdba20de03dced10
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.18		7abbb953bbc626bf5e3af5d93ed71cb280b678cb
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.19		4010a45eba42718ad6df2b0a510accdb0ae26252
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.19-RC1		e5590ecfd93b00258d476ff97bc22b35892cc055
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.19-RC2		216a461ffbc62cfe2e3dabff1a06ab3326dd1c6b
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.19-RC3		203c1dc8518881fa126e88a095d04a59b39cc04e
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.20		3d15197022b9bda1ac370e452e8e156ab72f17c0
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.21		d5e044abce85da90e2076bf64e7ddbf85d629852
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.22		ed0066512369befa5d122199b4d03a0212376d76
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.23		29b1726c53d311b2d3cdeea748eed81d715ead5c
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.24		98386dcd39e96639ebf66ab1e4217117bb6e39bf
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.25		ce6b2fa6051b5399d15bb4935f93fe8f92426860
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.26		fc951393d893f1d115b01551c7e81420fbbd7f5b
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.27		433fbbae9316eb6707a26d59bc67e4ab96b5c5b3
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.28		884986897fbcc063a7b2d7783d2da967f911430c
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.29		eaeb01c349f65139aef63864ba1c80fee1229a6e
org.http4s	http4s-client-testkit_sjs1_2.13	0.23.30		30ae8baa9ffb349994a3c566d9160487f3eea0df
org.http4s	http4s-client-testkit_sjs1_2.13	1.0.0-M33		3db3bd94ea3a801c27a1d74ae8d1305d9f4bd407
org.http4s	http4s-client-testkit_sjs1_2.13	1.0.0-M34		4ed79b6fb31fac5ca272ad0f6e44cacfc5a523f9
org.http4s	http4s-client-testkit_sjs1_2.13	1.0.0-M35		093cbef2552745699fa3a264bcede65a82ee043e
org.http4s	http4s-client-testkit_sjs1_2.13	1.0.0-M36		ec86e69928f671928f1cfe54f187d3e0e42d1edc
org.http4s	http4s-client-testkit_sjs1_2.13	1.0.0-M37		187f6326e08b0b6025c916c8674964a98472af69
org.http4s	http4s-client-testkit_sjs1_2.13	1.0.0-M38		0e456fef3dbf0b3c5d3668071898bd7b06c85e01
org.http4s	http4s-client-testkit_sjs1_2.13	1.0.0-M39		5d6047368ae3c3c2de7f67a4ab251c4cfb050ba7
org.http4s	http4s-client-testkit_sjs1_2.13	1.0.0-M40		58dd92664a60aece767a3679cde3b483fe7e0a0a
org.http4s	http4s-client-testkit_sjs1_2.13	1.0.0-M41		6e8f9216159be00f42cb74c02999bdc1824ea620
org.http4s	http4s-client-testkit_sjs1_2.13	1.0.0-M42		baa46b77d359657846d10c05dffd4fdfc800a1e4
org.http4s	http4s-client-testkit_sjs1_2.13	1.0.0-M43		31d09379ddff3406cedd3dc4d5fd3068bc980cc1
org.http4s	http4s-client-testkit_sjs1_2.13	1.0.0-M44		8b1a5b377bb9a28101e7eee5fa4607e6aa3e94a3
org.jvnet.jax-ws-commons	jaxws-grizzly-httpspi-testapp	1.1		5d8ce1e88663164da8f3acccc9e3e37b41d6ff52
org.jvnet.jaxb	jaxb2-basics-testing	2.0.12		149faad2b97ad0211285fe49e0d1c202c04692f4
org.jvnet.jaxb	jaxb2-basics-testing	2.0.13		c4c9aa662169a2c2f30b1a19cbd054787f52f4b4
org.jvnet.jaxb	jaxb2-basics-testing	2.0.14		c40901ff0b30925b8b514361867130727e4c8178
org.jvnet.jaxb	jaxb2-basics-testing	2.0.15		6fedc52149b3d0974d429a53d4f9f9e0b4049daa
org.jvnet.jaxb	jaxb2-basics-testing	2.0.4		25a4ec5df4a90919f0837299a457d3a2eed943d5
org.jvnet.jaxb	jaxb2-basics-testing	2.0.5		ee9d7acae940e2484253bfa1c1a9abcd3ca348ad
org.jvnet.jaxb	jaxb2-basics-testing	2.0.8		dfa2ff919f8218e5971501ac3ba17ab284e4114a
org.jvnet.jaxb	jaxb2-basics-testing	2.0.9		ac49d7bdf4f6aedf48986ba3e6912d2157e6f9b2
org.mustangproject	validator	2.0.0		c2445b913613f20f743f593754eae4356fd40842
org.mustangproject	validator	2.0.0	shaded	55ca4f2e6f7ff21c66fade39f7cd366c2a6e1ed6
org.mustangproject	validator	2.0.0-alpha3		fa21ef2cc4a838adaae19f70ea9ef7d88654356e
org.mustangproject	validator	2.0.1		5992bd4fcf4fb60e3413084ff80008b3c9813fea
org.mustangproject	validator	2.0.1	shaded	42fb3322b55a0a6b5e7c763249a99e98976f43f7
org.mustangproject	validator	2.0.2		a57ba60b78401b030898945de7f6d836dac4be66
org.mustangproject	validator	2.0.2	shaded	89d31bf53ff749fba58f9f004483cc1ee2c7bafe
org.mustangproject	validator	2.0.3		690650caf8c30c5234ce68144f3ea82a3756cda5
org.mustangproject	validator	2.0.3	shaded	83686ef5181017c3d43d7a3364333289964077c6
org.mustangproject	validator	2.1.0		758368fca1b41f93013516e88b3e9ce878c81217
org.mustangproject	validator	2.1.0	shaded	c2343189a17c93d28a59e350572af51422bc1534
org.mustangproject	validator	2.1.1		849adfbfbcb4871af6273da47eac189c3a4f848c
org.mustangproject	validator	2.1.1	shaded	f3a2282459247ad9921ed8f7cb470fe0e8f65460
org.mustangproject	validator	2.10.0		cdf8216af2e7640dd458cd19e5f4d811042bd8cb
org.mustangproject	validator	2.10.0	shaded	316ab764ea7f74021ef9c6adc2806306f8912566
org.mustangproject	validator	2.11.0		820ae9c92f270e038d21830a8c41c332ae2fa226
org.mustangproject	validator	2.11.0	shaded	d4693e095b26d261989a0d34afcbad831e5466ca
org.mustangproject	validator	2.12.0		4ad854a80136a6c00b23ee61641d1126dbd79c89
org.mustangproject	validator	2.12.0	shaded	ccf098b048fed61f167ed7966e9e5cd1336e16ba
org.mustangproject	validator	2.13.0		6dc834dcaddacdc5f66ae3d3a93b1f210a2adff9
org.mustangproject	validator	2.13.0	shaded	5ae56fa31685940e9bf08ff448e268fdd4240d37
org.mustangproject	validator	2.14.0		6ba806e61020391ca890ea1222c219cba999404d
org.mustangproject	validator	2.14.0	shaded	6953976485d4f150b6786f68d28011fcd4d15bbc
org.mustangproject	validator	2.14.1		b7e47261f32cf97552b47ce9fef3d1796fec0090
org.mustangproject	validator	2.14.1	shaded	bd0fd1cce8a7cbee130872ac0551e1b1e0c59ee2
org.mustangproject	validator	2.14.2		753bba17f5f666706921d738772f844d40ef3d3a
org.mustangproject	validator	2.14.2	shaded	6a06cea9f2ef4cc65f789061f9b147269b603606
org.mustangproject	validator	2.15.0		b783c649b338e710679f8bb771412e8c1ade9411
org.mustangproject	validator	2.15.0	shaded	90af7e56af26a67061f27ff16a885a4574453a67
org.mustangproject	validator	2.15.1		9d468acf0832b6029485b3eec31b1f351aeeff66
org.mustangproject	validator	2.15.1	shaded	18289d69fc97f3bc15c5bf9d6c98dc58ab89ecb2
org.mustangproject	validator	2.15.2		81561d11e66b68b1c4a169f459571d8cbeacf057
org.mustangproject	validator	2.15.2	shaded	5af239058dd63cc4df422fa5c6841e82348282b8
org.mustangproject	validator	2.16.0		35c90e94290d3721333fb35b81fdd3df933d4861
org.mustangproject	validator	2.16.0	shaded	f40ef85f83178ecc5ec54b8b738d521e55ac321b
org.mustangproject	validator	2.16.1		8e8aa1e0192ff5b110133f4c3c747364e42ed62c
org.mustangproject	validator	2.16.1	shaded	fecb7c7020db3cce0e3d077cdaec4449556b4ea6
org.mustangproject	validator	2.16.2		3146ae8d3cc68d0678eca70334c4f5660abf5fbf
org.mustangproject	validator	2.16.2	shaded	dd7bb8eea3596f5f9ad812fbe45f9b38c137f33d
org.mustangproject	validator	2.16.3		de7693a35ee0fe5ad6165c1ac158dfa39c6a56cb
org.mustangproject	validator	2.16.3	shaded	98993e07369c15f2eaa37a1aa5955a5b81153b1d
org.mustangproject	validator	2.16.4		5a93454c9fba90431ad34c75b4a15e5e0a084d5b
org.mustangproject	validator	2.16.4	shaded	a173d850648ce6a9e3a860b5e9e2be9d14eeb7e6
org.mustangproject	validator	2.2.0		7a81858d17658e36243fff3a46269a901101544a
org.mustangproject	validator	2.2.0	shaded	ad3a3a6f0b7816fb4386c94ad0ce5b3111cfa4ca
org.mustangproject	validator	2.2.1		688d9089e9ed335b70293850e627f0dbf0e61d71
org.mustangproject	validator	2.2.1	shaded	6e1e9c9aa314a599c542d583e0dfae5a0d5e0fda
org.mustangproject	validator	2.3.0		d4faf074bc18130193620f5b7c9afbc66b389bbc
org.mustangproject	validator	2.3.0	shaded	2d355ec99775a15f75e732828d6b4ab635387dff
org.mustangproject	validator	2.3.1		c7f3cfdacdc9f5ec69a190e8c728f68d3c055645
org.mustangproject	validator	2.3.1	shaded	a1a9a828ac278573045813ec0a4f938925140b2d
org.mustangproject	validator	2.3.2		5a1fd1540d90e1cad2b6e6e72b06bc2c13a9b643
org.mustangproject	validator	2.3.2	shaded	5b963b21994910d420d05a9ba2b93b267a8d0fae
org.mustangproject	validator	2.3.3		8c908b7ceafef17b938241e81d775a9ddee003e8
org.mustangproject	validator	2.3.3	shaded	9cea3408d593a820ec6017333cba157915f6cb5a
org.mustangproject	validator	2.4.0		67261ece27156e182ea50341af528a1b3063dadb
org.mustangproject	validator	2.4.0	shaded	84a69d3d16b49d63fdc7950a2c8410ed156f3cee
org.mustangproject	validator	2.5.0		f2a1059dcf493136a32df8e2e922c632a30f02c1
org.mustangproject	validator	2.5.0	shaded	11966762661a3fd1dfa73d868c2dbd026a55cec8
org.mustangproject	validator	2.5.1		59e9b00ac0d42f3130be0a1022d781de85263d2a
org.mustangproject	validator	2.5.1	shaded	a416e7dd635ab34fa8403cd27739a815d9c02b5d
org.mustangproject	validator	2.5.2		74ca1861f141ae2de964afc9ec4b3a00e085b40f
org.mustangproject	validator	2.5.2	shaded	5371737b1ee2a83c4b489e927bff49ada93cfb44
org.mustangproject	validator	2.5.3		247165cd3b9ce3aacb9e6fa81201fe4aa5b3ed92
org.mustangproject	validator	2.5.3	shaded	2e72f4dec610e5086ef1c02fe8044e70d7cd6da5
org.mustangproject	validator	2.5.4		d3fc756dcc11dbba0da4341c68befd04848a022d
org.mustangproject	validator	2.5.4	shaded	bd1b98fbacad40c7c1846946d0e5f8fc4348b2ae
org.mustangproject	validator	2.5.5		204850cd3844a529c175d51e5d43a2ca1cc9a566
org.mustangproject	validator	2.5.5	shaded	b626e18c0f7e3e6fb117018b3de3892875f31214
org.mustangproject	validator	2.5.6		f2b06252ffc358e51909f3d18783433add7d6bf5
org.mustangproject	validator	2.5.6	shaded	631a8af53461aff2aa388f26b074dc020cd4c298
org.mustangproject	validator	2.5.7		58c05f8734008c43296a9b44034b89ad0c96dc6b
org.mustangproject	validator	2.5.7	shaded	cb8e93224ca7711987d1c0187aab6b27f8bc613b
org.mustangproject	validator	2.6.0		cac0a0b7588e326e341b580c2886d345cf5cec2f
org.mustangproject	validator	2.6.0	shaded	b2d554914e3cad0dd2d8c420b0fd70d300a405b3
org.mustangproject	validator	2.6.1		e8759f90ef47f56f0bb4e8d92b21048a989afb7a
org.mustangproject	validator	2.6.1	shaded	994948586549a669e34fa6b4036a335085936da7
org.mustangproject	validator	2.6.2		a65da37d74f81f3ac03c6d121b1660d4be64ff5c
org.mustangproject	validator	2.6.2	shaded	c32fc1a0d8177ec487c3aab90306a85f8854f646
org.mustangproject	validator	2.7.0		1f26113fb3a27fe916fcadbb9ecd256a9d98545e
org.mustangproject	validator	2.7.0	shaded	db97ac9e66bd5c789b754671a4e661249a75e646
org.mustangproject	validator	2.7.1		9241f23211294f5521643cc32001f6c7f3a01b3a
org.mustangproject	validator	2.7.1	shaded	df9469eee55e8967c16cc0392f0ebc1142d5e122
org.mustangproject	validator	2.7.2		6b7860f5f77fdb31663566dcc0270862fff20f64
org.mustangproject	validator	2.7.2	shaded	d42d880e3068b7df8cdfd60e75a73798b68c4d49
org.mustangproject	validator	2.7.3		5c193708550952c2f388d139cf97a29236f900c7
org.mustangproject	validator	2.7.3	shaded	64dcf5d5d8e32ede38c4b726951b150def1771ad
org.mustangproject	validator	2.8.0		34a47074d9fb57f63d5c714af23ca44a06178b34
org.mustangproject	validator	2.8.0	shaded	7e82f393c5acc578602865809250ebf0e9765e54
org.mustangproject	validator	2.9.0		308970599a1b5d091a52bd4d8f5db561c58e5173
org.mustangproject	validator	2.9.0	shaded	50af304dfe9710e44b362c98d7b1a72e4b27af7a
org.objectweb.fractal.bf.binjiu.runtime	controlpoint	0.1		0b29edce54293f6d67a813a224668f28243fb8d1
org.objectweb.fractal.bf.binjiu.runtime	controlpoint	0.8		c37bca886e6903ff3c7ebf94429e5183ab2e9622
org.objectweb.fractal.bf.binjiu.runtime	controlpoint	0.9		115d9e4430c20f997d4085d39d87c3e29a10cadc
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.10		ce8195e8394591206392ee5d54c192cead12bf95
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.11		947d304fc043d78753a8a038c22299a4d17c7d4e
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.12		a55270164643f55b087a84f79662c7699489ffde
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.14		c50f231d85c9d80a6fe2ae56d687d71138e9d166
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.15		e7812633e35d7fd09d4898874c7d0ce5c3fb2c5e
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.16		31e496150b543183ea1ea5a1b6d588097f1591d4
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.17		8bdf2940d620abaaa4de4daf398b9028efb7cd97
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.18		a03cdffbad7575322f7102c40a315705efe927a5
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.19		0c6f914b5e8c496328527702c53ba6784b2abce4
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.20		62d90fa6ed62c50fdcf8bc7db4372460a6f18050
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.21		6d456181b57221964d3ee3ec95e74c6001b694a9
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.22		813b8f7683dd473f65078955cdb5d71491305483
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.23		76da54fc584147837fa3d76295722735261346ff
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.24		9cd56354f42b53ad4118871f57a59a7936b2a807
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.25		f6dd0a7901ef33c6a68a24ab6eea986cce8eb09c
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.26		4aa7d94c7e3050df1a6a5ff983afa46982b6b5d3
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.27		a3c0cde8481f2977c00c2f98a0419a28d8cf5e47
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.28		b1aaef4e46248031535f2d299a5ab6392c0f1a8b
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.29		6d242f83d5d268396b55614827cd616b0f60bca7
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.3		9473a81831b5524ac53689b9ad1f16322a7dd99b
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.30		dbcff57f0aaf7e527cbb2b0702178d9af76e1fe0
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.31		a12b22bee64411dd42227c1e55c2ec0bc8011980
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.4		aa031ac5e51e290ba37a64a801e5bb32654d46be
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.5		22f7818f68e0d27ceae94be978b2dbd3c7fa4c03
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.6		db08656303df6544427f60ad7ac67c884056cbdc
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.7		d9f8ae2ce36141b185bafd3344100d3d3ff4f7c7
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.8		3ab9391662c40e9c1b3e678e726338647425ee71
