br.com.objectos	aws-rds-maven-plugin-it	0.1.0		02e28fb8201c46c8764c6ceda30f7b343c25ffbc
de.otto.edison	edison-togglz	0.49.2		7f5eda3109a8e57cd4963625a742c22374b6f514
de.otto.edison	edison-togglz	0.49.3		05ef3fd492514e1e44dab7bdcf380967f7bcc54d
de.otto.edison	edison-togglz	0.49.4		5c1962379b20fdf70ab7212fc62815bce015e62b
de.otto.edison	edison-togglz	0.50.0		0054c3d3368c7c9c568664a10307bd88ac5daa5f
de.otto.edison	edison-togglz	0.50.1		d3a872efe1812c5c91a37cca5b711a53a704005e
de.otto.edison	edison-togglz	0.50.3		2964de5c2d0f4f529c2dfc52db1bd20678e4910f
de.otto.edison	edison-togglz	0.51.0		139dc6b4fa858de44dfb316506825cd0e465cbcf
de.otto.edison	edison-togglz	0.51.1		319cff9437c86f744cfaf062669ee6217b8e4e95
de.otto.edison	edison-togglz	0.52.0		f8139d68d61cc400db49d0b93cc7d82783d25b76
de.otto.edison	edison-togglz	0.52.2		09ac36f2ec47023fac0967897cfa4eb95b469608
de.otto.edison	edison-togglz	0.52.3		0acb093fbd41a0ae99a13c6b89a0c8f9e229e8d3
de.otto.edison	edison-togglz	0.53.0		029ae56f11e2aa80d32055e48567cbd41ccdddd3
de.otto.edison	edison-togglz	0.53.1		cbdaf4229c425bfdd592a97fee826f18a1aefacc
de.otto.edison	edison-togglz	0.54.0		b41b842ffce694a454e7650e4c19e3387cc5c881
de.otto.edison	edison-togglz	0.54.1		4f64e9523cd76d9820701d5166a498b0551b5189
de.otto.edison	edison-togglz	0.55.0		5bbe4f806cb3118fadfb752f96c7b243e4be28c2
de.otto.edison	edison-togglz	0.55.1		5ac9753b6fc8a2afa4c8e19317a1405a7f8a8fb0
de.otto.edison	edison-togglz	0.55.2		c57e41d8d3e014aff64734dfaa18197ef2b2d192
de.otto.edison	edison-togglz	0.56.0		720558aea2d0e20fd902a65f50ebc5ef6a9e3a4f
de.otto.edison	edison-togglz	0.56.1		9daf2cf9d1d44bfceeb59bfc78c3b5946f71b6dd
de.otto.edison	edison-togglz	0.56.2		a4e5bc8e0f7f352d1241ac4d8970211a22c9bf00
de.otto.edison	edison-togglz	0.56.3		27ef6057d2c7a741eea0578a8214c586527bdb40
de.otto.edison	edison-togglz	0.57.0		2ebe9c5ef016c65e05945b03be69091e61c98410
de.otto.edison	edison-togglz	0.57.1		d946868f8f539af908d7ff4e15beffb24fc15a86
de.otto.edison	edison-togglz	0.57.2		7106275d7568f4990e81b2ccf68b87f2752d14c6
de.otto.edison	edison-togglz	0.58.0		59b0146899a7d474bf274cd42235162300a1df17
de.otto.edison	edison-togglz	0.58.1		4505e81e48db764c0175a0c0c917419142ce182a
de.otto.edison	edison-togglz	0.59.0		c93decea6879e9dbf20ef3f4c76413aa2770b8ac
de.otto.edison	edison-togglz	0.60.0		2a63b113852bdda243cee7b07fb5b6a05fdcb407
de.otto.edison	edison-togglz	0.61.0		1e06088c1cc0b2bdd275df086636e19d6aeeef78
de.otto.edison	edison-togglz	0.62.0		06916d38753c179e501c28136ab862514d76bb4d
de.otto.edison	edison-togglz	0.63.0		48522ce4d94e04bc8ceb1aeda3831f9a6b7ea916
de.otto.edison	edison-togglz	0.64.0		0284aadb9cca4c4b4eb196dbcd8907ca8490e291
de.otto.edison	edison-togglz	0.65.0		2b6e33443ba3071fcdfcee8099bcdcba331d9fa5
de.otto.edison	edison-togglz	0.65.1		c28cb56a6aa88158dbb652bbc3ca7ba8bef3e823
de.otto.edison	edison-togglz	0.66.0		244bf5fe44dd84c9b4836983956ed6be8d4936a1
de.otto.edison	edison-togglz	0.66.1		0b71eb4e798efe62f0ec18f629121431ea66bc63
de.otto.edison	edison-togglz	0.66.2		ba137738f2092811530f82902dadc81d2acbe7e7
de.otto.edison	edison-togglz	0.67.0		02518420cb79884343494f1dac008e1ad8b36ae8
de.otto.edison	edison-togglz	0.68.0		2445553b6c4861ce05fff694623f594a652dd70a
de.otto.edison	edison-togglz	0.68.1		c12a6d51e9a24d8b625bcd453c93841426844a86
de.otto.edison	edison-togglz	0.69.0		a41f6d94ef1df622f6c2574b53a50e4b518e9d33
de.otto.edison	edison-togglz	0.69.1		f8c5cfbba92a59b5ddd7e080999d8e3a9f1ad143
de.otto.edison	edison-togglz	0.69.2		67d54acc9f65ce068ddb31b1882d52573a618d9c
de.otto.edison	edison-togglz	0.70.0		622053cdd779c60633d94f53de968cdabcf45404
de.otto.edison	edison-togglz	0.71.0		92225fa599161ef924819ea4e58c7d74ded25722
de.otto.edison	edison-togglz	0.72.0		ee4f119e1ea40df2c5f741437989b00e40ad3d41
de.otto.edison	edison-togglz	0.72.1		578ff4f032dc0ae5fa3c9ed2990de164d6ead948
de.otto.edison	edison-togglz	0.73.0		adaa020466faae5700fa06afa12fdb6bfdbd50eb
de.otto.edison	edison-togglz	0.74.0		4273846d05091243a824e838ab1a3051bbc234e1
de.otto.edison	edison-togglz	0.75.0		f6af3aadaa2d67680d30d1b00598913d9dff3fbb
de.otto.edison	edison-togglz	0.76.0		6715b05ac558c801e946430550ef3c4aca61fc80
de.otto.edison	edison-togglz	0.76.1		555dbef75281c5591096dea4f2f4fa91f1ea854c
de.otto.edison	edison-togglz	0.77.0		9cebd9cdc0ffac09a106a09672e40e9f628a274c
de.otto.edison	edison-togglz	0.78.0		7c1a74330e68a106d1ea968c7a05b00c3f30c354
de.otto.edison	edison-togglz	0.79.0		43b7eaecc299d8ddd7dd206ece5db52c2312c78b
de.otto.edison	edison-togglz	0.79.1		0a4d027700cdeea4e4440def68a8c6f99173bf9e
de.otto.edison	edison-togglz	0.79.2		e3a66bd6b940c4d4d40a23a56f1124793457ab7e
de.otto.edison	edison-togglz	0.79.3		351330c096a493598c97144e2334628cbb5f2ca8
de.otto.edison	edison-togglz	0.80.0		b1e5e30c27b0a016e46bebc6d25cbc4593ef8517
de.otto.edison	edison-togglz	0.81.0		e08851082b13b5c97cd72572b0c00db2c30de013
de.otto.edison	edison-togglz	0.82.1		c5016633f44019767115fec48712444b400e6259
de.otto.edison	edison-togglz	0.82.2		a289ba92b11be0ebe8092936056d80ba9406798b
de.otto.edison	edison-togglz	1.0.0.RC1		7c94c7b6233a6878c58c83c925a938c7d82865e2
de.otto.edison	edison-togglz	1.0.0.RC1a		89d241b323307e6df14d0b27cd5dd303397ff9a8
de.otto.edison	edison-togglz	1.0.0.RC2		4aba3f3fd98755672ebcd43ac1516cf33afffa90
de.otto.edison	edison-togglz	1.0.0.RC3		6f10debd3d37bd1ed434be493433dd714f33a697
de.otto.edison	edison-togglz	1.0.0.RC4		0cbe726b9deaed4f42edf95e5253da314c69d74f
de.otto.edison	edison-togglz	1.0.0.RC5		6e6c8dedc723303b0f221c666e4823d5bd665ae2
de.otto.edison	edison-togglz	1.0.0.RC6		3218482d4aec31d471fd70cdead967520e3e5516
de.otto.edison	edison-togglz	1.0.0.RC7		bccb529091cf91f33f32078f4d5eb68b21a4bc35
de.otto.edison	edison-togglz	1.0.0.RC8		f58c15cca4ed27cd75bd95615e0231de8036a87b
de.otto.edison	edison-togglz	1.0.0.RC9		3cd971f3f989b1421f0a8b3b608c37ff882f3019
de.otto.edison	edison-togglz	1.0.0.RELEASE		754da69ea13301ec4393d1b8d32476e356c4938d
de.otto.edison	edison-togglz	1.0.1-RELEASE		b3f32debb9706d1183967d3eb67c09d7ddbfb00e
de.otto.edison	edison-togglz	1.0.1.RELEASE		18886e47993217fcc606590a3356101b62ad306d
de.otto.edison	edison-togglz	1.1.0		46f471985231af8341da918ff21c09f48a3b09b1
de.otto.edison	edison-togglz	1.1.0-beta.2		e8e09f71db0a65b812e1ba441b69d16ef049676a
de.otto.edison	edison-togglz	1.1.0-beta.3		92cd8cf701763bda71ab896a91d77ce6fa20535b
de.otto.edison	edison-togglz	1.1.0-beta.4		026f44466d79ab92b42323b262b794255fbc93fa
de.otto.edison	edison-togglz	1.1.0.beta1		b5674d06f6444e5aad27ce861e77e49743509f9e
de.otto.edison	edison-togglz	1.1.1		464be131755be9d2677dde357bb48cc61dc6b8c5
de.otto.edison	edison-togglz	1.1.2		b11bd78c0b1a60ffe62df3dab7b4124e5409f745
de.otto.edison	edison-togglz	1.1.3		5cbe735a6b7616ee22b39d3bb896167996b223fc
de.otto.edison	edison-togglz	1.1.4		2bb6ad103cd18ea3ae6791e4d4e312933ecbae5c
de.otto.edison	edison-togglz	1.1.5		b78a7b704d207e883ee53ac2cc473040687b5f5e
de.otto.edison	edison-togglz	1.1.6		011fb68819ba91c3507f14fc19a74d94bf063e28
de.otto.edison	edison-togglz	1.2.0		0657d2e92c841730078ac87230b9ae770c3cf45a
de.otto.edison	edison-togglz	1.2.1		aab4c0d5585c2d9f345af215c5d4bcab2d6dd92b
de.otto.edison	edison-togglz	1.2.10		01ac7e9cbedf16f5035c8b4a96e0a40b5773e4ff
de.otto.edison	edison-togglz	1.2.11		923239b48b0e2f3b98cdce29259861fa8a4dd090
de.otto.edison	edison-togglz	1.2.12		986a7d9921c449f8e9df680bfcf6a3534b3f1ad1
de.otto.edison	edison-togglz	1.2.13		99a8a74a33c31a9170fc868d98013fa1341cac5e
de.otto.edison	edison-togglz	1.2.14		58ef221da807ab676a7e6db4b5e8c01e9d309b8c
de.otto.edison	edison-togglz	1.2.15		8ec4aefdd36bb773f38e810c1bc2cddff6fe10d3
de.otto.edison	edison-togglz	1.2.16		df3c58dc162cd4186a1c97f3449d288ab930c3a7
de.otto.edison	edison-togglz	1.2.17		37ca7895c7f5139390c70a9bceba4223442e7e39
de.otto.edison	edison-togglz	1.2.18		341a0010bbdfa4afb2bf8b51999e2fd2e8e57e33
de.otto.edison	edison-togglz	1.2.19		ab3fc853aae4e9383a29a1efb7bdf746a83c2576
de.otto.edison	edison-togglz	1.2.2		ae5ae7502047badae7f20e0b43f5829abc6893c1
de.otto.edison	edison-togglz	1.2.20		105f7b69dafbf3fc0a38ae7c16cbfe79010be4be
de.otto.edison	edison-togglz	1.2.21		70eea5307c0afe16a4aae41397e10d6ccdb27e15
de.otto.edison	edison-togglz	1.2.22		f4c526ea48ede90bb1b5ced07bf8c1fc0fc8f634
de.otto.edison	edison-togglz	1.2.23		a54b3fb2f45664ce8bc9c5b1906e1a61e6d223d8
de.otto.edison	edison-togglz	1.2.24		16bcf4e29a91be100ecc9737b8785c2b9e062b02
de.otto.edison	edison-togglz	1.2.25		dbb03a365aa0dd4add37c01880d925f3b7794a39
de.otto.edison	edison-togglz	1.2.26		42e4f936e854cc684d51b6c78079276dc3345e90
de.otto.edison	edison-togglz	1.2.27		f74180144ab2fd06675a9eb0db7dd877b78f6773
de.otto.edison	edison-togglz	1.2.28		b116950e8a6698f451fe2ca89f3ce1101f6e6637
de.otto.edison	edison-togglz	1.2.29		ad8bd3125e93f3689668797f89da5d58d79a6ecd
de.otto.edison	edison-togglz	1.2.3		3a679ca84cd4c16fd93c889041017f4140203874
de.otto.edison	edison-togglz	1.2.30		7b3e3e38063eaf0aa5de16a96e2613ed1a0a406c
de.otto.edison	edison-togglz	1.2.31		5572315a207166e23786fff5a803899729bb9a9d
de.otto.edison	edison-togglz	1.2.32		f5ead027f8ce85b9b4d9444684998f91fd1f15fd
de.otto.edison	edison-togglz	1.2.33		fcccc7a92ab214c949a833982e865f9c1c8c707f
de.otto.edison	edison-togglz	1.2.34		44abcfdbb2a4bf87947b0953d48c80261e129838
de.otto.edison	edison-togglz	1.2.35		65025d70d4384a29f18b3441850e4eb56f71e5eb
de.otto.edison	edison-togglz	1.2.4		bf3546c41729841f612d08475cdbac833d2cb2d0
de.otto.edison	edison-togglz	1.2.5		83677a9699247ec0404bfff41398e6be9c1802c6
de.otto.edison	edison-togglz	1.2.6		63142ab03a7d39a32047d82f4d9f9d73b5edf426
de.otto.edison	edison-togglz	1.2.7		2032a5de97fdaa6013954d2ad7674267646a6e3f
de.otto.edison	edison-togglz	1.2.8		eb070937f8eef5241eb7aef9f662c247963eaf4a
de.otto.edison	edison-togglz	1.2.9		96634907ab18043d95da6823f3c27f056a43c2d2
de.otto.edison	edison-togglz	2.0.0		daaed8c0c22c620f75dbd36f5a6efca586c7ce52
de.otto.edison	edison-togglz	2.0.0-m1		76577bbabe578d40a184b54cf533cb987645a19f
de.otto.edison	edison-togglz	2.0.0-m2		6914e79687820e22828186ddae75a1d6faa3f1cb
de.otto.edison	edison-togglz	2.0.0-m3		e0e77193edc2274b12091ccaaecaefd82cb75a04
de.otto.edison	edison-togglz	2.0.0-m4		82b744c6e821844967b4096ba5f4ca93c4299c13
de.otto.edison	edison-togglz	2.0.0-m5		cc91dcabc77f5f34b6fc56b698447b3b33b9dd35
de.otto.edison	edison-togglz	2.0.0-rc1		fe6c8b1b20e857b930e7c3ea373bdabc8f35e710
de.otto.edison	edison-togglz	2.0.0-rc2		98116effead64d6c4e73a7a5ee9911fa62b6c2b0
de.otto.edison	edison-togglz	2.0.0-rc3		a6597fedb9b294d00ab73552d131731c045640c9
de.otto.edison	edison-togglz	2.0.0-rc4		50224d8a8453c34cb3f0dd00046e1e947b900f05
de.otto.edison	edison-togglz	2.0.0-rc5		50829439dc47083d0e71d160e54ea0b8ef366ffe
de.otto.edison	edison-togglz	2.0.0-rc6		62558a14ab6dfc241eda62f06698a0a62e5f3671
de.otto.edison	edison-togglz	2.0.0-rc7		c9df729f1dcecd6be2e73dfceb569b535b826f90
de.otto.edison	edison-togglz	2.0.0-rc8		5137c4ccfebc55a0736c47125ffa4a111d1317f2
de.otto.edison	edison-togglz	2.0.0-rc9		7aca75ba094ddab0190a3047d8b2c0a977daebcd
de.otto.edison	edison-togglz	2.0.1		aa7383e1c873525149a0a23dfce2d6ae5dda4af2
de.otto.edison	edison-togglz	2.1.0		b522abddf9ad13b4182e0c8f0518a3d04f6f92b4
de.otto.edison	edison-togglz	2.1.1		1885b578abf2b730f486de925341dfbe673a9de0
de.otto.edison	edison-togglz	2.1.2		5b62199600dbb2b29151f3e20701a65318948105
de.otto.edison	edison-togglz	2.1.3		40c6545ad3ebf2726e4e096ca2e6aad864642c68
de.otto.edison	edison-togglz	2.2.0		33d87f1324c2fba14f75bddd044a6243f0b9a211
de.otto.edison	edison-togglz	2.2.0.1		96c0ea345b07b16de29acdcb5641232d9e861b8d
de.otto.edison	edison-togglz	2.2.1		89aad832c86741c73a786a5184ccaa367979a5ca
de.otto.edison	edison-togglz	2.2.10		28cf1ef877138c7068f36ca7fcea7ac68c2506aa
de.otto.edison	edison-togglz	2.2.11		90d0f8a4df4b6a83da7124723aec831b5fa80199
de.otto.edison	edison-togglz	2.2.12		5f1a9e99878f38c10e601f1a7e70c1051c43d448
de.otto.edison	edison-togglz	2.2.2		340cdfcb5d8b86839d36ae27b84bfe22958931ef
de.otto.edison	edison-togglz	2.2.3		092ab3df266b3a39be627dcbddd848995e71fd7d
de.otto.edison	edison-togglz	2.2.4		3f3763cbbaee96290b4bbba1756ff907ec48143d
de.otto.edison	edison-togglz	2.2.5		13bd18daf75c36c7af37c259a90b49ce0754fe64
de.otto.edison	edison-togglz	2.2.6		b1a54594ac5ce0e4564e6134299b35be55828ab6
de.otto.edison	edison-togglz	2.2.7		c9e5f456a1ca676d41f64de245fd77271a9a7623
de.otto.edison	edison-togglz	2.2.8		d9dceb937b1437f03d9ddb20e3ae6a7d72e6f533
de.otto.edison	edison-togglz	2.2.9		5dfe4fd640b5762cf2e22f4134d66d14da7d5fe0
de.otto.edison	edison-togglz	2.3.0		c46bd672045d7ebabf1bc2c3890a19d3b3f6d9b6
de.otto.edison	edison-togglz	2.3.1		f8eac043bbbe10d341b046e9890930a9285fe07c
de.otto.edison	edison-togglz	2.4.0		ab322dd9cf2e207a8ebdc83ce977f869036d75b5
de.otto.edison	edison-togglz	2.4.0-RC1		b7a73396dd969e0aabaca5fe01ea72211bd32b74
de.otto.edison	edison-togglz	2.4.1		5847d6760ac855320f8b41ac2eb7946cbef255c6
de.otto.edison	edison-togglz	2.4.2		209f6a3e17219d4444c2c3744d69f895dd75228a
de.otto.edison	edison-togglz	2.4.3		14bbd351a19b07b5acd901d38d6cd62bcde10bd1
de.otto.edison	edison-togglz	2.4.4		63540430071dc143045f82d153a73693b31f09dd
de.otto.edison	edison-togglz	2.4.5		75063d80d79a76d041c120e3e325cac4a75940f2
de.otto.edison	edison-togglz	2.4.6		887e45a8e1dd4d887a6a1ba4ee97302c2c1e5a00
de.otto.edison	edison-togglz	2.4.7		6b492184b05a389d8c7e5e3ec996e22b543d115f
de.otto.edison	edison-togglz	2.4.7.1		38eb7f7a5755f6bdee0eef5153f2dd9a05e29b3d
de.otto.edison	edison-togglz	2.5.0		d1cd78d9eca4b9ab61ca822f712ee58e6da67b13
de.otto.edison	edison-togglz	2.5.1		dce3a1ab657a795b57462a859d6bf3da65555718
de.otto.edison	edison-togglz	2.5.2		0c14e7b6c0452c57c7ebf7ce817d80f082c81fc8
de.otto.edison	edison-togglz	2.5.3		4905e78e3a76ce788013ed6a00e8c92b9d700e86
de.otto.edison	edison-togglz	2.5.4		6b3eb41979d81d9551645cce04f69f74a951cd62
de.otto.edison	edison-togglz	2.5.5		99bc233446859611a584c57ab5610f7d63dbbf82
de.otto.edison	edison-togglz	2.5.6		ab6fe54aba6787e994c069f2e2152f7bb71b69ec
de.otto.edison	edison-togglz	2.6.0		18fb619cdbe6f0d7fc7e08f6e8e61c95626657a1
de.otto.edison	edison-togglz	2.6.1		ddca1519f97a497b2b1b58611b7b601e6961dbfa
de.otto.edison	edison-togglz	2.6.10		e525d1a1672c0a93255fc1d2b78dc67064e56a6c
de.otto.edison	edison-togglz	2.6.2		84bbeb058172cca7a4496a0e6441da8f810f2183
de.otto.edison	edison-togglz	2.6.2-RC1		e2a700f7a6571b2a7deb038fbdb5a2dd0d4b69c6
de.otto.edison	edison-togglz	2.6.3-RC1		27f38e16b70031d4c4b35e39fcabcf36f3a8a429
de.otto.edison	edison-togglz	2.6.4		6f29215d015571b63d3093120ab80a1ff2ec23fe
de.otto.edison	edison-togglz	2.6.5		6f5efacdc681ec0eeee667860dcae2fbda18549e
de.otto.edison	edison-togglz	2.6.6		d520518073324b9c6eebf47feafce0bfd8170a37
de.otto.edison	edison-togglz	2.6.7		cacbb7d6dde07f69dd3d66d0755049c2462cdadb
de.otto.edison	edison-togglz	2.6.8		f0cf2dea24a15b3d76223049adeaf14d28e55592
de.otto.edison	edison-togglz	2.6.9		83a8a71dcecc87d4a8d634fe856154f092e23ff4
de.otto.edison	edison-togglz	2.7.0		2ad2db82b3d77a9910d14d30201d63c949fdff0d
de.otto.edison	edison-togglz	2.7.1		f2d2fcd6fece2bbacef79271e5dbfdec44e8d551
de.otto.edison	edison-togglz	2.7.10		f29a31b62fde5026fb15d36730e4f7f43b147c60
de.otto.edison	edison-togglz	2.7.11		9cdd45f9679fbdebd7d46be116824f712d7f7ca6
de.otto.edison	edison-togglz	2.7.12		22e6edbc8341d8b8e76f60e043fab817822f9174
de.otto.edison	edison-togglz	2.7.2		89edaaf5c9725431e2db76fde22fd761ca375f4f
de.otto.edison	edison-togglz	2.7.4		a75e5838b7d9e5badd8f0c81aaf338ef5d5eba78
de.otto.edison	edison-togglz	2.7.5		896e2ea9caa837dbbddc8b539343946d6dae1f60
de.otto.edison	edison-togglz	2.7.6		683d9cdcaf16a1fe64c31622f5f57ade178d6618
de.otto.edison	edison-togglz	2.7.7		f5706951c5ad9972bac4918b7e7264165aaecb21
de.otto.edison	edison-togglz	2.7.8		e8114a208017967048d6e721e2fc10df14ce918f
de.otto.edison	edison-togglz	2.7.9		b6572bf729403e78b9993339209153c0c59cef26
de.otto.edison	edison-togglz	3.0.0		f8d722a17be9785b438cffe9e915f5d1b056bdd3
de.otto.edison	edison-togglz	3.0.0-M1		651f71952824ec9eb5486d13101caff18e11bd6a
de.otto.edison	edison-togglz	3.0.0-M2		3ab5a5c28927577c0f89d13e5f4fabb17f28df3d
de.otto.edison	edison-togglz	3.0.1		c3d74fe7de66b358094a3473ff954281731d83f6
de.otto.edison	edison-togglz	3.0.2		431d23c31003c27dee79aa702ff0f5f378a7096f
de.otto.edison	edison-togglz	3.0.3		8e39fb501c14e095e11bd6959b44ae5b172ede8e
de.otto.edison	edison-togglz	3.0.4		57864ea144b00624b0cf71aa568d7db81c78ee08
de.otto.edison	edison-togglz	3.1.0		529cf47a5db4877a60d47481ac0fcdc8ab833aaa
de.otto.edison	edison-togglz	3.1.1		e23c7d0206c8d7ea4c2febde5b766f36fe84f749
de.otto.edison	edison-togglz	3.1.2		0c20c68c7182adff8dd553e3879510297c919a1f
de.otto.edison	edison-togglz	3.1.3		b02c7260024e6765cf0c7ba232e5f1dc7549c871
de.otto.edison	edison-togglz	3.1.4		3f9122951d312bc51ba96cd061ba6b318b28a26b
de.otto.edison	edison-togglz	3.1.5		5e071dece8da6a2d086afb9cdb6e7ced521bec69
de.otto.edison	edison-togglz	3.1.6		3518e0e605a9f8bc89369bde993d9483fe5ae433
de.otto.edison	edison-togglz	3.1.7		a015954e03bc8b09d58c09a64dce55e4be7c64c9
de.otto.edison	edison-togglz	3.2.0		bef77e206b2be282b7073a9b297b4a6d3b08bf9b
de.otto.edison	edison-togglz	3.2.1		e06cdf69ff9211ffdb76ec20be64daff11ae6ed8
de.otto.edison	edison-togglz	3.2.2		a72f06e29b191771a902dd4897b53709f8ad0134
de.otto.edison	edison-togglz	3.2.3		d074adc3cfde4b6bc4524b232f47b986e7a5f11f
de.otto.edison	edison-togglz	3.3.0		c8ef521ac286282afc3ff30136ed2be145092824
de.otto.edison	edison-togglz	3.3.1		78aa14f5dd55340a8f5e3353db4f86187bdc9acb
de.otto.edison	edison-togglz	3.3.2		166de6111c3b600cd7708b3ab4ad7e3c51f5969c
de.otto.edison	edison-togglz	3.3.3		b74710f1a4db61002476c2abb77b6f49477df1ad
de.otto.edison	edison-togglz	3.4.0		c0ae20f02c8c503f876000b90d944ab423b7406d
de.otto.edison	edison-togglz	3.4.1		355285664dda4ea7cdc4959ef1b9580b6362f54a
de.otto.edison	edison-togglz	3.4.2		6d648747c9a28e61be20dfad1d0b0aa7a33b84c0
de.otto.edison	edison-togglz	3.4.3		144e3a81a28370bd8f894322d95b0bc76505490d
de.unkrig.commons	commons-net	1.2.0		43b2517437be542b4e266b13e0d53c197cceff6e
de.unkrig.commons	commons-net	1.2.1		8677f863e61c0a9ee6322af42c60373122b0ceb3
de.unkrig.commons	commons-net	1.2.10		07b41851723065f47a8560be076e4e009b50c7db
de.unkrig.commons	commons-net	1.2.11		072e28ac9e0ae48c9c989579871b7d01515f6d4b
de.unkrig.commons	commons-net	1.2.12		cafc6b048a596801207a8438268680289ea94466
de.unkrig.commons	commons-net	1.2.13		1d496039028d5ec816928d9bed4fb8f9b515a799
de.unkrig.commons	commons-net	1.2.14		b02f2ca4697fd0fb847a871dd3b4adb587724d37
de.unkrig.commons	commons-net	1.2.15		d3ccd57e9091495c3b8153df41746707b9081683
de.unkrig.commons	commons-net	1.2.16		d64b32242b498cc58851a6e573b5a77564384c42
de.unkrig.commons	commons-net	1.2.17		96a177667a801dbc5a07a4693419ea6004cc8f75
de.unkrig.commons	commons-net	1.2.18		62bbf0a5b8a9fe709abeefcf4791600bdefc0dfc
de.unkrig.commons	commons-net	1.2.19		dcbf233f53fb12b4a78ae19b821bc369727d0a2c
de.unkrig.commons	commons-net	1.2.2		2dc3a32cbc4df784f9ccfaf8a3dc852500bbdad8
de.unkrig.commons	commons-net	1.2.3		9bfdc76c64cc6413f8bd38ce7e77e952bfd3cabe
de.unkrig.commons	commons-net	1.2.4		4707fad2a9fc4664395e04d5ea7266a75589f2e9
de.unkrig.commons	commons-net	1.2.5		edaca69b942b9755f61a2a5778ba2c8ecd2c8aa4
de.unkrig.commons	commons-net	1.2.6		f0bb312f40f53655ed3b184510480fab13ca1dad
de.unkrig.commons	commons-net	1.2.7		9415b752b4461ea9baf54c7b7ece5fee05f1f698
de.unkrig.commons	commons-net	1.2.8		02b95dcbfe0fdf9611d646bf07417fbbd97cfd7d
de.unkrig.commons	commons-net	1.2.9		f1b9fd080a4d342520f0950ab395b93ae0b286e2
dev.bloodstone	mcutils	0.0.1		ad61f6616193323d41043c12178b7d124a194e7e
dev.bloodstone	mcutils	0.0.2		b0de0f957f929df0029be73b2acd97839b93e59f
dev.bloodstone	mcutils	0.0.3		ead678ae34fc6b28ccd6b8d27a14a8f240392e0f
dev.icerock.moko	resources-compose-android	0.18.0		N/A
dev.icerock.moko	resources-compose-android	0.19.0		N/A
dev.icerock.moko	resources-compose-android	0.19.1		N/A
dev.icerock.moko	resources-compose-android	0.20.0		N/A
dev.icerock.moko	resources-compose-android	0.20.1		N/A
dev.icerock.moko	resources-compose-android	0.21.0		N/A
dev.icerock.moko	resources-compose-android	0.21.1		N/A
dev.icerock.moko	resources-compose-android	0.21.2		N/A
dev.icerock.moko	resources-compose-android	0.22.0		N/A
dev.icerock.moko	resources-compose-android	0.22.1		N/A
dev.icerock.moko	resources-compose-android	0.22.2		N/A
dev.icerock.moko	resources-compose-android	0.22.3		N/A
dev.icerock.moko	resources-compose-android	0.23.0		N/A
dev.icerock.moko	resources-compose-android	0.24.0		N/A
dev.icerock.moko	resources-compose-android	0.24.0-alpha-1		N/A
dev.icerock.moko	resources-compose-android	0.24.0-alpha-2		N/A
dev.icerock.moko	resources-compose-android	0.24.0-alpha-3		N/A
dev.icerock.moko	resources-compose-android	0.24.0-alpha-4		N/A
dev.icerock.moko	resources-compose-android	0.24.0-alpha-5		N/A
dev.icerock.moko	resources-compose-android	0.24.0-beta-1		N/A
dev.icerock.moko	resources-compose-android	0.24.0-beta-2		N/A
dev.icerock.moko	resources-compose-android	0.24.0-beta-3		N/A
dev.icerock.moko	resources-compose-android	0.24.0-beta-4		N/A
dev.icerock.moko	resources-compose-android	0.24.0-beta-5		N/A
dev.icerock.moko	resources-compose-android	0.24.1		N/A
dev.icerock.moko	resources-compose-android	0.24.2		N/A
dev.icerock.moko	resources-compose-android	0.24.3		N/A
dev.icerock.moko	resources-compose-android	0.24.4		N/A
dev.icerock.moko	resources-compose-android	0.24.5		N/A
dev.zio	zio-aws-mturk_2.12	5.17.102.7		ae433e64295fd4428fb522b29df0474e7d63768e
dev.zio	zio-aws-mturk_2.12	5.17.102.8		5faf9d784b45a73490b4df2c302bea5396d3f476
dev.zio	zio-aws-mturk_2.12	5.17.102.9		63fafdd9e769b6749c2535c708f9c61403145b32
dev.zio	zio-aws-mturk_2.12	5.17.103.1		856dd76dd62c55cbdfd2352c781ac81933e94ae1
dev.zio	zio-aws-mturk_2.12	5.17.104.1		8fb6c26681912871ae41fd6da67ae6bb229f29f7
dev.zio	zio-aws-mturk_2.12	5.17.104.10		41a05228ab9a1bddb05326b20d1bed41ef75c9e3
dev.zio	zio-aws-mturk_2.12	5.17.104.11		c1e5e9a7d11fd13095d24db6ef9b9645a5b6095f
dev.zio	zio-aws-mturk_2.12	5.17.104.12		c370a627ee7deec72b2d0c48a0da4792f462bbb4
dev.zio	zio-aws-mturk_2.12	5.17.104.13		37fef40c5fb0bb2e4c824dfa94a60706b00efb1e
dev.zio	zio-aws-mturk_2.12	5.17.104.2		360e81c0453f5ca3390679728bff5e5fbff392ce
dev.zio	zio-aws-mturk_2.12	5.17.104.3		b2ec206fa680d7cd2f63045bc449b5d49e4b2bff
dev.zio	zio-aws-mturk_2.12	5.17.104.4		078210de490953e84b7b0eaa7b2cfaffd9685f0d
dev.zio	zio-aws-mturk_2.12	5.17.104.5		36c4e9bdcf53a6112ed3869ccbf84f935c1321e8
dev.zio	zio-aws-mturk_2.12	5.17.104.7		6b0464196175121ef36a6bf5f2432fab7fbfef1d
