at.released.wasm-sqlite-driver	sqlite-binary-api	0.7		a31eaf44cea1975b7a4b49dfbf78ddd6dfcce1a6
org.hdiv	hdiv-struts-2.0.6	2.0.4		e44a19117690cc9b9584995cb2b7f97de5664e9b
org.inurl.shardingsphere	master-slave-core-route	4.1.0		820e4b0e91e308d596e6a07ffa03d4fc4b95ad9d
org.jaxygen	jaxygen-apibrowser	1.0.3		c84e05ebe026ae43b933fbbf17cf5fa25c37471c
org.jaxygen	jaxygen-apibrowser	1.0.5		d7614a0402cb9b88a77ca21025b98bad86c3333b
org.jaxygen	jaxygen-apibrowser	1.0.7		c812ba509bbd73894f23b75935a5028020dada5c
org.jaxygen	jaxygen-apibrowser	1.0.8		b5459b3bdccb5c26397330a50dfcabbc052eec5e
org.jaxygen	jaxygen-apibrowser	1.0.9		2d805fcb8b46d06438f7ca8be3ee3f1f6adb20d1
org.jbundle.util.webapp	jbundle-util-webapp-proxy-archetype	0.7.2		0524401156044ec84a93f3278b336daf67217fbd
org.kie	kie-addons-springboot-monitoring-core	10.0.0		1415521eed4f5ce8433447ee88711f23d181e8b5
org.kill-bill.commons	killbill-skeleton	0.10		39fde7db834d4df827678967c44f2bf7e4ba3269
org.kill-bill.commons	killbill-skeleton	0.11		b87518ff49de03b9f8094cea7e0e9444e7992c46
org.kill-bill.commons	killbill-skeleton	0.12		fb7fdfbae8e264074b864dc43dfa134148a23000
org.kill-bill.commons	killbill-skeleton	0.13		6e16293b823692cb52387f5a4baa53398e58ec11
org.kill-bill.commons	killbill-skeleton	0.14		17eda199908d388b702c36abb1ec670a17d0781a
org.kill-bill.commons	killbill-skeleton	0.15		6fe8bced977c4d03f68bc4b49af9c05b27476b8b
org.kill-bill.commons	killbill-skeleton	0.15.1		0c040b3d0562d5d9bc8a1e73fbb980fa9bd5576e
org.kill-bill.commons	killbill-skeleton	0.15.2		56491019bd03d5da3f27d39042fb10cabe97d7fa
org.kill-bill.commons	killbill-skeleton	0.16		24c3cbc3b885f1418fda439af7d9eea1f27929df
org.kill-bill.commons	killbill-skeleton	0.17		16a235daf84104a5a6fb04cfaff5069611b2793c
org.kill-bill.commons	killbill-skeleton	0.18		80560404069f69b3110d956cd0d698180df8b3b7
org.kill-bill.commons	killbill-skeleton	0.19		967f744ff0d2d7d1d958293753748beb8c62b8cd
org.kill-bill.commons	killbill-skeleton	0.2.12		24072726300c12b51e74f1c7fe6635420c69ebd6
org.kill-bill.commons	killbill-skeleton	0.2.13		92766cf49faa82871c537350b167ad00f3b04341
org.kill-bill.commons	killbill-skeleton	0.2.14		d01915ce74755d4596e451615aa190646505ba5a
org.kill-bill.commons	killbill-skeleton	0.2.15		a974fd6bb3fa0570bbdaf3c4a2957d856db72296
org.kill-bill.commons	killbill-skeleton	0.2.16		a4dac3e62973e390f0f34d8ebd34bff59e47bb9e
org.kill-bill.commons	killbill-skeleton	0.2.17		b7a63949dc40ae4f444d100e1fa57ad9b7d34768
org.kill-bill.commons	killbill-skeleton	0.2.18		713ac6d295747bacd87e05d2dbd377932dac18fb
org.kill-bill.commons	killbill-skeleton	0.2.19		19039bef35b9b4c251e7fc8b1dcdaa45b74fcec0
org.kill-bill.commons	killbill-skeleton	0.2.20		20a096825e458408f67eb9792aaff4d241a61b27
org.kill-bill.commons	killbill-skeleton	0.2.21		8114bf0f05db4abcb3055e89cb3484ccf4d89355
org.kill-bill.commons	killbill-skeleton	0.2.22		34651bf25b1c1e3f03b1cfcc761ed2b58d841c41
org.kill-bill.commons	killbill-skeleton	0.2.23		2549c297d265ad492132c9fb2173ac57798f2f42
org.kill-bill.commons	killbill-skeleton	0.2.24		90f15982a78c281fc4563558540eaeb988a658e1
org.kill-bill.commons	killbill-skeleton	0.2.26		2e29edbc780ad7a547cdf3fac998e075e0895363
org.kill-bill.commons	killbill-skeleton	0.2.27		6580cf4f4f5a9adf49e4c7d966c0e7e233132c2a
org.kill-bill.commons	killbill-skeleton	0.2.28		a7ce50fe2750eec43921f6b5ce4177a0ef99f702
org.kill-bill.commons	killbill-skeleton	0.2.29		33bcda77ae26550a5b273f30ac76607e1187df38
org.kill-bill.commons	killbill-skeleton	0.2.30		aa1fedc457604ec7e5593a9e9bc5571869178314
org.kill-bill.commons	killbill-skeleton	0.2.31		0d144589a4a38e3623d7384bf29db3069c3379f9
org.kill-bill.commons	killbill-skeleton	0.2.32		ceefbc738b941f669245a684242cfa4d3c39cfac
org.kill-bill.commons	killbill-skeleton	0.2.33		a99c33f40ee061fb5b210a783f57cff7140f9a96
org.kill-bill.commons	killbill-skeleton	0.20		3cfe6797ee5f4c415aa838203e6f6584c0d0ca3b
org.kill-bill.commons	killbill-skeleton	0.20.1		187526f8476c5dd454b85a8c71c172f52a689c67
org.kill-bill.commons	killbill-skeleton	0.20.10		c65b330ce7742908d64d43c03edb7a2b92039e0b
org.kill-bill.commons	killbill-skeleton	0.20.11		78dcee226b8f76f23688fe54b8ae2195d8784119
org.kill-bill.commons	killbill-skeleton	0.20.12		3dc06a97a00557a651d69e3abc3c97521eb0a600
org.kill-bill.commons	killbill-skeleton	0.20.13		50baf8fc2d751b485479e0c2b1ec49b50ef9205f
org.kill-bill.commons	killbill-skeleton	0.20.14		3b15931e9eb2c8df3fa7dfbc1b43aaa7920c10b2
org.kill-bill.commons	killbill-skeleton	0.20.15		b71908b37ba6ff17f34067b97ff5673f00fdfde6
org.kill-bill.commons	killbill-skeleton	0.20.16		405503cbf7b5eae4eb264288c7a94ec8880dda83
org.kill-bill.commons	killbill-skeleton	0.20.17		5d3969b44374c7e2743d8e5ce27accc97c4cc799
org.kill-bill.commons	killbill-skeleton	0.20.2		405de173e04d0aebd005435fc91c244893fe013e
org.kill-bill.commons	killbill-skeleton	0.20.3		154a30d2be516dd618e41f07140632091b02853d
org.kill-bill.commons	killbill-skeleton	0.20.4		cca728d51d4ef91d3653f453888abf9bd960783a
org.kill-bill.commons	killbill-skeleton	0.20.5		193006550802a5bd31fead052cc8368093d00017
org.kill-bill.commons	killbill-skeleton	0.20.6		64541e41f209429dae707d0aed8716f1c8f0d2f4
org.kill-bill.commons	killbill-skeleton	0.20.7		04bec67a6d7ffc31b32d37f935f9043e9b2a20a3
org.kill-bill.commons	killbill-skeleton	0.20.8		9d7d23a12b94283e48212fdff3a98d7b6507ad9c
org.kill-bill.commons	killbill-skeleton	0.20.9		b2d3f706726da0a640a4137c0e89480486dcaa40
org.kill-bill.commons	killbill-skeleton	0.21.0		c1ea8202cb6c3d6c7694aa5053021adb272d97ff
org.kill-bill.commons	killbill-skeleton	0.21.1		808159c578e43f09b61eb67a60ddb33e4e1f062c
org.kill-bill.commons	killbill-skeleton	0.21.10		c5e229dd6cbe7b0724629392049899920baf1caf
org.kill-bill.commons	killbill-skeleton	0.21.12		82ed202cce2f496780dda444406761db1cb47a59
org.kill-bill.commons	killbill-skeleton	0.21.13		d6a40d6d1a4a89bbfafafe44348f9634f29f933d
org.kill-bill.commons	killbill-skeleton	0.21.14		9a1260f03f3c2136756a2a2f6ecd5cd5e2f768eb
org.kill-bill.commons	killbill-skeleton	0.21.15		f52a9cb7d503ad6660169bb6e5f1ba55cb75bd3b
org.kill-bill.commons	killbill-skeleton	0.21.2		458f146904e1dbab17a4bd5aa34192bfb317b15f
org.kill-bill.commons	killbill-skeleton	0.21.3		93eac0352436fb04fba24aaa23764faf6e6c8a3c
org.kill-bill.commons	killbill-skeleton	0.21.4		8d454935cfc11d80d6db2b3f8926a1c15db4042e
org.kill-bill.commons	killbill-skeleton	0.21.5		e87e5482784a389e75ebb09c77c224f5e515d05f
org.kill-bill.commons	killbill-skeleton	0.21.6		5420cdd7cf5118027681086a570b7eb9f37d47ca
org.kill-bill.commons	killbill-skeleton	0.21.7		6910ded4f8622e7be66181c2f6e77b6e71201599
org.kill-bill.commons	killbill-skeleton	0.21.8		8b84745bbf1cb047d2cbc02d4c6212753bae7ef6
org.kill-bill.commons	killbill-skeleton	0.21.9		2ee7145898c933a18ee7426f71dd0f0666cb1537
org.kill-bill.commons	killbill-skeleton	0.22.0		efd9d7b10bebbf7bb626b97bdcbd5bd1e186e5fd
org.kill-bill.commons	killbill-skeleton	0.22.1		ec17ceb4ec4962366ff96132fcc02f08c909eaca
org.kill-bill.commons	killbill-skeleton	0.22.2		6254035f9d2460a7af3bdea2022f169cd26a1f44
org.kill-bill.commons	killbill-skeleton	0.22.3		2e68f952eacb8627890510552ba49dd3f52bedf9
org.kill-bill.commons	killbill-skeleton	0.22.4		6f9d723e6dacc9b69b49f524da723ce29ebd378e
org.kill-bill.commons	killbill-skeleton	0.22.5		8cf2ae49aadeb22853837909aa5fa68c27b5a48b
org.kill-bill.commons	killbill-skeleton	0.23.0		771720ca8b4932738ab1608b0cbf1c96f143b734
org.kill-bill.commons	killbill-skeleton	0.23.1		499472a2d6ecd73b044b0d44f5be8c76b7cbd212
org.kill-bill.commons	killbill-skeleton	0.23.10		9e3acf5881a3f374a53960076b37985780877b22
org.kill-bill.commons	killbill-skeleton	0.23.11		ae9851a1bd8835859827b9438dc9546c334a94e7
org.kill-bill.commons	killbill-skeleton	0.23.2		7f79ab1addb3051fecfe35807b94b7635afcfebb
org.kill-bill.commons	killbill-skeleton	0.23.3		db7aa7ed0ca6b8f2a27a125f31c39dce1afa719a
org.kill-bill.commons	killbill-skeleton	0.23.4		152462f4ed9f0971ae0577a521a9bb84b9d4d5c6
org.kill-bill.commons	killbill-skeleton	0.23.5		ae33165f4f0dfd7f76f56f42f5a601bb8943acef
org.kill-bill.commons	killbill-skeleton	0.23.6		b8deb5ec68b799fd3033f01329e70edcf62b0096
org.kill-bill.commons	killbill-skeleton	0.23.7		6c4f8562eb41064b6e7d61e2566cb1b23f9405bb
org.kill-bill.commons	killbill-skeleton	0.23.8		7af7c3fd0b2a84c095c8f4c68b5d1463922ed467
org.kill-bill.commons	killbill-skeleton	0.23.9		33605818b051866162860aae41ddee95780b20a6
org.kill-bill.commons	killbill-skeleton	0.24.11		07d71232c0d0ea703e17f1cd73cead4e1c5b228d
org.kill-bill.commons	killbill-skeleton	0.24.12		dfc5e1286d7551a8f3018a25077ef5e35693febb
org.kill-bill.commons	killbill-skeleton	0.24.13		16372be5f415c4f9463f6dc9fab8f984d557b458
org.kill-bill.commons	killbill-skeleton	0.24.14		24b42f5d044d9359a1e3beb2044f8bdf8553f0ac
org.kill-bill.commons	killbill-skeleton	0.24.15		dd7e5f7e0d04d00bdda4ad178a4160abec790683
org.kill-bill.commons	killbill-skeleton	0.24.16		4550e8a70a3a3a72a4bfeb8057b7d1b6d24020b1
org.kill-bill.commons	killbill-skeleton	0.24.17		b3b8c621942e7bc22a1064b871bc9ae504479d61
org.kill-bill.commons	killbill-skeleton	0.24.18		1a4674d737d83a788702727c29a59e5772cb4f75
org.kill-bill.commons	killbill-skeleton	0.24.19		1a3888fbde6607a7b0a6c2e2730351114725bfe7
org.kill-bill.commons	killbill-skeleton	0.24.2		7eea96bb028e6456d5f3044c796031ae4254aa54
org.kill-bill.commons	killbill-skeleton	0.24.20		774f31672badc92fb26b04fee2f9abf08ee8300d
org.kill-bill.commons	killbill-skeleton	0.24.21		a65a5af05c81d52cb20c2f2ed456035d9f3f7f62
org.kill-bill.commons	killbill-skeleton	0.24.3		46c01d5dcb86aa04f84f8089b2aa2fd022fd308c
org.kill-bill.commons	killbill-skeleton	0.24.4		94d9c43cd1c5aa1423d55c7960fca457d33708e8
org.kill-bill.commons	killbill-skeleton	0.24.5		5dcf7318705494bed62c3cdf3a33abecaacbc832
org.kill-bill.commons	killbill-skeleton	0.24.6		c85d2ec0f98da8bdda4edb2423e6a64844be8ceb
org.kill-bill.commons	killbill-skeleton	0.24.7		164b6ef5c8d61b7c25e252039f65f8308d29dcf3
org.kill-bill.commons	killbill-skeleton	0.24.8		a78e929f06ed2f3e044e993c6c1edbae7d5ecce5
org.kill-bill.commons	killbill-skeleton	0.24.9		95169b32afec091ee5b90ca993b9dfcd97e67f4a
org.kill-bill.commons	killbill-skeleton	0.25.0		0164353823ee1d0de640af5d552f624099766844
org.kill-bill.commons	killbill-skeleton	0.26.0		ed51137bd28dedd98d88a30d67416f6827c22a34
org.kill-bill.commons	killbill-skeleton	0.26.1		5739de6b8f226b8b4a668d5c13ff2fcce50102d4
org.kill-bill.commons	killbill-skeleton	0.26.2		35a6fd1873cac5f7614ebc9c9f5fa5516f829c3b
org.kill-bill.commons	killbill-skeleton	0.26.3		9d64ed3cf8d743b7b5d7e37967d97720f4bf0b37
org.kill-bill.commons	killbill-skeleton	0.26.4		309c39028fc7adb17f9a1bf29ec3cedb1dabbce6
org.kill-bill.commons	killbill-skeleton	0.26.5		871e32318f0ee7eac5204e23e5cb6b0b04093aa8
org.kill-bill.commons	killbill-skeleton	0.3		ea09dd289028d1537396945480ccbfca515e15dd
org.kill-bill.commons	killbill-skeleton	0.4		24cd26c88f4df6e2de1d966d00fc63e61962b700
org.kill-bill.commons	killbill-skeleton	0.5		68be482c51231e2e79e71ebcc7a9c0d75f5b736e
org.kill-bill.commons	killbill-skeleton	0.6		6449de64fe629f5cd4eee4ad18ada9a7909b401c
org.kill-bill.commons	killbill-skeleton	0.7		1985f0976bca381c40d7b36fa2b192fe2e4d8e28
org.kill-bill.commons	killbill-skeleton	0.8		f03ebfe8555bcccb40fb4a3931ba3053b18bc151
org.kill-bill.commons	killbill-skeleton	0.9		59a645bb5de1ec50ed173ed199d0850cf5002d91
org.netbeans.api	org-openide-util-lookup	RELEASE100		55531310313cfb07c8b303ab76c8e2807565dc8b
org.netbeans.api	org-openide-util-lookup	RELEASE110		afcde9aa1fd6132b77f3d4e0ae89012c8324694a
org.netbeans.api	org-openide-util-lookup	RELEASE111		b056afd3aaa25c561e75d5f80659f9d7595a4a45
org.netbeans.api	org-openide-util-lookup	RELEASE112		790100140dd8865bb90b0d94807b84329451fe22
org.netbeans.api	org-openide-util-lookup	RELEASE113		a2402c4455a53bf5f03ab6743e18ba630fe97096
org.netbeans.api	org-openide-util-lookup	RELEASE120		eb0bee1e460cb21e8b9c49927e36310686d7efe0
org.netbeans.api	org-openide-util-lookup	RELEASE120-1		b0408a6db9066dd7e7fada391e0cc2cde0d6efd5
org.netbeans.api	org-openide-util-lookup	RELEASE120-u1		51d2e2144c763757f4daccada858aea2bf2298d9
org.netbeans.api	org-openide-util-lookup	RELEASE121		6260f0427e244530dc4d98202b9c5b75d87770ee
org.netbeans.api	org-openide-util-lookup	RELEASE122		6256fe5f371593f8d1d7cd4e732da5979e9577b5
org.netbeans.api	org-openide-util-lookup	RELEASE123		b1b3907c9018dd24434bf7cc7bbbac7e96bfe5dd
org.netbeans.api	org-openide-util-lookup	RELEASE124		11f29f98fe883938b64e1219a73c6cf2a38ceece
org.netbeans.api	org-openide-util-lookup	RELEASE125		6454f526793a0e76e52a038dbca9e00972a06481
org.netbeans.api	org-openide-util-lookup	RELEASE126		49ba13a5764088f3cccbf3bbb363ee4230c8fc0a
org.netbeans.api	org-openide-util-lookup	RELEASE130		4de45ef5826e4ff45d30ced3373d99b9cc975128
org.netbeans.api	org-openide-util-lookup	RELEASE140		57bb56536d300320360fc488b784f9f70f3a8e63
org.netbeans.api	org-openide-util-lookup	RELEASE150		46431c7467f39bc8239930f68ce47787f76939ae
org.netbeans.api	org-openide-util-lookup	RELEASE160		7a4f98db476e131095d15be841daff1deb3a73c6
org.netbeans.api	org-openide-util-lookup	RELEASE170		017afaf7674e3530d866404d145590ebbc1237a7
org.netbeans.api	org-openide-util-lookup	RELEASE180		3392f14ad7125e85e46bcc98dfb7c323afef7f89
org.netbeans.api	org-openide-util-lookup	RELEASE190		9dd1a54bed18a06112ac11ac2adbad65ee3b0cc7
org.netbeans.api	org-openide-util-lookup	RELEASE200		9ebe9079b9b9cb9552d06f78d7cccc4b2a2a948d
org.netbeans.api	org-openide-util-lookup	RELEASE210		6e68cefc2a75eccb8a5be46b9db65e800841c070
org.netbeans.api	org-openide-util-lookup	RELEASE220		0d6661b0943575232d6529c67fcf89a6cace3152
org.netbeans.api	org-openide-util-lookup	RELEASE230		c115d3accd9985b1d12a518c17585a283e3f9eb3
org.netbeans.api	org-openide-util-lookup	RELEASE240		2cfbe6eaa9933a8e246c7e204edbf18246151dab
org.netbeans.api	org-openide-util-lookup	RELEASE250		5a637862c8b52b6cbe662817d5144a116d1a36e9
org.netbeans.api	org-openide-util-lookup	RELEASE90		0c0f5ac454f18be7fdc6dd6e5725531f568e1d5b
org.opencds.cqf.cql.ls	cql-ls	1.5.2		985b81ce79d6b95205569c16482d30e20db3fcda
org.opencds.cqf.cql.ls	cql-ls	1.5.2	shaded	4b04405b8a5c91ba60ce58209effc850d8bbf0d6
org.opencds.cqf.cql.ls	cql-ls	1.5.3		bc2cf0864e60dea39d72008d503bbeadda405b3f
org.opencds.cqf.cql.ls	cql-ls	1.5.3	shaded	e4e53aa7fd93d9697e3fdeb0e8a4fe25a750effe
org.opencds.cqf.cql.ls	cql-ls	1.5.4		70342a4c6a8c033fab64e8665b2cb1c07d523965
org.opencds.cqf.cql.ls	cql-ls	1.5.4	shaded	f43040ae69b56b2d137959e065d2772123d50be8
org.opencds.cqf.cql.ls	cql-ls	1.5.6		cd5dac60cce33f3cc6468531f2b39ab9b8e81657
org.opencds.cqf.cql.ls	cql-ls	1.5.6	shaded	71723c6670cf5ea8acd6b4485c94c9a951564027
org.opendaylight.dluxapps	topology-bundle	0.5.0-Carbon		8a270af9aa55ddfcb82068bdf05dd2649d29dec4
org.opendaylight.dluxapps	topology-bundle	0.5.1-Carbon		786a0e0b21a4596aabf2f0c5c417200a65661cc8
org.opendaylight.dluxapps	topology-bundle	0.5.2-Carbon		5884b7f48a8f981c90b10ba472a4e0948a005a69
org.opendaylight.dluxapps	topology-bundle	0.5.3-Carbon		ecb067cb6a30c738b35cd86714769796c3de7b14
org.opendaylight.dluxapps	topology-bundle	0.5.4-Carbon		5f85b3e0f09cbac0deffb43b5f407db5c18d677b
org.opendaylight.dluxapps	topology-bundle	0.6.0		fabde2996c1779668dc3f223c3af5d7efee6e930
org.opendaylight.dluxapps	topology-bundle	0.6.1		7f511adfaee1d296d36799dd2c2cc155473623bc
org.opendaylight.dluxapps	topology-bundle	0.6.2		9f017b92d8ad3d94c319a7f8ba19e1c1d9d70849
org.opendaylight.dluxapps	topology-bundle	0.6.3		13f1d22b90147a8433fc95b5731fe5b691e8644b
org.opendaylight.dluxapps	topology-bundle	0.7.0		d1105a2df1148f08555438c1f7502840279cf559
org.opendaylight.dluxapps	topology-bundle	0.7.1		f059a3e81746b2ec4b3f3a53774ef64518b97594
org.opendaylight.dluxapps	topology-bundle	0.7.2		a588e30c23fe535fdb5b3552cd3259395871ebf0
org.opendaylight.dluxapps	topology-bundle	0.7.3		c513c7176da8b5cc7bedf319c9881235741e2404
org.opendaylight.dluxapps	topology-bundle	0.7.4		c923c6c4d29d437526a27f5eb45b51809d48c012
org.osgi	org.osgi.service.deploymentadmin	1.1.0		fc8e4ea19554e5812deff3d85f7130b0ca4e2b25
org.ow2.frascati.mojo	frascati-compiler-plugin	1.3		0d321e0876e4419bb2bbd4d3e50a714940d24bf9
org.ow2.frascati.mojo	frascati-compiler-plugin	1.4		44660c32bb6adb70ff93bb0c46c8196850a5942c
org.ow2.jonas	jonas-services-datasource	5.2.0		5a6e69cf8e4f7dd540adf471130e41c02b3be9ef
org.ow2.jonas	jonas-services-datasource	5.2.0	ipojo	d93cf76fbd1a3feaa1b206a3672f9a6775d2d009
org.ow2.jonas	jonas-services-datasource	5.2.0-M3		128b87b6356f13b24c0d8b6c63014242c717edc7
org.ow2.jonas	jonas-services-datasource	5.2.0-M3	ipojo	b6effb49ad8471dafa9b3f6cb282245a8137f057
org.ow2.jonas	jonas-services-datasource	5.2.0-M4		d6875fb5fc62c0d785aaa987dbc72d93af6b7691
org.ow2.jonas	jonas-services-datasource	5.2.0-M4	ipojo	9f8072222bb7e4fd0394af77284e134edc74fe6f
org.ow2.jonas	jonas-services-datasource	5.2.0-M5		8554337f2251580a24f7f7e66081ae56fdd7c39c
org.ow2.jonas	jonas-services-datasource	5.2.0-M5	ipojo	03cdfd531576983db9c25c7f53fe3a51787fac1b
org.ow2.jonas	jonas-services-datasource	5.2.0-RC1		b4e153f18d0382843a9d495a9e2360ea95e7af43
org.ow2.jonas	jonas-services-datasource	5.2.0-RC1	ipojo	cf18d5aa5ce865d823825b024e411a6ffefce027
org.ow2.jonas	jonas-services-datasource	5.2.1		7a1d206b31558b2efeedbdd36fa8176809e7cd54
org.ow2.jonas	jonas-services-datasource	5.2.1	ipojo	3e0c3a277b03ab0a2e8fa20614e8e267cee49ab2
org.ow2.jonas	jonas-services-datasource	5.2.2		6a9f693379a754d56efa03b1af70538be7da8bff
org.ow2.jonas	jonas-services-datasource	5.2.2	ipojo	e8c8878527726da0dc1059e23eb437f949440313
org.ow2.jonas	jonas-services-datasource	5.2.3		2ec2177bfa47271def06f050680c44cb7bb4fb97
org.ow2.jonas	jonas-services-datasource	5.2.3	ipojo	1e55293256cef756110551a22bcc90dcfc772410
org.ow2.jonas	jonas-services-datasource	5.2.4		c3253762f3050ea246ae55ca16dee13efb870534
org.ow2.jonas	jonas-services-datasource	5.2.4	ipojo	e026ea3aefec37faef0c08150cbab9448cf1d45a
org.ow2.jonas	jonas-services-datasource	5.3.0-M1		c91cf6cb3003df9bfa23066c5d5bc10d0f3d0abe
org.ow2.jonas	jonas-services-datasource	5.3.0-M1	ipojo	0569128457d62b6cac4eec1759f2c91e2d3d8cf5
org.ow2.jonas	jonas-services-datasource	5.3.0-M2		1e1847e0c286040579e198902171eed0fda375c6
org.ow2.jonas	jonas-services-datasource	5.3.0-M2	ipojo	15aa623be3b75b1d196a1b5a4bf2342dd1e40a80
org.ow2.jonas	jonas-services-datasource	5.3.0-M3		58c6831d5e3b656bb81317f80e10dece4826e180
org.ow2.jonas	jonas-services-datasource	5.3.0-M3	ipojo	b5c03cc322637e4782d556b2e591f1ceae78f00a
org.rocksdb	rocksdbjni	10.0.1		f3a2af16562956e733b8766070ef38df5ffde1f1
org.rocksdb	rocksdbjni	10.0.1	linux32	8c99725a078ba3f10a17a2b85507bcc857dc46eb
org.rocksdb	rocksdbjni	10.0.1	linux32-musl	e237c3027dd26723cd75cbe81c772b219b6d14c6
org.rocksdb	rocksdbjni	10.0.1	linux64	a2212db7a08100debe57b728f74f342334814f78
org.rocksdb	rocksdbjni	10.0.1	linux64-musl	4332a371b5e03096a2a5d5d1a2e2a1dc0b4ba670
org.rocksdb	rocksdbjni	10.0.1	osx	d9f0bb271a3de7f3f58ae19cf687d7ef15e7845c
org.rocksdb	rocksdbjni	10.0.1	win64	892280e69bc0cbd7e8b70255788000554f146409
org.rocksdb	rocksdbjni	3.10.0		7a62eaaa4af70e146bf975be2813c9eb9b3e64f4
org.rocksdb	rocksdbjni	3.10.0	linux32	9c877721a950e50fbbdf05f9530510e89b342305
org.rocksdb	rocksdbjni	3.10.0	linux64	9add3e0a004b4924c6c55731df7b693d22892f11
org.rocksdb	rocksdbjni	3.10.0	osx	bc6ab094e9c3bf9da1d4e9f139acf129dca0cc0f
org.rocksdb	rocksdbjni	3.10.1		dc05db08489f7577e16e1d55d9f147577e72f2fa
org.rocksdb	rocksdbjni	3.10.1	linux32	e2c73908173b777346de890426050f3e5f529f08
org.rocksdb	rocksdbjni	3.10.1	linux64	7eaa7ce513441fad92ad913b569587bc66592214
org.rocksdb	rocksdbjni	3.10.1	osx	e5f9d329c696737c93d3668e42e114dbffd813d0
org.rocksdb	rocksdbjni	3.13.1		1001d33b0a04439ba53bc432421917a18b5a8787
org.rocksdb	rocksdbjni	3.13.1	linux32	2ca2d8a6501230bdc1605c7e745eb1a1be3d9acb
org.rocksdb	rocksdbjni	3.13.1	linux64	979dba7a3af1f02b3d8c4382dd9b8310e33c8f2b
org.rocksdb	rocksdbjni	3.13.1	osx	9f0594c52b2cf1527b16e8b50dc0ca994be636cf
org.rocksdb	rocksdbjni	3.5.0		004f55d2d44e9e24bedcac4b50ddea4af7bd16f8
org.rocksdb	rocksdbjni	3.5.0	linux32	fc20c9d197b6d119763d11863e80586eccb3d161
org.rocksdb	rocksdbjni	3.5.0	linux64	a8f1d5631318e8f61e2bc31c50c82f799fc69c35
org.rocksdb	rocksdbjni	3.5.0	osx	e95f4c1198e29009f60110599157de940abe8dc6
org.rocksdb	rocksdbjni	3.5.1		8fc1f9b3b8bfaf06e9f5a0ed9c019e4e92b14e83
org.rocksdb	rocksdbjni	3.5.1	linux32	8c9fdc14d113a10c635bf4883e9021654e496b62
org.rocksdb	rocksdbjni	3.5.1	linux64	a2b87a5d8637aa93935422ff2a7b27d4659f3080
org.rocksdb	rocksdbjni	3.5.1	osx	6d66324de25dcadd59466fdd2eefb468a0140ff8
org.rocksdb	rocksdbjni	3.6.1		23e2bd1756e17301c2ef245fcf13d4b5f09fd048
org.rocksdb	rocksdbjni	3.6.1	linux32	17a92408db2ee0b0fb7c99612fab598fffd7dc68
org.rocksdb	rocksdbjni	3.6.1	linux64	9826571002132093afc8195cbc45d49cfb5c030e
org.rocksdb	rocksdbjni	3.6.1	osx	1ea2b6bee87989db3d97b1ba7c167b705781751a
org.rocksdb	rocksdbjni	3.6.2		fac225d8df42d678dca3f0770a24a4fe70d1403a
org.rocksdb	rocksdbjni	3.6.2	linux32	34b3ef3ac54258561b8d999df1006a5f3eee26ad
org.rocksdb	rocksdbjni	3.6.2	linux64	8fe7237fb7f03943c7d0d8506878e32d67528ec4
org.rocksdb	rocksdbjni	3.6.2	osx	a9b0f008111c65d2a2a447e7e5ffb202b74d3a4a
org.rocksdb	rocksdbjni	3.7.0		c4122f1ef9d6d203f53481c1b029647b895ca4a5
org.rocksdb	rocksdbjni	3.7.0	linux32	f7d442416ec5a1312f5e563db3442926f7edddda
org.rocksdb	rocksdbjni	3.7.0	linux64	c338e4b8e78e4a596db5653b859c0f327dc99bd6
org.rocksdb	rocksdbjni	3.7.0	osx	2ccc177aa406efdb55cf576b63376ec00976cb09
org.rocksdb	rocksdbjni	3.8.0		c33075a154df4b9c4fe0246f6ac7cfda62e97ccc
org.rocksdb	rocksdbjni	3.8.0	linux32	f4ccbc933664791151f55d1eb9200336e188eb0f
org.rocksdb	rocksdbjni	3.8.0	linux64	927557bc2375f49512c156118e45dbb69ec3fafb
org.rocksdb	rocksdbjni	3.8.0	osx	ed08414815beb038f189013395719b8dacb9f6d4
org.rocksdb	rocksdbjni	3.9.0		bad269bc9230d0d261bf798a20678098762405c2
org.rocksdb	rocksdbjni	3.9.0	linux32	ed34791eaf2739f94471ccd991e0bc13cc301b8f
org.rocksdb	rocksdbjni	3.9.0	linux64	b5aab943ec94b68b5ea09781974ed5feb0456525
org.rocksdb	rocksdbjni	3.9.0	osx	5211ffbcda8808611894c43f498336a0210448ee
org.rocksdb	rocksdbjni	3.9.1		d4ea538468896541a2bb777575d50fb6e1520c15
org.rocksdb	rocksdbjni	3.9.1	linux32	edebc6b5eaa732b88ba6ec8eabf94add0a62bf12
org.rocksdb	rocksdbjni	3.9.1	linux64	6411a3ddef11e326b9f00dcf4dc67fb68be4bb94
org.rocksdb	rocksdbjni	3.9.1	osx	1850076b2de348a9d6adc03e8c51e92e6d1dd488
org.rocksdb	rocksdbjni	4.0		542416971b3b1869e157189708613c5cef0534c3
org.rocksdb	rocksdbjni	4.0	linux32	d945892b3ed651eb8010fa01a3dd3083c8d97d62
org.rocksdb	rocksdbjni	4.0	linux64	cf2c1d12da632c1d0f5e2b7f8b3b75757bd1474f
org.rocksdb	rocksdbjni	4.0	osx	c653bf4e181fb21dbf9a5f3a449b62f4ea689888
org.rocksdb	rocksdbjni	4.1		46394a293847b4f429b02783932ed99bab403397
