ch.dvbern.oss.commons-logging-mdc	dvb-commons-logging-mdc-parent	0.0.2		N/A
dev.zio	zio-aws-lookoutequipment_3	5.20.7.2		7e4f8578024ee408375d8b2d2ceff9438ca01e7a
dev.zio	zio-aws-lookoutequipment_3	5.20.7.3		df0cf7e0999e86d21e7eed930ce5d6a1d335709d
dev.zio	zio-aws-lookoutequipment_3	6.20.103.1		659e2ef62f4c5e5523b16152dee1c2dcbe0cc8de
dev.zio	zio-aws-lookoutequipment_3	6.20.103.2		0e155b461a4ffa485aba5f4235f80ae992d2e1ca
dev.zio	zio-aws-lookoutequipment_3	6.20.115.1		65c319d7ee56f310c94fc2c5c1f81b182254a624
dev.zio	zio-aws-lookoutequipment_3	6.20.115.2		5ad0fddc065fed43878c76dbf4ad63a1c145ea71
dev.zio	zio-aws-lookoutequipment_3	6.20.120.1		635570d62b31d1156f4341b55d5c553317933865
dev.zio	zio-aws-lookoutequipment_3	6.20.149.1		f840be701144266c79243255b5ca5285900ab1f2
dev.zio	zio-aws-lookoutequipment_3	6.20.149.2		90a4afbe628b000c6df8799345518d901cf1e641
dev.zio	zio-aws-lookoutequipment_3	6.20.162.1		41e4b4e32af85f97bbd1fec51e84b6151f4a8fd2
dev.zio	zio-aws-lookoutequipment_3	6.20.162.2		7f5e01166f0fe071202b4a0fcd031f69e125dc58
dev.zio	zio-aws-lookoutequipment_3	6.20.42.1		eef5898fa7f01edd208d331725a4fcb41edecb09
dev.zio	zio-aws-lookoutequipment_3	6.20.42.2		5336ed4585eb2e078625976143b03db8aaf484c9
dev.zio	zio-aws-lookoutequipment_3	6.20.47.1		de246d80877e4a4495a47f4eec292f269f1a9617
dev.zio	zio-aws-lookoutequipment_3	6.20.56.2		b02ecc3d205b128b9828f45bd3a0bf7753e2c3fd
dev.zio	zio-aws-lookoutequipment_3	6.20.58.1		178ff5bc3374730226148e6e328eacbb531127ac
dev.zio	zio-aws-lookoutequipment_3	6.20.58.2		a9474a8a60f07da94ae401cdea9e26fe0ec1be4d
dev.zio	zio-aws-lookoutequipment_3	6.20.58.3		2cd9f62821f2c4976ae45810db49bcb176fa7eab
dev.zio	zio-aws-lookoutequipment_3	6.20.61.1		c275fa4b9899039786adc2f9cce14c12bc80430a
dev.zio	zio-aws-lookoutequipment_3	6.20.69.1		2cd1e064c7b60dfd350a5cf4b382b85662ee27bf
dev.zio	zio-aws-lookoutequipment_3	6.20.69.2		b6df23c8b4214c56be4d7a0414c4a32ba530d770
dev.zio	zio-aws-lookoutequipment_3	6.20.74.1		6f09ed54ebab9154fdf5a7ce958ef2ce6fa2ee61
dev.zio	zio-aws-lookoutequipment_3	6.20.74.2		44e02baa455833b06f1fc04b530d5f6e0fd25390
dev.zio	zio-aws-lookoutequipment_3	6.20.78.1		7b934a126590315d803de58cb9cc87ca7239f861
dev.zio	zio-aws-lookoutequipment_3	6.20.78.2		1c7b073e2d57807c4e6e23db609c9f57b4a30531
dev.zio	zio-aws-lookoutequipment_3	6.20.78.3		3a36bc8b70c52ee9e24cba672ae0bcd51267ac4b
dev.zio	zio-aws-lookoutequipment_3	6.20.83.1		42fa68a7042c84731cea0e40c13803fcf2b4ec83
dev.zio	zio-aws-lookoutequipment_3	6.20.83.2		997e53043202b9b9177df9da82f325f146fa187f
dev.zio	zio-aws-lookoutequipment_3	6.20.97.2		49a91b07484fa8821030c4e483da9a65611d8183
dev.zio	zio-aws-lookoutequipment_3	7.21.15.1		70b03e828f8a4c52ac631e1b26d89e9683f5b573
dev.zio	zio-aws-lookoutequipment_3	7.21.15.10		882fc8331f85ea8c6f3d041547912aa2b6884a76
dev.zio	zio-aws-lookoutequipment_3	7.21.15.11		b49a13b6660b409154f6c5ed5398144f33d59fe0
dev.zio	zio-aws-lookoutequipment_3	7.21.15.12		627ace7f5e998133a1793438a3460bff905ad22a
dev.zio	zio-aws-lookoutequipment_3	7.21.15.13		27d2cb3fbb93ba46346e9b4ed77d8c6a32d00fe6
dev.zio	zio-aws-lookoutequipment_3	7.21.15.15		d40e27041310f6615498cb674b149081bddac7b1
dev.zio	zio-aws-lookoutequipment_3	7.21.15.2		6c2ecce7c0dad7699dd2f73adfa23f680e4346c0
dev.zio	zio-aws-lookoutequipment_3	7.21.15.3		d38cf3b1915fa701c1ceae7159c081343e9216b6
dev.zio	zio-aws-lookoutequipment_3	7.21.15.4		88c76defe21fd162e84eccdfadf26868322a2454
dev.zio	zio-aws-lookoutequipment_3	7.21.15.5		c479b3f583ba936ecfa5618a91cd4fd154e7aaf6
dev.zio	zio-aws-lookoutequipment_3	7.21.15.7		ecac3613b8c90597641df166cc35170d6320af48
dev.zio	zio-aws-lookoutequipment_3	7.21.15.8		9adbafc085cd725d3aa626721061804f8bf5f169
dev.zio	zio-aws-lookoutequipment_3	7.21.15.9		9067bab252e8a1c9684cc94cdb0d59450be2d3de
dev.zio	zio-aws-lookoutequipment_3	7.28.24.2		621856fc476d3729e20cb671166bbbaf8ef5b452
dev.zio	zio-aws-lookoutequipment_3	7.28.26.1		724dc7c04b0ae2df6e820ff09baad9f799e838d1
dev.zio	zio-aws-lookoutequipment_3	7.28.29.1		b217d6adcc8d2d6e8b4a9b7e4efa8584d3fe986b
dev.zio	zio-aws-lookoutequipment_3	7.28.29.10		bbe72002102e0f89b60a7ac5eb50dda65decf7da
dev.zio	zio-aws-lookoutequipment_3	7.28.29.11		20b2aff3ccb40ca358016aff5e777073222c143f
dev.zio	zio-aws-lookoutequipment_3	7.28.29.12		ebde0f53394ab451af9870db68965b1d590948cf
dev.zio	zio-aws-lookoutequipment_3	7.28.29.13		4535eb2b265832b8c4e358a4703838f5217dab29
dev.zio	zio-aws-lookoutequipment_3	7.28.29.14		c957166dedc3c2901f69f9c0abeb0591698277dc
dev.zio	zio-aws-lookoutequipment_3	7.28.29.15		02df113491fe7ad77384c7099b66acffc37ed52c
dev.zio	zio-aws-lookoutequipment_3	7.28.29.16		cc8faca43d588bc3545137c7efd5b31cebeff97e
dev.zio	zio-aws-lookoutequipment_3	7.28.29.17		d6dd675e148bc22817cd2a0dc1202e97c8270b53
dev.zio	zio-aws-lookoutequipment_3	7.28.29.18		1a9edb895c9c1137cc64e4cf6d86f092c8c5f4ba
dev.zio	zio-aws-lookoutequipment_3	7.28.29.19		ab6f7a8fa80602c2d83addeaae1039df537c8ebc
dev.zio	zio-aws-lookoutequipment_3	7.28.29.2		9afb95cafa6a122899715dcc63bd452e2c797b2c
dev.zio	zio-aws-lookoutequipment_3	7.28.29.3		e977d79bc0e728e81d4e258f18122f7799f54b59
dev.zio	zio-aws-lookoutequipment_3	7.28.29.4		f9d123ab7cf1989f8d2bfbeee534501ac74cc744
dev.zio	zio-aws-lookoutequipment_3	7.28.29.5		0146f655df1b833b560fdd3ca5d34421109a50f5
dev.zio	zio-aws-lookoutequipment_3	7.28.29.6		ac88ad1201a4f70e9bfb98b3e39ac54073bf7431
dev.zio	zio-aws-lookoutequipment_3	7.28.29.7		4f1808883bc94ef5f9fb5cd6a35f3381848ded6a
dev.zio	zio-aws-lookoutequipment_3	7.28.29.8		7cab10bbbcf7d27ae1c7522a1608f9da583b2962
dev.zio	zio-aws-lookoutequipment_3	7.28.29.9		c9bafd825f8c90021e5c5c9a5a6c4f249461ead7
dev.zio	zio-aws-lookoutequipment_3	7.30.15.1		15ac9b90a26e74a663c993da76dbeee9dc4cbacc
dev.zio	zio-aws-lookoutequipment_3	7.30.15.2		bd14dd9be30f6905e0310d702baa647064dcb6af
dev.zio	zio-aws-lookoutequipment_3	7.30.16.1		573a414d090866230c099894fe749c4b14f44dd2
dev.zio	zio-aws-lookoutequipment_3	7.30.16.2		9443d3d4462b0120c47422dc068b6b9a92bc5bb9
dev.zio	zio-aws-lookoutequipment_3	7.30.16.3		5916427b975adc21844a20ab4f736952cfbe8061
dev.zio	zio-aws-lookoutequipment_3	7.30.16.4		ca99f9e8be55f6386e7374b6dd7a5d187b854b2d
dev.zio	zio-aws-lookoutequipment_3	7.30.20.1		182ac2b259876478e9b068361e99e9f4f3974e76
dev.zio	zio-aws-lookoutequipment_3	7.30.22.1		3ac034cee94561d232b98d9cabc0c040287a3690
dev.zio	zio-aws-lookoutequipment_3	7.30.22.2		a1739741232dd77b4151674addd7389111437342
dev.zio	zio-aws-lookoutequipment_3	7.30.23.1		2ce2b3847e6a0e7bd71f808b6238ff3d81b5a573
dev.zio	zio-aws-lookoutequipment_3	7.30.24.1		64f7a195a1751e13e4c6ef03d4a9865a15054993
dev.zio	zio-aws-lookoutequipment_3	7.30.24.2		4b6fe32d1bbd18e2447df30fad8cc07965b6d60f
dev.zio	zio-aws-lookoutequipment_3	7.30.25.1		910ce9da3bd64fff5c03c6ca4e20a32dce1dad96
dev.zio	zio-aws-lookoutequipment_3	7.30.26.1		7f05178878484ce9f02306acf9da585c42546e0b
dev.zio	zio-aws-lookoutequipment_3	7.30.27.1		12b847b72542d52042e28e61c311dc87039d4319
dev.zio	zio-aws-lookoutequipment_3	7.30.27.2		647613ab060017c833843fc77f50b83ff28b6097
dev.zio	zio-aws-lookoutequipment_3	7.30.29.1		60e2c83353efc4ff3c51a56050da84312f518ba0
dev.zio	zio-aws-lookoutequipment_3	7.30.30.1		07dd12cbfb3904be7e0e4a4397fa8311b5e11418
dev.zio	zio-aws-lookoutequipment_3	7.30.31.1		6379c25a8d5c942411e5d9d42296f74b82b5efbc
dev.zio	zio-aws-lookoutequipment_3	7.30.31.2		56d5b22970b2b95f11cab20b6333b87dd4d4e30b
dev.zio	zio-aws-lookoutequipment_3	7.30.32.1		654d0cbc887ba073ac01633f262e40713c4478e2
dev.zio	zio-aws-lookoutequipment_3	7.30.33.1		489abc5957f4918fa5efb23d3600a8695d3c4248
dev.zio	zio-aws-lookoutequipment_3	7.30.34.1		65bba569dafbd78039d2df61bf51bf2fb87652cf
dev.zio	zio-aws-lookoutequipment_3	7.30.34.2		9f4fa316345a393126596ea6606084bd6613e71a
dev.zio	zio-aws-lookoutequipment_3	7.30.35.1		b409247a5d8758d90ed5ce3b4e7225e15fe324b2
dev.zio	zio-aws-lookoutequipment_3	7.30.36.1		df2ec56fa2bea7e7976654182b2700e1e2d07dc5
dev.zio	zio-aws-lookoutequipment_3	7.30.37.1		8746c7bfc33e0d5b189f5124d2a39ab3c74382ec
dev.zio	zio-aws-lookoutequipment_3	7.30.38.1		b8011f2a6289324eb2465200aafbb398a01258d5
dev.zio	zio-aws-lookoutequipment_3	7.30.38.2		4ad118ba9ac42248d9d0623072c3d4b044188cfd
dev.zio	zio-aws-lookoutequipment_3	7.31.0.1		e7be1452fcc5c2c3c344cbbb3bbd69af25cd02dc
dev.zio	zio-aws-lookoutequipment_3	7.31.1.1		9bca7a8eeb90939a5dd5af6c324cabd42e111e22
dev.zio	zio-aws-lookoutequipment_3	7.31.1.3		6e1cbd5ee7fc4cf80a84c07e827d24d2dbc5a208
dev.zio	zio-aws-lookoutequipment_3	7.31.1.4		bd029ea276521e5fa5dc1850bbe593cef5dd9af9
dev.zio	zio-aws-lookoutequipment_3	7.31.1.5		b879ac358c436215549482f683df009a576345ed
dev.zio	zio-aws-lookoutequipment_3	7.31.10.1		cb92b79ab47f9411675c67734e3ed0fe73d6592d
dev.zio	zio-aws-lookoutequipment_3	7.31.11.1		fd52bd54a16e52598a2b0626a1f4fd677938cab8
dev.zio	zio-aws-lookoutequipment_3	7.31.13.1		2d877742b652bee2656e6b4a105f1f8ff5a74408
dev.zio	zio-aws-lookoutequipment_3	7.31.14.1		7adf3f05b387b10302687042b0247e41999d2883
dev.zio	zio-aws-lookoutequipment_3	7.31.15.1		82d589517bcaae833bd9623cd0eef5481ed573b4
dev.zio	zio-aws-lookoutequipment_3	7.31.16.1		f58a8c38991051253a8b300d030cdc2aeb6a4089
dev.zio	zio-aws-lookoutequipment_3	7.31.16.2		2d8802e64c56848683a2922b1759bee42be9a96e
dev.zio	zio-aws-lookoutequipment_3	7.31.17.1		a8e404079a3f6b9e171ef6ebbb670a202d7c4a13
dev.zio	zio-aws-lookoutequipment_3	7.31.18.1		97121eac92f18778c8e963a43b78e0de259654fa
dev.zio	zio-aws-lookoutequipment_3	7.31.19.1		0d41598ac1275d5ed991dd14baaccb300d7ee5c4
dev.zio	zio-aws-lookoutequipment_3	7.31.2.1		46068c32f029a3a56078e9a59c5f0da06edb57df
dev.zio	zio-aws-lookoutequipment_3	7.31.20.1		c0776ff71fb39c6d49f2aa0f2d9aeb1cdc47cd10
dev.zio	zio-aws-lookoutequipment_3	7.31.21.1		4f23668d2b4e0846336a5e945f9f1f242db58455
dev.zio	zio-aws-lookoutequipment_3	7.31.22.1		d8314b4cab8c3c2034ee8241704807c79d5bc43b
dev.zio	zio-aws-lookoutequipment_3	7.31.22.2		3324ad084e6b73a84b4f07551c21d72c0097ae09
dev.zio	zio-aws-lookoutequipment_3	7.31.24.1		3df73d62cc646f68e6f5f2050e24c05453b45535
dev.zio	zio-aws-lookoutequipment_3	7.31.25.1		88ce5bbca99272694c7fefaf989d82a1a967d18d
dev.zio	zio-aws-lookoutequipment_3	7.31.26.1		5ca91fb1b600adbfc30b63b6f22a293641cbb383
dev.zio	zio-aws-lookoutequipment_3	7.31.26.2		cbb008cd75aabe34b29fefe9083043a503ea8f66
dev.zio	zio-aws-lookoutequipment_3	7.31.27.1		75105d82877f7da5ef2f6002fdacd0f2b793a513
dev.zio	zio-aws-lookoutequipment_3	7.31.28.1		759d9a06f001a5ca2e9710de2f439421a1470bda
dev.zio	zio-aws-lookoutequipment_3	7.31.3.1		dcc92b600b51ad2547fd8125c9d2aacc6892712d
dev.zio	zio-aws-lookoutequipment_3	7.31.30.1		c21ef5fd29e3c5a85037bd4f422e12ec2babfe12
dev.zio	zio-aws-lookoutequipment_3	7.31.30.2		edeb4d93954bdccc3d619e433be82cb6fc03c650
dev.zio	zio-aws-lookoutequipment_3	7.31.4.1		16bf6590c4ab54d58055e16d9b84e7e4a2c2bd25
dev.zio	zio-aws-lookoutequipment_3	7.31.6.1		7c1f4f10188869f66c9d52eae8fd193e3be959a7
dev.zio	zio-aws-lookoutequipment_3	7.31.6.2		e792cca1b46cb9957690d775d30b95335e71ca22
dev.zio	zio-aws-lookoutequipment_3	7.31.6.3		ad6deba42bfdcdba12f9dd5483bc5a131cf27bf3
dev.zio	zio-aws-lookoutequipment_3	7.31.7.1		6a851f4af6f289d4454fe6241a4817fcda319fd4
dev.zio	zio-aws-lookoutequipment_3	7.31.8.1		33530406ce631206c49c81416467c4786cedac88
dev.zio	zio-aws-lookoutequipment_3	7.31.9.1		6953fae6482a49e386bfcebed5302a7b4cc70d52
dev.zio	zio-aws-socialmessaging_2.12	7.28.24.2		bec3b6e37eabebc73cc0ff137ed4d23495e013d9
dev.zio	zio-aws-socialmessaging_2.12	7.28.26.1		81ebc09c96547458908bc3be3034300192d3049b
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.1		ba3a9a6ee590919702290f7a91edb62f86669d97
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.10		76837260403ed17dd45c3ed664c8163955c4837c
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.11		2a344e803e51a791fe482d727072a71f26b625a6
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.12		ad1bfab27a14ca233710d6ec5979c243548e25c5
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.13		66c70e8c1f566a6c7a9a2524632cd37d67915f6f
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.14		775b4a641d9ad7a4f4ce7d3843f52010ba9f0926
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.15		aac57f1ea92c6d73493a6445eaed23fcb5e23551
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.16		f0b19d0c8247c0958140ca2ebf99b22b74f22b68
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.17		33ec431d095d9cdc39e28dc9de94afea4731bb40
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.18		3cbd14fefa6dc5261ee46d7bc867548fa6038922
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.19		3794d67fb78e9d4a102c0fcf31837b3ead3157ab
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.2		c9012aba3a8a289f6b378f182adae383a578adc9
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.3		61a354de470017db442bbfd0c9aac9d67a604157
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.4		c6118a5a9e8fc2f25985c2bd3767e9c6361823dd
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.5		d80d4db1464bc725a5d04bebfeb1cf225099fa5e
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.6		82a87d1063732bf9e6d6df69f410eaa60d6dbf6c
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.7		96eea60204e136b481603b2ae3366f631be4a124
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.8		3573be33dcbd5ba7d36ee278ab15121cef8a7d4d
dev.zio	zio-aws-socialmessaging_2.12	7.28.29.9		b5fd376ec7da50f5a99a40ecb693875713923c7e
dev.zio	zio-aws-socialmessaging_2.12	7.30.15.1		bac85a3b5095c847ab338f97d4eac70b0eb7f311
dev.zio	zio-aws-socialmessaging_2.12	7.30.15.2		f775ee4aaf76929bee3d210c5c32e1b8ba459bb8
dev.zio	zio-aws-socialmessaging_2.12	7.30.16.1		e3f99f889c26ff56f8b7ead6e9683499734b4baf
dev.zio	zio-aws-socialmessaging_2.12	7.30.16.2		3510cda4543d6b842feb43b58e2c002404027e9a
dev.zio	zio-aws-socialmessaging_2.12	7.30.16.3		554f2b1f6842575a2334d6da79374e2dacf4b1e4
dev.zio	zio-aws-socialmessaging_2.12	7.30.16.4		87f0fb818da253bfdca243d36b6ecaa6321c25c1
dev.zio	zio-aws-socialmessaging_2.12	7.30.20.1		2b2a11fdc8ffa4157caff37410a7067d3f16aa02
dev.zio	zio-aws-socialmessaging_2.12	7.30.22.1		679a62c801df2ad7eff7d22eb9755b81b500daa0
dev.zio	zio-aws-socialmessaging_2.12	7.30.22.2		c70cfb81b70ca72e09dfaaa8d5563de5341d8c1c
dev.zio	zio-aws-socialmessaging_2.12	7.30.23.1		133a027119d013131fc3ddac41dc28faf4ae27fb
dev.zio	zio-aws-socialmessaging_2.12	7.30.24.1		92d95ba3a88051fc85bcf70234effcd217bc7629
dev.zio	zio-aws-socialmessaging_2.12	7.30.24.2		e756e36c5f4b3513b455e787ec424baacfb2f151
dev.zio	zio-aws-socialmessaging_2.12	7.30.25.1		f645c437c69a6ce16ec7e23f34e791665ba9c8a3
dev.zio	zio-aws-socialmessaging_2.12	7.30.26.1		76dcda8f84fc166e460449270f1e916d8bd99250
dev.zio	zio-aws-socialmessaging_2.12	7.30.27.1		0c6d2befc5baeda6b693d1f86814d0578b6d5853
dev.zio	zio-aws-socialmessaging_2.12	7.30.27.2		ecf80f2c306f7e28375f4fa9aa3154aeaf1c3d03
dev.zio	zio-aws-socialmessaging_2.12	7.30.29.1		6d530ed2ee9a74b7cb5fde3779b22b6e055abea5
dev.zio	zio-aws-socialmessaging_2.12	7.30.30.1		af2adea8750e08c9d83d85f35966c194814452f6
dev.zio	zio-aws-socialmessaging_2.12	7.30.31.1		30e9e668124b1845e5901f8c6271f8e57f668982
dev.zio	zio-aws-socialmessaging_2.12	7.30.31.2		6e10ac80444cb28c442696a91c6f3b4ee3d2a9a3
dev.zio	zio-aws-socialmessaging_2.12	7.30.32.1		bca4719d278e9e4ebec52ddc9b942aad7de2dbe5
dev.zio	zio-aws-socialmessaging_2.12	7.30.33.1		2045f45023a601ba821315c2572ab2effb3d82e1
dev.zio	zio-aws-socialmessaging_2.12	7.30.34.1		1012c28c82f7a5ec480203a9a46617726abc7e79
dev.zio	zio-aws-socialmessaging_2.12	7.30.34.2		cb405f2e0df0805d05dc9be175d8a571d0baac1a
dev.zio	zio-aws-socialmessaging_2.12	7.30.35.1		09dc420a8063e41055690c5bc9c4949e7f70331f
dev.zio	zio-aws-socialmessaging_2.12	7.30.36.1		ac18d66d111051942cd84cedd19646105f49cf83
dev.zio	zio-aws-socialmessaging_2.12	7.30.37.1		32a81e7bc9b4dc1d254cd486444801641f92c60c
dev.zio	zio-aws-socialmessaging_2.12	7.30.38.1		3408015f73036569c7c01d068bf32e975525831b
dev.zio	zio-aws-socialmessaging_2.12	7.30.38.2		784f9d891461eff9d6be7e94cb95c7b79fdcaf81
dev.zio	zio-aws-socialmessaging_2.12	7.31.0.1		dfba27b293db75e4fdcdec21c41c83e73c610eb0
dev.zio	zio-aws-socialmessaging_2.12	7.31.1.1		c3120edb655d286892fed17d7f18a57f4b74abfe
dev.zio	zio-aws-socialmessaging_2.12	7.31.1.3		f571ae38b7fc7f8678b69baec611080c1a021df7
dev.zio	zio-aws-socialmessaging_2.12	7.31.1.4		bfa95bdf6c9df0a14f7fe2b326579edb4bb6c636
dev.zio	zio-aws-socialmessaging_2.12	7.31.1.5		8f01421c44dd864df44fa6cf6b33151c7703e50d
dev.zio	zio-aws-socialmessaging_2.12	7.31.10.1		e94d9969cf1655509f2d61b2919f4f5236f147cf
dev.zio	zio-aws-socialmessaging_2.12	7.31.11.1		1bc2f2baae77f863ad028eb276cf50b81643b2d8
dev.zio	zio-aws-socialmessaging_2.12	7.31.13.1		dfbc3ac38061f04a04c632af62592053686a06b6
dev.zio	zio-aws-socialmessaging_2.12	7.31.14.1		f2213065ab94a1c66cd58ddfb872b2d32a31e720
dev.zio	zio-aws-socialmessaging_2.12	7.31.15.1		b95f39e6136849f3acab7e59b6f23f0c97c8940e
dev.zio	zio-aws-socialmessaging_2.12	7.31.16.1		6f3f3c63b40c81bb234940b6d5e5b3a4c55608fa
dev.zio	zio-aws-socialmessaging_2.12	7.31.16.2		0667284b6d0e43b730d1719ee916bcd1197f2b3e
dev.zio	zio-aws-socialmessaging_2.12	7.31.17.1		913a54da4e961db69d94c693c0659c53dd98c734
dev.zio	zio-aws-socialmessaging_2.12	7.31.18.1		5d741e8696f87b3317506f4dd60610a4c3172d8e
dev.zio	zio-aws-socialmessaging_2.12	7.31.19.1		7881b50aa3cc69003fcdd79895dff2e4778a07ff
dev.zio	zio-aws-socialmessaging_2.12	7.31.2.1		b87790931b2af5fe8e32c5ba4a2bbc3e4b3f9e66
dev.zio	zio-aws-socialmessaging_2.12	7.31.20.1		c3c79bde826de8d8bba31e9c1a348054d9ae3d64
dev.zio	zio-aws-socialmessaging_2.12	7.31.21.1		b20ebcac2982ad8e189cd81e03f91d08ad950fbb
dev.zio	zio-aws-socialmessaging_2.12	7.31.22.1		45afe7d6d11207558d14f6f21287af96b2cd6c09
dev.zio	zio-aws-socialmessaging_2.12	7.31.22.2		f6d7d7df094161f045f05e25d1ea35e3ef7509de
dev.zio	zio-aws-socialmessaging_2.12	7.31.24.1		6cb7047225263ef865a834bf7963b14b0556b801
dev.zio	zio-aws-socialmessaging_2.12	7.31.25.1		6491ab1d8ef38b1ccbd79bac32529c1ff70b1996
dev.zio	zio-aws-socialmessaging_2.12	7.31.26.1		78b45cb2f4ba6cdd4e4cb781676e62b022a3fde0
dev.zio	zio-aws-socialmessaging_2.12	7.31.26.2		db04fac530ffb805f461e38dec67aa3e47e4b2b6
dev.zio	zio-aws-socialmessaging_2.12	7.31.27.1		932cc5f2334bb96b2221b6ac20d04ed63eb57602
dev.zio	zio-aws-socialmessaging_2.12	7.31.28.1		00672bc6a48a90dcd065a5f433988ff1751be001
dev.zio	zio-aws-socialmessaging_2.12	7.31.3.1		6f3583503a8f3b3af683eed887350357457c1e06
dev.zio	zio-aws-socialmessaging_2.12	7.31.30.1		a1cc2790dd1fe846fecfd46afcc4686479017685
dev.zio	zio-aws-socialmessaging_2.12	7.31.30.2		681272f6d440ba09135e1c62698544533f52fcb9
dev.zio	zio-aws-socialmessaging_2.12	7.31.4.1		91d5f20792ef824e97b13a8c45654d9cfaa1d630
dev.zio	zio-aws-socialmessaging_2.12	7.31.6.1		8045976185bc9e8b09ca9dcb4ba281e38e8c5a3f
dev.zio	zio-aws-socialmessaging_2.12	7.31.6.2		ad0ee74224dce58d0f0d8c12f74d5ebd23e859da
dev.zio	zio-aws-socialmessaging_2.12	7.31.6.3		b56065d1d68cdc1125a8a19f4416d8892db376af
dev.zio	zio-aws-socialmessaging_2.12	7.31.7.1		d6924d9f68913361f84a040879481ae4f3d5fa40
dev.zio	zio-aws-socialmessaging_2.12	7.31.8.1		5b7a2d30b3bf2821d20f81fda45b5a02806c715e
dev.zio	zio-aws-socialmessaging_2.12	7.31.9.1		1f03513c750b3cda78319591dc9ec8d8690fdd3c
dev.zio	zio-internal-macros_sjs1_2.12	2.0.0		fa1da038d2f58cd4589ce6a1d4bd3a52f707c0a3
dev.zio	zio-internal-macros_sjs1_2.12	2.0.0-M6-2		499ee10449d62722c9b46e5be8d59f8e19ae0ca8
dev.zio	zio-internal-macros_sjs1_2.12	2.0.0-RC1		1a3f66029e72700f66357a317dd7e1d0f6b54394
dev.zio	zio-internal-macros_sjs1_2.12	2.0.0-RC2		0d0a9280b703e3df176e95353ba27be632eed132
dev.zio	zio-internal-macros_sjs1_2.12	2.0.0-RC3		459b818a0e4ea45a5619229e3e9917d864b0c16d
dev.zio	zio-internal-macros_sjs1_2.12	2.0.0-RC4		7de5e1c81887df97c002e7e8c68fef9622fe9388
dev.zio	zio-internal-macros_sjs1_2.12	2.0.0-RC5		dbd4e0bb4d63e53badffba6de8815e86d14fc0c6
dev.zio	zio-internal-macros_sjs1_2.12	2.0.0-RC6		d97167a9494bac02c148f89098d0622acdd4590d
dev.zio	zio-internal-macros_sjs1_2.12	2.0.1		cd9da5f50283b3db96c607414d2d759c181cffa4
dev.zio	zio-internal-macros_sjs1_2.12	2.0.10		696d65b0b7b183fd3f150e6f0cb2db8b9d6073dd
dev.zio	zio-internal-macros_sjs1_2.12	2.0.11		3289b350893083ed3b6b6171ef1d1d8a004698c3
dev.zio	zio-internal-macros_sjs1_2.12	2.0.12		8ac16df23125d10a0a0dcae35aae37bfc14b7a2d
dev.zio	zio-internal-macros_sjs1_2.12	2.0.13		14d9dc56f2390543aefa3865cd2c29b47910466a
dev.zio	zio-internal-macros_sjs1_2.12	2.0.14		12b9670b3fcfeaa99b718b90599505bba65acd98
dev.zio	zio-internal-macros_sjs1_2.12	2.0.15		af9b19a42693f1a0828fb1b1ac9579d48a2241da
dev.zio	zio-internal-macros_sjs1_2.12	2.0.16		efc34fb2c1f00c894503125f8984e793f75feeca
dev.zio	zio-internal-macros_sjs1_2.12	2.0.17		c512d261ec59555e9e54b2c875c15187b8e9297d
dev.zio	zio-internal-macros_sjs1_2.12	2.0.18		73378a62d00b09e20962831dfd2836d490c7cfa4
dev.zio	zio-internal-macros_sjs1_2.12	2.0.19		093160074d18bc49146b65f9564cd94f9e439d25
dev.zio	zio-internal-macros_sjs1_2.12	2.0.2		2d9e81328a6c69101ebd2f6538edb47c6d58b3a4
dev.zio	zio-internal-macros_sjs1_2.12	2.0.20		87fe77bd7ccad4b29b2ebcb2ac3cc75a81ce299b
dev.zio	zio-internal-macros_sjs1_2.12	2.0.21		b856d103c904ec7d29e1f46f37596a08a07900db
dev.zio	zio-internal-macros_sjs1_2.12	2.0.22		a06cffa13badd050717f0610cbb950af91c66448
dev.zio	zio-internal-macros_sjs1_2.12	2.0.3		fb3e755275d05a7695dacdc1a2000d5556baf234
dev.zio	zio-internal-macros_sjs1_2.12	2.0.4		998296622c53b244ec9d56107763022d7a4505ae
dev.zio	zio-internal-macros_sjs1_2.12	2.0.5		d4b8380a90e65860aae9dd1dc07a3f88a230e339
dev.zio	zio-internal-macros_sjs1_2.12	2.0.6		7c1ea5a05c957f43dbe2cf421c10af64a748ffd5
