cc.zhaoac	faith-tool-secure	1.1.0		6249520b934c3f4872305366b9c1e2fe90ca44f0
com.woaizhuangbi	file-utils	0.0.2-RELEASE		c9a0bd26bbebc702db36e8d5d8b9f8d1b295f26a
com.woaizhuangbi	file-utils	0.0.3-RELEASE		5d51d048ed998887761a31504f3cb2ae36bf4768
com.woaizhuangbi	file-utils	0.0.4-RELEASE		05ced4b6cc2ed98452bf0e862dae70fd74e44214
com.woaizhuangbi	file-utils	0.0.5-RELEASE		cf489e5829dfe7c58163e3abd8ffb590522f7a6a
com.woaizhuangbi	file-utils	0.0.6-RELEASE		ea2e0a2d78396d3847a8d14de738539952e23584
com.woaizhuangbi	file-utils	0.0.7-RELEASE		d53c5a56c253468842c422f32f803c19ee0c11fe
com.woaizhuangbi	file-utils	0.0.8-RELEASE		998ddffda8076e0ac523b8bdbe7fc0976b0a73f9
com.woaizhuangbi	file-utils	0.0.9-RELEASE		8e02bd0d94dac649e91ada0546decff6e0a1791c
com.woaizhuangbi	file-utils	0.1.0-RELEASE		32b1b2c2d44f895fecca507f106e45051c69bf57
com.workoss.boot	boot-dependencies	1.0.8		N/A
com.workoss.boot	boot-dependencies	1.0.8-RC1		N/A
com.workoss.boot	boot-dependencies	1.0.8-RC2		N/A
com.workoss.boot	boot-dependencies	1.1.0-M1		N/A
com.workoss.boot	boot-dependencies	1.1.0-M2		N/A
com.workoss.boot	boot-dependencies	1.1.0-RC1		N/A
com.workoss.boot	boot-dependencies	2023.2.1-M1		N/A
de.julielab	julielab-entity-evaluator	1.1.0		66b0702207b6883d566dd60cba06cdae048761ee
de.julielab	julielab-entity-evaluator	1.1.0	executable	b80eed4c901fb9c3976e8c7226406048f7c8acba
de.julielab	julielab-entity-evaluator	1.1.1		54028b2ae6b184e07dbbe6608cc777497e24765e
de.julielab	julielab-entity-evaluator	1.1.1	executable	5ad664df54211379ff552d15a9c23acd1702ce1d
de.julielab	julielab-entity-evaluator	1.1.2		cc42af8ebf4d826d83d6be8f2c8527cee42abc0b
de.julielab	julielab-entity-evaluator	1.1.2	executable	01d52f7863d04003afa4108625d60497c994efb7
de.julielab	julielab-entity-evaluator	1.2.0		5ad6e253331887828a2c2e0a63d96e092329744b
de.julielab	julielab-entity-evaluator	1.2.0	executable	02f61d0da4281737579b327abb7c539a4ac0739f
de.julielab	julielab-entity-evaluator	1.2.1		f812dc199a8f2760142ff73765eaeb1ca45ccfbf
de.julielab	julielab-entity-evaluator	1.2.1	executable	97f2d9265c5f2bcd34008a90f9bc8eaf132c725d
de.julielab	julielab-entity-evaluator	1.2.2		16908a8f623c32a0d3d32d765375679ae1a9912d
de.julielab	julielab-entity-evaluator	1.2.2	executable	0803b6984b62db2df460ed2662a32fc63c58dd07
de.julielab	julielab-entity-evaluator	1.3.0		2fb8cd8aca66beb174548699b09ee0ecbd862f4c
de.julielab	julielab-entity-evaluator	1.3.0	executable	54537ead076abe2c937fa58f56d2e324dd472669
de.mhus.ports	ports-groovy	1.3.5		30d1e8ff7e6f8e94482c08a35a345e18a390a2ab
de.mhus.ports	ports-groovy	1.3.6		e9b6ce03425e9f47c6cc2b68fb54f2c7bbf1be23
de.mhus.ports	ports-groovy	1.3.7		5cca6d85705bab0bbb9880e2d24f9a1be545ab73
de.mhus.ports	ports-groovy	1.6.0		6d7725506ef763fa527d70a81df50fa9852f4e8d
de.mhus.ports	ports-groovy	1.6.1		0569677354a29dc6fe1ff96fbd80bcae586b6a44
de.mhus.ports	ports-groovy	6.2.0		aef399c9d3b0934c7b6e95df9356f1d10b7750b2
de.mhus.ports	ports-groovy	7.0.0		10f1a4b4dccc163af3ffd28f980a47d77d0d5fb3
de.mhus.ports	ports-groovy	7.1.0		f87196be7cd50e488667eb64d54701c183e0c012
de.mhus.ports	ports-groovy	7.2.0		f669701b758139094b651a9b499e521062cd9c4a
de.ofterdinger.parents	tycho-build	0.1.0		N/A
de.ofterdinger.parents	tycho-build	0.1.1		N/A
de.ofterdinger.parents	tycho-build	0.1.2		N/A
de.ofterdinger.parents	tycho-build	0.1.3		N/A
de.ofterdinger.parents	tycho-build	0.1.4		N/A
de.ofterdinger.parents	tycho-build	0.1.5		N/A
de.ofterdinger.parents	tycho-build	0.1.6		N/A
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.0.0		75363995bc6914e315dfb34188e45755734fdbde
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.1.0		19e03903bc0b3efce5fbea2392ef1f2b1d072f83
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.1.1		7f5dba97b775bbba382beedeae35cc4aed32402b
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.2.0		0f2d0c344ec6b0551e13ecfd8ee963aadc9098b5
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.3.0		76006a2e2d734b650338b2f3fd5843f23ec9f9b6
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.4.0		262e1a41e0154289ee850035e6ca93b4f23448aa
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.4.1		97872e361ab65a538813216d1fe364f9fecb4ada
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.4.2		b691f46b1959c2b5fb28c6f4d0aff35a7c5d7017
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.5.0		560ca4440f596713cec13e1039f4a8614a7a0650
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.5.1		c9648df0d1b2adfb29c663ef41214348bec581cf
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.5.2		67c8635a91ce155c2ed2eaa7189adfff098c25d8
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.5.3		f9829d8ec72b69833c9f87528af1e1f6c970c8bd
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.5.4		c5fb20bc3cfcaff3b4db3235930759651bc303a5
dev.hnaderi	lepus-protocol-testkit_sjs1_3	0.5.5		cd6dbb0f68b59e9544e1e19f8d9520ebf22ce41e
fish.payara.cloud.connectors.kafka	kafka-rar	0.1.0		N/A
fish.payara.cloud.connectors.kafka	kafka-rar	0.2.0		N/A
fish.payara.cloud.connectors.kafka	kafka-rar	0.3.0		N/A
fish.payara.cloud.connectors.kafka	kafka-rar	0.4.0		N/A
fish.payara.cloud.connectors.kafka	kafka-rar	0.5.0		N/A
fish.payara.cloud.connectors.kafka	kafka-rar	0.6.0		N/A
fish.payara.cloud.connectors.kafka	kafka-rar	0.7.0		N/A
fish.payara.cloud.connectors.kafka	kafka-rar	0.8.0		N/A
fish.payara.cloud.connectors.kafka	kafka-rar	1.0.0		N/A
io.agora	agora-rest-client-core	0.1.1-BETA		6e03ac23ea1597060f4c9efd7a590a86e7357f14
io.agora	agora-rest-client-core	0.1.2-BETA		addaa631fc7058e12cde887c10751e3a80550c03
io.agora	agora-rest-client-core	0.1.3-BETA		f2a7b8aed5ea824fa018a5dadc568ee0035a2aa2
io.agora	agora-rest-client-core	0.2.0		c33e3989edbc49ecf4af2994f3bdff1296abce5d
io.agora	agora-rest-client-core	0.3.0		9b16fca3bc0c37087590c35e8a611f07cac83954
io.agora	agora-rest-client-core	0.4.0		9195b288af7921c07b32be13f8c7d6809771509d
io.agora	agora-rest-client-core	0.5.0		7fbfe745f3958f832f6e23122fcb4daa82931400
io.arrow-kt	arrow-core-serialization-watchosarm64	1.2.0		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	1.2.0	metadata	3f458bab9e19e93045931329e1948b3ca8472445
io.arrow-kt	arrow-core-serialization-watchosarm64	1.2.1		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	1.2.1	metadata	23492d3aaa3acbc4446fed3b35cc232c05d3a5c6
io.arrow-kt	arrow-core-serialization-watchosarm64	1.2.2		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	1.2.2	metadata	527a45f6134d623e728c7edb9e5b72fb0015e923
io.arrow-kt	arrow-core-serialization-watchosarm64	1.2.3		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	1.2.3	metadata	9d2f0d78cdf4125e5983ec0f2a1a0a63d8695af6
io.arrow-kt	arrow-core-serialization-watchosarm64	1.2.4		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	1.2.4	metadata	5c855b4165ebb78ed7a6d34e438dfbaeea89331f
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0	metadata	74e49478127c0bab07493f920dbe6464303acb1c
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0-alpha.3		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0-alpha.3	metadata	0823f9cfc5b06c89abe64d2e5b3d83216d4b084c
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0-alpha.4		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0-alpha.4	metadata	d11f51d6b510d3412c42d17b89a0f8e7cc2fd2f7
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0-beta.1		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0-beta.1	metadata	9d2c8b4d076fadec62d342b2c3fc44c2a81f6e1f
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0-beta.2		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0-beta.2	metadata	47a96ae80e75133a470e7ddb5f044c06020cbf93
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0-beta.3		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0-beta.3	metadata	44a9e45f7262c02ace06b3a560064caeb1557d13
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0-rc.1		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.0-rc.1	metadata	7d1d62116ef52a0d6dedd42679cc52694dd41660
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.1		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.1	metadata	24ef88f62db301fb5c5386b09a0cc4e3d7f18f75
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.1-alpha.1		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	2.0.1-alpha.1	metadata	aa9524cdd9da804ceb5c508104d19d2cbea53be7
io.arrow-kt	arrow-core-serialization-watchosarm64	2.1.0		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	2.1.0	metadata	d0aa73b319e852ac9f23473a39a03f67906f2d01
io.arrow-kt	arrow-core-serialization-watchosarm64	2.1.1		N/A
io.arrow-kt	arrow-core-serialization-watchosarm64	2.1.1	metadata	7802c0ad866a4833defee788f5fe9493c165e446
io.data2viz.d2v	d2v-delaunay-iosSimulatorArm64	0.10.0		N/A
io.data2viz.d2v	d2v-delaunay-iosSimulatorArm64	0.10.0	metadata	8d07f64b366c2e183ccd5c246e3ab19810e085a6
io.data2viz.d2v	d2v-delaunay-iosSimulatorArm64	0.10.1		N/A
io.data2viz.d2v	d2v-delaunay-iosSimulatorArm64	0.10.1	metadata	377d23c52db3b90d592c747d094492aeed9041b9
io.data2viz.d2v	d2v-delaunay-iosSimulatorArm64	0.9.0		N/A
io.data2viz.d2v	d2v-delaunay-iosSimulatorArm64	0.9.1		N/A
io.drinkwater	components	0.0.10		N/A
io.drinkwater	components	0.0.7		N/A
io.drinkwater	components	0.0.8		N/A
io.drinkwater	components	0.0.9		N/A
io.github.byhook	utils4android	1.0.0		N/A
io.github.danielnaczo	python3parser	1.0.3		2a11ec89900a32ffeabe0acdb6c7ec3e4f7ffadd
io.github.danielnaczo	python3parser	1.0.4		573d1e781e72543ee0d1673a4f99d2b6e9821684
io.github.danielnaczo	python3parser	1.0.5		b32ffc578bcd8733bcd5b2078183148d4f20de33
io.github.flipsyde59	moko.permissions.compose	0.18.1-desktop		c28e4c14b2f378f1fff12a4ce5b7c7de2a573246
io.github.flipsyde59	moko.permissions.compose	0.18.1-desktop-3		c28e4c14b2f378f1fff12a4ce5b7c7de2a573246
io.github.flipsyde59	moko.permissions.compose	0.18.1-desktop-5		c28e4c14b2f378f1fff12a4ce5b7c7de2a573246
io.github.go-acoustic	connectHMS	1.0.14		N/A
io.github.jbwheatley	pact4s-scalatest-java8_2.12	0.0.11		d1f4b714a2a7587f44eee8eed98bb261ac944658
io.github.jbwheatley	pact4s-scalatest-java8_2.12	0.0.12		d9259f251155adcb7aa64f25a4f2bfffbbcc4c01
io.github.jbwheatley	pact4s-scalatest-java8_2.12	0.0.13		9f56b202059ea4cd95ae31dca462f56f3b46f2c7
io.github.jbwheatley	pact4s-scalatest-java8_2.12	0.0.14		de0ef22403695202ddeed4f40b6ed39266d98243
io.github.jbwheatley	pact4s-scalatest-java8_2.12	0.0.15		0453bd7ad6a1fa48aee308b573c50bcf00db6673
io.github.jbwheatley	pact4s-scalatest-java8_2.12	0.0.16		08d9927e565dc6f1ebd539099143ac814d1f517f
io.github.jbwheatley	pact4s-scalatest-java8_2.12	0.0.17		94964f67903a251a908e2061b5e2fd1ffb239f10
io.github.jbwheatley	pact4s-scalatest-java8_2.12	0.0.18		cb864ab9cb285d5a1c471416c20eeb47579635fc
io.github.jbwheatley	pact4s-scalatest-java8_2.12	0.0.19		17641fd196e170cb4d3c4a8b9c960a19b4ca4a6a
io.github.luoqqsh	guideview	1.0.0		N/A
io.github.microutils	kotlin-logging-common	1.10.0		5a4e20dfb106fa807f206cfba668b0e892932463
io.github.microutils	kotlin-logging-common	1.10.1		1f6a946f6726b437bca678fc32960656b509faa6
io.github.microutils	kotlin-logging-common	1.10.11		866921ccd5b1c8ffd345b8860e2c852b46a2fe20
io.github.microutils	kotlin-logging-common	1.10.2		5dd63371d1c14ea0f685015ab772c3dbfa3e44ae
io.github.microutils	kotlin-logging-common	1.10.3		a951a0ccff56b510a1245d5bd34a7b8d6dbafd97
io.github.microutils	kotlin-logging-common	1.10.4		c2a2fa31b2d22121397befef6e0623efd3a8d79e
io.github.microutils	kotlin-logging-common	1.10.6		14031e5aea71e34d619b559c21385fc7f569ec8e
io.github.microutils	kotlin-logging-common	1.10.7		6a42d2f378ffc07901d4fdc358cf4f3f3ceed9c0
io.github.microutils	kotlin-logging-common	1.11.0		78cf0bda94463992b6c01774d2710a373a94a23b
io.github.microutils	kotlin-logging-common	1.11.1		95dcacf4896ff660439a21709dfad74fd1da7b62
io.github.microutils	kotlin-logging-common	1.11.2		34eadb19902df12d0548e75c63aa195f8b2d8c30
io.github.microutils	kotlin-logging-common	1.11.2	all	365a9209917978907da19aa821e10a3d7401113f
io.github.microutils	kotlin-logging-common	1.11.3		36e40d693f6db1d0cc3132e9b196d518c5bf8034
io.github.microutils	kotlin-logging-common	1.11.3	all	6f41491e8e644bb8738fc06aedb1b418e1dbf869
io.github.microutils	kotlin-logging-common	1.11.4		0edd2c56509bb0f7b895218c0bd36166dedbd42a
io.github.microutils	kotlin-logging-common	1.11.5		f46c607670b95fff84976e9814e25d196aaa220a
io.github.microutils	kotlin-logging-common	1.12.0		e78d825e91bafeaaf492bd40f510791b525e506d
io.github.microutils	kotlin-logging-common	1.12.1		1f044f3fd066a0e59dd48028838e7b9e0f0c3ba3
io.github.microutils	kotlin-logging-common	1.12.2		4448407a7ce2d02bd4c0bbd6c5c76a5b0903cb0a
io.github.microutils	kotlin-logging-common	1.12.3		2851b635cbd2dbb1dec1c6cf38cf8bfc9cd888cc
io.github.microutils	kotlin-logging-common	1.12.4		2c480b20d4928441ba78ad8138cce90b1b7edb97
io.github.microutils	kotlin-logging-common	1.12.5		6a86ca7d3501742e4541179d03bd39c32b11282f
io.github.microutils	kotlin-logging-common	1.5.7		300cdc0157b1c0ff8faf3e47b597161f5defee69
io.github.microutils	kotlin-logging-common	1.5.8		da510a77f7cd5640a87d15926c1c9e0e34519aa2
io.github.microutils	kotlin-logging-common	1.5.9		8e6c5d03875513bd4157433e0103d6c39c507402
io.github.microutils	kotlin-logging-common	1.6.0		043d9722bb137bb29f0a21187eea4e5734ffe66e
io.github.microutils	kotlin-logging-common	1.6.10		98507484fee3491b386684a0d7be18a0be499e9d
io.github.microutils	kotlin-logging-common	1.6.20		c696387d30ad8c0eb30dfea95b550196fbc89a92
io.github.microutils	kotlin-logging-common	1.6.22		0b33a3ae8f364c1b425e6f730ca7cb35f21ae3a2
io.github.microutils	kotlin-logging-common	1.6.23		410ff3257c01bc46fe529ba9a6eb5ea073413ca8
io.github.microutils	kotlin-logging-common	1.6.24		c92b140fde8c176aa38809e6b65e64bf26290421
io.github.microutils	kotlin-logging-common	1.6.25		2673d143940664f5063254a0289298900a69ec21
io.github.microutils	kotlin-logging-common	1.6.26		1bb044eb7bf7ad26c7b0295a05b52f6a88b6ab13
io.github.microutils	kotlin-logging-common	1.7.0-mpp		90d41d0784043300dbfeac11d28f7c81ef8f47d1
io.github.microutils	kotlin-logging-common	1.7.1		0bdf35b669309fe26089054f41b76a938140a0a1
io.github.microutils	kotlin-logging-common	1.7.10		5c927f1bba4436b459a447e33a9f4e6b675347b7
io.github.microutils	kotlin-logging-common	1.7.2		4e78a277df276bd8b1de73c1ef954c39c0607f5e
io.github.microutils	kotlin-logging-common	1.7.3		a96bfad307a1ba522b2e0287742c912f08cd282e
io.github.microutils	kotlin-logging-common	1.7.4		bc3e1da7e1eef9ea5587224f66f36f31efecd469
io.github.microutils	kotlin-logging-common	1.7.5		3cf4adc5eb5607f1193e681f275d8a0edc845b2c
io.github.microutils	kotlin-logging-common	1.7.6		2a25b23bb25dcc788414567abb557296ab497f7a
io.github.microutils	kotlin-logging-common	1.7.7		ed3150c47d71a3ce32c600cb216f4e2851ee082b
io.github.microutils	kotlin-logging-common	1.7.8		8f16161df005582aa08312c9ff39fabcb37402a7
io.github.microutils	kotlin-logging-common	1.7.9		b4d3d2da465125e276749dc68656152eead9b181
io.github.microutils	kotlin-logging-common	1.8.0.1		e526ee6d332e4a5d9ae08f19e7042eed3233e4ad
io.github.microutils	kotlin-logging-common	1.8.3		83f63d4c81483b9314b59bc165c757fa703a994c
io.github.open-accelerators	corporate-treasury-common	1.0.2		1ed72e17d8ef8bbef7f9053692d8ac2133f75fa1
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.0.0		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.0		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.1		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.10		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.11		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.12		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.13		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.14		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.15		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.16		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.17		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.18		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.19		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.2		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.20		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.21		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.23		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.24		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.25-SNAPSHOT-BUILD-12437723954		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.25-SNAPSHOT-BUILD-13259456460		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.26		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.27		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.29		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.3		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.30		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.4		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.5		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.6		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.7		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.8		N/A
io.github.sergeimikhailovskii	in-app-review-kmp-android	3.1.9		N/A
io.higherkindness	droste-core_sjs1_3	0.10.0		7c26601e4fefca864002f0bf57c1024429d0be38
io.higherkindness	droste-core_sjs1_3	0.9.0		e4ec9753ecab9fc7e6a992ee864f561fbfeee733
io.higherkindness	droste-core_sjs1_3	0.9.0-M3		24a3e5c84a9bc969e56ee2a1e07df973885b3b14
io.mantisrx	mantis-publish-netty-guice	1.2.17		5913ac187a751d4cc006fcb6dac760db41fe1688
io.mantisrx	mantis-publish-netty-guice	1.2.18		07a2143f1a01f1ccc1b0e834576a7845f96cc5d0
io.mantisrx	mantis-publish-netty-guice	1.2.19		20d2b04cd883eff486071fcbaea6bb11115e0500
io.mantisrx	mantis-publish-netty-guice	1.2.20		8c6ba6b6dce7eeb85a218f4ab6c1f4b76e43fa7c
io.mantisrx	mantis-publish-netty-guice	1.3.0		f5a640e21c90bc28e086d8bee6761f602570ed85
io.mantisrx	mantis-publish-netty-guice	1.3.13		7692e74078d372dae902d39e36403cb83bb51f55
io.mantisrx	mantis-publish-netty-guice	1.3.14		e411070566307324376b93e827fc56ca2bc5dea8
io.mantisrx	mantis-publish-netty-guice	1.3.16		3b9663a83a78996997619dabe641aeb5166bb1ef
io.mantisrx	mantis-publish-netty-guice	1.3.17		cede529c2ed95c490c31962ca224e5069805bdc6
io.mantisrx	mantis-publish-netty-guice	1.3.18		1611b23a245afa26bdd2c303991bc1c1527cda41
io.mantisrx	mantis-publish-netty-guice	1.3.19		f2f683f34669e67b7c74ebc5dd717adfd0b62ab4
io.mantisrx	mantis-publish-netty-guice	1.3.2		f267adba27369cc405de98dd21149225747099b2
io.mantisrx	mantis-publish-netty-guice	1.3.20		8f10fa72fd7ed40f5769ce64ff3d771f62403f59
io.mantisrx	mantis-publish-netty-guice	1.3.21		3d876de91c1cf2b676c366dd73562176773e0f2c
io.mantisrx	mantis-publish-netty-guice	1.3.22		afb041711ee847ba9810e91fce028cdb41d60817
io.mantisrx	mantis-publish-netty-guice	1.3.23		34c0003ed2093bdb1b6ae525c5531436991d75f8
io.mantisrx	mantis-publish-netty-guice	1.3.24		98803d98f75be762eab4fe92006ace5099889014
io.mantisrx	mantis-publish-netty-guice	1.3.25		2dde6f262bb27e31608013882b490aa3171f6283
io.mantisrx	mantis-publish-netty-guice	1.3.26		1d4f3ed7705cbfabffb8995f33bbad4694fe5450
io.mantisrx	mantis-publish-netty-guice	1.3.3		d7f4c91e414647d166ca7f0e6f2e41fbdfd94851
io.mantisrx	mantis-publish-netty-guice	1.3.33		a3dab2b369c60d173f3a20471701341770f0343f
io.mantisrx	mantis-publish-netty-guice	1.3.35		b53043d302051f4fec09b385bcc5e447cfb765d4
io.mantisrx	mantis-publish-netty-guice	1.3.36		e028b57139dcc7e147176672ce24b0ca9b9212f5
io.mantisrx	mantis-publish-netty-guice	1.3.37		aa57a5421b08887b17d3f2c5dd0eae0a42fa3379
io.mantisrx	mantis-publish-netty-guice	1.3.38		471b75ecf711a36bf232c7d7f41a14e4872a9926
io.mantisrx	mantis-publish-netty-guice	1.3.39		aa59e6004b62850d95ac5cbacabe8ae5abb0e86e
io.mantisrx	mantis-publish-netty-guice	1.3.40		92a0e835461893bac1702637cc9a5d5d7b9983bd
io.mantisrx	mantis-publish-netty-guice	1.3.41		fd9e13cdf56648e5e2a78f1ef393a62095a8cb3a
io.mantisrx	mantis-publish-netty-guice	1.3.42		5c8ea6a793d4d81b573b035766d07074823642d5
io.mantisrx	mantis-publish-netty-guice	1.3.43		74653ef724b455295c5696add60447ee67173618
io.mantisrx	mantis-publish-netty-guice	1.3.45		363f50e7b492588ffd389d4bb427d606cbaabd8b
io.mantisrx	mantis-publish-netty-guice	1.3.46		39ed92a5d8af9b7ef852e06b4a3f82244e0fcd08
io.mantisrx	mantis-publish-netty-guice	1.3.48		c48abbbf50d19dccdec6f16146942d64ac63520e
io.mantisrx	mantis-publish-netty-guice	1.3.49		12ce41dd9a9da9350e4424a63e3f102c7d902d2a
io.mantisrx	mantis-publish-netty-guice	1.3.5		e6b7d6961f6615812c54fbd793638d1c7ba49155
io.mantisrx	mantis-publish-netty-guice	1.3.50		dbd72d59f07e1f33d282b8996b7b2aae90751265
io.mantisrx	mantis-publish-netty-guice	1.3.51		a17e33c66239cc100798c004fe7969344be326d7
io.mantisrx	mantis-publish-netty-guice	1.3.52		fb78fe503c358bf132d70337ec48f2f5e33a7713
io.mantisrx	mantis-publish-netty-guice	1.3.53		fc12d9d8714462cf3a9ca5805681906c3e058f27
io.mantisrx	mantis-publish-netty-guice	1.3.54		47596741888282ae69c2102025dbffef0cac9b0e
io.mantisrx	mantis-publish-netty-guice	1.3.55		1592717f4bd494782445d9e60b310f51ba55876c
io.mantisrx	mantis-publish-netty-guice	1.3.56		89b7f40019685fca00a395af6b9545c096b2a04a
io.mantisrx	mantis-publish-netty-guice	1.3.57		4f0913c7594aa19ec83a54df4e8b577a12870f78
io.mantisrx	mantis-publish-netty-guice	1.3.58		465b125cbabc3df3d19eea44b0cff1157da695c1
io.mantisrx	mantis-publish-netty-guice	1.3.59		7811e29aacd443b0126b3931d22893ca3705a394
io.mantisrx	mantis-publish-netty-guice	1.3.6		36c2dd663c6fe33f609c320f6694d54a238d0a0e
io.mantisrx	mantis-publish-netty-guice	1.3.7		253be3a5aba4b8e606fed9a3cf706f3e625d2272
io.mantisrx	mantis-publish-netty-guice	1.3.9		626ffa74f4141af7c23984c2a5dd4d237e72d3c5
io.mantisrx	mantis-publish-netty-guice	1.4.0		b2cf07d16e65ce8ed6db2a13b732450963dc3821
io.mantisrx	mantis-publish-netty-guice	1.4.1		6e6955eea44a47870693ffa08dd43f81246950b5
io.mantisrx	mantis-publish-netty-guice	2.0.0		419fb938ffb37df092ab3606aecaab55f115002d
io.mantisrx	mantis-publish-netty-guice	2.0.1		da214d37dd20803e838640e533b17935890d43e5
io.mantisrx	mantis-publish-netty-guice	2.0.10		623720cd7447ce48ae749b98a9c2d2766f169666
io.mantisrx	mantis-publish-netty-guice	2.0.100		94c7bc88c4a04c998a63e7d88989d7be2b88f0bf
io.mantisrx	mantis-publish-netty-guice	2.0.101		76b37374025e7958e404b1f28451306d8f21efb9
io.mantisrx	mantis-publish-netty-guice	2.0.102		5474c504a4249ef6542796bde0641bee4bccf220
io.mantisrx	mantis-publish-netty-guice	2.0.103		a8d107544e57107604afb01733979c118899eeae
io.mantisrx	mantis-publish-netty-guice	2.0.104		b07fa2ef7d4a18d4c35cf67e727f08880d1d5522
io.mantisrx	mantis-publish-netty-guice	2.0.105		3718db6bd379c7259d25488f931144351ff92bdc
io.mantisrx	mantis-publish-netty-guice	2.0.106		5621daf76c74875f05707a02cc4e4e0f816fc83a
io.mantisrx	mantis-publish-netty-guice	2.0.107		246c848e7436ba95a90f7f0272b50366f09e8ca8
io.mantisrx	mantis-publish-netty-guice	2.0.108		8772eb91106a53eaab4d661520e05bcc6a2e0893
io.mantisrx	mantis-publish-netty-guice	2.0.109		11667f8c6a4c4c18a05f89e5e13b13ac5a9d5357
io.mantisrx	mantis-publish-netty-guice	2.0.11		85c724f4190590f79b157aa36a0af69405c2e736
io.mantisrx	mantis-publish-netty-guice	2.0.110		ec60c9a617b7b42d1ead7772edf53cb2c1c00c2e
io.mantisrx	mantis-publish-netty-guice	2.0.111		aabd76e653f76af72e50507c3dc7ac19b26d9934
