au.com.dius	pact-consumer-jvm_2.10	1.0		b7d9accbd3ea21d13f940a066a11142387948e88
org.finos.legend.pure	legend-pure-m3-dsl-path	1.18.0		cf1e5eb4994efbaf49a92af8eac47b0348e1f170
org.finos.legend.pure	legend-pure-m3-dsl-path	1.18.1		e2e10c5dc6d92afee98da81127de242855f4af0e
org.finos.legend.pure	legend-pure-m3-dsl-path	1.18.2		efcb0fd70cf94736f29e2d6e69c7baeff9019211
org.finos.legend.pure	legend-pure-m3-dsl-path	1.18.3		1db4a8674a56e6e9b90ede46c2f54b5a986eeee6
org.finos.legend.pure	legend-pure-m3-dsl-path	1.18.4		99b1110c2950c80008c63e33ee7464b150208fef
org.finos.legend.pure	legend-pure-m3-dsl-path	1.18.5		9a19848a0742faf3493a8a149eb9a558495b9ebb
org.finos.legend.pure	legend-pure-m3-dsl-path	1.19.0		893fb6fa13ab533d8caeb7933276fdb96e6ccb03
org.finos.legend.pure	legend-pure-m3-dsl-path	1.2.0		b1e425e9a0e75166ef6c4076b76c8d6fba8e0550
org.finos.legend.pure	legend-pure-m3-dsl-path	1.2.1		844693c1b1239aea7fdbd622e4c5e33d9b7cd4ab
org.finos.legend.pure	legend-pure-m3-dsl-path	1.20.0		0ec6860dfaa440993d1a83ca39b1a971728b77ba
org.finos.legend.pure	legend-pure-m3-dsl-path	1.20.1		fa33763c56d70841e9fb30f0a0d5977f8bd91fa2
org.finos.legend.pure	legend-pure-m3-dsl-path	1.21.0		ef96a3a94f2cef45448b70980b24510c1d02f688
org.finos.legend.pure	legend-pure-m3-dsl-path	1.22.0		4c42586becf4e96485425b88481217f29bef9ba3
org.finos.legend.pure	legend-pure-m3-dsl-path	1.23.0		13e6e332241f0edb74d076a341b04c648c57d5d7
org.finos.legend.pure	legend-pure-m3-dsl-path	1.24.0		f22c659e3f87f67e0bb33af68eab818c34ab7cea
org.finos.legend.pure	legend-pure-m3-dsl-path	1.25.0		81986cf41da9d0363be65086a95aa5132090a14f
org.finos.legend.pure	legend-pure-m3-dsl-path	1.26.0		83f3915a06406917ac81d75eb6705364b6de8b6d
org.finos.legend.pure	legend-pure-m3-dsl-path	1.27.0		2363df3a5b849decd555e22e3a5240b5500cc4a0
org.finos.legend.pure	legend-pure-m3-dsl-path	1.28.0		eb37ef494cf6bbf58296277139d5fb2f6855eedb
org.finos.legend.pure	legend-pure-m3-dsl-path	1.29.0		36956d490b82c9e4b1ea951a66b0bfdf0a7e77c3
org.finos.legend.pure	legend-pure-m3-dsl-path	1.3.0		f7a352788b82bf57b7b24a156b421fcf15791e32
org.finos.legend.pure	legend-pure-m3-dsl-path	1.3.1		07f13e0b4a4f63f364106d5f106fb0f7ce8b60d1
org.finos.legend.pure	legend-pure-m3-dsl-path	1.30.0		33506de5cb5e6bedbadab486d2e4695579540d8e
org.finos.legend.pure	legend-pure-m3-dsl-path	1.31.0		8863be4da741b692c0773bca5f2cf0242d86d072
org.finos.legend.pure	legend-pure-m3-dsl-path	1.32.0		bf5af2d70184f8d36f4f79caf1a5c6842adf34df
org.finos.legend.pure	legend-pure-m3-dsl-path	1.33.0		2e3b14a69eaa3805091fae3839233a0f6d36b3c9
org.finos.legend.pure	legend-pure-m3-dsl-path	1.34.0		d819a74deda2c0bc6f0c0d668df232e3a7b63e22
org.finos.legend.pure	legend-pure-m3-dsl-path	1.35.0		c7c799057177be699ca78f946a0f4307b7159e7b
org.finos.legend.pure	legend-pure-m3-dsl-path	1.36.0		a08d7b10a4d4d9ffa5884732ab9fcaf24969fd03
org.finos.legend.pure	legend-pure-m3-dsl-path	1.36.1		37b29dc631d72913390a26e4c66aa93f82b5f2bb
org.finos.legend.pure	legend-pure-m3-dsl-path	1.37.0		ee365a5437cfe6087e9b461aaf5a7da3511f67bd
org.finos.legend.pure	legend-pure-m3-dsl-path	1.37.1		f9b8c25a72e7cf2e2c6c93e7fb48ec66ba036276
org.finos.legend.pure	legend-pure-m3-dsl-path	1.38.0		5caca4b191c8a207acae91a4d48fde98824a6ef9
org.finos.legend.pure	legend-pure-m3-dsl-path	1.39.0		49bffca98a70f8128ee4f4cf3f56db12844b2178
org.finos.legend.pure	legend-pure-m3-dsl-path	1.4.0		fca5cbb127712c66f76201e74ee160dc87cbb9b1
org.finos.legend.pure	legend-pure-m3-dsl-path	1.40.0		ad7d5334e55c2c394c686f2d5fa6508a57846de1
org.finos.legend.pure	legend-pure-m3-dsl-path	1.41.0		5c537ece97b7faf7cb9cd8d7b33b2b4766253824
org.finos.legend.pure	legend-pure-m3-dsl-path	1.42.0		3c875eb71680644fbaa1afbaa0f1ef519eee7dda
org.finos.legend.pure	legend-pure-m3-dsl-path	1.43.0		4906f9b9638e8510acade03ccec552932113edbe
org.finos.legend.pure	legend-pure-m3-dsl-path	1.43.1		beb7ed419c71a3e1fb58a45ef646f02a6c58bc1c
org.finos.legend.pure	legend-pure-m3-dsl-path	1.44.1		9f622e028cd41275e2124bac16f58ad858ff487b
org.finos.legend.pure	legend-pure-m3-dsl-path	1.45.0		f4e6bc93bc8116d8b7db277ee615fa98fea282a2
org.finos.legend.pure	legend-pure-m3-dsl-path	1.46.0		43995531159e35be860726398b175cf1a49775a7
org.finos.legend.pure	legend-pure-m3-dsl-path	1.47.0		3199322fa3e421cf6a2ee1fff09f643fdff4071b
org.finos.legend.pure	legend-pure-m3-dsl-path	1.48.0		b558e439997bad0e525538ce945420425239ab21
org.finos.legend.pure	legend-pure-m3-dsl-path	1.49.0		93525f4ef5bed79aa5c56cf11905408eeed0dd69
org.finos.legend.pure	legend-pure-m3-dsl-path	1.5.0		666a7b32cdde94192bb975c515625962c58e93c4
org.finos.legend.pure	legend-pure-m3-dsl-path	1.5.1		60d77d0e65915da6592d3cd6e1c4c4d42ec32ed7
org.finos.legend.pure	legend-pure-m3-dsl-path	1.5.2		06a8834e3284df6c0d698703b3fd72b823287571
org.finos.legend.pure	legend-pure-m3-dsl-path	1.50.0		23384586acb8c5f9e6c3501e8e632f6a5ffda523
org.finos.legend.pure	legend-pure-m3-dsl-path	1.51.0		6e78fb7a9b293b7303cf16846afe408910f4aaf2
org.finos.legend.pure	legend-pure-m3-dsl-path	1.51.1		690f3753eadc31b2cd92c9ab5fa9bd76ce695c8c
org.finos.legend.pure	legend-pure-m3-dsl-path	1.52.0		540dd6234bab8cdfe3626f89fc5627065323d323
org.finos.legend.pure	legend-pure-m3-dsl-path	1.52.1		2bfcdebfeff7308229c79a1fab988e7a3c2a9d00
org.finos.legend.pure	legend-pure-m3-dsl-path	1.52.2		8eb28d28d5b24a760c03d88404765f94d70a8474
org.finos.legend.pure	legend-pure-m3-dsl-path	1.53.0		7533ed7052d263662664210943cf2e8ea03a7e37
org.finos.legend.pure	legend-pure-m3-dsl-path	1.54.0		f7ce96a7bd5a9d9ef0cdf720efcb7d0bcf957f73
org.finos.legend.pure	legend-pure-m3-dsl-path	1.6.0		271ad5160b62cf4ab2f0c8a826d3ee58e7b40363
org.finos.legend.pure	legend-pure-m3-dsl-path	1.6.1		547c8f25d1378c5e10f580d742daf7d6d6d41082
org.finos.legend.pure	legend-pure-m3-dsl-path	1.7.0		e94c72ce14eac0d85856eec4fb55bbe14289ec2d
org.finos.legend.pure	legend-pure-m3-dsl-path	1.7.1		f4654334105336cccb8ce1ab3fb79d2eb71428e5
org.finos.legend.pure	legend-pure-m3-dsl-path	1.8.0		d3dd7cc419499fb2790425b3f25932f4c657071d
org.finos.legend.pure	legend-pure-m3-dsl-path	1.9.0		192aeb366d4b51f46ddb23860e0f174e6adf6f66
org.finos.legend.pure	legend-pure-m3-dsl-path	2.0.0		8bb65c898bfd1538ee64ed4757c728c87b7948ba
org.finos.legend.pure	legend-pure-m3-dsl-path	2.1.1		912057e5f9570bf423090f0cc3a000c40b1b55b6
org.finos.legend.pure	legend-pure-m3-dsl-path	2.2.0		1d31677ad8f36174d8252b90fa861c6bdde9ae62
org.finos.legend.pure	legend-pure-m3-dsl-path	2.2.1		81faf5597f83a4176328f36d331f53b3955f7b37
org.finos.legend.pure	legend-pure-m3-dsl-path	2.3.0		13991494cd0b26ac2d36f29444232fc0954a8b09
org.finos.legend.pure	legend-pure-m3-dsl-path	3.0.0		d7b89da4e5f9d68da8b5fa90b12a912839d16400
org.finos.legend.pure	legend-pure-m3-dsl-path	3.1.0		757d67a45e5187843c63af0af7ba265bb6751552
org.finos.legend.pure	legend-pure-m3-dsl-path	3.2.0		0c9a949f97fd42199a6dd65893cc933397d24752
org.finos.legend.pure	legend-pure-m3-dsl-path	3.2.1		ac0bad3ba132b029c737b4793475437392626442
org.finos.legend.pure	legend-pure-m3-dsl-path	3.3.0		579654da8eab97eb4262862b027aba06cdc349f6
org.finos.legend.pure	legend-pure-m3-dsl-path	3.4.0		816c7cfb23ce0777dca3449e83a7f0187fa826d9
org.finos.legend.pure	legend-pure-m3-dsl-path	3.5.0		0334830bac753bafc55332f7dba195f0dec54b37
org.finos.legend.pure	legend-pure-m3-dsl-path	3.6.0		7db29296679a22168adf8964df667336ffb7217f
org.finos.legend.pure	legend-pure-m3-dsl-path	3.6.1		81ce67c69fccc4223bfda597f9f40222791ab2e6
org.finos.legend.pure	legend-pure-m3-dsl-path	3.6.2		811febf5cd492efcf4acbc0b5e93b60baa8e92bb
org.finos.legend.pure	legend-pure-m3-dsl-path	3.7.0		42e1f65a30755b451d5e8db0d245e9bf0fff9ecb
org.finos.legend.pure	legend-pure-m3-dsl-path	3.7.1		5a7aa68b47d7fa6950f682f9d535ec9016189977
org.finos.legend.pure	legend-pure-m3-dsl-path	3.7.2		9b246ced878c26d805ad245f4a100c21c9b539d2
org.finos.legend.pure	legend-pure-m3-dsl-path	3.7.3		4c1ce1309b837372a31577fe8a4437239406d37a
org.finos.legend.pure	legend-pure-m3-dsl-path	3.8.0		1015eb1a1ef59c21fe32e49c525d29f0c199277d
org.finos.legend.pure	legend-pure-m3-dsl-path	3.8.1		b7a1c788617ee7d460f5452cfa6dc06653af1522
org.finos.legend.pure	legend-pure-m3-dsl-path	3.8.2		1f57da2259f660eb95b5b9c4e9d129c4d23f998f
org.finos.legend.pure	legend-pure-m3-dsl-path	3.8.3		793b971bf31909434568f9561b31c0961ec72574
org.finos.legend.pure	legend-pure-m3-dsl-path	3.8.4		708ff9764ec5eca4490f79e801fc48ee14204836
org.finos.legend.pure	legend-pure-m3-dsl-path	3.8.5		3eacd5dad30c0238e7e5af45f5189a0992e36259
org.geckoprojects.libraries	org.apache.lucene.queryparser	9.12.0		4F3A411190FCF90DED79724A46C708903FB9581F
org.glassfish.web	jsf-connector	10.0-b28		3e811ba037e98d99668c5f011e2bb171ad253c24
org.glassfish.web	jsf-connector	3.0		7596ed22b9aa84a91f50437405fb1463d1c93571
org.glassfish.web	jsf-connector	3.0-Prelude		cc951dd81505377d5dc1487561f9588abc22a436
org.glassfish.web	jsf-connector	3.0-Prelude-Embedded-b10		978639e9a510a7f65cf40ec72c7abf57198a5b37
org.glassfish.web	jsf-connector	3.0-Prelude-Embedded-b11		8532ddcafcc75b948218bf81b7824710b3e6b1b0
org.glassfish.web	jsf-connector	3.0-Prelude-Embedded-b12		9d792a2b331fdc978787ffa3509d36191596a8d9
org.glassfish.web	jsf-connector	3.0-Prelude-Embedded-b13		97a1e00926555830546518ea126019c31e683272
org.glassfish.web	jsf-connector	3.0-Prelude-Embedded-b14		858bf7d855196d40b0f2aea9fa4a3b6755bab467
org.glassfish.web	jsf-connector	3.0-Prelude-Embedded-m2		e96ba40272830b625e73a04d0298e2e0b1cd3013
org.glassfish.web	jsf-connector	3.0-Prelude-b28b		2bf1f28fc74b76fb2863ccf5792d10cb25b30db9
org.glassfish.web	jsf-connector	3.0-Preview		a4c28c1582500de875d9a75d9bd2ca0e02c07936
org.glassfish.web	jsf-connector	3.0-Preview-b47a		b40257e99c0d83e1fd1ec82b3b4a2b1232ffa172
org.glassfish.web	jsf-connector	3.0-Preview-b47b		683918a48fba15224c73d9aba784c52881a752ec
org.glassfish.web	jsf-connector	3.0-Preview-b47c		308f5e0fd16326469e812d8c2fb391fc345b28ab
org.glassfish.web	jsf-connector	3.0-b29		1d6a20025c101d1095cea619c754e84395b322be
org.glassfish.web	jsf-connector	3.0-b30		6448087afd8a1b8e266bae49732cb758862249eb
org.glassfish.web	jsf-connector	3.0-b31		846ebd5c0e67d20c10371efe732d884a2c2a1f9f
org.glassfish.web	jsf-connector	3.0-b32		c145c18c44b1838a29bc761e84b75e432521f27f
org.glassfish.web	jsf-connector	3.0-b33		00d3c75e6c6196e938e6aab48f4920ac6d28af0c
org.glassfish.web	jsf-connector	3.0-b34		a91a50d8caa21f0d67bbb5211645a7673b4f9d5c
org.glassfish.web	jsf-connector	3.0-b35		dbbc17be0e87912271d1342f4bb36ee1e208aace
org.glassfish.web	jsf-connector	3.0-b36		51e760622aa1cc8397aa5e6fbb757e7b2b17e9a3
org.glassfish.web	jsf-connector	3.0-b37		d99d43dfebe6e62c3d11184680e09bc8c0dc77fb
org.glassfish.web	jsf-connector	3.0-b38		573071b0bb56d3aca2616fb993114c773f4a4880
org.glassfish.web	jsf-connector	3.0-b39		1eeba229cf38002264412333d8663d6184d503ca
org.glassfish.web	jsf-connector	3.0-b40		790763534f0547626d0eefb8f2d53591c6e3219d
org.glassfish.web	jsf-connector	3.0-b41		8ffe9c06876e924aea319a82fc62913d2035afb1
org.glassfish.web	jsf-connector	3.0-b42		ed83c3b00f4a35a02d9637c60015702bce20ee43
org.glassfish.web	jsf-connector	3.0-b43		219a17a7d39cd573c706ce6e5aabb7997c1bccf6
org.glassfish.web	jsf-connector	3.0-b44		f4a634662f49619ef2332d6a6f25cd04fe178dee
org.glassfish.web	jsf-connector	3.0-b45		c2df9bb3160b9220fee607924e6d527ab1817b59
org.glassfish.web	jsf-connector	3.0-b46		5bf1e908866fb75598fce9ae5e946cd52dccdfb6
org.glassfish.web	jsf-connector	3.0-b47		2c51a0056407e6f8e1b711eb46412df252f5ba49
org.glassfish.web	jsf-connector	3.0-b48		588346fe261538f1e50e56b194e6d15c8d828b82
org.glassfish.web	jsf-connector	3.0-b49		5f13f4a8495cbd5d9e45fafec8e47322089acb47
org.glassfish.web	jsf-connector	3.0-b50		a4828b195e8a6b3c432fb55bcc3fa78138fe8d92
org.glassfish.web	jsf-connector	3.0-b51		74e3b8aa69c57b29e1b550d4cf61938c69ff5154
org.glassfish.web	jsf-connector	3.0-b52		fbf4c69744f2b1106acd3b81953d5ba57aad69d8
org.glassfish.web	jsf-connector	3.0-b53		4d6553bb9247eff936b41850fff01d72cbb19ed7
org.glassfish.web	jsf-connector	3.0-b54		e8a602ae47e52c395d2703c08a6df8cca261b35d
org.glassfish.web	jsf-connector	3.0-b55		4db444a5bf84ba17600f43ae1a925cd9a451cfad
org.glassfish.web	jsf-connector	3.0-b56		bcede0b0813e7edeb8486078f7dea4130a681d5d
org.glassfish.web	jsf-connector	3.0-b57		2b0a0ca03fd02e6c942b4eaf179b90a1febfdfbe
org.glassfish.web	jsf-connector	3.0-b58		88be2598879b41fa1f06ecd62178107a1e2c1913
org.glassfish.web	jsf-connector	3.0-b59		f1d399e72553d90fefb015606697af0904fb3ef7
org.glassfish.web	jsf-connector	3.0-b60		0cb40b74ff53c0e087db1d1462419531c99e7314
org.glassfish.web	jsf-connector	3.0-b61		cfefc916702bc14401a6f3c2a6c850f28b58af9c
org.glassfish.web	jsf-connector	3.0-b62		bde0c71cbd487a2c2d3833066334f0ad60e23f8c
org.glassfish.web	jsf-connector	3.0-b63		b1001496b71e6ec4f610c758ae38f94e21e924e6
org.glassfish.web	jsf-connector	3.0-b64		b1bc5bf2aa20a6261db82d792d327159d96d809f
org.glassfish.web	jsf-connector	3.0-b65		3639442f97d7b7990f0817710752c582275a8120
org.glassfish.web	jsf-connector	3.0-b66		de4f801ba1185cd25a5a6f526625958e6f2fbef9
org.glassfish.web	jsf-connector	3.0-b67		0bc636fec5301033ed81484d6b522a982164d71b
org.glassfish.web	jsf-connector	3.0-b68		86224a8629d81e11139a956bae453e0fcc538015
org.glassfish.web	jsf-connector	3.0-b69		8b1a76acc1569239f48ba9bd0901d67b29fcefd6
org.glassfish.web	jsf-connector	3.0-b70		f4d367803daca6b495f0194796e0ddda3e583dfd
org.glassfish.web	jsf-connector	3.0-b71		4caa000fc287b302d445a422ddb33351a9a82867
org.glassfish.web	jsf-connector	3.0-b72		5a33db182abd9cdd0fd60b6565ff16521e4fd94b
org.glassfish.web	jsf-connector	3.0-b73		4667918e5aab817efeab029998fc612c773eac78
org.glassfish.web	jsf-connector	3.0-b74		648ade02b2c9e902d041a6dd5077c396b88e5bd6
org.glassfish.web	jsf-connector	3.0-b74a		9ed739360de9b92348ad219afcce891883a0b378
org.glassfish.web	jsf-connector	3.0-b74b		423065a67951a97b6246dbed5f9f2a9387e7a653
org.glassfish.web	jsf-connector	3.0.1		2783a56fff70dbf336cc46d161b0081529faa3d2
org.glassfish.web	jsf-connector	3.0.1-b01		8dec4383f15dc62dd5c20405b4573a153cb85fa4
org.glassfish.web	jsf-connector	3.0.1-b02		78b3ce96e77c930556237d78fbcdeb83b277c2a7
org.glassfish.web	jsf-connector	3.0.1-b03		5e506f26363190597a5ea5a1a0e8b65379a7ea6d
org.glassfish.web	jsf-connector	3.0.1-b04		838e830f1f394efa2c924f98616512640ca1bc65
org.glassfish.web	jsf-connector	3.0.1-b05		6155c0d52a9479b07e0212aff6e4ca1907a1eda0
org.glassfish.web	jsf-connector	3.0.1-b06		af9d79109692c9993a11fbe00ff6c37ac3843d0d
org.glassfish.web	jsf-connector	3.0.1-b07		983e7ffab8c7204db2f32f4d8909b5553f2c318d
org.glassfish.web	jsf-connector	3.0.1-b08		5a7e9147a311767016d3a3765443a5bb92c5d82c
org.glassfish.web	jsf-connector	3.0.1-b09		2e6a3478ececf6a9082265313928e314f779d689
org.glassfish.web	jsf-connector	3.0.1-b10		e485c1a6e29f586536706583af907bd19987b074
org.glassfish.web	jsf-connector	3.0.1-b11		44d7ee34fa92bcb270245e17973fcf052d85a7f5
org.glassfish.web	jsf-connector	3.0.1-b12		d8d168aaaf383d51ae439d4b05588f1e6b9669f9
org.glassfish.web	jsf-connector	3.0.1-b14		3c06c209f6cec2340cab730c4adf8f069d6912c2
org.glassfish.web	jsf-connector	3.0.1-b15		b2a8fe50a79cd4389a173452abe1393f635157e2
org.glassfish.web	jsf-connector	3.0.1-b16		edea6dc679580bbe36711dfeeb003ab995682785
org.glassfish.web	jsf-connector	3.0.1-b17		a55ed01b711bfba25cc28509823a8ed839beb1ae
org.glassfish.web	jsf-connector	3.0.1-b18		94982a57ed9709d85f69ea4974f5cdf2e9ec8888
org.glassfish.web	jsf-connector	3.0.1-b19		5ed46112e8021beae76fd5d5e642cfbc6a0f3687
org.glassfish.web	jsf-connector	3.0.1-b20		a65181142bb3d6c1e12f6718a38fd004fccbd6ed
org.glassfish.web	jsf-connector	3.1		53aa2c748fcdf40c6cd912eef2d894d22fd01cd0
org.glassfish.web	jsf-connector	3.1-b01		c20ea787a2bc3f9f2b1f2e30d1cb15d3d1e7404a
org.glassfish.web	jsf-connector	3.1-b02		188be40de14af4c437a3ab7e66c484332c1d395e
org.glassfish.web	jsf-connector	3.1-b03		a6ae9c782738d7eb9438afec9a82824dc0f2bdc2
org.glassfish.web	jsf-connector	3.1-b04		d0c0360958c4f5472f36fc987de680f76720f330
org.glassfish.web	jsf-connector	3.1-b05		4b41042d25503759931f384d44ee334f12e9567c
org.glassfish.web	jsf-connector	3.1-b06		e97e5287fa4c9777fe299c7c732b52cc11aa6185
org.glassfish.web	jsf-connector	3.1-b07		192be6f8740a6c796b8c107ff40c43dde95ce617
org.glassfish.web	jsf-connector	3.1-b08		712065e271b11e92166530b0816d76751a82d279
org.glassfish.web	jsf-connector	3.1-b09		6008dbf87232d628c3f418ec5eb645010269dc45
org.glassfish.web	jsf-connector	3.1-b10		30e29cf9b14edbaa05c462657dddc703b4708b8f
org.glassfish.web	jsf-connector	3.1-b11		9ade3a0b02b4aee5cdb9fe1123db983faa9accef
org.glassfish.web	jsf-connector	3.1-b12		7e0aca062971f4e1aa1d7bf904e09cb4f5033c41
org.glassfish.web	jsf-connector	3.1-b13		2c05595cd8208a85618e21436ee715825ec529d3
org.glassfish.web	jsf-connector	3.1-b14		1d71bf9195329f9cd283a4f6b91c5bec9c117d7a
org.glassfish.web	jsf-connector	3.1-b15		753acd669dcbbe71b13e272ecc851658363304b9
org.glassfish.web	jsf-connector	3.1-b16		538a70ca4e25dc95017a805e585a1371f0ca9174
org.glassfish.web	jsf-connector	3.1-b17		97e6758afc3b7a3e54d5b3b9c6686e01c02689fb
org.glassfish.web	jsf-connector	3.1-b18		c8bd655a76acca734221b3576b72d952474481b0
org.glassfish.web	jsf-connector	3.1-b19		ca1b5ebf0d09bd4bfe8cee6f81ad359044deb18f
org.glassfish.web	jsf-connector	3.1-b20		a41af50d05b5834e646d53b39e5745862aac32ac
org.glassfish.web	jsf-connector	3.1-b21		003e7bc10038f79bb518172d357ab775c1adca2a
org.glassfish.web	jsf-connector	3.1-b22		87f8116ef09d3f8506dd9110afb5a33b43d7f3dc
org.glassfish.web	jsf-connector	3.1-b23		f09ca53538645a56f9ada0832e0af138959a5cd3
org.glassfish.web	jsf-connector	3.1-b24		43ecb02dde5ddede30f705d313556b9569b0edd2
org.glassfish.web	jsf-connector	3.1-b25		4f5990a820aa5d5abee4fbc15ef6ca468cb80d6c
org.glassfish.web	jsf-connector	3.1-b26		7f8751965d9cb3ae2dc2e96a6245b821ff86da9f
org.glassfish.web	jsf-connector	3.1-b27		740eaf1da42e8c366bb644dc37ee08e8ed912897
org.glassfish.web	jsf-connector	3.1-b28		b544e6499b5a40c1afee6a3db835d7f0dc105f60
org.glassfish.web	jsf-connector	3.1-b30		5415f338185d62e83e72e84706795ddf335043d9
org.glassfish.web	jsf-connector	3.1-b31		28019b31293dfbbd02780ffc9e343724312b97e4
org.glassfish.web	jsf-connector	3.1-b32		6d0cdf95edf2cffd032df0b9c39d0d039bd1cff4
org.glassfish.web	jsf-connector	3.1-b33		54a0adcd50ba869934c6d5be551d1d626cb21656
org.glassfish.web	jsf-connector	3.1-b34		dfaeb37de6f5179495b481b3aec6d9d96416f399
org.glassfish.web	jsf-connector	3.1-b35		3b589c70dd1bb00f71942d0fbc00650887e7cc45
org.glassfish.web	jsf-connector	3.1-b36		2b56f855bc56a45ff22fe6a2bd9ffbdd55864a25
org.glassfish.web	jsf-connector	3.1-b37		36e76ab5a4f9d8057b49a4b79dcb151480b0e3ab
org.glassfish.web	jsf-connector	3.1-b38		d84c8e6780e128b0fc8579e5b39120ed4e87597d
org.glassfish.web	jsf-connector	3.1-b39		b4be3fbe569c04914ae48783d8ccd8261fcc3740
org.glassfish.web	jsf-connector	3.1-b40		8943a554054ae533cf60eac7741593c51ddf5c8a
org.glassfish.web	jsf-connector	3.1-b41		c185fab89284cc590f84e639afdb848151e68c34
org.glassfish.web	jsf-connector	3.1.1		16b4fa54cdab0820848c1ec08e7bc9286f041ab4
org.glassfish.web	jsf-connector	3.1.1-b01		5179054396cd0e7d839bcfc0c0dc82786f742d9e
org.glassfish.web	jsf-connector	3.1.1-b02		9a348b6685c31137bfbb8bc098a5b28113ffd931
org.glassfish.web	jsf-connector	3.1.1-b03		ac4bd8fa147be56b8e67b4f7855fe83057b952b8
org.glassfish.web	jsf-connector	3.1.1-b04		bdd412a77bb6191044495037f3981eccda00b7fc
org.glassfish.web	jsf-connector	3.1.1-b05		9aa8b08d3d0fc4260d8b4aa53e0ad05b2c5b3dbb
org.glassfish.web	jsf-connector	3.1.1-b06		5cb310908a70cdec4b2bb1ab63ac926f124eb49f
org.glassfish.web	jsf-connector	3.1.1-b07		150f531affa58c10489206fa4795a1bbc6a49688
org.glassfish.web	jsf-connector	3.1.1-b08		6fd74b5511039d37c41fe7ec5e319ea110d41b7d
org.glassfish.web	jsf-connector	3.1.1-b09		38b49d395c72ec1d783df43b224f289d85aa92e0
org.glassfish.web	jsf-connector	3.1.1-b10		c97425cf8f33f7a1ae5f4ea607c00b6453da3ed8
org.glassfish.web	jsf-connector	3.1.1-b11		47ac9ff9a91ef86741e7c086932fa1b0f38b614e
org.glassfish.web	jsf-connector	3.2-b01		6899dba1a6a97d44f390b42dbee10e1cfdb2cea4
org.glassfish.web	jsf-connector	3.2-b02		071b16266fc7f6528bcb5047d3ee584a37000e16
org.glassfish.web	jsf-connector	3.2-b03		a41cc95d5221ba7febfc4ff65b731efb9c7e4d8f
org.glassfish.web	jsf-connector	3.2-b04		5522655e4aefa0acd614d4f974bff7c7fd495545
org.glassfish.web	jsf-connector	3.2-b05		445c7aa2a5f30e4f22d414a92f010be6d139b4f0
org.glassfish.web	jsf-connector	3.2-b06		09fc6f3e102ef022e4bbc6bb24739f67e5172dc3
org.iplantc	proboscis	0.2.1		e0d501126a38ae9a35824a630e4b0a5f60a6fed5
org.mapdb	thread-weaver	3.0.mapdb		820789fe0c50cb6f3e94317c86e44f1ea09bf404
org.openrndr.extra	orsl-extension-noise	0.4.5-alpha1		ad14a9f37a98bf04d201e4d36dfce937504d1fc9
org.openrndr.extra	orsl-extension-noise	0.4.5-alpha2		d79d4f7183fcfa5149e614930342b097fe0140c6
org.openrndr.extra	orsl-extension-noise	0.4.5-alpha3		d79d4f7183fcfa5149e614930342b097fe0140c6
org.opentelecoms.sdp	sdp-api	1.0		de20fa5fb752327aabf69da060f3841053a62bcb
org.ow2.weblab.service	contentConsumer-service	1.6		388dbf9b81a15c08e88a8d813e1a3deffc3877d7
org.ow2.weblab.service	contentConsumer-service	1.6.1		63e079ba219f35f3e7eb9276a343a3b88ad0339c
org.sistcoop	openfact-server-spi-private	1.0.1.Final		f76964982bdbdd53327cf08a2613c097f8b37e66
org.sistcoop	openfact-server-spi-private	1.0.2.Final		eb5ea088a7615e1141caccc3d8509e9db0668c5d
org.sistcoop	openfact-server-spi-private	1.0.3.Final		6550a65d9e712f29befebbde45f7bee3d2a73c0a
org.sistcoop	openfact-server-spi-private	1.0.4.Final		80629237a7ae423c2df8aa1949f52bae2e891e65
org.sistcoop	openfact-server-spi-private	1.0.5.Final		9f7ebabf501912c5c2f8f597c2788e430f3b81aa
org.sistcoop	openfact-server-spi-private	1.0.6.Final		a0307d7f72bc7c590db348b3cf20adc4213cfdac
org.sistcoop	openfact-server-spi-private	1.0.7.Final		fba0bbb25a0a0f97fab5611163fd67d3b3197bff
org.sistcoop	openfact-server-spi-private	1.0.9.Final		6d82ba07d5bc40e3318e8cbae69214100e11aecc
org.sistcoop	openfact-server-spi-private	1.0.RC13		cca2080d07cfada1122954df08e27816b0079fda
org.sistcoop	openfact-server-spi-private	1.0.RC14		73e9cda8ebfbbf384803653c16e6457e9f8175b6
org.sistcoop	openfact-server-spi-private	1.0.RC15		abc1a6feded69651b5465cc4cb918d2119421439
org.sistcoop	openfact-server-spi-private	1.0.RC16		7a1399c4b6fc7dd93f022ac73ef17bc770b8c6e0
org.sistcoop	openfact-server-spi-private	1.0.RC17		161e223be728b998b0e884430306f5bf2a8145f1
org.sistcoop	openfact-server-spi-private	1.0.RC18		2945342c0b24021717aca0609863f7c25196e2a9
org.sistcoop	openfact-server-spi-private	1.0.RC20		1062c7399768844a85177b8a53f8f4dafe24bdf9
org.sistcoop	openfact-server-spi-private	1.0.RC21		b4b753e03722fe6da65b9e7be184dbd0ab36a8b0
org.sistcoop	openfact-server-spi-private	1.0.RC22		9930e90fbaa37fad346980360598a942b651bf00
org.sistcoop	openfact-server-spi-private	1.0.RC23		64c8ff124d455c6ba994939bc56220bed031f8a5
org.sistcoop	openfact-server-spi-private	1.0.RC24		f7731f8f64ba613d3870826fde6e5f01c7d48e82
