bouncycastle	bcpg-jdk15	140		6fdf17321df065223be5e73a0916a8c6dc383140
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.15.0-alpha2		23b6edafa4ca58d2133a5bb4697b292df24865be
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.15.0-beta1		4654377392a7f50f0aacc20b78493bf06409fd97
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.0		6119454ddc6f835f71bdd83eaecdde2caefb0587
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.0-alpha1		d4638b583ffa5e5cbff86b4f50649a21464feea7
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.0-alpha2		3ea96ee196c865c26a7c0381200900198bbb7760
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.1		374717dc86b06a7e4635009d7ddf0d7aa41d0e12
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.2		c5e7352c7c69709572d0e99f9fa27bb4fa5cfbdc
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.2-alpha1		eec2b6862531d10c12890f01e74d8cd6ecde12aa
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.2-alpha2		06921c511a4719fe1e57649820fd8cdfaba6826e
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.2-alpha3		0e8e114918a579481c6396885c8ca50e618d8329
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.2-alpha4		1e0a10f1e00b57e80a245f51152725821a004403
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.2-patch1		06e7180cd5cb7c2d10c14756ceb5a2d7a64b457a
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.3		51622ca977ddbefe2ebb61b2a8ef141b5b23e30f
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.3-alpha1		6da148edef05a4599e982097de59b7aab59b26b3
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.16.3-alpha2		e89c2d5ea08ec4d38eb2b4b9caed761bae4b7546
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.17.0-alpha1		432a816aece20466e97564e860c1cc9e0208a9ec
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.2.0		376692e1d8e86b1b7308e09b155574de079ea51d
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.2.1		a2912b212c76a76ca2bfdcfc71cb3868e3aa70cc
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.3.0		852d8949d30aeae48b4e17fdda9ba2f8604f25d9
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.3.0-alpha4		61093b3d78f5cc17913ec0884bffa2d8355aa332
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.3.0-alpha5		ebb068319460af1f8962721359c0cf4393d3c633
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.3.0-rc1		bbe57f90a85683c0de0ae9e5db5c7662fc74bf4c
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.4.0		8dc9c34c49d9e1d8b52e6a878140e813795ee320
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.4.0-alpha1		d3732326d62a79613bcc0ea8d2521e78c9e153d5
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.4.0-alpha2		8de89aa1bf074a64770ae25c89b100644a6a878a
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.4.0-alpha3		d9b9732b08e72582ca91b30b04147c7f4975dceb
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.4.0-alpha6		7b86947a1ce61c12fcb2ee2b2300e5355bb2d2b3
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.4.0-beta1		257d1475860d1c00add5cf7996ac3fe8e5982297
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.4.0-beta2		91a7820d4c5eb5194f213850641481a05d3c18ed
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.4.0-beta3		b5d57046becf07e1ee0063fa553e51e86cd25624
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.4.0-beta4		4d5315302d09c4587a7f8c133e384a8f605d6c98
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.4.0-rc1		3a6a71a5ca62563b25cc7e19a473d01f790d19ec
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.4.0-rc2		dff663247336f37bc7f94fa87f09f52926e98456
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.4.0-rc3		f40e9fe17d25e4da15cd661ac7bd74402aba6125
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.5.0		aa25f4fd8e999eedb71c1b65123d46640a86c3a6
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.5.1		4c770a72671ecd90c5399f94a2a6d12a6a011b31
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.5.2		bd983cdc8390e5b47866045b7db05cfb7de09411
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.5.3		1632db06569cc72fb6589873d7d630cd7bf3ac4b
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.6.0		d56b368fe646c225e53f6f090430aaa3301c56a3
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.7.0		7da732b9969b62764be8b10478d400eb42691519
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.7.0-alpha1		c81853146afd2973882c8f7241b2ee0d1b49106d
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.7.0-alpha2		5b0c3cff456cb515cfcc2d9b9869f7571181d2a8
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.7.0-rc1		94ab977f756c0576cc086cb957abcc17a0b5a619
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.8.0		7183c5ee70bc94680d800cebabc75164e9c93606
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.8.0-alpha1		15cf5014667ec62270cbaca6143f868aaf24e39e
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0		a99c7a0c5d2d39545f4196eddce876f780079e73
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-alpha1		ef3719c1109064bee9d95f144df6a5dd093bf1e0
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-alpha2		25693523e76ca7ec57adea86244dc13e9168de6d
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-alpha3		d283b91977c07ec8f8d20362fd35c4a42a971065
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-alpha4		d0f56c1556a43e0656f8f45fde89efa0206a73f9
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-alpha5		9187b18ed88e976c8432d8b0b697012cd5599c45
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-alpha6		18f30c333a043891f2701f3044aff5793143ce9d
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-alpha7		f021da23198ad98b7a7d78ba07a5afb27e06d287
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-alpha8		1d38d7ecf321368b19f867cff0939d4ca50bed3b
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-beta1		b7eca6d7213a216eb75133edf82f51ecd588a9ef
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-beta2		4ecac359ac26417b46d1388dea5986a33da20214
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-beta3		2d53edab19fc4507b3cd8c143f17fea9cba31cf2
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-beta4		a19bfde2f88691724f4cf3388676725a4c7a9ddc
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-beta5		e4dc3179305b1e7ce5c33fd9909b2e48ab7862dd
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-beta6		7e6741d8e32269066a54952a77738c08709b9af1
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-beta7		6c1c0e328acd0d58c13c437441572a21b1e04f0f
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.0-rc1		a2dddae0883bc39d371ec9b0d38896da87365136
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	4.9.1-alpha1		4bf536f543e08cc1333e018c7acfd82017139eff
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0		c48ae02a35147ff4e87076974a0fb600505772d2
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-alpha1		7e3c08fc61cd991e8558cb56eddae8762c6eec93
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-alpha10		5aa9b5bb1ccd4975f54e207374b46e1269a0437e
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-alpha11		10dc3cfdb23b45512e251f2746aabfabdf2c86f1
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-alpha12		d692d158f15c891bdf38ffc482ddf4486bba6be2
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-alpha13		6e81657442d67d6ebdeecc423d70ecd7b26294d1
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-alpha14		7a2bd0a871ed91a672942f9ed93b787620746239
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-alpha2		0281418b43bc3f482e34636d7bf26211eec493d2
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-alpha3		fe128d93e7dd644243c8bcee99a9fe317a1b733f
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-alpha9		5557f7f029ffdf282572edc5bf5be79a3db24aed
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-beta1		276bbfa925c0075a511d8d7c08c2f74d76d22658
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-beta2		a949c6c26b4c70b7cbcbccb664e59679cf086f72
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-beta3		a6f9b45564d14b2ea78c01002626749d8d72f806
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-beta4		52261da7899cb0957f9bade20168deecdd518b0a
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-beta5		028bcf5ef1259238e17554ade73659cf4e6cda2a
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-beta6		ae9b3ce4f4cfaf9b8d1e5855e7e2f9e626ecfbcd
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-beta7		f1530dbfc6b68d18567b0a270681918e2e917d57
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-beta8		973a4e9d05ec274010864f5f9dfd519e716a3199
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-rc1		d029f985ebc81f3985035da6e391ba3ce4a93cb3
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-rc2		5c53f5a85dfeaaf742acd35bac75a47792ee9373
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-rc3		574c0fdf9b2265728fccf1794ea10dc75991397b
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.0.0-rc4		65b929b9afbbb8ce02d5ba78524e64edc8005a3c
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.1.0		506bc99d111663dd532e2864da7b9654e20facaf
com.didiglobal.booster	booster-android-instrument-finalizer-watchdog-daemon	5.1.0-alpha1		d41bdccb5b09bc7d317ebe4389e74397139b707f
com.eygraber	portal-iossimulatorarm64	0.9.29		N/A
com.eygraber	portal-iossimulatorarm64	0.9.29	metadata	185e978a1a5695201531e8a0d7181f12738cdbb5
com.eygraber	portal-iossimulatorarm64	0.9.30		N/A
com.eygraber	portal-iossimulatorarm64	0.9.30	metadata	b59b3102a90aae795d3cf1cafddb7db4bd5ecea4
com.eygraber	portal-iossimulatorarm64	0.9.31		N/A
com.eygraber	portal-iossimulatorarm64	0.9.31	metadata	bbe46d0cc322039fcbe606bbe2cb5c1cf77f6578
com.gitee.rumeng	common	0.0.2		306e40b93decabc2ef48004d5c6be28e269c46ff
com.gitee.rumeng	common	0.0.3		8a386b22dbdeaa7cf219e32b7837df4aa024141f
com.gitee.rumeng	common	0.0.6		ec69606b4fcdbf4972462844eb69c0d1ae9980d4
com.gitee.rumeng	common	0.0.7		a7787e5802acd7b7cf380b1b038acbe191dd0d52
com.gitee.rumeng	common	0.0.8		fb629db8071cdb14c85fd5ced82aa8a1c3bcfd01
com.github.aivancioglo	RestTest	2.1.3		59754dddd2e0dc0bca3ffcde5d63164d0b28430d
com.github.aivancioglo	RestTest	2.1.4		4cc79075f096fd1eb064c69d32f0a312f904a569
com.github.fracpete	jnb2docker	0.0.1		791c22e1a4278affb9bf43918c4e650a7a8c4878
com.github.fracpete	jnb2docker	0.0.1	spring-boot	35df60ee6866c642be142f343f795cf25ee97480
com.github.fracpete	jnb2docker	0.0.2		95c11f69d89daf2b2b4ff7e02cf874d4905dcf15
com.github.fracpete	jnb2docker	0.0.3		26ca44b536ab1c49352c004aed22f500e842d315
com.github.fracpete	jnb2docker	0.0.4		791bb03dbd925f89032ad6f42221fe257de870d7
com.github.fracpete	jnb2docker	0.0.5		5c3e0c620b728e32015f37d65a4d500bf73e1c38
com.github.frostyaxe	frostylight	1.0		802e42e436d508e90d03ead610d4d023067bb860
com.github.quanoc	trio-build-plugin	1.0.2		cfbddef4bc4e541ad47dcab667dad4a25cd8e72d
com.github.quanoc	trio-build-plugin	1.0.3		455d67cb46c367372be88041242e304f6fc0fc0e
com.google.cloud.tools	linkage-checker-enforcer-rules	0.1.1		2458ff69711d16935c3eecf9865f587a40d0698b
com.google.cloud.tools	linkage-checker-enforcer-rules	0.1.2		e26b47fa17cb07d73926cadb695f48647f03d685
com.google.cloud.tools	linkage-checker-enforcer-rules	0.2.0		602b6c5f9e33b79d9dc22f0ac27d127380e55e6e
com.google.cloud.tools	linkage-checker-enforcer-rules	0.2.1		6845b28e2117e0c51c79a427589df87a9b1fa758
com.google.cloud.tools	linkage-checker-enforcer-rules	0.2.2		3e0b6a4d2b504f32237df1f591b3768b811b9bb4
com.google.cloud.tools	linkage-checker-enforcer-rules	0.2.3		f9ee99d5a64fd195e7810d8ca228756320b4c058
com.google.cloud.tools	linkage-checker-enforcer-rules	0.2.4		93220e67c2c348c8996099fcb4cec84c8553109d
com.google.cloud.tools	linkage-checker-enforcer-rules	0.3.0		6f064cdfeea39c30541bab7d51c81e0fff907695
com.google.cloud.tools	linkage-checker-enforcer-rules	1.0.0		74eb60e2816e17cb8e30f62aa788941ca1f23947
com.google.cloud.tools	linkage-checker-enforcer-rules	1.0.1		42eec815ae85a5876ac329b95b321fd71b8d4177
com.google.cloud.tools	linkage-checker-enforcer-rules	1.1.0		d56aafd682c38a9dfce3c1090b9ada209daffc13
com.google.cloud.tools	linkage-checker-enforcer-rules	1.1.1		cd0f8366cd0d5fd96b6055c8572bfcd1217a2487
com.google.cloud.tools	linkage-checker-enforcer-rules	1.1.2		c8f2ff66504cf135dbab3a2be5848ffd125ec3db
com.google.cloud.tools	linkage-checker-enforcer-rules	1.1.3		58af3c6a20bdb57c9dc0807926d0ff0d2af8c913
com.google.cloud.tools	linkage-checker-enforcer-rules	1.1.4		d33e7f9c9c7ec1d6c4b5a0dce233a95cb0576e81
com.google.cloud.tools	linkage-checker-enforcer-rules	1.2.0		39385c0ce37735cfef7e93fa995acd7854586f43
com.google.cloud.tools	linkage-checker-enforcer-rules	1.2.1		4fd1803f973774a156fdb73137d24044c8b75508
com.google.cloud.tools	linkage-checker-enforcer-rules	1.3.0		279d3109ba6a9798a231082ffd8cdbd168382614
com.google.cloud.tools	linkage-checker-enforcer-rules	1.4.0		6748073f55e69288d405ad0bc385843a0ee0a87e
com.google.cloud.tools	linkage-checker-enforcer-rules	1.4.1		ff8f2df1c61643ed62dcff7bb4ee3dc6b1078caa
com.google.cloud.tools	linkage-checker-enforcer-rules	1.4.2		d4bbd72333930e20ca523c434b4d04fc365fa85b
com.google.cloud.tools	linkage-checker-enforcer-rules	1.4.3		9a2a13f7fc3763bc0b6978c57f9ea8531a663a22
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.0		0411c85f10ae3215762e84881c0def4a1b16f68b
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.1		543750d94aab65690d19346bbabbc41221179ebf
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.10		73a56ce33ad6be1621431746572151e65a92f4a2
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.11		4660f22d10ad7ce67897fbabc7a39d45d9b4cb4b
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.12		7816625fa10fd4a73c4db9a028dacf6e6f8379f0
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.13		733033e2ba94e47b023f7effede06b9309f260a2
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.2		24240887b7b0176f7c449ef45937bb6baf27749d
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.3		b4ce269a5496ddfcbc6bfeca7dcf1d99fd691b3d
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.4		578ee72cbbde9d5f5649d293a49e44a732c1fa9b
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.5		c1946b4b1455b511aa6abb258003c83e9e1c4dd5
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.6		fb1dc27048e2d0fb47a69e4b12044bbe6c4718ec
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.7		deb9b245a8445efc1af16a661c22080fa1e8d05d
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.8		86bfa8b858bc2af290c720b719573c24befeb093
com.google.cloud.tools	linkage-checker-enforcer-rules	1.5.9		44dfa5308f4ca380ae793e60b30fcd0bdd17199c
com.graphql-java	graphql-spring-boot-starter-test	5.0.1		f0fb78969c22841e092a09999ca4e85b8c278355
com.graphql-java	graphql-spring-boot-starter-test	5.0.2		c6cda623e6e8d0e9f8edc33dc398e4b444e3c229
com.hotels.road	road-test-drive	6.0.1		9254a8fa0827400a812a7c1a941ac55e3f0fa790
com.hotels.road	road-test-drive	6.0.10		cceb8895d346a2aef2512601e22e4af26073ee54
com.hotels.road	road-test-drive	6.0.11		ed11bb118b5b0704269d2a86cdb24f109409fff1
com.hotels.road	road-test-drive	6.0.12		da2638aaeddd75f106c1249d2c235a63cbc92bf9
com.hotels.road	road-test-drive	6.0.13		bb4980638f332132ce35ea5b2a3e82296bffeff4
com.hotels.road	road-test-drive	6.0.14		1faf021427fb6c938a1f2386f0b24a9d5a56675d
com.hotels.road	road-test-drive	6.0.15		562abed6fb6283d6eba9b3090eae6871dd028b2b
com.hotels.road	road-test-drive	6.0.16		ab2f5c07b08224ba5cbc7a9907311922ed1b7670
com.hotels.road	road-test-drive	6.0.17		4ac54593372599e4a7f17d00c1421a35a19c85c5
com.hotels.road	road-test-drive	6.0.18		1c8f39d7357a9418ab442eb92b8d61d15a710b69
com.hotels.road	road-test-drive	6.0.2		54296cc50d8d3507ae76745b367bda4b91f4683f
com.hotels.road	road-test-drive	6.0.20		996f2772bb48a9bf101065f3e842c73fda13b0d2
com.hotels.road	road-test-drive	6.0.21		c9ae0a80e180a674ee9759c672cd9768e81281a5
com.hotels.road	road-test-drive	6.0.3		4e8115c4df11091f6b1dc89dd2160c87e4d52756
com.hotels.road	road-test-drive	6.0.4		956dbee5ec7417e0c978ff1fb2030ee448f6a3e2
com.hotels.road	road-test-drive	6.0.5		504bf7987a733bd3df4dafa5baf5995237e508c3
com.hotels.road	road-test-drive	6.0.6		b40a7e9b5b1cb24fa43ff33dad9b292a93f44e27
com.hotels.road	road-test-drive	6.0.7		f8c041d492bc22c0daa71426d810e171da336938
com.hotels.road	road-test-drive	6.0.8		03870a2cb7dae6c00413496cb4bbb93d9598b5b0
com.hotels.road	road-test-drive	6.0.9		e7dd9c59931503c05790bdccb0feccc2af319a6e
com.immomo.rifle	core	2.2.5.2		N/A
com.propensive	probably-cli	0.1.0		80d51589887c1a9f9aa03a8d01084879ba675412
com.propensive	probably-cli	0.2.0		6e5a3bad36cd40adce31a7f907b4564e52ccb19e
com.propensive	probably-cli	0.3.0		77b6f1092f526f4d203556704ce870533e3145c8
com.rover12421.android.godmodel	core	0.1		175ff9d313adb6f59f56efcaeaffdd0e07783dd3
com.rover12421.android.godmodel	core	0.2		f89faca53c8d4048683a475cf39b90eb59d2813c
com.rover12421.android.godmodel	core	0.3		92821ed2fd736190c17d6397983c150db6dff0c8
com.rover12421.android.godmodel	core	0.4		2b5597f26646f832376602ae989e24cd392b057e
com.rover12421.android.godmodel	core	0.5		875da91d4157c66937bac055de88e19a92be1bb9
com.rover12421.android.godmodel	core	0.6		c2a7cc72ece1ae28f3b5391e2f4584fa680c8692
com.rover12421.android.godmodel	core	0.7		f29efea79bb79ef3f4efcfc5c4af918418f76935
com.soywiz	korio-ext-amazon-dynamodb-common	0.14.0		3ba5f13e28dfc45f814788f986c4dad2eb08b728
com.soywiz	korio-ext-amazon-dynamodb-common	0.15.0		ad7ba1306db8e1436fb6883d90da685ebf9a0bab
com.soywiz	korio-ext-amazon-dynamodb-common	0.15.3		97f2231527c25001b788aa329096d76522f71e12
com.soywiz	korio-ext-amazon-dynamodb-common	0.18.0		e09f14ef4fc3f7e75ccd72f93254c3012d8479c7
com.soywiz	korio-ext-amazon-dynamodb-common	0.19.1		c4087edd84a17dc02963b666ff2ad1ca2b8b51f8
com.squareup.misk	misk-testing	0.10.0		71f6ca50e6b02aa20edc8e994901ed4763fe5a8c
