at.noahb	smartInvs	1.4.0	-	dbcb07059a13fc0240d2c166b1e2e29b2507f8c2
org.jboss.narayana.rts	lra-client	5.10.5.Final	-	3683d36cb44055de59799805b44cc24c0a63f641
org.jboss.narayana.rts	lra-client	5.10.6.Final	-	91e87fad3a0eca390a89b2d0733c0e918d372b9d
org.jboss.narayana.rts	lra-client	5.11.0.Final	-	b45b6e1bb83202c91aa46fdd1181e27b57d35418
org.jboss.narayana.rts	lra-client	5.11.1.Final	-	9ff45c180357018ee8628c7ea22326749d401b5b
org.jboss.narayana.rts	lra-client	5.11.2.Final	-	2aea4dfb9bf3b3be40789f30d202fbc7f2297e4e
org.jboss.narayana.rts	lra-client	5.11.3.Final	-	37f605f8d80be6398588a93e4027a3ed8bfbf065
org.jboss.narayana.rts	lra-client	5.11.4.Final	-	7ba6aab1cb56008c2c3f6cb31bb75f7d42c7f467
org.jboss.narayana.rts	lra-client	5.12.0.Final	-	15961c02216dd3ba9a9df58afd93e578248c008b
org.jboss.narayana.rts	lra-client	5.12.1.Final	-	d6ffc9bc2ccb22a9107bf3d120b100731d0db122
org.jboss.narayana.rts	lra-client	5.12.2.Final	-	4ff551297c71a59183851a5d36a710d12f80deb1
org.jboss.narayana.rts	lra-client	5.12.4.Final	-	99163536f0a860fddd921153869e2013b7c0dbec
org.jboss.narayana.rts	lra-client	5.12.5.Final	-	1731df484c762d9f72876b445bf5c3995ee9620b
org.jboss.narayana.rts	lra-client	5.12.6.Final	-	e2c5bf1f790d7498fffa4f696e9b24932bded9dd
org.jboss.narayana.rts	lra-client	5.12.7.Final	-	5565b0cf15b3b0dce58d3e26921db818c07e9c5d
org.jboss.narayana.rts	lra-client	5.13.0.Final	-	0c3f248b858adaab49fb9a4f779a1d237e52381c
org.jboss.narayana.rts	lra-client	5.13.1.Alpha1	-	b9efc889b6fc9952c4cf0712ae198765eb9d2ab8
org.jboss.narayana.rts	lra-client	5.13.1.Final	-	c38c8fba5acf88594db9546ee105692db30b5c95
org.jboss.narayana.rts	lra-client	5.7.0.Final	-	81eb462d93e000df9a2c6992352362b8dac550f6
org.jboss.narayana.rts	lra-client	5.7.1.Final	-	7b85e7a44e982a8b9e8f9772c89cafd6c1299335
org.jboss.narayana.rts	lra-client	5.7.2.Final	-	70bf0da4a394f7aa831dbfc9feda06229455f228
org.jboss.narayana.rts	lra-client	5.8.0.Final	-	eabb04d84a9ed369e63b66cac638b059615dd91a
org.jboss.narayana.rts	lra-client	5.8.1.Final	-	5ae9eba00356b30265d75fcbb13dea385fbe1e90
org.jboss.narayana.rts	lra-client	5.8.2.Final	-	9520b46fec95cf1216436a9ffd5e45bb75b7bd2c
org.jboss.narayana.rts	lra-client	5.9.0.Final	-	7c84f6e989156798f84a4825a8101e862f0c166b
org.jboss.narayana.rts	lra-client	5.9.1.Final	-	75cdea3fccc2968377eb4c9f24ef6809b3a08a1f
org.jboss.narayana.rts	lra-client	5.9.10.Final	-	e8b8c88543449a4f5278902b7d2c1f2ae2e8f5db
org.jboss.narayana.rts	lra-client	5.9.11.Final	-	a7ba95f20e022b799d96ce3270c4c18b6ef11dfd
org.jboss.narayana.rts	lra-client	5.9.2.Final	-	77b3dd319bc2218810aac5f3fa552145ad991ad4
org.jboss.narayana.rts	lra-client	5.9.3.Final	-	fa4c34150bb9c6758780f4e0c22661869e4a546e
org.jboss.narayana.rts	lra-client	5.9.5.Final	-	0cf8e97d13b1bd8601f825d0cb667f4ec9a154c9
org.jboss.narayana.rts	lra-client	5.9.6.Final	-	3f5bf6f5a248649697029fd379a554599488f647
org.jboss.narayana.rts	lra-client	5.9.7.Final	-	8ace9cd76efa763a1eedc62160853046fab9b0cd
org.jboss.narayana.rts	lra-client	5.9.8.Final	-	d76dbcd3806a8a775bf93fa754b069480da28be6
org.jboss.narayana.rts	lra-client	5.9.9.Final	-	7103c51203c3b6b0af5ae05f054828abd275da2f
org.jboss.narayana.rts	lra-client	6.0.0.CR1	-	b99c383dea8c263d72ddbe57d7c0b169d58d1301
org.jboss.narayana.rts	lra-client	6.0.0.Final	-	f090435158d26ca8d773b593f1c7ea7673203096
org.jboss.narayana.rts	lra-client	6.0.1.Final	-	623fc4916c886a2123de7fb8d77b54739cada3ca
org.jboss.narayana.rts	lra-client	6.0.2.Final	-	6b3a3e4a046f70226e37672342cefabf472779db
org.jboss.narayana.rts	lra-client	6.0.3.Final	-	ae1e68a43b1b44bfe1a118f036fa792358c75812
org.jboss.narayana.rts	lra-client	7.0.0.Final	-	14e0c0994ccf7fbfe057b42df8a6afa066770999
org.jboss.narayana.rts	lra-client	7.0.1.Final	-	886510575c126d0c77e086948a59df7be2039c76
org.jboss.narayana.rts	lra-client	7.0.2.Final	-	6b62f30f33815376ce15d36167261270b76b6b3d
org.jboss.narayana.rts	lra-client	7.1.0.Final	-	9238384aef8c986a2f7a2e047d5db3dae08430ea
org.jboss.windup.web.addons	windup-web-messaging-executor	4.1.0.Alpha5	-	ba5bcc32d1ca94f1616d776df06aa1e9c6d6e093
org.jboss.windup.web.addons	windup-web-messaging-executor	4.1.0.Alpha5	4.1.0.Alpha5-forge-addon	d040b6d2f9fd0b860debaf94cdb017d7d1d1daf8
org.jboss.windup.web.addons	windup-web-messaging-executor	4.1.0.Final	-	b536c2ecc4fa751e1aa354821f717a31b4a09bf5
org.jboss.windup.web.addons	windup-web-messaging-executor	4.1.0.Final	4.1.0.Final-forge-addon	5978bf5bcc0303fac0b07eafb67bab72154e481f
org.jboss.windup.web.addons	windup-web-messaging-executor	4.2.0.Alpha1	-	697eccfb1b4fc273e7f9865ca350d9a1c3f49c67
org.jboss.windup.web.addons	windup-web-messaging-executor	4.2.0.Alpha1	4.2.0.Alpha1-forge-addon	65c5e110c30e3b6dca3b3749726e6a0a92ea14e3
org.jboss.windup.web.addons	windup-web-messaging-executor	4.2.0.Alpha2	-	e105c6a0d03f2b8df7fcf676cb829d80e245b164
org.jboss.windup.web.addons	windup-web-messaging-executor	4.2.0.Alpha2	4.2.0.Alpha2-forge-addon	9ed138fd90ec6676f69f2cb0eeb367d79dc2a65b
org.jboss.windup.web.addons	windup-web-messaging-executor	4.2.0.Final	-	1b93694a1703dc8b8cf05461f50d553823ad88a6
org.jboss.windup.web.addons	windup-web-messaging-executor	4.2.0.Final	4.2.0.Final-forge-addon	e3168ad6e7e964ada7eaf508d06908d28c8dc1ae
org.jboss.windup.web.addons	windup-web-messaging-executor	4.2.1.Alpha1	-	1cb73ff6992325e9b85f41ab06ab820fd96c6799
org.jboss.windup.web.addons	windup-web-messaging-executor	4.2.1.Alpha1	4.2.1.Alpha1-forge-addon	31148b374578e01266cfffb6f7a6a1f4903fa898
org.jboss.windup.web.addons	windup-web-messaging-executor	4.2.1.Alpha2	-	15cfbd16263eaca52eea59a20a1633b3df93fd12
org.jboss.windup.web.addons	windup-web-messaging-executor	4.2.1.Alpha2	4.2.1.Alpha2-forge-addon	316e4cb32ec5d9292f2389546efcc007b2d03600
org.jboss.windup.web.addons	windup-web-messaging-executor	4.2.1.Final	-	e0f82f9d76987de0818eaaa8f496a4516063d5f4
org.jboss.windup.web.addons	windup-web-messaging-executor	4.2.1.Final	4.2.1.Final-forge-addon	41e30039dcbeec0b3904fc8359dfce8de6ab47fd
org.jboss.windup.web.addons	windup-web-messaging-executor	4.3.0.Alpha2	-	ac0c396ae5805191040e00137c9bd35d5c9fe2d7
org.jboss.windup.web.addons	windup-web-messaging-executor	4.3.0.Alpha2	4.3.0.Alpha2-forge-addon	c18c1342b8bf240f48c950ac6dcd57d5a8db1371
org.jboss.windup.web.addons	windup-web-messaging-executor	4.3.0.Beta1	-	b579bbcb30d994be1b39e536c8fe02c2e76d97d6
org.jboss.windup.web.addons	windup-web-messaging-executor	4.3.0.Beta1	4.3.0.Beta1-forge-addon	36202f93675f7b3e9c03b128e73a45217f1191bc
org.jboss.windup.web.addons	windup-web-messaging-executor	4.3.0.Final	-	5684deca2bea7d229f6674dbbb982f412786b69b
org.jboss.windup.web.addons	windup-web-messaging-executor	4.3.0.Final	4.3.0.Final-forge-addon	bbc975282a9dd967229c5ab0f3e44e9c4ce03274
org.jboss.windup.web.addons	windup-web-messaging-executor	4.3.1.Alpha1	-	4abc6743a47799c9a1ae480df4c884aa31829d55
org.jboss.windup.web.addons	windup-web-messaging-executor	4.3.1.Alpha1	4.3.1.Alpha1-forge-addon	cc9e7b544a4035052de422e61a48a657f7843600
org.jboss.windup.web.addons	windup-web-messaging-executor	4.3.1.Beta1	-	3263559a535fcb5fd1dadc2365eada0a938cb448
org.jboss.windup.web.addons	windup-web-messaging-executor	4.3.1.Beta1	4.3.1.Beta1-forge-addon	cd28f123803a132867b561a08dc0fc8b71cec9b9
org.jboss.windup.web.addons	windup-web-messaging-executor	4.3.1.Final	-	a2d889e1abc336a92b533b403b62363f4fd5862c
org.jboss.windup.web.addons	windup-web-messaging-executor	4.3.1.Final	4.3.1.Final-forge-addon	092f911e51f2eac60333822e4cbbc2b83a0b0ad7
org.jboss.windup.web.addons	windup-web-messaging-executor	5.0.0.Alpha1	-	82009ac5f52936dc6df8a787fad91ac95ec9e9df
org.jboss.windup.web.addons	windup-web-messaging-executor	5.0.0.Alpha1	5.0.0.Alpha1-forge-addon	52d63491d7d4a3eb8bb9ce327f251bd60c2daac9
org.jboss.windup.web.addons	windup-web-messaging-executor	5.0.0.Beta1	-	0bfd306c5ad0f6941f4ea0c3609c14bad2e51b2c
org.jboss.windup.web.addons	windup-web-messaging-executor	5.0.0.Beta1	5.0.0.Beta1-forge-addon	a33cbd3cdf89fb6e4a2346959aeaadc480a0e4ad
org.jboss.windup.web.addons	windup-web-messaging-executor	5.0.0.Final	-	05e050e88a58968fde44aa00f6b9ae9d1326350b
org.jboss.windup.web.addons	windup-web-messaging-executor	5.0.0.Final	5.0.0.Final-forge-addon	aab818ac534d7f450ffdb5a4ef4b12ace4e05b72
org.jboss.windup.web.addons	windup-web-messaging-executor	5.0.1.Alpha1	-	636e7867e0c4cc55a2782ad4ec863692af257460
org.jboss.windup.web.addons	windup-web-messaging-executor	5.0.1.Alpha1	5.0.1.Alpha1-forge-addon	880bd4ce6b85d046dc3becbad24bf7964ef6e97d
org.jboss.windup.web.addons	windup-web-messaging-executor	5.0.1.Final	-	4445637e624dd4860bfe2e78acbb97dee5fa9f96
org.jboss.windup.web.addons	windup-web-messaging-executor	5.0.1.Final	5.0.1.Final-forge-addon	3e7f221baaab9a3ea676b0148af8731fd934a969
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.0.Alpha1	-	2071ffdd819fb372005ed4ac3e611083e302a456
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.0.Alpha1	5.1.0.Alpha1-forge-addon	866f59886407817a1c88b4455d0ff0341aaf3a41
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.0.Alpha2	-	0c242d64755b09f242fa60b06fe240efb3f66001
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.0.Alpha2	5.1.0.Alpha2-forge-addon	0a218cef55de1d00feebfc1aca1f8f90d0573145
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.0.Beta1	-	cfac199b88f9979b9bb26eeb9306a72e0758490e
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.0.Beta1	5.1.0.Beta1-forge-addon	ccd082a5c457d15f6aae8afe63fd425470482657
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.0.Final	-	77ab38d0ceccd96d3f51b2cf60fd15ac9ffb0462
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.0.Final	5.1.0.Final-forge-addon	ed6c328d885e6d80308334f8db7d79385002b16f
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.1.Alpha1	-	eacd900398ac088f195afd72ecba06b850461d17
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.1.Alpha1	5.1.1.Alpha1-forge-addon	1dadbed369a6f3597e5cf47797861549a89a4106
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.1.Final	-	1def623193bad1668fc06f728ace7167494e1f0b
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.1.Final	5.1.1.Final-forge-addon	17bc5a971a871786e3b2dd84235a9cb34cbdedf8
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.2.Alpha1	-	87f238d67b0f3e00ff9ba142710c9e614e3b16b2
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.2.Alpha1	5.1.2.Alpha1-forge-addon	7c63c5e3bbe4ea52ff064f2d8e842388ac2e1170
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.2.Final	-	d1feff35dc6d3f57cb41b23603d0dc3cb72f8ed9
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.2.Final	5.1.2.Final-forge-addon	6c1918ea4796ba81190ef3dd90a7cdf5290a6edd
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.3.Alpha1	-	db9d77850ade201257b64cfb260a1cb9f551e696
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.3.Alpha1	5.1.3.Alpha1-forge-addon	ce6ad8d1595fdcab6a7e8b8d836630a8a01d42e7
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.3.Final	-	89f69bf82574dafd9538f5ba940e860bf4dfa6eb
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.3.Final	5.1.3.Final-forge-addon	23f55aa315e215cb4f93c907470309641bb09bbd
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.4.Alpha1	-	ba09e27a397832dca58bd43d1226908993f8419b
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.4.Alpha1	5.1.4.Alpha1-forge-addon	f3293d04480978e4727204a43eac538666500b85
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.4.Final	-	11596713a16ef33973a91b68c252ca4772e3bf7e
org.jboss.windup.web.addons	windup-web-messaging-executor	5.1.4.Final	5.1.4.Final-forge-addon	a5298ecfdfa7b511c1a35df2e961c1cf3c6d0e8b
org.jboss.windup.web.addons	windup-web-messaging-executor	5.2.0.Alpha1	-	f5e21adf5c8376b87a7572f832723ab00675d975
org.jboss.windup.web.addons	windup-web-messaging-executor	5.2.0.Alpha1	5.2.0.Alpha1-forge-addon	3869bf2cf54f0d1dff6f6ad094b7af861045f5dd
org.jboss.windup.web.addons	windup-web-messaging-executor	5.2.0.Final	-	d965fe46c06a0c8221d5bfd68804497ffe4f614f
org.jboss.windup.web.addons	windup-web-messaging-executor	5.2.0.Final	5.2.0.Final-forge-addon	039119b4c761019eff49986b42034b24d9936a45
org.jboss.windup.web.addons	windup-web-messaging-executor	5.2.1.Alpha1	-	a253024d24c482e35113b0331dcdae489d5ee632
org.jboss.windup.web.addons	windup-web-messaging-executor	5.2.1.Alpha1	5.2.1.Alpha1-forge-addon	591347c75796009ce1b05bc4a0108be37ff3abc1
org.jboss.windup.web.addons	windup-web-messaging-executor	5.2.1.Final	-	25e95e8df189ce955c6ecc6705979fb166764dc4
org.jboss.windup.web.addons	windup-web-messaging-executor	5.2.1.Final	5.2.1.Final-forge-addon	69977034c4329c323764d615bd660505822f32de
org.jboss.windup.web.addons	windup-web-messaging-executor	5.3.0.Alpha1	-	7d9cf8bfff5ae3173cf0061461a6b9acbdda6d66
org.jboss.windup.web.addons	windup-web-messaging-executor	5.3.0.Alpha1	5.3.0.Alpha1-forge-addon	1c19f9754b177b0fee85294eec6a21db9609d211
org.jboss.windup.web.addons	windup-web-messaging-executor	5.3.0.Alpha2	-	31428dd670e99cf44963b5d8784ac2f36893380b
org.jboss.windup.web.addons	windup-web-messaging-executor	5.3.0.Alpha2	5.3.0.Alpha2-forge-addon	c02d6775335965a2cb7577a01e183bc132b56144
org.jboss.windup.web.addons	windup-web-messaging-executor	5.3.0.Alpha3	-	a97ee4906f0376d5e2642ac4c15b8a49ae91289d
org.jboss.windup.web.addons	windup-web-messaging-executor	5.3.0.Alpha3	5.3.0.Alpha3-forge-addon	bd7a22d9dea28b7e5eca253e2fb82163994c4b58
org.jboss.windup.web.addons	windup-web-messaging-executor	5.3.0.Final	-	4f72ae32f6829123798dcc1261d2b2305975e706
org.jboss.windup.web.addons	windup-web-messaging-executor	5.3.0.Final	5.3.0.Final-forge-addon	b721371e33cf99336e37f89b51e7a6ccc51c904b
org.jboss.windup.web.addons	windup-web-messaging-executor	6.0.0.Alpha1	-	1dc58bd7eb1bb26eaccf2c470a55b5b2633705f1
org.jboss.windup.web.addons	windup-web-messaging-executor	6.0.0.Alpha1	6.0.0.Alpha1-forge-addon	7c970196ddff39fd4af2ec2d4828659105c2172b
org.jboss.windup.web.addons	windup-web-messaging-executor	6.0.0.Alpha2	-	fa80d47a227bfb9c650c2c7a063fed4623437591
org.jboss.windup.web.addons	windup-web-messaging-executor	6.0.0.Alpha2	6.0.0.Alpha2-forge-addon	b8d2bd5fca282bcc8b11beabe5a083b6cd8a30c4
org.jboss.windup.web.addons	windup-web-messaging-executor	6.0.0.Final	-	9d6cc03b2d703dddeac6506014c33b5ac3e2e54a
org.jboss.windup.web.addons	windup-web-messaging-executor	6.0.0.Final	6.0.0.Final-forge-addon	e52d34fa098ca01bd87afde907fb88122b0bf138
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.0.Alpha1	-	8e051cb94ef1551cf96177f97003693fa7c80fbd
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.0.Alpha1	6.1.0.Alpha1-forge-addon	b7f647df852fb1ffb40391ecffda788f8bdbcfa9
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.0.Final	-	1ff38d821b5d07513e4ba92aea59395083fcf604
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.0.Final	6.1.0.Final-forge-addon	08509c9860b206c7d54c0e8800ec6c661ebb6347
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.1.Final	-	cda355cd7a3f01f4e806a99f4ba8eacb70003f61
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.1.Final	6.1.1.Final-forge-addon	48a05d74cba130a136b8ce992ba519a3267a1ea3
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.10.Final	-	0cc9f9cd44e9171611410f5a4181b7842af48a9f
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.10.Final	6.1.10.Final-forge-addon	6650a3ebef4714aa7cb6bdee9e2c5ad30aeff90c
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.11.Final	-	69af117bff20d7e5b6e794f4972a64640e5bdb21
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.11.Final	6.1.11.Final-forge-addon	db5d8bdca49bda88204c3336dd2844942ea38222
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.2.Final	-	2c247754b5d37e4ff6d5e3cb5713ce317ce3a957
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.2.Final	6.1.2.Final-forge-addon	64cf0f1901e5efeaedf7dcbfd3e087951b76b330
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.3.Final	-	3d2facbf2f752aea9445b5697f8806b277d53dc7
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.3.Final	6.1.3.Final-forge-addon	0a4c0aac3d4e0515551435a748f60b08153f3f25
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.4.Final	-	9f18c07101307c866ef9c4a9ee2ae16b4e6b7eaf
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.4.Final	6.1.4.Final-forge-addon	0c348eb3459b15f9c4ce8d92aa5c3c8d973d17f4
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.5.Final	-	5e46cf76b7652c5ed6d4e91e2715c2dca8be5ac6
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.5.Final	6.1.5.Final-forge-addon	5a858e55a30d83786217f897039b59bfb406f7ba
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.6.Final	-	318af8a6c13c4352db2f26354d5cb171dd28886d
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.6.Final	6.1.6.Final-forge-addon	f8d1315378abdef0ae12b4f0084c86a2ab554fbf
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.7.Final	-	cab53f3358b9b6ad26145932afc6b81544bbd86b
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.7.Final	6.1.7.Final-forge-addon	c86bd359cfbedffadfed9143cd72b99e332e9028
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.8.Final	-	59af69afaa4720382be06ab6d964d017f3b53522
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.8.Final	6.1.8.Final-forge-addon	58d62feb43ab0250cc275dcd2452d63eee365ae9
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.9.Final	-	483560ac0f3341142b3daf6f99a75ce5bd9352a2
org.jboss.windup.web.addons	windup-web-messaging-executor	6.1.9.Final	6.1.9.Final-forge-addon	562e12fb515d864e5ed642f0b79c683b8e7feca6
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.0.Alpha1	-	2d544edb346455cacaa1ab058edbfdd268483575
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.0.Alpha1	6.2.0.Alpha1-forge-addon	e4cc618843515b839e1ced19060809f6790429ff
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.0.Alpha2	-	c8f1eb3db6c4aa7afefc73d67d70fd9687e8b2b6
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.0.Alpha2	6.2.0.Alpha2-forge-addon	d4b57fa222cead5ec92a0adb2fa855f8d196dfc1
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.0.Final	-	3075d6509997d72432abac3a46993882e9e94772
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.0.Final	6.2.0.Final-forge-addon	9cd3d894966993bd4c34974678da84df9e3b6fea
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.1.Final	-	95f9b1e6347fe466ba2bdbf35e4d944d1f7082d7
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.1.Final	6.2.1.Final-forge-addon	11086fc8d1647440fc0462ee473a2101117647e0
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.2.Final	-	0affcb73d5e1ba529bf244e1e3ae59296b06c9a9
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.2.Final	6.2.2.Final-forge-addon	f86694068aef4f61c43409a8abb6d312d4fbdbdd
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.3.Final	-	dcf94c27b3728627d5ed98fda0f7d90cdf646217
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.3.Final	6.2.3.Final-forge-addon	50f9b0ca180025b2004dc41a66bcb7ccea316bb6
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.4.Final	-	23cfe2264775e239588ddd83a65d527fffc93e77
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.4.Final	6.2.4.Final-forge-addon	615461f392c83a56dd905647768ed2fccbea9a4d
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.5.Final	-	7412452292003ef23dccab1aed16699f4c698d79
org.jboss.windup.web.addons	windup-web-messaging-executor	6.2.5.Final	6.2.5.Final-forge-addon	ee61f0640f6b587f7421941dc1901c9c30801895
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.0.Final	-	a7bef79617bdf5ee7c29eeb79b1afe858a34b0f4
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.0.Final	6.3.0.Final-forge-addon	53bccb38c4267302f3d9e9d3b82f3b06bebdbea0
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.1.Final	-	73c31a1c823bb34a8ada7a6607d94455b1f4a051
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.1.Final	6.3.1.Final-forge-addon	39731f19cf0337ad123bea2ebe89bda9bca20275
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.2.Final	-	4d31975655be0bdbdaaf7b8185c13d9309dbff11
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.2.Final	6.3.2.Final-forge-addon	1cd0a9ba41d69f894f8f54641b053c28240e7090
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.3.Final	-	ca8cbea6ce86df210e29e7a9d53fa0168e27c13f
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.3.Final	6.3.3.Final-forge-addon	55022c9c6f25f9a3f3d9cb73ab347a30c76626d5
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.4.Final	-	a6a079bf08743014875c1a1e1b3fa9d80d54bfc3
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.4.Final	6.3.4.Final-forge-addon	8bd1e0e5d3813c96bfbbb31285a7242d736003e9
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.5.Final	-	026f319fe0a9b07376ccc3f5f664750ea713a92a
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.5.Final	6.3.5.Final-forge-addon	19c022061f79266622abf50980e89e6778ca06b1
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.6.Final	-	4bbe6fbdb676db287d7422a112cb5f30d01c6ae8
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.6.Final	6.3.6.Final-forge-addon	66f8e6b13266b4392132a605585fd7f68296010d
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.7.Final	-	b984d7411ad2e4445c7323fa1f1207c27e2d2ee2
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.7.Final	6.3.7.Final-forge-addon	ff777e495b099048d8d515cdaea540cfa22a3f4a
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.8.Final	-	cf33b100660c2a026795a2d5a0eea783e76b6bb1
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.8.Final	6.3.8.Final-forge-addon	3b86182f7e7603bd00f2ce41ea6b215823b5fb7b
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.9.Final	-	331cd45d0d7d7892979e527441d06492c507915c
org.jboss.windup.web.addons	windup-web-messaging-executor	6.3.9.Final	6.3.9.Final-forge-addon	885ec165f016de0aabda10effb3c5d34c9b9c29c
org.jdtaus.banking	jdtaus-banking-schemas	1.0	-	bccd3b09bfe066f11bc688a721955a859ae4ed0f
org.jdtaus.banking	jdtaus-banking-schemas	1.1	-	24136929b2a366c06794689c70452381d4d3b479
org.jdtaus.banking	jdtaus-banking-schemas	1.10	-	d45a08277ef8c1cd7dd8e987eb3a48e6bfaa89ea
org.jdtaus.banking	jdtaus-banking-schemas	1.11	-	c7d8023411f25269f639baa2cde4dce2a7113765
org.jdtaus.banking	jdtaus-banking-schemas	1.11.1	-	12e2aee1977ccebd4ec3e99b9933b21f04a1fa6f
org.jdtaus.banking	jdtaus-banking-schemas	1.11.2	-	f4f2312db29b6c668fa0c27b2c47bd1456a01032
org.jdtaus.banking	jdtaus-banking-schemas	1.11.3	-	2cbe93935edb4bf92574aa32e80dc0a581b1e120
org.jdtaus.banking	jdtaus-banking-schemas	1.11.4	-	7aaedf02a704591c382aec6197ec15a69d2490e0
org.jdtaus.banking	jdtaus-banking-schemas	1.11.5	-	99643968f18e7386f5db37f6dacbe76b089459bf
org.jdtaus.banking	jdtaus-banking-schemas	1.11.6	-	a1e5b877a5f5b6a8f94e0c951bb624d15c6c515d
org.jdtaus.banking	jdtaus-banking-schemas	1.11.7	-	80aba9fd686b80342b1a12f67b4a40cb36f4815f
org.jdtaus.banking	jdtaus-banking-schemas	1.12	-	346fce9d64d343cfacfddd64c471bb722020c77e
org.jdtaus.banking	jdtaus-banking-schemas	1.13	-	d7e7a507458d57073b0f5e1e928a661fe6b2b17e
org.jdtaus.banking	jdtaus-banking-schemas	1.13	1.13-project	e9ce0ede4bdf5c7f30eb1ac19fe3dc1d89b7ff76
org.jdtaus.banking	jdtaus-banking-schemas	1.13	1.13-site	da986f1da066e6161c5ddfae631ae3dced6d5ed2
