activesoap	retroweaver	1.1	-	8de137dad861a59f75a1e7289553e0dc090b18dc
io.streamnative	pulsar-config-validation	3.0.8.2-shaded	-	7e40ff0a58d631fb2610862ccb4e4d3e4c054305
io.streamnative	pulsar-config-validation	3.0.8.3	-	33b0a82d9dadf23c175c9a4737f8cbf7d8a24297
io.streamnative	pulsar-config-validation	3.0.8.4	-	38676b140112d9c66eae4ccbfde270e9e2c068dd
io.streamnative	pulsar-config-validation	3.1.0.1	-	a51afe8cc4522390307587e6de80a9cc9ebb254f
io.streamnative	pulsar-config-validation	3.1.0.2	-	d69a201ddff6ca7fb7a78655b2ff9d6ca0a3371d
io.streamnative	pulsar-config-validation	3.1.0.3	-	98a4d8c300b09d98b12c5a346da9de2a5690852e
io.streamnative	pulsar-config-validation	3.1.0.4	-	3be294f83508bf26746374796828cc771c54eb79
io.streamnative	pulsar-config-validation	3.1.0.5	-	ecb4bbb0f89d5916be87a650a3b682030c785561
io.streamnative	pulsar-config-validation	3.1.0.6	-	bdd356b1e0b7b4a8e90929d3e141f65db02869be
io.streamnative	pulsar-config-validation	3.1.0.7	-	88b91d5b6985b212fdbcc3082b533f421723d753
io.streamnative	pulsar-config-validation	3.1.1.1	-	3a75897a1682b7fbf7e4c205de0d5434b4802f4e
io.streamnative	pulsar-config-validation	3.1.1.2	-	4c73a40179cbb0251f5b4e3ebf88236a3b4858d8
io.streamnative	pulsar-config-validation	3.1.2.1	-	0a065d2ee3197cc6fafc1dfb773cef6614e58f48
io.streamnative	pulsar-config-validation	3.1.2.2	-	e72f8fc05e9c322668165123c2cf639b5f62b3e4
io.streamnative	pulsar-config-validation	3.1.2.3	-	5adeee8dd3afb74ca6160c7e7d8fae26450a55c0
io.streamnative	pulsar-config-validation	3.2.0.2	-	4ed3cbd0f54e3a02682b1fa50798b158248643f2
io.streamnative	pulsar-config-validation	3.2.1.1	-	30f10fcaab610df68e731cbf8931839d01eea7b5
io.streamnative	pulsar-config-validation	3.2.1.2	-	5ccd73af4610708774cf3fc6cd66223ef06731f4
io.streamnative	pulsar-config-validation	3.2.1.3	-	14da806ccbc0282fcea6c1d76d7217bf87ea6b03
io.streamnative	pulsar-config-validation	3.2.1.4	-	e683a5cfebd5e0ff087d0feb4a7de990a1734eb3
io.streamnative	pulsar-config-validation	3.2.2.2	-	89f879f3a12f2ceed86f8a3668e189a874970ce2
io.streamnative	pulsar-config-validation	3.2.2.3	-	9862d917985e2f8dbca531aebc0798824f36f77d
io.streamnative	pulsar-config-validation	3.2.2.4	-	afdb3be04c5da13254b779b06c5412acd81ee853
io.streamnative	pulsar-config-validation	3.2.2.5	-	6fe2a7d1508d486b0f98d5e7a1cdaea60bdc81d5
io.streamnative	pulsar-config-validation	3.2.2.6	-	1d4dcc775e3012a985398b28247ecd9328f460cc
io.streamnative	pulsar-config-validation	3.2.2.7	-	0095fa8a2752c11fd45262ffd8c44f6f77992bb1
io.streamnative	pulsar-config-validation	3.2.3.1	-	bcfd2645fc2a311ad643b660b11ed4a4a70af34e
io.streamnative	pulsar-config-validation	3.2.3.2	-	b6760332ae4e77fce2288ed505029b092d8dc225
io.streamnative	pulsar-config-validation	3.2.3.3	-	0f710014d266dc07ec58b6cdf41eb0b9576a6120
io.streamnative	pulsar-config-validation	3.3.0.1	-	d160527a32856e9dc5674bdf5da442ba71848fec
io.streamnative	pulsar-config-validation	3.3.0.2	-	987d24cc632a67b24f71e61b5c807bc16c70b31f
io.streamnative	pulsar-config-validation	3.3.0.3	-	022e74dc58b58ac1ef769fc177e16abb9b57e16e
io.streamnative	pulsar-config-validation	3.3.0.4	-	40fa1df6e66a3b1f1fee717cd2af4db03f38e896
io.streamnative	pulsar-config-validation	3.3.0.5	-	ac5c688977b4af071da952690b098fcf8fdaa868
io.streamnative	pulsar-config-validation	3.3.0.6	-	003c59f955724d8a49856632750cb4478fba1244
io.streamnative	pulsar-config-validation	3.3.0.7	-	8450fdf551dd74e95747a2504bce5958e28a06b4
io.streamnative	pulsar-config-validation	3.3.0.9	-	388820a4ddcd32aaf739dfb6952f9675d0b2b255
io.streamnative	pulsar-config-validation	3.3.1.1	-	174cba88f224b9aa5b2a1d18e174be5f0f24247c
io.streamnative	pulsar-config-validation	3.3.1.2	-	ebe50438dfebeb655cba6b849e9849924a483248
io.streamnative	pulsar-config-validation	3.3.1.3	-	455182c90dd027cdc682c4249000fb5aff0c0f0e
io.streamnative	pulsar-config-validation	3.3.1.4	-	6b57c8a6537658bd344c7140144473dc9b7a6e26
io.streamnative	pulsar-config-validation	3.3.1.5	-	c8aece67ed6f61eeb584b33e23d47e0ee0ad948e
io.streamnative	pulsar-config-validation	3.3.1.6	-	a9cd5c1b96c44ee4b48fcf40f81e68f2f95eb5cc
io.streamnative	pulsar-config-validation	3.3.1.7	-	ee68c2463ef9736783a3498962e834a0859c44f7
io.streamnative	pulsar-config-validation	3.3.1.8	-	63830408165113438637fe866efa37752a760738
io.streamnative	pulsar-config-validation	3.3.1.9	-	5570a54b3770a56259a33fe4c2efab94ca63cf9c
io.streamnative	pulsar-config-validation	3.3.2.1	-	3e8693e74e1c11e5b9b4cf3587fd72701ad5bd3a
io.streamnative	pulsar-config-validation	3.3.2.2	-	56293bbbd13c8188a3bf14ee8c904bc182d5a9b5
io.streamnative	pulsar-config-validation	3.3.2.3	-	2b80eeacf9b45f45368e8bc65624a736b0f1240a
io.streamnative	pulsar-config-validation	3.3.2.4	-	5773779165d43a4eba1df2a163766d8aa0abae0e
io.streamnative	pulsar-config-validation	3.3.2.5	-	a82d74c2fc574ff77409f6a5e9865280f94a9b6b
io.streamnative	pulsar-config-validation	3.3.2.6	-	4b9cd6617ede483a1c138450781e743c80145033
io.streamnative	pulsar-config-validation	3.3.2.7	-	7aa3a08f39c339c1d77b15773ea346b4964b0b36
io.streamnative	pulsar-config-validation	3.3.3.1	-	a472b49b24cbaf198e040c5d3a86627d61a20093
io.streamnative	pulsar-config-validation	3.3.3.2	-	82a81af803323768eb69dbedff5bceb398143b86
io.streamnative	pulsar-config-validation	3.3.3.3	-	60408def2c614f86a3e431288bdacbe0191c3b20
io.streamnative	pulsar-config-validation	3.3.3.4	-	91f688615e780458bc261a129b87beba3614cf4f
io.streamnative	pulsar-config-validation	3.3.5.1	-	581d42c44b03be3913eb0de237c58fd1c5855001
io.streamnative	pulsar-config-validation	3.3.5.2	-	ef8f69bbfea80a93afeb72c1f43cee400105da93
io.streamnative	pulsar-config-validation	3.4.0-SNAPSHOT.ursa0815	-	49294a2c526123fb92723a7abda4ae855c1b59c2
io.streamnative	pulsar-config-validation	4.0.0-SNAPSHOT.ursa	-	b1db6d8e8d9d7d45ac63781727f23e4ffe4de9de
io.streamnative	pulsar-config-validation	4.0.0.0	-	b7f005054634a67a6b61a7ec804fcd7296987f38
io.streamnative	pulsar-config-validation	4.0.0.1	-	fb2b6e2d9793e500f3476dc6df8635af5c57a4e2
io.streamnative	pulsar-config-validation	4.0.0.2	-	65cfbdd51ee39698f52f7416c831fefd802e4c3e
io.streamnative	pulsar-config-validation	4.0.0.3	-	94870ad89f6c7b2ede7322571cc614dadd1c0dc3
io.streamnative	pulsar-config-validation	4.0.0.4	-	a75a1544d2fce8a143c290795f62de3bf9dce290
io.streamnative	pulsar-config-validation	4.0.0.5	-	f1b68fa434f5c785125630197adf936644c4e570
io.streamnative	pulsar-config-validation	4.0.0.6	-	8847d578b24aba0e680b809f97d7380de32a1d02
io.streamnative	pulsar-config-validation	4.0.0.7	-	31a4d43ba563d90b97f66714d99e81d8aad7be20
io.streamnative	pulsar-config-validation	4.0.0.8	-	9063ba8f38582eb2b708fb9ebecae460d657c6af
io.streamnative	pulsar-config-validation	4.0.0.9	-	e8916acd36dde15d3016f66ad63f7bbbf2bc1cfc
io.streamnative	pulsar-config-validation	4.0.1.1	-	b432ca9fd369d5ad39a31cf7b93a50f65c8131ee
io.streamnative	pulsar-config-validation	4.0.1.2	-	8767a6b1c556973f62f36655021170cf1e58effe
io.streamnative	pulsar-config-validation	4.0.1.3	-	aeac731dfe588a7585403daf5aca77798f2b463f
io.streamnative	pulsar-config-validation	4.0.1.4	-	e49e4e643c95173f5292b41bf0a52e70882f533f
io.streamnative	pulsar-config-validation	4.0.3.1	-	c964f2c840c998292ff94d6f56fedd9ceffca6be
io.streamnative	pulsar-config-validation	master-rc-daily	-	f8de5657ac972685964ff522dc4ae39694e12dbf
io.streamnative	pulsar-config-validation	v2.8.0-rc-202106091140	-	e4cba6817ce1dc0599ac26510a76e21e731abf9a
io.streamnative	pulsar-config-validation	v2.8.0-rc-202106121853	-	bd00b4ea472b524e2d556d6c9c2be59dd1caa3a8
io.streamnative	zookeeper-docs	3.6.3.1	-	9f55802883501d1b51a31fd99d49b05d2a5e5476
io.streamnative	zookeeper-docs	3.6.3.1-rc-1	-	cacfd5fd3f6a733b5090b7a1b2246ef8a37e7262
io.taig	circe-validation_sjs0.6_2.13	0.2.0	-	4170787c22ec5b67c12309180707bbd9498cadf6
io.taig	circe-validation_sjs0.6_2.13	0.2.2	-	b950b70c19f369ae712a4b99994878ebf98b50ca
io.taig	lokal-core_2.13	0.6.0	-	8c2e58b27bce74a975c9f8bd41cf3f6979206c6c
io.taig	lokal-core_2.13	0.6.1	-	ac52372fe44e3210d46ba6d99b8228823ad90153
io.taig	lokal-core_2.13	0.7.0	-	674186118a66722de53c746fd9541b5587587969
io.taig	lokal-core_2.13	0.8.0	-	088360e4401acfbc6c0c3be119f6f0e793541674
io.taig	lokal-core_2.13	0.9.0	-	85c9bd2c1269bedbf4cf88eba4cc24edfdb206bb
io.timeandspace	smoothie-map	2.0	-	913ceb23ec72e3e3dd57b904d5e4349b66f9f0e0
io.timeandspace	smoothie-map	2.0.1	-	4ef4b57f47482439fd1f4bdf4076eddbe7423a11
io.timeandspace	smoothie-map	2.0.2	-	e51889ef2e0a69f95e4203afc68c01a8b75a1380
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.0-1.7.2-0	2.0.0-1.7.2-0-metadata	7918d99e515783c264aaba34d34fc76ce910af24
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.0-1.7.2-0-alpha01	2.0.0-1.7.2-0-alpha01-metadata	f73ee9a1eb6074b82be0b32556dacfe510a27951
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.0-1.7.2-0-beta01	2.0.0-1.7.2-0-beta01-metadata	bbd5eacbfa314282642c984920758bd5dc637122
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.1-1.8.2-0	2.0.1-1.8.2-0-metadata	7918d99e515783c264aaba34d34fc76ce910af24
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.1-1.8.3-0	2.0.1-1.8.3-0-metadata	7918d99e515783c264aaba34d34fc76ce910af24
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.2-1.8.4-0	2.0.2-1.8.4-0-metadata	7e4e3306ba4fdb7b2c578e40a3b2161361c6edf3
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.2-1.8.5-0	2.0.2-1.8.5-0-metadata	7e4e3306ba4fdb7b2c578e40a3b2161361c6edf3
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.2-1.8.6-0	2.0.2-1.8.6-0-metadata	5cc77c03332dd7d22ca0ef38b5e69b72d08ea05d
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.2-1.8.7-0	2.0.2-1.8.7-0-metadata	5cc77c03332dd7d22ca0ef38b5e69b72d08ea05d
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.2-1.9.0-0	2.0.2-1.9.0-0-metadata	5cc77c03332dd7d22ca0ef38b5e69b72d08ea05d
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.2-1.9.1-0	2.0.2-1.9.1-0-metadata	5cc77c03332dd7d22ca0ef38b5e69b72d08ea05d
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.2-2.0.1-0	2.0.2-2.0.1-0-metadata	5cc77c03332dd7d22ca0ef38b5e69b72d08ea05d
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.2-2.0.2-0	2.0.2-2.0.2-0-metadata	5cc77c03332dd7d22ca0ef38b5e69b72d08ea05d
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.2-2.0.3-0	2.0.2-2.0.3-0-metadata	5cc77c03332dd7d22ca0ef38b5e69b72d08ea05d
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.2-2.0.4-0	2.0.2-2.0.4-0-metadata	5cc77c03332dd7d22ca0ef38b5e69b72d08ea05d
io.toxicity.sqlite-mc	driver-watchosarm32	2.0.2-2.1.0-0	2.0.2-2.1.0-0-metadata	5cc77c03332dd7d22ca0ef38b5e69b72d08ea05d
io.txture	hornox-bson	1.0	-	c7899e4041a791ec6fff5234f2dc692bd06e6802
io.txture	hornox-bson	1.1	-	171090e0dc83f83680ea344e08f6549c63dac96b
io.txture	hornox-bson	1.2	-	32c2e071660a59453c1d5d186f67186de6aef15b
io.vertx	vertx-grpc-it	4.3.0	-	f31ab3d0b3bf42fd246bf67d28db02867f2432c7
io.vertx	vertx-grpc-it	4.3.1	-	ba88a9000d1a0add4eb8f5f43da0386a844f4133
io.vertx	vertx-grpc-it	4.3.2	-	f86ecde7eb99f569dd6dd533e57929d3cfdc1aab
io.vertx	vertx-grpc-it	4.3.3	-	67f187e43696d4754d54627dd07a960addc3d484
io.vertx	vertx-grpc-it	4.3.4	-	765274abb5f51520f93c3e8bec11f252f40a16d1
io.vertx	vertx-grpc-it	4.3.5	-	d94c022ab05e24ef2a9f8cb3e59225eb1ac6e802
io.vertx	vertx-grpc-it	4.3.6	-	321b5fa0b771678a569295bd4b1577a2beac9f5b
io.vertx	vertx-grpc-it	4.3.7	-	1c54a217f4a3f8b006067bc0e6a38293d546c5d8
io.vertx	vertx-grpc-it	4.3.8	-	c009a7b092ff2bad4cb87c8a594a544837840d82
io.vertx	vertx-grpc-it	4.4.0	-	5818fe684ff3eccb117247d8a62e8834290d9208
io.vertx	vertx-grpc-it	4.4.1	-	22bfb0716b877b09a77fb6212372da4b64f71382
io.vertx	vertx-grpc-it	4.4.2	-	0a7a4efae7ea8ac899ec2337838114bef8b94cce
io.vertx	vertx-grpc-it	4.4.3	-	fa9b31f81997b2dd3ad4e9d8c4e5e82cb16a5260
io.vertx	vertx-grpc-it	4.4.4	-	481835a113078007d6d4b9f57507dd7646de812d
io.vertx	vertx-grpc-it	4.4.5	-	aa88f779518ff8ad29fc0d7c8ea36cd49a0a9b67
io.vertx	vertx-grpc-it	4.4.6	-	bed4e655aba6597b68e8131027d1151a5e1c1214
io.vertx	vertx-grpc-it	4.4.7	-	caf40dee5f30c67ab7356f2ade24d858a898b95a
io.vertx	vertx-grpc-it	4.4.8	-	728c2ba50334421d9c9e9c124eb4239d41773277
io.vertx	vertx-grpc-it	4.4.9	-	415bff4602532e3ee423a8a51b40eb2f6d09e62f
io.vertx	vertx-grpc-it	4.5.0	-	a5d4a0499078069b9558837591324baae8c48e37
io.vertx	vertx-grpc-it	4.5.1	-	d34fca0ea557eb011a77a5c5628f3f1ada4d553c
io.vertx	vertx-grpc-it	4.5.10	-	a3218a8039b2b260e01a53aeb02d6f7fa5ca0576
io.vertx	vertx-grpc-it	4.5.11	-	8fbee2e5db695084a8ec54aaf242d338f0c88cc9
io.vertx	vertx-grpc-it	4.5.12	-	a0ca5c902a4cf2eb0edfde8f6bd3724601e1fe28
io.vertx	vertx-grpc-it	4.5.13	-	85580cc263a73c3b56d9749eb2a4f404e1cb8284
io.vertx	vertx-grpc-it	4.5.14	-	745fbc90de27a6024f5e5d7ce145340ac19f8beb
io.vertx	vertx-grpc-it	4.5.2	-	c46ed2a86889d05b3b77024e21e2ed2ebf6c7cb6
io.vertx	vertx-grpc-it	4.5.3	-	ab6bd07cbc9cffec9433f88e4d4a3019a82775a0
io.vertx	vertx-grpc-it	4.5.4	-	62a7b84c47683524c27e90590970b884ed1b5389
io.vertx	vertx-grpc-it	4.5.5	-	888e781fec9ad9c0622ff45e2225f2e90d3868ce
io.vertx	vertx-grpc-it	4.5.6	-	9285cf0b56d4c0a419501d81e1d60a31fc756f8e
io.vertx	vertx-grpc-it	4.5.7	-	fcf1ca220023489ae81f3455ca485798a73e3a26
io.vertx	vertx-grpc-it	4.5.8	-	9566c7a5094266f521ce26f925f07af19feef1b4
io.vertx	vertx-grpc-it	4.5.9	-	a4782f60ecf7ec2ca0bc4715d92c598cf34ec074
io.vertx	vertx-grpc-it	5.0.0.CR1	-	1fc5493767b3dda3a7d5519d6abf449577c9ae55
io.vertx	vertx-grpc-it	5.0.0.CR2	-	4360f8709e4ee72eec5a84c8f5e59a066b7d7cfb
io.vertx	vertx-grpc-it	5.0.0.CR3	-	090174fe486d85b334fa3eb4202093262c20578f
io.vertx	vertx-grpc-it	5.0.0.CR4	-	1124b469b5bd4cf78e8755cbfe584f2f8a4e6b59
io.vertx	vertx-grpc-it	5.0.0.CR5	-	36f0b041f634e80fd163d14807ca4f7d76852bde
io.vertx	vertx-grpc-it	5.0.0.CR6	-	12c7a8490590601b39d2c4aaebb4f6a3f009db15
io.xiaper	xiaper-spring-boot-core	2.1.4.RELEASE	-	11520dc980636ffad86557e2cc2355342ab4a992
io.xiaper	xiaper-spring-boot-core	2.1.5.RELEASE	-	010640a37ccea2882e926c2c510f7f56581ed9cc
io.xiaper	xiaper-spring-boot-core	2.1.6.RELEASE	-	c693000495e8b3249cd2343456f11eff4a67f16a
io.zink	bosonscala	0.5.0	-	bf825232d35b57cca1c84372b0fd961fa3891cbe
io.zink	bosonscala	0.6.0	-	129110d263ef4e9260dcad2bdf08870f3d3774a3
io.zink	bosonscala	0.7.0	-	8b3ea53a3960a4ebf103e07c4ed27071ea624782
io.zink	bosonscala	0.8.0	-	5c04c2c96b35837efaa41faee10a84624322bf96
io.zink	bosonscala	0.9.0	-	a2fd0d4ec3d61e8e9149b251953c156bda05936d
io.zink	bosonscala	1.0.0	-	3eb42680dc1b426e5c26bb15815af30d188b26b4
javax.batch	javax.batch-api-all	1.0-b03	-	a5b732a36b586f8d379bb4d36882b7469b7c02c6
javax.batch	javax.batch-api-all	1.0-b05	-	4bb99979bfae6c62f4d3d981d8283e2d1c27c246
javax.batch	javax.batch-api-all	1.0-b06	-	f48be8ea8bcdc6190f12d94cf388adb41f59bb7d
javax.batch	javax.batch-api-all	1.0-b07	-	c0f83bf4ac27f1ee5996cdde14f24b185596237a
javax.batch	javax.batch-api-all	1.0-b08	-	5dbac1484eeae0c6ca2aa8e2742cb814b0c54086
javax.batch	javax.batch-api-all	1.0-b10	-	dcb3e5f7c42da8e0af6703533bdaf010a50235ee
javax.batch	javax.batch-api-all	1.0-b11	-	05814ba0344a1ff6b66e84018f1b635fd57a1f4c
javax.batch	javax.batch-api-all	1.0-b12	-	878f304fe5c1dd09a2b5ce1d9232bd4883f85527
javax.batch	javax.batch-api-all	1.0-b13	-	f60cbb7f4c37bffc0174a2f99923396e56beae55
javax.batch	javax.batch-api-all	1.0-b14	-	bdb21c85e5540206d60d6064e94ee0b9c37269d7
javax.batch	javax.batch-api-all	1.0-b15	-	c535ec91b5f373894f5e1cfad60ccdfd5ecd023c
javax.batch	javax.batch-api-all	1.0-b16	-	957dfdb4bdec33f1f68ebad2e91207cc763f878d
javax.batch	javax.batch-api-all	1.0-b17	-	4f1c8d600576b57ccc6c34381060b8812c54315d
loom	loom-launcher	1.0-rc1	-	946d9e8ba649cd61f90459926fb1518718a7000e
loom	loom-launcher	1.0-rc2	-	77041990af537cbe6dccaa1ace1cd2684254a346
loom	loom-launcher	1.0-rc3	-	25373c17e8a9710346e42f8d421eae627be1813e
me.devnatan	inventory-framework-paper	3.0.0-beta	-	4fd7de7b8b1f04eebc85d610bc9927d916e61423
me.devnatan	inventory-framework-paper	3.0.0-beta	3.0.0-beta-all	aca6b558f1e2ba320eddecb0cd32057d79b6bf87
me.devnatan	inventory-framework-paper	3.0.0-rc.1	-	ebd550bfec9109d5f3d93ecabb83decedb157a5b
me.devnatan	inventory-framework-paper	3.0.0-rc.1	3.0.0-rc.1-all	df40e5b3b03cc1cbf2ecc9eb0c54eca31c46b490
me.friwi	jogl-all	v2.4.0-rc-20210111	-	7a4f32ad421930e6f93d7c7eb70a901e7fc1d1ea
me.jeffshaw.harmony	harmony_cats-mtl-core0-0-2_scalaz7-2_2.10	2.0	-	d006ab13c4e7c6d2a1c60b11ca0e57915ccbeeec
me.jeffshaw.harmony	harmony_cats1-0-0-mf_scalaz7-2_2.11	2.0	-	7b795631abc6f726af63ba27a8f617013be0797c
me.lemonypancakes.actionbarapi	actionbarapi-v1_20_R1	5.0.0	-	c9065f93025d81563d1a396e9eb0c4abb4a5b4b2
nanocontainer	nanocontainer-swt	1.0-beta-1	-	c72ecd85893f2cf320e1bb3311539ab100486d7b
nanocontainer	nanocontainer-swt	1.0-beta-1.pico-1.0	-	50e766a73be64e7d6b1bde6840c5ad27ff9567b5
nanocontainer	nanocontainer-swt	1.0-beta-3	-	8f66770e5968a8d4493157067ce51caee7075a8b
nanocontainer	nanocontainer-swt	1.0-beta-4	-	8f12d56a8cca01481b853fba40db612ac5fa4ae0
net.anwiba.commons	anwiba-commons-lang	1.0.0	-	d0a4da4e87526d5e4d80c8df53b996ce7535315c
net.anwiba.commons	anwiba-commons-lang	1.0.1	-	6a0356bd7f45e419d36776d101de67666233cd82
net.anwiba.commons	anwiba-commons-lang	1.0.126	-	21785c978a548c349d37610bf85e93350c3f0933
net.anwiba.commons	anwiba-commons-lang	1.0.140	-	ebeffefb8b92c03d80f4b6218843afe3b646ebf3
net.anwiba.commons	anwiba-commons-lang	1.0.154	-	eb3920cfec35ff30bd661e8aaca577325628ddfe
net.anwiba.commons	anwiba-commons-lang	1.0.180	-	9fc9332894bd7b2d57c75a0baec5c8628d323fbe
net.anwiba.commons	anwiba-commons-lang	1.0.185	-	199534a918a875d959bb2c05f479734583c918ab
net.anwiba.commons	anwiba-commons-lang	1.0.24	-	c2473bc74c08baca8e4c0eafe321e08c78662659
net.anwiba.commons	anwiba-commons-lang	1.0.25	-	e3f87b37478b8da98f460ef0c21f7c30142a5c2b
net.anwiba.commons	anwiba-commons-lang	1.0.48	-	b40e9ee77308fde1d225718dd1d715e360480c34
net.anwiba.commons	anwiba-commons-lang	1.0.52	-	74240ba1f00179d42061a5f94d27fa3079e72533
net.anwiba.commons	anwiba-commons-lang	1.0.58	-	872835b5cf6ca49f67859277fc46ddc62c2eccc3
net.anwiba.commons	anwiba-commons-lang	1.0.64	-	e4dcb71658fb849bf460d9ba95b5c87c3d78d0ed
net.anwiba.commons	anwiba-commons-lang	1.0.68	-	8166472215d664b9e51b874c09f683c07289eae6
net.anwiba.commons	anwiba-commons-lang	1.0.76	-	851307de376da30d1d68eb0065a74e4b561d0638
net.anwiba.commons	anwiba-commons-lang	1.1.121	-	f34d3d072883114fce9ce01d8fe0ebf9899a1abd
net.anwiba.commons	anwiba-commons-lang	1.1.158	-	aea08495c5560df706a090089a9a22fe57f9d34c
net.anwiba.commons	anwiba-commons-lang	1.2.50	-	a18a4bfd4b3c30f5714ed2c1b009d7a28a6e5762
net.cofcool.chaos	chaos-server-security-shiro	0.2.0	-	5aeb6d0f270dead4bb0d0452d66dd2b6654baa88
net.cofcool.chaos	chaos-server-security-shiro	0.3.0	-	cc3b3e6b09378c02c5b1136ee386e5465b73ef1c
net.cofcool.chaos	chaos-server-security-shiro	0.3.1	-	9fe2dd345082958df2e191095e28a79425c999ad
net.cofcool.chaos	chaos-server-security-shiro	0.3.2	-	9a7426ca5e934a11ef0fe087bb4da868d787362d
net.cofcool.chaos	chaos-server-security-shiro	0.4.0	-	df61b43c480d3ef9615570f67643e07709511285
net.cofcool.chaos	chaos-server-security-shiro	0.4.1	-	5320dc6c80e6723d6e3faa94019b461269f89114
net.cofcool.chaos	chaos-server-security-shiro	0.5.0	-	f0bfe7447347ba851464789284a1ac9c6cb98baf
net.cofcool.chaos	chaos-server-security-shiro	0.5.1	-	261f26c9a0f2a82ced66443bf1823cdcb9cc641d
net.cofcool.chaos	chaos-server-security-shiro	0.5.2	-	2cf3f5663d3a8473a7157e9b3a14fccdff30c85c
net.cofcool.chaos	chaos-server-security-shiro	0.5.3	-	da0c58c3c84808a1d2e4f134c7f15d5e31d4d9f8
net.databinder	dispatch-jsoup_2.10	0.8.10	-	38246a07d1fecc7f1787b57cc32c6e72767cbb31
net.databinder	dispatch-jsoup_2.10	0.8.9	-	b4cc80b27f9e2c3c078d0b2dab7beca68619414c
net.databinder	giter88_2.9.1	0.3.2	-	b970fa5602910ceff5f176e6d48dcbfd05186195
net.easy3w	loli-core	0.2	-	9820c3207db2d7dfd713272b18c4029f988d314f
net.exoego	aws-sdk-scalajs-facade-cloudsearchdomain-nodejs-v8_sjs0.6_2.12	0.26.1-v2-524.0	-	e50f4ba73f801e669cc2fef8ee2fb4d2eed1ba01
net.exoego	aws-sdk-scalajs-facade-cloudsearchdomain-nodejs-v8_sjs0.6_2.12	0.26.1-v2.524.0	-	ba5a9e8837d7ee4b158ca0e9dc6563665a41fc2a
net.exoego	scala-js-nodejs-core_sjs1_2.13	0.10.0	-	60c20c10880bcfebf911a3ed25e2acef76d02094
net.exoego	scala-js-nodejs-core_sjs1_2.13	0.11.0	-	3a2a8583ad57fa34de85df6d4de655d18d40c621
net.exoego	scala-js-nodejs-core_sjs1_2.13	0.12.0	-	ca74f832b61d9b6bbd7dba46d134c7fd247f5274
net.exoego	scala-js-nodejs-core_sjs1_2.13	0.12.0-RC1	-	fb0879edca4f23e38ad3cd01f63cf23377846ce8
net.exoego	scala-js-nodejs-core_sjs1_2.13	0.13.0	-	ac001fc1cc636b33fdf96f6227575274092e51f5
net.exoego	scala-js-nodejs-core_sjs1_2.13	0.14.0	-	9a3f346a2eed1cf368a62d9b497c1864bd1f3f44
net.hamnaberg.jwk	jwk-core_2.13	0.1.0	-	2c037c61911238d71beecfdd5c2f7a3232462ef8
net.liftmodules	fobo-google-code-prettify_2.6_2.11	1.3	-	0ef261d5b98f3c9b5e29db054fa93f263b8733b2
net.liftmodules	fobo-google-code-prettify_2.6_2.11	1.4	-	0041fd75351ee5bb0b570fa1f9fcce677de49c49
net.liftmodules	fobo-google-code-prettify_2.6_2.11	1.5	-	0503f0590949fd145c463195aced720d73cb3d35
net.liftmodules	fobo-google-code-prettify_2.6_2.11	1.5.1	-	4e592d88879559d8e5c494f2209207a8d118f33a
net.liftmodules	fobo-google-code-prettify_2.6_2.11	1.6	-	022adb47fb688192c8827b86a54cc17ee46d3468
net.liftmodules	fobo-google-code-prettify_2.6_2.11	1.7	-	ebad68d6d515864338f70a65c92e9dd3f677cf89
net.liftmodules	omniauth_2.5_2.9.1-1	0.11	-	e774718d7b6c000fec56dd3fc93799bd2735ca89
net.liftmodules	omniauth_2.5_2.9.1-1	0.12	-	1247b95bb7bbeaa3c33d3c783045949881af79d6
net.liftmodules	omniauth_2.5_2.9.1-1	0.13	-	d8e6d3ad525499f96d2c28fbe59d74d8221fd757
net.liftmodules	omniauth_2.5_2.9.1-1	0.14	-	856650385f5b134857ce29d3041ba3466a1a6aea
net.liftmodules	omniauth_2.5_2.9.1-1	0.15	-	9eb8f779cd60754ec866439dfe6f24f67cf7e9b1
net.liftmodules	omniauth_2.5_2.9.1-1	0.16	-	f2ec2b0f2b79dab6d175b66887676cb018bcc228
net.liftmodules	omniauth_2.5_2.9.1-1	0.17	-	b02bfddc16beb28c8f329ec54e8704c2203f22bb
net.liftmodules	omniauth_2.5_2.9.1-1	0.7	-	5cd578c24d503b81d54a2a677481248e3c7838b5
net.liftweb	lift-testkit_2.11	2.6	-	b3ecea799843ffecfaec79a7f6036d2f1bc34b1d
