biz.paluch.visualizr	visualizr	1.0	-	addbffc22b90edae36f64790d3b55fe9b4a23ff2
io.helidon.webserver	helidon-webserver-test-support	1.0.2	-	19c5bee530e42095cab3d2fbc9d10cd6c7a8d91d
io.helidon.webserver	helidon-webserver-test-support	1.0.3	-	59e1966ce3c3a327a14816e4d8cd8672a7dfbdb1
io.helidon.webserver	helidon-webserver-test-support	1.1.0	-	2b33d8e7777c86f7712bf18730642fecc103222c
io.helidon.webserver	helidon-webserver-test-support	1.1.1	-	647eaf184f8ddc3ed70063ac3acc6c97b7ef47b7
io.helidon.webserver	helidon-webserver-test-support	1.1.2	-	01808bc0c38b73964aed837b43df69e153be8e37
io.helidon.webserver	helidon-webserver-test-support	1.2.0	-	f11dec31114c8062ac797e57af50bc5a61447574
io.helidon.webserver	helidon-webserver-test-support	1.2.1	-	6f2cc0dbd2a7f30346d54fab9a9f1321a69c8bc6
io.helidon.webserver	helidon-webserver-test-support	1.3.0	-	e68e1c96c42e31e83fd3d32f3c4e708701b558ef
io.helidon.webserver	helidon-webserver-test-support	1.3.1	-	3c454bc8bb19415095a980ba05ef7263c4813a68
io.helidon.webserver	helidon-webserver-test-support	1.4.0	-	48ad01eef16cee3b0ec8bda6929fe8b15ccc73e2
io.helidon.webserver	helidon-webserver-test-support	1.4.1	-	69a1ea11499b53e9ee27732c4daaf6a07d66c665
io.helidon.webserver	helidon-webserver-test-support	1.4.10	-	0d377e4169de2319a3e68e29a5509cbfbfe7a055
io.helidon.webserver	helidon-webserver-test-support	1.4.11	-	d2a56dbc372f0f159aa0aeb8947c8ed79d999ce2
io.helidon.webserver	helidon-webserver-test-support	1.4.12	-	cb43043abedad91e28afc3411dd8ca645e750f98
io.helidon.webserver	helidon-webserver-test-support	1.4.13	-	960f5db641ba028c788d23f048e819707af25dfb
io.helidon.webserver	helidon-webserver-test-support	1.4.14	-	c2d71aaa015f5fb4efd77f8a3416dc9985e4a082
io.helidon.webserver	helidon-webserver-test-support	1.4.15	-	865c9609407db9518d86513d2211025e74ec3b49
io.helidon.webserver	helidon-webserver-test-support	1.4.2	-	a82ecd705103c4c5e91f3a73c2015b3a024ce943
io.helidon.webserver	helidon-webserver-test-support	1.4.3	-	f8067e0b593772f25f7b2873cdfeb2feef12e7f7
io.helidon.webserver	helidon-webserver-test-support	1.4.4	-	b6a3bc0c789c6dab62280c99c91a248861150e7b
io.helidon.webserver	helidon-webserver-test-support	1.4.5	-	00fd3dd89bf2ee6c90a0ccfa0a3d763bcbc1c918
io.helidon.webserver	helidon-webserver-test-support	1.4.6	-	dbaa9b69199b7cafaac6a37ec5a9b0884b2a038c
io.helidon.webserver	helidon-webserver-test-support	1.4.7	-	82639aabc40dc489d42d70223a37ce9412c92731
io.helidon.webserver	helidon-webserver-test-support	1.4.8	-	c59e88a78b1b3f3dd999e759b8eb4d84d6b7e02a
io.helidon.webserver	helidon-webserver-test-support	1.4.9	-	faf3349f4126ea6b8dde872829c1b3465776ffad
io.helidon.webserver	helidon-webserver-test-support	2.0.0	-	872a9589dc9d117491daa35a84224c82ddcd4757
io.helidon.webserver	helidon-webserver-test-support	2.0.0-M1	-	8312ca931bd280f83763e9b8b28e3b908009b0c7
io.helidon.webserver	helidon-webserver-test-support	2.0.0-M2	-	0ffb68aee7c6a26d8d20800fd80a106b0ac26660
io.helidon.webserver	helidon-webserver-test-support	2.0.0-M3	-	1330053487ec5cea4fcb874bae7fa2469c1b896a
io.helidon.webserver	helidon-webserver-test-support	2.0.0-M4	-	2dc543f0a71f7f86701b8fc7434b28cbe768bdbc
io.helidon.webserver	helidon-webserver-test-support	2.0.0-RC1	-	59f09b8149187a5d3b7217e526ca072190117807
io.helidon.webserver	helidon-webserver-test-support	2.0.0-RC2	-	0452f1dc9e9a73e6cad12ae8e0134ac4516743b8
io.helidon.webserver	helidon-webserver-test-support	2.0.1	-	6cb94c42a442b7507014d8e229c67af8c3805afd
io.helidon.webserver	helidon-webserver-test-support	2.0.2	-	d2421f57c6425e4a81c3f5d7013cebd2335fa635
io.helidon.webserver	helidon-webserver-test-support	2.1.0	-	1ebe76e547e45d6a5d576457cde043b2d2540536
io.helidon.webserver	helidon-webserver-test-support	2.2.0	-	295268367c7f5e7bd39f791d1627d57fed2172e6
io.helidon.webserver	helidon-webserver-test-support	2.2.1	-	e5493f8da7069c28de4b079d1a4aaf37e241d233
io.helidon.webserver	helidon-webserver-test-support	2.2.2	-	622ae3cd2c5eb504e46e41b93589e5f601add97f
io.helidon.webserver	helidon-webserver-test-support	2.3.0	-	d31fbd1164fe54c8aa345e6430f0261fcd7be720
io.helidon.webserver	helidon-webserver-test-support	2.3.1	-	df5d004479064945e8e8c6da4322fc9622657756
io.helidon.webserver	helidon-webserver-test-support	2.3.2	-	9d4de608e3d269e74988200938de858a723aea90
io.helidon.webserver	helidon-webserver-test-support	2.3.3	-	fedaeedad70fceb3fc731c771cc77d0413acfc9d
io.helidon.webserver	helidon-webserver-test-support	2.3.4	-	c75d9f2e88c0241c25ecdc301577524487e26991
io.helidon.webserver	helidon-webserver-test-support	2.4.0	-	8e8dadb3bb7c7e05b1d0455ab071237eadae9a40
io.helidon.webserver	helidon-webserver-test-support	2.4.1	-	348c86a96e8769cfd1870f29aba9d8f631edf72a
io.helidon.webserver	helidon-webserver-test-support	2.4.2	-	f01734df3fe39590c6bfc25f66bbc5c523c18683
io.helidon.webserver	helidon-webserver-test-support	2.5.0	-	e2b17cc49282daec2a9b7fe8307f7ab795668367
io.helidon.webserver	helidon-webserver-test-support	2.5.1	-	7daba91a01684d16b15e9ffec0db2cbebbaf16ab
io.helidon.webserver	helidon-webserver-test-support	2.5.2	-	63173346dbfb7892447c060683cb8c83aba201a0
io.helidon.webserver	helidon-webserver-test-support	2.5.3	-	2211844dcf19cce0dc2cab37e0713b59a20c280f
io.helidon.webserver	helidon-webserver-test-support	2.5.4	-	ccd73abbf610746fdc8b3e66ac57203c2827c8cb
io.helidon.webserver	helidon-webserver-test-support	2.5.5	-	127314e4dceb34f23c034f541d826c7b6644457e
io.helidon.webserver	helidon-webserver-test-support	2.5.6	-	e20ceb205c9473e41c596a01ac636312b62774d4
io.helidon.webserver	helidon-webserver-test-support	2.6.0	-	598c1cd7dfaffb2663248d1268c7bfe1e186fb71
io.helidon.webserver	helidon-webserver-test-support	2.6.1	-	8ba242e9fc4d73cd01d2c541107f2a9c37ee1d2b
io.helidon.webserver	helidon-webserver-test-support	2.6.10	-	2a8d23d42a4317bd3555f9b53380d1bae7de3cc0
io.helidon.webserver	helidon-webserver-test-support	2.6.11	-	17c07e28883e11254263a8b129f39e9b115538b7
io.helidon.webserver	helidon-webserver-test-support	2.6.2	-	114c28e719d1be2da5c232f4115a68d65befd050
io.helidon.webserver	helidon-webserver-test-support	2.6.3	-	d530307bcf10b6cada94bddc1206ba550d616e54
io.helidon.webserver	helidon-webserver-test-support	2.6.4	-	86a2ab6d6b63cb6ead1fe37e6716619b27b68882
io.helidon.webserver	helidon-webserver-test-support	2.6.5	-	c946b72003347a1e102b603969737a61ada2ae4f
io.helidon.webserver	helidon-webserver-test-support	2.6.6	-	3c465296bbf8a2472e85f450bbb9cb1146b48a6c
io.helidon.webserver	helidon-webserver-test-support	2.6.7	-	372b16583b3afc6790459ad0666553ec5b727771
io.helidon.webserver	helidon-webserver-test-support	2.6.8	-	c6b8693700799c5aa041df3c5b0b2f9fb2ec173b
io.helidon.webserver	helidon-webserver-test-support	2.6.9	-	deee19d748bf3b55ddbc410aa13da23f23b5e876
io.helidon.webserver	helidon-webserver-test-support	3.0.0	-	d08f44a986f3643061b74e4142a694b31700f427
io.helidon.webserver	helidon-webserver-test-support	3.0.0-M1	-	de2ccddd7d8b0cfdb9c35365c652a9dc9fe21fee
io.helidon.webserver	helidon-webserver-test-support	3.0.0-M2	-	c4611ea3dd3f3689d6ae90530ee4a6f009ca48ba
io.helidon.webserver	helidon-webserver-test-support	3.0.0-RC1	-	736a7f02b700a48697f96f2bb564b9dbd8439f71
io.helidon.webserver	helidon-webserver-test-support	3.0.0-RC2	-	f436740f69bf9c7b6c64c23a1abffbb32057008b
io.helidon.webserver	helidon-webserver-test-support	3.0.1	-	f9eb2270bc8d049e2733fc0c71148be3039f2330
io.helidon.webserver	helidon-webserver-test-support	3.0.2	-	9d9af4557878be27ed927ba03bc5769af7dbb746
io.helidon.webserver	helidon-webserver-test-support	3.1.0	-	d58d4cbf5bdcc72c98b80f0fde136ab8b3e5dc1b
io.helidon.webserver	helidon-webserver-test-support	3.1.1	-	f1c6b35c5091de60e6270806e9914ade5e8fe51d
io.helidon.webserver	helidon-webserver-test-support	3.1.2	-	5e17841b3b63dbc01adc6933bf97c6630dd48cf3
io.helidon.webserver	helidon-webserver-test-support	3.2.0	-	9f6495e282b47909157c6d574a0e48885bdade38
io.helidon.webserver	helidon-webserver-test-support	3.2.1	-	c7bbff2db23caac2d51e73938c2b612a0e8c4440
io.helidon.webserver	helidon-webserver-test-support	3.2.10	-	2fd0dc70795f9fef925c0d01687854078fc5dc21
io.helidon.webserver	helidon-webserver-test-support	3.2.11	-	4af3617e6b7e2f514d36cb709637d9be9ff21bf5
io.helidon.webserver	helidon-webserver-test-support	3.2.12	-	446b9cfe324cecf7959cded094d0c91fd2174ec3
io.helidon.webserver	helidon-webserver-test-support	3.2.2	-	266e40cd1b08b9bf8d9b96606e8bfdc68e107b47
io.helidon.webserver	helidon-webserver-test-support	3.2.3	-	db41bd8b9ad09be12b9b9a81af59dc336594f84e
io.helidon.webserver	helidon-webserver-test-support	3.2.4	-	c9adaec46967ff2495c0c96cce6a43e47f43e790
io.helidon.webserver	helidon-webserver-test-support	3.2.5	-	fa55027e17f743e1620d308f6fa28dbd7259435d
io.helidon.webserver	helidon-webserver-test-support	3.2.6	-	e97c31dd3f0c951a0ec8fb8f59d0ed124e6981dd
io.helidon.webserver	helidon-webserver-test-support	3.2.7	-	8c09b881acb18687b544ef69a37ff46351201987
io.helidon.webserver	helidon-webserver-test-support	3.2.8	-	e91ac41bc2d128216acaa7fc99c2455d9186b812
io.helidon.webserver	helidon-webserver-test-support	3.2.9	-	9c9b9252912ae14a2a9007a6fa112cbd7ad2a56f
io.hoplin	hoplin-client	1.0.5	-	cb00829b718aca4b9b573ac2d4181be592125783
io.hoplin	hoplin-client	1.0.6	-	133acc06c9812f72d89dbf312362514ff01215c8
io.hoplin	hoplin-client	1.0.7	-	a2506c858b10a3cc230fa57b3ae34974b99adb6a
io.hoplin	hoplin-client	1.0.8	-	af2b111d3f40dbc1474d0c75fed64fcb42582bd9
io.hoplin	hoplin-client	1.1.0	-	7ed0d78b071427073f6f8a652713ed158c5621bc
io.hoplin	hoplin-client	1.1.1	-	33fc04f6041ca18162e389235818a0c6e0abc178
io.hoplin	hoplin-client	1.1.2	-	95c0d3c15b62a3a3b56bf20dcadb27de468e92c1
io.hoplin	hoplin-client	1.1.3	-	c2d3c08e1495832adfd827d00cadc1f7ba1cdbd3
io.hoplin	hoplin-client	1.1.5	-	f944c466c372831ad391b08496c67dea9dc4bcc1
io.hotmoka	io-hotmoka-tendermint-abci	1.0.0	-	843d61e3bf6e1e68f9d9aa81156bf1a7c63b5f7e
io.hotmoka	io-hotmoka-tendermint-abci	1.0.1	-	983a44b07f54726ddc8f303f2b3a5738358e9176
io.hotmoka	io-hotmoka-tendermint-abci	1.0.10	-	6c7dc3bee0109d33603628a6a6e261450701fabf
io.hotmoka	io-hotmoka-tendermint-abci	1.0.11	-	7e518d899fed0a7bdd532c19ec93ba7b741eb527
io.hotmoka	io-hotmoka-tendermint-abci	1.0.2	-	739708122ba69a3b54360b4f1902f9ad08f910f4
io.hotmoka	io-hotmoka-tendermint-abci	1.0.3	-	a23a442ffba6161f7000c8e8ab505da51741cffb
io.hotmoka	io-hotmoka-tendermint-abci	1.0.4	-	9da8fd4dd0323078a11da20e952189f16fb20aeb
io.hotmoka	io-hotmoka-tendermint-abci	1.0.5	-	657055cef588f0e6dafbc9c9b66fdca9879a0384
io.hotmoka	io-hotmoka-tendermint-abci	1.0.6	-	445f8bedfa91a86afb552f2b90722d816bf0510c
io.hotmoka	io-hotmoka-tendermint-abci	1.0.7	-	41fa0ca65794b7c6c3a6604906e17cbf88201edb
io.hotmoka	io-hotmoka-tendermint-abci	1.0.8	-	b928c2bca1eebfb7513dcee62e19124ccddb9b52
io.hotmoka	io-hotmoka-tendermint-abci	1.0.9	-	83f532b48626edcf43a716056dd76bbe7cb6e327
io.hotmoka	io-hotmoka-tendermint-abci	1.1.0	-	7f2b3b83af5c006d488bda9922a7deb22f424ce2
io.hotmoka	io-hotmoka-tendermint-abci	1.1.1	-	dacbf3dc7a0afaea7dc02eb2afe5a79c6fe4d121
io.hotmoka	io-hotmoka-tendermint-abci	1.1.2	-	f76bd3d4a10a1766c9db962128e30456fdedd79c
io.hotmoka	io-hotmoka-tendermint-abci	1.2.0	-	3b31f7526a5cea6c70823886efb8b280ba685347
io.hotmoka	io-hotmoka-tendermint-abci	1.3.0	-	dc51c5b7cad7b97c42caa503c1679aa4e2ecaf77
io.indigoengine	indigo-platforms_sjs1_2.13	0.1.0	-	14220d358bba0876b8e2ae701d58b384e8faab77
io.indigoengine	indigo-platforms_sjs1_2.13	0.2.0	-	0d3d1c1d66cea453406842805484b3777e425063
io.indigoengine	indigo-platforms_sjs1_2.13	0.3.0	-	8fa468f1e6e26a27737c63530fbc28f807f2f348
io.indigoengine	indigo-platforms_sjs1_2.13	0.4.0	-	749dd964f34e3e28d1dab368e78137d475f2ee6d
io.indigoengine	indigo-platforms_sjs1_2.13	0.5.0	-	6617e89a4a702bfa54bd17a9b9148895a395a2b0
io.indigoengine	indigo-platforms_sjs1_2.13	0.6.0	-	0d8c296641b90ad88aa4ea6e38a069e555bbc71f
io.indigoengine	indigo-platforms_sjs1_2.13	0.7.0	-	30f336b2cba6e1da2d5225580f64cd926bcf83ae
io.jmad	jmad-gui	0.11.6	-	9736e8f91a9a50b5bdfe6b081ae72d51fc1b8cdf
io.jmad	jmad-gui	0.11.7	-	016ef466328a449a6e104304f444bc1425744b0b
io.jmad	jmad-gui	0.11.8	-	1855fa8a40bb2a03a1830fd99819b0180c024dd0
io.jmad	jmad-gui	0.11.9	-	40926f89ac38183649ddbdb38ca302c1affece78
io.jmad	jmad-gui	0.12.0	-	18bdf9a8d5035ffcab3b331729a631de4913c831
io.jmad	jmad-gui	0.12.1	-	0f028d783ca8506938fdd8ea565a5da7a95b945f
io.jmad	jmad-gui	0.12.2	-	db11851bcb3927fb3ee06bec17af0ee412d86f04
io.jmad	jmad-gui	0.13.0	-	4fab26276e9b6143bfe4342358390d67d641d4d6
io.jmad	jmad-gui	0.13.1	-	70666ec05a41e8c58e22bf0a40470069f6b9e1f7
io.jmad	jmad-gui	0.13.2	-	90ab7aeb4bcc884fb691eb1a321713c947033e9e
io.jmad	jmad-gui	0.13.3	-	0634c2e25b66f6336f5eb6816dfed66296bd5f27
io.jmad	jmad-gui	0.13.4	-	bb458b9d6cbb42c53d83db89e3dbce3caf4bb038
io.jmad	jmad-gui	0.13.6	-	5903c5fe545bed2b69e86edabc2b66b0dd1d9536
io.jmad	jmad-gui	0.14.0	-	48a4efecdf3151057cca2ee0b2a59117ce5f31f0
io.jobial	scase-aws-test_2.11	0.5.4	-	1737e6df56af9026f2eac117fac4c19529eb3575
io.jobial	scase-aws-test_2.11	0.5.5	-	9c5ea77fc168b964c4c10fa533524066618d059c
io.jobial	scase-aws-test_2.11	0.5.6	-	4b9cd87414b31cb88b02bae525d2ee3d04661c68
io.jobial	scase-aws-test_2.11	0.5.7	-	5fd4954d660555175159e5f5e7295f8dd230ad67
io.jobial	scase-aws-test_2.11	0.6.0	-	14a70844013031812a52873c80e2960ea4c6396e
io.jobial	scase-aws-test_2.11	0.7.0	-	835fcf205c5e89723df68b1115f4def3ee6614b0
io.jobial	scase-aws-test_2.11	0.7.1	-	415b7b57d362e80b77941667c571e1bb4e66535e
io.jobial	scase-aws-test_2.11	0.7.2	-	9388686b6b8a700c9cfbe725ddce7f96a1ed3af6
io.jobial	scase-aws-test_2.11	0.7.3	-	24bda153d8baf1d1b821b24848b53c04edd3e5d2
io.jobial	scase-aws-test_2.11	0.7.4	-	0cc117309ecbea2d6083c8442a1ba7b5fea9ad9b
io.jobial	scase-aws-test_2.11	0.7.5	-	30c9efe1be8a768011fb84413b06b01436ed91b1
io.jobial	scase-aws-test_2.11	0.8.0	-	c5be422bcbd1599654f534f4ae678c1e184e8354
io.jobial	scase-aws-test_2.11	0.8.1	-	ed3f1264908074fc4081cbb56e9966277d3d9fe9
io.jobial	scase-aws-test_2.11	0.9.0	-	14d5f068822eb2a8a87edc9782ebcbb3fd2039da
io.jobial	scase-aws-test_2.11	0.9.1	-	95c35cfc0a646425d981df87d3ab85ad92034581
io.jobial	scase-aws-test_2.11	1.0.0	-	1bd520ac3e09cce97686c79079c7225c7a98753d
io.jobial	scase-aws-test_2.11	1.0.1	-	861f865ad17986d83f0997e77028a31d20aae6e8
io.jobial	scase-aws-test_2.11	1.0.2	-	0dd3683cc56783031be1c71eeb6d3b211d889422
io.jobial	scase-aws-test_2.11	1.0.3	-	4729feb2fb185e48d109af59f08c80eb193a1916
io.jobial	scase-aws-test_2.11	1.0.4	-	ace6eb3345db3707460c2fa3f1639cc37b49fa47
io.jobial	scase-aws-test_2.11	1.0.5	-	544a98050aa6c273fddc96be8dbc174ace3d77bf
io.jobial	scase-aws-test_2.11	1.1.0	-	a04a6e2fdadbb01fc8d0c6050f42199d4f0d1d34
io.jobial	scase-aws-test_2.11	1.1.1	-	0af32d858b7e1f9518709aff7832715d03bf3b08
io.jobial	scase-aws-test_2.11	1.1.2	-	827537f7721b2e6df9a2f27fe3fa5e3a49daf704
io.jobial	scase-aws-test_2.11	1.2.0	-	535538faf9fe29c74557017c3357fd64f3a552e2
io.jobial	scase-aws-test_2.11	1.2.1	-	20aa7d1698f488ab2bef3539af6478cf1790bf61
io.jobial	scase-aws-test_2.11	1.2.10	-	13af08cc5e6456e8f59bf946554e2b4da921291e
io.jobial	scase-aws-test_2.11	1.2.11	-	c2e4c69a144a3eec266697f0ff31e3ee7cbe21a4
io.jobial	scase-aws-test_2.11	1.2.12	-	78ee0fa3a6e1fa35f5378c0bceceb20aabfd4d97
io.jobial	scase-aws-test_2.11	1.2.13	-	3811e6cf4bab4a0479482237956b521ea16886fc
io.jobial	scase-aws-test_2.11	1.2.14	-	6e0394187031bb5834b09070a0875709adef6ec9
io.jobial	scase-aws-test_2.11	1.2.15	-	c6cccb7c1d472f5c4c34d934de3e347c5f0f8b73
io.jobial	scase-aws-test_2.11	1.2.2	-	befc1f9eeae8db7ac8eae4b1c15c1f1c0f934ca2
io.jobial	scase-aws-test_2.11	1.2.3	-	9706c57a32f8f89f32a6eda127f4d4164db558d7
io.jobial	scase-aws-test_2.11	1.2.4	-	62d1b44d0fc531408849d8ab00efceabc2f2feea
io.jobial	scase-aws-test_2.11	1.2.5	-	2daba3c178688f4381ce54b5ec08d98ba6740829
io.jobial	scase-aws-test_2.11	1.2.6	-	b3aada26ed21243ccac084bb25feb3c4523bf7fd
io.jobial	scase-aws-test_2.11	1.2.7	-	377016b066079c00e3eaa919c267327188bc14e9
io.jobial	scase-aws-test_2.11	1.2.8	-	14530a27fb04801d6b05587361e4dd0e1443fc16
io.jobial	scase-aws-test_2.11	1.2.9	-	736672e354f0c37f377376fa9058662947f4e22a
io.jobial	scase-aws-test_2.11	1.3.0	-	a8d63c546e91f131a1649cf2f4940cc3c7edc012
io.joern	javaparser-core-serialization	3.24.3-SL3	-	c7243cc0f8900e432d101c774fb459e386d7b77a
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta1	-	fdf9e1d7bbd297f194eb0d55cdf10eae03eafd34
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta10	-	91515f20390ce816f518eb47f16a3751a792586f
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta11	-	2496b7180acfeabc32773382b8a063c2623cb29b
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta12	-	f3cc3d85ef6158853576cea96da180e82e429288
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta13	-	9ac2f183989e078a4eb5ae7e73723d1d0d19adb0
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta14	-	e14cf31662f4ec72c6e23ebf41c026acf1fc9953
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta15	-	7b4d6c711c303fe44573961e3bed063223a75bcf
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta16	-	465e3e975704862bb617afee182b27d7dbf83ddc
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta17	-	f9a1ee753b1933ae7a4d8f2cf4cbf813b900af3b
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta18	-	7a14299009691c76ff79f271c527e2002fcf5ef2
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta19	-	c5c9d2f5aecae8e024a0932fbfcc71b51eba8284
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta2	-	f907a59e2fb8062da03d0f770510bc51b226e44d
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta20	-	ea0da194f1a2f8a142f34c05b60ed39fd692ee32
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta21	-	8c11d1ecd888fc1ba29d2ecd4e8e4b5882011749
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta22	-	fff1a4c75960242407cf314c0627d8d253f4efb2
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta23	-	d3ff58410932a4a2bc46f43a2318370d636cfc91
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta24	-	72959f47374efd4bffe321b00510d9ed96d1381e
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta3	-	2d7140e8fe758cf18ac4cd4d901fcb5c418b50f5
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta4	-	2a4246497e402463c9bdf2caede17505c6e33307
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta5	-	77105f3d3c7775dd9ebe8c5543d300ebc6fffe5b
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta6	-	95839a61ccc719617307c561c46902d5ae7d6a43
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta7	-	9d00c67395f56af6f053de9f678f1b9bf5e4f7e9
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta8	-	47ca388564d33c35f5486ac9076661fbea7a76b7
io.kevinlee	logger-f-log4s_sjs1_3	2.0.0-beta9	-	64f4d52465b47618005392d2d33ba5ec0da5d194
io.kotest	kotest-assertions-api-tvosx64	4.2.1	4.2.1-metadata	8102dcd5e0601f027148c330bc760198bf660cd9
io.kotest	kotest-assertions-api-tvosx64	4.2.2	4.2.2-metadata	a19d6580c642b02c8fa56cbfef315a2898fd4473
io.kotest	kotest-assertions-api-tvosx64	4.2.3	4.2.3-metadata	9e0f58d1f31cf65cc8f8e0fa91b07a0f26fb5e35
io.kotest	kotest-assertions-api-tvosx64	4.2.4	4.2.4-metadata	2b557a17a0f5f886d30cc9fd3da5241e8c9edb6e
io.kotest	kotest-assertions-api-tvosx64	4.2.5	4.2.5-metadata	ce88809a19ace64d9c8a922dbdb81103dc08e73e
io.kotest	kotest-assertions-api-tvosx64	4.2.6	4.2.6-metadata	3aabd3cc84a58f1083850e42f6dcf0e65865e306
io.kotest	kotest-assertions-api-tvosx64	4.3.0	4.3.0-metadata	34edefdec9f16deaf1576380ac2c6e62fef3a63c
io.kotest	kotest-assertions-api-tvosx64	4.3.1	4.3.1-metadata	c0328585cce9a339b2e55d927234844e45e03ba0
io.kotest	kotest-assertions-api-tvosx64	4.3.2	4.3.2-metadata	de0bc141aeab5398b352c76eb8973b6a4571d004
io.kotest	kotest-assertions-api-tvosx64	4.4.0	4.4.0-metadata	3eab1ee97ded92c0285a85b8e4e4972904c5a95f
io.kotest	kotest-assertions-api-tvosx64	4.4.0.RC1	4.4.0.RC1-metadata	92277ae83ff4a458c667eaef428cd2fc1f489c68
io.kotest	kotest-assertions-api-tvosx64	4.4.0.RC2	4.4.0.RC2-metadata	b0b3d5e766333405e8fd2eb4a7a8cf0418989c1e
io.kotest	kotest-assertions-api-tvosx64	4.4.0.RC3	4.4.0.RC3-metadata	2145827a23bf8b8ba3c12e640ee9b18523d2616c
io.kotest	kotest-assertions-api-tvosx64	4.4.1	4.4.1-metadata	c1e0c07328ce238c08d0280f4c1ac79807b1499d
io.kotest	kotest-assertions-api-tvosx64	4.4.2	4.4.2-metadata	3d770a5f93a3544ad4b1cbdc08978a3bfaca03a3
io.kotest	kotest-assertions-api-tvosx64	4.4.3	4.4.3-metadata	cfc5d5b1028ec8ee7114284886a688db04418bee
io.kotest	kotest-assertions-api-tvosx64	4.5.0	4.5.0-metadata	32ee2e71f24cbe98040876b4534108e5903cebaa
io.kotest	kotest-assertions-api-tvosx64	4.5.0.RC1	4.5.0.RC1-metadata	72f6bac088d62ae910743288b43b07d279f42863
io.kotest	kotest-assertions-api-tvosx64	4.6.0	4.6.0-metadata	54b959fdbe9706fa8825d25e8d5f46964d8a1c33
io.kotest	kotest-assertions-api-tvosx64	4.6.1	4.6.1-metadata	43ac44fbe0896c6cd9f16203ec99d70f2d797407
io.kotest	kotest-assertions-api-tvosx64	4.6.2	4.6.2-metadata	55ff4babdf111fdd2b601be5a5a648dac3229094
io.kotest	kotest-assertions-api-tvosx64	4.6.3	4.6.3-metadata	3064ae49478efd108398e843ff06bad7516916b1
io.kotest	kotest-assertions-api-tvosx64	4.6.4	4.6.4-metadata	1896a7919ea5b1aa4f8cc678642c59f66e82a964
io.kotest	kotest-assertions-api-tvosx64	5.0.0	5.0.0-metadata	47c2e9e8f29fd9e8c9b61e1762971717ec9fe44a
io.kotest	kotest-assertions-api-tvosx64	5.0.0.M1	5.0.0.M1-metadata	544f45c37d5c39373d7d21e26239642e5a8629fa
io.kotest	kotest-assertions-api-tvosx64	5.0.0.M2	5.0.0.M2-metadata	24ae41df4bb9b24b71f8c47b5f278230d68ab672
io.kotest	kotest-assertions-api-tvosx64	5.0.0.M3	5.0.0.M3-metadata	c4616f34cd480f2c0490efb5c546667e6d092dad
io.kotest	kotest-assertions-api-tvosx64	5.0.0.M4	5.0.0.M4-metadata	f52eeffc204a045d64bb920397d31a740f0ada4b
io.kotest	kotest-assertions-api-tvosx64	5.0.0.RC	5.0.0.RC-metadata	580d24dc878c3cb825af10e9d55c52d5d9ff452a
io.kotest	kotest-assertions-api-tvosx64	5.0.0.RC2	5.0.0.RC2-metadata	fb0fdefb7e5f62063e6a62f2f7e27857f6c7e87c
io.kotest	kotest-assertions-api-tvosx64	5.0.1	5.0.1-metadata	8331134e9e9519c53425db1771ca2ded92242ef7
io.kotest	kotest-assertions-api-tvosx64	5.0.2	5.0.2-metadata	fb693f8ffad8c3e66198478df8fee1be91879758
io.kotest	kotest-assertions-api-tvosx64	5.0.3	5.0.3-metadata	2149382c49191952e5aee032b0fc3c499241c04b
io.kotest	kotest-assertions-api-tvosx64	5.1.0	5.1.0-metadata	a8e872cb35b28e301da3adaf2c8f567a4f7ee760
io.kotest	kotest-assertions-api-tvosx64	5.2.0	5.2.0-metadata	2003d8484af52b43b4562efc6051f3ee3866f604
io.kotest	kotest-assertions-api-tvosx64	5.2.1	5.2.1-metadata	67488f12ab8ddf3569dfdd2f6bdec38f75cc0464
io.kotest	kotest-assertions-api-tvosx64	5.2.2	5.2.2-metadata	4d66abcf854f27d88c7afe1c923ffc9a80252da2
