br.com.zup.beagle	beagle-yoga-proguard	1.19.0		ffb299a6a971c38706814ff7a283ee322d2d68b2
com.rabbitmq	amqp-client	2.8.1		303d1a575baffa9e119b4a8a17e97f56630b34ef
com.rabbitmq	amqp-client	2.8.2		27a832422e1701578419f1c8683c2610183581ba
com.rabbitmq	amqp-client	2.8.3		5f4c58374c8b3a6109f44f50232efa18c58c7f86
com.rabbitmq	amqp-client	2.8.4		c3016abfdff84443a3056e6bc78dd4c2b1c029b1
com.rabbitmq	amqp-client	2.8.5		55e6ab4cbce01b40650e48bfb3f75569c82228dd
com.rabbitmq	amqp-client	2.8.6		6b6257f13d013efc819f70a6abfe0446a40ea598
com.rabbitmq	amqp-client	2.8.7		e9893989c53e453076c9e09740e1dfa9fdc9a8fe
com.rabbitmq	amqp-client	3.0.0		f971e8d308a3c366ef71e004a7fc843f01284d94
com.rabbitmq	amqp-client	3.0.1		88745e2f483d0ad231cbc79881ddcc7c9a6b404b
com.rabbitmq	amqp-client	3.0.2		38e74486edfe44fa5e964ed5eaaf45442ca14c33
com.rabbitmq	amqp-client	3.0.3		e6e727068ea94843570956424a729d4472d3a725
com.rabbitmq	amqp-client	3.0.4		adeb84cc0f204f9c4d3baad80bcdb24b033a3c65
com.rabbitmq	amqp-client	3.1.0		c7f722bb487a4c90c78f195421cf36280a90e421
com.rabbitmq	amqp-client	3.1.1		b85d428832099114bc06a20ab0ae62c313f27cd2
com.rabbitmq	amqp-client	3.1.2		4065e861e5260d33889afa66bb9236f318f84cab
com.rabbitmq	amqp-client	3.1.3		482fc234e223b915ff1c1a08350dcb743ac9a235
com.rabbitmq	amqp-client	3.1.4		2b20248d5255a8bf35d47ed579b210efaa067a35
com.rabbitmq	amqp-client	3.2.0		b6d0889b131f326dbc439bac55c23de1a22cc771
com.rabbitmq	amqp-client	3.2.1		0d2692e72dda6a6d472c7d1efbb21c2de1ec351c
com.rabbitmq	amqp-client	3.2.2		9e4485e734415e84ea3caea25650f8651f388a3a
com.rabbitmq	amqp-client	3.2.3		93e701c6b067bf3f6d57e846cd4619b452ba8ffc
com.rabbitmq	amqp-client	3.2.4		2208e2e92589bb695f26fcf19f2ebe0c8e98b944
com.rabbitmq	amqp-client	3.3.0		9062cd9491b550aa62d4e9ae393b8040ef9a2366
com.rabbitmq	amqp-client	3.3.1		cb74597b4dec327fe8392fcc82726069bd42d00a
com.rabbitmq	amqp-client	3.3.2		a5d7e0285a5b237f6d302325c07fd42922ef7d1b
com.rabbitmq	amqp-client	3.3.3		22958dd53a22d29fc34f5ddead625d4a261ec921
com.rabbitmq	amqp-client	3.3.4		dc43828467f9efc5d065125757d3c31eac187d7d
com.rabbitmq	amqp-client	3.3.5		9198626a9665eb2d4d94fa2aaf5d83960d8a8364
com.rabbitmq	amqp-client	3.4.0		c09fb07a8dac66b184e2be2f4199ab8ef2ac746b
com.rabbitmq	amqp-client	3.4.1		fc656d2d3177d48aa5b288cb1a7bce526b52e0d1
com.rabbitmq	amqp-client	3.4.2		e3c6ec521a1906ed5403bf64c7903762ea2d0984
com.rabbitmq	amqp-client	3.4.3		8410bf418e9b2083d3d9f207f884f4b3249ed266
com.rabbitmq	amqp-client	3.4.4		c72bdccf9dbe3b9ebc20a6f280c108fc96b39493
com.rabbitmq	amqp-client	3.5.0		28077a93c46153bd98dc83591afe218cc2255fbe
com.rabbitmq	amqp-client	3.5.1		6086769bfb7a5054d97b855676aaa525b523f405
com.rabbitmq	amqp-client	3.5.2		8d10edd29e08f78349bd1da9d18f81c9f8b90567
com.rabbitmq	amqp-client	3.5.3		94f5daf4ad7bbc31586636405671a6b411fbc678
com.rabbitmq	amqp-client	3.5.4		fcc0e91dabf67c2b6f31896f225c1bf8c197badf
com.rabbitmq	amqp-client	3.5.5		33ce3c3e6be05643fe2feb831d03193e4b1a5a75
com.rabbitmq	amqp-client	3.5.6		6c71e410bfc671532ca2c6b672d94b0360972f8b
com.rabbitmq	amqp-client	3.5.7		2cf55912985e6d1df28444ee946e14ebdd4d1489
com.rabbitmq	amqp-client	3.6.0		f1af4405e2fe1f1817006b06bcf6bb992c9b1999
com.rabbitmq	amqp-client	3.6.1		089be4acfa8a0fa48a775a82d20632f90aecf10b
com.rabbitmq	amqp-client	3.6.2		4d750a3e2357069d2fc0cd8d4d0c3b09fd38b21e
com.rabbitmq	amqp-client	3.6.3		2f7298e92d6a8be43f87fb8c6428876717ec9b33
com.rabbitmq	amqp-client	3.6.4		fbe0150396833237d9ca9408835ced81e6015262
com.rabbitmq	amqp-client	3.6.5		59e11141636ba2469a6fdd8c986d622480c3e239
com.rabbitmq	amqp-client	3.6.6		6ee151677904052617a01971fdc37fff28ecb5ca
com.rabbitmq	amqp-client	4.0.0		a592535a1e865f7aa46892f8350e68de48be0842
com.rabbitmq	amqp-client	4.0.1		a77c855d0b0616fc0eaa00840d8f000bdeab3d52
com.rabbitmq	amqp-client	4.0.2		04c26d317131fb409d6a7c57cc4230ac336f0c25
com.rabbitmq	amqp-client	4.0.3		d60d606e214b98c7d4a7e7f96d20b6aec569d7a3
com.rabbitmq	amqp-client	4.1.0		e38f47dbf708dfdb310288efe2e4c41a8bf7462f
com.rabbitmq	amqp-client	4.1.1		256f6c92c55a8d3cfae8d32e1a15713baedab184
com.rabbitmq	amqp-client	4.10.0		650940ea6057f22f698caec106419912eba530a8
com.rabbitmq	amqp-client	4.11.0		dded1c3a81ebccec6603de78fe88c3e9ffd4db36
com.rabbitmq	amqp-client	4.11.1		292c8ab52817b4314c55f80bdf7a76c3c7c6e3f4
com.rabbitmq	amqp-client	4.11.2		9ccc454dd05bd9223add1b79c8b9bd1e5291e730
com.rabbitmq	amqp-client	4.11.3		507317cbbe35e83e7f8b8ce3abe5b21fe8a584b2
com.rabbitmq	amqp-client	4.12.0		eb4cdaae6f0bca1f038524aa1cb23e9919d4d49b
com.rabbitmq	amqp-client	4.2.0		e451320551274d987b7b07d535d88a5a353776ad
com.rabbitmq	amqp-client	4.2.1		f33581400db00ef4f069a5b28c9392d862d9a735
com.rabbitmq	amqp-client	4.2.2		24f659e17772584b02fb5faf98119c26a7514378
com.rabbitmq	amqp-client	4.3.0		d712ca9cc66fb9e73e74066c81e727dbb0dae160
com.rabbitmq	amqp-client	4.4.0		f32415c0abeaddb6532d44ad57072bc356dd5a3f
com.rabbitmq	amqp-client	4.4.1		c442f6501595a6fb9c029409eca94888cc9a3106
com.rabbitmq	amqp-client	4.4.2		dc2111c15b04185badc808d1468b57b5b5fede4f
com.rabbitmq	amqp-client	4.5.0		d6ddd06f8a611225d4a51c7b277319371ae662a9
com.rabbitmq	amqp-client	4.6.0		47573926937d6e1efc2a9139ccf89fa89c90bb96
com.rabbitmq	amqp-client	4.7.0		33579ec91719d0e3b95936700dc436d657739f5a
com.rabbitmq	amqp-client	4.8.0		311d4123f64ad2fb13aec3bd65096ed7324c6827
com.rabbitmq	amqp-client	4.8.1		ba8c678e9ea9857747ba2b724bdc6cbe883dea31
com.rabbitmq	amqp-client	4.8.2		d6228aa8f56d91ca9597fd2791753d78545c484b
com.rabbitmq	amqp-client	4.8.3		c9ec08737a801358261e2f1b7f30f328f9d42315
com.rabbitmq	amqp-client	4.9.0		6b6b237424402dfe19c6e4aa84d0750af957662b
com.rabbitmq	amqp-client	4.9.1		6af026fac6eb7abf70400cedfdf611a19454ce62
com.rabbitmq	amqp-client	4.9.2		e9a9e8fb85d4c79aafc3a922a7229ea7ac9da541
com.rabbitmq	amqp-client	4.9.3		533510bb504a378db84a1f0dea54eb4e6fb029ce
com.rabbitmq	amqp-client	5.0.0		12c1f76ab5991556147ca35b85128521ebcfd093
com.rabbitmq	amqp-client	5.1.0		a227d6fcfdaf074a59c74d90123db8036a15403f
com.rabbitmq	amqp-client	5.1.1		646bc476bf4e5477edbb2fb92107130512194585
com.rabbitmq	amqp-client	5.1.2		89bf04e50635f83bc40dabce1379c1463d7458ec
com.rabbitmq	amqp-client	5.10.0		4de351467a13b8ca4eb7e8023032f9f964a21796
com.rabbitmq	amqp-client	5.11.0		302bd371a0b8a7341715a374d35ed620fb3b540f
com.rabbitmq	amqp-client	5.12.0		2b9e0222356f068a1c90162ae2b4f153369933ac
com.rabbitmq	amqp-client	5.13.0		ee1119a0a9ca86075d694859979cfaed0b579091
com.rabbitmq	amqp-client	5.13.1		0f1e767c930d8690053c71c04a13f98740fc6c56
com.rabbitmq	amqp-client	5.14.0		6aa1067ce26c917af8d4c7273808b5b4826ce308
com.rabbitmq	amqp-client	5.14.1		3bf91d5c5e3941809572c3b44becb47ec623e636
com.rabbitmq	amqp-client	5.14.2		a8093a297829385ff3dec39aa1c8730a2af1fdc2
com.rabbitmq	amqp-client	5.14.3		dff567b972653fe7afed306d4eb4ac4a264d6673
com.rabbitmq	amqp-client	5.15.0		39b6429ad779befe3b963b4737838c63d04f7980
com.rabbitmq	amqp-client	5.16.0		0c70c66a8e5a92e41adf618efa7d8025db29cdf3
com.rabbitmq	amqp-client	5.16.1		7b483b06e74566b4fa2349a22b95197036058eaf
com.rabbitmq	amqp-client	5.17.0		aba0043dc7512f4e06c2cc3d9b41103d37f6009b
com.rabbitmq	amqp-client	5.17.1		ab5ad4ad4032253310784187e5855eb0444daa23
com.rabbitmq	amqp-client	5.18.0		a145e53172bb4cb22e58700d1aaac7d325c3fc57
com.rabbitmq	amqp-client	5.19.0		6bd68c3cdf2662a9fbff8de5b9ef2b0fb1e6fe57
com.rabbitmq	amqp-client	5.2.0		5387675387ae293231f00f4cfc2b9656f510f1e2
com.rabbitmq	amqp-client	5.20.0		e8b2cbfe10d9cdcdc29961943b1c6c40f42e2f32
com.rabbitmq	amqp-client	5.21.0		070797e8a66e800391940edcf21f31423b9768f1
com.rabbitmq	amqp-client	5.22.0		d5bf5f55022e14c7bc889fd8750b21cb60db064a
com.rabbitmq	amqp-client	5.23.0		2e08a3b430145c083caaca864f3cc51d10fcaa3b
com.rabbitmq	amqp-client	5.24.0		939ee78e7546c0facc8f5e14b4d5c17cb1b9756c
com.rabbitmq	amqp-client	5.25.0		f3303742cae7b0ef37b9966a54de82b635dc0207
com.rabbitmq	amqp-client	5.3.0		c37a0ceaa9578fe17c2b1bcf8bce51186d498e2f
com.rabbitmq	amqp-client	5.4.0		aa91f9d50ed583fec48135a728ae39b1eadb8a78
com.rabbitmq	amqp-client	5.4.1		145ad4e4f29056ba6dcef3097cd3a849d2e50f39
com.rabbitmq	amqp-client	5.4.2		15c76125a515a1e0355ab974bd2d96b6d96b301e
com.rabbitmq	amqp-client	5.4.3		9bede47bcd205e93f422adf4923892e31a640239
com.rabbitmq	amqp-client	5.5.0		5c794ace7bcd362cd5482fdd3f97a0c658b0118a
com.rabbitmq	amqp-client	5.5.1		8e537b7fc4ee9e693151bd0136898ae70ecbe7ab
com.rabbitmq	amqp-client	5.5.2		5d70d5542347eba11a17357e1910b737b648ff30
com.rabbitmq	amqp-client	5.5.3		1e5888ffba9237411c87ed220adabc836a7cce53
com.rabbitmq	amqp-client	5.6.0		56b7279559e45a6f462361432cda7c3c7d380907
com.rabbitmq	amqp-client	5.7.0		7afe75329b7f5b48c322b2727775fd61f117eb01
com.rabbitmq	amqp-client	5.7.1		747f54e5a70dfc5037a5695c0611dbfa72fe410c
com.rabbitmq	amqp-client	5.7.2		95165884da408218c173ecbec5fb62d0e71fc48f
com.rabbitmq	amqp-client	5.7.3		48b60f9fe61fd14c29daee98fbb205cda17e067d
com.rabbitmq	amqp-client	5.8.0		3c51e3698b21ad448e82f2324694151f26809a67
com.rabbitmq	amqp-client	5.9.0		df91ad140d883ea6bb41aa51ee3c5c37a3b65450
com.razie	s20widgets_2.10	0.6.7		5f2a076171c153c4ea7a076168e3b4e6eb7a86f0
com.ringcentral.platform.metrics	metrics-facade-spring	2.0.0-RELEASE		N/A
com.ringcentral.platform.metrics	metrics-facade-spring	2.0.1-RELEASE		N/A
com.ringcentral.platform.metrics	metrics-facade-spring	2.1.0-RELEASE		N/A
com.ringcentral.platform.metrics	metrics-facade-spring	2.1.1-RELEASE		N/A
com.ringcentral.platform.metrics	metrics-facade-spring	3.0.0-RELEASE		N/A
com.ringcentral.platform.metrics	metrics-facade-spring	3.1.0-RELEASE		N/A
com.ringcentral.platform.metrics	metrics-facade-spring	3.2.0-RELEASE		N/A
com.ringcentral.platform.metrics	metrics-facade-spring	4.0.0-RELEASE		N/A
com.solace.connector.core.io	spring-cloud-stream-binder-camel	1.0.0		a21a61421eeecfb99a22722a59d1e5a47d8d305e
com.solace.connector.core.io	spring-cloud-stream-binder-camel	1.3.0		19427fb2f008747b5bf406c0e51e0e42973bec75
com.solace.connector.core.io	spring-cloud-stream-binder-camel	1.4.0		7da134b8c050d6e6db90af542a17de6272b47c44
com.stc.jmsjca	raunifiedjms	5.1.3		080a84c036b59a74bc0684fdebf64a6b478b7234
com.stc.jmsjca	raunifiedjms	6.0.0		9429c87f84202de8795a7f35b1e51b87c8cf4c05
com.target2sell.library	mobile-multiplatform-lib	0.0.1		d5f5a62118917db9ff9eeb8d1c29f9ee1a83d1f8
com.target2sell.library	mobile-multiplatform-lib	0.0.1	all	0c23bfc8ce5f0406e1afd357aafa9f570f083c99
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0		8d81ea6336eb7b18ac95258c7b5ab737044a3cd2
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0+10-85749ba6		f8faa99ae3f5be8371baf47f730f8f6b6a0c4df6
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0+5-80c67eb9		fba8379900728f2605a73ede07c41e70994132ff
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0+6-cac4f316		33210b9c591663baf44d82a55866733b57a1dac2
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0+8-a1cac1bb		d0a0c155cde4a0f0b094694352dc9e08769a7eba
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-2-ddbc1c14		30734d5117996b85c2482bc06ce593257001f631
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC15		5fa6ad123b868e420142112b0df3bdf4d2034f9e
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC16		337b83c60a29a33440433cb403f0e9ac0680c524
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC17		7ba6d7bd2f2e974d66dae027211c6ff485b32fa1
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC18		ea97f760b0dff9cf574f45116eb710e1d7a11653
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC19		05dcff6f08cc4e5320b82b6c6e7c96bdb6a0c808
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC20		9b6f7e2417d36cf20854513975d2c9ef1f2a5b95
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC21		44a43569a33e859532f5827b17a6828eade88ad2
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC22		42b09d989cf208f3cb190fc8e16f2b86814370b1
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC22+34-d5c0d2a1		077b70a3abaa4f8d7a6b613afd538106b7dacc60
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC22+35-5d731d45		cbfe955be4cfe79c3bd8dd5d684a4c199173217f
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC22+36-6a0631d6		5d415b56c2189058cf56fc6358328d5ff7d326a9
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC22+37-2d1f6689		c66461955f1a6ce293f06380c34102e960d9a28c
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC22-38-7c8f0197		ea45545607a52b2a72f472aa3cad61e2cd5fbff3
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC22-39-837d91c3		f0e141ded4c0d7dc7ff3cc333c8ba754363a0fbb
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC22-41-7fd570b9		7793ba115d232047fabea3eb2a10fa0b49d28e18
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC22-43-199595f6		13f334b705d7be410d18b14b18acaf3967c08b78
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.0.0-RC22-52-af063f91		5cee5b7304c691a63840c978d69cd3a89d48fcc9
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.0		dab468382c6348bbb477977b0bc62c491daa777b
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.0+2-023c79d6		801d0d738793ae1fe2b467955da4876d32327179
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.1		4200fd8fd8072589f366b3163dd38f75664f9481
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.1+18-0516ac07		06edd0ac0d07e6e2fd360557b373dd7b9dc36078
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.1+19-76573a4b		0827b0e9fd68c192eb117186d7cdbc08aed96e0e
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.1+19-a8540fe4		529d6478fab9c29d6aa90b32d44bd9c84cc41622
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.1+21-1c59a962		4caac43d53ef65f4d83b80b03c6cdd89a037a600
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.1+23-b7dac581		95ac78f2e24d5af4c6f179e866bda31d793df5b7
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.1+24-e41f59f4		455ad0991b1578feef6c8b6e652d7868c39ab94e
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.1+26-f23b62e5		e66ba53add8e8820d861d1c2c4405838f940968d
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.1+28-9ce8d0ec		29d4bfe3ff386290981a80216a8d70e5c4b0df21
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.1+29-c7067d05		e6290650878a049f11288c0f572aea5ec9506cc1
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.1.1+4-1b838f6a		3f0a7a0a1244ee789f155e7af7e04c61e552ea6a
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0		5d2f0e52b0713b744a86b8edd0c0aeef413a71ac
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+1-d85d16ba		fc8bc5db164081ffc80e85bfba28663a536c4edc
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+10-1f03ec61		cf1a8965d0f54895fdfabd6cdbe263939a2f306c
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+13-f57b64ea		3c21ffd1b0e3cea0822094429ba36e0d016034aa
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+14-7a373cbd		c4ba5bfb0a14fe41138a5031ef8150243b2893a7
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+2-f37ec2f2		868b96ec12ce1a79efd86439f3b23a3f497e8d20
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+20-59ab9dfc		0be268abc1ddb2a93e9466add329c2ee4c74a45a
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+22-af129ac9		997313afb9a3736020b319ab64b81742f9315b72
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+3-f5ef651b		bce16828b7fa76ec0d4ec99c7ecc6b72b604d3c9
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+5-d331cfe8		34ce9f544088ede9bb056d5773951c2d434467b8
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+6-f489f05f		ff6149c90fad82cc0346efa41864f13366e7f316
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+7-384ee633		9b0fd368643deaaa91f0c3dc850b96b292ccfca8
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+8-5e1f353f		ad8fce7c9e203c1c1d0a6987efe29204adef9d6d
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.2.0+9-38dca16a		3f441e0184ffcfcfa2938f40036b8198019d3b3a
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.0		ca9af65a67d192494b0713a5738371969b5611b3
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.0+1-9a0c56c6		9d5b8a169ff41fe90eb5556d3ef991bc8998f616
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.0+10-92aa3e16		a5bd38e805ea8aa92c18b76ecb164b1cc173c01e
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.0+12-086c7cfd		540655594353a2356b8013a90acd7e307e8282c3
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.0+14-3ba1e297		9c6944be638eea09d220f47cbe5719ae565b8a76
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.0+16-22017758		2368d4923eff02aede473e282ec2c39de04017e0
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.0+18-90969cfc		baa9a82f8bf685c8394679caa3dc1b96d5a3f6bd
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.0+2-095000a0		f609822ea297d761f4c4156c846e3e4801b6ca14
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.0+21-07ec26b4		8b4b3c315836396b27b9d90bbbebf92d39e7cd28
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.0+4-5d992e46		77f56f0f8eb6af658d5886cb7cb4e523c60230fd
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.0+5-eef185af		df6a88c2c3988f638bcdd8f267f0542672ace973
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.0+8-70bbe4c5		3805429f9cabd3511b32a3fb3767f08e0c235a03
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.1		7cafe589ee766835d5953d347296d9a0ea167e69
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.1+10-84868c21		444d1fe405d8cc5578d686a74d4fcb4bd2e58fad
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.1+4-8e4fabd4		b19ba7b5b5a434d309748559210d853a0fb274bc
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.1+6-0e944675		7bba9ab7b3ed694222770c20e41d4c9c883fbf29
com.thoughtworks.dsl	keywords-shift_sjs0.6_2.13.0-M4	1.3.1+8-fafc6d21		88cc7165ea6fa834e7c22e737f67ad308e0c1d77
com.xemantic.ai	xemantic-ai-tool-schema-mdc-jvm	0.1		23219e92fbadb82aec63ce8d14d6a2768ae63a76
com.xemantic.ai	xemantic-ai-tool-schema-mdc-jvm	0.1.1		23219e92fbadb82aec63ce8d14d6a2768ae63a76
de.dfki.mary	marytts-redstart	5.2.1		6b7acb0334b98ac5a9b601a3345961542a631623
dev.lightdream	CommandManager	1.0.0		N/A
hu.blackbelt.osgi.utils	hu.blackbelt.osgi.utils.parent	1.0.10		N/A
hu.blackbelt.osgi.utils	hu.blackbelt.osgi.utils.parent	1.0.11		N/A
hu.blackbelt.osgi.utils	hu.blackbelt.osgi.utils.parent	1.0.12		N/A
hu.blackbelt.osgi.utils	hu.blackbelt.osgi.utils.parent	1.1.0		N/A
io.github.centrifugal	centrifuge-java	0.0.1		0e0014f3ab4f129ef9425922161af3e1b83f9526
io.github.centrifugal	centrifuge-java	0.0.2		96fefb71ffaf4adbfb5f7019fbdd326290292460
io.github.centrifugal	centrifuge-java	0.0.3		19a991896b70e63b6d796290dee739f4ca91d5fc
io.github.centrifugal	centrifuge-java	0.0.4		cc3b14030a79b25fd56db3166f3022d25f30e004
io.github.centrifugal	centrifuge-java	0.0.5		0c9763cdfdac7067efd8e1c38fe065cdd81b524f
io.github.centrifugal	centrifuge-java	0.0.6		a8e3906ff28c222ed81b532e2e2e38ae6aee181d
io.github.centrifugal	centrifuge-java	0.0.7		a91011ceacc72a716c32aa26a1ca277e3377a1a7
io.github.centrifugal	centrifuge-java	0.0.8		deb3ed0c5b18612fdea5c112b814ac724a593a83
io.github.centrifugal	centrifuge-java	0.1.0		86ab97340c6f0bbcec91c570fcde89ee09e80d64
io.github.centrifugal	centrifuge-java	0.2.0		162556ea194ec7f0c576dbecf9c4dc6c112bbd61
io.github.centrifugal	centrifuge-java	0.2.1		4a3234e636731229f6b0340feaeba7f18ce58a28
io.github.centrifugal	centrifuge-java	0.2.2		916fba0b6c3426b309c0c715cf4f3f21c85960a5
io.github.centrifugal	centrifuge-java	0.2.3		085577f57f24bb2ca78d72d51777bf53363d13c2
io.github.centrifugal	centrifuge-java	0.2.4		666f377ec87e1c574260eddc86de0bdea3d415a5
io.github.centrifugal	centrifuge-java	0.2.5		a20cb4b4cdb3a23837fbf7dffe264f1dd6ecef83
io.github.centrifugal	centrifuge-java	0.2.6		c1bb35eeafedcdc94fe6ae27a6e563aabafb89ae
io.github.centrifugal	centrifuge-java	0.2.7		697f398aafd5fd3cd300dcde0571bb8ddc92ed0c
io.github.centrifugal	centrifuge-java	0.2.8		4bdefdd3826c1c9e68e9f96fcd86838adde9a55a
io.github.centrifugal	centrifuge-java	0.3.0		67827c336a7636ad0bc4cd8e4b0614bc9faaf77a
io.github.centrifugal	centrifuge-java	0.3.1		989416bfc8ca2159ef12576496a9054b8c218b1c
io.github.centrifugal	centrifuge-java	0.4.0		6ad39b6cce4eb91d6ce62032d72a03a05bf9fcda
io.github.centrifugal	centrifuge-java	0.4.1		52dfc267b9e764b28324bee2c6a7342c76390078
io.github.centrifugal	centrifuge-java	0.4.2		9a6fbfc1b843d5dfdae5617721d6f47d3eeed31d
io.github.centrifugal	centrifuge-java	0.4.2-RC1		6a7bb5e3937f80057be8e55f6db96c94f5e98431
io.github.centrifugal	centrifuge-java	0.4.2-RC2		f58223da4c6f1c6e104942bafbaa01c7aecc9579
io.github.centrifugal	centrifuge-java	0.5.0		50700458008d48f03c8809fa5c44879977e95cac
io.github.cquiroz	scala-java-locales_sjs1.0.0-M3_2.12	0.3.10-cldr32		df5fee987998ad42ed5ea399c809dc0ef6f948be
io.github.cquiroz	scala-java-locales_sjs1.0.0-M3_2.12	0.3.11-cldr33		aad1f2072131796147c0afbf8fc343f568235630
io.github.dftrakesh	afterbuy-rest	2022.9.22		31bcdd91424ddd2c34fe59f45041aceff2edafd4
io.github.dftrakesh	afterbuy-rest	2022.9.23		b6971146a9c1777a27006ed9431e54da13a17cca
io.github.dftrakesh	afterbuy-rest	2022.9.24		d432448186f7aed4470d620abc578cb2c381085c
io.github.diy-coder	springboot-crud-generics	1.0.0		374e17327d8afce280c5d25b515a1a8ad2b8bc95
io.github.diy-coder	springboot-crud-generics	1.0.1		58a47344d107e52f2136bf1bc9c66e413d2fcc65
