activespace	activespace	1.0	-	bdcb8c8d5283884b24f6a237303100bd52d4bdea
io.bootique.linkmove	bootique-linkmove3	3.0-M5	-	d6f8306935c914ec85f99eb71641c56b97dddb9c
io.bootique.linkmove	bootique-linkmove3	3.0-M6	-	6f3c02f79cb1a27d93bdc8c6f69f58e8c896d313
io.bootique.linkmove	bootique-linkmove3	3.0.M1	-	31e3caecdd3b900c62f416408a5cc0728df38bf9
io.bootique.linkmove	bootique-linkmove3	3.0.M2	-	be4536cb0a1db46c801c23fb166cca349daa5fff
io.bosh.client	bosh-java-client	0.1.5	-	6b5a73089384cc011df746aed4cc3e35132b74c0
io.bosh.client	bosh-java-client	0.9.0	-	bf2c18aa95f37d7452fe7ffef4f6acbd5b325af3
io.chrisdavenport	examples_2.13	0.0.1	-	577e734ac2822b9d22a8b8b27ac528ecc4e461ff
io.chrisdavenport	examples_2.13	0.0.2	-	0bf077b83939cd500b714b81d431c0a93c8249be
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.10.0+0.0.2	-	9c5aaa973c9abbaf1d11071b6a0c1626bff8bb1d
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.10.0+0.0.3	-	bbaac9d6f5cd9d2e3a30ea8255e10d2148bcec6f
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.11.0+0.0.4	-	cd30c5bbab3fdbe778d40b2f84051c1338b907be
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.12.0+0.0.4	-	5340530f5b30ec6f7483464f5c5b672c02e3e48e
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.12.0+0.0.5	-	f03066207309dc5614f3da785ec3a5437a042eb6
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.13.0+0.0.5	-	6417b65e52214b6d6d164b89f99ae89297446c88
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.14.0+0.0.5	-	e3317e25100ea9ef97038ac0ebdac2b5e0282dbb
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.15.0+0.0.5	-	baf39d4b9cd81aeac7a8a374c3d2ce9f1baaf046
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.16.0+0.0.5	-	c28fb77ab4186299fa7eab163fb80de431aa7275
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.20.0+0.0.5	-	091ff7b5739c0baec1927090e6e73cac0ec2c9fc
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.21.0+0.0.5	-	74889ce0bb4c521b9cd0ba576b098121141de22e
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.24.0+0.0.5	-	f209e01247a9c680d43125da7dfcab0de63b92fb
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.25.0+0.0.5	-	67d32679eec127da9a1d1a5ef2dffe23bcd956b2
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.25.0+0.0.6	-	681106e7a64c3b506c988e027fe90f5eac5d12fc
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.26.0+0.0.6	-	f19d876aba171d22b74389c394418344adbc6d89
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.27.0+0.0.6	-	73adf72fefbd78d58db69f04afb131571f8cd1b9
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.28.0+0.0.6	-	e37466c4d1f73627cf7439f42c88d7cf53c58616
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.29.0+0.0.6	-	f403b2894c28527d2f798689fdb004372dac5ada
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.30.0+0.0.6	-	fdf7060cbe83a298c9ada43f8a2fabe7bef9df01
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.9.0+0.0.1	-	00c32713e2ef864dd98a724b9142561e73d82b24
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatapolicy-v1_sjs1_2.13	0.9.0+0.0.2	-	e32e8bb382654ae7075388374b0f5bd786d2709c
io.chrisdavenport	rediculous-concurrent-http4s_2.13	0.4.0	-	014f78746acfd27e933ec18c2f4e30aefb050f73
io.chrisdavenport	rediculous-concurrent-http4s_2.13	0.5.0-M1	-	1e6557f5846fbd40c3d905975e9db9cbafa81838
io.clogr	clogr-logback-provider	0.8.0	-	ccd79f2d9080b186d1c67badb22d1b729928870e
io.clogr	clogr-logback-provider	0.8.1	-	8025a36b7db137bf678c1137bb0c4ab7ccd37fff
io.clogr	clogr-logback-provider	0.8.2	-	79b800fb5b50b02d2a1f0d0d5e9027b2307ed0d9
io.clogr	clogr-logback-provider	0.8.3	-	8edd7ed63d0c7d80b6fe1d3d1e859c44f46e96c3
io.clogr	clogr-logback-provider	0.8.4	-	7440cc19a994aa50cae1c5438634f1ffb4ea0434
io.clogr	clogr-logback-provider	0.9.0	-	2583af0ebbaf4e6307a960685eb9631604fb51f6
io.dropwizard.metrics	metrics-jdbi	3.1.0	-	c18fc88e8d3c53225c32e8f12f5c1c7d4b3109a4
io.dropwizard.metrics	metrics-jdbi	3.1.1	-	2620dc6871c3b4fbb7d46a6bde3b8c5c93944333
io.dropwizard.metrics	metrics-jdbi	3.1.2	-	a21d288976d97a6de263d31cc796996e2ac28335
io.dropwizard.metrics	metrics-jdbi	3.1.3	-	6faed61422e7e7a69a05bdf13573afd6525ab3c9
io.dropwizard.metrics	metrics-jdbi	3.1.4	-	d96938337a6114b7265dda6bd7e13a769b43a373
io.dropwizard.metrics	metrics-jdbi	3.1.5	-	ceea87e6bcd538e95541ac65babc46c0442c2af4
io.dropwizard.metrics	metrics-jdbi	3.2.0	-	e1a788b8df311a7ffec1df7f528db2334a63f893
io.dropwizard.metrics	metrics-jdbi	3.2.1	-	1c267eebea0004f36c85e05fe92005cd6c4ec2d6
io.dropwizard.metrics	metrics-jdbi	3.2.2	-	77de34824fc106d0903ee7c85ce85bedd99ca68b
io.dropwizard.metrics	metrics-jdbi	3.2.3	-	989b548c5ba433f3590ebfb3f515034466127c96
io.dropwizard.metrics	metrics-jdbi	3.2.4	-	533a9551f83b72af2615fd55e5626a9978e765dc
io.dropwizard.metrics	metrics-jdbi	3.2.5	-	0b06c4557ebdbda45f5092ffd43fc148d3f20900
io.dropwizard.metrics	metrics-jdbi	3.2.6	-	248a7da5cfe7fb98926065543364436f21355cb3
io.dropwizard.metrics	metrics-jdbi	4.0.0	-	375b401408fc8206a8b747411bc7595eca5d0bab
io.dropwizard.metrics	metrics-jdbi	4.0.0-alpha1	-	2c48e8d055834d215190c3431f463305020365bb
io.dropwizard.metrics	metrics-jdbi	4.0.0-alpha2	-	f87d7e5ca334f51a14f8b17b199b08cbb2331834
io.dropwizard.metrics	metrics-jdbi	4.0.0-alpha3	-	e12d14e7e89d9bd057e13336d32b9cd7a99337f6
io.dropwizard.metrics	metrics-jdbi	4.0.0-alpha4	-	427c6fdad92cc953af9b8ae7fb5c61440be9006a
io.dropwizard.metrics	metrics-jdbi	4.0.0-alpha5	-	c93c8847c1ff7fe54f7ba9ed95eec46fc1cee862
io.dropwizard.metrics	metrics-jdbi	4.0.1	-	de7fb4de402163073c0333143449629b3d28ef87
io.dropwizard.metrics	metrics-jdbi	4.0.2	-	64987ddf3e7514e63184d91415779d14ea9c919c
io.dropwizard.metrics	metrics-jdbi	4.0.3	-	02fa7fbecb3b59ce36d6fc32f64bfb89afc1ac9e
io.dropwizard.metrics	metrics-jdbi	4.0.4	-	2dadf8d5267cbfe7946d3415cfaf1c385d89f80f
io.dropwizard.metrics	metrics-jdbi	4.0.5	-	005441385ea7bf674fc480dc6bc6dcff6a7278ec
io.dropwizard.metrics	metrics-jdbi	4.0.6	-	71e17ac6e30c1645a3a03b6991d88f2e423b5c0d
io.dropwizard.metrics	metrics-jdbi	4.0.7	-	daaa7cb5e1abc070edaeda71938598ffd9ebfa58
io.dropwizard.metrics	metrics-jdbi	4.1.0	-	146eebf8c0ee3fc127e4af72d203055391314e23
io.dropwizard.metrics	metrics-jdbi	4.1.0-rc0	-	fafe58131fb2d457f7777d4b440abcd6f25e4428
io.dropwizard.metrics	metrics-jdbi	4.1.0-rc2	-	899d3322cafd6227e248afcec3f46d950170e0b5
io.dropwizard.metrics	metrics-jdbi	4.1.0-rc3	-	154120259c61d5565d6e420253889b58b37cab8e
io.dropwizard.metrics	metrics-jdbi	4.1.1	-	6308b13bb3fc6df53d2786574a6d6c8e407c6e3b
io.dropwizard.metrics	metrics-jdbi	4.1.10	-	f4a81cd9cc40313ca7db15c338d6d58f1f208479
io.dropwizard.metrics	metrics-jdbi	4.1.10.1	-	24f27d5186d88a63afab21496e154744e4a42f22
io.dropwizard.metrics	metrics-jdbi	4.1.11	-	b5ce14414f2c033e1666fca6ae6518a1fac1377c
io.dropwizard.metrics	metrics-jdbi	4.1.12	-	ec01268b1b8603adc7d8119d689ee0189678981a
io.dropwizard.metrics	metrics-jdbi	4.1.12.1	-	caba8f3c2daa9509e11f7f3f2ff496a2966f682c
io.dropwizard.metrics	metrics-jdbi	4.1.13	-	b4799f084a3b9885f99470f66e5c258b48520406
io.dropwizard.metrics	metrics-jdbi	4.1.14	-	81585ce33f5bc66f38e436072ed59e710fa0c2b4
io.dropwizard.metrics	metrics-jdbi	4.1.15	-	19a196512a203933961a78eedfb9450696f1a5fc
io.dropwizard.metrics	metrics-jdbi	4.1.16	-	d2d21bd673809619ad2982b085f5641e1dab1909
io.dropwizard.metrics	metrics-jdbi	4.1.17	-	33f7c6a4734b699fbcf1f45e59d26bcc62c6f502
io.dropwizard.metrics	metrics-jdbi	4.1.18	-	0f71687f664c776b2724d17138265595f726a60b
io.dropwizard.metrics	metrics-jdbi	4.1.19	-	3f5352277c869c72d62c534b8e46bffe1e62f3f9
io.dropwizard.metrics	metrics-jdbi	4.1.2	-	e2162799acf069af043e4f28a55beb9c1be502e1
io.dropwizard.metrics	metrics-jdbi	4.1.20	-	2f77061759ee3f729b237c49f4d6ab52095dea6a
io.dropwizard.metrics	metrics-jdbi	4.1.21	-	11fa8f946cb4ffd2ef5f88d095a5477112c58f75
io.dropwizard.metrics	metrics-jdbi	4.1.22	-	7e800e549be62280bd316374ea7f36294eea5516
io.dropwizard.metrics	metrics-jdbi	4.1.23	-	ab08a6b5e11b0d0c7ebd384e8504f22eeacb41ff
io.dropwizard.metrics	metrics-jdbi	4.1.24	-	32e9f23e476cbd9e51cc1bf2a63df2700dc3a562
io.dropwizard.metrics	metrics-jdbi	4.1.25	-	d12f8ec30d462aec48ce6f91425d84732f73392b
io.dropwizard.metrics	metrics-jdbi	4.1.26	-	cfc237c174b82a49b7c163cc8cab86cca355a788
io.dropwizard.metrics	metrics-jdbi	4.1.27	-	ddd11dcd4279c305d0c6583d824fc0039d88cd47
io.dropwizard.metrics	metrics-jdbi	4.1.28	-	25722249a07d598fdfbb714a3ee7cde944da2a3c
io.dropwizard.metrics	metrics-jdbi	4.1.29	-	198223535b5c9f309ce44c4680439bb05c962be5
io.dropwizard.metrics	metrics-jdbi	4.1.3	-	c3ce5b9a83b0ca0c26f813cd3d96588d9641da1f
io.dropwizard.metrics	metrics-jdbi	4.1.30	-	3112b6e4bdeeffd1c273ff801dfb281863a27f5d
io.dropwizard.metrics	metrics-jdbi	4.1.31	-	63f980db0946e624f9a52656cc39213696119323
io.dropwizard.metrics	metrics-jdbi	4.1.32	-	39ccaeb5083af06dd358c05d1194efa6f99d8df8
io.dropwizard.metrics	metrics-jdbi	4.1.33	-	271141bc415df60616d856bd45066cf948f311d8
io.dropwizard.metrics	metrics-jdbi	4.1.34	-	68791f255448dd09e3f95accbd3c87b1f36b3cfa
io.dropwizard.metrics	metrics-jdbi	4.1.35	-	662922d72c661417bf11c3a526e87fd2538bc25f
io.dropwizard.metrics	metrics-jdbi	4.1.36	-	0a1593e420953bb060fda3b2253b9e49c7bb0edc
io.dropwizard.metrics	metrics-jdbi	4.1.4	-	5cc54f52cabe8467e0f38946ec2c8d2ed3d02cbd
io.dropwizard.metrics	metrics-jdbi	4.1.5	-	0126c877dffc3733df8b2483b617634af5c36785
io.dropwizard.metrics	metrics-jdbi	4.1.6	-	b673324139ee0e21e4cecf51dda8d81ec3a9b79e
io.dropwizard.metrics	metrics-jdbi	4.1.7	-	208c803f20ac58a40c1715e101a208167dcb5a3b
io.dropwizard.metrics	metrics-jdbi	4.1.8	-	59ff19708eaccd2794db617e50df9e9520c7bc9f
io.dropwizard.metrics	metrics-jdbi	4.1.9	-	1cc01b7eb7ca6215f0f20ed2aab6f32510189711
io.dropwizard.metrics	metrics-jdbi	4.2.0	-	02b9fc6d0c2f2ef756205e6f764c061372c1b0b2
io.dropwizard.metrics	metrics-jdbi	4.2.0-beta.1	-	a4d76c42ea294fab3bc8724bc76b9de3725dded5
io.dropwizard.metrics	metrics-jdbi	4.2.0-beta.2	-	3bdd1eaf5d286a3131ac100f35ad10a872e68bfb
io.dropwizard.metrics	metrics-jdbi	4.2.0-beta.3	-	5f7f75e23515f87f7882bbbce78dfe678671eb5a
io.dropwizard.metrics	metrics-jdbi	4.2.0-beta.4	-	f9fa4c8fa96ee329d86379fa28325d905a41725b
io.dropwizard.metrics	metrics-jdbi	4.2.0-rc.1	-	271c116dffcd30ea26cfca0590302ef5c46033a7
io.dropwizard.metrics	metrics-jdbi	4.2.0-rc.2	-	492d1b6a010c9b2a635b6280551322349dfcd35a
io.dropwizard.metrics	metrics-jdbi	4.2.0-rc.3	-	7714a35a26015eaa893956f50466e72aaf974c51
io.dropwizard.metrics	metrics-jdbi	4.2.1	-	01fca0cf47a84b4e67f2e950eb9d67fbb40402d8
io.dropwizard.metrics	metrics-jdbi	4.2.10	-	77533909a625eeb9ece0a3286cd56bb70c1dde72
io.dropwizard.metrics	metrics-jdbi	4.2.11	-	db51d0dc7f0dbad9e92943797227bfc3e35edc77
io.dropwizard.metrics	metrics-jdbi	4.2.12	-	75a142805a11d041d005ab97386a4530f857c892
io.dropwizard.metrics	metrics-jdbi	4.2.13	-	c5ff4637d29eea7b9b9e44bdeb2c6a7031b51059
io.dropwizard.metrics	metrics-jdbi	4.2.14	-	a15dd5f6cdc826860d4817477e6a3284d7b68d15
io.dropwizard.metrics	metrics-jdbi	4.2.15	-	f7e62c5d7f5abecb175e976435146113258441ce
io.dropwizard.metrics	metrics-jdbi	4.2.16	-	59739217589b91979bba36efcec34958e82e6812
io.dropwizard.metrics	metrics-jdbi	4.2.17	-	4a419033485f9a986042dac269562aa48f6d9a7c
io.dropwizard.metrics	metrics-jdbi	4.2.18	-	2653c8297c5e6b6473658bb7cd95399a49348217
io.dropwizard.metrics	metrics-jdbi	4.2.19	-	6e5ce39b254bc7605d1d064e0c9ccaee39965dca
io.dropwizard.metrics	metrics-jdbi	4.2.2	-	09caed318327c563e36896200e77e10b3b26d403
io.dropwizard.metrics	metrics-jdbi	4.2.20	-	d2e98e47ed1c3648d4b97acccaf1fdb293660d93
io.dropwizard.metrics	metrics-jdbi	4.2.21	-	65f880c45429a70a771f4b8fc56983a7c3f34cb5
io.dropwizard.metrics	metrics-jdbi	4.2.22	-	1c628ec9c4384038e3b58fcf1ef019ce0594301b
io.dropwizard.metrics	metrics-jdbi	4.2.23	-	bd13b034617c04e4c0f5a02a346fa5a998e9d808
io.dropwizard.metrics	metrics-jdbi	4.2.24	-	1c3b24451bfb1a8b60e4f99ca5f9b71fb4fd5aac
io.dropwizard.metrics	metrics-jdbi	4.2.25	-	3684d38df76f6a9b04a5b6f1c6a9780bc1c62405
io.dropwizard.metrics	metrics-jdbi	4.2.26	-	4d8a53238f88d51fa099fa33e7380dbdbde13b2f
io.dropwizard.metrics	metrics-jdbi	4.2.27	-	d339f7ebd37a054226a49e8f0a802cf448687b83
io.dropwizard.metrics	metrics-jdbi	4.2.28	-	0b0f1b038fdb36235d954410c78276f84ba00d08
io.dropwizard.metrics	metrics-jdbi	4.2.29	-	ad8559a4d205c199d11055f26f90d8ec3c483056
io.dropwizard.metrics	metrics-jdbi	4.2.3	-	673708cd4b815e5285372c2ea33143269df48a81
io.dropwizard.metrics	metrics-jdbi	4.2.30	-	59dc831a7d9890e36e778d53b2518f62f9bf2148
io.dropwizard.metrics	metrics-jdbi	4.2.4	-	b23f11c082174f3f278b89ecc1fcbf2a2c9092ae
io.dropwizard.metrics	metrics-jdbi	4.2.5	-	aba41a4991db0c88014ce23808b4ac0c998676e6
io.dropwizard.metrics	metrics-jdbi	4.2.6	-	b835112aeae2bf95f7ff9739cbd0191ad7d70afb
io.dropwizard.metrics	metrics-jdbi	4.2.7	-	28fb2b6ccba282df46e6d9468d891219e0dd3657
io.dropwizard.metrics	metrics-jdbi	4.2.8	-	865eeb7c52397a320c72d280e0d3f697354192ca
io.dropwizard.metrics	metrics-jdbi	4.2.9	-	c79d239d0906825887e0120d23a974d14d055694
io.dyte.core	shared	0.0.1	-	492000fa0dbc3d8042c52c5d7106eb36464ef873
io.dyte.core	shared	0.0.1	0.0.1-all	0660b5f9b87001e71bfb702a58cf80883bbd4b0f
io.dyte.core	shared	1.0.0-staging.1	-	7f265ee5922890bd5852872ce84314e7844ed58d
io.dyte.core	shared	1.0.0-staging.7	-	66a23ff0e2f4a52af8b57e963cd1117c739de28a
io.dyte.core	shared	1.0.1	-	f18d130e457abe0191ba589eadbf2f084e932aae
io.dyte.core	shared	1.1.0	-	3f7c7c2ff158dbab24a17e530a4e64460de0fbe4
io.dyte.core	shared	1.2.2	-	bf312e993b7f06b41a8200dfc0123b0bf05514f7
io.dyte.core	shared	1.3.0-staging.11	-	fba6ed362dd0bdd4c134db10b8da8503e2aa5e9d
io.dyte.core	shared	1.3.0-staging.12	-	0fb73982ad9a83d93b82450ed544afc65f56a7b5
io.dyte.core	shared	1.3.0-staging.14	-	dd400973db0e720ae1b26fe410a2bfbd5ac00f2a
io.dyte.core	shared	1.3.0-staging.16	-	b6fb53fb8395562888a65a8e60852668137c6ab9
io.dyte.core	shared	1.3.0-staging.18	-	7e139cdc5700d1dc3cfda8da56396f353e86f09e
io.dyte.core	shared	1.3.0-staging.21	-	fb86cb34bb86dd65a77dc5d92c7e907b2734afab
io.dyte.core	shared	1.3.0-staging.4	-	b93b2cfc5a4757491949b113e11c4e39461c0848
io.dyte.core	shared	1.3.0-staging.7	-	c2cf5f366b1d5ef32db07daa1a66411e4a5564c5
io.exoquery	controller-jdbc-jvm	2.0.0	-	53f8e93684f8fc8631f0fd1d812412d2074da9ba
io.exoquery	controller-jdbc-jvm	3.0.0	-	69a1e050a047f9a6bb8ce5c4766af53ed7dbb308
io.exoquery	controller-jdbc-jvm	3.1.0	-	929eb827395e90977db5b7b07a14f6ac33825770
io.fares.bind.xjc.plugins	extras-xjc-plugin	0.0.1	-	3e31e84e35133ad6f2b2f93b60f0fa98622393a4
io.fares.bind.xjc.plugins	extras-xjc-plugin	0.0.2	-	8de8113d71627245f9efc9697e65433db1d38947
io.fares.bind.xjc.plugins	extras-xjc-plugin	0.0.3	-	377d1827c5d744b9d7590dd8b61350b2f4853356
io.fares.bind.xjc.plugins	extras-xjc-plugin	0.0.4	-	d5175f17956faf619f9d5a538b18d006cd7da241
io.fares.bind.xjc.plugins	extras-xjc-plugin	0.0.5	-	afbaecb8fa7ae7e4039433465637b4814781289c
io.fares.bind.xjc.plugins	extras-xjc-plugin	1.0.0	-	2eab603125832bf32b1168c94ad35befd033fb4b
io.fares.bind.xjc.plugins	extras-xjc-plugin	1.0.1	-	720abf3d437bf180a20887581d58c03197cadcbc
io.fares.bind.xjc.plugins	extras-xjc-plugin	1.0.2	-	6a774023eb4438f06ed8299ef1bb3ddaf743ca71
io.fluidsonic.i18n	fluid-i18n-data-regions-watchosx86	0.10.0	0.10.0-metadata	7581200dec201062a62daa4aa9591c4b5a76a756
io.fluidsonic.i18n	fluid-i18n-data-regions-watchosx86	0.11.0	0.11.0-metadata	b3cce96a3052740a385706d40b226143cfef8529
io.fluidsonic.i18n	fluid-i18n-data-regions-watchosx86	0.12.0	0.12.0-metadata	32985869a440378967cd4c928799245917db1ffe
io.fluidsonic.i18n	fluid-i18n-data-regions-watchosx86	0.13.0	0.13.0-metadata	dd829ac4b6c39c4ad39720c6b7c44934ee922ceb
io.fluidsonic.i18n	fluid-i18n-data-regions-watchosx86	0.9.1	-	b8e064322486952a614ab12393520d24134afbc4
io.fluidsonic.i18n	fluid-i18n-data-regions-watchosx86	0.9.1	0.9.1-metadata	810c308d1c5baeb0225cffbd2e1bc6afaeff8cfa
io.fluidsonic.i18n	fluid-i18n-data-regions-watchosx86	0.9.2	-	fadbf2fefa6c1ff5c044e2f4ca47d20a25d00f24
io.fluidsonic.i18n	fluid-i18n-data-regions-watchosx86	0.9.2	0.9.2-metadata	16213560587172d51ecb3d521643dc46e7c0f0f5
io.fluidsonic.i18n	fluid-i18n-data-regions-watchosx86	0.9.3	0.9.3-metadata	cf3b1afac2de4b8d4db606d50f6ded47e8dd7c8e
io.fluidsonic.i18n	fluid-i18n-data-regions-watchosx86	0.9.4	0.9.4-metadata	cc9b254584e496f1d2e296c4da8af1ebe0a4a621
io.foldables	skunk-tables_3	0.0.1	-	4fc37dad243d978d4da56ecbaed960c0c7f7f864
io.foldables	skunk-tables_3	0.0.1-rc1	-	82298cf5aae000797385316e4057477703020285
io.foldables	skunk-tables_3	0.0.1-rc2	-	e718320608e65d8d96783a916cfe16a0af9b0028
io.foldables	skunk-tables_3	0.0.1-rc3	-	a7fe374b3bd5d5643cb73c4fc8964afb11305639
io.foldables	skunk-tables_3	0.0.2	-	b60e7c736ad58695ff3107d772e3805344349d2f
io.foldables	skunk-tables_3	0.0.3	-	5bcf5bb5781b21d402770178a71fc829a7976002
io.frees	freestyle-logging_2.12	0.1.1	-	e9f4dfc66be026d19565c4cd67dd428c6466a7c8
io.frees	freestyle-logging_2.12	0.2.0	-	598518588a23119833a86a81482e3a6ae35d9e0a
io.frees	freestyle-logging_2.12	0.3.0	-	f9d903bed942a96b4ca94198f645081d7adafad3
io.frees	freestyle-logging_2.12	0.3.1	-	1e43999614468b9c30f481adb3a76a94b0ee0c23
io.functionalj	functionalj-store	0.1.84.0	-	ea5c32eb6dc01b4c91866ca60c2dd1094690e295
io.functionalj	functionalj-store	0.1.85.0	-	a812f186ffa3c529bb41a53d57988b45308e3b7a
io.functionalj	functionalj-store	0.2.0.0	-	d72df7aaa10cced0653b8ab16f10c426cc884c04
io.functionalj	functionalj-store	0.2.1.0	-	a4f0521c4e5d88a486e1287f806f822a76ef5b4b
io.functionalj	functionalj-store	0.2.2-DEV.0	-	baee59bfc4d2a107f71c2eb615fb8d722461b3fe
io.functionalj	functionalj-store	0.2.2.0	-	bbb5b2da3da4e6cb9979bfa18593f6506143bbb8
io.functionalj	functionalj-store	0.2.3-DEV.0	-	d42adfc59e9eec32b9640d5c4ae57853ad3ed123
io.functionalj	functionalj-store	0.3.0.0	-	c58a30cacd02b1c6bcafcea14fa8276a1cd4ddfd
io.functionalj	functionalj-store	0.4.0.0	-	cc04319a030e449e6f0b450689e5a6034559f6c3
io.functionalj	functionalj-store	0.5.0.0	-	ab23ab41db181c201e0df7617ad8b0cb56f68472
io.functionalj	functionalj-store	0.5.1.0	-	712ba095827229abd4b94857a273445cb1d78b61
io.functionalj	functionalj-store	0.5.2.0	-	7700b92846d5ddb4aa4190608880dad10910a447
io.functionalj	functionalj-store	0.5.3.0	-	43c0e2da007dda17f86d5d48e061efdb2188d7a0
io.functionalj	functionalj-store	0.5.4.0	-	fe5f9bb9807961903f22510616bd3875fd2ab267
io.functionalj	functionalj-store	0.5.5.0	-	ec93a3aef34aa90fd32d2be478c9b53e206837ed
io.functionalj	functionalj-store	0.5.6.0	-	4d7dbb5da653972ca492107f03dfad6473f1d3d1
io.functionalj	functionalj-store	0.5.7.0	-	60aad42b0fc3f131aeaa64e06274fb8ada0010ca
io.functionalj	functionalj-store	0.5.8.0	-	8fb6cb39e71b0120d1532803b9cd8fa834b9b2ed
io.functionalj	functionalj-store	1.0.0.0	-	a6b22fb56c1a359dc742035da5b5341cf33bf2eb
io.functionalj	functionalj-store	1.0.0.1	-	6c51f8b743adca06325ce0a30b384d11da244f21
io.functionalj	functionalj-store	1.0.10	-	8e84acf5994a1feee14ba8f09bfee0f2ffc1116e
io.functionalj	functionalj-store	1.0.11	-	23e76bd5e2ecd65a0e9da7f1cd5289b3385fbe4d
io.functionalj	functionalj-store	1.0.12	-	65657d9184edfda579debe4bfcf424c89b97ed77
io.functionalj	functionalj-store	1.0.13	-	1c0d87016461ab3b4ffd56ddf64506d2d260086b
io.functionalj	functionalj-store	1.0.14	-	1305d1e5abc8d02d8684896e5d870e83881f3929
io.functionalj	functionalj-store	1.0.15	-	6a51c78e81ad9e069b30f004c820c214c5c5b5d7
io.functionalj	functionalj-store	1.0.16	-	b51a10c1b97f58adc8994272efeb9a9a4cbd67d9
io.functionalj	functionalj-store	1.0.17	-	68608fffa71e5d4dc333385eeb59114ed0e38764
io.functionalj	functionalj-store	1.0.18.18	-	a171c263542e690cab9a583fb7add728d7969a61
io.functionalj	functionalj-store	1.0.19	-	f71f76b8b5cb4578fb7f38cd1f7025a06dbe3486
io.functionalj	functionalj-store	1.0.20	-	ad71197ef8dbbec918947759d4f3cf4c0d3a3e74
io.functionalj	functionalj-store	1.0.21	-	2c13e7c89985107f9a2d84848d731697d603e566
io.functionalj	functionalj-store	1.0.22	-	a959e5caa017b925b385433747ff92776f0e8086
io.functionalj	functionalj-store	1.0.23	-	dacd07101cbf2bdc019537149277a580e1c207ba
io.functionalj	functionalj-store	1.0.24	-	b0b1b7a584d26184a83c34b18d818f455c8fda69
io.functionalj	functionalj-store	1.0.3	-	e5f1dda7a807e1d16ee6899ca984bc9dc1df7633
io.functionalj	functionalj-store	1.0.4	-	4bb1445635c20c7a47a3dd0ae5eae7f3f3c5b8d7
io.functionalj	functionalj-store	1.0.5	-	893a2e17e5b5db13ba5d20bedf38ff052d1801f9
io.functionalj	functionalj-store	1.0.6	-	6cb9955272b19d05a32fd7d1191cb64fd7d3b64d
io.functionalj	functionalj-store	1.0.7	-	74746913f21dd18ecebafeeff0ca8f4627aa2af5
io.functionalj	functionalj-store	1.0.8	-	e501ee585f52e0e8785bed06b61692afd9093fda
io.functionalj	functionalj-store	1.0.9	-	b51a8a4b2eee4d49bfa60af26c3bcfe7ca909f3a
io.gitee.kingdonwang	excel	1.0.0	-	d0cb2bd156342a1b7317f8e61f329e4bab9c4158
io.gitee.kingdonwang	excel	1.0.1	-	2ac1cd38e987cbc9db930f89861ccb85746ef884
io.gitee.kingdonwang	excel	1.0.2	-	f3da466a1d0a8e67bf950a0800a7520f741918c5
io.gitee.kingdonwang	excel	1.0.3	-	0f8ce74d24fbc0f7c3573b795b5297bf01e8007a
io.gitee.kingdonwang	excel	1.0.4	-	1d88c6b861fc9405c11878e6e5eaa9f7611a7bf2
io.gitee.kingdonwang	excel	1.0.5	-	ad65d92c28f405197049338253f3fe5ab5eecef4
io.gitee.kingdonwang	excel	1.0.6	-	701f295f41904d06d86f713ba9d8960ccb36d517
