br.com.bluesoft.guardian	guardian-faker	1.8		b935911d0ef1d9e0f1884a3018a1a717a1f6777c
io.atomix.catalyst	catalyst-parent	1.0.0-rc1		N/A
io.atomix.catalyst	catalyst-parent	1.0.0-rc3		N/A
io.atomix.catalyst	catalyst-parent	1.0.0-rc4		N/A
io.atomix.catalyst	catalyst-parent	1.0.0-rc5		N/A
io.atomix.catalyst	catalyst-parent	1.0.0-rc6		N/A
io.atomix.catalyst	catalyst-parent	1.0.1		N/A
io.atomix.catalyst	catalyst-parent	1.0.2		N/A
io.atomix.catalyst	catalyst-parent	1.0.3		N/A
io.atomix.catalyst	catalyst-parent	1.0.4		N/A
io.atomix.catalyst	catalyst-parent	1.0.5		N/A
io.atomix.catalyst	catalyst-parent	1.0.6		N/A
io.atomix.catalyst	catalyst-parent	1.0.7		N/A
io.atomix.catalyst	catalyst-parent	1.0.8		N/A
io.atomix.catalyst	catalyst-parent	1.1.0		N/A
io.atomix.catalyst	catalyst-parent	1.1.1		N/A
io.atomix.catalyst	catalyst-parent	1.1.2		N/A
io.atomix.catalyst	catalyst-parent	1.2.0		N/A
io.atomix.catalyst	catalyst-parent	1.2.1		N/A
io.crnk	crnk-setup-cdi	2.6.20180430102904		28046327e51a547c97525015013c7ae70657b1ec
io.crnk	crnk-setup-cdi	2.6.20180522184741		b0faabbf7b2f0b1071898c08c14ea359b9f473f6
io.crnk	crnk-setup-cdi	3.4.20210508153845		5722d8e5b1500b042816c79c9a03788f3ba446ba
io.crnk	crnk-setup-cdi	3.4.20210509072026		c0b5b30fef8a6a739c8dd4c479fde9a979cc8bb6
io.cucumber	cucumber-rhino	1.2.6		1a9a098cddb1999f04fbd9b8047c2938e7fa5879
io.cucumber	cucumber-rhino	2.0.0		9a37fd455fe17ec409fd8abfc152b4acbe1727e9
io.cucumber	cucumber-rhino	2.0.1		3087b3b1dc8ea0a0a6fe8729268b7d475ca734de
io.github.detekt.sarif4k	sarif4k-mingwx64	0.3.0		N/A
io.github.detekt.sarif4k	sarif4k-mingwx64	0.4.0		N/A
io.github.detekt.sarif4k	sarif4k-mingwx64	0.5.0		N/A
io.github.detekt.sarif4k	sarif4k-mingwx64	0.6.0		N/A
io.github.easy-do	easy-do-knife4j-starter	1.0.1		893be03e3261c973e3ec9384857fbc87f8117fdb
io.github.hoc081098	kmp-viewmodel-savedstate-android-debug	0.2.0		N/A
io.github.hoc081098	kmp-viewmodel-savedstate-android-debug	0.3.0		N/A
io.github.hoc081098	kmp-viewmodel-savedstate-android-debug	0.4.0		N/A
io.github.hoc081098	kmp-viewmodel-savedstate-android-debug	0.5.0		N/A
io.github.hoc081098	kmp-viewmodel-savedstate-android-debug	0.6.0		N/A
io.github.hoc081098	kmp-viewmodel-savedstate-android-debug	0.6.1		N/A
io.github.hoc081098	kmp-viewmodel-savedstate-android-debug	0.6.2		N/A
io.github.hoc081098	kmp-viewmodel-savedstate-android-debug	0.7.0		N/A
io.github.hoc081098	kmp-viewmodel-savedstate-android-debug	0.7.1		N/A
io.github.olegych	scala-dzi_2.13	0.1.4		eab3c88ca7aeacd278aa1272424c9619b379590a
io.github.olegych	scala-dzi_2.13	0.1.5		509ba54b8d990d9d909779c04283df55c9a440ca
io.github.phymbert	spark-search-parent_2.12	0.1.6		N/A
io.github.phymbert	spark-search-parent_2.12	0.1.9		N/A
io.github.phymbert	spark-search-parent_2.12	0.2.0		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.10.0		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.10.0	metadata	7cc21984c2b010001ab9fa6dd7efa348d2dfda6f
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.7.3		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.7.3	metadata	b38db74f38bcfa9ece431daaec7a81090645df73
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.7.4		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.7.4	metadata	56c81969ae8ff837a6ad86d62547e5498d6f9614
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.7.5		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.7.5	metadata	73f71a0a1b30f77d800c2ad058276b0b3318f9ec
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.7.6		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.7.6	metadata	a9c2f384752b5b41986315f7141f64ae7e58153f
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.7.7		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.7.7	metadata	aa331ec165937d3c931751da37deb6469b240152
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.7.8		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.7.8	metadata	3960182c1f2a6994ce04b041ea3496c6a0c148e0
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.8.0		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.8.0	metadata	11a71e944d10c2e93b98745accff4de69722ab53
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.8.1		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.8.1	metadata	d8f9831f2e32bffde61e5938ffed08f844b176bd
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.8.2		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.8.2	metadata	42b36d0e23bd66c6b10ae76d0c2bc8125d13fd06
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.8.3		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.8.3	metadata	5aec4d36cb112417509668f59e748a471dd343e2
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.8.4		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.8.4	metadata	37aa8781405d81cbffcdefd021dd26f719815b87
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.9.0		N/A
io.github.qdsfdhvh	image-loader-extension-svg-iossimulatorarm64	1.9.0	metadata	b7b292df0989efee212910b7bcb57ce3b47c09db
io.github.qsy7.java.modules.scm	providers	0.1.0		N/A
io.github.yongzheng7	module-ext-android	1.0.0		N/A
io.quarkiverse.mybatis	quarkus-mybatis-docs	0.0.10		c60979cfb8a43d9301ccb6b44e513c41eb9d211e
io.quarkiverse.mybatis	quarkus-mybatis-docs	0.0.11		490812927a76e43e30e37236e0777b97ff3cdf12
io.quarkiverse.mybatis	quarkus-mybatis-docs	0.0.4		f009ec8ddc17f0128780eb3bb3f86dcc5606aae2
io.quarkiverse.mybatis	quarkus-mybatis-docs	0.0.5		7750af42074d52e3f4912a4e1709afc061b986a1
io.quarkiverse.mybatis	quarkus-mybatis-docs	0.0.6		f30ae51ddb9e66af3d005873f288a26f9e2beccd
io.quarkiverse.mybatis	quarkus-mybatis-docs	0.0.7		b232401442d5d1e3836f97a5158627b844ca0c47
io.quarkiverse.mybatis	quarkus-mybatis-docs	0.0.8		1512f98e38e5a7ba90deb1e7b286ab5f6dc16ca2
io.quarkiverse.mybatis	quarkus-mybatis-docs	0.0.9		dc576d519949ec414d25d847ab143a94d7a0493d
io.quarkiverse.mybatis	quarkus-mybatis-docs	1.0.0		39c1c6fda6bbf2918d24682919a4a10a17045e2d
io.quarkiverse.mybatis	quarkus-mybatis-docs	1.0.1		4aace393516fd3595520e4838e3d125fc3104be2
io.quarkiverse.mybatis	quarkus-mybatis-docs	1.0.2		7ff5051e3c7c4d5e1e53919fa24dc455b9374ffb
io.quarkiverse.mybatis	quarkus-mybatis-docs	1.0.3		633b31b62725ef76dfc15c929011a39cea755633
io.quarkiverse.mybatis	quarkus-mybatis-docs	1.0.4		65edb6f22dd83ddb33910b31ca491c76d2a1619d
io.quarkiverse.mybatis	quarkus-mybatis-docs	1.0.5		b5375daa07d66d53a29919b98d17f73cf379d700
io.quarkiverse.mybatis	quarkus-mybatis-docs	1.0.6		c1c4a3226c96722e17ff2253d8fa052dc16da793
io.quarkiverse.mybatis	quarkus-mybatis-docs	1.0.7		a36ef5b2dfbc02f505fcc12772218a34631d47a6
io.quarkiverse.mybatis	quarkus-mybatis-docs	1.0.8		96cd37b4731df760311260958e9f2d04bb47c021
io.quarkiverse.mybatis	quarkus-mybatis-docs	1.0.9		b1afd0f5b3dce42eb64cd29da828620de7f0a406
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.0.0		7188925af895aae7a12b46e6495cbe7ec9b77471
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.0.0.CR1		d82351bcb51c681531f4997d48d3fda349f79140
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.0.0.CR2		71ed174c19d206cbeb4c86dea8dcf2d34f674b77
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.1.0		17cf8b549b576762ca98503abfadde80f2834754
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.2.0		1d8b2d6c05e4c65150d9bd46e11c0fba052bd5b4
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.2.1		e7afbe00a01976331a8acf4646cabb58b590e0c6
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.2.2		74a37c513003e58b26be63a2d6964357480d9e91
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.2.3		eeb8ad2b77fbbad847cbb66c333a09f2e2cdf65c
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.2.4		ba97c1133305b03ed058e4081dc15708317fe34b
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.3.0		3db1a22e979c64e7af3e48c84b5582b1ca2ef574
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.3.1		ec0d27faf9b50574044a567307a9d25bef005c0e
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.3.2		124e53e40ece4552a8a7ee9d2a3e08ac3f98c0a7
io.quarkiverse.mybatis	quarkus-mybatis-docs	2.4.0		c00b68f5acca0b3e9daaa638dc824b7a2243568b
io.rxmicro	rxmicro-cdi	0.1		a9ee67504569c4bc5c4b366948aff25dd9a8bedd
io.rxmicro	rxmicro-cdi	0.11		802ebe2f189b312d6a371aad5b41fbd01c1be0c3
io.rxmicro	rxmicro-cdi	0.2		2669d916ac6c11534f9b57baa7cb6fdb151f96f5
io.rxmicro	rxmicro-cdi	0.3		51934dc4a9fc95b3a669173210e540cd57f7517c
io.rxmicro	rxmicro-cdi	0.4		df4a95d194cc21e4b45f99615b0d5483421ad09f
io.rxmicro	rxmicro-cdi	0.4.1		5e0ef847d8ff1aa7cb5530b0f49d0e7b94a31fcd
io.rxmicro	rxmicro-cdi	0.4.2		1a4a81ad2b096ddd9d2755c08fc4b09a810c5f96
io.rxmicro	rxmicro-cdi	0.5		eba9cc72a69da6d20994a2cf64e9e4d0e437e19b
io.rxmicro	rxmicro-cdi	0.6		bf1ceccecf2b1413f51b602b1a1a813d4d21b972
io.rxmicro	rxmicro-cdi	0.7		d1ba2c8faf35a2cefd5d6cef82022292cfa0ba22
io.rxmicro	rxmicro-cdi	0.7.1		f621faec7b283ee0fa21da70cbaf2041593888e9
io.rxmicro	rxmicro-cdi	0.7.2		33e9b472dd660d8ea58a14e3bdde607179ab32b4
io.rxmicro	rxmicro-cdi	0.7.3		ede47df14055d8424b62ecc7f272af4474321cec
io.rxmicro	rxmicro-cdi	0.7.4		d23d80b6800779b95cd1d3e6c8ce83c4629fd129
io.rxmicro	rxmicro-cdi	0.8		ff4c33bff1d24ddfd65bf48fa30f62cc92c85ae2
io.rxmicro	rxmicro-cdi	0.9		06f9318c14436067e3ba670a267cc9c33aae541a
io.scalajs.npm	csv-parse_sjs0.6_2.12	0.3.0.0-RC2		3217c6913e43e60529510e81e44c3ca8b2fc7b13
io.scalajs.npm	csv-parse_sjs0.6_2.12	0.3.0.0-RC3		725d8141b5d936f3cda66f2fbc5462f2a1d0e67f
io.scalajs.npm	csv-parse_sjs0.6_2.12	0.3.0.1		829ec91c6736976ef6c54c650f374223321943eb
io.scalajs.npm	csv-parse_sjs0.6_2.12	0.3.0.3		a44464ec0df05e2195b9f65491b71860f1efbd75
io.scalajs.npm	csv-parse_sjs0.6_2.12	0.4.0		704595dd13bf875dadb4e01b7ca15b00f8509736
io.scalajs.npm	csv-parse_sjs0.6_2.12	0.4.0-pre1		b7890e45f428c37eb68814c59c1c9e240c8df6f1
io.scalajs.npm	csv-parse_sjs0.6_2.12	0.4.0-pre2		9e8d16a4eeb0015c0ef255df0fb5de482249e0c2
io.scalajs.npm	csv-parse_sjs0.6_2.12	0.4.0-pre3		d69cd94d84c7f2dd5be3355d2dd21fe5f3db4745
io.scalajs.npm	csv-parse_sjs0.6_2.12	0.4.0-pre4		c24bd5b488d56377cc34b6a36d55a9aba8ceb4f4
io.scalajs.npm	csv-parse_sjs0.6_2.12	0.4.0-pre5		34638a897186a6b6b8e9a57e6a8c52dbb6f76d57
io.scalajs.npm	csv-parse_sjs0.6_2.12	0.4.1		351c0464450de7b2219c73287b4305a986b1d1b8
io.scalajs.npm	csv-parse_sjs0.6_2.12	0.4.2		af12de539872cba2329faeca4fe21abc2651c39b
io.scalajs.npm	csv-parse_sjs0.6_2.12	1.2.0		7c75ab4aab9ae599372863d07b11b471ca1cccb7
io.scalajs.npm	csv-parse_sjs0.6_2.12	1.2.0-1		dc3d97c79de34e32db8202c009f96b93588e83b1
io.scalajs.npm	csv-parse_sjs0.6_2.12	1.2.0-3		6300939e39679e8f9501d3964005af2a0ad4018c
io.scalajs.npm	csv-parse_sjs0.6_2.12	1.2.0-4		95bb69158fcac1cec30d7fb5b597bd80304b7a83
li.moskito	halite-json	0.0.13		2d1da46aeadf01bf75cfcd156ed6b7226035ba44
li.moskito	halite-json	0.0.15		ec3613ecd4fe14c92b8c5e87d7bbf86911ecf525
li.moskito	halite-json	0.1.0		bdb1590c275a79f6b4970995ac00d41dda0681a2
me.nullicorn	mew-tea-f8-core-iosarm64	0.0.1		N/A
me.nullicorn	mew-tea-f8-core-iosarm64	0.0.1	metadata	ee69e4b5a75d2ec8303e0f639eb6504c74fd8d8f
moe.tlaster	precompose-android-debug	0.1.0		N/A
moe.tlaster	precompose-android-debug	0.1.1		N/A
moe.tlaster	precompose-android-debug	0.1.2		N/A
moe.tlaster	precompose-android-debug	0.1.3		N/A
moe.tlaster	precompose-android-debug	0.1.4		N/A
moe.tlaster	precompose-android-debug	0.1.5		N/A
moe.tlaster	precompose-android-debug	0.2.0		N/A
moe.tlaster	precompose-android-debug	0.2.1		N/A
moe.tlaster	precompose-android-debug	0.2.2		N/A
moe.tlaster	precompose-android-debug	1.0.0		N/A
moe.tlaster	precompose-android-debug	1.1.0		N/A
moe.tlaster	precompose-android-debug	1.1.1		N/A
moe.tlaster	precompose-android-debug	1.1.3		N/A
moe.tlaster	precompose-android-debug	1.1.4		N/A
moe.tlaster	precompose-android-debug	1.1.5		N/A
moe.tlaster	precompose-android-debug	1.2.1		N/A
moe.tlaster	precompose-android-debug	1.2.2		N/A
moe.tlaster	precompose-android-debug	1.2.3		N/A
moe.tlaster	precompose-android-debug	1.3.0		N/A
moe.tlaster	precompose-android-debug	1.3.1		N/A
moe.tlaster	precompose-android-debug	1.3.10		N/A
moe.tlaster	precompose-android-debug	1.3.11		N/A
moe.tlaster	precompose-android-debug	1.3.12		N/A
moe.tlaster	precompose-android-debug	1.3.13		N/A
moe.tlaster	precompose-android-debug	1.3.14		N/A
moe.tlaster	precompose-android-debug	1.3.15		N/A
moe.tlaster	precompose-android-debug	1.3.2		N/A
moe.tlaster	precompose-android-debug	1.3.3		N/A
moe.tlaster	precompose-android-debug	1.3.5		N/A
moe.tlaster	precompose-android-debug	1.3.6		N/A
moe.tlaster	precompose-android-debug	1.3.7		N/A
moe.tlaster	precompose-android-debug	1.3.8		N/A
moe.tlaster	precompose-android-debug	1.3.9		N/A
moe.tlaster	precompose-android-debug	1.4.0		N/A
moe.tlaster	precompose-android-debug	1.4.1		N/A
moe.tlaster	precompose-android-debug	1.4.2		N/A
moe.tlaster	precompose-android-debug	1.4.3		N/A
moe.tlaster	precompose-android-debug	1.4.4		N/A
moe.tlaster	precompose-android-debug	1.5.0		N/A
moe.tlaster	precompose-android-debug	1.5.0-beta01		N/A
moe.tlaster	precompose-android-debug	1.5.0-beta02		N/A
moe.tlaster	precompose-android-debug	1.5.0-rc01		N/A
moe.tlaster	precompose-android-debug	1.5.1		N/A
moe.tlaster	precompose-android-debug	1.5.10		N/A
moe.tlaster	precompose-android-debug	1.5.11		N/A
moe.tlaster	precompose-android-debug	1.5.2		N/A
moe.tlaster	precompose-android-debug	1.5.3		N/A
moe.tlaster	precompose-android-debug	1.5.4		N/A
moe.tlaster	precompose-android-debug	1.5.5		N/A
moe.tlaster	precompose-android-debug	1.5.6		N/A
moe.tlaster	precompose-android-debug	1.5.7		N/A
moe.tlaster	precompose-android-debug	1.5.8		N/A
moe.tlaster	precompose-android-debug	1.5.9		N/A
moe.tlaster	precompose-android-debug	1.6.0		N/A
moe.tlaster	precompose-android-debug	1.6.0-beta01		N/A
moe.tlaster	precompose-android-debug	1.6.0-beta02		N/A
moe.tlaster	precompose-android-debug	1.6.0-rc01		N/A
moe.tlaster	precompose-android-debug	1.6.0-rc02		N/A
moe.tlaster	precompose-android-debug	1.6.0-rc03		N/A
moe.tlaster	precompose-android-debug	1.6.0-rc04		N/A
moe.tlaster	precompose-android-debug	1.6.0-rc05		N/A
moe.tlaster	precompose-android-debug	1.6.1		N/A
moe.tlaster	precompose-android-debug	1.6.2		N/A
moe.tlaster	precompose-android-debug	1.7.0-alpha01		N/A
moe.tlaster	precompose-android-debug	1.7.0-alpha02		N/A
moe.tlaster	precompose-android-debug	1.7.0-alpha03		N/A
net.benmur	riemann-scala-client_2.9.2	0.2		c989b689b268cb19bf33014b3df2ce15c0c1e569
net.dataforte.doorkeeper	doorkeeper	0.3.14		N/A
net.dataforte.doorkeeper	doorkeeper	0.3.15		N/A
net.dataforte.doorkeeper	doorkeeper	0.3.16		N/A
net.dataforte.doorkeeper	doorkeeper	0.3.17		N/A
net.dataforte.doorkeeper	doorkeeper	0.3.18		N/A
net.neoforged.trainingwheels	gradle-functional	1.0.42		91ff05f9952bdc0a897ad204f57539ff94355776
net.neoforged.trainingwheels	gradle-functional	1.0.43		6823678ffa2436f36922b929329f853467a557f8
net.neoforged.trainingwheels	gradle-functional	1.0.44		5c93ae074f4ae55942c4ca7beae9f3e00ec7fd20
net.neoforged.trainingwheels	gradle-functional	1.0.45		3f2d7a9de44a74a6a72121b7f88e86832d252561
net.neoforged.trainingwheels	gradle-functional	1.0.46		dab4930803f2007c5e8c26c28bac773afba9b246
net.neoforged.trainingwheels	gradle-functional	1.0.47		3c68b45c4568386cfc2760c8a54ca543871f9745
net.neoforged.trainingwheels	gradle-functional	1.0.48		45d002134ef81ec518e1d874b57cef13cef83c83
net.neoforged.trainingwheels	gradle-functional	1.0.49		2ec693c8ba0558fe5dcb5daf4853368913b2e58e
net.neoforged.trainingwheels	gradle-functional	1.0.50		c3b086c802add4c9a8aa2baa785314d316806f73
net.neoforged.trainingwheels	gradle-functional	1.0.51		bcb70e139a23038338207c84def951f88a77a308
no.priv.bang.karaf	karaf.liquibase.sample.services	4.23.0		fdc408b9307b0e17702af31c301066d048ecb146
no.priv.bang.karaf	karaf.liquibase.sample.services	4.23.1		a54f6d8921c95bea055e341c0783ca4f7b82b208
no.priv.bang.karaf	karaf.liquibase.sample.services	4.23.2		7287feff6c1a06b5c678c62da8d8f505f8ce22e4
no.priv.bang.karaf	karaf.liquibase.sample.services	4.24.0		d5f7b2057e85351cdfee5b771cce6eb5938c336e
no.priv.bang.karaf	karaf.liquibase.sample.services	4.25.0		e8bc4160e6f2c60a3e63a85563262110c0e2b192
no.priv.bang.karaf	karaf.liquibase.sample.services	4.27.0		82c5dd784d0a14eb88499ae9fc1431683e6fed57
no.priv.bang.karaf	karaf.liquibase.sample.services	4.28.0		abaa0a599c9f700f502b1cea9b1f1234978101d5
no.priv.bang.karaf	karaf.liquibase.sample.services	4.28.0.1		4cc0bd8d6ba4571129908af9cee2e9941ca1c43c
no.priv.bang.karaf	karaf.liquibase.sample.services	4.29.0		58084a096bdab7e269d06330803c6d79f3ae0e7c
no.priv.bang.karaf	karaf.liquibase.sample.services	4.30.0		5df8910432e7bed1e78de5662ac2fd67db557746
no.priv.bang.karaf	karaf.liquibase.sample.services	4.31.0		577773a2ad92b540c0b0528cac2292709230c555
no.priv.bang.karaf	karaf.liquibase.sample.services	4.31.1		de18fbe80914cc0a582376416e535eb2c278963d
org.apache.custos	custos-application	1.1		4a641a04b1f697d47d6c7f2b2cfc3103d32968aa
org.apache.sling	org.apache.sling.scripting.java	1.0.0		14008ed1562f007c1ebbc1aafe54767f02274fcd
org.apache.sling	org.apache.sling.scripting.java	2.0.0		4b3e9fb7fb4e27138aff2e95b5aaa3664d19b13d
org.apache.sling	org.apache.sling.scripting.java	2.0.10		3c43411062aded6080d13de9f18834b1622be2b1
org.apache.sling	org.apache.sling.scripting.java	2.0.12		c0c0374798c9c1ac43508be170a7c4ebd58ee2a2
org.apache.sling	org.apache.sling.scripting.java	2.0.14		b86ea4a67b6d4520e66b1c86150d9028250bfe78
org.apache.sling	org.apache.sling.scripting.java	2.0.2		7588e592004f070534935e69dbad9d2ce7c67668
org.apache.sling	org.apache.sling.scripting.java	2.0.4		b9f70d70a542856c4d4cc0e2a308aa60ed74c5e3
org.apache.sling	org.apache.sling.scripting.java	2.0.6		e377f9707f6a2d8300b6de701b5fcfbeeed042ba
org.apache.sling	org.apache.sling.scripting.java	2.1.0		ff6d2d4701f45b135e5c1b3a0d2bc6f2d0b4ba47
org.apache.sling	org.apache.sling.scripting.java	2.1.2		3192a46e75e8a7180e5a7ca2ef66c455368bfac9
org.apache.sling	org.apache.sling.scripting.java	2.1.6		46c9023c08609c8a3a593e4e72fddf67dc27c665
org.bdgenomics.quinine	quinine-cli_2.11	0.0.2		cb2839c9646c35bfa66c0c41baa9e4c63f2d9433
org.danbrough.ktor	ktor-client-apache	2.1.1		95389d43d537c057fb58f56030d766f7e619fb08
org.danbrough.ktor	ktor-client-apache	2.1.1	all	a1b9cd3bcd4f3371a2dd93913ca3403204950369
org.danbrough.ktor	ktor-client-apache	2.1.1a		ffe1e23063a413157ba44c8ff41a313415669c25
org.danbrough.ktor	ktor-client-apache	2.1.1a	all	cdb46449b142f089570bcb4d304cac51ff51fd31
org.danbrough.ktor	ktor-client-apache	2.2.3		11a90ece3345b5592c56314656b049da3e354791
org.danbrough.ktor	ktor-client-apache	2.2.3	all	ebb67d6fbf8a102de61c83965c601dd46984369d
org.danbrough.ktor	ktor-client-apache	2.2.4		1e8d21ad42c2952911b1fc51b93c845c247d4da6
org.danbrough.ktor	ktor-client-apache	2.2.4	all	ebb67d6fbf8a102de61c83965c601dd46984369d
org.dkpro.core	dkpro-core-dictionaryannotator-asl	1.11.0		19fc63bf2cc25a808d7806b6b1fb0e8d04c0d791
org.dkpro.core	dkpro-core-dictionaryannotator-asl	1.11.1		93ba1f15d77ce45a6bccd91f709d3402632fe7ed
org.dkpro.core	dkpro-core-dictionaryannotator-asl	1.12.0		35510d0a2d2d7673d4416c156848a288528854d2
org.dkpro.core	dkpro-core-dictionaryannotator-asl	2.0.0		7fbd2f402c497fec3b0f43ec95270b2fd1afa9cd
org.dkpro.core	dkpro-core-dictionaryannotator-asl	2.1.0		0df3108b56cd329516748ad0f891dce25728c59e
org.dkpro.core	dkpro-core-dictionaryannotator-asl	2.2.0		b7d2e963ff1fe5a4867caae79519df88afdc97a4
org.dkpro.core	dkpro-core-dictionaryannotator-asl	2.3.0		1723302d186a3b8dd1ce3cce7af9d6c72323f396
org.dkpro.core	dkpro-core-dictionaryannotator-asl	2.3.1		2c047fc72e48bc566271f60ccb705398e785884c
org.dkpro.core	dkpro-core-dictionaryannotator-asl	2.4.0		85c4dbcf242c66234f9bf8d7861febbdf73afa2e
org.dkpro.core	dkpro-core-dictionaryannotator-asl	2.5.0		5376453391b3e51b45931de5ca0ee61e51b2bad3
org.eclipse.dirigible	dirigible-sap-kyma-base	5.10.0		e8fe74b6b022a29cf8703e1da2bad15910299695
org.eclipse.dirigible	dirigible-sap-kyma-base	5.10.1		b9590eeeba8f7900cbefedad2b08389a22b837ac
org.eclipse.dirigible	dirigible-sap-kyma-base	5.10.2		ffd710e0604c6522067ac935c592fecd4106389a
org.eclipse.dirigible	dirigible-sap-kyma-base	5.10.3		345f3d938e12738183ea227de64a618465c78442
org.eclipse.dirigible	dirigible-sap-kyma-base	5.11.0		8c11a4798388162050ac67fd75d07d7b8bd34520
org.eclipse.dirigible	dirigible-sap-kyma-base	5.11.1		912cda7eec5138c81ce18ebee9d0c828a787982f
org.eclipse.dirigible	dirigible-sap-kyma-base	5.11.2		6d78cb396dd4e600048686f3d260e013a8cb120f
org.eclipse.dirigible	dirigible-sap-kyma-base	5.11.3		a606ddd1c6c5ab1b7c8e55ff2db3a1fd0fb33665
org.eclipse.dirigible	dirigible-sap-kyma-base	5.11.4		cdd68302890f4ca173efedaa459b8117ad3635bf
org.eclipse.dirigible	dirigible-sap-kyma-base	5.11.5		0ca4175ef9a9accee3091a2cff6e18ab48c9ad0e
org.eclipse.dirigible	dirigible-sap-kyma-base	5.11.6		2fd98a93e8cb5e79048a420138a0e0720a2d0986
org.eclipse.dirigible	dirigible-sap-kyma-base	5.11.7		499c49c2a5fff0bc2eb254b257e4b0996b1f774f
org.eclipse.dirigible	dirigible-sap-kyma-base	5.11.8		3a193c38c1cebb3f354c19f2e81d3987a07cb903
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.0		3ebf3ec5a01184d9623bbb906cc53115035be8a7
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.1		52b58f5151ba7926b53ec3a5bb6c459d1b061a5f
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.10		19235eb6fffda8a8a599b5d74ef20a50cf709a71
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.11		aa8e352108ddbb9a958fc47bf23de42afc36720c
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.12		7300dc7044758a5046430c406bddf7d060137700
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.13		ec997de2341ae533170117e1f0c79d4d086755ce
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.14		14bf6eda853a685d90cc4a27039a9b1cec0a8e73
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.15		c0070fdf1f1f792329dc6d534af5779773c44e5a
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.16		fe2af7ff2cdd3c64caa15134b90981506474e6d8
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.17		de5aa5aea7720f4c4192e5df67fffa1d92198c8c
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.18		fe0ca05413e22e63aa71de5118729f5646f24f61
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.2		14a89dcece1cda7e87352e8d4df7556a6bfc629f
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.20		7ca84a2e4218a08d884c6cb4b89d2ae18f5f1377
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.21		0174038263221fd9c8c0d059198168b8e3164365
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.3		4a6298ea247e2f8368a744768c099c0218dd9068
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.4		8b7bc74e51bd969311d033bb521530ed3ea96eaa
