cloud.caroline	caroline-sdk-store-encrypted-jvm	0.0.1		dc2b576a646e30527e3e7cdb9597e8702d2cb12e
org.wso2.carbon.extension.identity.authenticator.inbound.cas	identity-inbound-auth-cas	2.0.3		N/A
org.zalando.stups	aws-cloudtrail-processing-library	1.0.0		91c23a623640ea85b982494f81cacb4ecec36c2a
org.zalando.stups	aws-cloudtrail-processing-library	1.0.1-ZAL-2		51df7c3d588a05fd77b39884ddcf477abad69bfa
org.zalando.stups	aws-cloudtrail-processing-library	1.0.2		a3d5c34b925be403d6cfcd1d164fa185d2ea5b44
org.zalando.stups	aws-cloudtrail-processing-library	1.0.4-ZAL-1		3e955d83835588e4c19d43b274fc4ec53ad37ae2
ru.vyarus	yaml-config-updater	1.0.0		e2a2ac820abb90fbe1b68d98378b2b7c91617b8e
ru.vyarus	yaml-config-updater	1.1.0		66eb088780353c70aefbe246f3d053be3b79c0aa
ru.vyarus	yaml-config-updater	1.2.0		cf98537c61e3108851e98c5c524e104c51ab09b3
ru.vyarus	yaml-config-updater	1.3.0		d287872b69888430cd0f94c98183bd49e5943ab9
ru.vyarus	yaml-config-updater	1.3.1		e7715aeea5e0c5a0eee8bc3aec8aef7442bc5170
ru.vyarus	yaml-config-updater	1.3.2		0b6d9edc871cc28b97d67b6839128e8f24cb759b
ru.vyarus	yaml-config-updater	1.3.3		6f1fee44331e8bc90b4a8b913337a0b26a156c19
ru.vyarus	yaml-config-updater	1.4.0		1566ea519aaf3d12e031008e758cf19ea960e42e
ru.vyarus	yaml-config-updater	1.4.1		af9e2b42f17c81a8f506da070818c596c5e7595f
ru.vyarus	yaml-config-updater	1.4.2		c9903663f51ddcf4fec767def2466c16df0c7824
ru.vyarus	yaml-config-updater	1.4.3		33dd753d996d1ab62e71d4a5a5fd4ff2c10f6726
ru.vyarus	yaml-config-updater	1.4.4		6b30a5b1d9a6fd0036a1d8bf0c9ff71b848ffaff
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-36-8856669f		d97fb19b3483930cf40936e434f090ef5cef2da8
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-38-dd60a0b5		58794ef668201ae8022db06565fbb22961be5402
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-39-72f519a6		aaee0ff27bb3d596b6a239ddde9912fb2d158175
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-40-d95c3b3d		c04fea4b1de20855920f33925488b6cda44fb8f0
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-41-26a93d9c		d8f62dabb8d5c6699debdbf90dbee878ace6cb37
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-42-a9b51919		6b2562ab59dcc934fee4986b8fbe019fb8db75da
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-44-1f535bd1		6fc6000884f707cfbd867481045f87ac11f12906
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-45-9c598c7c		6a573433cdbaad781de34e62a8b0b63a36a8f677
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-48-6c09dd71		89be28174c248e6e579daba7639f5648545a33a8
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-49-82b3e605		9ef570ea1ecba83e1b488dd2aeb5f41a5bbe0764
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-50-9a35e1dd		caca0db8a61e24778ac9028c5f04c702c0d64f38
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-50-f03f2d82		cae8b2b5b9bc995d5ee86651c14a6fa87a6a27af
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-58-8d00463c		1dc5724b02f7c7be87f2730828d042b7a9c6fff7
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-67-83057fea		d33a5fc10e213fd183f1f7a919bcbd0f47f55722
sh.almond.tmp.ammonite	ammonite-repl-api_2.12.18	3.0.0-M0-67-fcfedca6		0ca4a07d08f83b42680d58399d995f832fa587b1
software.amazon.awssdk	timestreamquery	2.14.28		79589934589d6ddbc000581f852775319fe6a1c2
software.amazon.awssdk	timestreamquery	2.15.0		ca7baf467f1f2023bbc40af368bc19d13387e35c
software.amazon.awssdk	timestreamquery	2.15.1		7d9f5efb9d9b54801b2ea9b045429c8c52ba4032
software.amazon.awssdk	timestreamquery	2.15.10		352d969eca5efd43d17e19a0245427198d3d0087
software.amazon.awssdk	timestreamquery	2.15.11		8d48f353607cde8e988cda4e1e84431671191936
software.amazon.awssdk	timestreamquery	2.15.12		f97dbd2fd8cca395547e94c89b09727149597e9a
software.amazon.awssdk	timestreamquery	2.15.13		749366a31d0871ca304223f1dd2780dd07601a6d
software.amazon.awssdk	timestreamquery	2.15.14		bf3d3f119102835d5693bb5dd64c1d987ed50be2
software.amazon.awssdk	timestreamquery	2.15.15		72605ac2e4a66d9cd50a31954989eeb5243370ca
software.amazon.awssdk	timestreamquery	2.15.16		f25d5af353d14257d04b368abd4b03c52197ee24
software.amazon.awssdk	timestreamquery	2.15.17		59786686e15102abfedff5952d9d5282679ae82d
software.amazon.awssdk	timestreamquery	2.15.18		b574f85d8e2ff41237c8106a30f3e556673e8222
software.amazon.awssdk	timestreamquery	2.15.19		83ab408cc8e68b4026dd2d22b0129b90b4292592
software.amazon.awssdk	timestreamquery	2.15.2		030fe36d77131ad8188d96e713f599b4be32fd54
software.amazon.awssdk	timestreamquery	2.15.20		accc4bf6d9b686d5e38137d457de760020979e5e
software.amazon.awssdk	timestreamquery	2.15.21		d3e11e6eb609c6223444f563a1e6d4482211ffb6
software.amazon.awssdk	timestreamquery	2.15.22		94955f20c1a29d963197f27ccbd9af1473e1ffce
software.amazon.awssdk	timestreamquery	2.15.23		5878572b8339a2b1772cdbbbbd64e1fa0cfdbe29
software.amazon.awssdk	timestreamquery	2.15.24		0d41cb7c18e64b0e100d2478e3e6093f1ba95bf3
software.amazon.awssdk	timestreamquery	2.15.25		55e93bb68821099c604e47c54358f0610719b15b
software.amazon.awssdk	timestreamquery	2.15.26		fad96d9bee3061e2f4218d0b0dd6f4e4c660bb4b
software.amazon.awssdk	timestreamquery	2.15.27		39e2c94db13c22057e42a9e6fc7f8e46d71c7bb7
software.amazon.awssdk	timestreamquery	2.15.28		1b1c73cba9c2c17d6074efed8c0efe236c1e11f8
software.amazon.awssdk	timestreamquery	2.15.29		a450b8969a7b119d6e8949610ee41cdbf0d59c8f
software.amazon.awssdk	timestreamquery	2.15.3		68f38fb2d1214970d8b012625b6f4e744c61481a
software.amazon.awssdk	timestreamquery	2.15.30		f75abaaa96965c038e6bd11d9258304bbd6d143c
software.amazon.awssdk	timestreamquery	2.15.31		bcb9a154c9ad2e95cf41e5f256be0c948750e73c
software.amazon.awssdk	timestreamquery	2.15.32		f2788cd5b8ca22e2114f125ec3a8b98397414c27
software.amazon.awssdk	timestreamquery	2.15.33		144debf887131606ed5410b7423d23d8d0aa60e2
software.amazon.awssdk	timestreamquery	2.15.34		3cc74cf3b408388b4638f3295bd5872df5fa981f
software.amazon.awssdk	timestreamquery	2.15.35		b176067325374940f4a901d9830d8653fb941c2b
software.amazon.awssdk	timestreamquery	2.15.36		ec5027c9c54778db4e46917b7db2b4914a75a7b8
software.amazon.awssdk	timestreamquery	2.15.37		c9d1fba19c7118cea9aae9e16553eeb86d927a48
software.amazon.awssdk	timestreamquery	2.15.38		58ece987f93d707a8eb5447a8b64591a4a2db3be
software.amazon.awssdk	timestreamquery	2.15.39		9d24b842c7aa2132237d578b32ff97ac1897136e
software.amazon.awssdk	timestreamquery	2.15.4		b43717dcba92324bb91bf70b218c12473989c5fa
software.amazon.awssdk	timestreamquery	2.15.40		3e419a54c8091c71fb746f152c79291aa60d5a43
software.amazon.awssdk	timestreamquery	2.15.41		adeedd0af15b4f0dcbf272aa1ea0d37a45ed9f08
software.amazon.awssdk	timestreamquery	2.15.42		3f1a35cc88f32d6b41ffb23e99db75214071715d
software.amazon.awssdk	timestreamquery	2.15.43		cd7ed63b3a56686307564d2dca362c3eb1f7985e
software.amazon.awssdk	timestreamquery	2.15.44		725f37daa34109f2d818bdef58bf9f81c0cab73e
software.amazon.awssdk	timestreamquery	2.15.45		80b18b7149c92cdb5cacbf70321eb27cbfcc4e4a
software.amazon.awssdk	timestreamquery	2.15.46		cfe5b719853b0d1cb6813ced0940c34438d967eb
software.amazon.awssdk	timestreamquery	2.15.47		ab301308fc3f81234e3875265fac958c368401a6
software.amazon.awssdk	timestreamquery	2.15.48		aeb51c37bec353d91a762ee9c9efde45df52acdc
software.amazon.awssdk	timestreamquery	2.15.49		fc9e5082fea99784656e5b08d327e4095687b1af
software.amazon.awssdk	timestreamquery	2.15.5		2d6e703276ecf5eedb44948fe37e7e3038886c3e
software.amazon.awssdk	timestreamquery	2.15.50		efeb11a9e380db9bfc913a4f00deb8f2523993bb
software.amazon.awssdk	timestreamquery	2.15.51		8f4aa0328c02ce13dfc4d2b59865631034760746
software.amazon.awssdk	timestreamquery	2.15.52		652c0a3e628aba3f702161bd541a8dc85ec89b71
software.amazon.awssdk	timestreamquery	2.15.53		b1b19abdd7f218b2f35e0770ca9afe65b128d612
software.amazon.awssdk	timestreamquery	2.15.54		a5aee1c9a0aa1d2f1bb7da13511ef5008f47950b
software.amazon.awssdk	timestreamquery	2.15.55		f246835b8d4711ab775759dd3fc562f28db97090
software.amazon.awssdk	timestreamquery	2.15.56		d8bc535cb74df128b7825b89d5e5d6ef473589c4
software.amazon.awssdk	timestreamquery	2.15.57		efe28015040230e12f9cd2d735e06d89a743bb7b
software.amazon.awssdk	timestreamquery	2.15.58		23b7c5d41684d3a6ec96eadc45559c20c7ea5f11
software.amazon.awssdk	timestreamquery	2.15.59		3b0cd2754b636b80fc8241c4dec413611adf8325
software.amazon.awssdk	timestreamquery	2.15.6		14eff88e6c2905770d40815368f430dac3f92c21
software.amazon.awssdk	timestreamquery	2.15.60		2ae2dc1f67b7b3a780c5adaec8ea63fae6520bb4
software.amazon.awssdk	timestreamquery	2.15.61		1b41aeeb14e6125f9d3a28f2599fbd6d9324feca
software.amazon.awssdk	timestreamquery	2.15.62		69194efb759c1bd5362f40f62f33df2a080dc42c
software.amazon.awssdk	timestreamquery	2.15.63		413470048e9d54e7953fd082df5c66912ece1998
software.amazon.awssdk	timestreamquery	2.15.64		c708792fadeeb34d82accdbb0766eaf791296767
software.amazon.awssdk	timestreamquery	2.15.65		383b73c6104f7a27e76dacd45c257bd4567d6d1a
software.amazon.awssdk	timestreamquery	2.15.66		833356e16a4e88f7265340b80de522c7d596a9f0
software.amazon.awssdk	timestreamquery	2.15.67		35f6f8ec18f6d50fec82f0c148671945432cfb3f
software.amazon.awssdk	timestreamquery	2.15.68		1cfa3ec713621d8492889ee9f6248a5c47a1c4bf
software.amazon.awssdk	timestreamquery	2.15.69		89d4afe97cd73f4cd68e6c275e8474dd7843da86
software.amazon.awssdk	timestreamquery	2.15.7		1804cdcbe0d20bb33748dfbf984e7b71649c1b48
software.amazon.awssdk	timestreamquery	2.15.70		ed3895a12ab6e8c475b4494403208d8064cd81ce
software.amazon.awssdk	timestreamquery	2.15.71		0856b7d2f9b2f7e2224f50cd8e23b6f0b33f0ae1
software.amazon.awssdk	timestreamquery	2.15.72		372e6bb3648e9adf002feb48943f257c6b569118
software.amazon.awssdk	timestreamquery	2.15.73		529191ed5bd1559b943cccd30e61a9a4f1921204
software.amazon.awssdk	timestreamquery	2.15.74		13dbef435df613f8945ffdb831e4eb027b669868
software.amazon.awssdk	timestreamquery	2.15.75		a3071433df499b8932622658d50a04b081757f91
software.amazon.awssdk	timestreamquery	2.15.76		33fc59541d2ffa7e491e62d4e67f1f9a89b4c2c5
software.amazon.awssdk	timestreamquery	2.15.77		6db2a4cc91f2f1dad550bed43aafa11c7ec47579
software.amazon.awssdk	timestreamquery	2.15.78		6fa6df1c5110cab9780d654ea73cf5defe4db440
software.amazon.awssdk	timestreamquery	2.15.79		3835c9499d5fe2609500476197638115aac8b145
software.amazon.awssdk	timestreamquery	2.15.8		3f65aa5991921f7a105e3fe6985138aea3c64040
software.amazon.awssdk	timestreamquery	2.15.80		7b3ab1834e05e59a2d99df440f1879f898977059
software.amazon.awssdk	timestreamquery	2.15.81		f2df18cbb8951770d8bfcd8b186d28f8ff52274f
software.amazon.awssdk	timestreamquery	2.15.82		4d5285eae3ec225002857390ba0439863fcf0d34
software.amazon.awssdk	timestreamquery	2.15.9		5bbf3ec67823fdd4e7c7e7e6d479bb2f0ce73ab7
software.amazon.awssdk	timestreamquery	2.16.0		0a79631efc8021aa72aa9252f4a8bf3f04772f26
software.amazon.awssdk	timestreamquery	2.16.1		f7703cfee19c5d3bf24435c6fc502decf7b6fdaa
software.amazon.awssdk	timestreamquery	2.16.10		6ab64e0d743899f6ec12a38ae6f890373d75e799
software.amazon.awssdk	timestreamquery	2.16.100		4e1640dcdeecf83e404c7857486fb17fcba34cfd
software.amazon.awssdk	timestreamquery	2.16.101		3984251dfcfd1908a53ab66f48616f895a990717
software.amazon.awssdk	timestreamquery	2.16.102		de54952411632dbbdb4bc0ab48b51b48425961c0
software.amazon.awssdk	timestreamquery	2.16.103		2f0f026fde24f57b8bed0fb4b1555806505eb282
software.amazon.awssdk	timestreamquery	2.16.104		d6d00d6ff17a1638a896a81c720d9e4761d30409
software.amazon.awssdk	timestreamquery	2.16.11		705d8f8790c39d92055fb42a5f6cdefc75620a4b
software.amazon.awssdk	timestreamquery	2.16.12		2ffd4deb98b4cb049a19a7f806fe502a9f1b7fac
software.amazon.awssdk	timestreamquery	2.16.13		eb3a16baebeef5d29dcb34a0ca8113bb92d03229
software.amazon.awssdk	timestreamquery	2.16.14		49c2a404c6fab8711c6da3180fb319e1379a5a1c
software.amazon.awssdk	timestreamquery	2.16.15		0f27445b802da455c1c879a4312b95f6e78bc902
software.amazon.awssdk	timestreamquery	2.16.16		c77e3c17fe9253a2f954e2eea2890789ee6c43e5
software.amazon.awssdk	timestreamquery	2.16.17		848b3c71c3ec63319506741ed85b02580301617c
software.amazon.awssdk	timestreamquery	2.16.18		953d244c7e2ee55fffe9fb6370fdbc3b9d3937b2
software.amazon.awssdk	timestreamquery	2.16.19		5c8ad3f3b0fa9829531545d0aaded95ff9653b03
software.amazon.awssdk	timestreamquery	2.16.2		889c67091758a4c07892bf4943c1eec59d7a6dc9
software.amazon.awssdk	timestreamquery	2.16.20		9dd00cdd558e795ac34d54d36f00e899a18b819e
software.amazon.awssdk	timestreamquery	2.16.21		9e185253974d41c1a49582d2e0867d171c31b6ff
software.amazon.awssdk	timestreamquery	2.16.22		298b959d7400d6f4f5b964df7b2bb7b616d91f48
software.amazon.awssdk	timestreamquery	2.16.23		8a7f95d576abcf19248666d3b96ff1f08df09202
software.amazon.awssdk	timestreamquery	2.16.24		a1c16b25f353a826854c405636acdc32e89f80ad
software.amazon.awssdk	timestreamquery	2.16.25		51154e19e4c776330b3ed0593517fd090b309d90
software.amazon.awssdk	timestreamquery	2.16.26		c85fcb15332115b08416c6b67d62f5bb996ac32b
software.amazon.awssdk	timestreamquery	2.16.27		50c371f4e17ccebd94d6d3621400710d1d550f52
software.amazon.awssdk	timestreamquery	2.16.28		23193cae4356068419f29fecc62a1391aa4dbd1e
software.amazon.awssdk	timestreamquery	2.16.29		55184e5b00894e7c9af2fbbac5acba3f33d08b4d
software.amazon.awssdk	timestreamquery	2.16.3		f8a05301bf93d1497c88ba37153eb2251c35d001
software.amazon.awssdk	timestreamquery	2.16.30		07d6dcbf6f2564807eaaae04a4226ec9773a1834
software.amazon.awssdk	timestreamquery	2.16.31		1994d43bf50499fe9383c369806a0594fbf4c360
software.amazon.awssdk	timestreamquery	2.16.32		b4544f3f7576f079f129e2a9713c0f0c0335bad0
software.amazon.awssdk	timestreamquery	2.16.33		5a3600dce2faa944558f19ad20712145091e9f10
software.amazon.awssdk	timestreamquery	2.16.34		261ac9901eb0453616cc4f5bb47885608d47246a
software.amazon.awssdk	timestreamquery	2.16.35		168274b2824f03f47d2acf14fedb987596f66fec
software.amazon.awssdk	timestreamquery	2.16.36		73d3d60d610b52e57c19ad8bfe7829b312084d6d
software.amazon.awssdk	timestreamquery	2.16.37		0f64dd8f2d510200690b4a59143359618b1ce03c
software.amazon.awssdk	timestreamquery	2.16.38		88b3dc533664691ff56e4fbe0a310c77d79a413c
software.amazon.awssdk	timestreamquery	2.16.39		05789f57ee28d8526ba0683e758ba568c2d01aa3
software.amazon.awssdk	timestreamquery	2.16.4		4de2fa683b50bedb888bbdfaa7c535079d073086
software.amazon.awssdk	timestreamquery	2.16.40		f96624cb6a500167515f362e8b454a946033e88e
software.amazon.awssdk	timestreamquery	2.16.41		1b4ad52af7b8e323eb0116dfb90cd0658625f357
software.amazon.awssdk	timestreamquery	2.16.42		42be035cb87c094abc55e41b604058df456b3ae8
software.amazon.awssdk	timestreamquery	2.16.43		e9aeabc94e9fac92db2134d50a2bf17ee0ed1fb5
software.amazon.awssdk	timestreamquery	2.16.44		cc6261cadc3c9dbdc53cf3fd5c33a28d2155705f
software.amazon.awssdk	timestreamquery	2.16.45		8e94b809ead7d57b6715f19c8a7366eedbbf2eab
software.amazon.awssdk	timestreamquery	2.16.46		0785167a568d32469da8c62d00eff61b87408685
software.amazon.awssdk	timestreamquery	2.16.47		e6ba23fea84d9f9a5ac7cbc2f5a4daa58da97669
software.amazon.awssdk	timestreamquery	2.16.48		48d0ea9ae7a9a0fccbbb9be0844fb7b4d0433ce5
software.amazon.awssdk	timestreamquery	2.16.49		a05e129dad27faf36c3067dbb76be4187dc98da8
software.amazon.awssdk	timestreamquery	2.16.5		327495e0ddb30a2548cb6726c588f8ed8fcfa27a
software.amazon.awssdk	timestreamquery	2.16.50		56d3e935ae2f37f9725e67cdf11cd4edefbc7aae
software.amazon.awssdk	timestreamquery	2.16.51		4b040ada73e3a51f3e7073f301d3aa16b6d32ce0
software.amazon.awssdk	timestreamquery	2.16.52		21448059a95d1082c78c7e9d4c08a197d4fcc2b5
software.amazon.awssdk	timestreamquery	2.16.53		99cf1f31cd945d08775d8bb19797260473e908d9
software.amazon.awssdk	timestreamquery	2.16.54		b5f7c59cd4ea9d1af821dfc85503399b5f2104aa
software.amazon.awssdk	timestreamquery	2.16.55		d37361071d4d75834399cafe1e0175476b9549cf
software.amazon.awssdk	timestreamquery	2.16.56		bc7f48bec10755dcc1b3130d8848329b1ea08c55
software.amazon.awssdk	timestreamquery	2.16.57		d9c4391ba80e38c013c501fb86eed6d0fd781316
software.amazon.awssdk	timestreamquery	2.16.58		f6db2286a379474090e882e65a0a84ce064e993c
software.amazon.awssdk	timestreamquery	2.16.59		a5795efe4352837e15369042c6482f94c424658c
software.amazon.awssdk	timestreamquery	2.16.6		72c896b9d0e41b079117f60cb62c123c28a26881
software.amazon.awssdk	timestreamquery	2.16.60		1fcab02188411b1ef412e0a525ee49b996b31099
software.amazon.awssdk	timestreamquery	2.16.61		404c5cb67f3595cdd9f30b718ae1beaa332e2ea6
software.amazon.awssdk	timestreamquery	2.16.62		d992e9c769c19ed994e42f81ad329e1ee3fe37e0
software.amazon.awssdk	timestreamquery	2.16.63		a8417586b2bcc4bd447ee54e4a83e531e43260e2
software.amazon.awssdk	timestreamquery	2.16.64		8cb8158ca325fcdeead0601d1e3845fd9f1cd792
software.amazon.awssdk	timestreamquery	2.16.65		542ada9ea00007f833cb5f14bc51b1c280cd97dc
software.amazon.awssdk	timestreamquery	2.16.66		760c92132ef3525856bba5409b1d01343ef9dc0f
software.amazon.awssdk	timestreamquery	2.16.67		4e6acc5973606ba1f9e2c1f33368fa4a5a04e674
software.amazon.awssdk	timestreamquery	2.16.68		bae029c7b4e83c3e9ada31382daeff7655739e75
software.amazon.awssdk	timestreamquery	2.16.69		0f0922beeb21c0e268c6703b503cc41d932a67d3
software.amazon.awssdk	timestreamquery	2.16.7		9c1221be238ce87f2c5458b7bc2440bd9d3719cf
software.amazon.awssdk	timestreamquery	2.16.70		06411df98a1d90cd3fa3ccac6486774a16b2f2db
software.amazon.awssdk	timestreamquery	2.16.71		419248103800f4f99a5bf1be9327d0003371e09f
software.amazon.awssdk	timestreamquery	2.16.72		da6243e7cb7a0943300e8aba6d76c2693d75545c
software.amazon.awssdk	timestreamquery	2.16.73		3e9c182a08a681a7db5fcf5f571e747d25a09403
software.amazon.awssdk	timestreamquery	2.16.74		41d868704ed73f9c72c77044a80c4e3a5c715e86
software.amazon.awssdk	timestreamquery	2.16.75		534735c9bce5dab9507479f06792fc3ae494cf5a
software.amazon.awssdk	timestreamquery	2.16.76		752dfec54583ae7961881be8cc9ad63021273094
software.amazon.awssdk	timestreamquery	2.16.77		6158aece626026514d0fe1b5158d26e0097b1bae
software.amazon.awssdk	timestreamquery	2.16.78		e8d8c10f5487d2a61c3b8e2d50a89076c575fdf4
software.amazon.awssdk	timestreamquery	2.16.79		3cab589cfd1032f16b92f944651ebe6a758520a2
software.amazon.awssdk	timestreamquery	2.16.8		25eaaf852067313a84ec1a40fcfef0d78c3d67a0
software.amazon.awssdk	timestreamquery	2.16.80		292333f04f4d39c397ea9b4891a377b744cb1602
software.amazon.awssdk	timestreamquery	2.16.81		dbf5e30b45f6342ba3c59faa55ab7fb30e6869c2
software.amazon.awssdk	timestreamquery	2.16.82		c0dc72d9b450cc876fe0476091f92e1146ca3511
software.amazon.awssdk	timestreamquery	2.16.83		4350ef65ee99b94e13f4b3566a33d90450f25297
software.amazon.awssdk	timestreamquery	2.16.84		8f3f6b15362b278669da48c97056db749de84d1c
software.amazon.awssdk	timestreamquery	2.16.85		c86d8672a749a71b7fe91975b9231041ae52e931
software.amazon.awssdk	timestreamquery	2.16.86		8d7568668145b0487ee9f1dd4e1278d71351dd91
software.amazon.awssdk	timestreamquery	2.16.87		1d5b38e8336b1da0e26878bfce94fbcfa7a2bc29
software.amazon.awssdk	timestreamquery	2.16.88		7e554e2378112c209bff0e61e0d188162a878ec3
software.amazon.awssdk	timestreamquery	2.16.89		20d1e11d6a0d3d77f3bb049481ae0f01bd49a172
software.amazon.awssdk	timestreamquery	2.16.9		fa99a1af57b1f5e8cb86481b6ee3b1cb9b4c9692
software.amazon.awssdk	timestreamquery	2.16.90		6b5ba505b8d3ca95305a050db6c5ae90c9a4d8c6
software.amazon.awssdk	timestreamquery	2.16.91		432dc0e31418418f22e4f7ba94f9ff57d0731b7a
software.amazon.awssdk	timestreamquery	2.16.92		08c90e02c66fbed45cec914b90b43b8dfef4317a
software.amazon.awssdk	timestreamquery	2.16.93		9971dea96327f233881d4ec8bc7f255bd0665d6d
software.amazon.awssdk	timestreamquery	2.16.94		2b3c8c745f6a0f149687ca424439f1023936c385
software.amazon.awssdk	timestreamquery	2.16.95		3a29d66efa5d96c2e31beac149b19647f79c752e
software.amazon.awssdk	timestreamquery	2.16.96		f426442d99fe2891e1f28f8305e18cf93ccc14be
software.amazon.awssdk	timestreamquery	2.16.97		6c8f10f6bda9b732465e8d9761d40335a2e0f371
software.amazon.awssdk	timestreamquery	2.16.98		5e252b73af00dca9a53f5c5c06e73e410e884025
software.amazon.awssdk	timestreamquery	2.16.99		ce1ea865c04e3b019b2cb5a737cd0f9ddbcecaba
software.amazon.awssdk	timestreamquery	2.17.0		d330a8d20d17bf795ecd3f5576d2d06e9bcfb26c
software.amazon.awssdk	timestreamquery	2.17.1		9c34a56f0de7ea7a1591a12208d392a94dc11bd7
software.amazon.awssdk	timestreamquery	2.17.10		515a395598a3b0e97a02dd1a146fb2bc1970f916
software.amazon.awssdk	timestreamquery	2.17.100		786ab289d6d35096b8b4b99bc1e3dda5296cd449
software.amazon.awssdk	timestreamquery	2.17.101		8026ab4eb70206c39e9ed96da1cb0e6e7c9e0e9e
software.amazon.awssdk	timestreamquery	2.17.102		a43baf217fd21a830f37d4c1d3f7e07976224688
software.amazon.awssdk	timestreamquery	2.17.103		6c63b2b72b695d2d132b2512d7582fd470945759
software.amazon.awssdk	timestreamquery	2.17.104		34b39b52afd0214f540426bcd4945f5df91b34f0
software.amazon.awssdk	timestreamquery	2.17.105		5781729999b740d286a341decdd8fbfe71fdbc41
software.amazon.awssdk	timestreamquery	2.17.106		f1a02eaf525094778676d27975d22349b94a54d3
software.amazon.awssdk	timestreamquery	2.17.107		778d60f731ba3012440e091c3f74281c4bb59c15
software.amazon.awssdk	timestreamquery	2.17.108		84db7b7ecc45ec3e810001b32d2f656ea574addd
software.amazon.awssdk	timestreamquery	2.17.109		3b83e04580507f72967e429e6088c50297c32630
software.amazon.awssdk	timestreamquery	2.17.11		12d8c955a979c8d2b94dfcc78a54ad31d2dd00e7
software.amazon.awssdk	timestreamquery	2.17.110		5254d5113181955ce2def6d09fc1f73bf897253f
software.amazon.awssdk	timestreamquery	2.17.111		c5cac7ce7fdd3e34f56ae3bf59e88570c1053018
software.amazon.awssdk	timestreamquery	2.17.112		a6c75297fb3ebd52e56cae2ae3e3680bdb15a84c
software.amazon.awssdk	timestreamquery	2.17.113		5424b71eaeb3578a247f40c9f0e6c381881d64a1
software.amazon.awssdk	timestreamquery	2.17.114		d6de0c63128f9b9c3caee6c7503ac58c081341c7
software.amazon.awssdk	timestreamquery	2.17.115		48fb5e2c133d416cd03b5211fb9b4242683fb3a8
software.amazon.awssdk	timestreamquery	2.17.116		6dc8d68ef03caf1fe95d2bc5e2069593a0d0af24
software.amazon.awssdk	timestreamquery	2.17.117		7cd5e21b6d5e3e743bb985679d36b34c8341a037
software.amazon.awssdk	timestreamquery	2.17.118		49da701fe064388ff5f703b3cc395349f185ea9d
software.amazon.awssdk	timestreamquery	2.17.119		9db2ab5c6692a2907bf0e9bccf70e5dbe7cb06b7
software.amazon.awssdk	timestreamquery	2.17.12		5a97cf7c0621c57d9139c843e3d76ef34d0a3317
software.amazon.awssdk	timestreamquery	2.17.120		0293ec2fff4435009809ebe864376af012e5dc81
software.amazon.awssdk	timestreamquery	2.17.121		76b1a621f981cf3278695ae07749d4a99f64053a
software.amazon.awssdk	timestreamquery	2.17.122		777ffd9d304f357e8ef5478d1fc37746a095ba55
software.amazon.awssdk	timestreamquery	2.17.123		7985fe6e53079625cdb494a2190fb253d84a75a6
software.amazon.awssdk	timestreamquery	2.17.124		2c633d1d969b5d10794e8829ac90c837749a0813
software.amazon.awssdk	timestreamquery	2.17.125		e68eda0e549e78fe1ac3f6c34f52f33d43166068
software.amazon.awssdk	timestreamquery	2.17.126		76eee1ba1eac8a7aa6739fc942f230a3f6b857b4
software.amazon.awssdk	timestreamquery	2.17.127		4c772d6724cf5cdb39930e345d41a6eadbc8518b
software.amazon.awssdk	timestreamquery	2.17.128		59021b7222b36666c6a93520556b6c98fe69dc5e
software.amazon.awssdk	timestreamquery	2.17.129		7279575701f2790f31549f7e652170fe0f9e68e3
software.amazon.awssdk	timestreamquery	2.17.13		92e7053d37a75cd195241fc753a1d14eaeaf2462
software.amazon.awssdk	timestreamquery	2.17.130		8416214a149d7b18a5598b9c02b94a41f02744ca
software.amazon.awssdk	timestreamquery	2.17.131		67f2da3132300e8c512037c40ffe1e7b6b2f4d3f
software.amazon.awssdk	timestreamquery	2.17.132		7a1418deb03f1a62ddb84b9cd15fb24c6fe15e2a
software.amazon.awssdk	timestreamquery	2.17.133		07df84026557ccbb7caad7aafa7312836762c6c2
software.amazon.awssdk	timestreamquery	2.17.134		b32fb2184dac1a2204e3513b3b4da00a786eef08
software.amazon.awssdk	timestreamquery	2.17.135		c08e93ecf350e9770db42f4e56ce114efc238e09
software.amazon.awssdk	timestreamquery	2.17.136		929899346b5db2877e28823a14398023fdbe439b
