br.com.colman	simple-password-generator	1.0.0		4f3098c26837882104bb8de34a5e4577ece5cc50
org.allenai.nlpstack	nlpstack-chunk_2.11	1.4		0fa9b28683efd5764927a95c2d884b7218b4caf4
org.allenai.nlpstack	nlpstack-chunk_2.11	1.5		dd0c7a2b288b034508acdeee8a73fd9124a0e8f8
org.allenai.nlpstack	nlpstack-chunk_2.11	1.6		76731a7e9b92659b225d0fe42c2c1ed6499bb557
org.allenai.nlpstack	nlpstack-chunk_2.11	1.7		bddfd981e1f89077c6614d1f3dfae6b0e8cb5973
org.allenai.nlpstack	nlpstack-chunk_2.11	1.8		1b48a47abab69121b1bfd17cd095f30728efeb2a
org.allenai.nlpstack	nlpstack-chunk_2.11	1.9		fa8ee2c39ef69bd8d0e85b726fc0779e152d9dd4
org.apache.flink	flink-connector-jdbc_2.11	1.11.0		d8e9b6aa04ee01f328d729b8528e5c92d7d14ef3
org.apache.flink	flink-connector-jdbc_2.11	1.11.1		b59bcaaffbbf3c067b4575e5141ac6cf97159d22
org.apache.flink	flink-connector-jdbc_2.11	1.11.2		26368ad68fa3a77a64e2bc4e869f2b5960b6ace9
org.apache.flink	flink-connector-jdbc_2.11	1.11.3		22f9b7b983c92cb92c651e9087f35d1c0abfa1e2
org.apache.flink	flink-connector-jdbc_2.11	1.11.4		d2db79246d25937c90c3d7b7664473f26598da56
org.apache.flink	flink-connector-jdbc_2.11	1.11.5		d1c515b4b8b0bf4e50583c6a72b67bc0d3106533
org.apache.flink	flink-connector-jdbc_2.11	1.11.6		78cfa4c96e71b864ddf497dce6d7440023020ee1
org.apache.flink	flink-connector-jdbc_2.11	1.12.0		6cf6bfc56df3d07ad32e24377338f23144825ef5
org.apache.flink	flink-connector-jdbc_2.11	1.12.1		82440af40cb883d116ae8b34c96c79a447b5f1f0
org.apache.flink	flink-connector-jdbc_2.11	1.12.2		a80304e277bc5e840e7b2adbc85902d09b89e092
org.apache.flink	flink-connector-jdbc_2.11	1.12.3		15d32aa30393a3669ac9c702e6bdb02573c79a17
org.apache.flink	flink-connector-jdbc_2.11	1.12.4		946d58ec0bc91422c7cf9870e6ee4d8ce9becb09
org.apache.flink	flink-connector-jdbc_2.11	1.12.5		b4a770cbb7fee595bac40aedd650ce1669ac474d
org.apache.flink	flink-connector-jdbc_2.11	1.12.6		99d50afa546b44d09a145693ab91a72f8876d813
org.apache.flink	flink-connector-jdbc_2.11	1.12.7		069ef8a39f00595626b03365bd05482372aea355
org.apache.flink	flink-connector-jdbc_2.11	1.13.0		c535ca81324f1f3898d9cc1679310f299ce4ff0b
org.apache.flink	flink-connector-jdbc_2.11	1.13.1		0cc63fe28a2a62029889ca4b49d0d638549399c4
org.apache.flink	flink-connector-jdbc_2.11	1.13.2		94b9e6188dfc5f47c7d16bcd6731abe876e67440
org.apache.flink	flink-connector-jdbc_2.11	1.13.3		0f340f317fa09486e581aba1382b0a5f2825701e
org.apache.flink	flink-connector-jdbc_2.11	1.13.4		ed2799048eb6e3b5f1b569d14c3624ccb12d4058
org.apache.flink	flink-connector-jdbc_2.11	1.13.5		0f96c7082c80b31efbda59a4061b7b11e9513f8b
org.apache.flink	flink-connector-jdbc_2.11	1.13.6		e81a4d73c0ea8dc34d19c68cb095ffd821fde301
org.apache.flink	flink-connector-jdbc_2.11	1.14.0		39300e73c13e05881dee6a3942b6d2035e665af0
org.apache.flink	flink-connector-jdbc_2.11	1.14.1		b7203b0cdf5ed74a00fd96b0977562383df4dc5a
org.apache.flink	flink-connector-jdbc_2.11	1.14.2		41011cc8d32cd064be08600ca4078aeb6c37aa3c
org.apache.flink	flink-connector-jdbc_2.11	1.14.3		6cc3f9623fe115892788c88480aa0cbbb9bffa71
org.apache.flink	flink-connector-jdbc_2.11	1.14.4		826d40da4c480898c0347cc87b9e355372f73280
org.apache.flink	flink-connector-jdbc_2.11	1.14.5		66028235350d6668fdeb3ea1913406006dcdcc46
org.apache.flink	flink-connector-jdbc_2.11	1.14.6		2549658bf0d1e524feecb269c185bc635ffb29f9
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.10.0		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.10.1		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.11.0		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.11.0-rc3		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.11.1		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.12.0		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.12.1		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.12.1-rc2		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.12.2		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.12.3		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.13.0		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.13.1		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.14.0		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.14.1		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.15.0		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.5.0-incubating		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.5.1-incubating		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.5.2-incubating		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.5.3		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.6.0		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.7.0		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.8.0		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	0.9.0		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	1.0.0		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	1.0.0-beta1		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	1.0.0-beta2		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	1.0.1		N/A
org.apache.hudi	hudi-hadoop-sparkmaster-docker	1.0.2		N/A
org.eclipse.microprofile	microprofile	1.2		N/A
org.eclipse.microprofile	microprofile	1.3		N/A
org.eclipse.microprofile	microprofile	1.4		N/A
org.eclipse.microprofile	microprofile	2.0		N/A
org.eclipse.microprofile	microprofile	2.0.1		N/A
org.eclipse.microprofile	microprofile	2.1		N/A
org.eclipse.microprofile	microprofile	2.2		N/A
org.eclipse.microprofile	microprofile	2.2-RC1		N/A
org.eclipse.microprofile	microprofile	3.0		N/A
org.eclipse.microprofile	microprofile	3.0-RC1		N/A
org.eclipse.microprofile	microprofile	3.0-RC2		N/A
org.eclipse.microprofile	microprofile	3.1		N/A
org.eclipse.microprofile	microprofile	3.2		N/A
org.eclipse.microprofile	microprofile	3.2-RC1		N/A
org.eclipse.microprofile	microprofile	3.3		N/A
org.eclipse.microprofile	microprofile	3.3-RC1		N/A
org.eclipse.microprofile	microprofile	3.3-RC2		N/A
org.eclipse.microprofile	microprofile	4.0		N/A
org.eclipse.microprofile	microprofile	4.0-M1		N/A
org.eclipse.microprofile	microprofile	4.0-RC1		N/A
org.eclipse.microprofile	microprofile	4.0.1		N/A
org.eclipse.microprofile	microprofile	4.0.1-RC1		N/A
org.eclipse.microprofile	microprofile	4.1		N/A
org.eclipse.microprofile	microprofile	4.1-RC1		N/A
org.eclipse.microprofile	microprofile	4.1-RC2		N/A
org.eclipse.microprofile	microprofile	5.0		N/A
org.eclipse.microprofile	microprofile	5.0-RC1		N/A
org.eclipse.microprofile	microprofile	5.0-RC2		N/A
org.eclipse.microprofile	microprofile	6.0		N/A
org.eclipse.microprofile	microprofile	6.0-RC1		N/A
org.eclipse.microprofile	microprofile	6.0-RC2		N/A
org.eclipse.microprofile	microprofile	6.0-RC3		N/A
org.eclipse.microprofile	microprofile	6.0-RC4		N/A
org.eclipse.microprofile	microprofile	6.1		N/A
org.eclipse.microprofile	microprofile	7.0		N/A
org.eclipse.microprofile	microprofile	7.0-RC1		N/A
org.jboss.logging	jboss-logging-jdk	2.0.5.GA		6c6c4686ffc347437b5fc4f14a4992b7060e7b04
org.jboss.logging	jboss-logging-jdk	2.1.0.GA		59e0d3e312c91f20065fddac516238c477a850b7
org.jboss.logging	jboss-logging-jdk	2.1.1.GA		81821e35e6b2615c078dd2dbc585b7ae117932dc
org.jboss.logging	jboss-logging-jdk	2.1.2.GA		037025e50093d5fa44e4c073a0c244954c656711
org.jboss.logging	jboss-logging-jdk	2.2.0.CR1		3dd68772429fa80ebc47ea22780d59f5ee0063d1
org.mvnpm.at.default-js	defaultjs-html-form	2.6.27		72b1ed9780092a10e98d28b41d7937e17d34b676
org.mvnpm.at.default-js	defaultjs-html-form	2.6.28		a51bb6cd11c57376c60366cdf000e5ab219e4d65
org.mvnpm.at.default-js	defaultjs-html-form	2.6.29		bb760b05a8356fd16ac3effcedea504823d50085
org.mvnpm.at.default-js	defaultjs-html-form	2.6.30		2875047b37786c13016d1556cc2cbe67badc62c4
org.mvnpm.at.primeuix	utils	0.0.5		5a6c30d9a8c63ebea9938897535babda3fa1b110
org.noear	nami-coder-fastjson2	2.9.2		72ff89149bb2a45fc47d64b00cbe0cc40c32bd93
org.noear	nami-coder-fastjson2	2.9.2-M1		ff0e522f80ce9fa5818125548b398fa91c58f414
org.noear	nami-coder-fastjson2	2.9.2-M2		ed3320f6659bf057bf48b0dfab60f5ac09f4ded0
org.noear	nami-coder-fastjson2	2.9.3		b8fe279b9ca20ff1bb9f66440b4de1e6d32c111f
org.noear	nami-coder-fastjson2	2.9.4		b0ead740ed96dacddb1564c72126436fd4741d62
org.noear	nami-coder-fastjson2	2.9.5-M1		47d69d3771983b55ae1831543786615c02cae95e
org.noear	nami-coder-fastjson2	2.9.5-M2		56f294e2b1fea3110ef266430348f24c4e8d9302
org.noear	nami-coder-fastjson2	3.0.0		2b1d3cff1250979c22c5b5bbbfb145354772ee6c
org.noear	nami-coder-fastjson2	3.0.0-M1		d20f4e59444ebb13b4678206700c0b3ed713744e
org.noear	nami-coder-fastjson2	3.0.0-M2		689a19f7232f6facc2d94c8e05bb1e8fbb4e8f2b
org.noear	nami-coder-fastjson2	3.0.0-M3		1419c105d44daaefcea5726ee6b8dc80908c0eee
org.noear	nami-coder-fastjson2	3.0.0-M4		131724a7f9e78d954f6b492978407ad92b64f5ea
org.noear	nami-coder-fastjson2	3.0.0-RC		9bff9a925acf4d826caa7f5990295d70e4e1246e
org.noear	nami-coder-fastjson2	3.0.0-RC2		3fef396724b96d00dea3ce3c7ff32578cd35ad30
org.noear	nami-coder-fastjson2	3.0.0-RC3		fffbb9402d101ef80c303ed5b3a920a6046e0a52
org.noear	nami-coder-fastjson2	3.0.1		6fee06424e64b7c9a392b82dae7b0df645d3968e
org.noear	nami-coder-fastjson2	3.0.1-M1		1bbeafab70cca961d681a8c726f53014dc9bfd0c
org.noear	nami-coder-fastjson2	3.0.1-M2		ea8b485393e58e2ee23b9ba04c1d48a28837778e
org.noear	nami-coder-fastjson2	3.0.1-M3		299f06e819cc3cdf4407f71e5b975782b74f9c86
org.noear	nami-coder-fastjson2	3.0.10		096cc8654c8137043f2c41213e7ad81303e10ebc
org.noear	nami-coder-fastjson2	3.0.10-M1		2ee2dcc5d3f310be77db4968c1e9848fb5aa8c5e
org.noear	nami-coder-fastjson2	3.0.2		7dbbb5abe78302a2cf7aaa5b93540bad879260ed
org.noear	nami-coder-fastjson2	3.0.2-M1		5f841ea12c5d964155edafa71fd4e81d754c3d06
org.noear	nami-coder-fastjson2	3.0.2-M2		33e8c99d9c99aacb548153202926d75ec24670ce
org.noear	nami-coder-fastjson2	3.0.2-M3		08d399d2bb9145e2e07c8f218bfb77943415125e
org.noear	nami-coder-fastjson2	3.0.2-M4		164cf2a39cebfa2862c29184ad6843f6bf9998a3
org.noear	nami-coder-fastjson2	3.0.2-M5		55714cc1f146785dee575df074f0d72be90f9363
org.noear	nami-coder-fastjson2	3.0.2-M6		2c9a6f6173617ae0de73080484edf7287fb7e25a
org.noear	nami-coder-fastjson2	3.0.2-M7		3273076d60d685820f68b6fe10dcde913cc973a3
org.noear	nami-coder-fastjson2	3.0.2-RC		98620dad8ac09be5acb04d7c91d3bfadf1b5a7c0
org.noear	nami-coder-fastjson2	3.0.2-RC2		4c5a4fb7408f6553cc646a82df6ff27375b1fec5
org.noear	nami-coder-fastjson2	3.0.2-RC3		6a7dc3967081030496ff0e82746bb9d3f71c4f4b
org.noear	nami-coder-fastjson2	3.0.3		201143202ced066d87d29497672e1f09685cc4ff
org.noear	nami-coder-fastjson2	3.0.3-M1		3d003716db094c89a1ca467f96f26dfede1121e3
org.noear	nami-coder-fastjson2	3.0.3-M2		1d90f1ceb25675c184a10b809566ead024987458
org.noear	nami-coder-fastjson2	3.0.3-M3		f3f3c693dfcf53b8a47250b699526f215cc3101c
org.noear	nami-coder-fastjson2	3.0.3-M4		752505dea7f640eb9a6d626ff3a434a9a43cc6c5
org.noear	nami-coder-fastjson2	3.0.3-RC		191446ef41a732713ce4128ec346842a89324983
org.noear	nami-coder-fastjson2	3.0.4		8a60f6e4edac1cf9e65c3eaafed01679aab110b2
org.noear	nami-coder-fastjson2	3.0.4-M1		9a7c3d8de94a75691d1cd7b6a7fde6ff931b582c
org.noear	nami-coder-fastjson2	3.0.4-M2		c4d4019f0a242665b7af7c305307c806ee3897b0
org.noear	nami-coder-fastjson2	3.0.4-RC		9194ecd041c117a354a8592e43ea66f846621bde
org.noear	nami-coder-fastjson2	3.0.4-RC2		c979087ead7f35924f85a9260b122e9fd8ddb7f4
org.noear	nami-coder-fastjson2	3.0.4.1		5679eb367c2a3f7e1d782d264a321b7136307033
org.noear	nami-coder-fastjson2	3.0.5		f0836785e073c62d8b6355d93bcbd9d7fc4f28c1
org.noear	nami-coder-fastjson2	3.0.5-M1		c77d7facbd1c763b389082e329a93b799566c08d
org.noear	nami-coder-fastjson2	3.0.5-M2		c4263fe8c8765da2ae606435cb3c16e206c24251
org.noear	nami-coder-fastjson2	3.0.5-M3		3da792ab57cfb4180b9a6c32b2862dfa0c1afbb9
org.noear	nami-coder-fastjson2	3.0.6		599708749010a79459b54f10a6acbe4e492b3a56
org.noear	nami-coder-fastjson2	3.0.6-M1		07e06ad2b0a2e6dfeed3913b57c2d66279eb0a2b
org.noear	nami-coder-fastjson2	3.0.6-M2		6adcdb852bc2c2fcf81b69d74d8b8d6c753799c2
org.noear	nami-coder-fastjson2	3.0.6-M3		78dde2c034ce0d1b687579c82a8531694deffb6b
org.noear	nami-coder-fastjson2	3.0.6-RC		fbedca827d72d1af2ce7f594e0e29d0ad9b14b0e
org.noear	nami-coder-fastjson2	3.0.6-RC2		193ae3487c9bba224fe55047c7f868d310457bec
org.noear	nami-coder-fastjson2	3.0.7		56e472701b867d6f19985deab5f635323ebf366e
org.noear	nami-coder-fastjson2	3.0.7-M1		688baef43dae9c18ef65563339f7a75e6216c8dc
org.noear	nami-coder-fastjson2	3.0.8		6a193fa1488b6aa86d6431e7b7a5b920f54c1323
org.noear	nami-coder-fastjson2	3.0.8-M1		961f708d6ca1b1cf04de4d887dbe9febd2b888f7
org.noear	nami-coder-fastjson2	3.0.8-M2		8639669f9ffc180564961c79afac7a75f09b4800
org.noear	nami-coder-fastjson2	3.0.9		6afd87b0e0cd0f3bd252c457a5801b510262a8b7
org.noear	nami-coder-fastjson2	3.0.9-M1		d422247251191044951c3444f67f2d9e3ee52f4b
org.noear	nami-coder-fastjson2	3.0.9-M2		8032469298c8c32dddd0df567c063b59ae691711
org.noear	nami-coder-fastjson2	3.1.0		55331f432155df69a086f8bc6bc874ec04e82890
org.noear	nami-coder-fastjson2	3.1.0-M1		7c7d0ecc70e80743d7157652f1d34a1fe4892321
org.noear	nami-coder-fastjson2	3.1.0-M2		9e96146666b245c45970149e5dff5bb0451cf367
org.noear	nami-coder-fastjson2	3.1.0-M3		1d66c88323c0730fee17cf9ad7e1aa3a5b69d21a
org.noear	nami-coder-fastjson2	3.1.0-RC		a47fa6d0e6e0f918ed3c22f7bc4d8c051ad25001
org.noear	nami-coder-fastjson2	3.1.1		f1989a553743fd70fa5f6d7581a5a401c0ea8053
org.noear	nami-coder-fastjson2	3.1.1-M1		4935c984e4bc36ddc4385f70f979a8d427a3feff
org.noear	nami-coder-fastjson2	3.1.1-M2		4af5fec6662766aa6be9931194b23b15b28815c8
org.noear	nami-coder-fastjson2	3.1.1-M3		98df7713bded207fcf995421d63efe1edbfdb754
org.noear	nami-coder-fastjson2	3.1.1-M4		42b5c13ec7853191b5913c9c18a7cc4856ca9572
org.noear	nami-coder-fastjson2	3.1.1-M5		89934b26e81ac11917414f1b8b4ad257b4f8b7c1
org.noear	nami-coder-fastjson2	3.1.1-RC		0873867921e47e3fc66a3042eb53f86e5d16a130
org.noear	nami-coder-fastjson2	3.1.2		c4fe1ae986317f8ee56763671b107fb0102ac250
org.noear	nami-coder-fastjson2	3.1.2-M1		ed4ee6d02e610ca67f5b96e36f05f74d9bf87314
org.noear	nami-coder-fastjson2	3.1.2-M2		a319cf16356885b95bd7d1e7c4ace1b42eb54fb8
org.noear	nami-coder-fastjson2	3.1.3-M1		3300efcf9733f635c2a243df61201a72b34aa5ec
org.noear	nami-coder-fastjson2	3.1.3-M2		f954c992cdc2630d3f2dd87bb01893367b10d0cb
org.noear	nami-coder-fastjson2	3.1.3-M3		46f4ecd371b659fafde33bb1db39a2aeb7ed9040
org.noear	nami-coder-fastjson2	3.1.3-M4		71ce1fee21fb14c045d921e66904e5f8e0c12802
org.noear	nami-coder-fastjson2	3.1.3-M5		988fa6e1074643dbffc033d0a34e8842ff024caf
org.noear	nami-coder-fastjson2	3.1.3-M6		b96dde18027561cb666536cd45ee784cfbf92f20
org.noear	nami-coder-fastjson2	3.1.3-RC		321376496e584d78e0f62093acf1b78e1f0f78e8
org.noear	nami-coder-fastjson2	3.2.0		73d603e1aa27f8f7025a3cc0582a7d4b9ffe01d6
org.noear	nami-coder-fastjson2	3.2.1		375a4afaabbc178c099bb1d0860a5d4d68ba3dae
org.noear	nami-coder-fastjson2	3.2.1-M1		e8656da21f74273374c3bacdb850ff3d3ef4ee2d
org.noear	nami-coder-fastjson2	3.2.1-M2		0ab57872e0f454f16f8453469ecb7aca38f49a5f
org.noear	nami-coder-fastjson2	3.2.1-M3		b27f136ddb00c2e7b3e72705078365a0f754f2ef
org.noear	nami-coder-fastjson2	3.2.1-RC		c75cab6074a3d43cb0076a3c93a264526eebe593
org.noear	nami-coder-fastjson2	3.2.2-M1		684e62b3b4318ee38316f128f053d6d5a70868f6
org.odpi.egeria	asset-reader-csv-sample	1.8		763f4ce1472bef70df57b05e1b63ab5657b8630a
org.odpi.egeria	asset-reader-csv-sample	1.8	jar-with-dependencies	6bfaecd4e4f3ad0d5a559f961e6422ab2f87727a
org.odpi.egeria	asset-reader-csv-sample	2.0		5ff89b22bcd795701cf2a1d94fd43e01cc9cc5bb
org.odpi.egeria	asset-reader-csv-sample	2.0	jar-with-dependencies	2304675bddcc84bd042510275c09cbffddb8f227
org.odpi.egeria	asset-reader-csv-sample	2.1		7de20e6b3847f6d4c111a452e5921c45a64306a4
org.odpi.egeria	asset-reader-csv-sample	2.1	jar-with-dependencies	fad83b34fd26bf05129ffa3d3514d59836980451
org.odpi.egeria	asset-reader-csv-sample	2.10		61794771e92e35cac6d9214dcecc70e72031598e
org.odpi.egeria	asset-reader-csv-sample	2.10	jar-with-dependencies	abf66ca8f9c5153696d9836704134c82dededcd8
org.odpi.egeria	asset-reader-csv-sample	2.11		cd712bd6c665a4745646a732104cf5d882ae3b7a
org.odpi.egeria	asset-reader-csv-sample	2.11	jar-with-dependencies	149b5fab4ffa747668c4b1ffc88953db99d2f5a6
org.odpi.egeria	asset-reader-csv-sample	2.2		cd5c9eadfcc181c1114260d609302bc29a1756ea
org.odpi.egeria	asset-reader-csv-sample	2.2	jar-with-dependencies	5d62c0ccd5daec3ced417ecc33894c724a1a7c82
org.odpi.egeria	asset-reader-csv-sample	2.3		52b2a8672ec06a448b19f3e3c5c4987344f86b24
org.odpi.egeria	asset-reader-csv-sample	2.3	jar-with-dependencies	f67faaf7dbcdffe97df5ca6ad34d8725171919e9
org.odpi.egeria	asset-reader-csv-sample	2.4		2144d79da8401dc984b29228dafd7fe8ad249dd2
org.odpi.egeria	asset-reader-csv-sample	2.4	jar-with-dependencies	7a490e9866f565e68f971566f2d6dc5b17653500
org.odpi.egeria	asset-reader-csv-sample	2.5		203fc43b38f95373c490e860b15116286e04f725
org.odpi.egeria	asset-reader-csv-sample	2.5	jar-with-dependencies	3c83fe7f35cd2031333cf06cce0127a17fb1a73c
org.odpi.egeria	asset-reader-csv-sample	2.6		51d447d5896214c56a8572ae964a6f95ac23932a
org.odpi.egeria	asset-reader-csv-sample	2.6	jar-with-dependencies	ab5371ed6402721b3df230157ae2f57aff7cb80c
org.odpi.egeria	asset-reader-csv-sample	2.7		49d9ca79ab9d2a5a6368c23fa8a4d20cfd1f1401
org.odpi.egeria	asset-reader-csv-sample	2.7	jar-with-dependencies	0650f1816088ffff0f78c59a5b61f26d79b0540a
org.odpi.egeria	asset-reader-csv-sample	2.8		794e034b163418ce36cc4eed7ffcfcd72cee31a3
org.odpi.egeria	asset-reader-csv-sample	2.8	jar-with-dependencies	6a1d81cbc6e565d3d60fa8affecac2607464270d
org.odpi.egeria	asset-reader-csv-sample	2.9		fb83cae6b48cdee609b24ca9753674df82558cea
org.odpi.egeria	asset-reader-csv-sample	2.9	jar-with-dependencies	6af98ad2c59f2aa11ee128eca85176db9c83fdd5
org.odpi.egeria	asset-reader-csv-sample	3.0		8b431216a73256bc5422af2213ca97a94f9a130c
org.odpi.egeria	asset-reader-csv-sample	3.0	jar-with-dependencies	a82474a811a5d10cb1b51ca035d5b977ca6bceb6
org.odpi.egeria	asset-reader-csv-sample	3.1		0b1c2baafb6ae94a914916dd1204e132de914a39
org.odpi.egeria	asset-reader-csv-sample	3.1	jar-with-dependencies	5b36d488e2a649b76cec2febb6d4075f2ac15691
org.odpi.egeria	asset-reader-csv-sample	3.10		ed536509571de44327a3dabb9db495c5d492443e
org.odpi.egeria	asset-reader-csv-sample	3.10	jar-with-dependencies	42bf30bae720569eca05d326691d60c4eff6f6f0
org.odpi.egeria	asset-reader-csv-sample	3.10.1		e31425a2041bbff85a2566ca7ea797aeef210786
org.odpi.egeria	asset-reader-csv-sample	3.10.1	jar-with-dependencies	d370579ce091e017de35f093e2d0d25c6f96284f
org.odpi.egeria	asset-reader-csv-sample	3.11		343c5bdf59902953e82b097c2ba6882f4458ba56
org.odpi.egeria	asset-reader-csv-sample	3.11	jar-with-dependencies	2e101798389461d84a701ba610a9a1b87b4b6ba5
org.odpi.egeria	asset-reader-csv-sample	3.12		9e0add143bc04ded8ebf8b21b6d1d21f331cddce
org.odpi.egeria	asset-reader-csv-sample	3.12	jar-with-dependencies	0283cf13ea0bfe5204f0607ed01733ed92d18aa0
org.odpi.egeria	asset-reader-csv-sample	3.13		ff5f9a26014cb5cd804058184a62612ec27431b7
org.odpi.egeria	asset-reader-csv-sample	3.13	jar-with-dependencies	132a32394c449fea88e59288178bc8a5da946ed4
org.odpi.egeria	asset-reader-csv-sample	3.14		11b656328462f3eb0b137414fb1cfc0f6287ff31
org.odpi.egeria	asset-reader-csv-sample	3.14	jar-with-dependencies	781861313b23391ea64d570125c2fecb169cf003
org.odpi.egeria	asset-reader-csv-sample	3.15		b33eebef7d293dfb93b7b468afa4d1f7f983cf2f
org.odpi.egeria	asset-reader-csv-sample	3.15	jar-with-dependencies	2151701ac6683ccaeff2caa63e31d91459e2d9d4
org.odpi.egeria	asset-reader-csv-sample	3.2		fa7d1573b0f254e7fc69ca2c94fedbe9e3d3e8a5
org.odpi.egeria	asset-reader-csv-sample	3.2	jar-with-dependencies	c13ea80a3cbd7e3b22e1c57e00315e2803660a8b
org.odpi.egeria	asset-reader-csv-sample	3.3		083687092e2971fd4717b594629482edc85d6f1d
org.odpi.egeria	asset-reader-csv-sample	3.3	jar-with-dependencies	58d1185645f9838b922949d8ae31f82c915633f3
org.odpi.egeria	asset-reader-csv-sample	3.4		ef9c352103d7ebd3b45f16e462f9e68cf591180b
org.odpi.egeria	asset-reader-csv-sample	3.4	jar-with-dependencies	c948e7eea499a02ba0b4e11c1f0fda2c6feef679
org.odpi.egeria	asset-reader-csv-sample	3.5		4c85990b8b238cfccbf4e212b30c63aa586af007
org.odpi.egeria	asset-reader-csv-sample	3.5	jar-with-dependencies	a4e9960d7c4e91cd83187f0bfe21e0234d712e94
org.odpi.egeria	asset-reader-csv-sample	3.6		96d1da1a15f00da67161afa47ad82c2c76e5df12
org.odpi.egeria	asset-reader-csv-sample	3.6	jar-with-dependencies	2ef54fe1725f5836b2e6bf813348f3e2bde99505
org.odpi.egeria	asset-reader-csv-sample	3.7		4ab5d525ee6dfcac28e7341cc1a7a7cf269d4805
org.odpi.egeria	asset-reader-csv-sample	3.7	jar-with-dependencies	55d0db4bf96961de76606ba4121515dbc97b31f6
org.odpi.egeria	asset-reader-csv-sample	3.8		a03e82d2833a07d0cb691324b3eccedf10c5270f
org.odpi.egeria	asset-reader-csv-sample	3.8	jar-with-dependencies	2f05b88094b2c45c5bb763da07cc1f37b159b394
org.odpi.egeria	asset-reader-csv-sample	3.9		907095c5d0b63880fe2c83fedb8022d737f82e8e
org.odpi.egeria	asset-reader-csv-sample	3.9	jar-with-dependencies	f3a0fbab6c09e29fda2d45f8184cada940a8e09e
org.odpi.egeria	asset-reader-csv-sample	4.0		db6068a4ada23a5b3f20db8dc4a87ad1f7ed1c71
org.odpi.egeria	asset-reader-csv-sample	4.0	jar-with-dependencies	772671276fee732c767eb94d3f51e59a4c261779
org.odpi.egeria	asset-reader-csv-sample	4.1		16175723b9ac93a8cb86c04d1c9cd2335c341eeb
org.odpi.egeria	asset-reader-csv-sample	4.1	jar-with-dependencies	27d9d00360bd3f9dca33af4a21178d41645c754a
org.odpi.egeria	asset-reader-csv-sample	4.2		d9b002ed0325933cb4403377696ead3f24dc8d11
org.odpi.egeria	asset-reader-csv-sample	4.2	jar-with-dependencies	7517a6315fca7a8c47df797687cd210c0a68e467
org.odpi.egeria	asset-reader-csv-sample	4.3		208f955ed7bc23a1753547b1f154eb5f735c0fc7
org.odpi.egeria	asset-reader-csv-sample	4.3	jar-with-dependencies	77af5641e3b5a9998a213807d7a4485080232fac
org.odpi.egeria	asset-reader-csv-sample	5.0		24b53e89136c72cb6c888ccc641cdbc9217de943
org.odpi.egeria	asset-reader-csv-sample	5.0	jar-with-dependencies	84aecd653bbb273e30dfac31720c6f0ba5287865
org.odpi.egeria	asset-reader-csv-sample	5.1		b104104ec5132329ac37031150e0c0bde9ff19bc
org.odpi.egeria	asset-reader-csv-sample	5.1	jar-with-dependencies	7118f8f75dd993eef083ff6790e321ba92cd1e94
org.odpi.egeria	asset-reader-csv-sample	5.2		dcd5b755e90569b3534f88feb463180d1f6771cc
org.odpi.egeria	asset-reader-csv-sample	5.2	jar-with-dependencies	5b6e73c04c0d1f998ce27cd73677c76fb7013462
org.odpi.egeria	asset-reader-csv-sample	5.2.1		fe13640763788220a906ffdbed3c7512044ed754
org.odpi.egeria	asset-reader-csv-sample	5.2.1	jar-with-dependencies	ae0fe47d0d33d33554b5bf3ebbaee81734dcd911
org.opendaylight.infrautils	itestutils-it	1.2.0		1b728aac63b29e5346ce00fd897555917977ed7a
org.opendaylight.infrautils	itestutils-it	1.2.1		f340e5a630192e27f2ab3d28ae2d46d26075e8fe
