ch.ethz.origo	origo-issue-notifier	1.0		99176e98135dbe5956c37b315644150545689822
io.norberg	auto-matter-test	0.19.0		2d4097eebd19dc3b26663611e7b596de60c51201
io.norberg	auto-matter-test	0.20.0		65e9e4ccd342b3267faf7f9b52fc20cebb59afee
io.norberg	auto-matter-test	0.21.0		9aa1a6c4be2e48a5bdff306649e9392660112148
io.norberg	auto-matter-test	0.22.0		9416c69635810218606219cfecaa3a6f02f636e8
io.norberg	auto-matter-test	0.23.0		b211420a4a08e9c9356579d183f11e51b98b8a9d
io.norberg	auto-matter-test	0.24.0		01be9c6675efc56407f1cd4496bbf2c80c7c41e4
io.norberg	auto-matter-test	0.25.0		818d8a2571c39861a1ec6eb039d4b16484210ddc
io.norberg	auto-matter-test	0.25.1		5a2148f1cb89e451bf82339087db60828faec87d
io.norberg	auto-matter-test	0.25.2		9f25bde9a6ff34477f33fe89509c4b5f01122038
io.norberg	auto-matter-test	0.25.3		d7ab0fe8bab6520ad6942dfafa54d632d29c0e1c
io.norberg	auto-matter-test	0.26.0		00831258c6224b40c7f813ca82e177f6826ae33d
io.norberg	auto-matter-test	0.26.1		fc2e377f4a4b46ea717dbd8c435c4d4fb09bbbd5
io.norberg	auto-matter-test	0.26.2		5c3cfbc85a255ccb9fb79c57ac479253dd832a3a
io.norberg	auto-matter-test	0.4		b27796ed4d6ba2adae9ae10c87acc567f4983ec4
io.norberg	auto-matter-test	0.5		16dcc84a3ea12508eab884139dcb802de1c88bf3
io.norberg	auto-matter-test	0.6		c04199a282042c80db3121673a3792821be087b9
io.norberg	auto-matter-test	0.6.1		907b4e2a994059bc742fc609cd041c3e48330b79
io.norberg	auto-matter-test	0.7.0		9cd68515144f34d0cfaf55d7974de43ba917aa1e
io.norberg	auto-matter-test	0.8.0		802083058b018ada87324f6200de9cd7e2235fac
io.norberg	auto-matter-test	0.8.1		2d50594477e454a2231cfa5293e54cd6f6b32210
io.norberg	auto-matter-test	0.9.0		f3d025b73eb0cd860919aff97dd4d55de905dcad
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.31.0		8825f90c616f080cbf384e9c75fa61d72b0d56e2
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.32.0		2d9f0fcd6b1791212fbb96754134592b71d39ccd
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.33.0		739656e1db663295879a96e4d50d31bec434899e
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.34.0		0871bb598209c5c631b1ae6428adb170cb62526c
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.35.0		838f964d0dcaf721ac895abf4cad8be0a56f0889
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.36.0		033abb9551f973d2adde41a39e06bed59f746961
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.37.0		417d53b02852d4fa68360d440fd1b1981f992f6f
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.38.0		f4e665a9dc4df15a9942c8254e06dbb9ba7cc079
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.39.0		c3737d0b34123d6af3c708a3d5cc012b525a4a8e
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.40.0		ff601db5e65ea8aa05627c529e489aae04b0345a
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.41.0		e550c0184df871e56843d772f6d2da6de4b0ce88
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.42.0		9c2df85038f2dbf1d0a37d08586c4413a7d9648e
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.43.0		dc9d8e2b23917d5b1efeb77d8a880ab15d1216db
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.44.0		ba2c4f86be1979c5a31a5bc37f54317351fc8dc5
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.45.0		42fec39c746de395942068647b81d14810df7924
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.46.0		0903c81fe585fadc9e453f84d8620bd35f1353ad
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.47.0		8e193365cc041ca8848185066ab573d537448d75
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	4.48.0		0b6b37f0c4bc946750abf70cd22022d48e92ae21
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.0.0		1ba6ccb5a531987697421df6f9ee5e115c4a3689
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.0.1		cbe0ef52f629dcb3579156b5496a0a6afc95704b
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.1.0		f4540027cbd21bd6134835feb3f322fa96473e91
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.10.0		70444ec72cf4c0043364245ddfdb6289f70dc21a
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.10.1		d617691139f9f207f31c9f5e3860a925f7f0aacc
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.10.2		0cd82cd3b784627095d1d2d5a9112c26ed16a085
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.11.0		23e1af19f13f5665f9316e01e890c227bfcfaeb3
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.12.0		6be1135a70c5dac267136b0debee8545d0beb0f7
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.13.0		5e987041c680034a5acffa33d5f70b6ac671a4f6
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.14.0		eaa313490aca4fa1513937e2a19ec9b42679fc7d
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.15.0		014fa69caa4f04d72e8d2bfaab8ae461e1ecac8f
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.15.1		009f011ef2b65e065424bfdabdac9b16452f2e22
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.16.0		65c6b0181a90749e0c900238b9bf7abd46bc35d9
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.2.0		be182c18abacf38e41814d7ac67d030775eee0d1
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.3.0		2e52f829a5f158a7c7e33339118e6829430769ea
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.4.0		addb07423aaacfdd938782b306ecf1844901ad04
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.5.0		80adf9bfb89eeb4876667e3a81e03098cfb6638a
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.6.0		482e6040897dd87bbb9713986dd0d79636624f50
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.7.0		8f264adb8fe9711832d146cecd29b7a777f7aa1e
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.8.0		c7b9d6d7613a002a8375a16669b90016af98fc01
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.9.0		22ed3a149425e1234114f753eab261adb8ebd156
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	5.9.1		f535e392ea66ad382a2da54e99c25b960841be83
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	6.0.1		6add36387f39e2dbc4b5e34b60f7e951661f83a3
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	6.0.2		1ca6aa2d09f4be6242a6c56775c117e5184f268d
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	6.1.0		12fa933f87352d1967661e3fbf6e25a97461a1ad
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	6.2.0		14b7e1eb2ff78451831d254db5f2d5d4081f739d
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	6.3.0		584af47792e735f539f5fa054608ebdbfc3db9dd
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	6.3.1		9fba0be3830db78ab95c7c8bebcf619391092bf5
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	6.4.0		e5c8d6cfd425e361b1f0eac060d017d44c7b1c5b
net.javacrumbs.shedlock	shedlock-provider-redis-jedis4	6.5.0		f1162852f07f25859b9bd6e39b9b665fab9a57d9
net.kemitix.thorp	filesystem_2.13	0.8.0		5ada2a937acea03bfa10bf654b4b932902b09657
net.kemitix.thorp	filesystem_2.13	0.8.1		273d0d7f6d7edb36c518773c33f1c3f2cbf9861c
net.kemitix.thorp	filesystem_2.13	0.9.1		c945ea232f0bc2eda7e1e7cf7c5e6dd01c1e1ec1
net.morimekta.utils	proto-jackson	1.0.0		b4ffd10cd929fa9e51908f721b81b4ed8aa58057
net.morimekta.utils	proto-jackson	1.0.1		1247accd444ac582dad1d5577eb7a2fef4d37420
net.morimekta.utils	proto-jackson	1.0.2		fd7f6ead76f3bcf07f4f12361017c4dfb8176bae
net.morimekta.utils	proto-jackson	1.0.4		a8310178f506ca79bf312558e31a91979443ee03
net.officefloor.plugin	officeplugin_spring	1.0.1		a668a9611edfcf07a104905edead720ce8955dda
net.officefloor.plugin	officeplugin_spring	1.1.0		dacc1246a7eba8426fa80b9034bf38495310ae55
net.officefloor.plugin	officeplugin_spring	1.2.0		b30c39f3309aa5bba22bb13cb041516bd9453aa4
net.officefloor.plugin	officeplugin_spring	1.3.0		396aadf7d8d963accaa7b44c4fe3d3c054bdbcd1
net.officefloor.plugin	officeplugin_spring	1.4.0		e67cf47bfb1868d5612d8ce65ed328690a3c8ac6
net.officefloor.plugin	officeplugin_spring	2.0.0		61fadf5d4ef8a9db16b024b0f137f7ed5a3c2f5f
net.officefloor.plugin	officeplugin_spring	2.1.0		5b8d69e1e86dd3dbb58ea4cca3459ba716c1bf5d
net.officefloor.plugin	officeplugin_spring	2.2.0		6d193bbdcf6e34aa535236810681eb7461cca7f7
net.officefloor.plugin	officeplugin_spring	2.3.0		59f8b1c2f7dd058aead3c4e26446a1a46057470b
net.officefloor.plugin	officeplugin_spring	2.4.0		d722c64b3fcae214b1c8557f41410e5834db5f4c
net.officefloor.plugin	officeplugin_spring	2.5.0		63b0a829a5511f21bbc99a397367f7c12e51a437
net.officefloor.plugin	officeplugin_spring	2.6.0		fe480fea2b79bfbe4c8d01e1053600ec2ddcf2fb
net.officefloor.plugin	officeplugin_spring	2.7.0		06ff1a15acb016030f8bde74b4e5e549b71965e7
net.sourceforge.purrpackage	purrpackage-gradle-plugin	1.0		10880954edb63031dd7ef36108dc6cee9eda7e34
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	1.4.0		06d09a77f397f157f859d84c8d990fc071cbb24c
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	1.5.0		71aadaf822af764d7a06caf4ecbdfc81a5708fde
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	1.6.0		26eb881337f3c23f22256370d2ba627ee7fb1747
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	1.7.0		4e25d389b89d2d94688ba53d04b913258cc43431
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	1.8.0		74b94d31892c4b23f44afe6f0e72813ec51a13f6
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	1.8.1		7188afc83ab66d213a667a8df4ec2ae271a3113b
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.0.0		4aff3ce55d929857a8c6502b380c9874255988a1
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.0.0-M1		3f9bdcfd2d920e21de65b0a123363030f8e9134d
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.0.0-M2		687a755578df37283c72a52d2bd5486a28d416c7
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.1.0		f7244a8604c1c5230ca3736c8efe6b183637887a
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.10.0		967fc6167af446e6ce28cc2aff9b381a59a5c562
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.11.0		36a0c212d58f4676655f25665355a8fd92164ad4
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.12.0		7365c9d48a05b1678a75b175921754069459ce1d
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.13.0		8e682611a6a284f4401df8d1a813f25d684a469c
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.13.1		01e6bc90df85216848910aeeb74447695bb3d40c
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.13.2		e1fcf3f7fbb814d43f2c87d093d29377be2547f1
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.13.3		b511fd41cf4d066f705cc1f324a018690765d925
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.14.0		d0b4c75fc6d0a734658e847c89f774fff978b52f
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.15.0		f5c48592b2c8a1bd892ac403c9d9cd059468d779
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.16.0		d1c2e6502c28455f6dd5c557e08148b1e1de2423
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.2.0		9e70570a4f6f7e04addf630429b2db23872dcd41
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.2.1		777c07529b4aa9bfe4e8d61a9efef7190148a469
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.3.0		f300cff9ac74b5ab49cda0dad6e3cc61f6333cb6
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.4.0		c0193ff64c5160f190a722a93421301ae8cc8328
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.5.0		7f178106bf2bab5217073e07c572b33d031365cb
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.6.0		08ef5396aa9f01f6a7b26c99fc87b02602ea8b9f
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.7.0		9a47c80677f7e374f16504f8d975b78c57cc6d2b
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.7.1		1afbfb46d0dd6cc9a55996a98b41a8d4b8a0a4f2
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.7.2		fe6b418a30db5a339dde97df4bc9518f071c1ce4
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.8.0		7ed265c4f124df4a46771330542610d4030a7d49
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.8.0-M1		eff51030bd66527abcc0480044d85f607f07f285
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	2.9.0		bb16a3a76c1c3d6b633299dc9058905c17fe1f7c
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.0.0-M1		acb47be120067724080927a3b5d7a3d79deff516
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.0.0-M2		d64b5f92e7a3ba9199e847209ecabbcbcbe2f425
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.0.0-RC1		c0e6f19451229552b57b9bac561e015265341128
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.0.0-RC2		60032983945bda54ddf23d92964550b2e4b865da
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.10.0		119a4eb4fe850cc2d102d28647d4204c11fe43f9
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.11.0		251be6d4296673b2032f8ae03bf9558b8b8eb780
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.12.0		a7a52f5bf25d85f5cebf24813692dc2dd04c093c
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.13.0		8426e0a8b47b8cd243964a6d85b92a2e79852d03
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.14.0		7fbe9b1a3da7eb4beb359237a4520211f17c2d81
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.15.0		b3f8e7ef55a0063b20062db26a523f0304badf95
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.15.1		b5356cbf5e2f2565d7bc61b14890f47c931ad505
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.15.2		fec9e43ee72f3df3393612e3039dd8c04627f13b
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.15.3		479b767170521b448a56f3033c304243d5c59ffd
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.16.0		4fa4580d9e5412290bccd94f1578bf5f1ab1665a
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.17.0		fe35552a93613ed07eb075b086985d8bad606dba
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.18.0		1f96aed09d22d785f9fc5bfbad4e4ea4a41fbf29
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.19.0		d6464286032c11981134af27f7b2a4100a31d45a
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.2.0		4725f952c95bca733a9817ebe7a02f0eaa0eab29
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.2.1		fc0417c04e11cb1e43a84e2791710051c69ea96e
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.2.2		2c2e242170b2d679d8ced8cac4707b049500c419
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.2.3		1de08ee495ee6b0508c30931d8f9c4e557d41eb5
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.20.0		aa4af0591b866b0ae8555116b714cec1ad285b38
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.22.0		34815eb8707865dda582765328f7279127311b3f
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.4.0		ae102752cdae006051ac26765d65ff9077a3367b
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.5.0		7c2e14eb198a2f9ebe5dac83de21db8667acab73
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.6.0		43ceb2398b6ef46d9e07ca073b66b0a55135d04c
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.7.0		42caa86dce815b7326e0b64591cadc7a217ad5d2
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.8.0		aff3eae0495b30a2a28c332a06d5c5b927ac6c60
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.8.1		10dc3f09c7d0c8fb094c93e58550f33ca06f08e0
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.8.2		43807511830b228aedeb92f1aac859f687cedd26
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.8.3		3787334dd7870356d1cf305d9f86191db993eca9
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.8.4		8086c844ba8b16c3c0fa0fb8611438d841c2fd71
org.apache.camel.quarkus	camel-quarkus-aws2-eventbridge-deployment	3.9.0		c01dd657e9c8a5bf59a2a6922949160730f72b6e
org.apache.cocoon	cocoon-webdav-impl	2.3.0		d63df5e730e580128d38c51e1bf880ebba739954
org.apache.npanday	dotnet-model-configuration-appenders	1.4.0-incubating		5fbe51f0a4df6f11fc0a6f0842a0f441090a7a96
org.clojure	algo.monads	0.1.0		6ea62d6f0e0f0c1f1c835aca347649e9cce71a08
org.clojure	algo.monads	0.1.4		efef8fd3e6ebd4b57497d4737cbf771d1764557c
org.clojure	algo.monads	0.1.5		bc4c31f3b08eb8bed1c57e9ed786b3448c3c325b
org.clojure	algo.monads	0.1.6		9e4d143bbfd00e0ce7741b97fd8eabdbd982d9ab
org.clojure	algo.monads	0.2.0		28dc008812b806a51452026b2e630d1c4154c5c8
org.codehaus.groovy	groovy-jsr223	2.0.0		c271e01b5e75fd8a24a44f78deb8d5cb29bdf792
org.codehaus.groovy	groovy-jsr223	2.0.0	groovydoc	e37a3b182da24ed76c0b0f0391923bda1e65cf89
org.codehaus.groovy	groovy-jsr223	2.0.0	indy	05862f1dd20ee098ae2824d5e3a19e84ef105d34
org.codehaus.groovy	groovy-jsr223	2.0.0-rc-1		fd7ad1186121375f3e311ede50440620f59a8b70
org.codehaus.groovy	groovy-jsr223	2.0.0-rc-1	groovydoc	af1bfca83c1f87ce738a8ac0720db797fc42eea1
org.codehaus.groovy	groovy-jsr223	2.0.0-rc-1	indy	6e7ba42be363b7ca8bf7cd5954e89e87a7d69ba4
org.codehaus.groovy	groovy-jsr223	2.0.0-rc-2		e679d1ff959029c25c163614cfa8a3e17445d3fa
org.codehaus.groovy	groovy-jsr223	2.0.0-rc-2	groovydoc	fea7d69a7cc84b401cca3f9c160675080a0136e3
org.codehaus.groovy	groovy-jsr223	2.0.0-rc-2	indy	b95556fb1d21289bd81c7eaae51654f5d3ee57ac
org.codehaus.groovy	groovy-jsr223	2.0.0-rc-3		d6cb6844fc59d328011bcc2d4f606dcd62b7b261
org.codehaus.groovy	groovy-jsr223	2.0.0-rc-3	groovydoc	2183c073e9fb16ef46934ef87f21b18fdb41eaaa
org.codehaus.groovy	groovy-jsr223	2.0.0-rc-3	indy	1500ab9bfcdccca03bc685ab70b1f0de8604183e
org.codehaus.groovy	groovy-jsr223	2.0.0-rc-4		394207f38640f0c0bf06b70190daa95c7b90ccb8
org.codehaus.groovy	groovy-jsr223	2.0.0-rc-4	groovydoc	ae6bbc473ea63324b4eef0d41a3084b994f18e00
org.codehaus.groovy	groovy-jsr223	2.0.0-rc-4	indy	17891ffe05c8eda0057a7942489a770c84f2f097
org.codehaus.groovy	groovy-jsr223	2.0.1		377a61531e8f1541b5a9c90227a27f2237b5d757
org.codehaus.groovy	groovy-jsr223	2.0.1	groovydoc	ed3b5f140a689541fb6d0db2993e9c7474190e5f
org.codehaus.groovy	groovy-jsr223	2.0.1	indy	1feffa5e5374027e08d0c23b4801f2e9aa47a186
org.codehaus.groovy	groovy-jsr223	2.0.2		889ffa9ab5140cb2d77c865c8f811d68989ffb51
org.codehaus.groovy	groovy-jsr223	2.0.2	groovydoc	e76aeb224f83b71c46c29fa25edeaf58bb016244
org.codehaus.groovy	groovy-jsr223	2.0.2	indy	31112c16a90a8ed9344bf777a7801eec9129328f
org.codehaus.groovy	groovy-jsr223	2.0.3		7657a1a69b3660837b7d2e28a7bdf6508d571373
org.codehaus.groovy	groovy-jsr223	2.0.3	groovydoc	530332f246213927e688d6fef22f780cee033c3e
org.codehaus.groovy	groovy-jsr223	2.0.4		ca3db0eb174735f4e57ce33d150ac55b05c4b6f9
org.codehaus.groovy	groovy-jsr223	2.0.4	groovydoc	e40a0f8349f82cc472631a44cedbebb2383a7bf6
org.codehaus.groovy	groovy-jsr223	2.0.4	indy	923975513f0de7e7f07a4ae2b07d3455d7a9fe8f
org.codehaus.groovy	groovy-jsr223	2.0.5		5d1e6fd6ee075798bb1f1e54935a48e3db3fd62f
org.codehaus.groovy	groovy-jsr223	2.0.5	groovydoc	051da0e3a4e03d601ff52b129aea30fc9011470b
org.codehaus.groovy	groovy-jsr223	2.0.5	indy	17bfc2149b632a8d4dd9daf7b7c37fd7639b9d82
org.codehaus.groovy	groovy-jsr223	2.0.6		073dc14342a11d5a7bd506c99b579cbaa3f7d2a8
org.codehaus.groovy	groovy-jsr223	2.0.6	groovydoc	1717185c46aa37194691be6429fa851831552808
org.codehaus.groovy	groovy-jsr223	2.0.6	indy	4cd6d0a7fed10e9b8ecc3cf34612cb7b7b164ab9
org.codehaus.groovy	groovy-jsr223	2.0.7		52ad72434655d43571c21e16881845169f27684b
org.codehaus.groovy	groovy-jsr223	2.0.7	groovydoc	cf00cf38e5385b73a8f65014a6961c7c3a462c95
org.codehaus.groovy	groovy-jsr223	2.0.7	indy	f39d5a37ddfe147522db9ef3f87b4994704c0e8b
org.codehaus.groovy	groovy-jsr223	2.0.8		319514126c6af9f7cc386b15f252d9384433ecf9
org.codehaus.groovy	groovy-jsr223	2.0.8	groovydoc	df2825481d2bdc90ea8eb7bcc43bc8ccddc8502b
org.codehaus.groovy	groovy-jsr223	2.0.8	indy	49739d1f9529fec173806561385d606d3c5b3835
org.codehaus.groovy	groovy-jsr223	2.1.0		dabdf65699e91ca3e3ce2dc441e53f88042bd6c1
org.codehaus.groovy	groovy-jsr223	2.1.0	groovydoc	f02e6aecedaa006aad6c99ff5249ca32744ad1dc
org.codehaus.groovy	groovy-jsr223	2.1.0	indy	68b17c42d9cb10b4922b27f646e3b7a7c44b5039
org.codehaus.groovy	groovy-jsr223	2.1.0-beta-1		69c3766bcaae918ee2f66f57a251fa239fbff51f
org.codehaus.groovy	groovy-jsr223	2.1.0-beta-1	groovydoc	8cd37010af17e3eb8dc80269fa05cbc43d4ff805
org.codehaus.groovy	groovy-jsr223	2.1.0-beta-1	indy	5ab51762df1d3f37ff5d1fb1fa08eb7f5c9ae506
org.codehaus.groovy	groovy-jsr223	2.1.0-rc-1		0e1ea17e5043a76d3d34a077806f75755a25daf5
org.codehaus.groovy	groovy-jsr223	2.1.0-rc-1	groovydoc	62a037d5beec6a60a8d983e10f586d167808a10a
org.codehaus.groovy	groovy-jsr223	2.1.0-rc-1	indy	433749920c2027a0bccf02cc3a7f1da3fc93e998
org.codehaus.groovy	groovy-jsr223	2.1.0-rc-2		10f57c43162db44772f8c08eacf9b1dcf02bbd99
org.codehaus.groovy	groovy-jsr223	2.1.0-rc-2	groovydoc	bd7b615399fea51e2a31ffe6d8fd682ca168651d
org.codehaus.groovy	groovy-jsr223	2.1.0-rc-2	indy	9337e0476d710aabb4123390cb1246b64f42c176
org.codehaus.groovy	groovy-jsr223	2.1.0-rc-3		843ffacea46769d7bfea3e7644dc7eb36ac09424
org.codehaus.groovy	groovy-jsr223	2.1.0-rc-3	groovydoc	1f13e5aabe6d861795cf67741f1bdbacbeaca27e
org.codehaus.groovy	groovy-jsr223	2.1.0-rc-3	indy	a92aff08eef1ec608ca6ff2edcd7a7f9d01d8c09
org.codehaus.groovy	groovy-jsr223	2.1.1		1fa1db996795c25195529802a4960a0e54eaa17c
org.codehaus.groovy	groovy-jsr223	2.1.1	groovydoc	efbf11c2ccff8e0684bed8b99c80936412307eb6
org.codehaus.groovy	groovy-jsr223	2.1.1	indy	16c831a2aa5d107ff1083f190443b20aa2f599ac
org.codehaus.groovy	groovy-jsr223	2.1.2		dea669e0deeca1e415b09f08e313b475d736b230
org.codehaus.groovy	groovy-jsr223	2.1.2	groovydoc	efeca1f4b39fe7f44ff12a7899c2f6cfc9444f29
org.codehaus.groovy	groovy-jsr223	2.1.2	indy	0f4405ab8c3f1e2bd12344496c077750b858b299
org.codehaus.groovy	groovy-jsr223	2.1.3		34d5a22a570bbefa5f442b0ced3e5bfb17a7e745
org.codehaus.groovy	groovy-jsr223	2.1.3	groovydoc	7ce4e2f49de8175b83338c7c3bcb5cf31ffec900
org.codehaus.groovy	groovy-jsr223	2.1.3	indy	5e2bd877d172b8e0483f198d49485c8a814c0aa5
org.codehaus.groovy	groovy-jsr223	2.1.4		17fd8e09e937dfb103cb61808f53e9c21e4ca8cd
org.codehaus.groovy	groovy-jsr223	2.1.4	groovydoc	8705673e37d08d986d0f76088ebe6e8d5f677c74
org.codehaus.groovy	groovy-jsr223	2.1.4	indy	fbdad424190da9491c3f6a63abc1955fee6eed1c
org.codehaus.groovy	groovy-jsr223	2.1.5		9af05bafbda19c5411868c4dfcc683045e78a4eb
org.codehaus.groovy	groovy-jsr223	2.1.5	groovydoc	2c45c6430961e40333c1176de35cd98fb71bc576
org.codehaus.groovy	groovy-jsr223	2.1.5	indy	e8ff955770bac845512091115b625e4715dd74fa
org.codehaus.groovy	groovy-jsr223	2.1.6		b6496dacc2b08cb174a68c5e5e2fae94a7a94015
