ca.pjer	sqlper	1.0.0		0cec536a63e204dbf137ceac244d250e537281bb
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.2		15cf5199de071423931d7f018836d508b62a2be2
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.2	metadata	7d97dfad8d09e8141fdfc52d97c4f7d436e92df1
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.3		0b2658b7210978ea7abc3d93e32e487ca71e5129
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.3	metadata	3a55410d0dac1193892d3a2ea8b45172eb83cbc4
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.4		bff03b29194ccf84bd5bdb698d6a444250f45c48
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.4	metadata	fdc092390855778b1ffd7e5ac2dc7106af116fe5
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.5		60c204882212dbb021e38e58969bb40e92cef95f
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.5	metadata	c44dbd87a2cd2b28040343cfd91dbda40955a6cc
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.6		18ac23e9ef0e5aa263d4bcd97208e8a1a83e6318
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.6	metadata	8fdf8e4082abe42fc9d0ea3fe3577d420a554006
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.7		5bf9519fbdfcb4e80a3efbc3b0fbbbfc004a79de
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.7	metadata	9afb9253f2d35f39af9e996afe26252cc2035c37
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.8		84c9da69abeee356eb7850c558cc93f0fa98b32b
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.8	metadata	5e75449118d3ccd74d7d5ae434c2b78ef61f3870
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.9		a429a6cae7fae7297ec8c66f1bdd948acc5453ed
io.ktor	ktor-client-cio-iossimulatorarm64	2.3.9	metadata	0337db1ce7c49e7d87b7a2c8888a9c544d2e9499
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.0		8cf91692ca104211cef7c0c659fb9b7b142e6c3e
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.0	metadata	437c30e7bd5b2baa2b30d3caefcee8daf609e368
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.0-beta-1		60d25948d6d71b57cea31ecba2f9b2019f9dec02
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.0-beta-1	metadata	5212566a2740adc344a479d89192256949af5d26
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.0-beta-2		5942609eeaa628ec1e22a53c3760f8d9652285cd
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.0-beta-2	metadata	989b7a649cd88a16253bd7039aa5195ccfdda282
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.0-rc-1		fca904c2d9325c64296fb0d92eac31d824b07803
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.0-rc-1	metadata	605f96b13740d23b76e0c923089e2aa64601c693
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.0-rc-2		54df449c4e0fc131f5b52257952f31fe129cd9f9
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.0-rc-2	metadata	3af20a392985cc76951305b13db2ed502d97c91f
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.1		3b22e58c3d903bee17cf2fdf7e7204d0ff2bbc5c
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.1	metadata	6d14056967c1b3bf6a53106e96e1f173bda1a8c6
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.2		3c62b46b90efbc96ae3c1034cff0082826eec697
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.2	metadata	05a44483968277785fc6d618823beb208c0d1ae4
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.3		7e7cf7f0500ebb6a09cad4343934be76ddbdc2c5
io.ktor	ktor-client-cio-iossimulatorarm64	3.0.3	metadata	77d788063e703daaced6da0d74ad745cde429e1c
io.ktor	ktor-client-cio-iossimulatorarm64	3.1.0		a8e5fb3016e0b330eca36aa378948c4c973d4802
io.ktor	ktor-client-cio-iossimulatorarm64	3.1.0	metadata	b92514064540751cfcf245a7b322738a2f79bf66
io.ktor	ktor-client-cio-iossimulatorarm64	3.1.1		b2a36a9e0843638b76c9276925eb5d157a3a9495
io.ktor	ktor-client-cio-iossimulatorarm64	3.1.1	metadata	e24e8a8735d37d287875066c36f71a281f19b97d
io.ktor	ktor-client-cio-iossimulatorarm64	3.1.2		0f8534b8b8869e2a882ab30f1235c9fc9ae9ae91
io.ktor	ktor-client-cio-iossimulatorarm64	3.1.2	metadata	2b8a2b4f664d196f5430db1b418a2f11fd815ba9
io.maryk	maryk-testlib-androidnativearm32	0.6.0		N/A
io.qonversion.sandwich	sandwich	0.0.1		N/A
io.qonversion.sandwich	sandwich	0.0.10		N/A
io.qonversion.sandwich	sandwich	0.0.11		N/A
io.qonversion.sandwich	sandwich	0.0.12		N/A
io.qonversion.sandwich	sandwich	0.0.13		N/A
io.qonversion.sandwich	sandwich	0.0.14		N/A
io.qonversion.sandwich	sandwich	0.0.2		N/A
io.qonversion.sandwich	sandwich	0.0.3		N/A
io.qonversion.sandwich	sandwich	0.0.4		N/A
io.qonversion.sandwich	sandwich	0.0.5		N/A
io.qonversion.sandwich	sandwich	0.0.6		N/A
io.qonversion.sandwich	sandwich	0.0.7		N/A
io.qonversion.sandwich	sandwich	0.0.8		N/A
io.qonversion.sandwich	sandwich	0.0.9		N/A
io.qonversion.sandwich	sandwich	0.1.0		N/A
io.qonversion.sandwich	sandwich	0.1.1		N/A
io.qonversion.sandwich	sandwich	0.1.2		N/A
io.qonversion.sandwich	sandwich	0.2.0		N/A
io.qonversion.sandwich	sandwich	0.2.1		N/A
io.qonversion.sandwich	sandwich	1.0.0		N/A
io.qonversion.sandwich	sandwich	1.0.0-RC1		N/A
io.qonversion.sandwich	sandwich	1.0.0-RC4		N/A
io.qonversion.sandwich	sandwich	1.0.0-RC5		N/A
io.qonversion.sandwich	sandwich	1.0.0-RC6		N/A
io.qonversion.sandwich	sandwich	1.0.1		N/A
io.qonversion.sandwich	sandwich	1.1.0		N/A
io.qonversion.sandwich	sandwich	1.1.1		N/A
io.qonversion.sandwich	sandwich	1.2.0		N/A
io.qonversion.sandwich	sandwich	1.3.0		N/A
io.qonversion.sandwich	sandwich	1.3.1		N/A
io.qonversion.sandwich	sandwich	1.4.0		N/A
io.qonversion.sandwich	sandwich	1.5.0		N/A
io.qonversion.sandwich	sandwich	1.5.1		N/A
io.qonversion.sandwich	sandwich	1.5.2		N/A
io.qonversion.sandwich	sandwich	2.0.0		N/A
io.qonversion.sandwich	sandwich	2.0.1		N/A
io.qonversion.sandwich	sandwich	2.0.2		N/A
io.qonversion.sandwich	sandwich	3.0.0		N/A
io.qonversion.sandwich	sandwich	3.0.1		N/A
io.qonversion.sandwich	sandwich	3.1.0		N/A
io.qonversion.sandwich	sandwich	3.1.1		N/A
io.qonversion.sandwich	sandwich	3.2.0		N/A
io.qonversion.sandwich	sandwich	3.3.0		N/A
io.qonversion.sandwich	sandwich	3.3.1		N/A
io.qonversion.sandwich	sandwich	3.3.2		N/A
io.qonversion.sandwich	sandwich	3.3.3		N/A
io.qonversion.sandwich	sandwich	4.0.0		N/A
io.qonversion.sandwich	sandwich	4.1.0		N/A
io.qonversion.sandwich	sandwich	4.1.1		N/A
io.qonversion.sandwich	sandwich	4.2.0		N/A
io.qonversion.sandwich	sandwich	4.3.0		N/A
io.qonversion.sandwich	sandwich	4.3.1		N/A
io.qonversion.sandwich	sandwich	4.3.2		N/A
io.qonversion.sandwich	sandwich	4.4.0		N/A
io.qonversion.sandwich	sandwich	4.4.1		N/A
io.qonversion.sandwich	sandwich	4.5.0		N/A
io.qonversion.sandwich	sandwich	4.5.1		N/A
io.qonversion.sandwich	sandwich	4.5.2		N/A
io.qonversion.sandwich	sandwich	5.0.0		N/A
io.qonversion.sandwich	sandwich	5.0.1		N/A
io.qonversion.sandwich	sandwich	5.0.2		N/A
io.qonversion.sandwich	sandwich	5.0.3		N/A
io.qonversion.sandwich	sandwich	5.0.4		N/A
io.qonversion.sandwich	sandwich	5.1.0		N/A
io.qonversion.sandwich	sandwich	5.1.1		N/A
io.qonversion.sandwich	sandwich	5.1.2		N/A
io.qonversion.sandwich	sandwich	5.1.3		N/A
io.qonversion.sandwich	sandwich	5.1.4		N/A
io.qonversion.sandwich	sandwich	5.1.5		N/A
io.qonversion.sandwich	sandwich	5.1.6		N/A
io.qonversion.sandwich	sandwich	5.1.7		N/A
io.qonversion.sandwich	sandwich	5.2.0		N/A
io.resys.hdes	hdes-maven-archetype	0.0.11		d7d301aa61c8866a7def0890d6ee196d5483505a
io.resys.hdes	hdes-maven-archetype	0.0.12		d5ac2595caadcbd2d290be39c5888887a04222fc
io.resys.hdes	hdes-maven-archetype	0.0.13		3d9c44d696fab68a8f2d677e312dd9443454a61c
io.resys.hdes	hdes-maven-archetype	0.0.4		89a714420f8da36a8dadb51aec0fca8248dbe098
io.resys.hdes	hdes-maven-archetype	0.0.6		c2a4c631be86c1717cd225c61d5202fa1ee847d4
io.resys.hdes	hdes-maven-archetype	0.0.7		2406b07ce4f61d7c782da61eeb5ec4fca55130fa
io.resys.hdes	hdes-maven-archetype	0.0.8		a87227989dbe283353fb4e2f11ba80c51bb1eea7
io.resys.hdes	hdes-maven-archetype	0.1.1		c8c7ad1960a8102675059e96fd45c143535dd391
io.resys.hdes	hdes-maven-archetype	0.1.10		b16da4347d21a45dc4f408d8e7e3bfcaa2bac90e
io.resys.hdes	hdes-maven-archetype	0.1.11		f013334d623b66a6dfac44ac3d27e54283855165
io.resys.hdes	hdes-maven-archetype	0.1.2		e48dbef7f91cbd06121927727ddab705fbf09cc9
io.resys.hdes	hdes-maven-archetype	0.1.3		17fb60d7e035967eac957cfb072e2125820e402c
io.resys.hdes	hdes-maven-archetype	0.1.4		5587403752d67df251bf9b35bf74d3b4609292d7
io.resys.hdes	hdes-maven-archetype	0.1.5		324b62f952148ece8a4a98c6389127211ae01a00
io.resys.hdes	hdes-maven-archetype	0.1.6		105bc406cc1e1a667170a5e8b045c0754ce42865
io.resys.hdes	hdes-maven-archetype	0.1.7		4a52391ebdc1961f702a050c26b1f3943e6bd7a6
io.resys.hdes	hdes-maven-archetype	0.1.8		6cb01859836df00dcf79f3ad6da57bfa973ba248
io.resys.hdes	hdes-maven-archetype	0.1.9		838936b388fa58056a57cb3d958a077487efbed2
io.silverware	camel-cdi-integration	1.0		54e90874e6014179adf4fabe4decea0a8d76b068
io.silverware	camel-cdi-integration	1.1		e783e91c643a37bee4230470a45200b1140378c0
io.silverware	camel-cdi-integration	2.0		504938e579ee887e556c66b3188ced9e5fc5acf8
io.silverware	camel-cdi-integration	3.0		744564b08f5f29535de30c179cf85b71c8207a33
me.hao0	wepay-demo	1.2.5		N/A
net.as-development.asdk	db-service	1.2.0		8be03808cf6001076e5179cdac095174a9f73fbd
net.dankito.text.extraction	itext2-text-extractor	0.6.0		5fbd1ce89e140ee4250d8024402c1639f5a03b2f
net.dankito.text.extraction	itext2-text-extractor	0.6.1		5bbbfeb886d4645efa0fc5238439aa6f0d843c8c
ojdbc	ojdbc	14		N/A
org.activiti.cloud.process.model	activiti-cloud-services-process-model-jpa	7.0.0.Beta2		d8101171b19fe212b34ba9ab0fa262f2afe9edc0
org.activiti.cloud.process.model	activiti-cloud-services-process-model-jpa	7.0.0.Beta3		26ef29f11e6bc85f3570709830d30eb604df04b8
org.activiti.cloud.process.model	activiti-cloud-services-process-model-jpa	7.0.0.Beta4		3e70bda3a83010b10c1f19fb56f4857b012d6a94
org.activiti.cloud.process.model	activiti-cloud-services-process-model-jpa	7.0.0.Beta5		36d31a6f18b97fe2e6dabe7f0a451c8a743350e7
org.activiti.cloud.process.model	activiti-cloud-services-process-model-jpa	7.0.0.RC1		28a961626d43334959bac3640972a0472b0fc9e1
org.apertereports	apertereports	2.0		N/A
org.apertereports	apertereports	2.1		N/A
org.apertereports	apertereports	2.2		N/A
org.apertereports	apertereports	2.2.1		N/A
org.apertereports	apertereports	2.2.2		N/A
org.apertereports	apertereports	2.3		N/A
org.apertereports	apertereports	2.3-RC1		N/A
org.apertereports	apertereports	2.4		N/A
org.apertereports	apertereports	2.4-RC1		N/A
org.bitbucket.askllc.fermenter.stout	stout-ejb-mda	1.0.0		274041faaad80f1b96186588b16372fdd62769e7
org.clojure	core.contracts	0.0.1		45f21ca230364bc6397df5562cc06556fafc8570
org.clojure	core.contracts	0.0.2		cc321a9b0a78f15b0ca3464a912b101c015048d6
org.clojure	core.contracts	0.0.3		091c3a1b1a96d3ebacdb65022e7dd3e1907eb618
org.clojure	core.contracts	0.0.4		5230ff7a1cd28a707975a77ed92bbf5e34daf464
org.clojure	core.contracts	0.0.5		bd7cae95ed6b8e082fc57bc4e998b1142cc3bb8d
org.clojure	core.contracts	0.0.6		ae7e355041a99839d4d884c703f311257b53465b
org.eclipse.jnosql.mapping	jnosql-graph-connections	1.0.0		e09b6713e80fe724086869b9e0ca3c2b8c563024
org.eclipse.jnosql.mapping	jnosql-graph-connections	1.0.0-b5		1dd137147f01ae9b6b3d2eabf74d40e7949b4047
org.eclipse.jnosql.mapping	jnosql-graph-connections	1.0.0-b6		4829931151488ee49bd5f92c3a2ab9ef8b2beb51
org.eclipse.jnosql.mapping	jnosql-graph-connections	1.0.1		5437684ee752845ee28a85f19d2fb758cfdfd8df
org.eclipse.jnosql.mapping	jnosql-graph-connections	1.0.2		53df0ee8c9a0cea12b766e36bfd4d51f460224a4
org.eclipse.jnosql.mapping	jnosql-graph-connections	1.0.3		b5a7cb739497bea416c0b58613c09659a6a97ea7
org.eclipse.jnosql.mapping	jnosql-graph-connections	1.0.4		74e1bb5016880907d69045a32bbc14ed286f9961
org.eclipse.jnosql.mapping	jnosql-graph-connections	1.1.0		075422567c7a723b85b7a43704ffe3aa4d33b736
org.eclipse.jnosql.mapping	jnosql-graph-connections	1.1.1		c652103d361fbdd3d2d613d7dba2c2e1afd3ab69
org.eclipse.jnosql.mapping	jnosql-graph-connections	1.1.1-RC1		5f110182738b41dc5b0ffa9af8ec56578743bf7c
org.eclipse.jnosql.mapping	jnosql-graph-connections	1.1.2		bf14862a7f927dc5e40ff2eade700c6205de2d9f
org.eclipse.jnosql.mapping	jnosql-graph-connections	1.1.3		6f6eb43f3ee3cbfcd7e2cb90c7230a207a61b287
org.embulk	embulk-input-config	0.10.29		6c939b1e51f19f42065fdb6e398847971bef4362
org.embulk	embulk-input-config	0.10.30		07e1cb7e3e5eb7d6c92937fe6318225afb9ed4f7
org.embulk	embulk-input-config	0.10.31		349fd3fdbf6eb094ffe932c1b15451cd18690e95
org.embulk	embulk-input-config	0.10.32		ce4055cfe7ecf871a9cf46f9e82f79d66a478582
org.embulk	embulk-input-config	0.10.33		a0d84ddb7bea7ff41280acce5a032b29dfd8e20c
org.embulk	embulk-input-config	0.10.34		500c7236bb52d6818aef46390283138d18eec278
org.embulk	embulk-input-config	0.10.35		3356d1b411de36f3285bfe0b84ae4acd18a1cd4c
org.embulk	embulk-input-config	0.10.36		09e44314a0532c1179bffc7f75e508faa5d7e09d
org.embulk	embulk-input-config	0.10.37		efef63384eb807a90a495ca8048b4c95e964e668
org.embulk	embulk-input-config	0.10.38		86d4bf3d0d8751306cb221a446776d9e49218a12
org.embulk	embulk-input-config	0.10.39		4b1d075de4553b62c6df07f863a20be0d29ca7a6
org.embulk	embulk-input-config	0.10.40		6b4e77bf41abcfd80ef4e1eaf4275a8754bcd8ff
org.embulk	embulk-input-config	0.10.41		29568843f919dff88b2f67b09c43b2e7d21741ad
org.embulk	embulk-input-config	0.10.42		e6e4f51f29e25069f7bbee58a191bf609ff146a0
org.embulk	embulk-input-config	0.11.0		f7ac4e778dc99524e18b2b3caa46205db3107894
org.embulk	embulk-input-config	0.11.1		1c4c366270e28ca6b4cd9e1d602bd274655aced6
org.embulk	embulk-input-config	0.11.2		832fedcb4086c5d46cb988d68104c44ddb951aa7
org.everit.cache	org.everit.cache.api	1.0.0		1e3cbbf2fe4dde3ba0f6ac260e02702365a3d9b9
org.geomajas.project	geomajas-project-profiling	1.0.0		5454521f80acef24f1605d859d5f48a870526f78
org.geomajas.project	geomajas-project-profiling	1.1.0		d4f4f060a216de53c83b4585ed17f0e4f7095c58
org.glassfish.metro	metro-runtime-api	2.1		2d92b63ee95360b63b132cb9ecda8abed590638f
org.glassfish.metro	metro-runtime-api	2.1-20		cd55a7f119ab849934015bb0a06ca76c600aaa07
org.glassfish.metro	metro-runtime-api	2.1-b16		c493074c415f5dd084f1e7872998c8813b29b51b
org.glassfish.metro	metro-runtime-api	2.1-b17		d50d6b4478d28812e78d040bd59431ce6ec3e986
org.glassfish.metro	metro-runtime-api	2.1-b18		5816c15883434a97ba9ce5f9b789ede46ed8f3a1
org.glassfish.metro	metro-runtime-api	2.1-b19		7994439e2d6743c1bb2081cec6f405165e87bf5e
org.glassfish.metro	metro-runtime-api	2.1-b20		fd54b38fd1cddcafc132efeec2d182e023bfb911
org.glassfish.metro	metro-runtime-api	2.1-b21		0293ce89037233e562cd41f57b26a273eeb6c79e
org.glassfish.metro	metro-runtime-api	2.1-b22		487e8051b8d986aa596d1bed05b1d916ef777e89
org.glassfish.metro	metro-runtime-api	2.1-b23		6a46c026dcac74c66e17a5f959ae594425ce876a
org.glassfish.metro	metro-runtime-api	2.1-b24		e640fe77db8c24ca7e1e8923df29247e85174120
org.glassfish.metro	metro-runtime-api	2.1-b25		8e14fe0f6b978d59a3ba7ec4ba989733aa82b4d0
org.glassfish.metro	metro-runtime-api	2.1-b26		dc91f72077a1c8be210df69972f74538c671263b
org.glassfish.metro	metro-runtime-api	2.1-b27		b464365fea72e9fa0f4f7fb7ea8f25ea6bfa34f6
org.glassfish.metro	metro-runtime-api	2.1-b28		4669de2e0306eeeb498a648f4d05599125a2cd2b
org.glassfish.metro	metro-runtime-api	2.1-b29		1c91094bf3d60efecc0afc2f57be11a33c144308
org.glassfish.metro	metro-runtime-api	2.1.1		aa930bee20fa1756f0b96fdc6ea474d832bb0a10
org.glassfish.metro	metro-runtime-api	2.1.1-b01		a554b899b49681f2c3707a350cb886ad9d73c597
org.glassfish.metro	metro-runtime-api	2.1.1-b02		0506c82a376b3c62002dd10620b364911506d5c5
org.glassfish.metro	metro-runtime-api	2.1.1-b03		908a332d42a84ffbc2bc36d86261847d905cc62b
org.glassfish.metro	metro-runtime-api	2.1.1-b04		54e5e112980f844eff66ca6b887a5413cdf2ac3e
org.glassfish.metro	metro-runtime-api	2.1.1-b05		6a3629bdaab47ac42614a7cb3a03ca76db281958
org.glassfish.metro	metro-runtime-api	2.1.1-b06		ff8cb1bbd8a3e6d44a81edcade904b18883547d7
org.glassfish.metro	metro-runtime-api	2.1.1-b07		a357e7aae48cac8967b863258bb97e2a9642ce4d
org.glassfish.metro	metro-runtime-api	2.1.1-b08		bb5bc3c513fd96069d2e0c880353d7b25971f85b
org.glassfish.metro	metro-runtime-api	2.1.1-b09		4c97c4696cef4b781571011472735670d1837b66
org.glassfish.metro	metro-runtime-api	2.1.2-b01		ece9c441c90ccf7942bcdd9609952b3937c97b13
org.glassfish.metro	metro-runtime-api	2.2		c42bb51d48da69f0038e9ec162d8774e6729f940
org.glassfish.metro	metro-runtime-api	2.2-b01		08d6d2498304c7b97bd19cbfc9e743cfadf04125
org.glassfish.metro	metro-runtime-api	2.2-b02		5e037b27eaf9aba4140a2a19cae2d5ff0e81c389
org.glassfish.metro	metro-runtime-api	2.2-b03		b7493f50e9f117c3a1bc988d85cfe394162bca93
org.glassfish.metro	metro-runtime-api	2.2-b04		e0beaca82f1734850352302e4ddae688937f0788
org.glassfish.metro	metro-runtime-api	2.2-b05		c3ba7fc30ac6ab338a24582b5f19e7fe6a6bf478
org.glassfish.metro	metro-runtime-api	2.2-b06		b0383ce8539b196a718b71d1faba477682708836
org.glassfish.metro	metro-runtime-api	2.2-b07		6af5d7c6a5b8e8696d4cee21a8995f60dd9a08c8
org.glassfish.metro	metro-runtime-api	2.2-b08		675e8851182a18c81130c2561876f61ab24d6ca4
org.glassfish.metro	metro-runtime-api	2.2-b09		c39323e07c365a698100024f8bb8c866f8caebed
org.glassfish.metro	metro-runtime-api	2.2-b10		e08b9f21e8190d28b45dcdeedbea6f236d116935
org.glassfish.metro	metro-runtime-api	2.2-b11		c98790d8296004715289d71bece94b4d2d0472cd
org.glassfish.metro	metro-runtime-api	2.2-b12		a361faa808d8f9a03d3edba70d5ddec37bd6faf0
org.glassfish.metro	metro-runtime-api	2.2-b13		210402434018a5cd5d5129bcae44a51d72a29e55
org.glassfish.metro	metro-runtime-api	2.2.0-1		d3dcbfb0d5231069ef9413edfbf4c52fcf7f6722
org.glassfish.metro	metro-runtime-api	2.2.0-2		19cea0c6938f10531037e01eda8f276eb2c02912
org.glassfish.metro	metro-runtime-api	2.2.0-3		ab5ff08ab84b0a5e5763986fc8665237478d7561
org.glassfish.metro	metro-runtime-api	2.2.0-4		e72f1cd26986e8bfa4c8db059b180f7ab77a192a
org.glassfish.metro	metro-runtime-api	2.2.0-5		7e4edc7e574d61aec72a67ec1fcccfff03171850
org.glassfish.metro	metro-runtime-api	2.2.1		7d3de7c989969124fcfcc36bfc74ecef29f78bb3
org.glassfish.metro	metro-runtime-api	2.2.1-1		f91ad3317ba2aa5550951cf20070d5f1ceb265dd
org.glassfish.metro	metro-runtime-api	2.2.1-b144		05cff9ec4f6975bfdc969bda422e54ec86031818
org.glassfish.metro	metro-runtime-api	2.3		50b68b85c155d49419dbbff1b5cfb4a60aced53c
org.glassfish.metro	metro-runtime-api	2.3-b02		ecea9e22241abd809ef6225f57f8534b1ff48efe
org.glassfish.metro	metro-runtime-api	2.3-b03		f1d6e37659439a6882f344fa4a135aeef0ee3671
org.glassfish.metro	metro-runtime-api	2.3-b04		ff33714beb8bf39a6ed7fadbd14c6ee77da6b0e4
org.glassfish.metro	metro-runtime-api	2.3-b05		4aa0514908690a15f281694efcfa019b9b1efdce
org.glassfish.metro	metro-runtime-api	2.3-b06		e30226b7cfdb3f31a0c7d5af4b1faf4b30a4b8a4
org.glassfish.metro	metro-runtime-api	2.3-b07		306c88bd6d561f5e51ac2bf1f734b85693fb836f
org.glassfish.metro	metro-runtime-api	2.3-b08		73feaa35ae6a970869a0721fa8f7c1dbc5969cc2
org.glassfish.metro	metro-runtime-api	2.3-b09		0b95a9ccd2cc64cf5b331ba99c76f7cce7ea97dc
org.glassfish.metro	metro-runtime-api	2.3-b10		9a09d9cce053d81aee6817e811da3f13121813c8
org.glassfish.metro	metro-runtime-api	2.3-b100		27106172f50ce8bbb6130cbb16138928b527081b
org.glassfish.metro	metro-runtime-api	2.3-b189		9033b8fc04f3016781cb332d11fa6c7ae92cd20e
org.glassfish.metro	metro-runtime-api	2.3-b202		0d1661ff6cad9501fd404a1331270c119a31ca6a
org.glassfish.metro	metro-runtime-api	2.3-b210		82525df1aadb13adcd2a3115cb0d758816ad8f94
org.glassfish.metro	metro-runtime-api	2.3-b229		0f5893482e928b5aff7f1ef6917b9c8c439a1337
org.glassfish.metro	metro-runtime-api	2.3-b24		351542a2ac3278d899ffc92f27617a0800513820
org.glassfish.metro	metro-runtime-api	2.3-b240		8a1cca556d4dcc3b3c45ace6ce51a08142111d7c
org.glassfish.metro	metro-runtime-api	2.3-b259		1a8a7b561157cdc15027bfda37f8bb4a5366e96e
org.glassfish.metro	metro-runtime-api	2.3-b55		141699ddafdb8c77d40e63447ee70c5570802c0f
org.glassfish.metro	metro-runtime-api	2.3-b77		10553b027f7d6ef1f3a81329805a190973038d8f
org.glassfish.metro	metro-runtime-api	2.3.1		ad6cfea974789b8ff16c794c6c1390a598a1d42d
org.glassfish.metro	metro-runtime-api	2.3.1-b104		053daf7bad63b0cbe458e130adff0549b8419e2a
org.glassfish.metro	metro-runtime-api	2.3.1-b411		9bd57b7099fae61a59d9aab6a0b6f0ea53a2576b
org.glassfish.metro	metro-runtime-api	2.3.1-b419		fd096e1211d9ed8681e44600e2dc5845364e37e7
org.glassfish.metro	metro-runtime-api	2.4.0		d632230ecc5e73af4d50cce5336a1e9b15ad237b
org.glassfish.metro	metro-runtime-api	2.4.1		c7a1580b121322bc088e943de1c9307a4fdf7b2b
org.glassfish.metro	metro-runtime-api	2.4.10		10123bc2819dc884970105137c664e4854171bc2
org.glassfish.metro	metro-runtime-api	2.4.2		c860171c9f3f1886658d9de4fe6068f82435c824
org.glassfish.metro	metro-runtime-api	2.4.3		9937a4fada876ac827c0b7852f14116e16d0770d
org.glassfish.metro	metro-runtime-api	2.4.4		5be024971e7497a59f66707da311e8dfee6ebb3a
org.glassfish.metro	metro-runtime-api	2.4.4-b01		dc065aaa0ae1a1e92555fe8ef2ec1ee19122610f
org.glassfish.metro	metro-runtime-api	2.4.5		54f039f76b89f8503b812179bbc9647a1089d42e
org.glassfish.metro	metro-runtime-api	2.4.6		e51c8e829e3c036ae27dc04af10f110566a958da
org.glassfish.metro	metro-runtime-api	2.4.7		e546ff66460a013823dfcad685c6c4dcb061fbf6
org.glassfish.metro	metro-runtime-api	2.4.8		a4ab094473da712e31fb84623f074e29d7bbff87
org.glassfish.metro	metro-runtime-api	2.4.9		005d12a13350e98f4d66ad3233bb3d047d29e810
org.glassfish.metro	metro-runtime-api	3.0.0		82d6a122ae56fae3d4a3d923bbcff1c4f91368f4
org.glassfish.metro	metro-runtime-api	3.0.0-M1		7928b1b07df6e13dcae87b9eb7be80e87166e185
org.glassfish.metro	metro-runtime-api	3.0.0-M2		d0d29338a2a99779e4f32006714516cea66f2458
org.glassfish.metro	metro-runtime-api	3.0.0-M3		f83a06dc96a6cef7d439fcad3842a84018c5efc7
org.glassfish.metro	metro-runtime-api	3.0.1		bb4b1ed032da020d645bb0be3746e03768ae627e
org.glassfish.metro	metro-runtime-api	3.0.1-b02		51736d59fa7f80d897bc1e0ad79021f1d721003e
org.glassfish.metro	metro-runtime-api	3.0.2		b181444c985699dd63a3377b06344e813b2fd72d
org.glassfish.metro	metro-runtime-api	3.0.3		1a69ef45836f1d72fc74faf09c541677a26e9664
org.glassfish.metro	metro-runtime-api	4.0.0		6b8fbccf73570b18577598df7728204585ea1b1e
org.glassfish.metro	metro-runtime-api	4.0.0-M1		74146230190b32df5685811cbd1067e69b772030
org.glassfish.metro	metro-runtime-api	4.0.0-M2		cd8e74239a14b6db5b1a0bad59fcc00616408c95
org.glassfish.metro	metro-runtime-api	4.0.0-M3		165a2860850b11a3f623eb7aec362d74f8c49b23
org.glassfish.metro	metro-runtime-api	4.0.0-M4		2ccc43208a0cf014a66b42a137be3afa94a7ccbc
org.glassfish.metro	metro-runtime-api	4.0.1		d17f0214d95f8f854cc339513d1fabbe8a82022a
org.glassfish.metro	metro-runtime-api	4.0.2		ef5dd6a35d42eb8f420f9392aa767c95ef804188
org.glassfish.metro	metro-runtime-api	4.0.3		f660f4c0c1258f255dbea6cf247201f2379054b0
org.glassfish.metro	metro-runtime-api	4.0.4		26b0632b84094b076fafadb59e20cf3d61a7f3f1
org.jasig.inspektr	inspektr-aspects	1.2.GA		08e0d62f6dfee64c7863f0c9928b479306c135e3
org.jasig.inspektr	inspektr-aspects	1.3.GA		8c501bf4fe47510e11c0b437d73a4431b6f38315
org.jasig.inspektr	inspektr-aspects	1.4.GA		15a02d49529e3680d0f683ab88278c9562fc0a8f
org.javabeanstack	jbs-parent	1.2.1		N/A
org.javabeanstack	jbs-parent	1.3.0		N/A
org.javabeanstack	jbs-parent	1.4.0		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.1.0.Beta2		N/A
